cell,family,method,auroc,auprc
sciq_llama8b,sciq,global_lr,0.7295544910929526,0.8410489875087812
sciq_llama8b,sciq,context_only_lr,0.7473310165617859,0.8537891599472491
sciq_llama8b,sciq,augmented_lr,0.731267023574716,0.8422764258993602
sciq_llama8b,sciq,context_core_only_lr,0.7199258006950315,0.8449064077483277
sciq_llama8b,sciq,augmented_core_lr,0.7081040042578504,0.8347174656214683
sciq_llama8b,sciq,quartile_router_cv,0.7055187689803075,0.8278470038345407
sciq_llama8b,sciq,cstg_iu_rank,0.7314173006480699,0.8461297227481894
sciq_llama8b,sciq,cstg_core,0.7156601233524311,0.8356563634689527
sciq_llama8b,sciq,cstg_iu_rank_permuted,0.7340518455903071,0.837950027413093
sciq_llama8b,sciq,cstg_core_permuted,0.7030838107761185,0.8318950230264421
se_nq_open_llama8b,nq_open,iu_pcr,0.7435593511874712,0.7289699143123078
se_nq_open_llama8b,nq_open,fixed_expert_cv,0.74748528508959,0.7153815195519135
se_nq_open_llama8b,nq_open,global_lr,0.7537863013238875,0.7336181233327584
se_nq_open_llama8b,nq_open,context_only_lr,0.7435593511874712,0.7289699143123078
se_nq_open_llama8b,nq_open,augmented_lr,0.7556632652347745,0.7277658007586307
se_nq_open_llama8b,nq_open,context_core_only_lr,0.7452036174416963,0.7230183128700395
se_nq_open_llama8b,nq_open,augmented_core_lr,0.755533491541636,0.7272696418916851
se_nq_open_llama8b,nq_open,quartile_router_cv,0.7460460277083616,0.7181695764654978
se_nq_open_llama8b,nq_open,cstg_iu_rank,0.7550672571742616,0.7408871468530608
se_nq_open_llama8b,nq_open,cstg_core,0.7633434066433503,0.7513047378152445
se_nq_open_llama8b,nq_open,cstg_iu_rank_permuted,0.7497546466114103,0.727975490802869
se_nq_open_llama8b,nq_open,cstg_core_permuted,0.7495529939546156,0.7306394780428811
se_squad_v2_llama8b,squad_v2,iu_pcr,0.8107142193485058,0.6882865832061887
se_squad_v2_llama8b,squad_v2,fixed_expert_cv,0.8130914640294936,0.5925617228244665
se_squad_v2_llama8b,squad_v2,global_lr,0.8313762767556081,0.6578001570385059
se_squad_v2_llama8b,squad_v2,context_only_lr,0.8107142193485058,0.6882865832061887
se_squad_v2_llama8b,squad_v2,augmented_lr,0.8297385098485451,0.6363191090296076
se_squad_v2_llama8b,squad_v2,context_core_only_lr,0.8235865201497633,0.7155186169181216
se_squad_v2_llama8b,squad_v2,augmented_core_lr,0.8463549083408551,0.7174446242277289
se_squad_v2_llama8b,squad_v2,quartile_router_cv,0.8228456213673763,0.6487687202177506
se_squad_v2_llama8b,squad_v2,cstg_iu_rank,0.8480664173889899,0.7016486380443618
se_squad_v2_llama8b,squad_v2,cstg_core,0.8770403939418037,0.7818821752526695
se_squad_v2_llama8b,squad_v2,cstg_iu_rank_permuted,0.8312315934997608,0.6586068851397711
se_squad_v2_llama8b,squad_v2,cstg_core_permuted,0.8307517571999357,0.6564520161858697
seiclr_triviaqa_opt30b,triviaqa,iu_pcr,0.8219630428064321,0.8042769654842434
seiclr_triviaqa_opt30b,triviaqa,fixed_expert_cv,0.8038585453921074,0.7944138378352854
seiclr_triviaqa_opt30b,triviaqa,global_lr,0.8294668328101572,0.8102949864228085
seiclr_triviaqa_opt30b,triviaqa,context_only_lr,0.8219630428064321,0.8042769654842434
seiclr_triviaqa_opt30b,triviaqa,augmented_lr,0.8284529953494977,0.8095016795181442
seiclr_triviaqa_opt30b,triviaqa,context_core_only_lr,0.825913089911927,0.8024114365592538
seiclr_triviaqa_opt30b,triviaqa,augmented_core_lr,0.8287536482224039,0.8050443946687734
seiclr_triviaqa_opt30b,triviaqa,quartile_router_cv,0.8182309983322551,0.8001297722783267
seiclr_triviaqa_opt30b,triviaqa,cstg_iu_rank,0.8301068912820788,0.8126023305614549
seiclr_triviaqa_opt30b,triviaqa,cstg_core,0.8406714783421784,0.8260419914969817
seiclr_triviaqa_opt30b,triviaqa,cstg_iu_rank_permuted,0.8290069492339536,0.8106228191234633
seiclr_triviaqa_opt30b,triviaqa,cstg_core_permuted,0.8288156589586968,0.808855779691374
semenergy_triviaqa_qwen3_8b,triviaqa,iu_pcr,0.8056361970802172,0.771678299433314
semenergy_triviaqa_qwen3_8b,triviaqa,fixed_expert_cv,0.7878672188848959,0.7439892524301027
semenergy_triviaqa_qwen3_8b,triviaqa,global_lr,0.8192974335799429,0.794101113650075
semenergy_triviaqa_qwen3_8b,triviaqa,context_only_lr,0.8056361970802172,0.771678299433314
semenergy_triviaqa_qwen3_8b,triviaqa,augmented_lr,0.819342325890911,0.7931888436498453
semenergy_triviaqa_qwen3_8b,triviaqa,context_core_only_lr,0.8107844644577265,0.7469363739994681
semenergy_triviaqa_qwen3_8b,triviaqa,augmented_core_lr,0.8192539505802291,0.7868782614216581
semenergy_triviaqa_qwen3_8b,triviaqa,quartile_router_cv,0.7851595311264539,0.7382543600447002
semenergy_triviaqa_qwen3_8b,triviaqa,cstg_iu_rank,0.8170435049805516,0.7930688116686353
semenergy_triviaqa_qwen3_8b,triviaqa,cstg_core,0.826639068394649,0.8056983365062307
semenergy_triviaqa_qwen3_8b,triviaqa,cstg_iu_rank_permuted,0.8163956093697438,0.7907767843670743
semenergy_triviaqa_qwen3_8b,triviaqa,cstg_core_permuted,0.8153002631360826,0.7884031560539577
spilled_triviaqa_llama8b,triviaqa,iu_pcr,0.9279999999999999,0.6383333333333334
spilled_triviaqa_llama8b,triviaqa,fixed_expert_cv,0.86,0.14691197691197694
spilled_triviaqa_llama8b,triviaqa,global_lr,0.9279999999999999,0.44871794871794873
spilled_triviaqa_llama8b,triviaqa,context_only_lr,0.9279999999999999,0.6383333333333334
spilled_triviaqa_llama8b,triviaqa,augmented_lr,0.9279999999999999,0.44871794871794873
spilled_triviaqa_llama8b,triviaqa,context_core_only_lr,0.942,0.5900000000000001
spilled_triviaqa_llama8b,triviaqa,augmented_core_lr,0.9339999999999999,0.4566666666666667
spilled_triviaqa_llama8b,triviaqa,quartile_router_cv,0.8959999999999999,0.4087301587301588
spilled_triviaqa_llama8b,triviaqa,cstg_iu_rank,0.898,0.3588888888888889
spilled_triviaqa_llama8b,triviaqa,cstg_core,0.9460000000000001,0.5700000000000001
spilled_triviaqa_llama8b,triviaqa,cstg_iu_rank_permuted,0.898,0.3588888888888889
spilled_triviaqa_llama8b,triviaqa,cstg_core_permuted,0.898,0.3588888888888889
truthfulqa_llama8b,truthfulqa,iu_pcr,0.6621544205460811,0.19417366866296248
truthfulqa_llama8b,truthfulqa,fixed_expert_cv,0.6787024603343422,0.19684854162086846
truthfulqa_llama8b,truthfulqa,global_lr,0.6919495094911957,0.20839553972927508
truthfulqa_llama8b,truthfulqa,context_only_lr,0.6621544205460811,0.19417366866296248
truthfulqa_llama8b,truthfulqa,augmented_lr,0.6935719438652496,0.20504339882588912
truthfulqa_llama8b,truthfulqa,context_core_only_lr,0.6874777634814591,0.212276860829773
truthfulqa_llama8b,truthfulqa,augmented_core_lr,0.6932121608068312,0.20380219696768637
truthfulqa_llama8b,truthfulqa,quartile_router_cv,0.6780086953843049,0.19868116874024344
truthfulqa_llama8b,truthfulqa,cstg_iu_rank,0.6882030545960063,0.21462365531298336
truthfulqa_llama8b,truthfulqa,cstg_core,0.7001581091793474,0.26176060778823207
truthfulqa_llama8b,truthfulqa,cstg_iu_rank_permuted,0.6913842926171785,0.21003245259648567
truthfulqa_llama8b,truthfulqa,cstg_core_permuted,0.6836115137528793,0.20541892303435577
ars_gsm8k_r1distill8b,gsm8k,iu_pcr,0.7530038232949191,0.8847632977204892
ars_gsm8k_r1distill8b,gsm8k,fixed_expert_cv,0.732010582010582,0.8734688896404721
ars_gsm8k_r1distill8b,gsm8k,global_lr,0.7833695730956005,0.9014096404412386
ars_gsm8k_r1distill8b,gsm8k,context_only_lr,0.7530038232949191,0.8847632977204892
ars_gsm8k_r1distill8b,gsm8k,augmented_lr,0.7797347249402045,0.8988262584788641
ars_gsm8k_r1distill8b,gsm8k,context_core_only_lr,0.7685842030876278,0.88863991235416
ars_gsm8k_r1distill8b,gsm8k,augmented_core_lr,0.7763974958324273,0.8958674631256194
ars_gsm8k_r1distill8b,gsm8k,quartile_router_cv,0.6927769623831268,0.8462904855640652
ars_gsm8k_r1distill8b,gsm8k,cstg_iu_rank,0.7787471914184243,0.8986522071054504
ars_gsm8k_r1distill8b,gsm8k,cstg_core,0.7637792636080307,0.8905585637730301
ars_gsm8k_r1distill8b,gsm8k,cstg_iu_rank_permuted,0.7847426070884975,0.9033761837897358
ars_gsm8k_r1distill8b,gsm8k,cstg_core_permuted,0.7477766905849098,0.8821495864553069
internalstates_gsm8k_qwen25_7b,gsm8k,iu_pcr,0.7131072874025763,0.4997802280807406
internalstates_gsm8k_qwen25_7b,gsm8k,fixed_expert_cv,0.7049666273503089,0.5291227295025892
internalstates_gsm8k_qwen25_7b,gsm8k,global_lr,0.744193899026342,0.552562993773862
internalstates_gsm8k_qwen25_7b,gsm8k,context_only_lr,0.7131072874025763,0.4997802280807406
internalstates_gsm8k_qwen25_7b,gsm8k,augmented_lr,0.7469269409560813,0.5490560155846932
internalstates_gsm8k_qwen25_7b,gsm8k,context_core_only_lr,0.7371888341543513,0.5552912024753024
internalstates_gsm8k_qwen25_7b,gsm8k,augmented_core_lr,0.7436740905201323,0.5542089613398684
internalstates_gsm8k_qwen25_7b,gsm8k,quartile_router_cv,0.678646962233169,0.4537749484640742
internalstates_gsm8k_qwen25_7b,gsm8k,cstg_iu_rank,0.7351546983047712,0.5438274984281107
internalstates_gsm8k_qwen25_7b,gsm8k,cstg_core,0.7338403293323157,0.5637045377181382
internalstates_gsm8k_qwen25_7b,gsm8k,cstg_iu_rank_permuted,0.7397613265801707,0.5367320209135272
internalstates_gsm8k_qwen25_7b,gsm8k,cstg_core_permuted,0.7172564582899696,0.5384077044421287
lapeigvals_gsm8k_llama3b,gsm8k,iu_pcr,0.6975207034744664,0.6007837486404016
lapeigvals_gsm8k_llama3b,gsm8k,fixed_expert_cv,0.7098954219953258,0.6193284150234653
lapeigvals_gsm8k_llama3b,gsm8k,global_lr,0.7280851353755928,0.6603565177385373
lapeigvals_gsm8k_llama3b,gsm8k,context_only_lr,0.6975207034744664,0.6007837486404016
lapeigvals_gsm8k_llama3b,gsm8k,augmented_lr,0.7271204428937688,0.6616149295422334
lapeigvals_gsm8k_llama3b,gsm8k,context_core_only_lr,0.6946997110120264,0.60363387764065
lapeigvals_gsm8k_llama3b,gsm8k,augmented_core_lr,0.7232745522904401,0.6531957511755707
lapeigvals_gsm8k_llama3b,gsm8k,quartile_router_cv,0.7086388458689366,0.6182691217132634
lapeigvals_gsm8k_llama3b,gsm8k,cstg_iu_rank,0.7095150070887243,0.6308844070530009
lapeigvals_gsm8k_llama3b,gsm8k,cstg_core,0.7076477157076846,0.6237106584436537
lapeigvals_gsm8k_llama3b,gsm8k,cstg_iu_rank_permuted,0.7005086830105902,0.6160517240218327
lapeigvals_gsm8k_llama3b,gsm8k,cstg_core_permuted,0.6933301750269145,0.61103622641051
lapeigvals_gsm8k_llama8b,gsm8k,iu_pcr,0.8140021381459738,0.9080432786049213
lapeigvals_gsm8k_llama8b,gsm8k,fixed_expert_cv,0.8154204718417046,0.909125667727962
lapeigvals_gsm8k_llama8b,gsm8k,global_lr,0.8192328948322098,0.9100422886490197
lapeigvals_gsm8k_llama8b,gsm8k,context_only_lr,0.8140021381459738,0.9080432786049213
lapeigvals_gsm8k_llama8b,gsm8k,augmented_lr,0.8178258860621874,0.9097897614036903
lapeigvals_gsm8k_llama8b,gsm8k,context_core_only_lr,0.8104891461912009,0.903414915403917
lapeigvals_gsm8k_llama8b,gsm8k,augmented_core_lr,0.8173298543161556,0.909939095014375
lapeigvals_gsm8k_llama8b,gsm8k,quartile_router_cv,0.8178041422048272,0.9141495870741558
lapeigvals_gsm8k_llama8b,gsm8k,cstg_iu_rank,0.8172872725954917,0.9075853126668812
lapeigvals_gsm8k_llama8b,gsm8k,cstg_core,0.8185864680727695,0.909768381638606
lapeigvals_gsm8k_llama8b,gsm8k,cstg_iu_rank_permuted,0.815984000144959,0.9061635190749756
lapeigvals_gsm8k_llama8b,gsm8k,cstg_core_permuted,0.8209049068638109,0.909669719271003
lapeigvals_gsm8k_mistral24b,gsm8k,iu_pcr,0.84818968909878,0.9824510079615838
lapeigvals_gsm8k_mistral24b,gsm8k,fixed_expert_cv,0.8284748309541697,0.9785744643907351
lapeigvals_gsm8k_mistral24b,gsm8k,global_lr,0.8431379914850989,0.9804565009062596
lapeigvals_gsm8k_mistral24b,gsm8k,context_only_lr,0.84818968909878,0.9824510079615838
lapeigvals_gsm8k_mistral24b,gsm8k,augmented_lr,0.8565954706450574,0.9835746260436276
lapeigvals_gsm8k_mistral24b,gsm8k,context_core_only_lr,0.8460412865371543,0.9823131422541655
lapeigvals_gsm8k_mistral24b,gsm8k,augmented_core_lr,0.8500482988086293,0.9825049821139104
lapeigvals_gsm8k_mistral24b,gsm8k,quartile_router_cv,0.8107813673929376,0.9749257794600382
lapeigvals_gsm8k_mistral24b,gsm8k,cstg_iu_rank,0.829944366927838,0.979098392557255
lapeigvals_gsm8k_mistral24b,gsm8k,cstg_core,0.8190261529104506,0.9765309424207036
lapeigvals_gsm8k_mistral24b,gsm8k,cstg_iu_rank_permuted,0.8423187005831633,0.9800128546876629
lapeigvals_gsm8k_mistral24b,gsm8k,cstg_core_permuted,0.838088082716182,0.9789237034912647
lapeigvals_gsm8k_nemo,gsm8k,iu_pcr,0.7950905561839331,0.9381268850755692
lapeigvals_gsm8k_nemo,gsm8k,fixed_expert_cv,0.7903213103766076,0.9399230879379893
lapeigvals_gsm8k_nemo,gsm8k,global_lr,0.8194315743417164,0.9473447498817711
lapeigvals_gsm8k_nemo,gsm8k,context_only_lr,0.7950905561839331,0.9381268850755692
lapeigvals_gsm8k_nemo,gsm8k,augmented_lr,0.8189241245770088,0.9472376986707871
lapeigvals_gsm8k_nemo,gsm8k,context_core_only_lr,0.8015634032926983,0.9377491765960251
lapeigvals_gsm8k_nemo,gsm8k,augmented_core_lr,0.8187400797806731,0.9471611189338148
lapeigvals_gsm8k_nemo,gsm8k,quartile_router_cv,0.7338765773439645,0.9188713595932422
lapeigvals_gsm8k_nemo,gsm8k,cstg_iu_rank,0.8175248441856459,0.9476295880660549
lapeigvals_gsm8k_nemo,gsm8k,cstg_core,0.8170175806068732,0.9469672281002495
lapeigvals_gsm8k_nemo,gsm8k,cstg_iu_rank_permuted,0.8172613910882103,0.9480475360106168
lapeigvals_gsm8k_nemo,gsm8k,cstg_core_permuted,0.8118195485922015,0.944150180709036
lapeigvals_gsm8k_phi35,gsm8k,iu_pcr,0.8125760657060045,0.9561589385768295
lapeigvals_gsm8k_phi35,gsm8k,fixed_expert_cv,0.7781621258847518,0.9453658669741165
lapeigvals_gsm8k_phi35,gsm8k,global_lr,0.8153865613427914,0.9563138797008502
lapeigvals_gsm8k_phi35,gsm8k,context_only_lr,0.8125760657060045,0.9561589385768295
lapeigvals_gsm8k_phi35,gsm8k,augmented_lr,0.8254081894228216,0.958737522525652
lapeigvals_gsm8k_phi35,gsm8k,context_core_only_lr,0.8161384905118669,0.9563859663989132
lapeigvals_gsm8k_phi35,gsm8k,augmented_core_lr,0.8249108436782239,0.9586736227813237
lapeigvals_gsm8k_phi35,gsm8k,quartile_router_cv,0.707686287372463,0.9323905959558922
lapeigvals_gsm8k_phi35,gsm8k,cstg_iu_rank,0.816402360900611,0.9569323266566098
lapeigvals_gsm8k_phi35,gsm8k,cstg_core,0.8126198003742129,0.9559993239961218
lapeigvals_gsm8k_phi35,gsm8k,cstg_iu_rank_permuted,0.8153027272034811,0.9561795364167235
lapeigvals_gsm8k_phi35,gsm8k,cstg_core_permuted,0.8050232027624569,0.9527368651268129
noise_gsm8k_mistral7b,gsm8k,iu_pcr,0.78466342751607,0.763948833065567
noise_gsm8k_mistral7b,gsm8k,fixed_expert_cv,0.7790673387672913,0.757013617267601
noise_gsm8k_mistral7b,gsm8k,global_lr,0.8177921876326677,0.7936036679200917
noise_gsm8k_mistral7b,gsm8k,context_only_lr,0.78466342751607,0.763948833065567
noise_gsm8k_mistral7b,gsm8k,augmented_lr,0.817481998848192,0.7913300091686448
noise_gsm8k_mistral7b,gsm8k,context_core_only_lr,0.8067786150970342,0.7816643863958218
noise_gsm8k_mistral7b,gsm8k,augmented_core_lr,0.8182390653467939,0.79447192962832
noise_gsm8k_mistral7b,gsm8k,quartile_router_cv,0.7665668499313811,0.7346705451569215
noise_gsm8k_mistral7b,gsm8k,cstg_iu_rank,0.8140583779175401,0.7883655578314039
noise_gsm8k_mistral7b,gsm8k,cstg_core,0.8096682829347464,0.781557623807986
noise_gsm8k_mistral7b,gsm8k,cstg_iu_rank_permuted,0.8140486855268257,0.7892421113081536
noise_gsm8k_mistral7b,gsm8k,cstg_core_permuted,0.8129199844921748,0.7874055413235568
noise_gsm8k_phi3mini,gsm8k,iu_pcr,0.6742219076741596,0.8217903465947833
noise_gsm8k_phi3mini,gsm8k,fixed_expert_cv,0.6721474355060897,0.8194701082451287
noise_gsm8k_phi3mini,gsm8k,global_lr,0.6928404211767537,0.82526643313912
noise_gsm8k_phi3mini,gsm8k,context_only_lr,0.6742219076741596,0.8217903465947833
noise_gsm8k_phi3mini,gsm8k,augmented_lr,0.6929782231439956,0.8253414407071373
noise_gsm8k_phi3mini,gsm8k,context_core_only_lr,0.671759001787716,0.8185874556872734
noise_gsm8k_phi3mini,gsm8k,augmented_core_lr,0.6914913108312005,0.8241767397940862
noise_gsm8k_phi3mini,gsm8k,quartile_router_cv,0.6368347058636881,0.7963795926875364
noise_gsm8k_phi3mini,gsm8k,cstg_iu_rank,0.6845220914386319,0.8235258833392056
noise_gsm8k_phi3mini,gsm8k,cstg_core,0.6823284317289983,0.8262032093959997
noise_gsm8k_phi3mini,gsm8k,cstg_iu_rank_permuted,0.6884780049193101,0.8204680272866629
noise_gsm8k_phi3mini,gsm8k,cstg_core_permuted,0.6820366485650095,0.8207287920274796
math500_dsmath7b,math500,iu_pcr,0.7917085394763966,0.50632431966871
math500_dsmath7b,math500,fixed_expert_cv,0.7665552205730777,0.4898823192362827
math500_dsmath7b,math500,global_lr,0.7864151721294579,0.5144753434184136
math500_dsmath7b,math500,context_only_lr,0.7917085394763966,0.50632431966871
math500_dsmath7b,math500,augmented_lr,0.7860441146155431,0.5100511367497657
math500_dsmath7b,math500,context_core_only_lr,0.7773326376004948,0.4639004178020537
math500_dsmath7b,math500,augmented_core_lr,0.7735711708925994,0.4970978692727529
math500_dsmath7b,math500,quartile_router_cv,0.7552669552669553,0.4622404741556413
math500_dsmath7b,math500,cstg_iu_rank,0.7938839929911359,0.5264124500941995
math500_dsmath7b,math500,cstg_core,0.7809208152958153,0.5089933652200769
math500_dsmath7b,math500,cstg_iu_rank_permuted,0.7889410688517831,0.5051936023508085
math500_dsmath7b,math500,cstg_core_permuted,0.8142953772418059,0.5532932225069628
math500_qwenmath7b,math500,iu_pcr,0.8981203810065976,0.838560806260271
math500_qwenmath7b,math500,fixed_expert_cv,0.9318284860375516,0.8665340930140847
math500_qwenmath7b,math500,global_lr,0.9327098433481413,0.856453815777152
math500_qwenmath7b,math500,context_only_lr,0.8981203810065976,0.838560806260271
math500_qwenmath7b,math500,augmented_lr,0.9658725640686787,0.8762177552508676
math500_qwenmath7b,math500,context_core_only_lr,0.8918924276463592,0.7946170013075093
math500_qwenmath7b,math500,augmented_core_lr,0.9668210143233271,0.8775736803266743
math500_qwenmath7b,math500,quartile_router_cv,0.9383502251679865,0.8708775273575189
math500_qwenmath7b,math500,cstg_iu_rank,0.9140763029754705,0.8429257217966132
math500_qwenmath7b,math500,cstg_core,0.9227384086773542,0.8534747560956475
math500_qwenmath7b,math500,cstg_iu_rank_permuted,0.9190284738388346,0.8468277469203285
math500_qwenmath7b,math500,cstg_core_permuted,0.9174756788077787,0.8432555572187926
math500_r1distill8b,math500,iu_pcr,0.8295308304200233,0.6559327518924282
math500_r1distill8b,math500,fixed_expert_cv,0.8387969658147497,0.6514285632598121
math500_r1distill8b,math500,global_lr,0.8322034757055278,0.6397405883243679
math500_r1distill8b,math500,context_only_lr,0.8295308304200233,0.6559327518924282
math500_r1distill8b,math500,augmented_lr,0.8314007773652097,0.6377282430618654
math500_r1distill8b,math500,context_core_only_lr,0.8284726293618222,0.6424967519151104
math500_r1distill8b,math500,augmented_core_lr,0.8303516238536759,0.6374634500091818
math500_r1distill8b,math500,quartile_router_cv,0.8424713554672516,0.6701622205592604
math500_r1distill8b,math500,cstg_iu_rank,0.8188786108758748,0.6114837151613426
math500_r1distill8b,math500,cstg_core,0.8314550626452132,0.6295969680534266
math500_r1distill8b,math500,cstg_iu_rank_permuted,0.8250446948805361,0.6468991350295685
math500_r1distill8b,math500,cstg_core_permuted,0.821797711332595,0.6746530147250207
math500_r1distill8b_mn4096,math500,iu_pcr,0.8433814249031639,0.7655288287790694
math500_r1distill8b_mn4096,math500,fixed_expert_cv,0.8518279148713932,0.7768895646284205
math500_r1distill8b_mn4096,math500,global_lr,0.8560865213039126,0.7779025489279185
math500_r1distill8b_mn4096,math500,context_only_lr,0.8433814249031639,0.7655288287790694
math500_r1distill8b_mn4096,math500,augmented_lr,0.8542134525830178,0.7769830929361097
math500_r1distill8b_mn4096,math500,context_core_only_lr,0.8407962310136223,0.7626955689547924
math500_r1distill8b_mn4096,math500,augmented_core_lr,0.8502146167907038,0.7732464746295282
math500_r1distill8b_mn4096,math500,quartile_router_cv,0.8412874831353093,0.7489458191291021
math500_r1distill8b_mn4096,math500,cstg_iu_rank,0.8541710188449319,0.7787188887839591
math500_r1distill8b_mn4096,math500,cstg_core,0.8487974387430908,0.7598402106017834
math500_r1distill8b_mn4096,math500,cstg_iu_rank_permuted,0.841550789920355,0.771274347341006
math500_r1distill8b_mn4096,math500,cstg_core_permuted,0.8381084889237063,0.7498074943364377
trace_gsm8k_llama8b_k10,gsm8k,iu_pcr,0.8138669301712781,0.9080367880610073
trace_gsm8k_llama8b_k10,gsm8k,fixed_expert_cv,0.8106544384057971,0.9023404542396335
trace_gsm8k_llama8b_k10,gsm8k,global_lr,0.8182847496706194,0.907778883299297
trace_gsm8k_llama8b_k10,gsm8k,context_only_lr,0.8138669301712781,0.9080367880610073
trace_gsm8k_llama8b_k10,gsm8k,augmented_lr,0.8191874588274045,0.9084238347219482
trace_gsm8k_llama8b_k10,gsm8k,context_core_only_lr,0.8122272315546774,0.9044236913902234
trace_gsm8k_llama8b_k10,gsm8k,augmented_core_lr,0.8192028985507246,0.9084881891474076
trace_gsm8k_llama8b_k10,gsm8k,quartile_router_cv,0.7971194622859025,0.8961436316188178
trace_gsm8k_llama8b_k10,gsm8k,cstg_iu_rank,0.8181694664031621,0.9081415807939626
trace_gsm8k_llama8b_k10,gsm8k,cstg_core,0.8178318511198945,0.9079722687025205
trace_gsm8k_llama8b_k10,gsm8k,cstg_iu_rank_permuted,0.8171875,0.9070598126263294
trace_gsm8k_llama8b_k10,gsm8k,cstg_core_permuted,0.8178483201581027,0.9082452425162508
trace_math500_qwenmath15b_k10,math500,iu_pcr,0.687216893371809,0.3208082605994095
trace_math500_qwenmath15b_k10,math500,fixed_expert_cv,0.703053184411675,0.3462974301830742
trace_math500_qwenmath15b_k10,math500,global_lr,0.7157726575899367,0.3552501587148883
trace_math500_qwenmath15b_k10,math500,context_only_lr,0.687216893371809,0.3208082605994095
trace_math500_qwenmath15b_k10,math500,augmented_lr,0.7158227102258881,0.35474879713048035
trace_math500_qwenmath15b_k10,math500,context_core_only_lr,0.704355058086935,0.32693518506117636
trace_math500_qwenmath15b_k10,math500,augmented_core_lr,0.7165366205386066,0.3514574426665304
trace_math500_qwenmath15b_k10,math500,quartile_router_cv,0.7077219869762075,0.3461561765515553
trace_math500_qwenmath15b_k10,math500,cstg_iu_rank,0.7084113323874992,0.34776404786172604
trace_math500_qwenmath15b_k10,math500,cstg_core,0.7097741260541658,0.32876538965210883
trace_math500_qwenmath15b_k10,math500,cstg_iu_rank_permuted,0.7052098930529913,0.34199794176932935
trace_math500_qwenmath15b_k10,math500,cstg_core_permuted,0.7075316528702825,0.33165981324246946
