acc_correct,acc_erroneous,cal_f1,f1,method,model,sla,sla_tol1,split_index,subset,tau
0.52,0.18,0.39387796472734643,0.26742857142857146,global_dufs__local_iu_core,qwen3_4b,0.18,0.48,22,gsm8k,-0.13902321213063068
0.6458333333333334,0.25961538461538464,0.29189604404045577,0.37035398230088495,global_dufs__local_iu_core,qwen3_4b,0.25961538461538464,0.5096153846153846,23,gsm8k,-0.13935738369986822
0.5862068965517241,0.23893805309734514,0.3153526970954357,0.33949704142011833,global_dufs__local_iu_core,qwen3_4b,0.23893805309734514,0.4690265486725664,24,gsm8k,-0.09460485294992675
0.35294117647058826,0.2653061224489796,0.3169670602858919,0.30291262135922337,global_dufs__local_iu_core,qwen3_4b,0.2653061224489796,0.4897959183673469,25,gsm8k,-0.2930557176031028
0.42857142857142855,0.2647058823529412,0.31475409836065577,0.32727272727272727,global_dufs__local_iu_core,qwen3_4b,0.2647058823529412,0.5588235294117647,26,gsm8k,-0.22627682774439517
0.6494845360824743,0.22330097087378642,0.3321299638989169,0.33233944954128447,global_dufs__local_iu_core,qwen3_4b,0.22330097087378642,0.4368932038834951,27,gsm8k,-0.09169869131288816
0.7403846153846154,0.19791666666666666,0.34039749643131656,0.3123398804440649,global_dufs__local_iu_core,qwen3_4b,0.19791666666666666,0.4583333333333333,28,gsm8k,-0.05041614044602463
0.6595744680851063,0.25471698113207547,0.29468786351298953,0.3675082327113062,global_dufs__local_iu_core,qwen3_4b,0.25471698113207547,0.5,29,gsm8k,-0.13902321213063068
0.6770833333333334,0.20192307692307693,0.3454785344565107,0.31107566089334543,global_dufs__local_iu_core,qwen3_4b,0.20192307692307693,0.4230769230769231,30,gsm8k,-0.050389683931621326
0.7578947368421053,0.20952380952380953,0.319634703196347,0.3282901554404145,global_dufs__local_iu_core,qwen3_4b,0.20952380952380953,0.45714285714285713,31,gsm8k,-0.03537568467466615
0.42696629213483145,0.23423423423423423,0.34648187633262256,0.3025107164727495,global_dufs__local_iu_core,qwen3_4b,0.23423423423423423,0.4864864864864865,32,gsm8k,-0.2355744662936963
0.3118279569892473,0.29906542056074764,0.30158730158730157,0.3053133739101826,global_dufs__local_iu_core,qwen3_4b,0.29906542056074764,0.5700934579439252,33,gsm8k,-0.2981501572271793
