task,fold,arm,seed,bias,q15_H1,q15_VE1,chosen_surprisal,logprob_margin,true_tail50,energy_level,energy_innovation,top15_turnover,top50_js,dominant_freq16,bocpd_p0
prm,1,H_RAW,2,-0.212948739528656,0.21338659524917603,0.017508748918771744,0.044104088097810745,-0.15381717681884766,0.02935066819190979,-0.03368265554308891,-0.07738067954778671,-0.24113962054252625,-0.008104484528303146,0.03444242104887962,0.0025378246791660786
prm,2,H_MEAN,0,-0.006174999754875898,0.37498071789741516,0.08706752955913544,-0.10223863273859024,-0.23017318546772003,-0.0024625344667583704,0.06794305890798569,-0.004676455166190863,-0.10096152126789093,0.03212139010429382,0.06116998940706253,0.1141936331987381
prm,2,H_MEAN,1,-0.008958248421549797,0.43415138125419617,0.025011880323290825,-0.0938982218503952,-0.23386599123477936,-0.0016114029567688704,0.07380586862564087,0.012874484993517399,-0.10319940745830536,0.040465764701366425,0.0410814993083477,0.10492364317178726
prm,2,H_MEAN,2,-0.010001320391893387,0.4107379615306854,0.04034559428691864,-0.094603031873703,-0.22561563551425934,0.009175916202366352,0.062110431492328644,-0.004640806932002306,-0.1013575941324234,0.04353484511375427,0.0496789887547493,0.10752860456705093
prm,2,H_RANDATT,0,0.02019491419196129,0.3462224006652832,0.0987958163022995,-0.10347653180360794,-0.24671170115470886,-0.02679266408085823,0.09098372608423233,-0.02063213661313057,-0.0701201856136322,0.019538352265954018,0.06949318200349808,0.21388792991638184
prm,2,H_RANDATT,1,0.021877804771065712,0.4117048680782318,-0.04307236894965172,-0.07727441936731339,-0.1960175633430481,-0.015756286680698395,0.11772744357585907,0.03559349849820137,-0.023542504757642746,0.03491077572107315,0.07578544318675995,0.14636002480983734
prm,2,H_RANDATT,2,0.002149143721908331,0.4108308255672455,0.004048180766403675,-0.08573231101036072,-0.20850932598114014,-0.010436219163239002,0.057045795023441315,0.00727181788533926,-0.07513421028852463,0.05422399565577507,0.04611886292695999,0.11056829243898392
prm,2,H_RAW,0,-0.3521355092525482,0.1826908439397812,0.0809534564614296,0.0030260602943599224,-0.0755779966711998,-0.0016196228098124266,0.10434611886739731,-0.08849849551916122,-0.0008757464238442481,-0.020165497437119484,0.043651286512613297,0.007446839939802885
prm,2,H_RAW,1,-0.3721395432949066,0.20841601490974426,0.08027134090662003,0.00624621519818902,-0.05585779994726181,-0.002977054100483656,0.09648002684116364,-0.0873480886220932,-0.02153136022388935,-0.022679617628455162,0.05070315673947334,0.0074340421706438065
prm,2,H_RAW,2,-0.2926999628543854,0.23922128975391388,0.0692913755774498,0.040737900882959366,-0.13255372643470764,-0.0011436473578214645,0.034195683896541595,-0.06348200142383575,-0.21221211552619934,-0.02199329063296318,0.0372561439871788,0.012943626381456852
prm,3,H_MEAN,0,-0.0032817842438817024,0.3299223482608795,0.13005293905735016,-0.13401763141155243,-0.2706107497215271,-0.0012508467771112919,0.012394622899591923,-0.04205586388707161,-0.14022232592105865,-0.07885931432247162,0.07041409611701965,0.100333072245121
prm,3,H_MEAN,1,-0.005259405355900526,0.38337865471839905,0.0910041332244873,-0.11139625310897827,-0.25392118096351624,-0.015100200660526752,0.016147537156939507,-0.028556259348988533,-0.14956426620483398,-0.06890466809272766,0.06211142987012863,0.10380245000123978
prm,3,H_MEAN,2,-0.006106270942837,0.356716513633728,0.11637468636035919,-0.11417233943939209,-0.25251904129981995,0.004084888380020857,0.003081211121752858,-0.04121439903974533,-0.14047077298164368,-0.06337054818868637,0.07266619056463242,0.07969292998313904
prm,3,H_RANDATT,0,0.013516826555132866,0.2869015038013458,0.14459137618541718,-0.13509845733642578,-0.25345632433891296,-0.011510102078318596,0.02725774422287941,-0.06146535649895668,-0.12302462756633759,-0.08053071051836014,0.07550458610057831,0.16887003183364868
prm,3,H_RANDATT,1,0.02811669558286667,0.33949288725852966,0.014139230363070965,-0.1034906730055809,-0.2208903729915619,-0.0005346349789761007,0.046934932470321655,-0.0072474912740290165,-0.06179169565439224,-0.11789216101169586,0.09069336950778961,0.11900760233402252
prm,3,H_RANDATT,2,0.009253235533833504,0.37753236293792725,0.06809597462415695,-0.11744479835033417,-0.23430339992046356,-0.0055557722225785255,-0.0046989405527710915,-0.036735761910676956,-0.11687259376049042,-0.08481118828058243,0.048267997801303864,0.10872531682252884
prm,3,H_RAW,0,-0.3387405276298523,0.21983817219734192,0.0373578742146492,0.017239868640899658,-0.1297382265329361,-0.0038809969555586576,0.016950221732258797,-0.13897259533405304,-0.05090145766735077,-0.05988644063472748,0.04385233297944069,0.00744882645085454
prm,3,H_RAW,1,-0.3490385413169861,0.2289676070213318,0.03138002008199692,0.030670013278722763,-0.10779085010290146,-0.00724075548350811,0.009220699779689312,-0.13876311480998993,-0.07167372852563858,-0.0822593942284584,0.04755791276693344,0.006980480160564184
prm,3,H_RAW,2,-0.24537353217601776,0.20162881910800934,0.038407377898693085,0.02739839442074299,-0.12287790328264236,0.01938043348491192,-0.04144643247127533,-0.12627677619457245,-0.1912529468536377,-0.027027761563658714,0.03454294800758362,0.007801887113600969
prm,4,H_MEAN,0,-0.003772578202188015,0.3768172562122345,0.03160635009407997,-0.08211733400821686,-0.19341158866882324,-0.02240164950489998,0.08400169014930725,0.05010652169585228,-0.042302705347537994,-0.003989851102232933,0.09233462810516357,0.10505258291959763
prm,4,H_MEAN,1,-0.008194468915462494,0.439953476190567,-0.028595702722668648,-0.07699261605739594,-0.19466282427310944,-0.018061893060803413,0.08318988978862762,0.0687141865491867,-0.04252352938055992,0.0015904291067272425,0.09351793676614761,0.08083224296569824
prm,4,H_MEAN,2,-0.011228527873754501,0.41992613673210144,-0.023182351142168045,-0.06754858791828156,-0.1780959516763687,-0.0006694133626297116,0.07401582598686218,0.05996677279472351,-0.04837923124432564,-0.0023797019384801388,0.09849748015403748,0.1009393185377121
prm,4,H_RANDATT,0,0.020331505686044693,0.3454259932041168,0.05128443241119385,-0.09684807807207108,-0.19450989365577698,-0.05067318677902222,0.10428681969642639,0.03624407947063446,-0.034019265323877335,-0.0025162992533296347,0.11201084405183792,0.2210676372051239
prm,4,H_RANDATT,1,0.00451886048540473,0.37839263677597046,-0.11665201932191849,-0.04468413069844246,-0.15978489816188812,-0.010414213873445988,0.12777909636497498,0.0961347222328186,0.03940897807478905,-0.04107747599482536,0.10998103022575378,0.15179404616355896
prm,4,H_RANDATT,2,0.002115886891260743,0.428029328584671,-0.04105936735868454,-0.07673662900924683,-0.16712388396263123,-0.006698366720229387,0.07057654112577438,0.05710853263735771,-0.033676877617836,0.0023222477175295353,0.07885479182004929,0.12926404178142548
prm,4,H_RAW,0,-0.3560052514076233,0.2004229724407196,0.03444821015000343,0.001054194406606257,-0.03399656340479851,0.0018797690281644464,0.036630257964134216,-0.08063962310552597,-0.01965947449207306,-0.015966854989528656,0.07181435078382492,0.005410970654338598
prm,4,H_RAW,1,-0.36640602350234985,0.2102813720703125,0.024101555347442627,0.006800684612244368,-0.028773289173841476,0.004121031612157822,0.04039698839187622,-0.07599619030952454,-0.03196190670132637,-0.011745117604732513,0.06850145757198334,0.0025404447223991156
prm,4,H_RAW,2,-0.35387590527534485,0.23127871751785278,0.03012339398264885,0.022777117788791656,-0.08945076912641525,6.294267950579524e-05,0.02213757485151291,-0.07865016162395477,-0.06943442672491074,-0.013225465081632137,0.0638226568698883,0.006595275830477476
