source,panel,budget,method,n_units,mean_auc,ci95_low,ci95_high
synthetic,correlated_weak_block,20,gold_ridge_all,40,0.9969268176432944,0.9956274285006925,0.9979856407300511
synthetic,correlated_weak_block,20,anchored_pcr2,40,0.8621054719220398,0.8465600512234005,0.8769936809443879
synthetic,correlated_weak_block,20,anchored_pcr6,40,0.8559884876155589,0.8427125951927478,0.8692291201219747
synthetic,correlated_weak_block,20,pseudo_gold_pcr6,40,0.9751068835271919,0.9692305524463402,0.9809155384093009
synthetic,correlated_weak_block,40,upcr,40,0.5488727133699334,0.5427964205717309,0.5547381888024265
synthetic,correlated_weak_block,40,platt_upcr,40,0.5488727133699334,0.542776170279353,0.5548793233184576
synthetic,correlated_weak_block,40,gold_pcr2,40,0.9991299134476634,0.9989047770644257,0.9993308202506687
synthetic,correlated_weak_block,40,gold_pcr6,40,0.9983193801870376,0.9979372917335669,0.99865129714758
synthetic,correlated_weak_block,40,gold_ridge_all,40,0.9987634444831942,0.9984964213587728,0.9990075272151584
synthetic,correlated_weak_block,40,anchored_pcr2,40,0.9619526229184107,0.9516686273398196,0.9702839497976664
synthetic,correlated_weak_block,40,anchored_pcr6,40,0.962142691965386,0.9556025526353895,0.9685881229158063
synthetic,correlated_weak_block,40,pseudo_gold_pcr6,40,0.9953120722851516,0.9940764034321318,0.9964185046565626
synthetic,correlated_weak_block,80,upcr,40,0.5488727133699334,0.5429299956271554,0.5548790048274889
synthetic,correlated_weak_block,80,platt_upcr,40,0.5488727133699334,0.5428095824494505,0.5547212480038715
synthetic,correlated_weak_block,80,gold_pcr2,40,0.9991289474924745,0.9989168768697168,0.9993109294379617
synthetic,correlated_weak_block,80,gold_pcr6,40,0.9987977215609118,0.998494367283974,0.9990594456191574
synthetic,correlated_weak_block,80,gold_ridge_all,40,0.9989114153928614,0.9986580791343398,0.9991344192739893
synthetic,correlated_weak_block,80,anchored_pcr2,40,0.988321853333819,0.9828797530435308,0.992235179931227
synthetic,correlated_weak_block,80,anchored_pcr6,40,0.992114859807503,0.9906539768963646,0.9934916797622061
synthetic,correlated_weak_block,80,pseudo_gold_pcr6,40,0.9981527335693517,0.997725589885597,0.9985498883704834
