contrast,primary,ci_level,pb_delta_pp,pb_ci_low_pp,pb_ci_high_pp,prm_within_delta_common,prm_within_ci_low,prm_within_ci_high,common_prm_answers,gained,lost
R6__iu_minus_view__Hinf,False,0.95,-0.15178371639710253,-0.7444567736348369,0.47049102054534514,0.013152718617721246,0.011147191721826702,0.015226894833865457,6030,96,105
R6__iu_minus_view__sel1,False,0.95,12.779356678758703,10.590600232860861,15.038649742265035,0.03349093196766811,0.026825225134616545,0.04035320546972898,6030,943,385
R6_sel__equal_minus_view__H0.1,False,0.95,0.23574041585963101,-0.5682654143415125,1.032948399677306,-0.007369017987482893,-0.009633038664216562,-0.005165655199873555,6030,168,150
R6_sel__equal_minus_view__H0.25,False,0.95,0.08726572463249038,-0.6905155607294798,0.8365646492933986,-0.006235994689899608,-0.008289864607132004,-0.004229569179090432,6030,152,139
R6_sel__equal_minus_view__H0.5,False,0.95,0.054341750827741064,-0.636388141905804,0.7568702225426895,-0.0019565968757240385,-0.00381237861186839,-0.00015281746506720008,6030,130,123
R6_sel__equal_minus_view__H1,False,0.95,0.16197780316636878,-0.38388105159728275,0.6906057809330634,0.0050439749884388894,0.003282888064156359,0.006773076896024562,6030,101,89
R6_sel__equal_minus_view__H2,False,0.95,0.015719966556426712,-0.5302464555206732,0.56740677529366,0.010997429328662446,0.008787607306496342,0.013157331520873063,6030,103,96
R6_sel__equal_minus_view__Hinf,False,0.95,-0.1681298366332573,-0.8618332844219199,0.5480670095723986,0.017310338785221906,0.014649895043617567,0.01996752838594408,6030,145,150
R6_sel__equal_minus_view__sel1,False,0.95,12.763010558522547,10.625920533049115,14.970716583643462,0.037648552135168774,0.03142762694596817,0.043943770338750195,6030,928,366
R6_sel__iu_minus_view__H0.1,False,0.95,0.41317143681428026,-0.3522091849860961,1.173825995979206,-0.00873076352923853,-0.010970760243976299,-0.006549395954282907,6030,153,132
R6_sel__iu_minus_view__H0.25,False,0.95,0.2646967455871396,-0.4540358824319254,0.9728965343161002,-0.0075977402316552475,-0.009574636385708223,-0.005669062694004776,6030,137,121
R6_sel__iu_minus_view__H0.5,False,0.95,0.2317727717823903,-0.38407771492904436,0.8707484942157413,-0.003318342417479677,-0.0049175008028599,-0.0017808643821836632,6030,109,99
R6_sel__iu_minus_view__H1,True,0.975,0.339408824121018,-0.1385418693996968,0.8243830227888228,0.003682229446683252,0.002295076393674182,0.005121756276700915,6030,68,53
R6_sel__iu_minus_view__H2,False,0.95,0.19315098751107596,-0.2157847790019174,0.6208994698301367,0.009635683786906808,0.00781475747788926,0.01143157788255228,6030,66,56
R6_sel__iu_minus_view__Hinf,False,0.95,0.009301184321391931,-0.6230556924785697,0.6752011420479576,0.01594859324346627,0.013588279415533974,0.018360120652716534,6030,122,124
R6_sel__iu_minus_view__sel1,False,0.95,12.940441579477197,10.765083284836237,15.190188534568183,0.03628680659341313,0.029848909933359508,0.04283507875024853,6030,942,377
R6_sel__shrink_minus_view__H0.1,False,0.95,0.37945879014502637,-0.38826782811410093,1.1491956065891926,-0.00869258498932417,-0.010947861161622177,-0.006512543461455087,6030,154,134
R6_sel__shrink_minus_view__H0.25,False,0.95,0.23098409891788574,-0.5024544736966576,0.9447338836202736,-0.007559561691740883,-0.009518740809068886,-0.005624272162697047,6030,138,123
R6_sel__shrink_minus_view__H0.5,False,0.95,0.19806012511313642,-0.42581779530769925,0.8427360155041523,-0.003280163877565315,-0.004877028698211452,-0.001710272482107076,6030,111,102
R6_sel__shrink_minus_view__H1,False,0.95,0.30569617745176414,-0.1306664975039984,0.7451881961006634,0.0037204079865976133,0.002408606980561712,0.005020273082309456,6030,71,57
R6_sel__shrink_minus_view__H2,False,0.95,0.15943834084182207,-0.26479424275132335,0.5972297310907376,0.00967386232682117,0.007800815485883171,0.011505504249402164,6030,69,60
R6_sel__shrink_minus_view__Hinf,False,0.95,-0.024411462347861956,-0.6606528778250174,0.6444210624045624,0.015986771783380628,0.01359600701711906,0.01841345691049978,6030,123,126
R6_sel__shrink_minus_view__sel1,False,0.95,12.906728932807942,10.731423878245016,15.154047243891208,0.03632498513332749,0.029861436619097393,0.04290043684809802,6030,939,375
R6_sel__joint_minus_view__H0.1,False,0.95,0.11821810688420475,-0.3407041300627721,0.5594651207952116,-0.0044826614027687174,-0.006087220724649607,-0.0028984860001415084,6030,58,53
R6_sel__joint_minus_view__H0.25,False,0.95,-0.030256584342935877,-0.39303380698379675,0.33479995144049063,-0.003349638105185433,-0.004531576901055944,-0.0021313847408706596,6030,38,38
R6_sel__joint_minus_view__H0.5,False,0.95,-0.0631805581476852,-0.3547133079308912,0.22587494599432908,0.0009297597089901362,0.00017508244142691758,0.001674761433633292,6030,20,26
R6_sel__joint_minus_view__H1,False,0.95,0.044455494190942524,-0.515186477980023,0.6238695713743729,0.007930331573153064,0.0062670499641355685,0.009594279685434248,6030,79,80
R6_sel__joint_minus_view__H2,False,0.95,-0.10180234241899955,-0.8369138049613226,0.6386614515155563,0.013883785913376622,0.011423065616076387,0.016391862332780248,6030,139,145
R6_sel__joint_minus_view__Hinf,False,0.95,-0.28565214560868357,-1.1759542603525308,0.5929226011841843,0.02019669536993608,0.01721189900667507,0.023229003884469992,6030,191,209
R6_sel__joint_minus_view__sel1,False,0.95,12.645488249547121,10.434825074037255,14.925508893206048,0.04053490871988293,0.03397459909176505,0.047294456449134735,6030,942,393
R6__iu_minus_R6__equal,True,0.975,-0.0017953747137144926,-0.2047064981287186,0.19527921508800192,-0.0014928658387482632,-0.0022634848222081137,-0.0007105193159851512,6030,13,11
R6_sel__iu_minus_R6_sel__equal,False,0.95,0.17743102095464924,-0.2028800870614801,0.5742120564649211,-0.001361745541755638,-0.0024776751450284232,-0.00026325426669281414,6030,53,50
R6_sel__shrink_minus_R6_sel__equal,False,0.95,0.14371837428539536,-0.2240389098222198,0.5358533496864157,-0.0013235670018412761,-0.0023794318739978355,-0.0002565804579201499,6030,49,47
R6_sel__shrink_minus_R6_sel__iu,False,0.95,-0.03371264666925389,-0.13692963062585634,0.06749522956090835,3.817853991436196e-05,-0.000353071588535517,0.0004206571182130585,6030,4,5
R6_sel__joint_minus_R6_sel__equal,False,0.95,-0.11752230897542626,-0.8130603858783639,0.5957462181803647,0.0028863565847141747,0.0010736317655296059,0.004774287674040633,6030,127,140
R6_sel__joint_minus_R6_sel__iu,False,0.95,-0.2949533299300755,-0.9502551622387313,0.3518928910587471,0.004248102126469813,0.002648443411270275,0.005873690870389564,6030,109,125
R6_sel__joint_minus_R6_sel__shrink,False,0.95,-0.2612406832608216,-0.9289462678817285,0.3895228383378752,0.004209923586555451,0.0026018633099778223,0.0058374593801331365,6030,111,126
R6_sel__iu_minus_R6__iu,False,0.95,0.16108490071849446,-0.16462963581171122,0.4967319101796321,0.0027958746257450194,0.0017400657841132906,0.003813767906378196,6030,44,37
R6_sel__equal_minus_R6__equal,False,0.95,-0.018141494949869275,-0.5380992240984342,0.4836369526824441,0.002664754328752394,0.0011625788339256107,0.0041707529129270775,6030,91,85
view__H0.1_minus_view__H1,False,0.95,-0.07376261269326223,-0.7698366218489725,0.6367059783143526,0.012412992975921784,0.010018776400571593,0.014850898926288176,6030,112,118
view__H0.25_minus_view__H1,False,0.95,0.0747120785338784,-0.5761322015284157,0.741494896026462,0.011279969678338497,0.009176737039101445,0.013355402518033918,6030,98,99
view__H0.5_minus_view__H1,False,0.95,0.10763605233862772,-0.43474569011501774,0.6471888295448902,0.007000571864162928,0.0054467041828940976,0.008582982003499112,6030,71,66
view__H2_minus_view__H1,False,0.95,0.14625783660994207,-0.356389591888685,0.6401410620755293,-0.005953454340223556,-0.007520255933682934,-0.004386228359793387,6030,75,70
view__Hinf_minus_view__H1,False,0.95,0.3301076397996261,-0.4040862979461717,1.039781100800983,-0.012266363796783017,-0.014462883935769102,-0.010070795248452119,6030,156,139
view__sel1_minus_view__H1,False,0.95,-12.60103275535618,-14.868094319875208,-10.372605972196958,-0.03260457714672988,-0.03943863297141888,-0.025884593524133474,6030,387,937
R6__equal_minus_ref__varentropy15,False,0.95,-0.3364913501550493,-1.612087077248574,0.9243958424208202,-0.00529572062946825,-0.00936061531742948,-0.001158013536652176,6030,393,407
R6__equal_minus_ref__varentropy15_iu,False,0.95,0.2746600900250751,-0.8310512139673234,1.3960741923358917,-0.014333162283914944,-0.01753334986523382,-0.011104016405762864,6030,328,318
R6__iu_minus_ref__varentropy15,False,0.95,-0.33828672486876377,-1.616598579020107,0.9319010246163967,-0.0067885864682165125,-0.010997165193052594,-0.002540516673226572,6030,399,411
R6__iu_minus_ref__varentropy15_iu,False,0.95,0.2728647153113606,-0.8536729369899773,1.4056890940208198,-0.0158260281226632,-0.019170293752714427,-0.012449698848797234,6030,339,327
R6_sel__equal_minus_ref__varentropy15,False,0.95,-0.35463284510491855,-1.6327954036354002,0.9064606890097013,-0.0026309663007158582,-0.006525017967526842,0.001291580248436591,6030,397,405
R6_sel__equal_minus_ref__varentropy15_iu,False,0.95,0.2565185950752058,-0.8605127883381531,1.3895924199977656,-0.011668407955162548,-0.014715857517906916,-0.008495715674962703,6030,327,311
R6_sel__iu_minus_ref__varentropy15,False,0.95,-0.1772018241502693,-1.4157225240024873,1.0881442507256212,-0.003992711842471494,-0.007968008355285532,5.236767365815393e-05,6030,393,398
R6_sel__iu_minus_ref__varentropy15_iu,False,0.95,0.43394961602985505,-0.6600589035313548,1.5738169347680495,-0.013030153496918186,-0.016159936968136578,-0.009817309372517236,6030,331,312
R6_sel__shrink_minus_ref__varentropy15,False,0.95,-0.2109144708195232,-1.46083122631389,1.0578593484769567,-0.003954533302557133,-0.007935859731162957,6.421759090328403e-05,6030,393,399
R6_sel__shrink_minus_ref__varentropy15_iu,False,0.95,0.40023696936060116,-0.7009608925014734,1.538901922644482,-0.012991974957003825,-0.01614572525408224,-0.009798511278823615,6030,332,314
R6_sel__joint_minus_ref__varentropy15,False,0.95,-0.4721551540803448,-1.622047606067292,0.6782758548640873,0.00025539028399831833,-0.003166925207673873,0.003689123984999366,6030,353,374
R6_sel__joint_minus_ref__varentropy15_iu,False,0.95,0.13899628609977954,-0.8277034673324549,1.1144405031345603,-0.008782051370448374,-0.011384542423940304,-0.006116638909385816,6030,264,261
