cell,domain,family,kappa,gamma,auroc_head_pcr,auroc_head_ridge,auroc_head_pcr_plus_tail,auroc_head_ridge_plus_tail,tail_effect_pp,head_effect_pp
internalstates_gsm8k_qwen25_7b,math,gsm8k,3.0,5.940413647461475,0.713090902083213,0.7119731745389373,0.7099882445896206,0.7078106029947389,-0.3102657493592398,-0.11177275442757484
internalstates_gsm8k_qwen25_7b,math,gsm8k,10.0,1.3200703066991344,0.713090902083213,0.7130716309186564,0.7045345050201384,0.7029542695265075,-0.855639706307465,-0.0019271164556577958
internalstates_gsm8k_qwen25_7b,math,gsm8k,30.0,0.4096578257607421,0.713090902083213,0.7130330885895435,0.6982521053747277,0.697808868589929,-1.4838796708485313,-0.005781349366951183
internalstates_gsm8k_qwen25_7b,math,gsm8k,100.0,0.11998112728034456,0.713090902083213,0.712975275095874,0.6916420959318571,0.6912759438052842,-2.1448806151355915,-0.011562698733902366
internalstates_gsm8k_qwen25_7b,math,gsm8k,300.0,0.039707603573402105,0.713090902083213,0.713013817424987,0.6839336301092676,0.6837794607928157,-2.9157271973945464,-0.007708465822597876
lapeigvals_gsm8k_llama3b,math,gsm8k,3.0,7.226707011833296,0.6936446318690014,0.6942543822902412,0.6933583749918545,0.6939378706212007,-0.02862568771468954,0.06097504212397853
lapeigvals_gsm8k_llama3b,math,gsm8k,10.0,1.6059223144105583,0.6936446318690014,0.6938587427039407,0.6907494810139545,0.6903119501773396,-0.28951508550468796,0.021411083493927396
lapeigvals_gsm8k_llama3b,math,gsm8k,30.0,0.4983785316671615,0.6936446318690014,0.693751687286471,0.6822315934500702,0.6817731169882983,-1.1413038418931154,0.010705541746958147
lapeigvals_gsm8k_llama3b,math,gsm8k,100.0,0.14597823715789893,0.6936446318690014,0.6936446318690015,0.6685564275141731,0.6682050064698709,-2.508820435482828,1.1102230246251565e-14
lapeigvals_gsm8k_llama3b,math,gsm8k,300.0,0.048323114933640804,0.6936446318690014,0.6936306681188968,0.6568105863844128,0.6566779307584177,-3.6834045484588573,-0.0013963750104539763
lapeigvals_gsm8k_llama8b,math,gsm8k,3.0,7.38455263950833,0.8176995756265514,0.817719593242053,0.818500280246617,0.8186804387861317,0.08007046200656509,0.0020017615501632946
lapeigvals_gsm8k_llama8b,math,gsm8k,10.0,1.6410028011795996,0.8176995756265514,0.8177396108575546,0.8181199455520859,0.8173392585475218,0.04203699255345139,0.004003523100326589
lapeigvals_gsm8k_llama8b,math,gsm8k,30.0,0.509268842888224,0.8176995756265514,0.8176795580110496,0.8120946432860918,0.811133797742013,-0.5604932340459556,-0.002001761550174397
lapeigvals_gsm8k_llama8b,math,gsm8k,100.0,0.14917167434096823,0.8176995756265514,0.8177396108575546,0.7989430699015134,0.7985627352069822,-1.8756505725037953,0.004003523100326589
lapeigvals_gsm8k_llama8b,math,gsm8k,300.0,0.049383639100926004,0.8176995756265514,0.8176995756265514,0.7837897349667707,0.7834694531187445,-3.3909840659780643,0.0
lapeigvals_gsm8k_mistral24b,math,gsm8k,3.0,7.359827086481778,0.846751080445826,0.8464932898627645,0.8451588444916218,0.8438168170445068,-0.1592235954204213,-0.025779058306152347
lapeigvals_gsm8k_mistral24b,math,gsm8k,10.0,1.6355063167104222,0.846751080445826,0.8465918568504056,0.8383728864963227,0.8368261429979527,-0.8378193949503343,-0.01592235954204213
lapeigvals_gsm8k_mistral24b,math,gsm8k,30.0,0.5075613374451305,0.846751080445826,0.8466904238380468,0.8224581090302525,0.8213283797103647,-2.4292971415573517,-0.006065660777920812
lapeigvals_gsm8k_mistral24b,math,gsm8k,100.0,0.1486697531334468,0.846751080445826,0.846751080445826,0.7979528394874517,0.7974751687011904,-4.879824095837437,0.0
lapeigvals_gsm8k_mistral24b,math,gsm8k,300.0,0.04921580239251197,0.846751080445826,0.8467586625217984,0.775851088027902,0.7756084615967852,-7.0899992417924,0.0007582075972401014
lapeigvals_gsm8k_nemo,math,gsm8k,3.0,5.79362508943497,0.795925248832013,0.7977412147064797,0.7943083485679465,0.795661182205972,-0.16169002640664676,0.18159658744667517
lapeigvals_gsm8k_nemo,math,gsm8k,10.0,1.2874524642849385,0.795925248832013,0.7968474507414178,0.7911882998171846,0.7914076782449725,-0.4736949014828351,0.09222019094048406
lapeigvals_gsm8k_nemo,math,gsm8k,30.0,0.3995366760780358,0.795925248832013,0.7962299410928295,0.7868901076579322,0.786764168190128,-0.9035141174080774,0.030469226081653034
lapeigvals_gsm8k_nemo,math,gsm8k,100.0,0.11701801619402127,0.795925248832013,0.7960674385537274,0.7811700182815355,0.781121267519805,-1.475523055047745,0.014218972171442523
lapeigvals_gsm8k_nemo,math,gsm8k,300.0,0.038728086555832826,0.795925248832013,0.7959658744667885,0.7761974405850092,0.7761405646963233,-1.972780824700382,0.0040625634775470765
lapeigvals_gsm8k_phi35,math,gsm8k,3.0,5.424253071424856,0.8116839772514886,0.8119732286688205,0.810829573064908,0.8105892718874323,-0.08544041865805596,0.028925141733193716
lapeigvals_gsm8k_phi35,math,gsm8k,10.0,1.2053642410124112,0.8116839772514886,0.8118842282327183,0.8092720654331206,0.8090584643864756,-0.24119118183679733,0.020025098122977703
lapeigvals_gsm8k_phi35,math,gsm8k,30.0,0.3740560970887769,0.8116839772514886,0.811866428145498,0.8065709021974208,0.8062505006274532,-0.5113075054067773,0.018245089400947823
lapeigvals_gsm8k_phi35,math,gsm8k,100.0,0.10954896038580231,0.8116839772514886,0.8118174779056417,0.8025391824419938,0.802330031417154,-0.9144794809494705,0.013350065415318468
lapeigvals_gsm8k_phi35,math,gsm8k,300.0,0.036250279407433826,0.8116839772514886,0.8117240274477344,0.7994464172874447,0.7994063670911988,-1.2237559964043854,0.004005019624586659
noise_gsm8k_mistral7b,math,gsm8k,3.0,6.136618386499202,0.7849854462015275,0.7853763065080539,0.7832472674266218,0.7827897309501585,-0.17381787749057853,0.03908603065263527
noise_gsm8k_mistral7b,math,gsm8k,10.0,1.36367036995003,0.7849854462015275,0.7852705443074645,0.778428189764978,0.7776487683301987,-0.6557256436549586,0.028509810593690954
noise_gsm8k_mistral7b,math,gsm8k,30.0,0.42318800215709007,0.7849854462015275,0.7851509870372329,0.7708248072139019,0.7701603446928067,-1.416063898762565,0.01655408357053023
noise_gsm8k_mistral7b,math,gsm8k,100.0,0.12394361240479089,0.7849854462015275,0.7849854462015275,0.7611429675034143,0.7608095866537299,-2.384247869811329,0.0
noise_gsm8k_mistral7b,math,gsm8k,300.0,0.04101874567935683,0.7849854462015275,0.7849716511318854,0.7546569855933489,0.7545420266796645,-3.032846060817862,-0.0013795069642164037
noise_gsm8k_phi3mini,math,gsm8k,3.0,4.781209779603507,0.6823296735176632,0.6830270469304411,0.6809711901095713,0.6806280823904844,-0.13584834080918595,0.06973734127779796
noise_gsm8k_phi3mini,math,gsm8k,10.0,1.0624556351198842,0.6823296735176632,0.6825584119970542,0.6771774787440584,0.676521947736047,-0.5152194773604735,0.02287384793910885
noise_gsm8k_phi3mini,math,gsm8k,30.0,0.32969619778320963,0.6823296735176632,0.6824830956684742,0.6721508111847537,0.6718523353640847,-1.0178862332909433,0.015342215081104449
noise_gsm8k_phi3mini,math,gsm8k,100.0,0.09654546772154048,0.6823296735176632,0.6823687264287787,0.6672775657762603,0.6671520385619603,-1.5052107741402865,0.0039052911115500244
noise_gsm8k_phi3mini,math,gsm8k,300.0,0.03193609197583187,0.6823296735176632,0.6823408314922677,0.664370913391801,0.6643346499743367,-1.7958760125862172,0.0011157974604492082
math500_dsmath7b,math,math500,3.0,5.432112844235055,0.7886795177243521,0.7888239116309291,0.7870911847520035,0.7875965634250235,-0.15883329723486161,0.014439390657705609
math500_dsmath7b,math,math500,10.0,1.2071218342112242,0.7886795177243521,0.7882463360046206,0.7853584578730778,0.7859360334993863,-0.33210598512742884,-0.04331817197315013
math500_dsmath7b,math,math500,30.0,0.37461129036416385,0.7886795177243521,0.7886795177243521,0.7847808822467692,0.7847808822467691,-0.3898635477582846,0.0
math500_dsmath7b,math,math500,100.0,0.10972157186737193,0.7886795177243521,0.7886073207710634,0.7821817919283807,0.7822539888816691,-0.649772579597141,-0.0072196953288639065
math500_dsmath7b,math,math500,300.0,0.03631687204504067,0.7886795177243521,0.7886073207710634,0.7791495198902606,0.7789329290303949,-0.9529997834091475,-0.0072196953288639065
math500_qwenmath7b,math,math500,3.0,8.651349570962665,0.9299568965517241,0.9196247464503042,0.931224645030426,0.9251394523326572,0.12677484787019244,-1.0332150101419857
math500_qwenmath7b,math,math500,10.0,1.922521210138518,0.9299568965517241,0.9271678498985801,0.9186739350912779,0.9220334685598377,-1.1282961460446161,-0.2789046653143945
math500_qwenmath7b,math,math500,30.0,0.5966437006165184,0.9299568965517241,0.9289426977687626,0.815922920892495,0.8125,-11.403397565922912,-0.10141987829614951
math500_qwenmath7b,math,math500,100.0,0.1747735839504276,0.9299568965517241,0.9297033468559838,0.6786891480730224,0.6779284989858012,-25.12677484787017,-0.025354969574031827
math500_qwenmath7b,math,math500,300.0,0.05786738821878276,0.9299568965517241,0.929893509127789,0.6305147058823528,0.6305147058823529,-29.944219066937126,-0.006338742393507957
math500_r1distill8b,math,math500,3.0,7.307870053084245,0.8362855900891112,0.836122582047381,0.8353618778526408,0.8342208215605305,-0.09237122364703643,-0.01630080417301949
math500_r1distill8b,math,math500,10.0,1.623968329964069,0.8362855900891112,0.836176918061291,0.8319930449902195,0.8308519886981092,-0.42925450988916536,-0.010867202782016694
math500_r1distill8b,math,math500,30.0,0.5039876948664973,0.8362855900891112,0.8363942621169311,0.8230819387089763,0.8228102586394261,-1.3203651380134906,0.01086720278199449
math500_r1distill8b,math,math500,100.0,0.14763022006272442,0.8362855900891112,0.8363399261030211,0.8183003694848946,0.8180830254292545,-1.798522060421659,0.005433601390991694
math500_r1distill8b,math,math500,300.0,0.0488785070258452,0.8362855900891112,0.8363399261030211,0.8162899369702239,0.8162356009563139,-1.999565311888729,0.005433601390991694
math500_r1distill8b_mn4096,math,math500,3.0,8.435279957955874,0.8304609780019616,0.8263509411050395,0.8293400588482556,0.822894773714446,-0.11209191537060459,-0.4110036896922131
math500_r1distill8b_mn4096,math,math500,10.0,1.8745049144214425,0.8304609780019616,0.8288263042361402,0.8260240063518752,0.8225211339965438,-0.44369716500863854,-0.16346737658213817
math500_r1distill8b_mn4096,math,math500,30.0,0.5817413590451999,0.8304609780019616,0.8297604035308954,0.8178506375227685,0.8142076502732241,-1.2610340479193072,-0.07005744710661954
math500_r1distill8b_mn4096,math,math500,100.0,0.17040750051639533,0.8304609780019616,0.8302741581430106,0.8024379991593107,0.8016440147587689,-2.8022978842650925,-0.018681985895097064
math500_r1distill8b_mn4096,math,math500,300.0,0.056421051425756735,0.8304609780019616,0.8304609780019616,0.7930970062117604,0.7927700714585961,-3.7363971790201234,0.0
trace_gsm8k_llama8b_k10,math,gsm8k,3.0,7.35804038680082,0.8148213109354414,0.8147387598814229,0.8129331357048748,0.8114684206192357,-0.18881752305666133,-0.008255105401855367
trace_gsm8k_llama8b_k10,math,gsm8k,10.0,1.6351115412418435,0.8148213109354414,0.814791460803689,0.8047675806982872,0.8028573781291173,-1.0053730237154168,-0.002985013175238471
trace_gsm8k_llama8b_k10,math,gsm8k,30.0,0.5074408327573162,0.8148213109354414,0.8148116353754941,0.7892586874176547,0.7878055006587614,-2.556262351778671,-0.000967555994735303
trace_gsm8k_llama8b_k10,math,gsm8k,100.0,0.14863651642133022,0.8148213109354414,0.814817399538867,0.771543354743083,0.7709387351778656,-4.327795619235841,-0.0003911396574407533
trace_gsm8k_llama8b_k10,math,gsm8k,300.0,0.049206748874807596,0.8148213109354414,0.8148196640316205,0.7596990283267457,0.7594637269433465,-5.512228260869567,-0.0001646903820873291
trace_math500_qwenmath15b_k10,math,math500,3.0,7.742908167902048,0.6869753411788465,0.6869187298561231,0.6841363598460477,0.6826690555624833,-0.28389813327988067,-0.005661132272338776
trace_math500_qwenmath15b_k10,math,math500,10.0,1.7206356297138161,0.6869753411788465,0.6869523906426074,0.6782732628547866,0.6770553543983555,-0.8702078324059892,-0.0022950536239130237
trace_math500_qwenmath15b_k10,math,math500,30.0,0.5339809423860858,0.6869753411788465,0.6869722811073481,0.6713337857139032,0.670642974573101,-1.564155546494328,-0.00030600714984174715
trace_math500_qwenmath15b_k10,math,math500,100.0,0.15640899641817163,0.6869753411788465,0.6869845213933423,0.6647928828857086,0.6645067662005923,-2.218245829313792,0.0009180214495807526
trace_math500_qwenmath15b_k10,math,math500,300.0,0.05177845238501816,0.6869753411788465,0.6869806963039691,0.6570218313150886,0.656916258848388,-2.995350986375789,0.0005355125122563642
