cell,dataset,model,method,display_method,feature_contract,auroc,auprc,prevalence,n_samples,n_groups,status,labels_seen_during_fit
sciq_t1.0,SciQ,meta-llama/Llama-3.1-8B-Instruct,iu_lens96,IU-PCR · lens-96,lens-96,0.7947084944053546,0.4456237882920764,0.123,1000,1000,eligible_retrospective,False
sciq_t1.0,SciQ,meta-llama/Llama-3.1-8B-Instruct,dufs_lens96,DUFS-LIU · lens-96,lens-96,0.7947641163982906,0.44598458220963805,0.123,1000,1000,eligible_retrospective,False
sciq_t1.0,SciQ,meta-llama/Llama-3.1-8B-Instruct,nrm_depth_lodo,Depth-NRM-CS-IU · leave-dataset-out,resid-core-L,0.7740820053582519,0.365409781140245,0.123,1000,1000,eligible_retrospective,False
sciq_t1.0,SciQ,meta-llama/Llama-3.1-8B-Instruct,nrm_depth_lomo,Depth-NRM-CS-IU · leave-model-out,resid-core-L,0.7727748885242558,0.36402333385149205,0.123,1000,1000,eligible_retrospective,False
sciq_t1.0,SciQ,meta-llama/Llama-3.1-8B-Instruct,nrm_depth_loco,Depth-NRM-CS-IU · LOCO sensitivity,resid-core-L,0.7740820053582519,0.365409781140245,0.123,1000,1000,eligible_retrospective,False
sciq_t1.0,SciQ,meta-llama/Llama-3.1-8B-Instruct,nrm_lens_lodo,Lens-NRM-CS-IU · leave-dataset-out,lens-96,0.7885344531894578,0.43911677979142477,0.123,1000,1000,eligible_retrospective,False
sciq_t1.0,SciQ,meta-llama/Llama-3.1-8B-Instruct,nrm_lens_lomo,Lens-NRM-CS-IU · leave-model-out,lens-96,0.7888218334862939,0.4391390279490893,0.123,1000,1000,eligible_retrospective,False
sciq_t1.0,SciQ,meta-llama/Llama-3.1-8B-Instruct,nrm_lens_loco,Lens-NRM-CS-IU · LOCO sensitivity,lens-96,0.7885344531894578,0.43911677979142477,0.123,1000,1000,eligible_retrospective,False
truthfulqa_t0.5,TruthfulQA,meta-llama/Llama-3.1-8B-Instruct,final_nll,Final-layer NLL,resid-core-L,0.6242406400468683,0.919964520288771,0.8843329253365974,8170,817,eligible_retrospective,False
truthfulqa_t0.5,TruthfulQA,meta-llama/Llama-3.1-8B-Instruct,iu_resid,IU-PCR · residual core,resid-core-L,0.5023946101316343,0.8788651263964861,0.8843329253365974,8170,817,eligible_retrospective,False
truthfulqa_t0.5,TruthfulQA,meta-llama/Llama-3.1-8B-Instruct,dufs_resid,DUFS-LIU · residual core,resid-core-L,0.5018655828344409,0.8779630761949888,0.8843329253365974,8170,817,eligible_retrospective,False
truthfulqa_t0.5,TruthfulQA,meta-llama/Llama-3.1-8B-Instruct,iu_lens96,IU-PCR · lens-96,lens-96,0.5467469288368942,0.9046744833500293,0.8843329253365974,8170,817,eligible_retrospective,False
truthfulqa_t0.5,TruthfulQA,meta-llama/Llama-3.1-8B-Instruct,dufs_lens96,DUFS-LIU · lens-96,lens-96,0.546782958935208,0.9051852347035547,0.8843329253365974,8170,817,eligible_retrospective,False
truthfulqa_t0.5,TruthfulQA,meta-llama/Llama-3.1-8B-Instruct,nrm_depth_lodo,Depth-NRM-CS-IU · leave-dataset-out,resid-core-L,0.5102576664652789,0.8820204783020443,0.8843329253365974,8170,817,eligible_retrospective,False
truthfulqa_t0.5,TruthfulQA,meta-llama/Llama-3.1-8B-Instruct,nrm_depth_lomo,Depth-NRM-CS-IU · leave-model-out,resid-core-L,0.5106148917083173,0.88205938967661,0.8843329253365974,8170,817,eligible_retrospective,False
truthfulqa_t0.5,TruthfulQA,meta-llama/Llama-3.1-8B-Instruct,nrm_depth_loco,Depth-NRM-CS-IU · LOCO sensitivity,resid-core-L,0.5102576664652789,0.8820204783020443,0.8843329253365974,8170,817,eligible_retrospective,False
truthfulqa_t0.5,TruthfulQA,meta-llama/Llama-3.1-8B-Instruct,nrm_lens_lodo,Lens-NRM-CS-IU · leave-dataset-out,lens-96,0.54526193222387,0.9033246329745628,0.8843329253365974,8170,817,eligible_retrospective,False
truthfulqa_t0.5,TruthfulQA,meta-llama/Llama-3.1-8B-Instruct,nrm_lens_lomo,Lens-NRM-CS-IU · leave-model-out,lens-96,0.545020999249373,0.9034307290783077,0.8843329253365974,8170,817,eligible_retrospective,False
truthfulqa_t0.5,TruthfulQA,meta-llama/Llama-3.1-8B-Instruct,nrm_lens_loco,Lens-NRM-CS-IU · LOCO sensitivity,lens-96,0.54526193222387,0.9033246329745628,0.8843329253365974,8170,817,eligible_retrospective,False
squadv2_t0.5,SQuADv2,meta-llama/Llama-3.1-8B-Instruct,final_nll,Final-layer NLL,resid-core-L,0.674970210673451,0.5512922856305152,0.3941,10000,1000,eligible_retrospective,False
squadv2_t0.5,SQuADv2,meta-llama/Llama-3.1-8B-Instruct,iu_resid,IU-PCR · residual core,resid-core-L,0.7414134854845897,0.6827013548155845,0.3941,10000,1000,eligible_retrospective,False
squadv2_t0.5,SQuADv2,meta-llama/Llama-3.1-8B-Instruct,dufs_resid,DUFS-LIU · residual core,resid-core-L,0.7443665161980941,0.6899092138179787,0.3941,10000,1000,eligible_retrospective,False
squadv2_t0.5,SQuADv2,meta-llama/Llama-3.1-8B-Instruct,iu_lens96,IU-PCR · lens-96,lens-96,0.8206194446146345,0.76577945218796,0.3941,10000,1000,eligible_retrospective,False
squadv2_t0.5,SQuADv2,meta-llama/Llama-3.1-8B-Instruct,dufs_lens96,DUFS-LIU · lens-96,lens-96,0.8196938847003031,0.763960605996619,0.3941,10000,1000,eligible_retrospective,False
squadv2_t0.5,SQuADv2,meta-llama/Llama-3.1-8B-Instruct,nrm_depth_lodo,Depth-NRM-CS-IU · leave-dataset-out,resid-core-L,0.7596720299110677,0.6940910040971773,0.3941,10000,1000,eligible_retrospective,False
squadv2_t0.5,SQuADv2,meta-llama/Llama-3.1-8B-Instruct,nrm_depth_lomo,Depth-NRM-CS-IU · leave-model-out,resid-core-L,0.7596757989890411,0.6940971435459339,0.3941,10000,1000,eligible_retrospective,False
squadv2_t0.5,SQuADv2,meta-llama/Llama-3.1-8B-Instruct,nrm_depth_loco,Depth-NRM-CS-IU · LOCO sensitivity,resid-core-L,0.7596720299110677,0.6940910040971773,0.3941,10000,1000,eligible_retrospective,False
squadv2_t0.5,SQuADv2,meta-llama/Llama-3.1-8B-Instruct,nrm_lens_lodo,Lens-NRM-CS-IU · leave-dataset-out,lens-96,0.8217612658473501,0.7695727384327548,0.3941,10000,1000,eligible_retrospective,False
squadv2_t0.5,SQuADv2,meta-llama/Llama-3.1-8B-Instruct,nrm_lens_lomo,Lens-NRM-CS-IU · leave-model-out,lens-96,0.8215947563582147,0.7703817513180655,0.3941,10000,1000,eligible_retrospective,False
squadv2_t0.5,SQuADv2,meta-llama/Llama-3.1-8B-Instruct,nrm_lens_loco,Lens-NRM-CS-IU · LOCO sensitivity,lens-96,0.8217612658473501,0.7695727384327548,0.3941,10000,1000,eligible_retrospective,False
nq_open_t0.5,NQ-Open,meta-llama/Llama-3.1-8B-Instruct,final_nll,Final-layer NLL,resid-core-L,0.7338380783226336,0.7050641118962132,0.4993,10000,1000,eligible_retrospective,False
nq_open_t0.5,NQ-Open,meta-llama/Llama-3.1-8B-Instruct,iu_resid,IU-PCR · residual core,resid-core-L,0.6250653851281549,0.6099830268870134,0.4993,10000,1000,eligible_retrospective,False
nq_open_t0.5,NQ-Open,meta-llama/Llama-3.1-8B-Instruct,dufs_resid,DUFS-LIU · residual core,resid-core-L,0.6208291768251866,0.6076351950856531,0.4993,10000,1000,eligible_retrospective,False
nq_open_t0.5,NQ-Open,meta-llama/Llama-3.1-8B-Instruct,iu_lens96,IU-PCR · lens-96,lens-96,0.7115231145853045,0.7025177628576258,0.4993,10000,1000,eligible_retrospective,False
nq_open_t0.5,NQ-Open,meta-llama/Llama-3.1-8B-Instruct,dufs_lens96,DUFS-LIU · lens-96,lens-96,0.7136357587260871,0.703834985172167,0.4993,10000,1000,eligible_retrospective,False
nq_open_t0.5,NQ-Open,meta-llama/Llama-3.1-8B-Instruct,nrm_depth_lodo,Depth-NRM-CS-IU · leave-dataset-out,resid-core-L,0.616770968871099,0.6024596140837882,0.4993,10000,1000,eligible_retrospective,False
nq_open_t0.5,NQ-Open,meta-llama/Llama-3.1-8B-Instruct,nrm_depth_lomo,Depth-NRM-CS-IU · leave-model-out,resid-core-L,0.6169584892386389,0.6025435620692168,0.4993,10000,1000,eligible_retrospective,False
nq_open_t0.5,NQ-Open,meta-llama/Llama-3.1-8B-Instruct,nrm_depth_loco,Depth-NRM-CS-IU · LOCO sensitivity,resid-core-L,0.616770968871099,0.6024596140837882,0.4993,10000,1000,eligible_retrospective,False
nq_open_t0.5,NQ-Open,meta-llama/Llama-3.1-8B-Instruct,nrm_lens_lodo,Lens-NRM-CS-IU · leave-dataset-out,lens-96,0.7078658274170218,0.69900027527917,0.4993,10000,1000,eligible_retrospective,False
nq_open_t0.5,NQ-Open,meta-llama/Llama-3.1-8B-Instruct,nrm_lens_lomo,Lens-NRM-CS-IU · leave-model-out,lens-96,0.707997907675899,0.6992461499674651,0.4993,10000,1000,eligible_retrospective,False
nq_open_t0.5,NQ-Open,meta-llama/Llama-3.1-8B-Instruct,nrm_lens_loco,Lens-NRM-CS-IU · LOCO sensitivity,lens-96,0.7078658274170218,0.69900027527917,0.4993,10000,1000,eligible_retrospective,False
gsm8k_r1distill_t0.0,GSM8K,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,final_nll,Final-layer NLL,resid-core-L,0.6907814407814407,0.4657925401446646,0.27054108216432865,499,499,eligible_retrospective,False
gsm8k_r1distill_t0.0,GSM8K,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,iu_resid,IU-PCR · residual core,resid-core-L,0.5693935693935694,0.3351538479594278,0.27054108216432865,499,499,eligible_retrospective,False
gsm8k_r1distill_t0.0,GSM8K,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,dufs_resid,DUFS-LIU · residual core,resid-core-L,0.5621693121693121,0.3311559696194243,0.27054108216432865,499,499,eligible_retrospective,False
gsm8k_r1distill_t0.0,GSM8K,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,iu_lens96,IU-PCR · lens-96,lens-96,0.6742572242572241,0.4399443840451933,0.27054108216432865,499,499,eligible_retrospective,False
gsm8k_r1distill_t0.0,GSM8K,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,dufs_lens96,DUFS-LIU · lens-96,lens-96,0.6804436304436304,0.4439404340480221,0.27054108216432865,499,499,eligible_retrospective,False
gsm8k_r1distill_t0.0,GSM8K,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,nrm_depth_lodo,Depth-NRM-CS-IU · leave-dataset-out,resid-core-L,0.5536630036630037,0.32922727337218305,0.27054108216432865,499,499,eligible_retrospective,False
gsm8k_r1distill_t0.0,GSM8K,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,nrm_depth_lomo,Depth-NRM-CS-IU · leave-model-out,resid-core-L,0.577940577940578,0.33074481160405433,0.27054108216432865,499,499,eligible_retrospective,False
gsm8k_r1distill_t0.0,GSM8K,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,nrm_depth_loco,Depth-NRM-CS-IU · LOCO sensitivity,resid-core-L,0.577940577940578,0.33074481160405433,0.27054108216432865,499,499,eligible_retrospective,False
gsm8k_r1distill_t0.0,GSM8K,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,nrm_lens_lodo,Lens-NRM-CS-IU · leave-dataset-out,lens-96,0.6694342694342694,0.43183716268940675,0.27054108216432865,499,499,eligible_retrospective,False
gsm8k_r1distill_t0.0,GSM8K,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,nrm_lens_lomo,Lens-NRM-CS-IU · leave-model-out,lens-96,0.6685592185592185,0.43112032897024255,0.27054108216432865,499,499,eligible_retrospective,False
gsm8k_r1distill_t0.0,GSM8K,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,nrm_lens_loco,Lens-NRM-CS-IU · LOCO sensitivity,lens-96,0.6685592185592185,0.43112032897024255,0.27054108216432865,499,499,eligible_retrospective,False
coqa_llama7b_t0.5,CoQA,huggyllama/llama-7b,final_nll,Final-layer NLL,resid-core-L,0.6319182409647616,0.9329019010165759,0.8676,5000,500,appendix_protocol_rejected,False
coqa_llama7b_t0.5,CoQA,huggyllama/llama-7b,iu_resid,IU-PCR · residual core,resid-core-L,0.5678852938759421,0.9109835318445128,0.8676,5000,500,appendix_protocol_rejected,False
coqa_llama7b_t0.5,CoQA,huggyllama/llama-7b,dufs_resid,DUFS-LIU · residual core,resid-core-L,0.5680879573334225,0.9113905225723496,0.8676,5000,500,appendix_protocol_rejected,False
coqa_llama7b_t0.5,CoQA,huggyllama/llama-7b,iu_lens96,IU-PCR · lens-96,lens-96,0.5260617545501777,0.9040841910867672,0.8676,5000,500,appendix_protocol_rejected,False
coqa_llama7b_t0.5,CoQA,huggyllama/llama-7b,dufs_lens96,DUFS-LIU · lens-96,lens-96,0.5284658585200135,0.9045395901898616,0.8676,5000,500,appendix_protocol_rejected,False
coqa_llama7b_t0.5,CoQA,huggyllama/llama-7b,nrm_depth_lodo,Depth-NRM-CS-IU · leave-dataset-out,resid-core-L,0.6217721839877761,0.9249914669417252,0.8676,5000,500,appendix_protocol_rejected,False
coqa_llama7b_t0.5,CoQA,huggyllama/llama-7b,nrm_depth_lomo,Depth-NRM-CS-IU · leave-model-out,resid-core-L,0.6217721839877761,0.9249914669417252,0.8676,5000,500,appendix_protocol_rejected,False
coqa_llama7b_t0.5,CoQA,huggyllama/llama-7b,nrm_depth_loco,Depth-NRM-CS-IU · LOCO sensitivity,resid-core-L,0.6217721839877761,0.9249914669417252,0.8676,5000,500,appendix_protocol_rejected,False
coqa_llama7b_t0.5,CoQA,huggyllama/llama-7b,nrm_lens_lodo,Lens-NRM-CS-IU · leave-dataset-out,lens-96,0.5264047502642982,0.9043340356524797,0.8676,5000,500,appendix_protocol_rejected,False
coqa_llama7b_t0.5,CoQA,huggyllama/llama-7b,nrm_lens_lomo,Lens-NRM-CS-IU · leave-model-out,lens-96,0.5264047502642982,0.9043340356524797,0.8676,5000,500,appendix_protocol_rejected,False
coqa_llama7b_t0.5,CoQA,huggyllama/llama-7b,nrm_lens_loco,Lens-NRM-CS-IU · LOCO sensitivity,lens-96,0.5264047502642982,0.9043340356524797,0.8676,5000,500,appendix_protocol_rejected,False
gsm8k_mistral24b_t1.0,GSM8K,mistralai/Mistral-Small-24B-Instruct-2501,final_nll,Final-layer NLL,resid-core-L,0.8328303889604974,0.4670998803540047,0.08263836239575435,1319,1319,eligible_retrospective,False
gsm8k_mistral24b_t1.0,GSM8K,mistralai/Mistral-Small-24B-Instruct-2501,iu_resid,IU-PCR · residual core,resid-core-L,0.7311395860186519,0.2844490129206902,0.08263836239575435,1319,1319,eligible_retrospective,False
gsm8k_mistral24b_t1.0,GSM8K,mistralai/Mistral-Small-24B-Instruct-2501,dufs_resid,DUFS-LIU · residual core,resid-core-L,0.7277503980589886,0.27677975432743757,0.08263836239575435,1319,1319,eligible_retrospective,False
gsm8k_mistral24b_t1.0,GSM8K,mistralai/Mistral-Small-24B-Instruct-2501,iu_lens96,IU-PCR · lens-96,lens-96,0.7905451512624158,0.4071077493125433,0.08263836239575435,1319,1319,eligible_retrospective,False
gsm8k_mistral24b_t1.0,GSM8K,mistralai/Mistral-Small-24B-Instruct-2501,dufs_lens96,DUFS-LIU · lens-96,lens-96,0.7975130790810524,0.4219395742663433,0.08263836239575435,1319,1319,eligible_retrospective,False
gsm8k_mistral24b_t1.0,GSM8K,mistralai/Mistral-Small-24B-Instruct-2501,nrm_depth_lodo,Depth-NRM-CS-IU · leave-dataset-out,resid-core-L,0.7152248085525816,0.22546315513949217,0.08263836239575435,1319,1319,eligible_retrospective,False
gsm8k_mistral24b_t1.0,GSM8K,mistralai/Mistral-Small-24B-Instruct-2501,nrm_depth_lomo,Depth-NRM-CS-IU · leave-model-out,resid-core-L,0.7367958146940632,0.31902187539028903,0.08263836239575435,1319,1319,eligible_retrospective,False
gsm8k_mistral24b_t1.0,GSM8K,mistralai/Mistral-Small-24B-Instruct-2501,nrm_depth_loco,Depth-NRM-CS-IU · LOCO sensitivity,resid-core-L,0.7367958146940632,0.31902187539028903,0.08263836239575435,1319,1319,eligible_retrospective,False
gsm8k_mistral24b_t1.0,GSM8K,mistralai/Mistral-Small-24B-Instruct-2501,nrm_lens_lodo,Lens-NRM-CS-IU · leave-dataset-out,lens-96,0.7868602623398286,0.3971030334605172,0.08263836239575435,1319,1319,eligible_retrospective,False
gsm8k_mistral24b_t1.0,GSM8K,mistralai/Mistral-Small-24B-Instruct-2501,nrm_lens_lomo,Lens-NRM-CS-IU · leave-model-out,lens-96,0.7864280840094018,0.39571555921343854,0.08263836239575435,1319,1319,eligible_retrospective,False
gsm8k_mistral24b_t1.0,GSM8K,mistralai/Mistral-Small-24B-Instruct-2501,nrm_lens_loco,Lens-NRM-CS-IU · LOCO sensitivity,lens-96,0.7864280840094018,0.39571555921343854,0.08263836239575435,1319,1319,eligible_retrospective,False
gsm8k_nemo_t1.0,GSM8K,mistralai/Mistral-Nemo-Instruct-2407,final_nll,Final-layer NLL,resid-core-L,0.7454931505726301,0.41425995887275313,0.16932422171602127,1317,1317,eligible_retrospective,False
gsm8k_nemo_t1.0,GSM8K,mistralai/Mistral-Nemo-Instruct-2407,iu_resid,IU-PCR · residual core,resid-core-L,0.5668751690837098,0.24595478915474717,0.16932422171602127,1317,1317,eligible_retrospective,False
gsm8k_nemo_t1.0,GSM8K,mistralai/Mistral-Nemo-Instruct-2407,dufs_resid,DUFS-LIU · residual core,resid-core-L,0.5622842901763389,0.24123213691650236,0.16932422171602127,1317,1317,eligible_retrospective,False
gsm8k_nemo_t1.0,GSM8K,mistralai/Mistral-Nemo-Instruct-2407,iu_lens96,IU-PCR · lens-96,lens-96,0.7336552413900526,0.4033262990460987,0.16932422171602127,1317,1317,eligible_retrospective,False
gsm8k_nemo_t1.0,GSM8K,mistralai/Mistral-Nemo-Instruct-2407,dufs_lens96,DUFS-LIU · lens-96,lens-96,0.7411605086037991,0.409768513636484,0.16932422171602127,1317,1317,eligible_retrospective,False
gsm8k_nemo_t1.0,GSM8K,mistralai/Mistral-Nemo-Instruct-2407,nrm_depth_lodo,Depth-NRM-CS-IU · leave-dataset-out,resid-core-L,0.5501717480591239,0.22887691685438732,0.16932422171602127,1317,1317,eligible_retrospective,False
gsm8k_nemo_t1.0,GSM8K,mistralai/Mistral-Nemo-Instruct-2407,nrm_depth_lomo,Depth-NRM-CS-IU · leave-model-out,resid-core-L,0.5780039514350594,0.2511303778081564,0.16932422171602127,1317,1317,eligible_retrospective,False
gsm8k_nemo_t1.0,GSM8K,mistralai/Mistral-Nemo-Instruct-2407,nrm_depth_loco,Depth-NRM-CS-IU · LOCO sensitivity,resid-core-L,0.5780039514350594,0.2511303778081564,0.16932422171602127,1317,1317,eligible_retrospective,False
gsm8k_nemo_t1.0,GSM8K,mistralai/Mistral-Nemo-Instruct-2407,nrm_lens_lodo,Lens-NRM-CS-IU · leave-dataset-out,lens-96,0.736540936703257,0.40567950362992167,0.16932422171602127,1317,1317,eligible_retrospective,False
gsm8k_nemo_t1.0,GSM8K,mistralai/Mistral-Nemo-Instruct-2407,nrm_lens_lomo,Lens-NRM-CS-IU · leave-model-out,lens-96,0.7362253137783754,0.4050842967295647,0.16932422171602127,1317,1317,eligible_retrospective,False
gsm8k_nemo_t1.0,GSM8K,mistralai/Mistral-Nemo-Instruct-2407,nrm_lens_loco,Lens-NRM-CS-IU · LOCO sensitivity,lens-96,0.7362253137783754,0.4050842967295647,0.16932422171602127,1317,1317,eligible_retrospective,False
gsm8k_phi35_t1.0,GSM8K,microsoft/Phi-3.5-mini-instruct,final_nll,Final-layer NLL,resid-core-L,0.7587894670485041,0.4242494377872694,0.15133079847908745,1315,1315,eligible_retrospective,False
gsm8k_phi35_t1.0,GSM8K,microsoft/Phi-3.5-mini-instruct,iu_resid,IU-PCR · residual core,resid-core-L,0.5619765494137353,0.1906732824859368,0.15133079847908745,1315,1315,eligible_retrospective,False
gsm8k_phi35_t1.0,GSM8K,microsoft/Phi-3.5-mini-instruct,dufs_resid,DUFS-LIU · residual core,resid-core-L,0.5605851839844384,0.18987229023942762,0.15133079847908745,1315,1315,eligible_retrospective,False
gsm8k_phi35_t1.0,GSM8K,microsoft/Phi-3.5-mini-instruct,iu_lens96,IU-PCR · lens-96,lens-96,0.774580789250914,0.43875489211256946,0.15133079847908745,1315,1315,eligible_retrospective,False
gsm8k_phi35_t1.0,GSM8K,microsoft/Phi-3.5-mini-instruct,dufs_lens96,DUFS-LIU · lens-96,lens-96,0.7809612579024152,0.45153234131968256,0.15133079847908745,1315,1315,eligible_retrospective,False
gsm8k_phi35_t1.0,GSM8K,microsoft/Phi-3.5-mini-instruct,nrm_depth_lodo,Depth-NRM-CS-IU · leave-dataset-out,resid-core-L,0.5645296374344841,0.19131757514836695,0.15133079847908745,1315,1315,eligible_retrospective,False
gsm8k_phi35_t1.0,GSM8K,microsoft/Phi-3.5-mini-instruct,nrm_depth_lomo,Depth-NRM-CS-IU · leave-model-out,resid-core-L,0.5575187766790943,0.187355758004897,0.15133079847908745,1315,1315,eligible_retrospective,False
gsm8k_phi35_t1.0,GSM8K,microsoft/Phi-3.5-mini-instruct,nrm_depth_loco,Depth-NRM-CS-IU · LOCO sensitivity,resid-core-L,0.5575187766790943,0.187355758004897,0.15133079847908745,1315,1315,eligible_retrospective,False
gsm8k_phi35_t1.0,GSM8K,microsoft/Phi-3.5-mini-instruct,nrm_lens_lodo,Lens-NRM-CS-IU · leave-dataset-out,lens-96,0.7708434646350031,0.42775949595688795,0.15133079847908745,1315,1315,eligible_retrospective,False
gsm8k_phi35_t1.0,GSM8K,microsoft/Phi-3.5-mini-instruct,nrm_lens_lomo,Lens-NRM-CS-IU · leave-model-out,lens-96,0.7689657967255632,0.4238564338549287,0.15133079847908745,1315,1315,eligible_retrospective,False
gsm8k_phi35_t1.0,GSM8K,microsoft/Phi-3.5-mini-instruct,nrm_lens_loco,Lens-NRM-CS-IU · LOCO sensitivity,lens-96,0.7689657967255632,0.4238564338549287,0.15133079847908745,1315,1315,eligible_retrospective,False
