above_chance_auc_recovery,auprc,auroc,budget,cell_id,family,final_auroc_same_cohort,final_decision_agreement,flip_rate_vs_previous_budget,kendall_vs_final,length_band,method,n_at_risk,n_error,normalized_mae_vs_final,spearman_vs_final
0.4457274826789839,0.5938844897487133,0.694949494949495,256,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,0.9373737373737374,0.7634408602150538,0.010752688172043012,0.6208508648901355,,deepconf_entropy_w64,93,33,0.6286032733403037,0.7120497747008445
0.7881355932203389,0.885875098549628,0.8444444444444444,512,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,0.9370370370370371,0.7083333333333334,0.14583333333333334,0.6702127659574468,,deepconf_entropy_w64,48,30,0.903055348364748,0.8181719496309163
0.3707865168539326,0.48541882167114747,0.6567164179104478,16,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,0.9226594301221167,0.72,nan,0.17575757575757578,,dyn_change6_iu,100,33,0.7639466977802959,0.2556495649564956
0.3782771535580524,0.5073632835265439,0.6598824061510629,32,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,0.9226594301221167,0.72,0.0,0.1765656565656566,,dyn_change6_iu,100,33,0.7190777521272815,0.2517491749174917
0.37934724451578383,0.447579993970374,0.6603346901854364,64,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,0.9226594301221167,0.72,0.0,0.29939393939393943,,dyn_change6_iu,100,33,0.6671639075093898,0.4240624062406241
0.48314606741573035,0.5498415129287958,0.7042062415196744,128,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,0.9226594301221167,0.73,0.03,0.4137373737373738,,dyn_change6_iu,100,33,0.6243634782047154,0.566000600060006
0.36682808716707027,0.5443042345301352,0.6530303030303031,256,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,0.9171717171717172,0.7419354838709677,0.053763440860215055,0.45208041140719957,,dyn_change6_iu,93,33,0.6498826182917391,0.5650234251439825
0.6289592760180994,0.8338047121951511,0.7574074074074074,512,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,0.9092592592592593,0.6666666666666666,0.14583333333333334,0.3971631205673759,,dyn_change6_iu,48,30,1.038739979745072,0.5440729483282675
0.3630172865374542,0.48541882167114747,0.6567164179104478,16,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,0.9317051108095884,0.75,nan,0.2052525252525253,,dyn_level4_iu,100,33,0.8280846259774556,0.30048604860486045
0.3284442116291251,0.4825514005197201,0.6417910447761194,32,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,0.9317051108095884,0.75,0.0,0.20282828282828286,,dyn_level4_iu,100,33,0.7752984120226348,0.29592559255925593
0.2687270822420115,0.41793011897443044,0.6160108548168249,64,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,0.9317051108095884,0.76,0.01,0.35151515151515156,,dyn_level4_iu,100,33,0.6903982067806108,0.47960396039603953
0.39654269250916724,0.4951245065105653,0.6711895070104026,128,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,0.9317051108095884,0.77,0.01,0.4678787878787879,,dyn_level4_iu,100,33,0.6353251211044197,0.5894509450945095
0.3092417061611375,0.5174187728045431,0.6318181818181818,256,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,0.9262626262626262,0.7741935483870968,0.021505376344086023,0.5437120149602618,,dyn_level4_iu,93,33,0.6311680011807411,0.616812389961505
0.6473214285714284,0.8440286063210611,0.7685185185185185,512,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,0.9148148148148149,0.7291666666666666,0.14583333333333334,0.5425531914893618,,dyn_level4_iu,48,30,0.9540426091436198,0.6614198871037776
0.3683094859565448,0.4875231987755245,0.6571687019448214,16,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,0.926729986431479,0.74,nan,0.22262626262626267,,dyn_persist6_iu,100,33,0.9877056662636539,0.3165676567656765
0.33439321674615785,0.4827930904004474,0.6426956128448665,32,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,0.926729986431479,0.74,0.0,0.2622222222222223,,dyn_persist6_iu,100,33,0.9396719354607991,0.3679687968796879
0.34075251722310534,0.4553779350731974,0.645409317051108,64,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,0.926729986431479,0.75,0.01,0.46262626262626266,,dyn_persist6_iu,100,33,0.8327761451148471,0.6061686168616861
0.44462109167991537,0.49553412436201494,0.6897331524197197,128,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,0.926729986431479,0.77,0.02,0.5373737373737374,,dyn_persist6_iu,100,33,0.7300028721065847,0.6886048604860485
0.40767386091127095,0.5332747751069359,0.6717171717171717,256,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,0.9212121212121213,0.7741935483870968,0.021505376344086023,0.6058906030855539,,dyn_persist6_iu,93,33,0.6747110766841261,0.7281191250634119
0.5590909090909094,0.8266549387034597,0.7277777777777779,512,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,0.9074074074074073,0.7291666666666666,0.14583333333333334,0.5868794326241135,,dyn_persist6_iu,48,30,0.979793819663714,0.7289405123751628
-0.03620178041543025,0.3567800986185489,0.4862053369516056,16,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,0.8810492989597467,0.77,nan,0.08929292929292931,,iu28_no_length,100,33,0.9880706437961255,0.1281968196819682
0.06824925816023722,0.4197333782196738,0.5260063319764812,32,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,0.8810492989597467,0.77,0.0,0.17171717171717174,,iu28_no_length,100,33,1.023522234994784,0.22927092709270924
0.2652818991097924,0.40049993327695926,0.6010854816824966,64,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,0.8810492989597467,0.77,0.0,0.3171717171717172,,iu28_no_length,100,33,0.799369691275914,0.43827182718271823
0.27002967359050456,0.4380901991469106,0.602894617819991,128,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,0.8810492989597467,0.78,0.01,0.4335353535353536,,iu28_no_length,100,33,0.6880288464004195,0.5585598559855984
0.18389261744966426,0.44985873746237615,0.5691919191919191,256,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,0.8762626262626263,0.7634408602150538,0.0,0.5091164095371669,,iu28_no_length,93,33,0.6512629148254826,0.6055325117125718
0.5707762557077626,0.8169867325024918,0.7314814814814815,512,hallucination_phase1_audit_20260816__math500_qwen7b_T1.0_run0,math500,0.9055555555555556,0.6666666666666666,0.125,0.4804964539007092,,iu28_no_length,48,30,0.8650872800643966,0.585974815458098
0.25454545454545446,0.6728894754982815,0.5614035087719298,16,processbench_gsm8k__llama31_8b,gsm8k,0.7412280701754386,0.8387096774193549,nan,0.3290322580645162,,cusum_swvar_equal,31,19,1.623751316571996,0.43588709677419357
-0.19999999999999996,0.6745993377872175,0.4517543859649123,32,processbench_gsm8k__llama31_8b,gsm8k,0.7412280701754386,0.8387096774193549,0.0,0.39784946236559143,,cusum_swvar_equal,31,19,1.0988272938548234,0.5358870967741935
0.3454545454545452,0.7458769694808085,0.5833333333333333,64,processbench_gsm8k__llama31_8b,gsm8k,0.7412280701754386,0.8387096774193549,0.0,0.42365591397849467,,cusum_swvar_equal,31,19,0.9312761958681677,0.5669354838709678
0.21818181818181798,0.6863840480441314,0.5526315789473684,128,processbench_gsm8k__llama31_8b,gsm8k,0.7412280701754386,0.8387096774193549,0.0,0.535483870967742,,cusum_swvar_equal,31,19,0.7191290457851289,0.697983870967742
-0.6666666666666664,0.7894030212212031,0.45454545454545453,256,processbench_gsm8k__llama31_8b,gsm8k,0.5681818181818182,0.8666666666666667,0.2,0.6761904761904762,,cusum_swvar_equal,15,11,0.8257781140850947,0.8535714285714284
nan,nan,nan,512,processbench_gsm8k__llama31_8b,gsm8k,nan,1.0,0.0,nan,,cusum_swvar_equal,1,1,0.05904456232162872,nan
0.2794117647058821,0.6685664470339786,0.5833333333333333,16,processbench_gsm8k__llama31_8b,gsm8k,0.7982456140350878,0.7741935483870968,nan,0.2817204301075269,,deepconf_entropy_w64,31,19,1.0914603252576431,0.40967741935483876
0.02941176470588244,0.6031995925748361,0.5087719298245614,32,processbench_gsm8k__llama31_8b,gsm8k,0.7982456140350878,0.7096774193548387,0.1935483870967742,0.34623655913978496,,deepconf_entropy_w64,31,19,0.8616171818462142,0.5217741935483872
0.38235294117647023,0.6714092145264791,0.6140350877192982,64,processbench_gsm8k__llama31_8b,gsm8k,0.7982456140350878,0.7419354838709677,0.16129032258064516,0.5268817204301075,,deepconf_entropy_w64,31,19,0.8070538880234083,0.7116935483870969
0.6764705882352939,0.770047016929168,0.7017543859649122,128,processbench_gsm8k__llama31_8b,gsm8k,0.7982456140350878,0.9032258064516129,0.16129032258064516,0.6645161290322582,,deepconf_entropy_w64,31,19,0.4605646007702743,0.767741935483871
0.7499999999999998,0.861002886002886,0.7045454545454545,256,processbench_gsm8k__llama31_8b,gsm8k,0.7727272727272727,0.8666666666666667,0.06666666666666667,0.6571428571428571,,deepconf_entropy_w64,15,11,0.6430826635370006,0.6785714285714285
nan,nan,nan,512,processbench_gsm8k__llama31_8b,gsm8k,nan,1.0,0.0,nan,,deepconf_entropy_w64,1,1,0.0,nan
0.15189873417721503,0.6686970090380131,0.5526315789473684,16,processbench_gsm8k__llama31_8b,gsm8k,0.8464912280701754,0.8709677419354839,nan,0.32473118279569896,,dyn_change6_iu,31,19,1.5514540406131896,0.45241935483870976
-0.17721518987341764,0.6382138347062121,0.4385964912280702,32,processbench_gsm8k__llama31_8b,gsm8k,0.8464912280701754,0.6451612903225806,0.2903225806451613,-0.0021505376344086026,,dyn_change6_iu,31,19,1.5852942387206932,-0.00846774193548387
0.16455696202531667,0.7332552324566013,0.5570175438596492,64,processbench_gsm8k__llama31_8b,gsm8k,0.8464912280701754,0.8709677419354839,0.2903225806451613,0.03225806451612904,,dyn_change6_iu,31,19,1.2784139693873016,-0.00040322580645161296
0.06329113924050621,0.6536123217197733,0.5219298245614035,128,processbench_gsm8k__llama31_8b,gsm8k,0.8464912280701754,0.8709677419354839,0.06451612903225806,0.10967741935483873,,dyn_change6_iu,31,19,1.1812638106501199,0.12338709677419356
-0.06666666666666662,0.7925185925185925,0.4772727272727273,256,processbench_gsm8k__llama31_8b,gsm8k,0.8409090909090908,0.8666666666666667,0.06666666666666667,0.2571428571428572,,dyn_change6_iu,15,11,1.6253607939160795,0.3857142857142856
nan,nan,nan,512,processbench_gsm8k__llama31_8b,gsm8k,nan,1.0,0.0,nan,,dyn_change6_iu,1,1,7.317462712689995,nan
0.19354838709677402,0.6686970090380131,0.5526315789473684,16,processbench_gsm8k__llama31_8b,gsm8k,0.7719298245614035,0.7419354838709677,nan,0.2602150537634409,,dyn_level4_iu,31,19,1.534041053989087,0.3524193548387097
-0.1935483870967744,0.6777321698674179,0.4473684210526315,32,processbench_gsm8k__llama31_8b,gsm8k,0.7719298245614035,0.7419354838709677,0.0,0.3419354838709678,,dyn_level4_iu,31,19,1.1215015889964421,0.4750000000000001
0.2903225806451614,0.7560804048573739,0.5789473684210527,64,processbench_gsm8k__llama31_8b,gsm8k,0.7719298245614035,0.7419354838709677,0.0,0.41505376344086026,,dyn_level4_iu,31,19,0.9773849879297428,0.5625
0.209677419354839,0.6945806713955534,0.5570175438596492,128,processbench_gsm8k__llama31_8b,gsm8k,0.7719298245614035,0.7741935483870968,0.03225806451612903,0.5569892473118281,,dyn_level4_iu,31,19,0.7749175929235272,0.7306451612903226
-0.7999999999999997,0.7720870039051857,0.4090909090909091,256,processbench_gsm8k__llama31_8b,gsm8k,0.6136363636363636,0.8666666666666667,0.26666666666666666,0.6571428571428571,,dyn_level4_iu,15,11,0.8842395068817841,0.7964285714285713
nan,nan,nan,512,processbench_gsm8k__llama31_8b,gsm8k,nan,1.0,0.0,nan,,dyn_level4_iu,1,1,0.07449971625369879,nan
0.23529411764705854,0.6686970090380131,0.5526315789473684,16,processbench_gsm8k__llama31_8b,gsm8k,0.7236842105263158,0.8064516129032258,nan,0.30752688172043013,,dyn_persist6_iu,31,19,1.3918842372335594,0.39193548387096777
-0.2745098039215687,0.6715653104110848,0.43859649122807015,32,processbench_gsm8k__llama31_8b,gsm8k,0.7236842105263158,0.8064516129032258,0.0,0.367741935483871,,dyn_persist6_iu,31,19,1.15012881966802,0.5306451612903227
0.1960784313725486,0.7378642084291032,0.5438596491228069,64,processbench_gsm8k__llama31_8b,gsm8k,0.7236842105263158,0.8064516129032258,0.0,0.43655913978494626,,dyn_persist6_iu,31,19,1.0383812572710565,0.5810483870967743
0.49019607843137253,0.7523953699805077,0.6096491228070176,128,processbench_gsm8k__llama31_8b,gsm8k,0.7236842105263158,0.8064516129032258,0.0,0.6172043010752688,,dyn_persist6_iu,31,19,0.8138562594472952,0.8076612903225807
0.14285714285714277,0.824986124986125,0.5227272727272727,256,processbench_gsm8k__llama31_8b,gsm8k,0.6590909090909091,0.8,0.2,0.7714285714285715,,dyn_persist6_iu,15,11,0.8725959465122756,0.8999999999999999
nan,nan,nan,512,processbench_gsm8k__llama31_8b,gsm8k,nan,1.0,0.0,nan,,dyn_persist6_iu,1,1,1.230177877105509,nan
0.04761904761904777,0.6447210243594257,0.5131578947368421,16,processbench_gsm8k__llama31_8b,gsm8k,0.7763157894736842,0.8064516129032258,nan,0.28602150537634413,,iu28_no_length,31,19,2.194165770481265,0.38911290322580644
-0.20634920634920662,0.6611345130731978,0.4429824561403508,32,processbench_gsm8k__llama31_8b,gsm8k,0.7763157894736842,0.8709677419354839,0.06451612903225806,0.1655913978494624,,iu28_no_length,31,19,1.149019938158799,0.217741935483871
0.6031746031746031,0.8018304116793491,0.6666666666666666,64,processbench_gsm8k__llama31_8b,gsm8k,0.7763157894736842,0.8709677419354839,0.0,0.4580645161290323,,iu28_no_length,31,19,0.7509250891292655,0.5858870967741936
0.746031746031746,0.8259347587195642,0.706140350877193,128,processbench_gsm8k__llama31_8b,gsm8k,0.7763157894736842,0.9032258064516129,0.03225806451612903,0.6989247311827959,,iu28_no_length,31,19,0.45965595510734963,0.8112903225806452
0.5,0.7624625374625373,0.5909090909090909,256,processbench_gsm8k__llama31_8b,gsm8k,0.6818181818181819,0.9333333333333333,0.13333333333333333,0.6571428571428571,,iu28_no_length,15,11,0.5545953162690275,0.807142857142857
nan,nan,nan,512,processbench_gsm8k__llama31_8b,gsm8k,nan,1.0,0.0,nan,,iu28_no_length,1,1,0.012754332940256073,nan
-0.6842105263157895,0.5574721574721575,0.25925925925925924,16,processbench_gsm8k__llama3_70b,gsm8k,0.8518518518518519,0.5333333333333333,nan,-0.04761904761904762,,cusum_swvar_equal,15,9,1.4476730050721949,-0.0857142857142857
-0.42105263157894735,0.5879910213243547,0.35185185185185186,32,processbench_gsm8k__llama3_70b,gsm8k,0.8518518518518519,0.5333333333333333,0.0,-0.009523809523809525,,cusum_swvar_equal,15,9,1.1258337972401862,0.007142857142857141
0.42105263157894735,0.781818181818182,0.6481481481481481,64,processbench_gsm8k__llama3_70b,gsm8k,0.8518518518518519,0.5333333333333333,0.0,0.33333333333333337,,cusum_swvar_equal,15,9,0.7768908283115498,0.5107142857142856
0.7692307692307694,0.8635912698412698,0.75,128,processbench_gsm8k__llama3_70b,gsm8k,0.825,0.6923076923076923,0.23076923076923078,0.7179487179487178,,cusum_swvar_equal,13,8,0.40732662821819604,0.8351648351648352
0.6666666666666664,0.8766666666666667,0.7,256,processbench_gsm8k__llama3_70b,gsm8k,0.8,0.7142857142857143,0.14285714285714285,0.5238095238095238,,cusum_swvar_equal,7,5,0.26999347117386946,0.7142857142857144
nan,nan,nan,512,processbench_gsm8k__llama3_70b,gsm8k,nan,1.0,1.0,nan,,cusum_swvar_equal,1,1,0.1664590475798626,nan
-0.999999999999999,0.594308777642111,0.38888888888888895,16,processbench_gsm8k__llama3_70b,gsm8k,0.6111111111111112,0.6666666666666666,nan,0.12380952380952381,,deepconf_entropy_w64,15,9,0.87462345836506,0.14285714285714282
-1.3333333333333326,0.5456555789889124,0.35185185185185186,32,processbench_gsm8k__llama3_70b,gsm8k,0.6111111111111112,0.6666666666666666,0.0,0.18095238095238098,,deepconf_entropy_w64,15,9,0.7192626756984168,0.22142857142857136
0.0,0.6693019943019942,0.5,64,processbench_gsm8k__llama3_70b,gsm8k,0.6111111111111112,0.8666666666666667,0.3333333333333333,0.5238095238095238,,deepconf_entropy_w64,15,9,0.3541806121146517,0.5821428571428571
1.000000000000001,0.7910037878787879,0.6000000000000001,128,processbench_gsm8k__llama3_70b,gsm8k,0.6,0.9230769230769231,0.0,0.8717948717948716,,deepconf_entropy_w64,13,8,0.09172415052146006,0.9505494505494506
1.0,0.7961904761904761,0.4,256,processbench_gsm8k__llama3_70b,gsm8k,0.4,1.0,0.14285714285714285,1.0,,deepconf_entropy_w64,7,5,0.0,1.0
nan,nan,nan,512,processbench_gsm8k__llama3_70b,gsm8k,nan,1.0,0.0,nan,,deepconf_entropy_w64,1,1,0.0,nan
-1.0,0.5636449969783303,0.2777777777777778,16,processbench_gsm8k__llama3_70b,gsm8k,0.7222222222222222,0.26666666666666666,nan,-0.23809523809523814,,dyn_change6_iu,15,9,1.3869794280073364,-0.3321428571428571
0.0833333333333337,0.6648869648869649,0.5185185185185186,32,processbench_gsm8k__llama3_70b,gsm8k,0.7222222222222222,0.4666666666666667,0.6,-0.18095238095238098,,dyn_change6_iu,15,9,1.05978993852433,-0.2571428571428571
1.2499999999999996,0.8671075837742506,0.7777777777777777,64,processbench_gsm8k__llama3_70b,gsm8k,0.7222222222222222,0.7333333333333333,0.6666666666666666,0.37142857142857144,,dyn_change6_iu,15,9,0.709758556462655,0.5071428571428571
0.7500000000000003,0.8104978354978355,0.65,128,processbench_gsm8k__llama3_70b,gsm8k,0.7,0.6923076923076923,0.38461538461538464,0.12820512820512817,,dyn_change6_iu,13,8,0.690987817974145,0.1758241758241758
-0.0,0.7861904761904761,0.5,256,processbench_gsm8k__llama3_70b,gsm8k,0.4,0.7142857142857143,0.14285714285714285,0.14285714285714288,,dyn_change6_iu,7,5,0.7722274767255507,0.10714285714285716
nan,nan,nan,512,processbench_gsm8k__llama3_70b,gsm8k,nan,1.0,0.0,nan,,dyn_change6_iu,1,1,0.05608158008796376,nan
-0.75,0.5636449969783303,0.2777777777777778,16,processbench_gsm8k__llama3_70b,gsm8k,0.7962962962962963,0.9333333333333333,nan,0.028571428571428574,,dyn_level4_iu,15,9,1.4587867340041007,0.0035714285714285704
-0.5,0.5879910213243547,0.35185185185185186,32,processbench_gsm8k__llama3_70b,gsm8k,0.7962962962962963,0.9333333333333333,0.0,0.04761904761904762,,dyn_level4_iu,15,9,1.1564185413298642,0.075
0.5625000000000003,0.8095959595959596,0.6666666666666667,64,processbench_gsm8k__llama3_70b,gsm8k,0.7962962962962963,0.9333333333333333,0.0,0.33333333333333337,,dyn_level4_iu,15,9,0.8159731910504631,0.5107142857142856
0.7499999999999998,0.8538690476190476,0.725,128,processbench_gsm8k__llama3_70b,gsm8k,0.8,0.9230769230769231,0.0,0.6666666666666665,,dyn_level4_iu,13,8,0.42325584468240723,0.8186813186813187
1.0,0.8766666666666667,0.7,256,processbench_gsm8k__llama3_70b,gsm8k,0.7,0.8571428571428571,0.0,0.6190476190476191,,dyn_level4_iu,7,5,0.2853737559641434,0.8214285714285715
nan,nan,nan,512,processbench_gsm8k__llama3_70b,gsm8k,nan,1.0,0.0,nan,,dyn_level4_iu,1,1,0.18570022331394956,nan
-0.9999999999999996,0.5636449969783303,0.2777777777777778,16,processbench_gsm8k__llama3_70b,gsm8k,0.7222222222222223,0.7333333333333333,nan,0.12380952380952381,,dyn_persist6_iu,15,9,1.5899517973643227,0.1714285714285714
-0.6666666666666663,0.5879910213243547,0.35185185185185186,32,processbench_gsm8k__llama3_70b,gsm8k,0.7222222222222223,0.7333333333333333,0.0,0.21904761904761905,,dyn_persist6_iu,15,9,1.3905166367381898,0.3178571428571428
0.33333333333333315,0.7074795574795576,0.5740740740740741,64,processbench_gsm8k__llama3_70b,gsm8k,0.7222222222222223,0.7333333333333333,0.0,0.48571428571428577,,dyn_persist6_iu,15,9,1.0583009106392502,0.6464285714285712
0.7272727272727273,0.8096590909090909,0.7,128,processbench_gsm8k__llama3_70b,gsm8k,0.7749999999999999,0.6923076923076923,0.0,0.7179487179487178,,dyn_persist6_iu,13,8,0.6186766215602288,0.8681318681318682
1.0,0.9266666666666665,0.8,256,processbench_gsm8k__llama3_70b,gsm8k,0.8,0.7142857142857143,0.2857142857142857,0.9047619047619049,,dyn_persist6_iu,7,5,0.4502646940288308,0.9642857142857145
nan,nan,nan,512,processbench_gsm8k__llama3_70b,gsm8k,nan,1.0,0.0,nan,,dyn_persist6_iu,1,1,0.3530939840750307,nan
-0.9166666666666667,0.5748035914702581,0.2962962962962963,16,processbench_gsm8k__llama3_70b,gsm8k,0.7222222222222222,0.5333333333333333,nan,0.028571428571428574,,iu28_no_length,15,9,1.6235214525026012,0.010714285714285713
0.1666666666666669,0.7255189255189256,0.5370370370370371,32,processbench_gsm8k__llama3_70b,gsm8k,0.7222222222222222,0.5333333333333333,0.0,0.2571428571428572,,iu28_no_length,15,9,0.9722845900234854,0.24285714285714283
1.0,0.782654999321666,0.7222222222222222,64,processbench_gsm8k__llama3_70b,gsm8k,0.7222222222222222,0.7333333333333333,0.2,0.48571428571428577,,iu28_no_length,15,9,0.5164014339421865,0.5714285714285713
0.8571428571428564,0.780952380952381,0.6499999999999999,128,processbench_gsm8k__llama3_70b,gsm8k,0.675,0.9230769230769231,0.15384615384615385,0.7179487179487178,,iu28_no_length,13,8,0.2382274788049558,0.7802197802197801
1.0,0.6295238095238095,0.2,256,processbench_gsm8k__llama3_70b,gsm8k,0.2,1.0,0.0,1.0,,iu28_no_length,7,5,0.010238115386674457,1.0
nan,nan,nan,512,processbench_gsm8k__llama3_70b,gsm8k,nan,1.0,0.0,nan,,iu28_no_length,1,1,0.006903866458938422,nan
-0.21621621621621617,0.7128940737134014,0.41836734693877553,16,processbench_gsm8k__qwen25_15b,gsm8k,0.8775510204081632,0.7142857142857143,nan,-0.009523809523809525,,cusum_swvar_equal,21,14,2.7494661592341516,-0.04025974025974026
0.5675675675675677,0.8608140084643843,0.7142857142857143,32,processbench_gsm8k__qwen25_15b,gsm8k,0.8775510204081632,0.7142857142857143,0.0,0.24761904761904766,,cusum_swvar_equal,21,14,1.630722813999725,0.37532467532467534
0.5675675675675677,0.8678529545789606,0.7142857142857143,64,processbench_gsm8k__qwen25_15b,gsm8k,0.8775510204081632,0.7142857142857143,0.0,0.39047619047619053,,cusum_swvar_equal,21,14,1.2982604643041737,0.5181818181818182
0.7837837837837841,0.9024171090347559,0.7959183673469389,128,processbench_gsm8k__qwen25_15b,gsm8k,0.8775510204081632,0.7142857142857143,0.0,0.5428571428571428,,cusum_swvar_equal,21,14,0.8524464059131834,0.6974025974025975
1.6666666666666672,0.9765432098765432,0.7777777777777778,256,processbench_gsm8k__qwen25_15b,gsm8k,0.6666666666666666,0.8,0.3,0.6444444444444444,,cusum_swvar_equal,10,9,0.4800172254619439,0.8545454545454544
-0.08571428571428565,0.7394718818701569,0.46938775510204084,16,processbench_gsm8k__qwen25_15b,gsm8k,0.8571428571428572,0.5714285714285714,nan,0.05714285714285715,,deepconf_entropy_w64,21,14,1.7171529301671329,0.07272727272727272
0.39999999999999974,0.8165869844441271,0.6428571428571428,32,processbench_gsm8k__qwen25_15b,gsm8k,0.8571428571428572,0.5238095238095238,0.047619047619047616,0.33333333333333337,,deepconf_entropy_w64,21,14,0.8866462833897778,0.5233766233766234
0.6857142857142857,0.8543470087090166,0.7448979591836735,64,processbench_gsm8k__qwen25_15b,gsm8k,0.8571428571428572,0.6190476190476191,0.09523809523809523,0.6380952380952382,,deepconf_entropy_w64,21,14,0.6638158549465486,0.7597402597402596
0.8857142857142856,0.8847576869663335,0.8163265306122449,128,processbench_gsm8k__qwen25_15b,gsm8k,0.8571428571428572,0.8095238095238095,0.19047619047619047,0.7523809523809525,,deepconf_entropy_w64,21,14,0.2270827589084982,0.8415584415584414
0.33333333333333354,0.9467813051146385,0.5555555555555556,256,processbench_gsm8k__qwen25_15b,gsm8k,0.6666666666666666,0.9,0.2,0.7777777777777777,,deepconf_entropy_w64,10,9,0.14254480418405138,0.8666666666666665
-0.2962962962962961,0.7128940737134014,0.41836734693877553,16,processbench_gsm8k__qwen25_15b,gsm8k,0.7755102040816327,0.7142857142857143,nan,0.0380952380952381,,dyn_change6_iu,21,14,2.3130905591115756,0.04285714285714286
0.444444444444444,0.8145583033851499,0.6224489795918366,32,processbench_gsm8k__qwen25_15b,gsm8k,0.7755102040816327,0.42857142857142855,0.47619047619047616,0.2571428571428572,,dyn_change6_iu,21,14,2.0911382979166224,0.3363636363636363
