source_id,population_id,cell_id,slice_id,metric_id,value,ci_low,ci_high,n_rows,n_groups,notes
cell::processbench_omnimath_qwen3_8b::macro_f1,current_common_eight_qwen,processbench_omnimath_qwen3_8b,omnimath,macro_f1,0.2886026269979427,,,1000,1000,descriptive per-cell candidate metric under the frozen threshold
length::short::macro_f1,current_common_eight_qwen_step_length,short,short,macro_f1,0.23977638797864517,,,1498,1498,descriptive error-length stratum using the reference fold-frozen cut points and candidate predictions
length::short::first_error_exact,current_common_eight_qwen_step_length,short,short,first_error_exact,0.16132373754420934,,,1498,1498,descriptive error-length stratum using the reference fold-frozen cut points and candidate predictions
length::short::first_error_within_one,current_common_eight_qwen_step_length,short,short,first_error_within_one,0.3599961377029352,,,1498,1498,descriptive error-length stratum using the reference fold-frozen cut points and candidate predictions
length::short::clean_abstention_accuracy,current_common_eight_qwen_step_length,short,short,clean_abstention_accuracy,0.5453995318503029,,,1498,1498,descriptive error-length stratum using the reference fold-frozen cut points and candidate predictions
length::medium::macro_f1,current_common_eight_qwen_step_length,medium,medium,macro_f1,0.33697191832384854,,,1468,1468,descriptive error-length stratum using the reference fold-frozen cut points and candidate predictions
length::medium::first_error_exact,current_common_eight_qwen_step_length,medium,medium,first_error_exact,0.25416702267031216,,,1468,1468,descriptive error-length stratum using the reference fold-frozen cut points and candidate predictions
length::medium::first_error_within_one,current_common_eight_qwen_step_length,medium,medium,first_error_within_one,0.4833016786758563,,,1468,1468,descriptive error-length stratum using the reference fold-frozen cut points and candidate predictions
length::medium::clean_abstention_accuracy,current_common_eight_qwen_step_length,medium,medium,clean_abstention_accuracy,0.5453995318503029,,,1468,1468,descriptive error-length stratum using the reference fold-frozen cut points and candidate predictions
length::long::macro_f1,current_common_eight_qwen_step_length,long,long,macro_f1,0.430922543501203,,,1476,1476,descriptive error-length stratum using the reference fold-frozen cut points and candidate predictions
length::long::first_error_exact,current_common_eight_qwen_step_length,long,long,first_error_exact,0.3923841948365261,,,1476,1476,descriptive error-length stratum using the reference fold-frozen cut points and candidate predictions
length::long::first_error_within_one,current_common_eight_qwen_step_length,long,long,first_error_within_one,0.6242776654049597,,,1476,1476,descriptive error-length stratum using the reference fold-frozen cut points and candidate predictions
length::long::clean_abstention_accuracy,current_common_eight_qwen_step_length,long,long,clean_abstention_accuracy,0.5453995318503029,,,1476,1476,descriptive error-length stratum using the reference fold-frozen cut points and candidate predictions
selected::all::selected_step_length_mean,current_common_eight_qwen_selected_length,all,all,selected_step_length_mean,121.0571369208394,,,6800,6800,descriptive candidate selected-step length bias audit
selected::all::selected_step_length_median,current_common_eight_qwen_selected_length,all,all,selected_step_length_median,107.0,,,6800,6800,descriptive candidate selected-step length bias audit
selected::all::selected_step_length_q90,current_common_eight_qwen_selected_length,all,all,selected_step_length_q90,204.80000000000018,,,6800,6800,descriptive candidate selected-step length bias audit
selected::error::selected_step_length_mean,current_common_eight_qwen_selected_length,error,error,selected_step_length_mean,124.33466987436515,,,4442,4442,descriptive candidate selected-step length bias audit
selected::error::selected_step_length_median,current_common_eight_qwen_selected_length,error,error,selected_step_length_median,110.0,,,4442,4442,descriptive candidate selected-step length bias audit
selected::error::selected_step_length_q90,current_common_eight_qwen_selected_length,error,error,selected_step_length_q90,212.0,,,4442,4442,descriptive candidate selected-step length bias audit
selected::clean::selected_step_length_mean,current_common_eight_qwen_selected_length,clean,clean,selected_step_length_mean,109.61940298507463,,,2358,2358,descriptive candidate selected-step length bias audit
selected::clean::selected_step_length_median,current_common_eight_qwen_selected_length,clean,clean,selected_step_length_median,95.0,,,2358,2358,descriptive candidate selected-step length bias audit
selected::clean::selected_step_length_q90,current_common_eight_qwen_selected_length,clean,clean,selected_step_length_q90,191.0,,,2358,2358,descriptive candidate selected-step length bias audit
flip::processbench_gsm8k_qwen3_4b::FLIP_GAIN,current_common_eight_qwen_prediction_flips,processbench_gsm8k_qwen3_4b,FLIP_GAIN,prediction_flip_count,5,,,5,5,exact deterministic candidate-versus-top-five prediction transition count
flip::processbench_gsm8k_qwen3_4b::FLIP_LATERAL,current_common_eight_qwen_prediction_flips,processbench_gsm8k_qwen3_4b,FLIP_LATERAL,prediction_flip_count,27,,,27,27,exact deterministic candidate-versus-top-five prediction transition count
flip::processbench_gsm8k_qwen3_4b::FLIP_LOSS,current_common_eight_qwen_prediction_flips,processbench_gsm8k_qwen3_4b,FLIP_LOSS,prediction_flip_count,9,,,9,9,exact deterministic candidate-versus-top-five prediction transition count
flip::processbench_gsm8k_qwen3_4b::NO_FLIP_CORRECT,current_common_eight_qwen_prediction_flips,processbench_gsm8k_qwen3_4b,NO_FLIP_CORRECT,prediction_flip_count,149,,,149,149,exact deterministic candidate-versus-top-five prediction transition count
flip::processbench_gsm8k_qwen3_4b::NO_FLIP_INCORRECT,current_common_eight_qwen_prediction_flips,processbench_gsm8k_qwen3_4b,NO_FLIP_INCORRECT,prediction_flip_count,210,,,210,210,exact deterministic candidate-versus-top-five prediction transition count
flip::processbench_gsm8k_qwen3_8b::FLIP_GAIN,current_common_eight_qwen_prediction_flips,processbench_gsm8k_qwen3_8b,FLIP_GAIN,prediction_flip_count,8,,,8,8,exact deterministic candidate-versus-top-five prediction transition count
flip::processbench_gsm8k_qwen3_8b::FLIP_LATERAL,current_common_eight_qwen_prediction_flips,processbench_gsm8k_qwen3_8b,FLIP_LATERAL,prediction_flip_count,17,,,17,17,exact deterministic candidate-versus-top-five prediction transition count
flip::processbench_gsm8k_qwen3_8b::FLIP_LOSS,current_common_eight_qwen_prediction_flips,processbench_gsm8k_qwen3_8b,FLIP_LOSS,prediction_flip_count,13,,,13,13,exact deterministic candidate-versus-top-five prediction transition count
flip::processbench_gsm8k_qwen3_8b::NO_FLIP_CORRECT,current_common_eight_qwen_prediction_flips,processbench_gsm8k_qwen3_8b,NO_FLIP_CORRECT,prediction_flip_count,149,,,149,149,exact deterministic candidate-versus-top-five prediction transition count
flip::processbench_gsm8k_qwen3_8b::NO_FLIP_INCORRECT,current_common_eight_qwen_prediction_flips,processbench_gsm8k_qwen3_8b,NO_FLIP_INCORRECT,prediction_flip_count,213,,,213,213,exact deterministic candidate-versus-top-five prediction transition count
flip::processbench_math_qwen3_4b::FLIP_GAIN,current_common_eight_qwen_prediction_flips,processbench_math_qwen3_4b,FLIP_GAIN,prediction_flip_count,17,,,17,17,exact deterministic candidate-versus-top-five prediction transition count
flip::processbench_math_qwen3_4b::FLIP_LATERAL,current_common_eight_qwen_prediction_flips,processbench_math_qwen3_4b,FLIP_LATERAL,prediction_flip_count,68,,,68,68,exact deterministic candidate-versus-top-five prediction transition count
flip::processbench_math_qwen3_4b::FLIP_LOSS,current_common_eight_qwen_prediction_flips,processbench_math_qwen3_4b,FLIP_LOSS,prediction_flip_count,30,,,30,30,exact deterministic candidate-versus-top-five prediction transition count
flip::processbench_math_qwen3_4b::NO_FLIP_CORRECT,current_common_eight_qwen_prediction_flips,processbench_math_qwen3_4b,NO_FLIP_CORRECT,prediction_flip_count,329,,,329,329,exact deterministic candidate-versus-top-five prediction transition count
flip::processbench_math_qwen3_4b::NO_FLIP_INCORRECT,current_common_eight_qwen_prediction_flips,processbench_math_qwen3_4b,NO_FLIP_INCORRECT,prediction_flip_count,556,,,556,556,exact deterministic candidate-versus-top-five prediction transition count
flip::processbench_math_qwen3_8b::FLIP_GAIN,current_common_eight_qwen_prediction_flips,processbench_math_qwen3_8b,FLIP_GAIN,prediction_flip_count,19,,,19,19,exact deterministic candidate-versus-top-five prediction transition count
flip::processbench_math_qwen3_8b::FLIP_LATERAL,current_common_eight_qwen_prediction_flips,processbench_math_qwen3_8b,FLIP_LATERAL,prediction_flip_count,75,,,75,75,exact deterministic candidate-versus-top-five prediction transition count
flip::processbench_math_qwen3_8b::FLIP_LOSS,current_common_eight_qwen_prediction_flips,processbench_math_qwen3_8b,FLIP_LOSS,prediction_flip_count,19,,,19,19,exact deterministic candidate-versus-top-five prediction transition count
flip::processbench_math_qwen3_8b::NO_FLIP_CORRECT,current_common_eight_qwen_prediction_flips,processbench_math_qwen3_8b,NO_FLIP_CORRECT,prediction_flip_count,361,,,361,361,exact deterministic candidate-versus-top-five prediction transition count
flip::processbench_math_qwen3_8b::NO_FLIP_INCORRECT,current_common_eight_qwen_prediction_flips,processbench_math_qwen3_8b,NO_FLIP_INCORRECT,prediction_flip_count,526,,,526,526,exact deterministic candidate-versus-top-five prediction transition count
flip::processbench_olympiadbench_qwen3_4b::FLIP_GAIN,current_common_eight_qwen_prediction_flips,processbench_olympiadbench_qwen3_4b,FLIP_GAIN,prediction_flip_count,25,,,25,25,exact deterministic candidate-versus-top-five prediction transition count
flip::processbench_olympiadbench_qwen3_4b::FLIP_LATERAL,current_common_eight_qwen_prediction_flips,processbench_olympiadbench_qwen3_4b,FLIP_LATERAL,prediction_flip_count,93,,,93,93,exact deterministic candidate-versus-top-five prediction transition count
flip::processbench_olympiadbench_qwen3_4b::FLIP_LOSS,current_common_eight_qwen_prediction_flips,processbench_olympiadbench_qwen3_4b,FLIP_LOSS,prediction_flip_count,22,,,22,22,exact deterministic candidate-versus-top-five prediction transition count
flip::processbench_olympiadbench_qwen3_4b::NO_FLIP_CORRECT,current_common_eight_qwen_prediction_flips,processbench_olympiadbench_qwen3_4b,NO_FLIP_CORRECT,prediction_flip_count,297,,,297,297,exact deterministic candidate-versus-top-five prediction transition count
flip::processbench_olympiadbench_qwen3_4b::NO_FLIP_INCORRECT,current_common_eight_qwen_prediction_flips,processbench_olympiadbench_qwen3_4b,NO_FLIP_INCORRECT,prediction_flip_count,563,,,563,563,exact deterministic candidate-versus-top-five prediction transition count
flip::processbench_olympiadbench_qwen3_8b::FLIP_GAIN,current_common_eight_qwen_prediction_flips,processbench_olympiadbench_qwen3_8b,FLIP_GAIN,prediction_flip_count,21,,,21,21,exact deterministic candidate-versus-top-five prediction transition count
flip::processbench_olympiadbench_qwen3_8b::FLIP_LATERAL,current_common_eight_qwen_prediction_flips,processbench_olympiadbench_qwen3_8b,FLIP_LATERAL,prediction_flip_count,92,,,92,92,exact deterministic candidate-versus-top-five prediction transition count
flip::processbench_olympiadbench_qwen3_8b::FLIP_LOSS,current_common_eight_qwen_prediction_flips,processbench_olympiadbench_qwen3_8b,FLIP_LOSS,prediction_flip_count,22,,,22,22,exact deterministic candidate-versus-top-five prediction transition count
flip::processbench_olympiadbench_qwen3_8b::NO_FLIP_CORRECT,current_common_eight_qwen_prediction_flips,processbench_olympiadbench_qwen3_8b,NO_FLIP_CORRECT,prediction_flip_count,328,,,328,328,exact deterministic candidate-versus-top-five prediction transition count
flip::processbench_olympiadbench_qwen3_8b::NO_FLIP_INCORRECT,current_common_eight_qwen_prediction_flips,processbench_olympiadbench_qwen3_8b,NO_FLIP_INCORRECT,prediction_flip_count,537,,,537,537,exact deterministic candidate-versus-top-five prediction transition count
flip::processbench_omnimath_qwen3_4b::FLIP_GAIN,current_common_eight_qwen_prediction_flips,processbench_omnimath_qwen3_4b,FLIP_GAIN,prediction_flip_count,16,,,16,16,exact deterministic candidate-versus-top-five prediction transition count
flip::processbench_omnimath_qwen3_4b::FLIP_LATERAL,current_common_eight_qwen_prediction_flips,processbench_omnimath_qwen3_4b,FLIP_LATERAL,prediction_flip_count,64,,,64,64,exact deterministic candidate-versus-top-five prediction transition count
flip::processbench_omnimath_qwen3_4b::FLIP_LOSS,current_common_eight_qwen_prediction_flips,processbench_omnimath_qwen3_4b,FLIP_LOSS,prediction_flip_count,25,,,25,25,exact deterministic candidate-versus-top-five prediction transition count
flip::processbench_omnimath_qwen3_4b::NO_FLIP_CORRECT,current_common_eight_qwen_prediction_flips,processbench_omnimath_qwen3_4b,NO_FLIP_CORRECT,prediction_flip_count,283,,,283,283,exact deterministic candidate-versus-top-five prediction transition count
flip::processbench_omnimath_qwen3_4b::NO_FLIP_INCORRECT,current_common_eight_qwen_prediction_flips,processbench_omnimath_qwen3_4b,NO_FLIP_INCORRECT,prediction_flip_count,612,,,612,612,exact deterministic candidate-versus-top-five prediction transition count
flip::processbench_omnimath_qwen3_8b::FLIP_GAIN,current_common_eight_qwen_prediction_flips,processbench_omnimath_qwen3_8b,FLIP_GAIN,prediction_flip_count,18,,,18,18,exact deterministic candidate-versus-top-five prediction transition count
flip::processbench_omnimath_qwen3_8b::FLIP_LATERAL,current_common_eight_qwen_prediction_flips,processbench_omnimath_qwen3_8b,FLIP_LATERAL,prediction_flip_count,87,,,87,87,exact deterministic candidate-versus-top-five prediction transition count
flip::processbench_omnimath_qwen3_8b::FLIP_LOSS,current_common_eight_qwen_prediction_flips,processbench_omnimath_qwen3_8b,FLIP_LOSS,prediction_flip_count,29,,,29,29,exact deterministic candidate-versus-top-five prediction transition count
flip::processbench_omnimath_qwen3_8b::NO_FLIP_CORRECT,current_common_eight_qwen_prediction_flips,processbench_omnimath_qwen3_8b,NO_FLIP_CORRECT,prediction_flip_count,285,,,285,285,exact deterministic candidate-versus-top-five prediction transition count
flip::processbench_omnimath_qwen3_8b::NO_FLIP_INCORRECT,current_common_eight_qwen_prediction_flips,processbench_omnimath_qwen3_8b,NO_FLIP_INCORRECT,prediction_flip_count,581,,,581,581,exact deterministic candidate-versus-top-five prediction transition count
