world,target,arm,lambda,n,auroc_mean,auroc_se,auroc_delta_mean,auroc_delta_se,auroc_delta_one_sided_95_lower
P1-C,g,projected_ridge,0.0,8,0.7014313271604938,0.009084316874125314,0.0,0.0,0.0
P1-C,g,projected_ridge,0.01,8,0.7011612654320989,0.009086790154659683,-0.0002700617283950546,3.234435791693389e-05,-0.0003313406568998511
P1-C,g,projected_ridge,0.03,8,0.700721450617284,0.00909574524972605,-0.0007098765432098919,9.49508618490324e-05,-0.0008897684146039256
P1-C,g,projected_ridge,0.1,8,0.6993904320987654,0.009114644017555988,-0.002040895061728401,0.00014921416830937124,-0.002323593032583635
P1-C,g,projected_ridge,0.3,8,0.6962037037037037,0.009119206453991084,-0.005227623456790162,0.0004151098315722608,-0.006014081662449483
P1-C,g,projected_ridge,1.0,8,0.6901311728395062,0.009265710476749678,-0.011300154320987701,0.0009213665947820964,-0.013045755758906494
P1-D,g,a_to_g,0.0,8,0.8642399691358025,0.0069722155311213565,0.0,0.0,0.0
P1-D,g,a_to_g,0.01,8,0.8646103395061728,0.006983904490894741,0.0003703703703703404,0.00016037507477490814,6.652718491208953e-05
P1-D,g,a_to_g,0.03,8,0.8650501543209876,0.006939957735147967,0.0008101851851851222,0.0003066375610287871,0.00022923622254300124
P1-D,g,a_to_g,0.1,8,0.8661226851851851,0.006905980429938264,0.0018827160493826989,0.0007565326862171589,0.00044940540802439893
P1-D,g,a_to_g,0.3,8,0.8675617283950617,0.006731056723998265,0.0033217592592592604,0.0014142662156039184,0.0006423207452744676
P1-D,g,a_to_g,1.0,8,0.868869598765432,0.006759060283677504,0.0046296296296296224,0.001986934619448432,0.000865225809909971
P1-D,g,consensus,0.0,8,0.8642399691358025,0.0069722155311213565,0.0,0.0,0.0
P1-D,g,consensus,0.01,8,0.8645871913580248,0.0069843502096330525,0.000347222222222221,0.0001666942217080453,3.14069161820284e-05
P1-D,g,consensus,0.03,8,0.8651350308641975,0.0069286193818938035,0.0008950617283950413,0.0003435901551271284,0.00024410317157162775
P1-D,g,consensus,0.1,8,0.8663503086419753,0.006862059696644612,0.002110339506172801,0.000812830306647154,0.0005703685976303542
P1-D,g,consensus,0.3,8,0.8678433641975309,0.00666779039388406,0.0036033950617283955,0.00151122891405895,0.0007402530937589058
P1-D,g,consensus,1.0,8,0.8690316358024692,0.006734939744281893,0.004791666666666666,0.0020987309851670495,0.0008154558443297039
P1-D,g,direct_a,0.0,8,0.8642399691358025,0.0069722155311213565,0.0,0.0,0.0
P1-D,g,direct_a,0.01,8,0.8646103395061728,0.006983904490894741,0.0003703703703703404,0.00016037507477490814,6.652718491208953e-05
P1-D,g,direct_a,0.03,8,0.8650501543209876,0.006939957735147967,0.0008101851851851222,0.0003066375610287871,0.00022923622254300124
P1-D,g,direct_a,0.1,8,0.8661226851851851,0.006905980429938264,0.0018827160493826989,0.0007565326862171589,0.00044940540802439893
P1-D,g,direct_a,0.3,8,0.8675617283950617,0.006731056723998265,0.0033217592592592604,0.0014142662156039184,0.0006423207452744676
P1-D,g,direct_a,1.0,8,0.868869598765432,0.006759060283677504,0.0046296296296296224,0.001986934619448432,0.000865225809909971
P1-D,g,direct_g,0.0,8,0.8642399691358025,0.0069722155311213565,0.0,0.0,0.0
P1-D,g,direct_g,0.01,8,0.8646141975308641,0.006972574322433916,0.0003742283950617098,0.00017522034899018218,4.225967068850647e-05
P1-D,g,direct_g,0.03,8,0.865204475308642,0.00691126685965204,0.0009645061728394827,0.00035659980323324937,0.00028889981505446263
P1-D,g,direct_g,0.1,8,0.8665162037037037,0.006828874806044998,0.0022762345679011864,0.0008911333164291136,0.0005879124523116856
P1-D,g,direct_g,0.3,8,0.8680864197530864,0.006636876476803329,0.0038464506172839474,0.00166435777979498,0.0006931939764692752
P1-D,g,direct_g,1.0,8,0.869320987654321,0.006700618604061592,0.0050810185185185125,0.002220429795168171,0.0008742397344885123
P1-D,g,g_to_a,0.0,8,0.8642399691358025,0.0069722155311213565,0.0,0.0,0.0
P1-D,g,g_to_a,0.01,8,0.8646141975308641,0.006972574322433916,0.0003742283950617098,0.00017522034899018218,4.225967068850647e-05
