task,fold,roster,population,arm,status,orientation,small_groups,converged,selected_start,selected_iterations,start_likelihood_spread,job_seconds
pb_q4,0,top30,all,pmf__spectral,ok,1.0,[],,,,,6.630682600021828
pb_q4,0,top30,all,pmf__continuous_lsml,ok,1.0,"[0, 2]",,,,,6.630682600021828
pb_q4,0,top5,all,hard__ds,ok,1.0,[],True,0,19,3.024906547466344e-09,11.90271599998232
pb_q4,0,top5,all,hard__hem,ok,1.0,"[0, 1, 2, 3, 4, 5, 6, 7]",True,2,119,2.1233745473026033e-07,11.90271599998232
pb_q4,0,top5,all,hard__equal,ok,1.0,[],,,,,8.469529299996793
pb_q4,0,top5,all,hard__spectral,ok,1.0,[],,,,,8.469529299996793
pb_q4,0,top5,all,hard__binary_lsml,ok,1.0,"[0, 1, 2, 3, 4, 5, 6, 7]",,,,,8.469529299996793
pb_q4,0,top5,all,soft__equal,ok,1.0,[],,,,,8.469529299996793
pb_q4,0,top5,all,soft__spectral,ok,1.0,[],,,,,8.469529299996793
pb_q4,0,top5,all,soft__continuous_lsml,ok,1.0,[2],,,,,8.469529299996793
pb_q4,0,top5,all,hard__continuous_lsml,ok,1.0,"[0, 1, 3, 4]",,,,,8.469529299996793
pb_q4,0,top5,all,pmf__equal,ok,1.0,[],,,,,8.469529299996793
pb_q4,0,top5,all,pmf__spectral,ok,1.0,[],,,,,8.469529299996793
pb_q4,0,top5,all,pmf__continuous_lsml,ok,1.0,[],,,,,8.469529299996793
pb_q4,0,top5,errors,hard__ds,ok,1.0,[],True,4,14,4.50429338272329e-09,20.695187699981034
pb_q4,0,top5,errors,hard__hem,ok,1.0,"[0, 1, 2, 3, 4, 5]",True,2,262,1.4431266004422127e-06,20.695187699981034
pb_q4,0,top5,errors,hard__equal,ok,1.0,[],,,,,11.475942799996119
pb_q4,0,top5,errors,hard__spectral,ok,1.0,[],,,,,11.475942799996119
pb_q4,0,top5,errors,hard__binary_lsml,ok,1.0,"[0, 1, 2, 3, 4, 5]",,,,,11.475942799996119
pb_q4,0,top5,errors,soft__equal,ok,1.0,[],,,,,11.475942799996119
pb_q4,0,top5,errors,soft__spectral,ok,1.0,[],,,,,11.475942799996119
pb_q4,0,top5,errors,soft__continuous_lsml,ok,1.0,[0],,,,,11.475942799996119
pb_q4,0,top5,errors,hard__continuous_lsml,ok,1.0,"[0, 1, 3, 4]",,,,,11.475942799996119
pb_q4,0,top5,errors,pmf__equal,ok,1.0,[],,,,,11.475942799996119
pb_q4,0,top5,errors,pmf__spectral,ok,1.0,[],,,,,11.475942799996119
pb_q4,0,top5,errors,pmf__continuous_lsml,ok,1.0,[1],,,,,11.475942799996119
pb_q4,1,consensus10,all,hard__ds,ok,1.0,[],True,1,13,2.4643935780943593e-09,21.855895400047302
pb_q4,1,consensus10,all,hard__hem,ok,1.0,"[1, 2, 3, 4, 5]",True,4,89,2.1670454763977887e-08,21.855895400047302
pb_q4,1,consensus10,all,hard__equal,ok,1.0,[],,,,,25.90125789999729
pb_q4,1,consensus10,all,hard__spectral,ok,1.0,[],,,,,25.90125789999729
pb_q4,1,consensus10,all,hard__binary_lsml,ok,1.0,"[1, 2, 3, 4, 5]",,,,,25.90125789999729
pb_q4,1,consensus10,all,soft__equal,ok,1.0,[],,,,,25.90125789999729
pb_q4,1,consensus10,all,soft__spectral,ok,1.0,[],,,,,25.90125789999729
pb_q4,1,consensus10,all,soft__continuous_lsml,ok,1.0,[1],,,,,25.90125789999729
pb_q4,1,consensus10,all,hard__continuous_lsml,ok,1.0,"[1, 2, 4]",,,,,25.90125789999729
pb_q4,1,consensus10,all,pmf__equal,ok,1.0,[],,,,,25.90125789999729
pb_q4,1,consensus10,all,pmf__spectral,ok,1.0,[],,,,,25.90125789999729
pb_q4,1,consensus10,all,pmf__continuous_lsml,ok,1.0,[1],,,,,25.90125789999729
pb_q4,1,consensus,all,hard__ds,ok,1.0,[],True,2,18,1.4339827103526659e-09,19.526157399988733
pb_q4,1,consensus,all,hard__hem,ok,1.0,"[1, 2, 4]",True,4,72,1.4684570892598003e-08,19.526157399988733
pb_q4,1,consensus,all,hard__equal,ok,1.0,[],,,,,22.66742020001402
pb_q4,1,consensus,all,hard__spectral,ok,1.0,[],,,,,22.66742020001402
pb_q4,1,consensus,all,hard__binary_lsml,ok,1.0,"[1, 2, 4]",,,,,22.66742020001402
pb_q4,1,consensus,all,soft__equal,ok,1.0,[],,,,,22.66742020001402
pb_q4,1,consensus,all,soft__spectral,ok,1.0,[],,,,,22.66742020001402
pb_q4,1,consensus,all,soft__continuous_lsml,ok,1.0,[],,,,,22.66742020001402
pb_q4,1,consensus,all,hard__continuous_lsml,ok,1.0,"[2, 3, 4]",,,,,22.66742020001402
pb_q4,1,consensus,all,pmf__equal,ok,1.0,[],,,,,22.66742020001402
pb_q4,1,consensus,all,pmf__spectral,ok,1.0,[],,,,,22.66742020001402
pb_q4,1,consensus,all,pmf__continuous_lsml,ok,1.0,[3],,,,,22.66742020001402
pb_q4,1,onset80,all,hard__ds,ok,1.0,[],True,2,26,4.748292425915679e-09,22.28495150001254
pb_q4,1,onset80,all,hard__hem,ok,1.0,"[1, 3, 4, 5]",True,3,312,6.009484696534173e-07,22.28495150001254
pb_q4,1,onset80,all,hard__equal,ok,1.0,[],,,,,18.818350600020494
pb_q4,1,onset80,all,hard__spectral,ok,1.0,[],,,,,18.818350600020494
pb_q4,1,onset80,all,hard__binary_lsml,ok,1.0,"[1, 3, 4, 5]",,,,,18.818350600020494
pb_q4,1,onset80,all,soft__equal,ok,1.0,[],,,,,18.818350600020494
pb_q4,1,onset80,all,soft__spectral,ok,1.0,[],,,,,18.818350600020494
pb_q4,1,onset80,all,soft__continuous_lsml,ok,1.0,[1],,,,,18.818350600020494
pb_q4,1,onset80,all,hard__continuous_lsml,ok,1.0,[1],,,,,18.818350600020494
pb_q4,1,onset80,all,pmf__equal,ok,1.0,[],,,,,18.818350600020494
pb_q4,1,onset80,all,pmf__spectral,ok,1.0,[],,,,,18.818350600020494
pb_q4,1,onset80,all,pmf__continuous_lsml,ok,1.0,[0],,,,,18.818350600020494
pb_q4,1,page_cross,all,hard__ds,ok,1.0,[],True,4,21,3.9991041589360066e-09,12.45289870002307
pb_q4,1,page_cross,all,hard__hem,ok,1.0,"[1, 2, 3]",True,2,77,7.76660113999128e-08,12.45289870002307
pb_q4,1,page_cross,all,hard__equal,ok,1.0,[],,,,,18.068885799963027
pb_q4,1,page_cross,all,hard__spectral,ok,1.0,[],,,,,18.068885799963027
pb_q4,1,page_cross,all,hard__binary_lsml,ok,1.0,"[1, 2, 3]",,,,,18.068885799963027
pb_q4,1,page_cross,all,soft__equal,ok,1.0,[],,,,,18.068885799963027
pb_q4,1,page_cross,all,soft__spectral,ok,1.0,[],,,,,18.068885799963027
pb_q4,1,page_cross,all,soft__continuous_lsml,ok,1.0,"[1, 3, 4]",,,,,18.068885799963027
pb_q4,1,page_cross,all,hard__continuous_lsml,ok,1.0,"[1, 2, 4]",,,,,18.068885799963027
pb_q4,1,page_cross,all,pmf__equal,ok,1.0,[],,,,,18.068885799963027
pb_q4,1,page_cross,all,pmf__spectral,ok,1.0,[],,,,,18.068885799963027
pb_q4,1,page_cross,all,pmf__continuous_lsml,ok,1.0,[2],,,,,18.068885799963027
pb_q4,1,selected,all,hard__ds,ok,1.0,[],True,4,20,3.5393430408703352e-09,8.669776000024285
pb_q4,1,selected,all,hard__hem,ok,1.0,[2],True,2,43,9.733476247220096e-09,8.669776000024285
pb_q4,1,selected,all,hard__equal,ok,1.0,[],,,,,21.169061599997804
pb_q4,1,selected,all,hard__spectral,ok,1.0,[],,,,,21.169061599997804
pb_q4,1,selected,all,hard__binary_lsml,ok,1.0,[2],,,,,21.169061599997804
pb_q4,1,selected,all,soft__equal,ok,1.0,[],,,,,21.169061599997804
pb_q4,1,selected,all,soft__spectral,ok,1.0,[],,,,,21.169061599997804
pb_q4,1,selected,all,soft__continuous_lsml,ok,1.0,[2],,,,,21.169061599997804
pb_q4,1,selected,all,hard__continuous_lsml,ok,1.0,[],,,,,21.169061599997804
pb_q4,1,selected,all,pmf__equal,ok,1.0,[],,,,,21.169061599997804
pb_q4,1,selected,all,pmf__spectral,ok,1.0,[],,,,,21.169061599997804
pb_q4,1,selected,all,pmf__continuous_lsml,ok,1.0,[],,,,,21.169061599997804
pb_q4,1,selected_all,all,hard__ds,ok,1.0,[],True,0,18,1.0898251190383235e-09,13.393006199970841
pb_q4,1,selected_all,all,hard__hem,ok,1.0,[],True,1,107,9.989884475203326e-09,13.393006199970841
pb_q4,1,selected_all,all,hard__equal,ok,1.0,[],,,,,19.89189269999042
pb_q4,1,selected_all,all,hard__spectral,ok,1.0,[],,,,,19.89189269999042
pb_q4,1,selected_all,all,hard__binary_lsml,ok,1.0,[],,,,,19.89189269999042
pb_q4,1,selected_all,all,soft__equal,ok,1.0,[],,,,,19.89189269999042
pb_q4,1,selected_all,all,soft__spectral,ok,1.0,[],,,,,19.89189269999042
pb_q4,1,selected_all,all,soft__continuous_lsml,ok,1.0,[2],,,,,19.89189269999042
pb_q4,1,selected_all,all,hard__continuous_lsml,ok,1.0,[],,,,,19.89189269999042
pb_q4,1,selected_all,all,pmf__equal,ok,1.0,[],,,,,19.89189269999042
pb_q4,1,selected_all,all,pmf__spectral,ok,1.0,[],,,,,19.89189269999042
pb_q4,1,selected_all,all,pmf__continuous_lsml,ok,1.0,[],,,,,19.89189269999042
pb_q4,1,shuffle,all,hard__ds,ok,1.0,[],True,2,24,7.138678981277735e-09,18.4003883000114
pb_q4,1,shuffle,all,hard__hem,ok,1.0,"[2, 3]",True,1,230,2.570264934220745e-07,18.4003883000114
pb_q4,1,shuffle,all,hard__equal,ok,1.0,[],,,,,20.769191699975636
pb_q4,1,shuffle,all,hard__spectral,ok,1.0,[],,,,,20.769191699975636
pb_q4,1,shuffle,all,hard__binary_lsml,ok,1.0,"[2, 3]",,,,,20.769191699975636
pb_q4,1,shuffle,all,soft__equal,ok,1.0,[],,,,,20.769191699975636
pb_q4,1,shuffle,all,soft__spectral,ok,1.0,[],,,,,20.769191699975636
pb_q4,1,shuffle,all,soft__continuous_lsml,ok,1.0,[],,,,,20.769191699975636
pb_q4,1,shuffle,all,hard__continuous_lsml,ok,1.0,[2],,,,,20.769191699975636
pb_q4,1,shuffle,all,pmf__equal,ok,1.0,[],,,,,20.769191699975636
pb_q4,1,shuffle,all,pmf__spectral,ok,1.0,[],,,,,20.769191699975636
pb_q4,1,shuffle,all,pmf__continuous_lsml,ok,1.0,[],,,,,20.769191699975636
pb_q4,1,shuffle_consensus,all,hard__ds,ok,1.0,[],True,1,7,5.114626056013094e-09,19.170681999996305
pb_q4,1,shuffle_consensus,all,hard__hem,ok,1.0,[],True,1,40,1.929860804494865e-08,19.170681999996305
pb_q4,1,shuffle_consensus,all,hard__equal,ok,1.0,[],,,,,29.69465650001075
pb_q4,1,shuffle_consensus,all,hard__spectral,ok,1.0,[],,,,,29.69465650001075
pb_q4,1,shuffle_consensus,all,hard__binary_lsml,ok,1.0,[],,,,,29.69465650001075
pb_q4,1,shuffle_consensus,all,soft__equal,ok,1.0,[],,,,,29.69465650001075
pb_q4,1,shuffle_consensus,all,soft__spectral,ok,1.0,[],,,,,29.69465650001075
pb_q4,1,shuffle_consensus,all,soft__continuous_lsml,ok,1.0,[],,,,,29.69465650001075
pb_q4,1,shuffle_consensus,all,hard__continuous_lsml,ok,1.0,[],,,,,29.69465650001075
pb_q4,1,shuffle_consensus,all,pmf__equal,ok,1.0,[],,,,,29.69465650001075
pb_q4,1,shuffle_consensus,all,pmf__spectral,ok,1.0,[],,,,,29.69465650001075
pb_q4,1,shuffle_consensus,all,pmf__continuous_lsml,ok,1.0,"[0, 3]",,,,,29.69465650001075
pb_q4,1,top30,all,hard__ds,ok,1.0,[],True,1,16,3.4823806061012874e-09,12.879673399962485
pb_q4,1,top30,all,hard__hem,ok,1.0,[1],True,2,120,3.1778419895545085e-08,12.879673399962485
pb_q4,1,top30,all,hard__equal,ok,1.0,[],,,,,18.087597400008235
pb_q4,1,top30,all,hard__spectral,ok,1.0,[],,,,,18.087597400008235
pb_q4,1,top30,all,hard__binary_lsml,ok,1.0,[1],,,,,18.087597400008235
pb_q4,1,top30,all,soft__equal,ok,1.0,[],,,,,18.087597400008235
pb_q4,1,top30,all,soft__spectral,ok,1.0,[],,,,,18.087597400008235
pb_q4,1,top30,all,soft__continuous_lsml,ok,1.0,[2],,,,,18.087597400008235
pb_q4,1,top30,all,hard__continuous_lsml,ok,1.0,[1],,,,,18.087597400008235
pb_q4,1,top30,all,pmf__equal,ok,1.0,[],,,,,18.087597400008235
pb_q4,1,top30,all,pmf__spectral,ok,1.0,[],,,,,18.087597400008235
pb_q4,1,top30,all,pmf__continuous_lsml,ok,1.0,"[0, 3]",,,,,18.087597400008235
pb_q4,1,top5,all,hard__ds,ok,1.0,[],True,3,21,2.3482211730652125e-09,19.03694819996599
pb_q4,1,top5,all,hard__hem,ok,1.0,"[0, 1, 2, 3, 4, 5, 7]",True,2,122,2.0421204549592176e-07,19.03694819996599
pb_q4,1,top5,all,hard__equal,ok,1.0,[],,,,,24.994792300043628
pb_q4,1,top5,all,hard__spectral,ok,1.0,[],,,,,24.994792300043628
pb_q4,1,top5,all,hard__binary_lsml,ok,1.0,"[0, 1, 2, 3, 4, 5, 7]",,,,,24.994792300043628
pb_q4,1,top5,all,soft__equal,ok,1.0,[],,,,,24.994792300043628
pb_q4,1,top5,all,soft__spectral,ok,1.0,[],,,,,24.994792300043628
pb_q4,1,top5,all,soft__continuous_lsml,ok,1.0,[2],,,,,24.994792300043628
pb_q4,1,top5,all,hard__continuous_lsml,ok,1.0,"[0, 1, 3, 4]",,,,,24.994792300043628
pb_q4,1,top5,all,pmf__equal,ok,1.0,[],,,,,24.994792300043628
pb_q4,1,top5,all,pmf__spectral,ok,1.0,[],,,,,24.994792300043628
pb_q4,1,top5,all,pmf__continuous_lsml,ok,1.0,[],,,,,24.994792300043628
pb_q4,1,top5,errors,hard__ds,ok,1.0,[],True,3,18,2.1383552706311093e-09,23.63892500003567
pb_q4,1,top5,errors,hard__hem,ok,1.0,"[1, 2, 4, 5, 6]",True,2,213,7.363089653544819e-07,23.63892500003567
pb_q4,1,top5,errors,hard__equal,ok,1.0,[],,,,,17.82246060000034
pb_q4,1,top5,errors,hard__spectral,ok,1.0,[],,,,,17.82246060000034
pb_q4,1,top5,errors,hard__binary_lsml,ok,1.0,"[1, 2, 4, 5, 6]",,,,,17.82246060000034
pb_q4,1,top5,errors,soft__equal,ok,1.0,[],,,,,17.82246060000034
pb_q4,1,top5,errors,soft__spectral,ok,1.0,[],,,,,17.82246060000034
pb_q4,1,top5,errors,soft__continuous_lsml,ok,1.0,[0],,,,,17.82246060000034
pb_q4,1,top5,errors,hard__continuous_lsml,ok,1.0,"[0, 1, 3, 4]",,,,,17.82246060000034
pb_q4,1,top5,errors,pmf__equal,ok,1.0,[],,,,,17.82246060000034
pb_q4,1,top5,errors,pmf__spectral,ok,1.0,[],,,,,17.82246060000034
pb_q4,1,top5,errors,pmf__continuous_lsml,ok,1.0,[1],,,,,17.82246060000034
pb_q4,2,consensus10,all,hard__ds,ok,1.0,[],True,1,14,7.02383484707525e-10,19.284102300007362
pb_q4,2,consensus10,all,hard__hem,ok,1.0,"[1, 2, 3, 4, 5]",True,4,81,2.1049904042058643e-08,19.284102300007362
pb_q4,2,consensus10,all,hard__equal,ok,1.0,[],,,,,27.74597350001568
pb_q4,2,consensus10,all,hard__spectral,ok,1.0,[],,,,,27.74597350001568
pb_q4,2,consensus10,all,hard__binary_lsml,ok,1.0,"[1, 2, 3, 4, 5]",,,,,27.74597350001568
pb_q4,2,consensus10,all,soft__equal,ok,1.0,[],,,,,27.74597350001568
pb_q4,2,consensus10,all,soft__spectral,ok,1.0,[],,,,,27.74597350001568
pb_q4,2,consensus10,all,soft__continuous_lsml,ok,1.0,[1],,,,,27.74597350001568
pb_q4,2,consensus10,all,hard__continuous_lsml,ok,1.0,"[2, 3, 4]",,,,,27.74597350001568
pb_q4,2,consensus10,all,pmf__equal,ok,1.0,[],,,,,27.74597350001568
pb_q4,2,consensus10,all,pmf__spectral,ok,1.0,[],,,,,27.74597350001568
pb_q4,2,consensus10,all,pmf__continuous_lsml,ok,1.0,[1],,,,,27.74597350001568
pb_q4,2,consensus,all,hard__ds,ok,1.0,[],True,2,17,1.7959047582394305e-09,22.06503649998922
pb_q4,2,consensus,all,hard__hem,ok,1.0,[],True,0,217,1.4374078816103975e-08,22.06503649998922
pb_q4,2,consensus,all,hard__equal,ok,1.0,[],,,,,27.11211699998239
pb_q4,2,consensus,all,hard__spectral,ok,1.0,[],,,,,27.11211699998239
pb_q4,2,consensus,all,hard__binary_lsml,ok,1.0,[],,,,,27.11211699998239
pb_q4,2,consensus,all,soft__equal,ok,1.0,[],,,,,27.11211699998239
pb_q4,2,consensus,all,soft__spectral,ok,1.0,[],,,,,27.11211699998239
pb_q4,2,consensus,all,soft__continuous_lsml,ok,1.0,[0],,,,,27.11211699998239
pb_q4,2,consensus,all,hard__continuous_lsml,ok,1.0,[],,,,,27.11211699998239
pb_q4,2,consensus,all,pmf__equal,ok,1.0,[],,,,,27.11211699998239
pb_q4,2,consensus,all,pmf__spectral,ok,1.0,[],,,,,27.11211699998239
pb_q4,2,consensus,all,pmf__continuous_lsml,ok,1.0,"[0, 2, 3]",,,,,27.11211699998239
pb_q4,2,onset80,all,hard__ds,ok,1.0,[],True,0,25,3.2392253324076137e-09,26.781932199955918
