cell,domain,family,method,contract_id,pe_mean,stft_spectral_entropy,cusum_shift_idx,rpdi,auroc,auprc
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c010,drop,drop,squared,squared,0.7443328470429806,0.8949928880530752
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c011,drop,drop,squared,mode,0.7427056447087869,0.8951380473587626
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c011,drop,drop,squared,mode,0.7439260464594322,0.8943686414906038
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c012,drop,drop,mode,drop,0.7438278532151273,0.8948279523705086
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c012,drop,drop,mode,drop,0.7448238132645045,0.8938458851041786
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c013,drop,drop,mode,raw,0.743098417686006,0.8946730779952707
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c013,drop,drop,mode,raw,0.7439260464594322,0.8938637975564401
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c014,drop,drop,mode,squared,0.7430843900796769,0.8949502650090315
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c014,drop,drop,mode,squared,0.7442627090113343,0.8944806687871837
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c015,drop,drop,mode,mode,0.7427757827404333,0.8947293254108513
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c015,drop,drop,mode,mode,0.7438418808214566,0.8937577243384658
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c016,drop,raw,drop,drop,0.7444310402872854,0.8943604354531876
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c016,drop,raw,drop,drop,0.7447957580518461,0.8935545176212141
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c017,drop,raw,drop,raw,0.7434070250252498,0.8946255307909474
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c017,drop,raw,drop,raw,0.7442907642239928,0.8934201375401605
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c018,drop,raw,drop,squared,0.7437296599708225,0.894905574276357
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c018,drop,raw,drop,squared,0.7446414543822243,0.8940350368104312
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c019,drop,raw,drop,mode,0.7431264728986646,0.8943756422739514
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c019,drop,raw,drop,mode,0.7440522949163955,0.8930607456549086
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c020,drop,raw,raw,drop,0.7441925709796879,0.8945554596596991
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c020,drop,raw,raw,drop,0.7454129727303331,0.893338265374839
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c021,drop,raw,raw,raw,0.7434631354505667,0.8946001044685438
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c021,drop,raw,raw,raw,0.7444590954999438,0.8937931857884998
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c022,drop,raw,raw,squared,0.7437857703961397,0.8953869452207405
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c022,drop,raw,raw,squared,0.7449220065088092,0.8945584654155058
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c023,drop,raw,raw,mode,0.7430703624733476,0.8945298688388894
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c023,drop,raw,raw,mode,0.744683537201212,0.8935335191564385
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c024,drop,raw,squared,drop,0.7437296599708225,0.8951605910048828
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c024,drop,raw,squared,drop,0.7449220065088094,0.8943537528571177
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c025,drop,raw,squared,raw,0.7432948041746156,0.8952893730081946
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c025,drop,raw,squared,raw,0.744192570979688,0.8945296966801985
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c026,drop,raw,squared,squared,0.7434911906632252,0.8957685561163993
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c026,drop,raw,squared,squared,0.7443328470429806,0.8949928880530752
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c027,drop,raw,squared,mode,0.7427056447087869,0.8951380473587626
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c027,drop,raw,squared,mode,0.7439260464594322,0.8943686414906038
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c028,drop,raw,mode,drop,0.7438278532151273,0.8948279523705086
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c028,drop,raw,mode,drop,0.7448238132645045,0.8938458851041786
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c029,drop,raw,mode,raw,0.743098417686006,0.8946730779952707
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c029,drop,raw,mode,raw,0.7439260464594322,0.8938637975564401
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c030,drop,raw,mode,squared,0.7430843900796769,0.8949502650090315
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c030,drop,raw,mode,squared,0.7442627090113343,0.8944806687871837
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c031,drop,raw,mode,mode,0.7427757827404333,0.8947293254108513
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c031,drop,raw,mode,mode,0.7438418808214566,0.8937577243384658
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c032,drop,squared,drop,drop,0.7444310402872854,0.8943604354531876
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c032,drop,squared,drop,drop,0.7447957580518461,0.8935545176212141
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c033,drop,squared,drop,raw,0.7434070250252498,0.8946255307909474
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c033,drop,squared,drop,raw,0.7442907642239928,0.8934201375401605
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c034,drop,squared,drop,squared,0.7437296599708225,0.894905574276357
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c034,drop,squared,drop,squared,0.7446414543822243,0.8940350368104312
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c035,drop,squared,drop,mode,0.7431264728986646,0.8943756422739514
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c035,drop,squared,drop,mode,0.7440522949163955,0.8930607456549086
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c036,drop,squared,raw,drop,0.7441925709796879,0.8945554596596991
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c036,drop,squared,raw,drop,0.7454129727303331,0.893338265374839
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c037,drop,squared,raw,raw,0.7434631354505667,0.8946001044685438
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c037,drop,squared,raw,raw,0.7444590954999438,0.8937931857884998
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c038,drop,squared,raw,squared,0.7437857703961397,0.8953869452207405
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c038,drop,squared,raw,squared,0.7449220065088092,0.8945584654155058
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c039,drop,squared,raw,mode,0.7430703624733476,0.8945298688388894
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c039,drop,squared,raw,mode,0.744683537201212,0.8935335191564385
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c040,drop,squared,squared,drop,0.7437296599708225,0.8951605910048828
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c040,drop,squared,squared,drop,0.7449220065088094,0.8943537528571177
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c041,drop,squared,squared,raw,0.7432948041746156,0.8952893730081946
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c041,drop,squared,squared,raw,0.744192570979688,0.8945296966801985
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c042,drop,squared,squared,squared,0.7434911906632252,0.8957685561163993
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c042,drop,squared,squared,squared,0.7443328470429806,0.8949928880530752
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c043,drop,squared,squared,mode,0.7427056447087869,0.8951380473587626
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c043,drop,squared,squared,mode,0.7439260464594322,0.8943686414906038
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c044,drop,squared,mode,drop,0.7438278532151273,0.8948279523705086
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c044,drop,squared,mode,drop,0.7448238132645045,0.8938458851041786
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c045,drop,squared,mode,raw,0.743098417686006,0.8946730779952707
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c045,drop,squared,mode,raw,0.7439260464594322,0.8938637975564401
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c046,drop,squared,mode,squared,0.7430843900796769,0.8949502650090315
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c046,drop,squared,mode,squared,0.7442627090113343,0.8944806687871837
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c047,drop,squared,mode,mode,0.7427757827404333,0.8947293254108513
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c047,drop,squared,mode,mode,0.7438418808214566,0.8937577243384658
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c048,drop,mode,drop,drop,0.7444310402872854,0.8943604354531876
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c048,drop,mode,drop,drop,0.7447957580518461,0.8935545176212141
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c049,drop,mode,drop,raw,0.7434070250252498,0.8946255307909474
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c049,drop,mode,drop,raw,0.7442907642239928,0.8934201375401605
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c050,drop,mode,drop,squared,0.7437296599708225,0.894905574276357
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c050,drop,mode,drop,squared,0.7446414543822243,0.8940350368104312
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c051,drop,mode,drop,mode,0.7431264728986646,0.8943756422739514
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c051,drop,mode,drop,mode,0.7440522949163955,0.8930607456549086
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c052,drop,mode,raw,drop,0.7441925709796879,0.8945554596596991
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c052,drop,mode,raw,drop,0.7454129727303331,0.893338265374839
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c053,drop,mode,raw,raw,0.7434631354505667,0.8946001044685438
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c053,drop,mode,raw,raw,0.7444590954999438,0.8937931857884998
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c054,drop,mode,raw,squared,0.7437857703961397,0.8953869452207405
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c054,drop,mode,raw,squared,0.7449220065088092,0.8945584654155058
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c055,drop,mode,raw,mode,0.7430703624733476,0.8945298688388894
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c055,drop,mode,raw,mode,0.744683537201212,0.8935335191564385
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c056,drop,mode,squared,drop,0.7437296599708225,0.8951605910048828
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c056,drop,mode,squared,drop,0.7449220065088094,0.8943537528571177
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c057,drop,mode,squared,raw,0.7432948041746156,0.8952893730081946
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c057,drop,mode,squared,raw,0.744192570979688,0.8945296966801985
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c058,drop,mode,squared,squared,0.7434911906632252,0.8957685561163993
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c058,drop,mode,squared,squared,0.7443328470429806,0.8949928880530752
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c059,drop,mode,squared,mode,0.7427056447087869,0.8951380473587626
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c059,drop,mode,squared,mode,0.7439260464594322,0.8943686414906038
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c060,drop,mode,mode,drop,0.7438278532151273,0.8948279523705086
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c060,drop,mode,mode,drop,0.7448238132645045,0.8938458851041786
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c061,drop,mode,mode,raw,0.743098417686006,0.8946730779952707
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c061,drop,mode,mode,raw,0.7439260464594322,0.8938637975564401
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c062,drop,mode,mode,squared,0.7430843900796769,0.8949502650090315
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c062,drop,mode,mode,squared,0.7442627090113343,0.8944806687871837
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c063,drop,mode,mode,mode,0.7427757827404333,0.8947293254108513
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c063,drop,mode,mode,mode,0.7438418808214566,0.8937577243384658
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c064,raw,drop,drop,drop,0.743757715183481,0.8949608742665488
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c064,raw,drop,drop,drop,0.7446975648075411,0.8936794750827517
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c065,raw,drop,drop,raw,0.7430142520480307,0.894782185331394
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c065,raw,drop,drop,raw,0.7438138256087982,0.8940056033558297
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c066,raw,drop,drop,squared,0.7430563348670183,0.8949445013455555
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c066,raw,drop,drop,squared,0.7442065985860173,0.8944799180387346
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c067,raw,drop,drop,mode,0.7427757827404331,0.8947354806433085
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c067,raw,drop,drop,mode,0.7437436875771519,0.8937320321124551
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c068,raw,drop,raw,drop,0.7437717427898104,0.8948013989217694
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c068,raw,drop,raw,drop,0.7452025586353944,0.8942978891183755
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c069,raw,drop,raw,raw,0.7431685557176524,0.8950394597157062
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c069,raw,drop,raw,raw,0.7442627090113343,0.8941312181540919
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c070,raw,drop,raw,squared,0.7432527213556279,0.895535282801284
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c070,raw,drop,raw,squared,0.7445152059252609,0.894779235548561
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c071,raw,drop,raw,mode,0.7426775894961283,0.895153286481317
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c071,raw,drop,raw,mode,0.7440803501290539,0.89388840273066
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c072,raw,drop,squared,drop,0.7434911906632251,0.8954627049794774
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c072,raw,drop,squared,drop,0.7447536752328583,0.8949116176255859
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c073,raw,drop,squared,raw,0.7426214790708114,0.8952946725336224
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c073,raw,drop,squared,raw,0.7438559084277858,0.8945846010198665
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c074,raw,drop,squared,squared,0.7428038379530917,0.8958281191853313
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c074,raw,drop,squared,squared,0.7440522949163955,0.8952938738691766
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c075,raw,drop,squared,mode,0.7421866232746044,0.8952215536560775
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c075,raw,drop,squared,mode,0.7436314667265178,0.8942225733229734
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c076,raw,drop,mode,drop,0.7433929974189205,0.8949256260714161
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c076,raw,drop,mode,drop,0.7446975648075412,0.894065205095455
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c077,raw,drop,mode,raw,0.7426355066771406,0.8948611212045643
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c077,raw,drop,mode,raw,0.7435893839075299,0.8940278869019137
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c078,raw,drop,mode,squared,0.7426074514644823,0.895179632878172
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c078,raw,drop,mode,squared,0.7439541016720906,0.8947686870482687
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c079,raw,drop,mode,mode,0.7421866232746044,0.8947643042207843
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c079,raw,drop,mode,mode,0.7437156323644933,0.8941791062818762
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c080,raw,raw,drop,drop,0.743757715183481,0.8949608742665488
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c080,raw,raw,drop,drop,0.7446975648075411,0.8936794750827517
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c081,raw,raw,drop,raw,0.7430142520480307,0.894782185331394
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c081,raw,raw,drop,raw,0.7438138256087982,0.8940056033558297
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c082,raw,raw,drop,squared,0.7430563348670183,0.8949445013455555
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c082,raw,raw,drop,squared,0.7442065985860173,0.8944799180387346
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c083,raw,raw,drop,mode,0.7427757827404331,0.8947354806433085
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c083,raw,raw,drop,mode,0.7437436875771519,0.8937320321124551
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c084,raw,raw,raw,drop,0.7437717427898104,0.8948013989217694
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c084,raw,raw,raw,drop,0.7452025586353944,0.8942978891183755
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c085,raw,raw,raw,raw,0.7431685557176524,0.8950394597157062
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c085,raw,raw,raw,raw,0.7442627090113343,0.8941312181540919
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c086,raw,raw,raw,squared,0.7432527213556279,0.895535282801284
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c086,raw,raw,raw,squared,0.7445152059252609,0.894779235548561
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c087,raw,raw,raw,mode,0.7426775894961283,0.895153286481317
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c087,raw,raw,raw,mode,0.7440803501290539,0.89388840273066
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c088,raw,raw,squared,drop,0.7434911906632251,0.8954627049794774
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c088,raw,raw,squared,drop,0.7447536752328583,0.8949116176255859
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c089,raw,raw,squared,raw,0.7426214790708114,0.8952946725336224
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c089,raw,raw,squared,raw,0.7438559084277858,0.8945846010198665
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c090,raw,raw,squared,squared,0.7428038379530917,0.8958281191853313
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c090,raw,raw,squared,squared,0.7440522949163955,0.8952938738691766
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c091,raw,raw,squared,mode,0.7421866232746044,0.8952215536560775
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c091,raw,raw,squared,mode,0.7436314667265178,0.8942225733229734
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c092,raw,raw,mode,drop,0.7433929974189205,0.8949256260714161
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c092,raw,raw,mode,drop,0.7446975648075412,0.894065205095455
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c093,raw,raw,mode,raw,0.7426355066771406,0.8948611212045643
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c093,raw,raw,mode,raw,0.7435893839075299,0.8940278869019137
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c094,raw,raw,mode,squared,0.7426074514644823,0.895179632878172
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c094,raw,raw,mode,squared,0.7439541016720906,0.8947686870482687
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c095,raw,raw,mode,mode,0.7421866232746044,0.8947643042207843
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c095,raw,raw,mode,mode,0.7437156323644933,0.8941791062818762
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c096,raw,squared,drop,drop,0.743757715183481,0.8949608742665488
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c096,raw,squared,drop,drop,0.7446975648075411,0.8936794750827517
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c097,raw,squared,drop,raw,0.7430142520480307,0.894782185331394
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c097,raw,squared,drop,raw,0.7438138256087982,0.8940056033558297
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c098,raw,squared,drop,squared,0.7430563348670183,0.8949445013455555
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c098,raw,squared,drop,squared,0.7442065985860173,0.8944799180387346
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c099,raw,squared,drop,mode,0.7427757827404331,0.8947354806433085
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c099,raw,squared,drop,mode,0.7437436875771519,0.8937320321124551
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c100,raw,squared,raw,drop,0.7437717427898104,0.8948013989217694
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c100,raw,squared,raw,drop,0.7452025586353944,0.8942978891183755
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c101,raw,squared,raw,raw,0.7431685557176524,0.8950394597157062
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c101,raw,squared,raw,raw,0.7442627090113343,0.8941312181540919
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c102,raw,squared,raw,squared,0.7432527213556279,0.895535282801284
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c102,raw,squared,raw,squared,0.7445152059252609,0.894779235548561
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c103,raw,squared,raw,mode,0.7426775894961283,0.895153286481317
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c103,raw,squared,raw,mode,0.7440803501290539,0.89388840273066
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c104,raw,squared,squared,drop,0.7434911906632251,0.8954627049794774
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c104,raw,squared,squared,drop,0.7447536752328583,0.8949116176255859
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c105,raw,squared,squared,raw,0.7426214790708114,0.8952946725336224
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c105,raw,squared,squared,raw,0.7438559084277858,0.8945846010198665
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c106,raw,squared,squared,squared,0.7428038379530917,0.8958281191853313
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c106,raw,squared,squared,squared,0.7440522949163955,0.8952938738691766
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c107,raw,squared,squared,mode,0.7421866232746044,0.8952215536560775
epr_triviaqa_mistral24b,QA,triviaqa,dufs_liu,c107,raw,squared,squared,mode,0.7436314667265178,0.8942225733229734
epr_triviaqa_mistral24b,QA,triviaqa,iu_pcr,c108,raw,squared,mode,drop,0.7433929974189205,0.8949256260714161
