bank,diagnostic,stratum,feature,n,mean,median,p10,p90,zero_correct,zero_error,lag,subset
6,feature_auc,entropy_low,moment3_15,3365,0.627263709488457,0.6666666666666666,0.125,1.0,,,,
6,mean,entropy_low,moment3_15,972,0.070719457735143,0.05350168662467586,-0.16474976260723995,0.3198593566409869,,,,
6,logvar,entropy_low,moment3_15,972,-0.74966707120658,-0.5040534320474304,-3.754287302872065,1.6582277588703274,,,,
6,zero_variance,entropy_low,moment3_15,972,,,,,0,0,,
6,feature_auc,entropy_low,selected_surprisal,3365,0.5494167659145741,0.5714285714285714,0.0,1.0,,,,
6,mean,entropy_low,selected_surprisal,972,-0.036192768205909574,-0.020483492900543958,-0.2979950290782152,0.20987694232915838,,,,
6,logvar,entropy_low,selected_surprisal,972,-1.3638996947321753,-1.1030753745799666,-5.0204225956765764,1.9178890819355117,,,,
6,zero_variance,entropy_low,selected_surprisal,972,,,,,0,0,,
6,feature_auc,entropy_low,selected_squared,3365,0.5509674384592707,0.5909090909090909,0.0,1.0,,,,
6,mean,entropy_low,selected_squared,972,-0.07998040835040203,-0.045824731656609025,-0.2989287894951389,0.09720760361644742,,,,
6,logvar,entropy_low,selected_squared,970,-2.0974975743980804,-2.2741963668531344,-6.682583332571609,2.6547969128650024,,,,
6,zero_variance,entropy_low,selected_squared,972,,,,,1,1,,
6,feature_auc,entropy_low,selected_cubed,3365,0.5516362090858488,0.6,0.0,1.0,,,,
6,mean,entropy_low,selected_cubed,972,-0.09718021228518918,-0.049060951777545866,-0.3014978870121891,0.03878081755850341,,,,
6,logvar,entropy_low,selected_cubed,969,-3.1290053075609974,-3.5958217831650265,-9.284914074213601,3.7891883875994385,,,,
6,zero_variance,entropy_low,selected_cubed,972,,,,,1,2,,
6,feature_auc,entropy_low,fusion_top10,3365,0.6585672400774195,0.7142857142857143,0.1111111111111111,1.0,,,,
6,lag_excess,entropy_low,mean_signed_feature_correlation,5728,0.12076875196377773,0.10922414167188957,-0.33547044302521656,0.5988626118705733,,,1,all
6,lag_excess,entropy_low,mean_signed_feature_correlation,154,0.22312690925103018,0.21859777687333853,-0.24573589540137372,0.6583949639915198,,,1,pb_hit
6,lag_excess,entropy_low,mean_signed_feature_correlation,1067,0.15769379503370354,0.1395187664167317,-0.3391278225194416,0.6624100476206702,,,1,pb_miss
6,lag_excess,entropy_low,mean_signed_feature_correlation,4490,0.07868021134798962,0.07758274767203259,-0.3808380951761094,0.5465599890651317,,,2,all
6,lag_excess,entropy_low,mean_signed_feature_correlation,102,0.14097412289565692,0.11688318213373108,-0.25794496037894327,0.6352550231261233,,,2,pb_hit
6,lag_excess,entropy_low,mean_signed_feature_correlation,730,0.044488948960541064,0.04551246212705466,-0.4368294871782184,0.5430833288931083,,,2,pb_miss
6,lag_excess,entropy_low,mean_signed_feature_correlation,3589,0.03189707603100608,0.02559575977411359,-0.4424875055622694,0.5011413799814005,,,3,all
6,lag_excess,entropy_low,mean_signed_feature_correlation,47,0.04658918569424493,0.03757112952819402,-0.3896386654610436,0.45009469469522495,,,3,pb_hit
6,lag_excess,entropy_low,mean_signed_feature_correlation,490,0.026393112934923885,0.031134326258784716,-0.5078911595203821,0.5616430004318897,,,3,pb_miss
6,feature_auc,entropy_high,entropy15,4969,0.5594902576994382,0.5555555555555556,0.0,1.0,,,,
6,mean,entropy_high,entropy15,1778,0.07163319542396966,0.05015833014455076,-0.4021084562000315,0.5920401865861796,,,,
6,logvar,entropy_high,entropy15,1778,-0.6584682465270187,-0.3782700822890112,-4.095538158742872,2.3059795290304064,,,,
6,zero_variance,entropy_high,entropy15,1778,,,,,0,0,,
6,feature_auc,entropy_high,varentropy15,4969,0.5731543926988518,0.6,0.0,1.0,,,,
6,mean,entropy_high,varentropy15,1778,0.07763854466089726,0.06738958804433126,-0.40504576838939244,0.5863861607543096,,,,
6,logvar,entropy_high,varentropy15,1778,-0.7841731356869583,-0.5225356432355641,-4.05296685994115,2.0344801208596626,,,,
6,zero_variance,entropy_high,varentropy15,1778,,,,,0,0,,
6,feature_auc,entropy_high,moment3_15,4969,0.5914590278912906,0.625,0.0,1.0,,,,
6,mean,entropy_high,moment3_15,1778,0.1181383939575325,0.09136962866171346,-0.44175101446218756,0.7358189401632111,,,,
6,logvar,entropy_high,moment3_15,1778,-0.6529757830448685,-0.45657252015631006,-3.7840402165819005,2.2694690366035646,,,,
6,zero_variance,entropy_high,moment3_15,1778,,,,,0,0,,
6,feature_auc,entropy_high,selected_surprisal,4969,0.6231982811425426,0.6666666666666666,0.0,1.0,,,,
6,mean,entropy_high,selected_surprisal,1778,0.05777220107359719,0.07124137502934474,-0.41428540611288356,0.5366725539647272,,,,
6,logvar,entropy_high,selected_surprisal,1778,-0.9743050938313543,-0.7949250915101282,-4.145907440361874,1.9082754512015871,,,,
6,zero_variance,entropy_high,selected_surprisal,1778,,,,,0,0,,
6,feature_auc,entropy_high,selected_squared,4969,0.6333668905552059,0.6666666666666666,0.125,1.0,,,,
6,mean,entropy_high,selected_squared,1778,-0.020878187565681952,0.00239948221171489,-0.3414476377576914,0.2654862953582554,,,,
6,logvar,entropy_high,selected_squared,1778,-1.4282440399217124,-1.3065040419602962,-5.26502675235415,2.2246144323416024,,,,
6,zero_variance,entropy_high,selected_squared,1778,,,,,0,0,,
6,feature_auc,entropy_high,selected_cubed,4969,0.6402094050777217,0.6666666666666666,0.16666666666666666,1.0,,,,
6,mean,entropy_high,selected_cubed,1778,-0.06290036695285707,-0.011534753883312963,-0.30566662073087014,0.10368389158038584,,,,
6,logvar,entropy_high,selected_cubed,1778,-1.8304852531977773,-1.5898857686147863,-6.801926358565938,2.909077858524932,,,,
6,zero_variance,entropy_high,selected_cubed,1778,,,,,0,0,,
6,feature_auc,entropy_high,fusion_top10,4969,0.7227329843542082,0.8,0.25,1.0,,,,
6,lag_excess,entropy_high,mean_signed_feature_correlation,4099,0.10434242318046416,0.09691483359511632,-0.3345758490640583,0.5581949053085578,,,1,all
6,lag_excess,entropy_high,mean_signed_feature_correlation,105,0.18710062738183164,0.19696811833944147,-0.37164927932031894,0.6709613301615819,,,1,pb_hit
6,lag_excess,entropy_high,mean_signed_feature_correlation,712,0.10578827485312108,0.086948456672479,-0.36203624641964355,0.604499186195924,,,1,pb_miss
6,lag_excess,entropy_high,mean_signed_feature_correlation,3119,0.05747561087584824,0.05351039599814548,-0.38102603862568984,0.5142243022090813,,,2,all
6,lag_excess,entropy_high,mean_signed_feature_correlation,67,0.17401033675408456,0.14451135105202395,-0.2768060361718062,0.6278328173227619,,,2,pb_hit
6,lag_excess,entropy_high,mean_signed_feature_correlation,433,0.08367099069292909,0.04531264785103419,-0.37034521173308316,0.5976347426283757,,,2,pb_miss
6,lag_excess,entropy_high,mean_signed_feature_correlation,2487,0.033656644326790976,0.02631940130037778,-0.40958749643382397,0.49122347064451427,,,3,all
6,lag_excess,entropy_high,mean_signed_feature_correlation,34,0.06565741419806141,-0.006212408667816384,-0.29450319131332053,0.5130979141120663,,,3,pb_hit
6,lag_excess,entropy_high,mean_signed_feature_correlation,277,0.04066589786893528,0.05032519844608646,-0.40615970041918653,0.5061575519507329,,,3,pb_miss
6,feature_auc,short,entropy15,3816,0.6248525860474008,0.6666666666666666,0.125,1.0,,,,
6,mean,short,entropy15,1214,0.22577386911394381,0.20508044166640138,-0.4047921380396035,0.888850969379853,,,,
6,logvar,short,entropy15,1214,-0.7394181248438285,-0.5421326682134131,-3.65782582439849,2.018744964225356,,,,
6,zero_variance,short,entropy15,1214,,,,,0,0,,
6,feature_auc,short,varentropy15,3816,0.6370967219457626,0.6666666666666666,0.14285714285714285,1.0,,,,
6,mean,short,varentropy15,1214,0.21533694220143076,0.20098681727310158,-0.4078724672219277,0.8641968163227971,,,,
6,logvar,short,varentropy15,1214,-0.8701589442659594,-0.5188453610740734,-3.8712311134041513,1.7239345498197636,,,,
6,zero_variance,short,varentropy15,1214,,,,,0,0,,
6,feature_auc,short,moment3_15,3816,0.6415187539116859,0.6666666666666666,0.14285714285714285,1.0,,,,
6,mean,short,moment3_15,1214,0.2712406711716485,0.23780014444430092,-0.44153974698963716,1.038076419118398,,,,
6,logvar,short,moment3_15,1214,-0.6394387627619568,-0.49584921508662816,-3.6290621447139486,2.1823249666380304,,,,
6,zero_variance,short,moment3_15,1214,,,,,0,0,,
6,feature_auc,short,selected_surprisal,3816,0.6027829387012192,0.6666666666666666,0.016129032258064516,1.0,,,,
6,mean,short,selected_surprisal,1214,0.07760796880347283,0.056126311239938276,-0.45307583384723976,0.6449150322165312,,,,
6,logvar,short,selected_surprisal,1214,-1.1500475782346007,-0.9265402914211711,-4.533083752110498,1.996589669673386,,,,
6,zero_variance,short,selected_surprisal,1214,,,,,0,0,,
6,feature_auc,short,selected_squared,3816,0.5899085569605947,0.6666666666666666,0.06350806451612903,1.0,,,,
6,mean,short,selected_squared,1214,-0.0458756130012623,-0.04282890405792168,-0.3747846516223757,0.2824265446434264,,,,
6,logvar,short,selected_squared,1213,-1.9646373569069462,-2.028689338121573,-5.857252784133733,2.5106108020060693,,,,
6,zero_variance,short,selected_squared,1214,,,,,0,1,,
6,feature_auc,short,selected_cubed,3816,0.5885382026061062,0.6666666666666666,0.0,1.0,,,,
6,mean,short,selected_cubed,1214,-0.10042922952872643,-0.07870530806225101,-0.33928203867785534,0.09330170759251731,,,,
6,logvar,short,selected_cubed,1212,-2.957822697232774,-3.3614902040509795,-8.086299151529447,3.024803958012409,,,,
6,zero_variance,short,selected_cubed,1214,,,,,0,2,,
6,feature_auc,short,fusion_top10,3816,0.6769333367671546,0.75,0.16666666666666666,1.0,,,,
6,lag_excess,short,mean_signed_feature_correlation,5163,0.16004650479235716,0.14156132711711636,-0.3181574495746434,0.6631312721043056,,,1,all
6,lag_excess,short,mean_signed_feature_correlation,140,0.20927862573646341,0.2507972376319868,-0.4252963792967077,0.7259515721181133,,,1,pb_hit
6,lag_excess,short,mean_signed_feature_correlation,906,0.20893379987509084,0.19647708818376414,-0.3216989256413985,0.7765178466950136,,,1,pb_miss
6,lag_excess,short,mean_signed_feature_correlation,4313,0.08316988328983856,0.0785848404100646,-0.37870251182344944,0.5575457000453232,,,2,all
6,lag_excess,short,mean_signed_feature_correlation,94,0.1880303847275034,0.21803238902963107,-0.256635317153462,0.6464085764970672,,,2,pb_hit
6,lag_excess,short,mean_signed_feature_correlation,678,0.0957521510965339,0.08251882289772222,-0.40628927781558666,0.6239606850989772,,,2,pb_miss
6,lag_excess,short,mean_signed_feature_correlation,3455,0.037611620870919245,0.022294341185984962,-0.42876257452879424,0.5026387721281345,,,3,all
6,lag_excess,short,mean_signed_feature_correlation,52,-0.02545588558669579,-0.10157471835987128,-0.528526297935681,0.4701382345814409,,,3,pb_hit
6,lag_excess,short,mean_signed_feature_correlation,460,0.02160112156710552,0.010384669516480323,-0.490502341587684,0.5233776204359192,,,3,pb_miss
6,feature_auc,long,entropy15,4757,0.7110841175930985,0.8,0.2,1.0,,,,
6,mean,long,entropy15,1491,0.22982735152398437,0.20881352947952248,-0.21243465912602572,0.7187151741305982,,,,
6,logvar,long,entropy15,1491,-0.4120307269104555,-0.23341022791333196,-3.8382609589290353,2.697538938588706,,,,
6,zero_variance,long,entropy15,1491,,,,,0,0,,
6,feature_auc,long,varentropy15,4757,0.719415320243477,0.8,0.2,1.0,,,,
6,mean,long,varentropy15,1491,0.24881661855732592,0.2338228275056769,-0.20724968581841532,0.7283155257727852,,,,
6,logvar,long,varentropy15,1491,-0.5409333998750834,-0.27575741125743963,-3.8074709677771232,2.2683423372649005,,,,
6,zero_variance,long,varentropy15,1491,,,,,0,0,,
6,feature_auc,long,moment3_15,4757,0.728997943606212,0.8333333333333334,0.23697478991596643,1.0,,,,
6,mean,long,moment3_15,1491,0.27535538669100723,0.2534532205112566,-0.21562719623671922,0.8172574900237025,,,,
6,logvar,long,moment3_15,1491,-0.3348386994577731,-0.1359396198725309,-3.5891963739946458,2.750122661027312,,,,
6,zero_variance,long,moment3_15,1491,,,,,0,0,,
6,feature_auc,long,selected_surprisal,4757,0.6992628409969105,0.7692307692307693,0.16666666666666666,1.0,,,,
6,mean,long,selected_surprisal,1491,0.14740621554551236,0.13489604857805007,-0.16848477233226172,0.47171482539119336,,,,
6,logvar,long,selected_surprisal,1491,-0.3344832106559626,-0.20944581815799523,-3.567934548880825,2.538820245423749,,,,
6,zero_variance,long,selected_surprisal,1491,,,,,0,0,,
6,feature_auc,long,selected_squared,4757,0.6767092891600204,0.75,0.1282608695652175,1.0,,,,
6,mean,long,selected_squared,1491,0.03532823739928737,0.03613318924135064,-0.15066549456596792,0.2057186030923065,,,,
6,logvar,long,selected_squared,1491,-0.7288295537958774,-0.7756068685593841,-4.408966959981255,3.028722076642886,,,,
6,zero_variance,long,selected_squared,1491,,,,,0,0,,
6,feature_auc,long,selected_cubed,4757,0.6736598597357686,0.75,0.1111111111111111,1.0,,,,
6,mean,long,selected_cubed,1491,-0.017816337651791973,0.003568687830837275,-0.16592860113087787,0.08553231092974124,,,,
6,logvar,long,selected_cubed,1491,-1.1443079090806891,-1.1074438142818461,-6.36776035260118,3.7809592271569996,,,,
6,zero_variance,long,selected_cubed,1491,,,,,0,0,,
6,feature_auc,long,fusion_top10,4757,0.7495924975943314,0.9,0.25,1.0,,,,
6,lag_excess,long,mean_signed_feature_correlation,3834,0.13562229119441074,0.12474476501502704,-0.3342376044994391,0.6246345932915132,,,1,all
6,lag_excess,long,mean_signed_feature_correlation,116,0.18220902411015208,0.18550022946243497,-0.40992457333116566,0.7154346783124788,,,1,pb_hit
6,lag_excess,long,mean_signed_feature_correlation,676,0.22429360955645367,0.19773610369643224,-0.31479208843264705,0.7721128582725545,,,1,pb_miss
6,lag_excess,long,mean_signed_feature_correlation,3135,0.11023388780293529,0.10387631242154077,-0.3762046357227502,0.6062018323460232,,,2,all
6,lag_excess,long,mean_signed_feature_correlation,48,0.1920600113328713,0.09193140778114667,-0.31888735079004543,0.8296523293221951,,,2,pb_hit
6,lag_excess,long,mean_signed_feature_correlation,454,0.13046863626799712,0.10942355375036283,-0.45358256213297404,0.7822237822059833,,,2,pb_miss
6,lag_excess,long,mean_signed_feature_correlation,2439,0.06413421708710297,0.06939607670528451,-0.4275906088444504,0.5465049108238508,,,3,all
6,lag_excess,long,mean_signed_feature_correlation,25,0.2916280066521529,0.38642336763282553,-0.08031415309902451,0.626954384830527,,,3,pb_hit
6,lag_excess,long,mean_signed_feature_correlation,315,0.09778986618967142,0.09513421666306476,-0.45170332035591365,0.6830222045609469,,,3,pb_miss
6,feature_auc,early,entropy15,2826,0.6933800883434653,0.75,0.2,1.0,,,,
6,mean,early,entropy15,865,0.19529264741379143,0.17548806220528085,-0.3062151832687097,0.6962128212087282,,,,
6,logvar,early,entropy15,865,-0.5668272368716761,-0.43979391095384324,-3.8624801337958194,2.5628213574581045,,,,
6,zero_variance,early,entropy15,865,,,,,0,0,,
6,feature_auc,early,varentropy15,2826,0.6925140520151518,0.75,0.2,1.0,,,,
6,mean,early,varentropy15,865,0.20782954649267282,0.2099835048853819,-0.3502388326066093,0.7299482328128712,,,,
6,logvar,early,varentropy15,865,-0.6856322998272482,-0.552147968049058,-3.8313677930718355,2.353337148284194,,,,
6,zero_variance,early,varentropy15,865,,,,,0,0,,
6,feature_auc,early,moment3_15,2826,0.7118924563401973,0.8,0.22727272727272727,1.0,,,,
6,mean,early,moment3_15,865,0.242160961769572,0.22682256099632464,-0.33570241940789736,0.8282284305649219,,,,
6,logvar,early,moment3_15,865,-0.4937335770376047,-0.36922007965532155,-3.7214599226327487,2.511711601694254,,,,
6,zero_variance,early,moment3_15,865,,,,,0,0,,
6,feature_auc,early,selected_surprisal,2826,0.6064405996173783,0.6666666666666666,0.08333333333333333,1.0,,,,
6,mean,early,selected_surprisal,865,0.025825852659953175,0.015194772362649989,-0.4020669482219103,0.44678892918137564,,,,
6,logvar,early,selected_surprisal,865,-1.3156364923645842,-1.0210540393541898,-4.540919307547685,1.4229577246545022,,,,
6,zero_variance,early,selected_surprisal,865,,,,,0,0,,
6,feature_auc,early,selected_squared,2826,0.561953154349716,0.6628787878787878,0.0,0.8888888888888888,,,,
6,mean,early,selected_squared,865,-0.11007272112915252,-0.1148984372917698,-0.3792596759734627,0.16708941488074816,,,,
6,logvar,early,selected_squared,865,-2.860409446352885,-2.7478489986808774,-6.0791098252270235,-0.08842513735868124,,,,
6,zero_variance,early,selected_squared,865,,,,,0,0,,
6,feature_auc,early,selected_cubed,2826,0.5562597541831253,0.6666666666666666,0.0,0.875,,,,
6,mean,early,selected_cubed,865,-0.169696421064758,-0.1597692076164733,-0.37110569943146204,-0.0012490485177211448,,,,
6,logvar,early,selected_cubed,865,-4.625041876072672,-4.644484295907352,-8.530174225562355,-1.7393147025698639,,,,
6,zero_variance,early,selected_cubed,865,,,,,0,0,,
6,feature_auc,early,fusion_top10,2826,0.7783427541422224,1.0,0.3333333333333333,1.0,,,,
6,lag_excess,early,mean_signed_feature_correlation,9497,0.17484936146460334,0.16271200562607432,-0.2509061113131434,0.6161729013353019,,,1,all
6,lag_excess,early,mean_signed_feature_correlation,386,0.26325375004999924,0.25962308738481965,-0.266947378062685,0.7461442719378113,,,1,pb_hit
6,lag_excess,early,mean_signed_feature_correlation,2100,0.23004867582161123,0.2100490066750108,-0.23135928534363373,0.7377994877627201,,,1,pb_miss
6,lag_excess,early,mean_signed_feature_correlation,6709,0.09059047691223696,0.09559040069259965,-0.36927136955476164,0.5417099376657075,,,2,all
6,lag_excess,early,mean_signed_feature_correlation,196,0.1058662777920561,0.12128783650982847,-0.3680463405882658,0.6252386623331818,,,2,pb_hit
6,lag_excess,early,mean_signed_feature_correlation,1292,0.10695762452851822,0.11091500212886754,-0.4177115731164472,0.6003020158231672,,,2,pb_miss
6,lag_excess,early,mean_signed_feature_correlation,4738,0.029856590195719526,0.037171236099474224,-0.4576303736623193,0.5081361671763012,,,3,all
6,lag_excess,early,mean_signed_feature_correlation,94,-0.006379415897750882,-0.013334030121931593,-0.5463822226624282,0.5478701653870974,,,3,pb_hit
6,lag_excess,early,mean_signed_feature_correlation,728,0.016221791945078622,0.01745578173745239,-0.5670745044336847,0.556161741594065,,,3,pb_miss
6,feature_auc,late,entropy15,4733,0.5710566418968108,0.575,0.0,1.0,,,,
6,mean,late,entropy15,1937,0.09083155176637388,0.08565679718694925,-0.5523550040219198,0.7390535598653276,,,,
6,logvar,late,entropy15,1937,-0.7437593592982931,-0.593025393118209,-3.643690037919026,1.9674594885019472,,,,
6,zero_variance,late,entropy15,1937,,,,,0,0,,
6,feature_auc,late,varentropy15,4733,0.5758195947962698,0.6,0.0,1.0,,,,
6,mean,late,varentropy15,1937,0.10658747721553702,0.10059487790189425,-0.5127303212707894,0.7530935230013327,,,,
6,logvar,late,varentropy15,1937,-0.893204505656078,-0.6458111718982091,-4.022038042049063,1.8289897224695022,,,,
6,zero_variance,late,varentropy15,1937,,,,,0,0,,
6,feature_auc,late,moment3_15,4733,0.5822913375464894,0.6,0.0,1.0,,,,
6,mean,late,moment3_15,1937,0.11440707912004569,0.10708319719719835,-0.6059950897294034,0.8607121430381923,,,,
6,logvar,late,moment3_15,1937,-0.7668810404305337,-0.6040596720009503,-3.8180546707306573,2.2149223833270395,,,,
6,zero_variance,late,moment3_15,1937,,,,,0,0,,
6,feature_auc,late,selected_surprisal,4733,0.6392078528481188,0.6666666666666666,0.0,1.0,,,,
6,mean,late,selected_surprisal,1937,0.08878262397099175,0.09821955505664376,-0.41305332176603543,0.6000455325191032,,,,
6,logvar,late,selected_surprisal,1937,-0.49945509530304566,-0.27433283960295723,-4.080196623493323,2.6032304432904763,,,,
6,zero_variance,late,selected_surprisal,1937,,,,,0,0,,
6,feature_auc,late,selected_squared,4733,0.6618336730861172,0.7142857142857143,0.11911764705882386,1.0,,,,
6,mean,late,selected_squared,1937,0.0390229389649958,0.04944229754930322,-0.20274960584641455,0.27058649498227405,,,,
6,logvar,late,selected_squared,1936,-0.1709227309087631,-0.022333668059197072,-4.065869826263169,3.4598324992159197,,,,
6,zero_variance,late,selected_squared,1937,,,,,0,1,,
6,feature_auc,late,selected_cubed,4733,0.6696926232785688,0.75,0.14285714285714285,1.0,,,,
6,mean,late,selected_cubed,1937,0.015337048556173676,0.017450063382866046,-0.07970515881906713,0.10824527850793425,,,,
6,logvar,late,selected_cubed,1935,0.1262620825477813,0.11287911935985077,-4.3390614870867505,4.3635424781939856,,,,
6,zero_variance,late,selected_cubed,1937,,,,,1,1,,
6,feature_auc,late,fusion_top10,4733,0.6784891964904566,0.75,0.16666666666666666,1.0,,,,
6,lag_excess,late,mean_signed_feature_correlation,7958,0.09266719872454882,0.07747287819793151,-0.2934392081858051,0.4980108108520162,,,1,all
6,lag_excess,late,mean_signed_feature_correlation,282,0.09463519191933584,0.050525775355625156,-0.4048505559274095,0.6089541967935483,,,1,pb_hit
6,lag_excess,late,mean_signed_feature_correlation,1674,0.12467469286861481,0.10337579998127988,-0.30894519958495764,0.6100058151829041,,,1,pb_miss
6,lag_excess,late,mean_signed_feature_correlation,5585,0.021687051229602666,0.01906072490782849,-0.41751253369259195,0.45667138487198533,,,2,all
6,lag_excess,late,mean_signed_feature_correlation,136,0.0032283070213273376,0.00102529012609028,-0.5071737342198889,0.5341478442119572,,,2,pb_hit
6,lag_excess,late,mean_signed_feature_correlation,982,0.0004072714827517334,-0.014633309738064315,-0.5418920585839523,0.5339368585050813,,,2,pb_miss
6,lag_excess,late,mean_signed_feature_correlation,4006,0.003368144078560806,-4.0415472461384494e-05,-0.43415472043769326,0.4412880271323222,,,3,all
6,lag_excess,late,mean_signed_feature_correlation,70,-0.049036468950689346,-0.007995757328764896,-0.7113766006808715,0.506697509078191,,,3,pb_hit
6,lag_excess,late,mean_signed_feature_correlation,544,-0.006679762768648114,-0.0036447789508111264,-0.510496861076521,0.48967338478770933,,,3,pb_miss
12,feature_auc,all,entropy15,6030,0.6481050310025686,0.6666666666666666,0.2857142857142857,1.0,,,,
12,mean,all,entropy15,4030,0.19602687692551296,0.17894124972112418,-0.30680133970475915,0.7234581889110334,,,,
12,logvar,all,entropy15,4030,-0.8045958092433455,-0.5070440906431569,-3.4140865330146677,1.544358006621812,,,,
12,zero_variance,all,entropy15,4030,,,,,0,0,,
12,feature_auc,all,varentropy15,6030,0.6543709007452201,0.6666666666666666,0.2916666666666667,1.0,,,,
12,mean,all,varentropy15,4030,0.21305440259313924,0.199358875815416,-0.30087321710877407,0.7422241457487678,,,,
12,logvar,all,varentropy15,4030,-0.9179622604178552,-0.6098616410865147,-3.574731705936872,1.3856090749038672,,,,
12,zero_variance,all,varentropy15,4030,,,,,0,0,,
12,feature_auc,all,moment3_15,6030,0.6669021056930109,0.7,0.3,1.0,,,,
12,mean,all,moment3_15,4030,0.24572244641734797,0.22378454919045349,-0.32401754749220735,0.8457235491952309,,,,
12,logvar,all,moment3_15,4030,-0.7928744050722883,-0.5127618342070657,-3.5486892877466003,1.6785517701077508,,,,
12,zero_variance,all,moment3_15,4030,,,,,0,0,,
