lane,representation,graph,tie_seed,cells,mean_liu_delta_auroc,median_liu_delta_auroc,ci_low,ci_high,positive_cells_fraction
global24,train_residualized,length_only_knn_k7,307,21,2.5230570082825287e-05,4.06256347751377e-06,-5.79947990902491e-05,9.311062267221768e-05,0.5238095238095238
global24,train_residualized,permuted_self_safe_union_knn_k7,101,21,3.107250026583112e-05,3.0793665054540398e-06,-7.922694225699039e-06,9.281872630345934e-05,0.5238095238095238
global24,train_residualized,permuted_self_safe_union_knn_k7,211,21,1.0628711850006811e-05,4.5983565473139976e-06,-1.5946512102510018e-05,3.754128910838517e-05,0.5238095238095238
global24,train_residualized,permuted_self_safe_union_knn_k7,307,21,-3.866037268096534e-07,0.0,-2.328226014369772e-05,2.3209345238039038e-05,0.3333333333333333
processbench,original,union_knn_k7_self_safe,101,4,0.002108466654834662,0.0022308893244276096,0.0013659337233668245,0.0027810945058016068,1.0
processbench,original,union_knn_k7_self_safe,211,4,0.002108466654834662,0.0022308893244276096,0.0013659337233668245,0.0027810945058016068,1.0
processbench,original,union_knn_k7_self_safe,307,4,0.002108466654834662,0.0022308893244276096,0.0013659337233668245,0.0027810945058016068,1.0
processbench,original,radius_edge_matched_k7,101,4,0.00038073954359182927,0.0002211016167547042,4.080723808294606e-05,0.0008803097759378375,0.75
processbench,original,radius_edge_matched_k7,211,4,0.00038073954359182927,0.0002211016167547042,4.080723808294606e-05,0.0008803097759378375,0.75
processbench,original,radius_edge_matched_k7,307,4,0.00038073954359182927,0.0002211016167547042,4.080723808294606e-05,0.0008803097759378375,0.75
processbench,original,adaptive_knn_mean7_k3_25,101,4,0.0020950162562240193,0.0021561585579887854,0.001350676330548084,0.0028393561818999546,1.0
processbench,original,adaptive_knn_mean7_k3_25,211,4,0.0020950162562240193,0.0021561585579887854,0.001350676330548084,0.0028393561818999546,1.0
processbench,original,adaptive_knn_mean7_k3_25,307,4,0.0020950162562240193,0.0021561585579887854,0.001350676330548084,0.0028393561818999546,1.0
processbench,original,diffusion_edge_matched_base25_t2,101,4,0.0019267261594683172,0.0019089312917502932,0.001226751521829772,0.0026444956648248863,1.0
processbench,original,diffusion_edge_matched_base25_t2,211,4,0.0019267261594683172,0.0019089312917502932,0.001226751521829772,0.0026444956648248863,1.0
