scope,channel,set,n_locators,stratum,n_erroneous,union_sla_exact,union_sla_tolerance_one,shuffled_union_sla_exact
within_channel,q15_H1,top5+onset80,2,steps_11_plus,822,0.2846715328467153,0.46228710462287104,0.1897810218978102
within_channel,q15_H1,top5+top30,2,all,4442,0.3919405673120216,0.6283205763169744,0.35929761368752816
within_channel,q15_H1,top5+top30,2,steps_2_to_5,1312,0.5091463414634146,0.8216463414634146,0.5053353658536586
within_channel,q15_H1,top5+top30,2,steps_6_to_10,2308,0.37391681109185443,0.6061525129982669,0.33232235701906415
within_channel,q15_H1,top5+top30,2,steps_11_plus,822,0.25547445255474455,0.3819951338199513,0.20194647201946472
within_channel,q15_H1,top5+std,2,all,4442,0.34781629896443045,0.6314723097703737,0.29558757316524087
within_channel,q15_H1,top5+std,2,steps_2_to_5,1312,0.4794207317073171,0.8285060975609756,0.4291158536585366
within_channel,q15_H1,top5+std,2,steps_6_to_10,2308,0.32062391681109187,0.610051993067591,0.27599653379549394
within_channel,q15_H1,top5+std,2,steps_11_plus,822,0.2141119221411192,0.3771289537712895,0.13746958637469586
within_channel,q15_H1,top5+iqr,2,all,4442,0.3809095002251238,0.6566861773975686,0.33926159387663213
within_channel,q15_H1,top5+iqr,2,steps_2_to_5,1312,0.5137195121951219,0.8407012195121951,0.5045731707317073
within_channel,q15_H1,top5+iqr,2,steps_6_to_10,2308,0.35398613518197575,0.6395147313691508,0.3037261698440208
within_channel,q15_H1,top5+iqr,2,steps_11_plus,822,0.24452554744525548,0.41119221411192214,0.17518248175182483
within_channel,q15_H1,top5+frac_above_z,2,all,4442,0.3815848716794237,0.6654660063034669,0.3340837460603332
within_channel,q15_H1,top5+frac_above_z,2,steps_2_to_5,1312,0.5198170731707317,0.8452743902439024,0.4969512195121951
within_channel,q15_H1,top5+frac_above_z,2,steps_6_to_10,2308,0.35268630849220106,0.6451473136915078,0.298526863084922
within_channel,q15_H1,top5+frac_above_z,2,steps_11_plus,822,0.24209245742092458,0.43552311435523117,0.17396593673965938
within_channel,q15_H1,top5+slope,2,all,4442,0.4085997298514183,0.6922557406573615,0.3280054029716344
within_channel,q15_H1,top5+slope,2,steps_2_to_5,1312,0.5579268292682927,0.8841463414634146,0.49314024390243905
within_channel,q15_H1,top5+slope,2,steps_6_to_10,2308,0.3817157712305026,0.6720103986135182,0.29332755632582325
within_channel,q15_H1,top5+slope,2,steps_11_plus,822,0.24574209245742093,0.44282238442822386,0.16180048661800486
within_channel,q15_H1,top5+jump,2,all,4442,0.3878883385862224,0.6670418730301666,0.3259792886087348
within_channel,q15_H1,top5+jump,2,steps_2_to_5,1312,0.5533536585365854,0.854420731707317,0.49390243902439024
within_channel,q15_H1,top5+jump,2,steps_6_to_10,2308,0.3496533795493934,0.6490467937608319,0.2907279029462738
within_channel,q15_H1,top5+jump,2,steps_11_plus,822,0.23114355231143552,0.41849148418491483,0.15693430656934307
within_channel,q15_H1,top5+q90,2,all,4442,0.3615488518685277,0.6436289959477712,0.314948221521837
within_channel,q15_H1,top5+q90,2,steps_2_to_5,1312,0.4961890243902439,0.8300304878048781,0.4649390243902439
within_channel,q15_H1,top5+q90,2,steps_6_to_10,2308,0.3327556325823224,0.6260831889081456,0.28639514731369153
within_channel,q15_H1,top5+q90,2,steps_11_plus,822,0.22749391727493917,0.3953771289537713,0.15571776155717762
within_channel,q15_H1,top5+first_token,2,all,4442,0.37820801440792434,0.6909049977487618,0.3574966231427285
within_channel,q15_H1,top5+first_token,2,steps_2_to_5,1312,0.5121951219512195,0.881859756097561,0.5175304878048781
within_channel,q15_H1,top5+first_token,2,steps_6_to_10,2308,0.3565857885615251,0.6668110918544194,0.3297227036395147
within_channel,q15_H1,top5+first_token,2,steps_11_plus,822,0.22506082725060828,0.4537712895377129,0.18004866180048662
within_channel,q15_H1,top5+boxcar8_max,2,all,4442,0.3707789284106258,0.6357496623142729,0.3430886987843314
within_channel,q15_H1,top5+boxcar8_max,2,steps_2_to_5,1312,0.5045731707317073,0.8216463414634146,0.48551829268292684
within_channel,q15_H1,top5+boxcar8_max,2,steps_6_to_10,2308,0.34748700173310226,0.6165511265164645,0.32019064124783364
within_channel,q15_H1,top5+boxcar8_max,2,steps_11_plus,822,0.22262773722627738,0.3929440389294404,0.18004866180048662
within_channel,q15_H1,top5+page_wmax,2,all,4442,0.3743809095002251,0.6330481764970733,0.34128770823953175
within_channel,q15_H1,top5+page_wmax,2,steps_2_to_5,1312,0.5076219512195121,0.8216463414634146,0.4839939024390244
within_channel,q15_H1,top5+page_wmax,2,steps_6_to_10,2308,0.35051993067590986,0.6122183708838822,0.3210571923743501
within_channel,q15_H1,top5+page_wmax,2,steps_11_plus,822,0.22871046228710462,0.3905109489051095,0.170316301703163
within_channel,q15_H1,top5+peak,7,all,4442,0.5612336785231877,0.8129221071589374,0.5511031067086898
within_channel,q15_H1,top5+peak,7,steps_2_to_5,1312,0.7004573170731707,0.930640243902439,0.71875
within_channel,q15_H1,top5+peak,7,steps_6_to_10,2308,0.541161178509532,0.8145580589254766,0.5290294627383015
within_channel,q15_H1,top5+peak,7,steps_11_plus,822,0.3953771289537713,0.6204379562043796,0.34549878345498786
within_channel,q15_H1,top5+spread,4,all,4442,0.4185051778478163,0.7080144079243584,0.3905898244034219
within_channel,q15_H1,top5+spread,4,steps_2_to_5,1312,0.5533536585365854,0.8742378048780488,0.5579268292682927
within_channel,q15_H1,top5+spread,4,steps_6_to_10,2308,0.38951473136915077,0.6941074523396881,0.3587521663778163
within_channel,q15_H1,top5+spread,4,steps_11_plus,822,0.2846715328467153,0.48175182481751827,0.21289537712895376
within_channel,q15_H1,top5+trend,3,all,4442,0.4709590274651058,0.759567762269248,0.3935164340387213
within_channel,q15_H1,top5+trend,3,steps_2_to_5,1312,0.6417682926829268,0.9237804878048781,0.583079268292683
within_channel,q15_H1,top5+trend,3,steps_6_to_10,2308,0.43630849220103984,0.7504332755632582,0.35398613518197575
within_channel,q15_H1,top5+trend,3,steps_11_plus,822,0.2956204379562044,0.5231143552311436,0.20194647201946472
within_channel,q15_H1,top5+sequential,4,all,4442,0.5524538496172895,0.8079693831607384,0.5065285907248986
within_channel,q15_H1,top5+sequential,4,steps_2_to_5,1312,0.698170731707317,0.9314024390243902,0.6722560975609756
within_channel,q15_H1,top5+sequential,4,steps_6_to_10,2308,0.5259965337954939,0.804159445407279,0.4809358752166378
within_channel,q15_H1,top5+sequential,4,steps_11_plus,822,0.39416058394160586,0.621654501216545,0.31386861313868614
within_channel,q15_H1,top5+first_token,2,all,4442,0.37820801440792434,0.6909049977487618,0.3574966231427285
within_channel,q15_H1,top5+first_token,2,steps_2_to_5,1312,0.5121951219512195,0.881859756097561,0.5175304878048781
within_channel,q15_H1,top5+first_token,2,steps_6_to_10,2308,0.3565857885615251,0.6668110918544194,0.3297227036395147
within_channel,q15_H1,top5+first_token,2,steps_11_plus,822,0.22506082725060828,0.4537712895377129,0.18004866180048662
within_channel,q15_H1,top5+mean,2,all,4442,0.3689779378658262,0.6519585772174696,0.3194506978838361
within_channel,q15_H1,top5+mean,2,steps_2_to_5,1312,0.4969512195121951,0.8361280487804879,0.4725609756097561
within_channel,q15_H1,top5+mean,2,steps_6_to_10,2308,0.34575389948006935,0.6373483535528596,0.2885615251299827
within_channel,q15_H1,top5+mean,2,steps_11_plus,822,0.22992700729927007,0.39902676399026765,0.16180048661800486
within_channel,q15_H1,all_readouts,17,all,4442,0.7717244484466457,0.9439441692931112,0.7622692480864476
within_channel,q15_H1,all_readouts,17,steps_2_to_5,1312,0.9032012195121951,0.9923780487804879,0.9085365853658537
within_channel,q15_H1,all_readouts,17,steps_6_to_10,2308,0.7582322357019065,0.9527729636048526,0.7521663778162911
within_channel,q15_H1,all_readouts,17,steps_11_plus,822,0.5997566909975669,0.8418491484184915,0.5571776155717761
within_channel,q15_VE1,top5,1,all,4442,0.3059432687978388,0.5576316974335884,0.24065736154885187
within_channel,q15_VE1,top5,1,steps_2_to_5,1312,0.41996951219512196,0.7599085365853658,0.3429878048780488
within_channel,q15_VE1,top5,1,steps_6_to_10,2308,0.28292894280762565,0.5229636048526863,0.22140381282495666
within_channel,q15_VE1,top5,1,steps_11_plus,822,0.18856447688564476,0.33211678832116787,0.13138686131386862
within_channel,q15_VE1,top5+top10,2,all,4442,0.36132372805042773,0.604907699234579,0.2980639351643404
within_channel,q15_VE1,top5+top10,2,steps_2_to_5,1312,0.49314024390243905,0.8048780487804879,0.41310975609756095
within_channel,q15_VE1,top5+top10,2,steps_6_to_10,2308,0.33535528596187175,0.5762564991334489,0.2768630849220104
within_channel,q15_VE1,top5+top10,2,steps_11_plus,822,0.22384428223844283,0.3661800486618005,0.17396593673965938
within_channel,q15_VE1,top5+max,2,all,4442,0.37528140477262495,0.6492570914002701,0.3133723547951373
within_channel,q15_VE1,top5+max,2,steps_2_to_5,1312,0.5091463414634146,0.8285060975609756,0.4321646341463415
within_channel,q15_VE1,top5+max,2,steps_6_to_10,2308,0.3492201039861352,0.6247833622183708,0.292894280762565
within_channel,q15_VE1,top5+max,2,steps_11_plus,822,0.23479318734793186,0.4318734793187348,0.18126520681265207
within_channel,q15_VE1,top5+mean,2,all,4442,0.39464205312922107,0.6735704637550652,0.31022062134173795
within_channel,q15_VE1,top5+mean,2,steps_2_to_5,1312,0.5266768292682927,0.8475609756097561,0.4344512195121951
within_channel,q15_VE1,top5+mean,2,steps_6_to_10,2308,0.3765164644714038,0.6646447140381283,0.287261698440208
within_channel,q15_VE1,top5+mean,2,steps_11_plus,822,0.23479318734793186,0.4209245742092457,0.17639902676399027
within_channel,q15_VE1,top5+log_top5,2,all,4442,0.4239081494822152,0.690004502476362,0.3433138226024313
within_channel,q15_VE1,top5+log_top5,2,steps_2_to_5,1312,0.5609756097560976,0.8574695121951219,0.47027439024390244
within_channel,q15_VE1,top5+log_top5,2,steps_6_to_10,2308,0.40771230502599654,0.6776429809358753,0.32192374350086655
within_channel,q15_VE1,top5+log_top5,2,steps_11_plus,822,0.25060827250608275,0.45742092457420924,0.20072992700729927
within_channel,q15_VE1,top5+cusum_top5,2,all,4442,0.4464205312922107,0.7287257991895543,0.38316073840612336
within_channel,q15_VE1,top5+cusum_top5,2,steps_2_to_5,1312,0.6189024390243902,0.9054878048780488,0.538109756097561
within_channel,q15_VE1,top5+cusum_top5,2,steps_6_to_10,2308,0.40814558058925476,0.7114384748700173,0.3561525129982669
within_channel,q15_VE1,top5+cusum_top5,2,steps_11_plus,822,0.27858880778588807,0.4951338199513382,0.2116788321167883
within_channel,q15_VE1,top5+onset80,2,all,4442,0.4036470058532193,0.6686177397568662,0.32192705988293563
within_channel,q15_VE1,top5+onset80,2,steps_2_to_5,1312,0.4954268292682927,0.8224085365853658,0.41539634146341464
within_channel,q15_VE1,top5+onset80,2,steps_6_to_10,2308,0.39168110918544197,0.6520797227036396,0.30329289428076256
within_channel,q15_VE1,top5+onset80,2,steps_11_plus,822,0.29075425790754256,0.46958637469586373,0.22506082725060828
within_channel,q15_VE1,top5+top30,2,all,4442,0.4083746060333183,0.6443043674020711,0.35682125168842865
within_channel,q15_VE1,top5+top30,2,steps_2_to_5,1312,0.5289634146341463,0.8277439024390244,0.4885670731707317
within_channel,q15_VE1,top5+top30,2,steps_6_to_10,2308,0.3912478336221837,0.6273830155979203,0.3310225303292894
within_channel,q15_VE1,top5+top30,2,steps_11_plus,822,0.2639902676399027,0.39902676399026765,0.21897810218978103
within_channel,q15_VE1,top5+std,2,all,4442,0.36515083295812695,0.645204862674471,0.2935614588023413
within_channel,q15_VE1,top5+std,2,steps_2_to_5,1312,0.4878048780487805,0.8224085365853658,0.4138719512195122
within_channel,q15_VE1,top5+std,2,steps_6_to_10,2308,0.34532062391681106,0.6278162911611785,0.27253032928942805
within_channel,q15_VE1,top5+std,2,steps_11_plus,822,0.22506082725060828,0.41119221411192214,0.16058394160583941
within_channel,q15_VE1,top5+iqr,2,all,4442,0.41085096803241783,0.6859522737505628,0.3266546600630347
within_channel,q15_VE1,top5+iqr,2,steps_2_to_5,1312,0.5510670731707317,0.868140243902439,0.4657012195121951
within_channel,q15_VE1,top5+iqr,2,steps_6_to_10,2308,0.38431542461005197,0.6689774696707106,0.3024263431542461
within_channel,q15_VE1,top5+iqr,2,steps_11_plus,822,0.2615571776155718,0.44282238442822386,0.17274939172749393
within_channel,q15_VE1,top5+frac_above_z,2,all,4442,0.39734353894642055,0.6816749212066636,0.32170193606483566
within_channel,q15_VE1,top5+frac_above_z,2,steps_2_to_5,1312,0.5335365853658537,0.8597560975609756,0.45884146341463417
within_channel,q15_VE1,top5+frac_above_z,2,steps_6_to_10,2308,0.37694974003466203,0.6676776429809359,0.29506065857885616
within_channel,q15_VE1,top5+frac_above_z,2,steps_11_plus,822,0.23722627737226276,0.4367396593673966,0.17761557177615572
within_channel,q15_VE1,top5+slope,2,all,4442,0.4180549302116164,0.7066636650157586,0.3239531742458352
within_channel,q15_VE1,top5+slope,2,steps_2_to_5,1312,0.5647865853658537,0.8795731707317073,0.4657012195121951
within_channel,q15_VE1,top5+slope,2,steps_6_to_10,2308,0.39298093587521665,0.6967071057192374,0.2972270363951473
within_channel,q15_VE1,top5+slope,2,steps_11_plus,822,0.2542579075425791,0.4586374695863747,0.17274939172749393
within_channel,q15_VE1,top5+jump,2,all,4442,0.4045475011256191,0.6859522737505628,0.3158487167942368
within_channel,q15_VE1,top5+jump,2,steps_2_to_5,1312,0.5442073170731707,0.8612804878048781,0.4649390243902439
within_channel,q15_VE1,top5+jump,2,steps_6_to_10,2308,0.3778162911611785,0.6733102253032929,0.28292894280762565
within_channel,q15_VE1,top5+jump,2,steps_11_plus,822,0.25669099756691,0.4416058394160584,0.170316301703163
within_channel,q15_VE1,top5+q90,2,all,4442,0.3881134624043224,0.6611886537595678,0.32192705988293563
within_channel,q15_VE1,top5+q90,2,steps_2_to_5,1312,0.5190548780487805,0.8353658536585366,0.45198170731707316
within_channel,q15_VE1,top5+q90,2,steps_6_to_10,2308,0.36871750433275563,0.6451473136915078,0.2972270363951473
within_channel,q15_VE1,top5+q90,2,steps_11_plus,822,0.23357664233576642,0.4282238442822384,0.18369829683698297
within_channel,q15_VE1,top5+first_token,2,all,4442,0.40117064385411977,0.7131922557406574,0.35051778478162987
within_channel,q15_VE1,top5+first_token,2,steps_2_to_5,1312,0.5304878048780488,0.8772865853658537,0.49771341463414637
within_channel,q15_VE1,top5+first_token,2,steps_6_to_10,2308,0.3830155979202773,0.7084055459272097,0.32062391681109187
within_channel,q15_VE1,top5+first_token,2,steps_11_plus,822,0.24574209245742093,0.46472019464720193,0.19951338199513383
within_channel,q15_VE1,top5+boxcar8_max,2,all,4442,0.3836109860423233,0.6465556055830707,0.3394867176947321
within_channel,q15_VE1,top5+boxcar8_max,2,steps_2_to_5,1312,0.5236280487804879,0.8361280487804879,0.4603658536585366
within_channel,q15_VE1,top5+boxcar8_max,2,steps_6_to_10,2308,0.3578856152512998,0.6226169844020797,0.3210571923743501
within_channel,q15_VE1,top5+boxcar8_max,2,steps_11_plus,822,0.23236009732360097,0.41119221411192214,0.19829683698296838
within_channel,q15_VE1,top5+page_wmax,2,all,4442,0.390139576767222,0.6542098153984691,0.33633498424133274
within_channel,q15_VE1,top5+page_wmax,2,steps_2_to_5,1312,0.5228658536585366,0.836890243902439,0.45426829268292684
within_channel,q15_VE1,top5+page_wmax,2,steps_6_to_10,2308,0.3648180242634315,0.6308492201039861,0.32062391681109187
within_channel,q15_VE1,top5+page_wmax,2,steps_11_plus,822,0.24939172749391728,0.4282238442822384,0.1922141119221411
within_channel,q15_VE1,top5+peak,7,all,4442,0.5886987843313822,0.8322827555155335,0.5526789734353894
within_channel,q15_VE1,top5+peak,7,steps_2_to_5,1312,0.7362804878048781,0.944359756097561,0.6966463414634146
within_channel,q15_VE1,top5+peak,7,steps_6_to_10,2308,0.5749566724436742,0.8392547660311959,0.5333622183708839
within_channel,q15_VE1,top5+peak,7,steps_11_plus,822,0.39172749391727496,0.6338199513381995,0.3771289537712895
within_channel,q15_VE1,top5+spread,4,all,4442,0.459927960378208,0.7424583520936515,0.38180999549752365
within_channel,q15_VE1,top5+spread,4,steps_2_to_5,1312,0.59375,0.8917682926829268,0.5274390243902439
within_channel,q15_VE1,top5+spread,4,steps_6_to_10,2308,0.4410745233968804,0.7378682842287695,0.35701906412478335
within_channel,q15_VE1,top5+spread,4,steps_11_plus,822,0.29927007299270075,0.5170316301703163,0.21897810218978103
within_channel,q15_VE1,top5+trend,3,all,4442,0.4871679423683026,0.7730751913552454,0.3878883385862224
within_channel,q15_VE1,top5+trend,3,steps_2_to_5,1312,0.6387195121951219,0.916920731707317,0.5655487804878049
within_channel,q15_VE1,top5+trend,3,steps_6_to_10,2308,0.46360485268630847,0.7755632582322357,0.35051993067590986
within_channel,q15_VE1,top5+trend,3,steps_11_plus,822,0.31143552311435524,0.5364963503649635,0.20924574209245742
within_channel,q15_VE1,top5+sequential,4,all,4442,0.570013507429086,0.8201260693381359,0.5013507429085997
within_channel,q15_VE1,top5+sequential,4,steps_2_to_5,1312,0.7141768292682927,0.9435975609756098,0.649390243902439
within_channel,q15_VE1,top5+sequential,4,steps_6_to_10,2308,0.5446273830155979,0.8132582322357019,0.47660311958405543
within_channel,q15_VE1,top5+sequential,4,steps_11_plus,822,0.41119221411192214,0.6423357664233577,0.33454987834549876
within_channel,q15_VE1,top5+first_token,2,all,4442,0.40117064385411977,0.7131922557406574,0.35051778478162987
within_channel,q15_VE1,top5+first_token,2,steps_2_to_5,1312,0.5304878048780488,0.8772865853658537,0.49771341463414637
within_channel,q15_VE1,top5+first_token,2,steps_6_to_10,2308,0.3830155979202773,0.7084055459272097,0.32062391681109187
within_channel,q15_VE1,top5+first_token,2,steps_11_plus,822,0.24574209245742093,0.46472019464720193,0.19951338199513383
within_channel,q15_VE1,top5+mean,2,all,4442,0.39464205312922107,0.6735704637550652,0.31022062134173795
within_channel,q15_VE1,top5+mean,2,steps_2_to_5,1312,0.5266768292682927,0.8475609756097561,0.4344512195121951
within_channel,q15_VE1,top5+mean,2,steps_6_to_10,2308,0.3765164644714038,0.6646447140381283,0.287261698440208
within_channel,q15_VE1,top5+mean,2,steps_11_plus,822,0.23479318734793186,0.4209245742092457,0.17639902676399027
within_channel,q15_VE1,all_readouts,17,all,4442,0.7987393066186402,0.9533993696533093,0.7586672669968483
within_channel,q15_VE1,all_readouts,17,steps_2_to_5,1312,0.9153963414634146,0.9954268292682927,0.9100609756097561
within_channel,q15_VE1,all_readouts,17,steps_6_to_10,2308,0.7963604852686309,0.9640381282495667,0.7400346620450606
within_channel,q15_VE1,all_readouts,17,steps_11_plus,822,0.6192214111922141,0.8564476885644768,0.5693430656934306
within_channel,chosen_surprisal,top5,1,all,4442,0.12809545249887438,0.36267447095902744,0.20936515083295812
within_channel,chosen_surprisal,top5,1,steps_2_to_5,1312,0.2347560975609756,0.6105182926829268,0.3178353658536585
within_channel,chosen_surprisal,top5,1,steps_6_to_10,2308,0.09098786828422877,0.28986135181975736,0.177209705372617
within_channel,chosen_surprisal,top5,1,steps_11_plus,822,0.06204379562043796,0.17153284671532848,0.12652068126520682
within_channel,chosen_surprisal,top5+top10,2,all,4442,0.16073840612336784,0.39621791985592075,0.24313372354795137
within_channel,chosen_surprisal,top5+top10,2,steps_2_to_5,1312,0.27972560975609756,0.6448170731707317,0.3597560975609756
within_channel,chosen_surprisal,top5+top10,2,steps_6_to_10,2308,0.12131715771230503,0.32712305025996535,0.20883882149046792
within_channel,chosen_surprisal,top5+top10,2,steps_11_plus,822,0.08150851581508516,0.19343065693430658,0.15328467153284672
within_channel,chosen_surprisal,top5+max,2,all,4442,0.1289959477712742,0.36357496623142727,0.21274200810445745
within_channel,chosen_surprisal,top5+max,2,steps_2_to_5,1312,0.23780487804878048,0.6135670731707317,0.3246951219512195
within_channel,chosen_surprisal,top5+max,2,steps_6_to_10,2308,0.09098786828422877,0.28986135181975736,0.1789428076256499
within_channel,chosen_surprisal,top5+max,2,steps_11_plus,822,0.06204379562043796,0.17153284671532848,0.12895377128953772
within_channel,chosen_surprisal,top5+mean,2,all,4442,0.18842863574966232,0.45610085547050877,0.2435839711841513
within_channel,chosen_surprisal,top5+mean,2,steps_2_to_5,1312,0.2919207317073171,0.676829268292683,0.3620426829268293
within_channel,chosen_surprisal,top5+mean,2,steps_6_to_10,2308,0.15641247833622185,0.40511265164644716,0.20927209705372618
within_channel,chosen_surprisal,top5+mean,2,steps_11_plus,822,0.11313868613138686,0.24695863746958638,0.15085158150851583
within_channel,chosen_surprisal,top5+log_top5,2,all,4442,0.1289959477712742,0.36357496623142727,0.21319225574065737
within_channel,chosen_surprisal,top5+log_top5,2,steps_2_to_5,1312,0.23780487804878048,0.6135670731707317,0.32621951219512196
within_channel,chosen_surprisal,top5+log_top5,2,steps_6_to_10,2308,0.09098786828422877,0.28986135181975736,0.1789428076256499
within_channel,chosen_surprisal,top5+log_top5,2,steps_11_plus,822,0.06204379562043796,0.17153284671532848,0.12895377128953772
within_channel,chosen_surprisal,top5+cusum_top5,2,all,4442,0.3018910400720396,0.6004052228725799,0.3255290409725349
within_channel,chosen_surprisal,top5+cusum_top5,2,steps_2_to_5,1312,0.4420731707317073,0.7690548780487805,0.45121951219512196
within_channel,chosen_surprisal,top5+cusum_top5,2,steps_6_to_10,2308,0.2634315424610052,0.5706239168110918,0.29982668977469673
within_channel,chosen_surprisal,top5+cusum_top5,2,steps_11_plus,822,0.18613138686131386,0.4148418491484185,0.19708029197080293
within_channel,chosen_surprisal,top5+onset80,2,all,4442,0.1289959477712742,0.36357496623142727,0.2219720846465556
within_channel,chosen_surprisal,top5+onset80,2,steps_2_to_5,1312,0.23780487804878048,0.6135670731707317,0.33384146341463417
within_channel,chosen_surprisal,top5+onset80,2,steps_6_to_10,2308,0.09098786828422877,0.28986135181975736,0.18847487001733101
within_channel,chosen_surprisal,top5+onset80,2,steps_11_plus,822,0.06204379562043796,0.17153284671532848,0.13746958637469586
within_channel,chosen_surprisal,top5+top30,2,all,4442,0.2444844664565511,0.4930211616389014,0.3084196307969383
within_channel,chosen_surprisal,top5+top30,2,steps_2_to_5,1312,0.3597560975609756,0.7088414634146342,0.42301829268292684
within_channel,chosen_surprisal,top5+top30,2,steps_6_to_10,2308,0.21577123050259966,0.45190641247833624,0.2785961871750433
within_channel,chosen_surprisal,top5+top30,2,steps_11_plus,822,0.1411192214111922,0.2639902676399027,0.20924574209245742
within_channel,chosen_surprisal,top5+std,2,all,4442,0.1305718144979739,0.36582620441242686,0.21319225574065737
within_channel,chosen_surprisal,top5+std,2,steps_2_to_5,1312,0.24085365853658536,0.6189024390243902,0.3246951219512195
within_channel,chosen_surprisal,top5+std,2,steps_6_to_10,2308,0.09228769497400346,0.2907279029462738,0.1798093587521664
within_channel,chosen_surprisal,top5+std,2,steps_11_plus,822,0.06204379562043796,0.17274939172749393,0.12895377128953772
within_channel,chosen_surprisal,top5+iqr,2,all,4442,0.2915353444394417,0.6161638901395767,0.305042773525439
within_channel,chosen_surprisal,top5+iqr,2,steps_2_to_5,1312,0.4253048780487805,0.8109756097560976,0.4451219512195122
within_channel,chosen_surprisal,top5+iqr,2,steps_6_to_10,2308,0.25909878682842286,0.5966204506065858,0.2738301559792028
within_channel,chosen_surprisal,top5+iqr,2,steps_11_plus,822,0.16909975669099755,0.36009732360097324,0.16909975669099755
within_channel,chosen_surprisal,top5+frac_above_z,2,all,4442,0.2960378208014408,0.6260693381359748,0.3025664115263395
within_channel,chosen_surprisal,top5+frac_above_z,2,steps_2_to_5,1312,0.4382621951219512,0.8246951219512195,0.4481707317073171
within_channel,chosen_surprisal,top5+frac_above_z,2,steps_6_to_10,2308,0.2603986135181976,0.604419410745234,0.2673310225303293
within_channel,chosen_surprisal,top5+frac_above_z,2,steps_11_plus,822,0.16909975669099755,0.36982968369829683,0.16909975669099755
within_channel,chosen_surprisal,top5+slope,2,all,4442,0.31382260243133725,0.6661413777577667,0.2832057631697434
within_channel,chosen_surprisal,top5+slope,2,steps_2_to_5,1312,0.4679878048780488,0.9115853658536586,0.4413109756097561
within_channel,chosen_surprisal,top5+slope,2,steps_6_to_10,2308,0.2703639514731369,0.6221837088388215,0.24003466204506066
within_channel,chosen_surprisal,top5+slope,2,steps_11_plus,822,0.1897810218978102,0.3978102189781022,0.15206812652068127
within_channel,chosen_surprisal,top5+jump,2,all,4442,0.13574966231427285,0.3811346240432238,0.27870328680774425
within_channel,chosen_surprisal,top5+jump,2,steps_2_to_5,1312,0.24009146341463414,0.6257621951219512,0.4245426829268293
