scope,channel,a,b,phi_hits,both,a_only,b_only,phi_misses_shuffled
within_channel,q15_VE1,page_wmax,top30,0.45922476528718414,791,299,734,0.2885372640221805
within_channel,q15_VE1,page_wmax,std,0.3582118951551609,554,536,512,0.3138786064413474
within_channel,q15_VE1,page_wmax,slope,-0.0024809047049690197,205,885,638,0.033778638993435056
within_channel,q15_VE1,page_wmax,q90,0.33298742103996987,544,546,554,0.27613844548343425
within_channel,chosen_surprisal,top10,top5,0.8592107154334004,554,145,15,0.8643570989272227
within_channel,chosen_surprisal,top10,top30,0.6874541971244355,632,67,400,0.7113588329818974
within_channel,chosen_surprisal,max,top5,0.9664249355541269,540,4,29,0.9644394685933759
within_channel,chosen_surprisal,max,top10,0.8324102266710901,527,17,172,0.8336360596322354
within_channel,chosen_surprisal,max,mean,0.5691852089721753,371,173,274,0.5853777172196899
within_channel,chosen_surprisal,max,onset80,0.9927350336925923,544,0,7,0.9324270635857431
within_channel,chosen_surprisal,max,top30,0.5977682197620766,494,50,538,0.5789491292246773
within_channel,chosen_surprisal,max,std,0.9726290898919955,527,17,9,0.9770725257063015
within_channel,chosen_surprisal,max,slope,-0.14826373596494274,19,525,829,0.11375605310787187
within_channel,chosen_surprisal,max,q90,0.34521302819167815,305,239,560,0.11789949990922081
within_channel,chosen_surprisal,max,page_wmax,0.9554331079544119,537,7,37,0.9903188612444116
within_channel,chosen_surprisal,mean,top5,0.5628653392613923,377,268,192,0.573587398160972
within_channel,chosen_surprisal,mean,top10,0.5080204170862231,391,254,308,0.5117643494668104
within_channel,chosen_surprisal,mean,onset80,0.5679733056864155,373,272,178,0.5698496883909626
within_channel,chosen_surprisal,mean,top30,0.42388669815433155,430,215,602,0.38513551636861354
within_channel,chosen_surprisal,mean,std,0.5868785092560731,377,268,159,0.6021628011422737
within_channel,chosen_surprisal,mean,slope,-0.06037538812946986,86,559,762,0.168744917875632
within_channel,chosen_surprisal,mean,q90,0.6041491313996635,500,145,365,0.38268346356111266
within_channel,chosen_surprisal,mean,page_wmax,0.5593875382119963,377,268,197,0.5812939954837554
within_channel,chosen_surprisal,log_top5,top5,0.9664249355541269,540,4,29,0.961695282083007
within_channel,chosen_surprisal,log_top5,top10,0.8342960876981802,528,16,171,0.8336360596322354
within_channel,chosen_surprisal,log_top5,max,0.9979052228895663,543,1,1,0.9944628517435409
within_channel,chosen_surprisal,log_top5,mean,0.5691852089721753,371,173,274,0.5822347211179756
within_channel,chosen_surprisal,log_top5,onset80,0.9927350336925923,544,0,7,0.9324270635857431
within_channel,chosen_surprisal,log_top5,top30,0.5993942969187286,495,49,537,0.5802196539826291
within_channel,chosen_surprisal,log_top5,std,0.9705209002624544,526,18,10,0.9714772949413908
within_channel,chosen_surprisal,log_top5,slope,-0.14651642088734873,20,524,828,0.11375605310787187
within_channel,chosen_surprisal,log_top5,q90,0.34694719417553727,306,238,559,0.11789949990922081
within_channel,chosen_surprisal,log_top5,page_wmax,0.9533859139165355,536,8,38,0.9861693918232491
within_channel,chosen_surprisal,cusum_top5,top5,0.14079283624868083,213,772,356,0.3884584173443301
within_channel,chosen_surprisal,cusum_top5,top10,0.16816529176294695,268,717,431,0.3781300255236729
within_channel,chosen_surprisal,cusum_top5,max,0.12789719882241798,198,787,346,0.3933492203726468
within_channel,chosen_surprisal,cusum_top5,mean,0.05994828645753859,182,803,463,0.2012284654812965
within_channel,chosen_surprisal,cusum_top5,log_top5,0.12789719882241798,198,787,346,0.395997426445945
within_channel,chosen_surprisal,cusum_top5,onset80,0.13286461731700966,203,782,348,0.3902445094546738
within_channel,chosen_surprisal,cusum_top5,top30,0.21706211764104463,398,587,634,0.3324712034960653
within_channel,chosen_surprisal,cusum_top5,std,0.12168547417687144,192,793,344,0.38380108946435604
within_channel,chosen_surprisal,cusum_top5,iqr,0.013665188061313328,214,771,705,0.02992607364722259
within_channel,chosen_surprisal,cusum_top5,frac_above_z,-0.0041793287493575425,200,785,716,0.032251373755210117
within_channel,chosen_surprisal,cusum_top5,slope,-0.13104990661507723,93,892,755,0.08643569732474528
within_channel,chosen_surprisal,cusum_top5,jump,0.11410112757176481,183,802,337,0.08013151196496508
within_channel,chosen_surprisal,cusum_top5,q90,0.03720784569818746,219,766,646,0.05930875812175592
within_channel,chosen_surprisal,cusum_top5,first_token,0.12789719882241798,198,787,346,0.057246836594989504
