locator,channel,readout,reference,stratum,miss_type,n_reference_misses,hit_given_miss,hit_given_miss_tolerance_one,shuffled_hit_given_miss,real_minus_shuffled,degenerate,real_minus_shuffled_ci95
energy_innovation__iqr,energy_innovation,iqr,fused_top5_soft_equal,steps_2_to_5,any,760,0.22631578947368422,0.6328947368421053,0.2381578947368421,-0.011842105263157876,False,
energy_innovation__iqr,energy_innovation,iqr,fused_top5_soft_equal,steps_2_to_5,late,421,0.33016627078384797,0.7007125890736342,0.24703087885985747,0.0831353919239905,False,
energy_innovation__iqr,energy_innovation,iqr,fused_top5_soft_equal,steps_2_to_5,early,339,0.09734513274336283,0.5486725663716814,0.22713864306784662,-0.12979351032448377,False,
energy_innovation__iqr,energy_innovation,iqr,fused_top5_soft_equal,steps_6_to_10,any,1642,0.10901339829476249,0.3830694275274056,0.13093788063337394,-0.021924482338611453,False,
energy_innovation__iqr,energy_innovation,iqr,fused_top5_soft_equal,steps_6_to_10,late,895,0.14972067039106146,0.4446927374301676,0.12960893854748604,0.020111731843575426,False,
energy_innovation__iqr,energy_innovation,iqr,fused_top5_soft_equal,steps_6_to_10,early,747,0.060240963855421686,0.3092369477911647,0.13253012048192772,-0.07228915662650603,False,
energy_innovation__iqr,energy_innovation,iqr,fused_top5_soft_equal,steps_11_plus,any,703,0.06543385490753911,0.2332859174964438,0.07539118065433854,-0.00995732574679943,False,"[-0.037936100556707555, 0.020038796178269407]"
energy_innovation__iqr,energy_innovation,iqr,fused_top5_soft_equal,steps_11_plus,late,347,0.0893371757925072,0.2968299711815562,0.07492795389048991,0.014409221902017294,False,"[-0.02857142857142857, 0.06021103779674388]"
energy_innovation__iqr,energy_innovation,iqr,fused_top5_soft_equal,steps_11_plus,early,356,0.042134831460674156,0.17134831460674158,0.07584269662921349,-0.03370786516853933,False,
energy_innovation__iqr,energy_innovation,iqr,ct7,all,any,2743,0.15457528253736785,0.4094057601166606,0.14327378782355085,0.011301494713817,False,"[-0.00882816292074115, 0.03096228068460376]"
energy_innovation__iqr,energy_innovation,iqr,ct7,all,late,1526,0.21494102228047182,0.4947575360419397,0.1402359108781127,0.07470511140235911,False,"[0.04582352792885908, 0.10333556588035675]"
energy_innovation__iqr,energy_innovation,iqr,ct7,all,early,1217,0.07888249794576828,0.30238290879211177,0.14708299096138044,-0.06820049301561217,False,
energy_innovation__iqr,energy_innovation,iqr,ct7,steps_2_to_5,any,687,0.24017467248908297,0.6200873362445415,0.22561863173216884,0.014556040756914135,False,
energy_innovation__iqr,energy_innovation,iqr,ct7,steps_2_to_5,late,366,0.33879781420765026,0.7049180327868853,0.22404371584699453,0.11475409836065573,False,
energy_innovation__iqr,energy_innovation,iqr,ct7,steps_2_to_5,early,321,0.1277258566978193,0.5233644859813084,0.22741433021806853,-0.09968847352024923,False,
energy_innovation__iqr,energy_innovation,iqr,ct7,steps_6_to_10,any,1480,0.14054054054054055,0.38513513513513514,0.1304054054054054,0.010135135135135143,False,
energy_innovation__iqr,energy_innovation,iqr,ct7,steps_6_to_10,late,815,0.19754601226993865,0.48711656441717793,0.13006134969325153,0.06748466257668712,False,
energy_innovation__iqr,energy_innovation,iqr,ct7,steps_6_to_10,early,665,0.07067669172932331,0.26015037593984963,0.13082706766917293,-0.06015037593984962,False,
energy_innovation__iqr,energy_innovation,iqr,ct7,steps_11_plus,any,576,0.08854166666666667,0.2204861111111111,0.078125,0.010416666666666671,False,"[-0.022995188452285483, 0.04631608396513354]"
energy_innovation__iqr,energy_innovation,iqr,ct7,steps_11_plus,late,345,0.1246376811594203,0.2898550724637681,0.07536231884057971,0.04927536231884058,False,"[0.0029405333561996227, 0.09782850599922589]"
energy_innovation__iqr,energy_innovation,iqr,ct7,steps_11_plus,early,231,0.03463203463203463,0.11688311688311688,0.08225108225108226,-0.04761904761904762,False,
energy_innovation__frac_above_z,energy_innovation,frac_above_z,same_channel_top5,all,any,3732,0.04206859592711683,0.34485530546623794,0.13236870310825294,-0.09030010718113611,False,"[-0.10251658340538998, -0.07740331394021749]"
energy_innovation__frac_above_z,energy_innovation,frac_above_z,same_channel_top5,all,late,1093,0.06678865507776761,0.3897529734675206,0.1463860933211345,-0.07959743824336689,False,"[-0.10457706338349293, -0.05507707428098491]"
energy_innovation__frac_above_z,energy_innovation,frac_above_z,same_channel_top5,all,early,2639,0.03183023872679045,0.32625994694960214,0.12656309208033345,-0.094732853353543,False,
energy_innovation__frac_above_z,energy_innovation,frac_above_z,same_channel_top5,steps_2_to_5,any,961,0.07180020811654526,0.5577523413111343,0.22372528616024975,-0.15192507804370448,False,
energy_innovation__frac_above_z,energy_innovation,frac_above_z,same_channel_top5,steps_2_to_5,late,303,0.0924092409240924,0.528052805280528,0.22772277227722773,-0.13531353135313534,False,
energy_innovation__frac_above_z,energy_innovation,frac_above_z,same_channel_top5,steps_2_to_5,early,658,0.06231003039513678,0.5714285714285714,0.22188449848024316,-0.1595744680851064,False,
energy_innovation__frac_above_z,energy_innovation,frac_above_z,same_channel_top5,steps_6_to_10,any,1997,0.035553329994992486,0.30896344516775165,0.1156735102653981,-0.08012018027040561,False,
energy_innovation__frac_above_z,energy_innovation,frac_above_z,same_channel_top5,steps_6_to_10,late,591,0.06260575296108291,0.3790186125211506,0.13028764805414553,-0.06768189509306262,False,
energy_innovation__frac_above_z,energy_innovation,frac_above_z,same_channel_top5,steps_6_to_10,early,1406,0.02418207681365576,0.2795163584637269,0.10953058321479374,-0.08534850640113797,False,
energy_innovation__frac_above_z,energy_innovation,frac_above_z,same_channel_top5,steps_11_plus,any,774,0.021963824289405683,0.1731266149870801,0.06201550387596899,-0.040051679586563305,False,"[-0.061276589617570265, -0.01989389920424403]"
energy_innovation__frac_above_z,energy_innovation,frac_above_z,same_channel_top5,steps_11_plus,late,199,0.04020100502512563,0.21105527638190955,0.07035175879396985,-0.03015075376884422,False,"[-0.07692307692307693, 0.015550177256613002]"
energy_innovation__frac_above_z,energy_innovation,frac_above_z,same_channel_top5,steps_11_plus,early,575,0.01565217391304348,0.16,0.059130434782608696,-0.043478260869565216,False,
energy_innovation__frac_above_z,energy_innovation,frac_above_z,fused_top5_soft_equal,all,any,3105,0.08824476650563608,0.3710144927536232,0.13848631239935588,-0.050241545893719805,False,"[-0.06684430459499084, -0.033974455705048236]"
energy_innovation__frac_above_z,energy_innovation,frac_above_z,fused_top5_soft_equal,all,late,1663,0.10342754058929646,0.4046903187011425,0.1407095610342754,-0.03728202044497894,False,"[-0.06011445282092373, -0.01494254708004571]"
energy_innovation__frac_above_z,energy_innovation,frac_above_z,fused_top5_soft_equal,all,early,1442,0.07073509015256588,0.33217753120665744,0.13592233009708737,-0.0651872399445215,False,
energy_innovation__frac_above_z,energy_innovation,frac_above_z,fused_top5_soft_equal,steps_2_to_5,any,760,0.18421052631578946,0.6052631578947368,0.24078947368421053,-0.05657894736842106,False,
energy_innovation__frac_above_z,energy_innovation,frac_above_z,fused_top5_soft_equal,steps_2_to_5,late,421,0.2209026128266033,0.6175771971496437,0.2375296912114014,-0.0166270783847981,False,
energy_innovation__frac_above_z,energy_innovation,frac_above_z,fused_top5_soft_equal,steps_2_to_5,early,339,0.13864306784660768,0.5899705014749262,0.2448377581120944,-0.10619469026548672,False,
energy_innovation__frac_above_z,energy_innovation,frac_above_z,fused_top5_soft_equal,steps_6_to_10,any,1642,0.0682095006090134,0.34287454323995126,0.1218026796589525,-0.0535931790499391,False,
energy_innovation__frac_above_z,energy_innovation,frac_above_z,fused_top5_soft_equal,steps_6_to_10,late,895,0.07486033519553073,0.38100558659217876,0.12737430167597766,-0.05251396648044693,False,
energy_innovation__frac_above_z,energy_innovation,frac_above_z,fused_top5_soft_equal,steps_6_to_10,early,747,0.060240963855421686,0.2971887550200803,0.11512717536813923,-0.05488621151271754,False,
energy_innovation__frac_above_z,energy_innovation,frac_above_z,fused_top5_soft_equal,steps_11_plus,any,703,0.031294452347083924,0.18349928876244664,0.06685633001422475,-0.03556187766714083,False,"[-0.06077465284018536, -0.011605655001881446]"
energy_innovation__frac_above_z,energy_innovation,frac_above_z,fused_top5_soft_equal,steps_11_plus,late,347,0.0345821325648415,0.207492795389049,0.05763688760806916,-0.02305475504322766,False,"[-0.05759414015304067, 0.012354497354497306]"
energy_innovation__frac_above_z,energy_innovation,frac_above_z,fused_top5_soft_equal,steps_11_plus,early,356,0.028089887640449437,0.1601123595505618,0.07584269662921349,-0.04775280898876405,False,
energy_innovation__frac_above_z,energy_innovation,frac_above_z,ct7,all,any,2743,0.1071819176084579,0.3660226029894276,0.14108640174990886,-0.03390448414145096,False,"[-0.05199774277657408, -0.015944609621184755]"
energy_innovation__frac_above_z,energy_innovation,frac_above_z,ct7,all,late,1526,0.12057667103538663,0.4043250327653997,0.13958060288335516,-0.01900393184796853,False,"[-0.04345194721075217, 0.006015714899469053]"
energy_innovation__frac_above_z,energy_innovation,frac_above_z,ct7,all,early,1217,0.09038619556285948,0.3179950698438784,0.142974527526705,-0.05258833196384552,False,
energy_innovation__frac_above_z,energy_innovation,frac_above_z,ct7,steps_2_to_5,any,687,0.20232896652110627,0.5880640465793304,0.23871906841339155,-0.03639010189228528,False,
energy_innovation__frac_above_z,energy_innovation,frac_above_z,ct7,steps_2_to_5,late,366,0.23224043715846995,0.6120218579234973,0.23224043715846995,0.0,False,
energy_innovation__frac_above_z,energy_innovation,frac_above_z,ct7,steps_2_to_5,early,321,0.16822429906542055,0.5607476635514018,0.24610591900311526,-0.07788161993769471,False,
energy_innovation__frac_above_z,energy_innovation,frac_above_z,ct7,steps_6_to_10,any,1480,0.08783783783783784,0.33783783783783783,0.1222972972972973,-0.034459459459459454,False,
energy_innovation__frac_above_z,energy_innovation,frac_above_z,ct7,steps_6_to_10,late,815,0.09693251533742331,0.403680981595092,0.12515337423312883,-0.028220858895705525,False,
energy_innovation__frac_above_z,energy_innovation,frac_above_z,ct7,steps_6_to_10,early,665,0.07669172932330827,0.2571428571428571,0.11879699248120301,-0.04210526315789474,False,
energy_innovation__frac_above_z,energy_innovation,frac_above_z,ct7,steps_11_plus,any,576,0.043402777777777776,0.1736111111111111,0.07291666666666667,-0.029513888888888895,False,"[-0.060415308002320124, 0.0]"
energy_innovation__frac_above_z,energy_innovation,frac_above_z,ct7,steps_11_plus,late,345,0.057971014492753624,0.1855072463768116,0.07536231884057971,-0.01739130434782609,False,"[-0.06051873198847262, 0.024319827482037103]"
energy_innovation__frac_above_z,energy_innovation,frac_above_z,ct7,steps_11_plus,early,231,0.021645021645021644,0.15584415584415584,0.06926406926406926,-0.047619047619047616,False,
energy_innovation__slope,energy_innovation,slope,same_channel_top5,all,any,3732,0.08306538049303322,0.3963022508038585,0.10530546623794212,-0.022240085744908905,False,"[-0.035952551857602225, -0.008201864415072395]"
energy_innovation__slope,energy_innovation,slope,same_channel_top5,all,late,1093,0.0768526989935956,0.3604757548032937,0.1070448307410796,-0.03019213174748399,False,"[-0.05700012569488838, -0.004707766372244769]"
energy_innovation__slope,energy_innovation,slope,same_channel_top5,all,early,2639,0.08563849943160289,0.41114058355437666,0.10458507010231148,-0.018946570670708596,False,
energy_innovation__slope,energy_innovation,slope,same_channel_top5,steps_2_to_5,any,961,0.17481789802289283,0.6004162330905307,0.2133194588969823,-0.038501560874089485,False,
energy_innovation__slope,energy_innovation,slope,same_channel_top5,steps_2_to_5,late,303,0.12871287128712872,0.46534653465346537,0.19141914191419143,-0.06270627062706272,False,
energy_innovation__slope,energy_innovation,slope,same_channel_top5,steps_2_to_5,early,658,0.196048632218845,0.662613981762918,0.22340425531914893,-0.027355623100303927,False,
energy_innovation__slope,energy_innovation,slope,same_channel_top5,steps_6_to_10,any,1997,0.058587881822734104,0.37305958938407613,0.08212318477716575,-0.023535302954431646,False,
energy_innovation__slope,energy_innovation,slope,same_channel_top5,steps_6_to_10,late,591,0.06091370558375635,0.34179357021996615,0.0829103214890017,-0.021996615905245348,False,
energy_innovation__slope,energy_innovation,slope,same_channel_top5,steps_6_to_10,early,1406,0.057610241820768134,0.3862019914651494,0.08179231863442389,-0.024182076813655758,False,
energy_innovation__slope,energy_innovation,slope,same_channel_top5,steps_11_plus,any,774,0.03229974160206718,0.20284237726098192,0.031007751937984496,0.001291989664082685,False,"[-0.016796408837008735, 0.020218372668901873]"
energy_innovation__slope,energy_innovation,slope,same_channel_top5,steps_11_plus,late,199,0.04522613065326633,0.2562814070351759,0.05025125628140704,-0.0050251256281407045,False,"[-0.05288525132275132, 0.04278265851795262]"
energy_innovation__slope,energy_innovation,slope,same_channel_top5,steps_11_plus,early,575,0.02782608695652174,0.18434782608695652,0.02434782608695652,0.003478260869565219,False,
energy_innovation__slope,energy_innovation,slope,fused_top5_soft_equal,all,any,3105,0.09178743961352658,0.3958132045088567,0.11175523349436393,-0.01996779388083736,False,"[-0.035670375475041656, -0.0047762391375288605]"
energy_innovation__slope,energy_innovation,slope,fused_top5_soft_equal,all,late,1663,0.08478653036680697,0.39085989176187613,0.11485267588695129,-0.03006614552014432,False,"[-0.0509373856880517, -0.009294211850835109]"
energy_innovation__slope,energy_innovation,slope,fused_top5_soft_equal,all,early,1442,0.09986130374479889,0.4015256588072122,0.10818307905686546,-0.00832177531206657,False,
energy_innovation__slope,energy_innovation,slope,fused_top5_soft_equal,steps_2_to_5,any,760,0.1881578947368421,0.6026315789473684,0.23421052631578948,-0.04605263157894737,False,
energy_innovation__slope,energy_innovation,slope,fused_top5_soft_equal,steps_2_to_5,late,421,0.16864608076009502,0.5605700712589073,0.2327790973871734,-0.06413301662707838,False,
energy_innovation__slope,energy_innovation,slope,fused_top5_soft_equal,steps_2_to_5,early,339,0.21238938053097345,0.6548672566371682,0.2359882005899705,-0.02359882005899705,False,
energy_innovation__slope,energy_innovation,slope,fused_top5_soft_equal,steps_6_to_10,any,1642,0.07064555420219244,0.3818514007308161,0.08830694275274056,-0.01766138855054812,False,
energy_innovation__slope,energy_innovation,slope,fused_top5_soft_equal,steps_6_to_10,late,895,0.06480446927374302,0.37988826815642457,0.09273743016759776,-0.027932960893854747,False,
energy_innovation__slope,energy_innovation,slope,fused_top5_soft_equal,steps_6_to_10,early,747,0.07764390896921017,0.38420348058902276,0.08299866131191433,-0.005354752342704161,False,
energy_innovation__slope,energy_innovation,slope,fused_top5_soft_equal,steps_11_plus,any,703,0.03698435277382646,0.20483641536273114,0.034139402560455195,0.002844950213371264,False,"[-0.018387986914379432, 0.02489885892116181]"
energy_innovation__slope,energy_innovation,slope,fused_top5_soft_equal,steps_11_plus,late,347,0.0345821325648415,0.2132564841498559,0.02881844380403458,0.00576368876080692,False,"[-0.01929260450160772, 0.03374384342867017]"
energy_innovation__slope,energy_innovation,slope,fused_top5_soft_equal,steps_11_plus,early,356,0.03932584269662921,0.19662921348314608,0.03932584269662921,0.0,False,
energy_innovation__slope,energy_innovation,slope,ct7,all,any,2743,0.1006197593875319,0.3922712358731316,0.12139992708713088,-0.020780167699598978,False,"[-0.03841916558018253, -0.0035277022705468685]"
energy_innovation__slope,energy_innovation,slope,ct7,all,late,1526,0.09895150720838794,0.3702490170380079,0.11598951507208388,-0.017038007863695942,False,"[-0.041168562422232935, 0.0056466173101932735]"
energy_innovation__slope,energy_innovation,slope,ct7,all,early,1217,0.10271158586688578,0.4198849630238291,0.12818405916187345,-0.02547247329498767,False,
energy_innovation__slope,energy_innovation,slope,ct7,steps_2_to_5,any,687,0.21106259097525473,0.6084425036390102,0.24890829694323144,-0.037845705967976706,False,
energy_innovation__slope,energy_innovation,slope,ct7,steps_2_to_5,late,366,0.1830601092896175,0.5327868852459017,0.22950819672131148,-0.046448087431693985,False,
energy_innovation__slope,energy_innovation,slope,ct7,steps_2_to_5,early,321,0.24299065420560748,0.6947040498442367,0.27102803738317754,-0.02803738317757007,False,
energy_innovation__slope,energy_innovation,slope,ct7,steps_6_to_10,any,1480,0.07297297297297298,0.37094594594594593,0.09324324324324325,-0.02027027027027027,False,
energy_innovation__slope,energy_innovation,slope,ct7,steps_6_to_10,late,815,0.08588957055214724,0.37423312883435583,0.10184049079754601,-0.015950920245398764,False,
energy_innovation__slope,energy_innovation,slope,ct7,steps_6_to_10,early,665,0.05714285714285714,0.3669172932330827,0.08270676691729323,-0.025563909774436087,False,
energy_innovation__slope,energy_innovation,slope,ct7,steps_11_plus,any,576,0.03993055555555555,0.1892361111111111,0.041666666666666664,-0.0017361111111111119,False,"[-0.02653620417049528, 0.024030687341685487]"
energy_innovation__slope,energy_innovation,slope,ct7,steps_11_plus,late,345,0.04057971014492753,0.18840579710144928,0.028985507246376812,0.011594202898550721,False,"[-0.017341542228644827, 0.0448210744972146]"
energy_innovation__slope,energy_innovation,slope,ct7,steps_11_plus,early,231,0.03896103896103896,0.19047619047619047,0.06060606060606061,-0.021645021645021648,False,
energy_innovation__jump,energy_innovation,jump,same_channel_top5,all,any,3732,0.05707395498392283,0.3778135048231511,0.12808145766345122,-0.07100750267952839,False,"[-0.08542461415054702, -0.057415947080929015]"
energy_innovation__jump,energy_innovation,jump,same_channel_top5,all,late,1093,0.07868252516010979,0.4400731930466606,0.1747483989021043,-0.09606587374199452,False,"[-0.12523147672387216, -0.0668543958845303]"
energy_innovation__jump,energy_innovation,jump,same_channel_top5,all,early,2639,0.04812428950359985,0.35202728306176584,0.10875331564986737,-0.06062902614626752,False,
energy_innovation__jump,energy_innovation,jump,same_channel_top5,steps_2_to_5,any,961,0.07388137356919876,0.5639958376690947,0.21436004162330904,-0.1404786680541103,False,
energy_innovation__jump,energy_innovation,jump,same_channel_top5,steps_2_to_5,late,303,0.11551155115511551,0.6138613861386139,0.297029702970297,-0.1815181518151815,False,
energy_innovation__jump,energy_innovation,jump,same_channel_top5,steps_2_to_5,early,658,0.0547112462006079,0.541033434650456,0.1762917933130699,-0.121580547112462,False,
energy_innovation__jump,energy_innovation,jump,same_channel_top5,steps_6_to_10,any,1997,0.06159238858287431,0.3540310465698548,0.11367050575863796,-0.052078117175763654,False,
energy_innovation__jump,energy_innovation,jump,same_channel_top5,steps_6_to_10,late,591,0.07106598984771574,0.41624365482233505,0.14213197969543148,-0.07106598984771574,False,
energy_innovation__jump,energy_innovation,jump,same_channel_top5,steps_6_to_10,early,1406,0.057610241820768134,0.3278805120910384,0.10170697012802275,-0.04409672830725462,False,
energy_innovation__jump,energy_innovation,jump,same_channel_top5,steps_11_plus,any,774,0.02454780361757106,0.20801033591731266,0.05813953488372093,-0.033591731266149866,False,"[-0.053425416584808275, -0.01396106843575422]"
energy_innovation__jump,energy_innovation,jump,same_channel_top5,steps_11_plus,late,199,0.04522613065326633,0.24623115577889448,0.08542713567839195,-0.04020100502512562,False,"[-0.08929041353383459, 0.008817581097316743]"
energy_innovation__jump,energy_innovation,jump,same_channel_top5,steps_11_plus,early,575,0.017391304347826087,0.19478260869565217,0.04869565217391304,-0.03130434782608696,False,
energy_innovation__jump,energy_innovation,jump,fused_top5_soft_equal,all,any,3105,0.09017713365539452,0.3671497584541063,0.12721417069243157,-0.03703703703703705,False,"[-0.05354047580911576, -0.02071511549677805]"
energy_innovation__jump,energy_innovation,jump,fused_top5_soft_equal,all,late,1663,0.08959711365003006,0.3577871316897174,0.1413108839446783,-0.05171377029464824,False,"[-0.07365647753657492, -0.029859056216638185]"
energy_innovation__jump,energy_innovation,jump,fused_top5_soft_equal,all,early,1442,0.09084604715672677,0.3779472954230236,0.11095700416088766,-0.020110957004160893,False,
energy_innovation__jump,energy_innovation,jump,fused_top5_soft_equal,steps_2_to_5,any,760,0.1513157894736842,0.5723684210526315,0.2236842105263158,-0.07236842105263158,False,
energy_innovation__jump,energy_innovation,jump,fused_top5_soft_equal,steps_2_to_5,late,421,0.166270783847981,0.5510688836104513,0.25415676959619954,-0.08788598574821854,False,
energy_innovation__jump,energy_innovation,jump,fused_top5_soft_equal,steps_2_to_5,early,339,0.13274336283185842,0.5988200589970502,0.18584070796460178,-0.05309734513274336,False,
energy_innovation__jump,energy_innovation,jump,fused_top5_soft_equal,steps_6_to_10,any,1642,0.0876979293544458,0.34165651644336176,0.10962241169305725,-0.021924482338611453,False,
energy_innovation__jump,energy_innovation,jump,fused_top5_soft_equal,steps_6_to_10,late,895,0.07262569832402235,0.3139664804469274,0.11508379888268157,-0.042458100558659215,False,
energy_innovation__jump,energy_innovation,jump,fused_top5_soft_equal,steps_6_to_10,early,747,0.10575635876840696,0.3748326639892905,0.10307898259705489,0.0026773761713520666,False,
energy_innovation__jump,energy_innovation,jump,fused_top5_soft_equal,steps_11_plus,any,703,0.029871977240398292,0.20483641536273114,0.06401137980085349,-0.034139402560455195,False,"[-0.05714385335724248, -0.012244585907757599]"
energy_innovation__jump,energy_innovation,jump,fused_top5_soft_equal,steps_11_plus,late,347,0.040345821325648415,0.23631123919308358,0.07204610951008646,-0.03170028818443804,False,"[-0.0653616158505287, 0.0]"
energy_innovation__jump,energy_innovation,jump,fused_top5_soft_equal,steps_11_plus,early,356,0.019662921348314606,0.17415730337078653,0.056179775280898875,-0.03651685393258427,False,
energy_innovation__jump,energy_innovation,jump,ct7,all,any,2743,0.1082756106452789,0.3671162960262486,0.14108640174990886,-0.03281079110462996,False,"[-0.05299318391030481, -0.01390001590362406]"
energy_innovation__jump,energy_innovation,jump,ct7,all,late,1526,0.10747051114023591,0.3617300131061599,0.15792922673656618,-0.050458715596330264,False,"[-0.07739185771676162, -0.026501545202463863]"
energy_innovation__jump,energy_innovation,jump,ct7,all,early,1217,0.10928512736236648,0.37387017255546423,0.1199671322925226,-0.010682004930156114,False,
energy_innovation__jump,energy_innovation,jump,ct7,steps_2_to_5,any,687,0.1819505094614265,0.5647743813682679,0.24745269286754004,-0.06550218340611355,False,
energy_innovation__jump,energy_innovation,jump,ct7,steps_2_to_5,late,366,0.20218579234972678,0.5573770491803278,0.2896174863387978,-0.08743169398907102,False,
energy_innovation__jump,energy_innovation,jump,ct7,steps_2_to_5,early,321,0.1588785046728972,0.573208722741433,0.19937694704049844,-0.04049844236760125,False,
energy_innovation__jump,energy_innovation,jump,ct7,steps_6_to_10,any,1480,0.10270270270270271,0.34459459459459457,0.11756756756756757,-0.014864864864864866,False,
energy_innovation__jump,energy_innovation,jump,ct7,steps_6_to_10,late,815,0.09325153374233129,0.3374233128834356,0.13374233128834356,-0.04049079754601227,False,
energy_innovation__jump,energy_innovation,jump,ct7,steps_6_to_10,early,665,0.11428571428571428,0.3533834586466165,0.09774436090225563,0.01654135338345865,False,
energy_innovation__jump,energy_innovation,jump,ct7,steps_11_plus,any,576,0.034722222222222224,0.1892361111111111,0.07465277777777778,-0.03993055555555555,False,"[-0.06667238421955403, -0.013777505123503408]"
energy_innovation__jump,energy_innovation,jump,ct7,steps_11_plus,late,345,0.04057971014492753,0.21159420289855072,0.07536231884057971,-0.03478260869565218,False,"[-0.06849510763209393, -0.002613941018767122]"
energy_innovation__jump,energy_innovation,jump,ct7,steps_11_plus,early,231,0.025974025974025976,0.15584415584415584,0.0735930735930736,-0.04761904761904762,False,
energy_innovation__q90,energy_innovation,q90,same_channel_top5,all,any,3732,0.04206859592711683,0.34271168274383706,0.13879957127545553,-0.0967309753483387,False,"[-0.11010111201695932, -0.0838188805378253]"
energy_innovation__q90,energy_innovation,q90,same_channel_top5,all,late,1093,0.09332113449222323,0.41079597438243365,0.13815187557182068,-0.04483074107959745,False,"[-0.0724647291738746, -0.016973270440251615]"
energy_innovation__q90,energy_innovation,q90,same_channel_top5,all,early,2639,0.020841227737779463,0.3145130731337628,0.13906782872300114,-0.11822660098522167,False,
energy_innovation__q90,energy_innovation,q90,same_channel_top5,steps_2_to_5,any,961,0.07908428720083246,0.5764828303850156,0.22580645161290322,-0.14672216441207075,False,
energy_innovation__q90,energy_innovation,q90,same_channel_top5,steps_2_to_5,late,303,0.1551155115511551,0.5874587458745875,0.22772277227722773,-0.07260726072607263,False,
energy_innovation__q90,energy_innovation,q90,same_channel_top5,steps_2_to_5,early,658,0.044072948328267476,0.5714285714285714,0.22492401215805471,-0.18085106382978725,False,
energy_innovation__q90,energy_innovation,q90,same_channel_top5,steps_6_to_10,any,1997,0.03204807210816224,0.30195292939409113,0.12669003505257886,-0.09464196294441662,False,
energy_innovation__q90,energy_innovation,q90,same_channel_top5,steps_6_to_10,late,591,0.0727580372250423,0.38917089678510997,0.116751269035533,-0.043993231810490696,False,
energy_innovation__q90,energy_innovation,q90,same_channel_top5,steps_6_to_10,early,1406,0.014935988620199146,0.2652916073968706,0.13086770981507823,-0.11593172119487907,False,
energy_innovation__q90,energy_innovation,q90,same_channel_top5,steps_11_plus,any,774,0.021963824289405683,0.15762273901808785,0.06201550387596899,-0.040051679586563305,False,"[-0.062061324496613536, -0.020053318282716174]"
energy_innovation__q90,energy_innovation,q90,same_channel_top5,steps_11_plus,late,199,0.06030150753768844,0.20603015075376885,0.06532663316582915,-0.005025125628140711,False,"[-0.05700535488509309, 0.047374686716791944]"
energy_innovation__q90,energy_innovation,q90,same_channel_top5,steps_11_plus,early,575,0.008695652173913044,0.1408695652173913,0.06086956521739131,-0.052173913043478265,False,
energy_innovation__q90,energy_innovation,q90,fused_top5_soft_equal,all,any,3105,0.0930756843800322,0.3742351046698873,0.13365539452495975,-0.04057971014492755,False,"[-0.056657294195168934, -0.024301282814650178]"
energy_innovation__q90,energy_innovation,q90,fused_top5_soft_equal,all,late,1663,0.12567648827420325,0.4335538184004811,0.13048707155742634,-0.004810583283223091,False,"[-0.028489238176154064, 0.018934236040000864]"
energy_innovation__q90,energy_innovation,q90,fused_top5_soft_equal,all,early,1442,0.05547850208044383,0.3058252427184466,0.13730929264909847,-0.08183079056865464,False,
energy_innovation__q90,energy_innovation,q90,fused_top5_soft_equal,steps_2_to_5,any,760,0.2118421052631579,0.6447368421052632,0.22105263157894736,-0.009210526315789475,False,
energy_innovation__q90,energy_innovation,q90,fused_top5_soft_equal,steps_2_to_5,late,421,0.2826603325415677,0.6959619952494062,0.20902612826603326,0.07363420427553444,False,
energy_innovation__q90,energy_innovation,q90,fused_top5_soft_equal,steps_2_to_5,early,339,0.12389380530973451,0.5811209439528023,0.2359882005899705,-0.11209439528023599,False,
energy_innovation__q90,energy_innovation,q90,fused_top5_soft_equal,steps_6_to_10,any,1642,0.06577344701583435,0.33678440925700365,0.12241169305724726,-0.05663824604141292,False,
energy_innovation__q90,energy_innovation,q90,fused_top5_soft_equal,steps_6_to_10,late,895,0.08268156424581005,0.39329608938547483,0.11620111731843576,-0.033519553072625705,False,
energy_innovation__q90,energy_innovation,q90,fused_top5_soft_equal,steps_6_to_10,early,747,0.04551539491298527,0.26907630522088355,0.12985274431057564,-0.08433734939759037,False,
energy_innovation__q90,energy_innovation,q90,fused_top5_soft_equal,steps_11_plus,any,703,0.02844950213371266,0.16927453769559034,0.06543385490753911,-0.03698435277382645,False,"[-0.05985487871825631, -0.015315159658441121]"
energy_innovation__q90,energy_innovation,q90,fused_top5_soft_equal,steps_11_plus,late,347,0.04610951008645533,0.21902017291066284,0.07204610951008646,-0.025936599423631128,False,"[-0.06341812606221828, 0.011529048156037246]"
energy_innovation__q90,energy_innovation,q90,fused_top5_soft_equal,steps_11_plus,early,356,0.011235955056179775,0.12078651685393259,0.05898876404494382,-0.047752808988764044,False,
energy_innovation__q90,energy_innovation,q90,ct7,all,any,2743,0.11994166970470288,0.3700328107911046,0.13889901567626686,-0.018957345971563982,False,"[-0.03785617107261218, 0.0007204590126025683]"
energy_innovation__q90,energy_innovation,q90,ct7,all,late,1526,0.15727391874180865,0.45150720838794234,0.127129750982962,0.03014416775884665,False,"[0.0039054929748062015, 0.05670967965128342]"
energy_innovation__q90,energy_innovation,q90,ct7,all,early,1217,0.07313064913722268,0.26787181594083814,0.15365653245686114,-0.08052588331963846,False,
