task,tokens,channel,n_tokens,mse_ridge,mse_zero,mse_noreset,corr_pred_z,corr_resid_z,var_resid,var_z,resid_var_after_regressing_on_z_posthoc
pb_q4,t>=16,q15_VE1,2138892,14588.473988308211,1928.5337992344637,1868.3529782032426,0.1408180760219556,0.224756109114045,14588.448315633672,1926.039466669272,13851.508347206469
pb_q4,t>=16,chosen_surprisal,2138892,10171307594.245197,3968587109.533665,5150870286.047594,0.05395806472834749,0.5806371523686035,10171291217.291882,3968481614.4759865,6742147154.368174
pb_q4,t>=16,logprob_margin,2138892,2.935924463473635,0.6853872454671303,0.6602120719912534,0.1494834800381065,0.33964619796074935,2.9358641159970964,0.6816218960340114,2.5971841826920667
pb_q4,t>=16,true_tail50,2138892,106116689.69708608,2697484.9218468373,2996029.081527281,0.007950990228171658,0.15143074529285586,106116419.36345734,2692534.053514992,103683035.03381382
pb_q4,t>=16,energy_level,2138892,2.9462479530146353,1.0816254181174618,1.083810471475751,0.19240308165770928,0.42542968092154604,2.9462151736234157,1.0708017247450634,2.41297847135742
pb_q4,t>=16,energy_innovation,2138892,3.0702234684296217,1.0653431131988884,1.0639730529358808,0.17466495746248734,0.4263254222362752,3.0701830544380826,1.0571285504208414,2.512166951147904
pb_q4,t>=16,top15_turnover,2138892,4.808367119605833,1.6130792978636426,1.4703643043370347,0.054613329432098484,0.5084838574572098,4.80836693463755,1.4841951512959344,3.5651356150663096
pb_q4,t>=16,top50_js,2138892,926003563691.7758,7394882332.788099,7333726364.327132,0.027177523026597566,0.06218961301061189,925995418919.4197,7388402403.646099,922414087220.0732
pb_q4,t>=16,dominant_freq16,2138892,0.3106947365575394,0.8672313085566382,0.7565255776350936,0.8091992362379768,0.2506812928405632,0.31069439459817577,0.7795340845266707,0.2911700137905785
pb_q4,t>=16,bocpd_p0,2138892,4798.698247529872,189.84214546257664,185.84696356841587,0.0202961587560667,0.17664328716864605,4798.600208072807,185.51943128327213,4648.8702012432295
pb_q8,t<16,q15_H1,54400,25814128.254376356,1905250.5627071962,2134016.9474186082,0.14124324692237533,0.1301917523043962,25813698.544773795,1904902.8544567209,25376159.132817578
pb_q8,t<16,q15_VE1,54400,174032.08598007928,2106.0043983396167,1768.8583445328004,0.21374881534009318,-0.10762666432347963,174021.98730163212,2102.1486113328324,172006.20380777703
pb_q8,t<16,chosen_surprisal,54400,542025956553.5191,355887049332.6613,545286417513.45416,-0.013215040706509187,0.8178892195290193,542019030077.60406,355868928795.2815,179439315766.06586
pb_q8,t<16,logprob_margin,54400,609.6003442945347,0.9257515018889941,0.7664591861222276,0.017054098280414907,0.02187211942085088,609.5663815847353,0.9235698011897852,609.2747713624234
pb_q8,t<16,true_tail50,54400,2575955929.104784,765810.8570415784,788367.0928454483,5.792688353304347e-05,0.017172193070860264,2575810711.5780764,764698.2851185367,2575051145.658757
pb_q8,t<16,energy_level,54400,637.5348050057098,3.4242058242329487,1.7528846212820854,0.020898806122062966,0.037349265818444735,637.4892547661971,2.1621536620850246,636.5999778740005
pb_q8,t<16,energy_innovation,54400,520.7060919760372,2.2944455791577734,1.6931750695683123,0.011219829440115165,0.046979955504305775,520.6715030005179,1.76291831490187,519.5223204813772
pb_q8,t<16,top15_turnover,54400,1069.4342408733498,3.7056673010379466,4.914233592936875,0.030328949473161528,0.024972635177214753,1069.30519925952,3.270750671334468,1068.638345776615
pb_q8,t<16,top50_js,54400,180283656198533.66,23252356202.15256,33966564372.40324,-0.00042605643528195454,0.011756888117905985,180282317911455.16,23146160698.744255,180257398492947.03
pb_q8,t<16,dominant_freq16,54400,49.821783044745345,1.2013839100256403,0.1189630270741064,0.11439092738311257,0.018971176635091454,49.82123254325488,0.8958886935001886,49.803301605507464
pb_q8,t<16,bocpd_p0,54400,1458657.0690834646,27.09979081241158,26.12707791504671,0.0036321053986407676,0.0005272922793349545,1458601.0820056587,25.23494247334611,1458600.676460374
pb_q8,t>=16,q15_H1,2138892,867618.9086875243,608917.6840465815,580914.085320746,0.1235246426075612,0.75625773085983,867616.8088354298,608843.1203010505,371404.409970517
pb_q8,t>=16,q15_VE1,2138892,5321.580972940455,2773.628008426599,2598.3623484699856,0.22750679217719014,0.5224782531126296,5321.578594533046,2771.6448754637395,3868.8753113625826
pb_q8,t>=16,chosen_surprisal,2138892,5158766244.484825,3320550565.482864,4003033155.358341,0.010713231582361402,0.7957969585897768,5158755626.161383,3320489898.0602345,1891752834.7612038
pb_q8,t>=16,logprob_margin,2138892,11.79889729314976,0.7178948356794779,0.690128388228157,0.07179482253505437,0.1748700604023084,11.798847149721357,0.7125193561621009,11.438043854654028
pb_q8,t>=16,true_tail50,2138892,38116258.18493566,3291374.7613583803,3267429.6372182807,0.03325802304322076,0.26147051266921095,38116140.73874736,3285408.5753423874,35510261.062893
pb_q8,t>=16,energy_level,2138892,12.593330630962754,1.4148846394935581,1.4312084921963308,0.09444651752825552,0.24002841326881996,12.593250036423495,1.3891284156892556,11.867707072767468
pb_q8,t>=16,energy_innovation,2138892,12.0061169607518,1.3556103295139803,1.3588056953163494,0.07450253538193796,0.26186989780623,12.006002031677115,1.3391243809656188,11.182680316768337
pb_q8,t>=16,top15_turnover,2138892,16.637204919539958,1.605494583966566,1.4627416534135678,0.025020807784712093,0.27367080917645614,16.63673908820158,1.4748711524815108,15.390718672238094
pb_q8,t>=16,top50_js,2138892,1698848164559.7783,2574207046.692402,2560013338.698747,0.001309695866859862,0.037589268873545856,1698848081777.0208,2570454893.60949,1696447689054.9233
pb_q8,t>=16,dominant_freq16,2138892,0.804457077206288,0.9263476683363548,0.8020459267312853,0.653486509012556,0.16161774936059423,0.8044540721895633,0.8264786863457534,0.7834414929748135
pb_q8,t>=16,bocpd_p0,2138892,12882.078019224948,169.95258006392845,166.38485543155613,0.0026309020991112236,0.11093265559420858,12881.935008447059,166.08673443027044,12723.409219614348
prm,t<16,q15_H1,111504,600.4001355438227,84.47275250760664,65.67780273336861,0.3147586167647429,0.041453632223447896,600.399257264687,83.43558608586162,599.3675290048461
prm,t<16,q15_VE1,111504,18.31379976809568,3.008367631258841,2.0914087000666894,0.2613597384837281,0.11744855980813733,18.30962439057438,2.732952241754429,18.05705842527206
prm,t<16,chosen_surprisal,111504,4937079.59137934,1872552.1195049365,2541832.5119667915,0.19809826248280332,0.4334450911030634,4937032.200382539,1870812.889717517,4009489.0185014065
prm,t<16,logprob_margin,111504,1.1253809997595945,1.0118198002111185,0.9317327742997055,0.343260305907045,0.6591922081464269,1.1242453608522402,0.9807699953302988,0.635722114305755
prm,t<16,true_tail50,111504,17839460.15289198,9916187.53071226,11009356.236072918,0.05037695328695063,0.7098620929708034,17838448.783866853,9911146.7949443,8849579.680079438
prm,t<16,energy_level,111504,1.8207345111085667,1.7630725073106828,1.4004476182234538,0.310947515692591,0.688005759892485,1.8205637108167976,1.5591748327868646,0.9587963725418304
prm,t<16,energy_innovation,111504,2.0285867208343293,1.7665111845250825,1.667443296300693,0.263790149248747,0.6897178967118915,2.028442401890252,1.5985665549169972,1.063490490696672
prm,t<16,top15_turnover,111504,2.209850048873527,3.047782222049196,4.1950297259264415,0.6066246782535494,0.45436044204743653,2.2093529577657742,2.8416765644790036,1.7532465964042938
prm,t<16,top50_js,111504,634157679.3512287,142124839.24091738,205314716.5940407,0.0018074521971651327,0.47060299558565,634130591.3348643,141392578.20381877,493691477.86631596
prm,t<16,dominant_freq16,111504,0.3557598044844917,1.8557866284608233,0.18376306947596727,0.8686696196163813,0.28360738744149483,0.35573099358959054,1.3737105230916682,0.32711842914735195
prm,t<16,bocpd_p0,111504,107.16220047264916,9.293143766765409,9.06523475979005,0.07289230359500494,0.20512290500742178,107.13236430453584,8.199727302024966,102.62472656368242
prm,t>=16,q15_H1,2470691,120.16545702001534,71.62385414835819,64.06446788279055,0.2383855564507529,0.5644455253822448,120.16382671284347,70.70344297648502,81.87978159184618
prm,t>=16,q15_VE1,2470691,3.7293631138234535,2.5872646411657687,2.1804156568322055,0.34673897492635464,0.4704093348234421,3.72928978540989,2.366658909635627,2.9040541104663813
prm,t>=16,chosen_surprisal,2470691,805533.9739279392,104743.48622001937,113576.26426356749,0.034378491069760236,0.3279928717732907,805518.2448861018,104678.82482307784,718861.13668468
prm,t>=16,logprob_margin,2470691,0.6286814242110602,0.8447939830775848,0.7842861235535714,0.4719830897512024,0.8111046862911903,0.628681060558506,0.7946012474158455,0.2150775670609883
prm,t>=16,true_tail50,2470691,2104951.61145311,1889412.9812411368,1895982.0874677862,0.21750904159786358,0.8190067162469106,2104940.953101381,1887216.5372344016,693005.4974605981
prm,t>=16,energy_level,2470691,1.0009510093219454,1.3791748979464378,1.388966430874706,0.5247355757946454,0.7871100214832953,1.0008450389090568,1.363798371835024,0.3807793157367192
prm,t>=16,energy_innovation,2470691,1.0374831289850501,1.3559870552029545,1.3601756686845252,0.48816453401890536,0.8089108417283803,1.0373764203758877,1.3428912199645564,0.35858290507979773
prm,t>=16,top15_turnover,2470691,1.406332953590447,1.5026591812236072,1.385407945015526,0.180853623606188,0.9262403230150782,1.40607263760442,1.3935950526606053,0.19977320308173985
prm,t>=16,top50_js,2470691,70796262.17003642,37391152.02899114,36816558.1260686,0.057731493462331245,0.6838534039458504,70796254.17019548,37319714.099335656,37687998.07937004
prm,t>=16,dominant_freq16,2470691,0.27677716779475575,1.8341337254086374,1.5326154812807018,0.9095675389452302,0.37926053838903,0.2767701289916792,1.6002214801940557,0.23695991329935662
prm,t>=16,bocpd_p0,2470691,110.52471194783502,108.43105010559907,105.99826103152563,0.08058573313933512,0.9534875515138744,110.52344319306061,105.68320104464205,10.042324629873391
