version,slice,target,method,n_cells,n_subsets,cell_macro_auroc,cell_macro_iu_auroc,cell_macro_delta_pp,equal_subset_delta_pp,equal_subset_ci_low_pp,equal_subset_ci_high_pp,wins,losses,ties,worst_delta_pp
leverage-balanced-processbench-transfer-v1-2026-08-12,development,reasoning_error_present,leverage_balanced,2,2,0.7827491960791244,0.7790880305833968,0.3661165495727592,0.3661165495727592,-0.15134928928031144,0.8835823884258298,1,1,0,-0.15134928928031144
leverage-balanced-processbench-transfer-v1-2026-08-12,development,reasoning_error_present,dufs_liu,2,2,0.7812199501973138,0.7790880305833968,0.21319196139170105,0.21319196139170105,0.20110795972865247,0.22527596305474962,2,0,0,0.20110795972865247
leverage-balanced-processbench-transfer-v1-2026-08-12,development,reasoning_error_present,uniform,2,2,0.7826215458652479,0.7790880305833968,0.35335152818510296,0.35335152818510296,-0.06924748304057982,0.7759505394107857,1,1,0,-0.06924748304057982
leverage-balanced-processbench-transfer-v1-2026-08-12,development,reasoning_error_present,cardinality,2,2,0.7863381158488786,0.7790880305833968,0.7250085265481765,0.7250085265481765,0.5639315984143689,0.8860854546819841,2,0,0,0.5639315984143689
leverage-balanced-processbench-transfer-v1-2026-08-12,development,reasoning_error_present,reverse,2,2,0.7682056688647952,0.7790880305833968,-1.0882361718601574,-1.0882361718601574,-1.2940852544366832,-0.8823870892836316,0,2,0,-1.2940852544366832
leverage-balanced-processbench-transfer-v1-2026-08-12,development,final_answer_incorrect,leverage_balanced,2,2,0.7455715,0.7421439999999999,0.3427500000000028,0.3427500000000028,0.007999999999996898,0.6775000000000087,2,0,0,0.007999999999996898
leverage-balanced-processbench-transfer-v1-2026-08-12,development,final_answer_incorrect,dufs_liu,2,2,0.743654,0.7421439999999999,0.15100000000000668,0.15100000000000668,0.13199999999999878,0.17000000000001458,2,0,0,0.13199999999999878
leverage-balanced-processbench-transfer-v1-2026-08-12,development,final_answer_incorrect,uniform,2,2,0.746233,0.7421439999999999,0.4089000000000065,0.4089000000000065,0.22280000000001188,0.5950000000000011,2,0,0,0.22280000000001188
leverage-balanced-processbench-transfer-v1-2026-08-12,development,final_answer_incorrect,cardinality,2,2,0.7476115,0.7421439999999999,0.5467500000000014,0.5467500000000014,0.40599999999999525,0.6875000000000075,2,0,0,0.40599999999999525
leverage-balanced-processbench-transfer-v1-2026-08-12,development,final_answer_incorrect,reverse,2,2,0.7329675,0.7421439999999999,-0.9176499999999921,-0.9176499999999921,-1.0724999999999874,-0.7627999999999968,0,2,0,-1.0724999999999874
leverage-balanced-processbench-transfer-v1-2026-08-12,all,reasoning_error_present,leverage_balanced,8,4,0.7948304398296211,0.7913688486071344,0.3461591222486779,0.3461591222486779,0.094262989515502,0.6114455033838423,6,2,0,-0.15134928928031144
leverage-balanced-processbench-transfer-v1-2026-08-12,all,reasoning_error_present,dufs_liu,8,4,0.7935613621546211,0.7913688486071344,0.21925135474867158,0.21925135474867158,0.16659238434337809,0.27191032515396507,8,0,0,0.09594830394639153
leverage-balanced-processbench-transfer-v1-2026-08-12,all,reasoning_error_present,uniform,8,4,0.7921060648106284,0.7913688486071344,0.07372162034938595,0.07372162034938595,-0.2096184606002277,0.30451132324006286,4,4,0,-0.5830057554195411
leverage-balanced-processbench-transfer-v1-2026-08-12,all,reasoning_error_present,cardinality,8,4,0.7998948952228313,0.7913688486071344,0.8526046615696892,0.8526046615696892,0.6763072262562952,1.0876764270596153,8,0,0,0.5639315984143689
leverage-balanced-processbench-transfer-v1-2026-08-12,all,reasoning_error_present,reverse,8,4,0.7790162629044323,0.7913688486071344,-1.235258570270216,-1.235258570270216,-1.4624281283223683,-1.039922023601167,0,8,0,-1.7521416583296534
leverage-balanced-processbench-transfer-v1-2026-08-12,all,final_answer_incorrect,leverage_balanced,8,4,0.69869225,0.696281,0.2411249999999976,0.2411249999999976,0.1333999999999974,0.3488499999999978,6,2,0,-0.05250000000001087
leverage-balanced-processbench-transfer-v1-2026-08-12,all,final_answer_incorrect,dufs_liu,8,4,0.697079625,0.696281,0.07986249999999695,0.07986249999999695,-0.043750000000004896,0.1821375,6,2,0,-0.11919999999999709
leverage-balanced-processbench-transfer-v1-2026-08-12,all,final_answer_incorrect,uniform,8,4,0.6973882499999999,0.696281,0.1107250000000004,0.1107250000000004,0.0008500000000050134,0.2205999999999958,6,2,0,-0.5800000000000027
leverage-balanced-processbench-transfer-v1-2026-08-12,all,final_answer_incorrect,cardinality,8,4,0.7013665,0.696281,0.5085499999999993,0.5085499999999993,0.39319999999999633,0.6639000000000089,8,0,0,0.29360000000000497
leverage-balanced-processbench-transfer-v1-2026-08-12,all,final_answer_incorrect,reverse,8,4,0.687981,0.696281,-0.8299999999999987,-0.8299999999999987,-0.8947999999999928,-0.7641500000000023,0,8,0,-1.0724999999999874
