auprc,auroc,candidate,component,exact,model,subset,tol1
,,token_dufs_liu_l0p03,locator,0.2946859903381642,qwen3_4b,gsm8k,0.6280193236714976
,,token_dufs_liu_l0p1,locator,0.2946859903381642,qwen3_4b,gsm8k,0.6280193236714976
,,token_dufs_liu_l0p3,locator,0.2995169082125604,qwen3_4b,gsm8k,0.6280193236714976
,,token_temporal_liu_l0p03,locator,0.30917874396135264,qwen3_4b,gsm8k,0.6328502415458938
,,token_temporal_liu_l0p1,locator,0.3188405797101449,qwen3_4b,gsm8k,0.642512077294686
,,token_temporal_liu_l0p3,locator,0.3333333333333333,qwen3_4b,gsm8k,0.6521739130434783
0.8529294995921911,0.7944386392662255,answer_deployed_upcr_stable,detector,,qwen3_4b,math,
0.8525676025695921,0.7936425005390523,answer_iu_stable,detector,,qwen3_4b,math,
0.8532931261792497,0.794757924068269,answer_dufs_liu_stable,detector,,qwen3_4b,math,
0.8526276767868249,0.7937959231062679,answer_uniform_liu_stable,detector,,qwen3_4b,math,
0.852032379181454,0.7927634306944651,answer_iu_mixed,detector,,qwen3_4b,math,
0.8533352483637456,0.7947745102917516,answer_dufs_liu_mixed,detector,,qwen3_4b,math,
0.8523556704673997,0.7932319915078535,answer_uniform_liu_mixed,detector,,qwen3_4b,math,
0.7835062782832967,0.7229312832761108,token_upcr_core__max,detector,,qwen3_4b,math,
0.8032947466194921,0.7383315917798677,token_upcr_core__top5mean,detector,,qwen3_4b,math,
0.7835062782832967,0.7229312832761108,token_upcr_full__max,detector,,qwen3_4b,math,
0.8032947466194921,0.7383315917798677,token_upcr_full__top5mean,detector,,qwen3_4b,math,
0.7824934190299183,0.7202526081836426,token_iu__max,detector,,qwen3_4b,math,
0.8005576681075819,0.7346411570549501,token_iu__top5mean,detector,,qwen3_4b,math,
0.7825447703879082,0.7203106599658323,token_uniform_liu_l0p03__max,detector,,qwen3_4b,math,
0.800639480010793,0.7347572606193296,token_uniform_liu_l0p03__top5mean,detector,,qwen3_4b,math,
0.7826513584489806,0.7204889618682722,token_uniform_liu_l0p1__max,detector,,qwen3_4b,math,
0.8007463668705327,0.7349438556335108,token_uniform_liu_l0p1__top5mean,detector,,qwen3_4b,math,
0.7828711334206677,0.7208911777877294,token_uniform_liu_l0p3__max,detector,,qwen3_4b,math,
0.80110912746964,0.7354124164468993,token_uniform_liu_l0p3__top5mean,detector,,qwen3_4b,math,
0.782536068477888,0.7202982202982202,token_dufs_liu_l0p03__max,detector,,qwen3_4b,math,
0.8006280673888746,0.734736527839976,token_dufs_liu_l0p03__top5mean,detector,,qwen3_4b,math,
0.782605255963207,0.7204474963095653,token_dufs_liu_l0p1__max,detector,,qwen3_4b,math,
0.8007247007903896,0.7349065366306744,token_dufs_liu_l0p1__top5mean,detector,,qwen3_4b,math,
0.7827841530102667,0.720750194888126,token_dufs_liu_l0p3__max,detector,,qwen3_4b,math,
0.8010173011605137,0.7353046059942612,token_dufs_liu_l0p3__top5mean,detector,,qwen3_4b,math,
0.7808642889913926,0.7170100014927602,token_temporal_liu_l0p03__max,detector,,qwen3_4b,math,
0.7978974726942097,0.7310585327826706,token_temporal_liu_l0p03__top5mean,detector,,qwen3_4b,math,
0.7767931238724147,0.7109933489243834,token_temporal_liu_l0p1__max,detector,,qwen3_4b,math,
0.7916203368840053,0.7229934816141712,token_temporal_liu_l0p1__top5mean,detector,,qwen3_4b,math,
0.7687924267296578,0.697902672040603,token_temporal_liu_l0p3__max,detector,,qwen3_4b,math,
0.7769781946619561,0.7031605048846428,token_temporal_liu_l0p3__top5mean,detector,,qwen3_4b,math,
,,token_upcr_core,locator,0.2828282828282828,qwen3_4b,math,0.5791245791245792
,,token_upcr_full,locator,0.2828282828282828,qwen3_4b,math,0.5791245791245792
,,token_iu,locator,0.2895622895622896,qwen3_4b,math,0.5841750841750841
,,token_uniform_liu_l0p03,locator,0.2895622895622896,qwen3_4b,math,0.5841750841750841
,,token_uniform_liu_l0p1,locator,0.2895622895622896,qwen3_4b,math,0.5841750841750841
,,token_uniform_liu_l0p3,locator,0.2895622895622896,qwen3_4b,math,0.5841750841750841
,,token_dufs_liu_l0p03,locator,0.2895622895622896,qwen3_4b,math,0.5841750841750841
,,token_dufs_liu_l0p1,locator,0.2895622895622896,qwen3_4b,math,0.5841750841750841
,,token_dufs_liu_l0p3,locator,0.2895622895622896,qwen3_4b,math,0.5841750841750841
,,token_temporal_liu_l0p03,locator,0.2946127946127946,qwen3_4b,math,0.5909090909090909
,,token_temporal_liu_l0p1,locator,0.2845117845117845,qwen3_4b,math,0.5925925925925926
,,token_temporal_liu_l0p3,locator,0.27104377104377103,qwen3_4b,math,0.5858585858585859
0.853886068922197,0.7706300010264238,answer_deployed_upcr_stable,detector,,qwen3_4b,olympiadbench,
0.8589973075248297,0.783214848334739,answer_iu_stable,detector,,qwen3_4b,olympiadbench,
0.8594893973126393,0.7834781483316152,answer_dufs_liu_stable,detector,,qwen3_4b,olympiadbench,
0.8591066281688904,0.7833353415536484,answer_uniform_liu_stable,detector,,qwen3_4b,olympiadbench,
0.8595042421005716,0.7840672262907278,answer_iu_mixed,detector,,qwen3_4b,olympiadbench,
0.8605433786944459,0.7858612364389346,answer_dufs_liu_mixed,detector,,qwen3_4b,olympiadbench,
0.8598811571617774,0.7847767974687498,answer_uniform_liu_mixed,detector,,qwen3_4b,olympiadbench,
0.8038316357800511,0.6978967239232592,token_upcr_core__max,detector,,qwen3_4b,olympiadbench,
0.81369424487245,0.7150424627028862,token_upcr_core__top5mean,detector,,qwen3_4b,olympiadbench,
0.8140939642706304,0.7126102847656407,token_upcr_full__max,detector,,qwen3_4b,olympiadbench,
0.819892321200592,0.7237492134470432,token_upcr_full__top5mean,detector,,qwen3_4b,olympiadbench,
0.7968230254722535,0.6841604969675874,token_iu__max,detector,,qwen3_4b,olympiadbench,
0.8025785725850718,0.6947906765024836,token_iu__top5mean,detector,,qwen3_4b,olympiadbench,
0.7968637330875927,0.6842452884920049,token_uniform_liu_l0p03__max,detector,,qwen3_4b,olympiadbench,
0.8026551934976731,0.6949334832804501,token_uniform_liu_l0p03__top5mean,detector,,qwen3_4b,olympiadbench,
0.7969602823781368,0.6844148715408405,token_uniform_liu_l0p1__max,detector,,qwen3_4b,olympiadbench,
0.8028061915015332,0.6952280222600065,token_uniform_liu_l0p1__top5mean,detector,,qwen3_4b,olympiadbench,
0.797175418602099,0.6848656054337979,token_uniform_liu_l0p3__max,detector,,qwen3_4b,olympiadbench,
0.8031593970391924,0.6958483392017993,token_uniform_liu_l0p3__top5mean,detector,,qwen3_4b,olympiadbench,
0.7968574713817889,0.6842363630683821,token_dufs_liu_l0p03__max,detector,,qwen3_4b,olympiadbench,
0.8026430061962846,0.6949290205686388,token_dufs_liu_l0p03__top5mean,detector,,qwen3_4b,olympiadbench,
0.7969610897740907,0.6844148715408405,token_dufs_liu_l0p1__max,detector,,qwen3_4b,olympiadbench,
0.8028252533236035,0.6952681866663097,token_dufs_liu_l0p1__top5mean,detector,,qwen3_4b,olympiadbench,
0.7971989048384943,0.6849280833991584,token_dufs_liu_l0p3__max,detector,,qwen3_4b,olympiadbench,
0.803197492796685,0.6959108171671597,token_dufs_liu_l0p3__top5mean,detector,,qwen3_4b,olympiadbench,
0.7950084466847951,0.6804921478585678,token_temporal_liu_l0p03__max,detector,,qwen3_4b,olympiadbench,
0.8001032083640448,0.6900914409650168,token_temporal_liu_l0p03__top5mean,detector,,qwen3_4b,olympiadbench,
0.791180191103269,0.6728073581192348,token_temporal_liu_l0p1__max,detector,,qwen3_4b,olympiadbench,
0.7948469802941689,0.6800101749829301,token_temporal_liu_l0p1__top5mean,detector,,qwen3_4b,olympiadbench,
0.7843747504000387,0.6578438854154114,token_temporal_liu_l0p3__max,detector,,qwen3_4b,olympiadbench,
0.782830455795799,0.6571700159318812,token_temporal_liu_l0p3__top5mean,detector,,qwen3_4b,olympiadbench,
,,token_upcr_core,locator,0.24357034795763993,qwen3_4b,olympiadbench,0.5249621785173979
,,token_upcr_full,locator,0.23903177004538578,qwen3_4b,olympiadbench,0.5310136157337367
,,token_iu,locator,0.24508320726172467,qwen3_4b,olympiadbench,0.5264750378214826
,,token_uniform_liu_l0p03,locator,0.24508320726172467,qwen3_4b,olympiadbench,0.5264750378214826
,,token_uniform_liu_l0p1,locator,0.24508320726172467,qwen3_4b,olympiadbench,0.5264750378214826
,,token_uniform_liu_l0p3,locator,0.24659606656580937,qwen3_4b,olympiadbench,0.5264750378214826
,,token_dufs_liu_l0p03,locator,0.24508320726172467,qwen3_4b,olympiadbench,0.5264750378214826
,,token_dufs_liu_l0p1,locator,0.24508320726172467,qwen3_4b,olympiadbench,0.5264750378214826
,,token_dufs_liu_l0p3,locator,0.24659606656580937,qwen3_4b,olympiadbench,0.5264750378214826
,,token_temporal_liu_l0p03,locator,0.2405446293494705,qwen3_4b,olympiadbench,0.5219364599092284
,,token_temporal_liu_l0p1,locator,0.24962178517397882,qwen3_4b,olympiadbench,0.5234493192133132
,,token_temporal_liu_l0p3,locator,0.23903177004538578,qwen3_4b,olympiadbench,0.5113464447806354
0.9239732581193775,0.8264751064678901,answer_deployed_upcr_stable,detector,,qwen3_4b,omnimath,
0.9254434257015769,0.8322208190510555,answer_iu_stable,detector,,qwen3_4b,omnimath,
0.9259507787694436,0.833560209710309,answer_dufs_liu_stable,detector,,qwen3_4b,omnimath,
0.9256605485056622,0.832794843619307,answer_uniform_liu_stable,detector,,qwen3_4b,omnimath,
0.9235533593774176,0.8288258737473966,answer_iu_mixed,detector,,qwen3_4b,omnimath,
0.9248951628521686,0.8318490698068544,answer_dufs_liu_mixed,detector,,qwen3_4b,omnimath,
0.9239703587938417,0.8295857729377485,answer_uniform_liu_mixed,detector,,qwen3_4b,omnimath,
0.8851282389552012,0.7364625872654017,token_upcr_core__max,detector,,qwen3_4b,omnimath,
0.9001907223486478,0.7706963191357923,token_upcr_core__top5mean,detector,,qwen3_4b,omnimath,
0.8921977988522194,0.7508350690742898,token_upcr_full__max,detector,,qwen3_4b,omnimath,
0.9062542909851373,0.7804547367960681,token_upcr_full__top5mean,detector,,qwen3_4b,omnimath,
0.8779248344980003,0.7213958090739616,token_iu__max,detector,,qwen3_4b,omnimath,
0.8882811082469443,0.7455813775496257,token_iu__top5mean,detector,,qwen3_4b,omnimath,
0.8779626625075645,0.7214559449811119,token_uniform_liu_l0p03__max,detector,,qwen3_4b,omnimath,
0.8883233747778496,0.7456688479600261,token_uniform_liu_l0p03__top5mean,detector,,qwen3_4b,omnimath,
0.8780103039557031,0.7215652829941122,token_uniform_liu_l0p1__max,detector,,qwen3_4b,omnimath,
0.8884370066352939,0.7459203253899266,token_uniform_liu_l0p1__top5mean,detector,,qwen3_4b,omnimath,
0.8781272018998552,0.7220026350461133,token_uniform_liu_l0p3__max,detector,,qwen3_4b,omnimath,
0.8886134459773194,0.746363144342578,token_uniform_liu_l0p3__top5mean,detector,,qwen3_4b,omnimath,
0.8779626625075645,0.7214559449811119,token_dufs_liu_l0p03__max,detector,,qwen3_4b,omnimath,
0.8883112579886383,0.7456469803574259,token_dufs_liu_l0p03__top5mean,detector,,qwen3_4b,omnimath,
0.8780009662127053,0.7215434153915121,token_dufs_liu_l0p1__max,detector,,qwen3_4b,omnimath,
0.8884249914630433,0.7458929908866767,token_dufs_liu_l0p1__top5mean,detector,,qwen3_4b,omnimath,
0.8781206249928435,0.7219807674435132,token_dufs_liu_l0p3__max,detector,,qwen3_4b,omnimath,
0.8886031951385361,0.7463303429386778,token_dufs_liu_l0p3__top5mean,detector,,qwen3_4b,omnimath,
0.8761685809672802,0.7176892504332519,token_temporal_liu_l0p03__max,detector,,qwen3_4b,omnimath,
0.885690438518671,0.7400707416944112,token_temporal_liu_l0p03__top5mean,detector,,qwen3_4b,omnimath,
0.8729081840225071,0.7104292063700326,token_temporal_liu_l0p1__max,detector,,qwen3_4b,omnimath,
0.8805805206876778,0.7288034594547314,token_temporal_liu_l0p1__top5mean,detector,,qwen3_4b,omnimath,
0.8655945376565488,0.6941323755323394,token_temporal_liu_l0p3__max,detector,,qwen3_4b,omnimath,
0.8694344723940046,0.7038251903848152,token_temporal_liu_l0p3__top5mean,detector,,qwen3_4b,omnimath,
,,token_upcr_core,locator,0.22793148880105402,qwen3_4b,omnimath,0.5085638998682477
,,token_upcr_full,locator,0.22924901185770752,qwen3_4b,omnimath,0.5164690382081687
,,token_iu,locator,0.2318840579710145,qwen3_4b,omnimath,0.525691699604743
,,token_uniform_liu_l0p03,locator,0.2318840579710145,qwen3_4b,omnimath,0.5243741765480896
,,token_uniform_liu_l0p1,locator,0.2318840579710145,qwen3_4b,omnimath,0.5230566534914362
,,token_uniform_liu_l0p3,locator,0.2318840579710145,qwen3_4b,omnimath,0.5230566534914362
,,token_dufs_liu_l0p03,locator,0.2318840579710145,qwen3_4b,omnimath,0.5243741765480896
,,token_dufs_liu_l0p1,locator,0.2318840579710145,qwen3_4b,omnimath,0.5230566534914362
,,token_dufs_liu_l0p3,locator,0.2318840579710145,qwen3_4b,omnimath,0.5230566534914362
,,token_temporal_liu_l0p03,locator,0.22793148880105402,qwen3_4b,omnimath,0.5270092226613966
,,token_temporal_liu_l0p1,locator,0.22924901185770752,qwen3_4b,omnimath,0.530961791831357
,,token_temporal_liu_l0p3,locator,0.22793148880105402,qwen3_4b,omnimath,0.530961791831357
0.8058455201637356,0.7581787689920153,answer_deployed_upcr_stable,detector,,qwen3_8b,gsm8k,
0.8005879145823248,0.753422943105304,answer_iu_stable,detector,,qwen3_8b,gsm8k,
0.8029320193842262,0.7560011013491527,answer_dufs_liu_stable,detector,,qwen3_8b,gsm8k,
0.8010912285065545,0.7542239243072764,answer_uniform_liu_stable,detector,,qwen3_8b,gsm8k,
0.8008134804090239,0.7528972991915096,answer_iu_mixed,detector,,qwen3_8b,gsm8k,
0.8032787655531551,0.7559009786989062,answer_dufs_liu_mixed,detector,,qwen3_8b,gsm8k,
0.8016178602126844,0.7540236790067832,answer_uniform_liu_mixed,detector,,qwen3_8b,gsm8k,
0.7190729540426513,0.6782308327701434,token_upcr_core__max,detector,,qwen3_8b,gsm8k,
0.7410012259301857,0.691672298565743,token_upcr_core__top5mean,detector,,qwen3_8b,gsm8k,
0.7190729540426513,0.6782308327701434,token_upcr_full__max,detector,,qwen3_8b,gsm8k,
0.7410012259301857,0.691672298565743,token_upcr_full__top5mean,detector,,qwen3_8b,gsm8k,
0.7245539822125995,0.6792320592726089,token_iu__max,detector,,qwen3_8b,gsm8k,
0.743223376537173,0.6907962253760858,token_iu__top5mean,detector,,qwen3_8b,gsm8k,
0.7245181455336838,0.6792570899351706,token_uniform_liu_l0p03__max,detector,,qwen3_8b,gsm8k,
0.7433023678345276,0.6909213786888938,token_uniform_liu_l0p03__top5mean,detector,,qwen3_8b,gsm8k,
0.7242214865866373,0.6791819979474857,token_uniform_liu_l0p1__max,detector,,qwen3_8b,gsm8k,
0.7429988120782205,0.6906961027258391,token_uniform_liu_l0p1__top5mean,detector,,qwen3_8b,gsm8k,
0.7239857687292813,0.6791319366223624,token_uniform_liu_l0p3__max,detector,,qwen3_8b,gsm8k,
0.7426078769872465,0.690495857425346,token_uniform_liu_l0p3__top5mean,detector,,qwen3_8b,gsm8k,
0.7245181455336838,0.6792570899351706,token_dufs_liu_l0p03__max,detector,,qwen3_8b,gsm8k,
0.7432102891693684,0.6908963480263322,token_dufs_liu_l0p03__top5mean,detector,,qwen3_8b,gsm8k,
0.7241972506088871,0.679156967284924,token_dufs_liu_l0p1__max,detector,,qwen3_8b,gsm8k,
0.7428887586853172,0.6906460414007158,token_dufs_liu_l0p1__top5mean,detector,,qwen3_8b,gsm8k,
0.7240178853550587,0.6790818752972391,token_dufs_liu_l0p3__max,detector,,qwen3_8b,gsm8k,
0.7424770233911464,0.6903957347750995,token_dufs_liu_l0p3__top5mean,detector,,qwen3_8b,gsm8k,
0.7229839411287051,0.6783559860829516,token_temporal_liu_l0p03__max,detector,,qwen3_8b,gsm8k,
0.7408310493658532,0.6891942629721408,token_temporal_liu_l0p03__top5mean,detector,,qwen3_8b,gsm8k,
0.7191310161108253,0.67542739856324,token_temporal_liu_l0p1__max,detector,,qwen3_8b,gsm8k,
0.7357689126475117,0.6857650622011964,token_temporal_liu_l0p1__top5mean,detector,,qwen3_8b,gsm8k,
0.7091141858003035,0.6658406548021326,token_temporal_liu_l0p3__max,detector,,qwen3_8b,gsm8k,
0.719912183577299,0.6732497309203775,token_temporal_liu_l0p3__top5mean,detector,,qwen3_8b,gsm8k,
,,token_upcr_core,locator,0.2898550724637681,qwen3_8b,gsm8k,0.6328502415458938
,,token_upcr_full,locator,0.2898550724637681,qwen3_8b,gsm8k,0.6328502415458938
,,token_iu,locator,0.30434782608695654,qwen3_8b,gsm8k,0.6328502415458938
,,token_uniform_liu_l0p03,locator,0.30434782608695654,qwen3_8b,gsm8k,0.6328502415458938
,,token_uniform_liu_l0p1,locator,0.30434782608695654,qwen3_8b,gsm8k,0.6328502415458938
,,token_uniform_liu_l0p3,locator,0.30434782608695654,qwen3_8b,gsm8k,0.6328502415458938
,,token_dufs_liu_l0p03,locator,0.30434782608695654,qwen3_8b,gsm8k,0.6328502415458938
,,token_dufs_liu_l0p1,locator,0.30434782608695654,qwen3_8b,gsm8k,0.6328502415458938
,,token_dufs_liu_l0p3,locator,0.30434782608695654,qwen3_8b,gsm8k,0.6328502415458938
,,token_temporal_liu_l0p03,locator,0.2995169082125604,qwen3_8b,gsm8k,0.6328502415458938
,,token_temporal_liu_l0p1,locator,0.2995169082125604,qwen3_8b,gsm8k,0.6183574879227053
,,token_temporal_liu_l0p3,locator,0.30917874396135264,qwen3_8b,gsm8k,0.6231884057971014
0.8537494893887128,0.7942769235872685,answer_deployed_upcr_stable,detector,,qwen3_8b,math,
0.853506196635919,0.7936673798742764,answer_iu_stable,detector,,qwen3_8b,math,
0.8541565088824852,0.7949072000796139,answer_dufs_liu_stable,detector,,qwen3_8b,math,
0.8535501855300496,0.7938539748884577,answer_uniform_liu_stable,detector,,qwen3_8b,math,
0.852971250341998,0.7929873447114826,answer_iu_mixed,detector,,qwen3_8b,math,
0.8544057738339149,0.7948864673002605,answer_dufs_liu_mixed,detector,,qwen3_8b,math,
0.8532973364872967,0.7933190691811381,answer_uniform_liu_mixed,detector,,qwen3_8b,math,
0.7910659263925537,0.7244696555041382,token_upcr_core__max,detector,,qwen3_8b,math,
0.8091813021514898,0.7435894246239073,token_upcr_core__top5mean,detector,,qwen3_8b,math,
0.7964308737864129,0.7259250966147519,token_upcr_full__max,detector,,qwen3_8b,math,
0.8140563268924355,0.7483911363221707,token_upcr_full__top5mean,detector,,qwen3_8b,math,
0.7942273855931536,0.7266797697832181,token_iu__max,detector,,qwen3_8b,math,
0.8093772261242412,0.7431415965898724,token_iu__top5mean,detector,,qwen3_8b,math,
0.7942682099765356,0.7267709940123733,token_uniform_liu_l0p03__max,detector,,qwen3_8b,math,
0.8094530756097075,0.7432037949279329,token_uniform_liu_l0p03__top5mean,detector,,qwen3_8b,math,
0.794413508380591,0.7269658821382959,token_uniform_liu_l0p1__max,detector,,qwen3_8b,math,
0.809493907489395,0.7434069761655968,token_uniform_liu_l0p1__top5mean,detector,,qwen3_8b,math,
0.7945701041907248,0.7272146754905375,token_uniform_liu_l0p3__max,detector,,qwen3_8b,math,
0.8098266826133107,0.7438589507555025,token_uniform_liu_l0p3__top5mean,detector,,qwen3_8b,math,
0.7942893399384456,0.7267958733475974,token_dufs_liu_l0p03__max,detector,,qwen3_8b,math,
0.8094807974158453,0.7432494070425104,token_dufs_liu_l0p03__top5mean,detector,,qwen3_8b,math,
0.794481982655475,0.7270114942528735,token_dufs_liu_l0p1__max,detector,,qwen3_8b,math,
0.8095727127900685,0.7435106400623643,token_dufs_liu_l0p1__top5mean,detector,,qwen3_8b,math,
0.7946526336703745,0.7273432187225292,token_dufs_liu_l0p3__max,detector,,qwen3_8b,math,
0.8099931079672646,0.7440911578842613,token_dufs_liu_l0p3__top5mean,detector,,qwen3_8b,math,
0.7919256128181194,0.7234910683186545,token_temporal_liu_l0p03__max,detector,,qwen3_8b,math,
0.806639698118863,0.7393682307475411,token_temporal_liu_l0p03__top5mean,detector,,qwen3_8b,math,
0.7879596317542901,0.7177107694349074,token_temporal_liu_l0p1__max,detector,,qwen3_8b,math,
0.801036789946568,0.7315063608167056,token_temporal_liu_l0p1__top5mean,detector,,qwen3_8b,math,
0.7772519880849849,0.7024763231659783,token_temporal_liu_l0p3__max,detector,,qwen3_8b,math,
0.7854810021537733,0.7111343318239869,token_temporal_liu_l0p3__top5mean,detector,,qwen3_8b,math,
,,token_upcr_core,locator,0.2895622895622896,qwen3_8b,math,0.6043771043771043
,,token_upcr_full,locator,0.28619528619528617,qwen3_8b,math,0.601010101010101
,,token_iu,locator,0.29292929292929293,qwen3_8b,math,0.6043771043771043
,,token_uniform_liu_l0p03,locator,0.29292929292929293,qwen3_8b,math,0.6043771043771043
,,token_uniform_liu_l0p1,locator,0.29292929292929293,qwen3_8b,math,0.6043771043771043
,,token_uniform_liu_l0p3,locator,0.29292929292929293,qwen3_8b,math,0.6043771043771043
,,token_dufs_liu_l0p03,locator,0.29292929292929293,qwen3_8b,math,0.6043771043771043
,,token_dufs_liu_l0p1,locator,0.29292929292929293,qwen3_8b,math,0.6043771043771043
,,token_dufs_liu_l0p3,locator,0.29292929292929293,qwen3_8b,math,0.6043771043771043
,,token_temporal_liu_l0p03,locator,0.2895622895622896,qwen3_8b,math,0.6043771043771043
,,token_temporal_liu_l0p1,locator,0.2895622895622896,qwen3_8b,math,0.6026936026936027
,,token_temporal_liu_l0p3,locator,0.29292929292929293,qwen3_8b,math,0.6077441077441077
0.8556623589866514,0.7715716332186415,answer_deployed_upcr_stable,detector,,qwen3_8b,olympiadbench,
0.8594556019357205,0.7812601805613199,answer_iu_stable,detector,,qwen3_8b,olympiadbench,
0.859413565093364,0.7813628229329834,answer_dufs_liu_stable,detector,,qwen3_8b,olympiadbench,
0.8595896956420208,0.7815457941172533,answer_uniform_liu_stable,detector,,qwen3_8b,olympiadbench,
0.8604856788453578,0.7829515483378628,answer_iu_mixed,detector,,qwen3_8b,olympiadbench,
0.8610651993235843,0.7839110313773268,answer_dufs_liu_mixed,detector,,qwen3_8b,olympiadbench,
0.8608098724262216,0.783437983925312,answer_uniform_liu_mixed,detector,,qwen3_8b,olympiadbench,
0.8108429174508105,0.706103650944533,token_upcr_core__max,detector,,qwen3_8b,olympiadbench,
0.8241004800112312,0.7273550845907024,token_upcr_core__top5mean,detector,,qwen3_8b,olympiadbench,
0.8108429174508105,0.706103650944533,token_upcr_full__max,detector,,qwen3_8b,olympiadbench,
0.8241004800112312,0.7273550845907024,token_upcr_full__top5mean,detector,,qwen3_8b,olympiadbench,
0.8094899136313853,0.7019399408244414,token_iu__max,detector,,qwen3_8b,olympiadbench,
0.8188201749247626,0.7185456914748816,token_iu__top5mean,detector,,qwen3_8b,olympiadbench,
0.8094709908795189,0.7019533289598758,token_uniform_liu_l0p03__max,detector,,qwen3_8b,olympiadbench,
0.8189255756018256,0.7187197372355285,token_uniform_liu_l0p03__top5mean,detector,,qwen3_8b,olympiadbench,
0.809620792283255,0.7022523306512436,token_uniform_liu_l0p1__max,detector,,qwen3_8b,olympiadbench,
0.8190897900620213,0.7189651863851588,token_uniform_liu_l0p1__top5mean,detector,,qwen3_8b,olympiadbench,
0.809793682981018,0.702685213696955,token_uniform_liu_l0p3__max,detector,,qwen3_8b,olympiadbench,
0.8195926353829899,0.7197997134939016,token_uniform_liu_l0p3__top5mean,detector,,qwen3_8b,olympiadbench,
0.8095046373391324,0.701984567942556,token_dufs_liu_l0p03__max,detector,,qwen3_8b,olympiadbench,
0.8189490305860332,0.7187509762182087,token_dufs_liu_l0p03__top5mean,detector,,qwen3_8b,olympiadbench,
