method,stratum,n,sla_micro_descriptive,longest_step_agreement,mae
evidence30__all__prioronly__equal,steps_2_to_5,1312,0.07926829268292683,0.08231707317073171,1.9801829268292683
evidence30__all__prioronly__equal,steps_6_to_10,2308,0.038128249566724434,0.06759098786828423,3.6039861351819757
evidence30__all__prioronly__equal,steps_11_plus,822,0.051094890510948905,0.0948905109489051,7.004866180048662
evidence30__all__prioronly__equal,error_relative_quarter_1,1314,0.0,0.0745814307458143,6.334855403348554
evidence30__all__prioronly__equal,error_relative_quarter_2,1290,0.0,0.06511627906976744,4.066666666666666
evidence30__all__prioronly__equal,error_relative_quarter_3,1122,0.0,0.062388591800356503,2.308377896613191
evidence30__all__prioronly__equal,error_relative_quarter_4,716,0.3268156424581006,0.12569832402234637,0.7178770949720671
evidence30__all__ceiling__equal,steps_2_to_5,1312,0.4176829268292683,0.6737804878048781,0.8894817073170732
evidence30__all__ceiling__equal,steps_6_to_10,2308,0.27642980935875217,0.5463604852686309,1.85051993067591
evidence30__all__ceiling__equal,steps_11_plus,822,0.17761557177615572,0.43309002433090027,4.375912408759124
evidence30__all__ceiling__equal,error_relative_quarter_1,1314,0.2389649923896499,0.5441400304414004,2.8447488584474887
evidence30__all__ceiling__equal,error_relative_quarter_2,1290,0.289922480620155,0.5689922480620155,1.7782945736434108
evidence30__all__ceiling__equal,error_relative_quarter_3,1122,0.3698752228163993,0.5721925133689839,1.3146167557932265
evidence30__all__ceiling__equal,error_relative_quarter_4,716,0.3198324022346369,0.5726256983240223,2.1340782122905027
evidence30__all__ceiling_position__equal,steps_2_to_5,1312,0.3719512195121951,0.538109756097561,1.0609756097560976
evidence30__all__ceiling_position__equal,steps_6_to_10,2308,0.2551993067590988,0.4311091854419411,2.1291161178509532
evidence30__all__ceiling_position__equal,steps_11_plus,822,0.13990267639902676,0.3102189781021898,5.25669099756691
evidence30__all__ceiling_position__equal,error_relative_quarter_1,1314,0.1765601217656012,0.4079147640791476,3.9216133942161338
evidence30__all__ceiling_position__equal,error_relative_quarter_2,1290,0.28449612403100777,0.4573643410852713,2.196124031007752
evidence30__all__ceiling_position__equal,error_relative_quarter_3,1122,0.2718360071301248,0.45989304812834225,1.4688057040998217
evidence30__all__ceiling_position__equal,error_relative_quarter_4,716,0.4022346368715084,0.43854748603351956,1.3868715083798884
evidence30__all__plain__equal_std,steps_2_to_5,1312,0.44664634146341464,0.6516768292682927,0.8384146341463414
evidence30__all__plain__equal_std,steps_6_to_10,2308,0.3050259965337955,0.5524263431542461,1.8253899480069324
evidence30__all__plain__equal_std,steps_11_plus,822,0.19099756690997566,0.44038929440389296,4.457420924574209
evidence30__all__plain__equal_std,error_relative_quarter_1,1314,0.258751902587519,0.5395738203957382,2.8789954337899544
evidence30__all__plain__equal_std,error_relative_quarter_2,1290,0.29767441860465116,0.5542635658914729,1.817829457364341
evidence30__all__plain__equal_std,error_relative_quarter_3,1122,0.39126559714795006,0.5793226381461676,1.2709447415329769
evidence30__all__plain__equal_std,error_relative_quarter_4,716,0.39664804469273746,0.5837988826815642,1.9874301675977655
evidence30__all__plain__spectral,steps_2_to_5,1312,0.4344512195121951,0.6875,0.8734756097560976
evidence30__all__plain__spectral,steps_6_to_10,2308,0.29636048526863085,0.5758232235701907,1.8314558058925476
evidence30__all__plain__spectral,steps_11_plus,822,0.17883211678832117,0.46958637469586373,4.474452554744525
evidence30__all__plain__spectral,error_relative_quarter_1,1314,0.2724505327245053,0.5555555555555556,2.741248097412481
evidence30__all__plain__spectral,error_relative_quarter_2,1290,0.29457364341085274,0.5906976744186047,1.7992248062015503
evidence30__all__plain__spectral,error_relative_quarter_3,1122,0.3663101604278075,0.6051693404634582,1.3449197860962567
evidence30__all__plain__spectral,error_relative_quarter_4,716,0.35195530726256985,0.6229050279329609,2.261173184357542
evidence30__all__plain__continuous_lsml,steps_2_to_5,1312,0.4367378048780488,0.6920731707317073,0.8650914634146342
evidence30__all__plain__continuous_lsml,steps_6_to_10,2308,0.2941941074523397,0.5814558058925476,1.8184575389948008
evidence30__all__plain__continuous_lsml,steps_11_plus,822,0.18004866180048662,0.4805352798053528,4.47323600973236
evidence30__all__plain__continuous_lsml,error_relative_quarter_1,1314,0.2709284627092846,0.5669710806697108,2.7146118721461185
evidence30__all__plain__continuous_lsml,error_relative_quarter_2,1290,0.2937984496124031,0.5961240310077519,1.7782945736434108
evidence30__all__plain__continuous_lsml,error_relative_quarter_3,1122,0.3672014260249554,0.6131907308377896,1.3707664884135473
evidence30__all__plain__continuous_lsml,error_relative_quarter_4,716,0.35335195530726254,0.6187150837988827,2.2486033519553073
evidence30__all__position__equal_std,steps_2_to_5,1312,0.39939024390243905,0.5754573170731707,0.9596036585365854
evidence30__all__position__equal_std,steps_6_to_10,2308,0.28466204506065856,0.4731369150779896,2.032928942807626
evidence30__all__position__equal_std,steps_11_plus,822,0.18004866180048662,0.36253041362530414,4.815085158150851
evidence30__all__position__equal_std,error_relative_quarter_1,1314,0.2207001522070015,0.4726027397260274,3.580669710806697
evidence30__all__position__equal_std,error_relative_quarter_2,1290,0.2682170542635659,0.48992248062015503,2.131782945736434
evidence30__all__position__equal_std,error_relative_quarter_3,1122,0.3235294117647059,0.4839572192513369,1.358288770053476
evidence30__all__position__equal_std,error_relative_quarter_4,716,0.46089385474860334,0.48743016759776536,1.2988826815642458
evidence30__all__position__spectral,steps_2_to_5,1312,0.3986280487804878,0.5769817073170732,0.9725609756097561
evidence30__all__position__spectral,steps_6_to_10,2308,0.2772963604852686,0.4852686308492201,2.0381282495667246
evidence30__all__position__spectral,steps_11_plus,822,0.1630170316301703,0.34306569343065696,4.979318734793187
evidence30__all__position__spectral,error_relative_quarter_1,1314,0.2070015220700152,0.4680365296803653,3.6681887366818873
evidence30__all__position__spectral,error_relative_quarter_2,1290,0.2651162790697674,0.49612403100775193,2.1449612403100775
evidence30__all__position__spectral,error_relative_quarter_3,1122,0.31996434937611407,0.4919786096256685,1.36096256684492
evidence30__all__position__spectral,error_relative_quarter_4,716,0.45251396648044695,0.49162011173184356,1.339385474860335
evidence30__all__position__continuous_lsml,steps_2_to_5,1312,0.40777439024390244,0.5792682926829268,0.9557926829268293
evidence30__all__position__continuous_lsml,steps_6_to_10,2308,0.27946273830155977,0.49523396880415943,2.018630849220104
evidence30__all__position__continuous_lsml,steps_11_plus,822,0.1678832116788321,0.35523114355231145,4.801703163017032
evidence30__all__position__continuous_lsml,error_relative_quarter_1,1314,0.21993911719939116,0.4824961948249619,3.5114155251141552
evidence30__all__position__continuous_lsml,error_relative_quarter_2,1290,0.2751937984496124,0.5046511627906977,2.122480620155039
evidence30__all__position__continuous_lsml,error_relative_quarter_3,1122,0.31996434937611407,0.4919786096256685,1.3529411764705883
evidence30__all__position__continuous_lsml,error_relative_quarter_4,716,0.4399441340782123,0.5,1.3826815642458101
evidence__all__seed__equal,steps_2_to_5,1312,0.38948170731707316,0.5038109756097561,0.975609756097561
evidence__all__seed__equal,steps_6_to_10,2308,0.25779896013864817,0.3617850953206239,2.035095320623917
evidence__all__seed__equal,steps_11_plus,822,0.14720194647201945,0.30900243309002434,4.530413625304136
evidence__all__seed__equal,error_relative_quarter_1,1314,0.3234398782343988,0.3812785388127854,2.2770167427701673
evidence__all__seed__equal,error_relative_quarter_2,1290,0.2317829457364341,0.38449612403100775,1.8883720930232557
evidence__all__seed__equal,error_relative_quarter_3,1122,0.26737967914438504,0.3948306595365419,1.9491978609625669
evidence__all__seed__equal,error_relative_quarter_4,716,0.2835195530726257,0.4329608938547486,2.9134078212290504
evidence__all__plain__equal,steps_2_to_5,1312,0.3826219512195122,0.506859756097561,0.9664634146341463
evidence__all__plain__equal,steps_6_to_10,2308,0.2474003466204506,0.41854419410745236,1.9675043327556325
evidence__all__plain__equal,steps_11_plus,822,0.13990267639902676,0.33454987834549876,4.406326034063261
evidence__all__plain__equal,error_relative_quarter_1,1314,0.2496194824961948,0.4193302891933029,2.7298325722983257
evidence__all__plain__equal,error_relative_quarter_2,1290,0.22325581395348837,0.40930232558139534,1.9116279069767441
evidence__all__plain__equal,error_relative_quarter_3,1122,0.2887700534759358,0.4536541889483066,1.567736185383244
evidence__all__plain__equal,error_relative_quarter_4,716,0.3463687150837989,0.4441340782122905,2.261173184357542
evidence__all__position__equal,steps_2_to_5,1312,0.3780487804878049,0.47103658536585363,1.0106707317073171
evidence__all__position__equal,steps_6_to_10,2308,0.26126516464471405,0.37391681109185443,1.9415077989601386
evidence__all__position__equal,steps_11_plus,822,0.14841849148418493,0.28832116788321166,4.354014598540146
evidence__all__position__equal,error_relative_quarter_1,1314,0.2519025875190259,0.3888888888888889,3.0045662100456623
evidence__all__position__equal,error_relative_quarter_2,1290,0.23488372093023255,0.3798449612403101,1.9472868217054264
evidence__all__position__equal,error_relative_quarter_3,1122,0.2700534759358289,0.40641711229946526,1.4946524064171123
evidence__all__position__equal,error_relative_quarter_4,716,0.39664804469273746,0.3645251396648045,1.744413407821229
evidence__all__plain2__equal,steps_2_to_5,1312,0.3673780487804878,0.5015243902439024,0.9923780487804879
evidence__all__plain2__equal,steps_6_to_10,2308,0.2378682842287695,0.39774696707105717,1.983535528596187
evidence__all__plain2__equal,steps_11_plus,822,0.13381995133819952,0.29927007299270075,4.571776155717761
evidence__all__plain2__equal,error_relative_quarter_1,1314,0.2267884322678843,0.3995433789954338,2.872146118721461
evidence__all__plain2__equal,error_relative_quarter_2,1290,0.2186046511627907,0.39147286821705424,1.948062015503876
evidence__all__plain2__equal,error_relative_quarter_3,1122,0.28609625668449196,0.4269162210338681,1.5285204991087344
evidence__all__plain2__equal,error_relative_quarter_4,716,0.33519553072625696,0.4371508379888268,2.2849162011173183
evidence__all__position2__equal,steps_2_to_5,1312,0.36128048780487804,0.4695121951219512,1.0236280487804879
evidence__all__position2__equal,steps_6_to_10,2308,0.2448006932409012,0.3617850953206239,1.9779029462738302
evidence__all__position2__equal,steps_11_plus,822,0.13381995133819952,0.25304136253041365,4.598540145985401
evidence__all__position2__equal,error_relative_quarter_1,1314,0.2176560121765601,0.3713850837138508,3.199391171993912
evidence__all__position2__equal,error_relative_quarter_2,1290,0.22325581395348837,0.3674418604651163,1.989922480620155
evidence__all__position2__equal,error_relative_quarter_3,1122,0.27540106951871657,0.39215686274509803,1.4545454545454546
evidence__all__position2__equal,error_relative_quarter_4,716,0.3715083798882682,0.35893854748603354,1.7946927374301676
evidence__all__randomseed__equal,steps_2_to_5,1312,0.16920731707317074,0.1836890243902439,1.4024390243902438
evidence__all__randomseed__equal,steps_6_to_10,2308,0.09488734835355286,0.11265164644714037,2.4263431542461005
evidence__all__randomseed__equal,steps_11_plus,822,0.031630170316301706,0.051094890510948905,5.002433090024331
evidence__all__randomseed__equal,error_relative_quarter_1,1314,0.0958904109589041,0.12100456621004566,3.599695585996956
evidence__all__randomseed__equal,error_relative_quarter_2,1290,0.11007751937984496,0.12015503875968993,2.256589147286822
evidence__all__randomseed__equal,error_relative_quarter_3,1122,0.11764705882352941,0.1497326203208556,1.8538324420677361
evidence__all__randomseed__equal,error_relative_quarter_4,716,0.0935754189944134,0.08519553072625698,2.5572625698324023
evidence__all__randomseed_position__equal,steps_2_to_5,1312,0.20807926829268292,0.20426829268292682,1.3064024390243902
evidence__all__randomseed_position__equal,steps_6_to_10,2308,0.12954939341421143,0.10051993067590988,2.2448006932409013
evidence__all__randomseed_position__equal,steps_11_plus,822,0.03527980535279805,0.0413625304136253,4.627737226277373
evidence__all__randomseed_position__equal,error_relative_quarter_1,1314,0.1659056316590563,0.12100456621004566,3.0692541856925417
evidence__all__randomseed_position__equal,error_relative_quarter_2,1290,0.1511627906976744,0.13178294573643412,2.02015503875969
evidence__all__randomseed_position__equal,error_relative_quarter_3,1122,0.10071301247771836,0.12745098039215685,1.927807486631016
evidence__all__randomseed_position__equal,error_relative_quarter_4,716,0.10474860335195531,0.08659217877094973,2.649441340782123
evidence__all__prioronly__equal,steps_2_to_5,1312,0.07926829268292683,0.08231707317073171,1.9801829268292683
evidence__all__prioronly__equal,steps_6_to_10,2308,0.038128249566724434,0.06759098786828423,3.6039861351819757
evidence__all__prioronly__equal,steps_11_plus,822,0.051094890510948905,0.0948905109489051,7.004866180048662
evidence__all__prioronly__equal,error_relative_quarter_1,1314,0.0,0.0745814307458143,6.334855403348554
evidence__all__prioronly__equal,error_relative_quarter_2,1290,0.0,0.06511627906976744,4.066666666666666
evidence__all__prioronly__equal,error_relative_quarter_3,1122,0.0,0.062388591800356503,2.308377896613191
evidence__all__prioronly__equal,error_relative_quarter_4,716,0.3268156424581006,0.12569832402234637,0.7178770949720671
evidence__all__ceiling__equal,steps_2_to_5,1312,0.3704268292682927,0.47484756097560976,0.9961890243902439
evidence__all__ceiling__equal,steps_6_to_10,2308,0.23526863084922012,0.37564991334488734,1.9566724436741767
evidence__all__ceiling__equal,steps_11_plus,822,0.13017031630170317,0.24817518248175183,4.630170316301703
evidence__all__ceiling__equal,error_relative_quarter_1,1314,0.18797564687975646,0.3576864535768645,3.146118721461187
evidence__all__ceiling__equal,error_relative_quarter_2,1290,0.2558139534883721,0.375968992248062,1.8612403100775194
evidence__all__ceiling__equal,error_relative_quarter_3,1122,0.3065953654188948,0.4117647058823529,1.3859180035650625
evidence__all__ceiling__equal,error_relative_quarter_4,716,0.30027932960893855,0.38687150837988826,2.149441340782123
evidence__all__ceiling_position__equal,steps_2_to_5,1312,0.35060975609756095,0.4016768292682927,1.0594512195121952
evidence__all__ceiling_position__equal,steps_6_to_10,2308,0.24003466204506066,0.2972270363951473,1.983102253032929
evidence__all__ceiling_position__equal,steps_11_plus,822,0.12895377128953772,0.20316301703163017,4.592457420924574
evidence__all__ceiling_position__equal,error_relative_quarter_1,1314,0.22907153729071536,0.2968036529680365,3.0989345509893456
evidence__all__ceiling_position__equal,error_relative_quarter_2,1290,0.26124031007751936,0.3116279069767442,1.9666666666666666
evidence__all__ceiling_position__equal,error_relative_quarter_3,1122,0.20855614973262032,0.3226381461675579,1.5980392156862746
evidence__all__ceiling_position__equal,error_relative_quarter_4,716,0.3463687150837989,0.31564245810055863,1.8715083798882681
evidence__all__plain__equal_std,steps_2_to_5,1312,0.3826219512195122,0.506859756097561,0.9664634146341463
evidence__all__plain__equal_std,steps_6_to_10,2308,0.2474003466204506,0.41854419410745236,1.9675043327556325
evidence__all__plain__equal_std,steps_11_plus,822,0.13990267639902676,0.33454987834549876,4.406326034063261
evidence__all__plain__equal_std,error_relative_quarter_1,1314,0.2496194824961948,0.4193302891933029,2.7298325722983257
evidence__all__plain__equal_std,error_relative_quarter_2,1290,0.22325581395348837,0.40930232558139534,1.9116279069767441
evidence__all__plain__equal_std,error_relative_quarter_3,1122,0.2887700534759358,0.4536541889483066,1.567736185383244
evidence__all__plain__equal_std,error_relative_quarter_4,716,0.3463687150837989,0.4441340782122905,2.261173184357542
evidence__all__plain__spectral,steps_2_to_5,1312,0.3597560975609756,0.45503048780487804,0.9847560975609756
evidence__all__plain__spectral,steps_6_to_10,2308,0.231369150779896,0.3344887348353553,1.9826689774696706
evidence__all__plain__spectral,steps_11_plus,822,0.12043795620437957,0.2360097323600973,4.594890510948905
evidence__all__plain__spectral,error_relative_quarter_1,1314,0.2267884322678843,0.3439878234398782,2.9855403348554033
evidence__all__plain__spectral,error_relative_quarter_2,1290,0.224031007751938,0.34728682170542635,1.865891472868217
evidence__all__plain__spectral,error_relative_quarter_3,1122,0.27807486631016043,0.35561497326203206,1.4955436720142603
evidence__all__plain__spectral,error_relative_quarter_4,716,0.2877094972067039,0.3687150837988827,2.286312849162011
evidence__all__plain__continuous_lsml,steps_2_to_5,1312,0.3551829268292683,0.4527439024390244,1.021341463414634
evidence__all__plain__continuous_lsml,steps_6_to_10,2308,0.20623916811091855,0.33188908145580587,2.005632582322357
evidence__all__plain__continuous_lsml,steps_11_plus,822,0.10948905109489052,0.24817518248175183,4.536496350364963
evidence__all__plain__continuous_lsml,error_relative_quarter_1,1314,0.2694063926940639,0.3508371385083714,2.4048706240487063
evidence__all__plain__continuous_lsml,error_relative_quarter_2,1290,0.2062015503875969,0.3426356589147287,1.8
evidence__all__plain__continuous_lsml,error_relative_quarter_3,1122,0.22281639928698752,0.3582887700534759,1.8805704099821747
evidence__all__plain__continuous_lsml,error_relative_quarter_4,716,0.22625698324022347,0.361731843575419,2.941340782122905
evidence__all__position__equal_std,steps_2_to_5,1312,0.3780487804878049,0.47103658536585363,1.0106707317073171
evidence__all__position__equal_std,steps_6_to_10,2308,0.26126516464471405,0.37391681109185443,1.9415077989601386
evidence__all__position__equal_std,steps_11_plus,822,0.14841849148418493,0.28832116788321166,4.354014598540146
evidence__all__position__equal_std,error_relative_quarter_1,1314,0.2519025875190259,0.3888888888888889,3.0045662100456623
evidence__all__position__equal_std,error_relative_quarter_2,1290,0.23488372093023255,0.3798449612403101,1.9472868217054264
evidence__all__position__equal_std,error_relative_quarter_3,1122,0.2700534759358289,0.40641711229946526,1.4946524064171123
evidence__all__position__equal_std,error_relative_quarter_4,716,0.39664804469273746,0.3645251396648045,1.744413407821229
evidence__all__position__spectral,steps_2_to_5,1312,0.30564024390243905,0.3361280487804878,1.149390243902439
evidence__all__position__spectral,steps_6_to_10,2308,0.19324090121317158,0.23180242634315423,2.2023396880415946
evidence__all__position__spectral,steps_11_plus,822,0.11070559610705596,0.15450121654501217,4.649635036496351
evidence__all__position__spectral,error_relative_quarter_1,1314,0.2465753424657534,0.2610350076103501,3.114916286149163
evidence__all__position__spectral,error_relative_quarter_2,1290,0.14806201550387596,0.2434108527131783,2.1550387596899223
evidence__all__position__spectral,error_relative_quarter_3,1122,0.1746880570409982,0.24509803921568626,1.9090909090909092
evidence__all__position__spectral,error_relative_quarter_4,716,0.3170391061452514,0.2388268156424581,1.952513966480447
evidence__all__position__continuous_lsml,steps_2_to_5,1312,0.3079268292682927,0.3643292682926829,1.1227134146341464
evidence__all__position__continuous_lsml,steps_6_to_10,2308,0.19194107452339687,0.2551993067590988,2.1668110918544192
evidence__all__position__continuous_lsml,steps_11_plus,822,0.11800486618004866,0.16909975669099755,4.626520681265207
evidence__all__position__continuous_lsml,error_relative_quarter_1,1314,0.2389649923896499,0.2785388127853881,2.9771689497716896
evidence__all__position__continuous_lsml,error_relative_quarter_2,1290,0.16279069767441862,0.26356589147286824,2.037984496124031
evidence__all__position__continuous_lsml,error_relative_quarter_3,1122,0.18983957219251338,0.27629233511586454,1.9019607843137254
evidence__all__position__continuous_lsml,error_relative_quarter_4,716,0.28910614525139666,0.26536312849162014,2.2374301675977653
ct7,steps_2_to_5,1312,0.4763719512195122,0.5503048780487805,0.791920731707317
ct7,steps_6_to_10,2308,0.3587521663778163,0.408578856152513,1.60051993067591
ct7,steps_11_plus,822,0.29927007299270075,0.29927007299270075,3.5291970802919708
ct7,error_relative_quarter_1,1314,0.3774733637747336,0.4079147640791476,2.0593607305936072
ct7,error_relative_quarter_2,1290,0.386046511627907,0.42868217054263563,1.4054263565891474
ct7,error_relative_quarter_3,1122,0.38324420677361853,0.43493761140819964,1.3556149732620322
ct7,error_relative_quarter_4,716,0.3840782122905028,0.4664804469273743,2.2262569832402233
token_lsml,steps_2_to_5,1312,0.4321646341463415,0.5083841463414634,0.8719512195121951
token_lsml,steps_6_to_10,2308,0.31802426343154244,0.39774696707105717,1.7456672443674177
token_lsml,steps_11_plus,822,0.20802919708029197,0.31630170316301703,4.180048661800487
token_lsml,error_relative_quarter_1,1314,0.2907153729071537,0.4018264840182648,2.7039573820395737
token_lsml,error_relative_quarter_2,1290,0.30930232558139537,0.39689922480620154,1.7178294573643411
token_lsml,error_relative_quarter_3,1122,0.36452762923351156,0.4304812834224599,1.3458110516934045
token_lsml,error_relative_quarter_4,716,0.39385474860335196,0.44972067039106145,1.8575418994413408
token_equal,steps_2_to_5,1312,0.3986280487804878,0.510670731707317,0.9474085365853658
token_equal,steps_6_to_10,2308,0.29462738301559793,0.4168110918544194,1.8847487001733103
token_equal,steps_11_plus,822,0.17761557177615572,0.33454987834549876,4.326034063260341
token_equal,error_relative_quarter_1,1314,0.20624048706240486,0.4018264840182648,3.1948249619482496
token_equal,error_relative_quarter_2,1290,0.27984496124031005,0.4294573643410853,1.8116279069767443
token_equal,error_relative_quarter_3,1122,0.3761140819964349,0.4376114081996435,1.2361853832442067
token_equal,error_relative_quarter_4,716,0.41201117318435754,0.4664804469273743,1.7136871508379887
mindgap_previous_unadjusted,steps_2_to_5,1312,0.3132621951219512,0.3208841463414634,1.1128048780487805
mindgap_previous_unadjusted,steps_6_to_10,2308,0.19887348353552858,0.2097053726169844,2.112218370883882
mindgap_previous_unadjusted,steps_11_plus,822,0.11678832116788321,0.12652068126520682,4.631386861313868
mindgap_previous_unadjusted,error_relative_quarter_1,1314,0.18949771689497716,0.22146118721461186,3.13089802130898
mindgap_previous_unadjusted,error_relative_quarter_2,1290,0.2124031007751938,0.224031007751938,2.024031007751938
mindgap_previous_unadjusted,error_relative_quarter_3,1122,0.22549019607843138,0.22549019607843138,1.6934046345811051
mindgap_previous_unadjusted,error_relative_quarter_4,716,0.26536312849162014,0.24581005586592178,2.118715083798883
mindgap,steps_2_to_5,1312,0.3079268292682927,0.31935975609756095,1.125
mindgap,steps_6_to_10,2308,0.19887348353552858,0.20883882149046792,2.1109185441941074
mindgap,steps_11_plus,822,0.11192214111922141,0.13017031630170317,4.653284671532846
mindgap,error_relative_quarter_1,1314,0.2100456621004566,0.22907153729071536,3.0707762557077625
mindgap,error_relative_quarter_2,1290,0.19844961240310077,0.22093023255813954,2.0224806201550387
mindgap,error_relative_quarter_3,1122,0.21479500891265596,0.2192513368983957,1.7433155080213905
mindgap,error_relative_quarter_4,716,0.2541899441340782,0.24581005586592178,2.196927374301676
dual__iu,steps_2_to_5,1312,0.3711890243902439,0.34984756097560976,1.0083841463414633
dual__iu,steps_6_to_10,2308,0.23613518197573657,0.2404679376083189,1.983102253032929
dual__iu,steps_11_plus,822,0.15450121654501217,0.16909975669099755,4.346715328467154
dual__iu,error_relative_quarter_1,1314,0.24277016742770166,0.2313546423135464,2.6613394216133943
dual__iu,error_relative_quarter_2,1290,0.2627906976744186,0.25503875968992246,1.8193798449612404
dual__iu,error_relative_quarter_3,1122,0.24420677361853832,0.27450980392156865,1.71301247771836
dual__iu,error_relative_quarter_4,716,0.3170391061452514,0.29608938547486036,2.3840782122905027
dual__joint0,steps_2_to_5,1312,0.4092987804878049,0.3673780487804878,0.9557926829268293
dual__joint0,steps_6_to_10,2308,0.2391681109185442,0.231369150779896,1.9818024263431542
