experiment,method,display_name,panel,fusion_fit,score_readout,source_path,source_sha256,benchmark,calibration,evidence,pb_macro_percent,pb_all8,pb_q4,pb_q8,prm_within,prm_pooled,prmscore_q08,valid_answers,prm_within_n
rbm-m3-powers-v1,mom5_rbm,"RBM, five features, distribution third moment removed",answer_local,unlabeled fitting within the current answer,posterior; Top10 token mean; earliest maximum,C:\Users\omris\TAU\hallucination_detection\.worktrees\rbm-m3-powers-v1\results\rbm_m3_powers_v1\METRICS.json,2cf92ba669386d8f582e2a5f9b0d9867a77d62629caa598b9a6c14c860897355,localization v3; 13769 answers; canonical source folds,external-fold entropy q0.3 gate and PRMScore q0.8,reviewed full development population; not untouched confirmation,35.84385611375958,0.35843856113759576,0.3587031606277179,0.35817396164747356,0.7063453258842903,0.5768806792622942,0.5895111863201835,13769,6030
rbm-m3-powers-v1,mom6_rbm,"RBM, six features, third-moment ablation reference",answer_local,unlabeled fitting within the current answer,posterior; Top10 token mean; earliest maximum,C:\Users\omris\TAU\hallucination_detection\.worktrees\rbm-m3-powers-v1\results\rbm_m3_powers_v1\METRICS.json,2cf92ba669386d8f582e2a5f9b0d9867a77d62629caa598b9a6c14c860897355,localization v3; 13769 answers; canonical source folds,external-fold entropy q0.3 gate and PRMScore q0.8,reviewed full development population; not untouched confirmation,36.20168449360268,0.36201684493602676,0.37351290000539755,0.350520789866656,0.7359819427631672,0.7081098773075334,0.6307492926682718,13769,6030
rbm-m3-powers-v1,mom6_shared_rbm,"RBM, six features, common five-feature orientation control",answer_local,unlabeled fitting within the current answer,posterior; Top10 token mean; earliest maximum,C:\Users\omris\TAU\hallucination_detection\.worktrees\rbm-m3-powers-v1\results\rbm_m3_powers_v1\METRICS.json,2cf92ba669386d8f582e2a5f9b0d9867a77d62629caa598b9a6c14c860897355,localization v3; 13769 answers; canonical source folds,external-fold entropy q0.3 gate and PRMScore q0.8,reviewed full development population; not untouched confirmation,36.20168449360268,0.36201684493602676,0.37351290000539755,0.350520789866656,0.7359819427631672,0.7081098773075334,0.6307492926682718,13769,6030
rbm-m3-powers-v1,power48_rbm,"RBM, 48 raw rank-power features, trained",answer_local,unlabeled fitting within the current answer,posterior; Top10 token mean; earliest maximum,C:\Users\omris\TAU\hallucination_detection\.worktrees\rbm-m3-powers-v1\results\rbm_m3_powers_v1\METRICS.json,2cf92ba669386d8f582e2a5f9b0d9867a77d62629caa598b9a6c14c860897355,localization v3; 13769 answers; canonical source folds,external-fold entropy q0.3 gate and PRMScore q0.8,reviewed full development population; not untouched confirmation,19.44167513115003,0.19441675131150032,0.19342459923626962,0.1954089033867311,0.5934723446935454,0.5890220377817411,0.37639959115648447,13769,6030
rbm-m3-powers-v1,power48_initial,"RBM, 48 raw rank-power features, before training",answer_local,fixed coefficients; no fitting,posterior; Top10 token mean; earliest maximum,C:\Users\omris\TAU\hallucination_detection\.worktrees\rbm-m3-powers-v1\results\rbm_m3_powers_v1\METRICS.json,2cf92ba669386d8f582e2a5f9b0d9867a77d62629caa598b9a6c14c860897355,localization v3; 13769 answers; canonical source folds,external-fold entropy q0.3 gate and PRMScore q0.8,reviewed full development population; not untouched confirmation,36.38345574098861,0.3638345574098861,0.37212890699835566,0.35554020782141654,0.7421188267467553,0.640875027580529,0.5585949758772235,13769,6030
rbm-weight-shrinkage-v1,rbm_shrinkage,RBM6 with weight shrinkage,answer_local,unlabeled fitting within the current answer,posterior; Top10 token mean; earliest maximum,C:\Users\omris\TAU\hallucination_detection\.worktrees\rbm-weight-shrinkage-v1\results\rbm_weight_shrinkage_v1\METRICS.json,4a7cf7b045a1741aa5df9a068fa5527e4fc6eee9df1c735b5ce5d26fdab047b8,localization v3; 13769 answers; canonical source folds,external-fold entropy q0.3 gate and PRMScore q0.8,reviewed full development population; not untouched confirmation,35.87114318788544,0.35871143187885435,0.36697741533481043,0.35044544842289826,0.738630248995498,0.7079965583222773,0.6295438953640439,13769,6030
rbm-diagonal-variance-v1,rbm_diagonal,"RBM6 with shared diagonal variance, previous experiment",answer_local,unlabeled fitting within the current answer,posterior; Top10 token mean; earliest maximum,C:\Users\omris\TAU\hallucination_detection\.worktrees\rbm-diagonal-variance-v1\results\rbm_diagonal_variance_v1\METRICS.json,66d644bdeb30f3e702a922b9b0aa2895a20ef154f818152070f4fc9dde805ae6,localization v3; 13769 answers; canonical source folds,external-fold entropy q0.3 gate and PRMScore q0.8,reviewed full development population; not untouched confirmation,35.80694910332301,0.35806949103323005,0.36788322126251166,0.3482557608039484,0.7330448590587003,0.7047273028297086,0.6253013416428403,13769,6030
rbm-diagonal-variance-v1,rbm_continued,"RBM6 with fixed variance, matched continued-training control",answer_local,unlabeled fitting within the current answer,posterior; Top10 token mean; earliest maximum,C:\Users\omris\TAU\hallucination_detection\.worktrees\rbm-diagonal-variance-v1\results\rbm_diagonal_variance_v1\METRICS.json,66d644bdeb30f3e702a922b9b0aa2895a20ef154f818152070f4fc9dde805ae6,localization v3; 13769 answers; canonical source folds,external-fold entropy q0.3 gate and PRMScore q0.8,reviewed full development population; not untouched confirmation,36.20168449360268,0.36201684493602676,0.37351290000539755,0.350520789866656,0.7359819427631672,0.70810986135676,0.6307492926682718,13769,6030
rbm-logit-readout-v1,rbm6__old,"RBM6, trained, posterior",answer_local,unlabeled fitting within the current answer,posterior; Top10 token mean; earliest maximum,C:\Users\omris\TAU\hallucination_detection\.worktrees\rbm-logit-readout-v1\results\rbm_logit_readout_v1\METRICS.json,31f07f242e5a3d858ed1fd108083664a4aa20dcf6bb47558eb8572f32de8bcd5,localization v3; 13769 answers; canonical source folds,external-fold entropy q0.3 gate and PRMScore q0.8,reviewed full development population; not untouched confirmation,36.20168449360268,0.36201684493602676,0.37351290000539755,0.350520789866656,0.7359819427631672,0.7081098773075334,0.6307492926682718,13769,6030
rbm-logit-readout-v1,rbm6__near,"RBM6, trained, posterior, first_near_max diagnostic",readout_diagnostic,unlabeled fitting within the current answer,posterior; Top10 token mean; first_near_max score transform,C:\Users\omris\TAU\hallucination_detection\.worktrees\rbm-logit-readout-v1\results\rbm_logit_readout_v1\METRICS.json,31f07f242e5a3d858ed1fd108083664a4aa20dcf6bb47558eb8572f32de8bcd5,localization v3; 13769 answers; canonical source folds,external-fold entropy q0.3 gate and PRMScore q0.8,reviewed full development population; not untouched confirmation,31.09504672473823,0.3109504672473823,0.3221215019432918,0.29977943255147277,0.7394268668156843,0.7018108615545064,0.6308110717880248,13769,6030
rbm-logit-readout-v1,rbm6__logit_old,"RBM6, trained, logit",answer_local,unlabeled fitting within the current answer,logit; Top10 token mean; earliest maximum,C:\Users\omris\TAU\hallucination_detection\.worktrees\rbm-logit-readout-v1\results\rbm_logit_readout_v1\METRICS.json,31f07f242e5a3d858ed1fd108083664a4aa20dcf6bb47558eb8572f32de8bcd5,localization v3; 13769 answers; canonical source folds,external-fold entropy q0.3 gate and PRMScore q0.8,reviewed full development population; not untouched confirmation,34.9707841643353,0.349707841643353,0.3565810434023544,0.34283463988435153,0.7356357370021873,0.7000044693128635,0.622232585877287,13769,6030
rbm-logit-readout-v1,rbm6__logit_near,"RBM6, trained, logit, first_near_max diagnostic",readout_diagnostic,unlabeled fitting within the current answer,logit; Top10 token mean; first_near_max score transform,C:\Users\omris\TAU\hallucination_detection\.worktrees\rbm-logit-readout-v1\results\rbm_logit_readout_v1\METRICS.json,31f07f242e5a3d858ed1fd108083664a4aa20dcf6bb47558eb8572f32de8bcd5,localization v3; 13769 answers; canonical source folds,external-fold entropy q0.3 gate and PRMScore q0.8,reviewed full development population; not untouched confirmation,34.72462670800337,0.3472462670800337,0.35442083461750945,0.3400716995425579,0.7379871607935582,0.7001103158299473,0.6226701665395157,13769,6030
rbm-logit-readout-v1,initial6__old,"RBM6, before training, posterior",answer_local,fixed coefficients; no fitting,posterior; Top10 token mean; earliest maximum,C:\Users\omris\TAU\hallucination_detection\.worktrees\rbm-logit-readout-v1\results\rbm_logit_readout_v1\METRICS.json,31f07f242e5a3d858ed1fd108083664a4aa20dcf6bb47558eb8572f32de8bcd5,localization v3; 13769 answers; canonical source folds,external-fold entropy q0.3 gate and PRMScore q0.8,reviewed full development population; not untouched confirmation,35.966210065316105,0.35966210065316107,0.36767337993745064,0.35165082136887144,0.744067528910734,0.6950464031735148,0.6130847986432351,13769,6030
rbm-logit-readout-v1,initial6__near,"RBM6, before training, posterior, first_near_max diagnostic",readout_diagnostic,fixed coefficients; no fitting,posterior; Top10 token mean; first_near_max score transform,C:\Users\omris\TAU\hallucination_detection\.worktrees\rbm-logit-readout-v1\results\rbm_logit_readout_v1\METRICS.json,31f07f242e5a3d858ed1fd108083664a4aa20dcf6bb47558eb8572f32de8bcd5,localization v3; 13769 answers; canonical source folds,external-fold entropy q0.3 gate and PRMScore q0.8,reviewed full development population; not untouched confirmation,33.65098926087467,0.33650989260874664,0.34433323258662635,0.328686552630867,0.7464249785094107,0.6953234333901513,0.6146888007454225,13769,6030
rbm-logit-readout-v1,initial6__logit_old,"RBM6, before training, logit",answer_local,fixed coefficients; no fitting,logit; Top10 token mean; earliest maximum,C:\Users\omris\TAU\hallucination_detection\.worktrees\rbm-logit-readout-v1\results\rbm_logit_readout_v1\METRICS.json,31f07f242e5a3d858ed1fd108083664a4aa20dcf6bb47558eb8572f32de8bcd5,localization v3; 13769 answers; canonical source folds,external-fold entropy q0.3 gate and PRMScore q0.8,reviewed full development population; not untouched confirmation,21.731633121630587,0.21731633121630586,0.22754354746279737,0.2070891149698144,0.7060960857757894,0.6641516814921505,0.5817528807687382,13769,6030
rbm-logit-readout-v1,initial6__logit_near,"RBM6, before training, logit, first_near_max diagnostic",readout_diagnostic,fixed coefficients; no fitting,logit; Top10 token mean; first_near_max score transform,C:\Users\omris\TAU\hallucination_detection\.worktrees\rbm-logit-readout-v1\results\rbm_logit_readout_v1\METRICS.json,31f07f242e5a3d858ed1fd108083664a4aa20dcf6bb47558eb8572f32de8bcd5,localization v3; 13769 answers; canonical source folds,external-fold entropy q0.3 gate and PRMScore q0.8,reviewed full development population; not untouched confirmation,20.555576802020372,0.20555576802020373,0.2142672296644707,0.19684430637593675,0.7038442362509747,0.6646576184422376,0.5825016466487589,13769,6030
rbm-logit-readout-v1,rbm12__old,"RBM12, trained, posterior",answer_local,unlabeled fitting within the current answer,posterior; Top10 token mean; earliest maximum,C:\Users\omris\TAU\hallucination_detection\.worktrees\rbm-logit-readout-v1\results\rbm_logit_readout_v1\METRICS.json,31f07f242e5a3d858ed1fd108083664a4aa20dcf6bb47558eb8572f32de8bcd5,localization v3; 13769 answers; canonical source folds,external-fold entropy q0.3 gate and PRMScore q0.8,reviewed full development population; not untouched confirmation,36.37504666989378,0.36375046669893774,0.37118546805583574,0.35631546534203984,0.7387017592037592,0.710417498206284,0.6292760348084029,13769,6030
rbm-logit-readout-v1,rbm12__near,"RBM12, trained, posterior, first_near_max diagnostic",readout_diagnostic,unlabeled fitting within the current answer,posterior; Top10 token mean; first_near_max score transform,C:\Users\omris\TAU\hallucination_detection\.worktrees\rbm-logit-readout-v1\results\rbm_logit_readout_v1\METRICS.json,31f07f242e5a3d858ed1fd108083664a4aa20dcf6bb47558eb8572f32de8bcd5,localization v3; 13769 answers; canonical source folds,external-fold entropy q0.3 gate and PRMScore q0.8,reviewed full development population; not untouched confirmation,27.515939774655546,0.27515939774655546,0.2828920728560532,0.26742672263705775,0.7118647170917949,0.6782109577147757,0.5730769793312541,13769,6030
rbm-logit-readout-v1,rbm12__logit_old,"RBM12, trained, logit",answer_local,unlabeled fitting within the current answer,logit; Top10 token mean; earliest maximum,C:\Users\omris\TAU\hallucination_detection\.worktrees\rbm-logit-readout-v1\results\rbm_logit_readout_v1\METRICS.json,31f07f242e5a3d858ed1fd108083664a4aa20dcf6bb47558eb8572f32de8bcd5,localization v3; 13769 answers; canonical source folds,external-fold entropy q0.3 gate and PRMScore q0.8,reviewed full development population; not untouched confirmation,36.27123083012945,0.3627123083012945,0.36981846288211506,0.3556061537204739,0.7452044991713739,0.7058494397346221,0.622215135338216,13769,6030
rbm-logit-readout-v1,rbm12__logit_near,"RBM12, trained, logit, first_near_max diagnostic",readout_diagnostic,unlabeled fitting within the current answer,logit; Top10 token mean; first_near_max score transform,C:\Users\omris\TAU\hallucination_detection\.worktrees\rbm-logit-readout-v1\results\rbm_logit_readout_v1\METRICS.json,31f07f242e5a3d858ed1fd108083664a4aa20dcf6bb47558eb8572f32de8bcd5,localization v3; 13769 answers; canonical source folds,external-fold entropy q0.3 gate and PRMScore q0.8,reviewed full development population; not untouched confirmation,36.39976904354062,0.36399769043540625,0.3752846310964419,0.35271074977437067,0.7487809415689605,0.706328035182632,0.6241562383074202,13769,6030
rbm-logit-readout-v1,initial12__old,"RBM12, before training, posterior",answer_local,fixed coefficients; no fitting,posterior; Top10 token mean; earliest maximum,C:\Users\omris\TAU\hallucination_detection\.worktrees\rbm-logit-readout-v1\results\rbm_logit_readout_v1\METRICS.json,31f07f242e5a3d858ed1fd108083664a4aa20dcf6bb47558eb8572f32de8bcd5,localization v3; 13769 answers; canonical source folds,external-fold entropy q0.3 gate and PRMScore q0.8,reviewed full development population; not untouched confirmation,36.29459417341435,0.3629459417341435,0.3714627820322608,0.3544291014360264,0.7463248825565488,0.6901095815877019,0.6053132074697835,13769,6030
rbm-logit-readout-v1,initial12__near,"RBM12, before training, posterior, first_near_max diagnostic",readout_diagnostic,fixed coefficients; no fitting,posterior; Top10 token mean; first_near_max score transform,C:\Users\omris\TAU\hallucination_detection\.worktrees\rbm-logit-readout-v1\results\rbm_logit_readout_v1\METRICS.json,31f07f242e5a3d858ed1fd108083664a4aa20dcf6bb47558eb8572f32de8bcd5,localization v3; 13769 answers; canonical source folds,external-fold entropy q0.3 gate and PRMScore q0.8,reviewed full development population; not untouched confirmation,34.641114501826834,0.3464111450182683,0.3522369703225708,0.34058531971396583,0.7494934942938128,0.6910346110332516,0.6076811845178024,13769,6030
rbm-logit-readout-v1,initial12__logit_old,"RBM12, before training, logit",answer_local,fixed coefficients; no fitting,logit; Top10 token mean; earliest maximum,C:\Users\omris\TAU\hallucination_detection\.worktrees\rbm-logit-readout-v1\results\rbm_logit_readout_v1\METRICS.json,31f07f242e5a3d858ed1fd108083664a4aa20dcf6bb47558eb8572f32de8bcd5,localization v3; 13769 answers; canonical source folds,external-fold entropy q0.3 gate and PRMScore q0.8,reviewed full development population; not untouched confirmation,20.1812413516066,0.20181241351606602,0.21024189497134194,0.1933829320607901,0.6891043599585708,0.650661588912492,0.5677957401489357,13769,6030
rbm-logit-readout-v1,initial12__logit_near,"RBM12, before training, logit, first_near_max diagnostic",readout_diagnostic,fixed coefficients; no fitting,logit; Top10 token mean; first_near_max score transform,C:\Users\omris\TAU\hallucination_detection\.worktrees\rbm-logit-readout-v1\results\rbm_logit_readout_v1\METRICS.json,31f07f242e5a3d858ed1fd108083664a4aa20dcf6bb47558eb8572f32de8bcd5,localization v3; 13769 answers; canonical source folds,external-fold entropy q0.3 gate and PRMScore q0.8,reviewed full development population; not untouched confirmation,19.491737624605644,0.19491737624605643,0.1998625231289094,0.18997222936320343,0.6858525408536493,0.6512567929581907,0.5684595225442405,13769,6030
rbm-logit-readout-v1,entropy__old,Token entropy,answer_local,fixed formula; no fitting,saved token score; Top10 token mean; earliest maximum,C:\Users\omris\TAU\hallucination_detection\.worktrees\rbm-logit-readout-v1\results\rbm_logit_readout_v1\METRICS.json,31f07f242e5a3d858ed1fd108083664a4aa20dcf6bb47558eb8572f32de8bcd5,localization v3; 13769 answers; canonical source folds,external-fold entropy q0.3 gate and PRMScore q0.8,reviewed full development population; not untouched confirmation,35.444376642134145,0.35444376642134146,0.3639529013997512,0.3449346314429317,0.7301113611124386,0.7026639408146143,0.625425539209566,13769,6030
