method,cell,answers,clean,erroneous,clean_accuracy,error_exact_accuracy,f1,valid_decisions
graph_local_shuffled,pb_olympiadbench_q4,1000.0,339.0,661.0,0.5309734513274337,0.264750378214826,0.35332716412888027,1000.0
graph_local_shuffled,pb_olympiadbench_q8,1000.0,339.0,661.0,0.4690265486725664,0.2783661119515885,0.34937751903269143,1000.0
graph_local_shuffled,pb_omnimath_q4,1000.0,241.0,759.0,0.5062240663900415,0.2727272727272727,0.3544794188861985,1000.0
graph_local_shuffled,pb_omnimath_q8,1000.0,241.0,759.0,0.44398340248962653,0.2859025032938076,0.3478241330237435,1000.0
reference__rbm6__old,pb_gsm8k_q4,400.0,193.0,207.0,0.5906735751295337,0.357487922705314,0.4454065469904963,400.0
reference__rbm6__old,pb_gsm8k_q8,400.0,193.0,207.0,0.41968911917098445,0.3671497584541063,0.3916653411802132,400.0
reference__rbm6__old,pb_math_q4,1000.0,406.0,594.0,0.5665024630541872,0.25925925925925924,0.35572249226690233,1000.0
reference__rbm6__old,pb_math_q8,1000.0,406.0,594.0,0.4630541871921182,0.2727272727272727,0.3432744978697504,1000.0
reference__rbm6__old,pb_olympiadbench_q4,1000.0,339.0,661.0,0.5309734513274337,0.23903177004538578,0.32965886566748964,1000.0
reference__rbm6__old,pb_olympiadbench_q8,1000.0,339.0,661.0,0.4690265486725664,0.24205748865355523,0.31931918739291704,1000.0
reference__rbm6__old,pb_omnimath_q4,1000.0,241.0,759.0,0.5062240663900415,0.28326745718050067,0.3632636950967018,1000.0
reference__rbm6__old,pb_omnimath_q8,1000.0,241.0,759.0,0.44398340248962653,0.2859025032938076,0.3478241330237435,1000.0
reference__rbm6__logit_old,pb_gsm8k_q4,400.0,193.0,207.0,0.5906735751295337,0.3333333333333333,0.42616822429906537,400.0
reference__rbm6__logit_old,pb_gsm8k_q8,400.0,193.0,207.0,0.41968911917098445,0.3526570048309179,0.38326419497018416,400.0
reference__rbm6__logit_old,pb_math_q4,1000.0,406.0,594.0,0.5665024630541872,0.24242424242424243,0.33954604170511166,1000.0
reference__rbm6__logit_old,pb_math_q8,1000.0,406.0,594.0,0.4630541871921182,0.26262626262626265,0.3351618211738892,1000.0
reference__rbm6__logit_old,pb_olympiadbench_q4,1000.0,339.0,661.0,0.5309734513274337,0.22995461422087746,0.3209233584347948,1000.0
reference__rbm6__logit_old,pb_olympiadbench_q8,1000.0,339.0,661.0,0.4690265486725664,0.23600605143721634,0.31400846926568043,1000.0
reference__rbm6__logit_old,pb_omnimath_q4,1000.0,241.0,759.0,0.5062240663900415,0.25559947299077734,0.33968654917044605,1000.0
reference__rbm6__logit_old,pb_omnimath_q8,1000.0,241.0,759.0,0.44398340248962653,0.2740447957839262,0.3389040741276524,1000.0
reference__rbm12__old,pb_gsm8k_q4,400.0,193.0,207.0,0.5906735751295337,0.38164251207729466,0.4636890204659544,400.0
reference__rbm12__old,pb_gsm8k_q8,400.0,193.0,207.0,0.41968911917098445,0.40096618357487923,0.41011407307997316,400.0
reference__rbm12__old,pb_math_q4,1000.0,406.0,594.0,0.5665024630541872,0.23063973063973064,0.3278159819394305,1000.0
reference__rbm12__old,pb_math_q8,1000.0,406.0,594.0,0.4630541871921182,0.26430976430976433,0.3365295814473189,1000.0
reference__rbm12__old,pb_olympiadbench_q4,1000.0,339.0,661.0,0.5309734513274337,0.25113464447806355,0.3409907905097744,1000.0
reference__rbm12__old,pb_olympiadbench_q8,1000.0,339.0,661.0,0.4690265486725664,0.26021180030257185,0.33472250270796233,1000.0
reference__rbm12__old,pb_omnimath_q4,1000.0,241.0,759.0,0.5062240663900415,0.27009222661396576,0.35224607930818363,1000.0
reference__rbm12__old,pb_omnimath_q8,1000.0,241.0,759.0,0.44398340248962653,0.28063241106719367,0.3438957041329048,1000.0
reference__rbm12__logit_old,pb_gsm8k_q4,400.0,193.0,207.0,0.5906735751295337,0.3719806763285024,0.45648612808445355,400.0
reference__rbm12__logit_old,pb_gsm8k_q8,400.0,193.0,207.0,0.41968911917098445,0.3961352657004831,0.4075721780750468,400.0
reference__rbm12__logit_old,pb_math_q4,1000.0,406.0,594.0,0.5665024630541872,0.2356902356902357,0.3328853509769461,1000.0
reference__rbm12__logit_old,pb_math_q8,1000.0,406.0,594.0,0.4630541871921182,0.25252525252525254,0.3268201098671859,1000.0
reference__rbm12__logit_old,pb_olympiadbench_q4,1000.0,339.0,661.0,0.5309734513274337,0.2586989409984871,0.34789685163521694,1000.0
reference__rbm12__logit_old,pb_olympiadbench_q8,1000.0,339.0,661.0,0.4690265486725664,0.2586989409984871,0.33346824637574507,1000.0
reference__rbm12__logit_old,pb_omnimath_q4,1000.0,241.0,759.0,0.5062240663900415,0.25823451910408435,0.3420055208318435,1000.0
reference__rbm12__logit_old,pb_omnimath_q8,1000.0,241.0,759.0,0.44398340248962653,0.2951251646903821,0.3545640805639178,1000.0
reference__initial6__old,pb_gsm8k_q4,400.0,193.0,207.0,0.5906735751295337,0.33816425120772947,0.43009593618626707,400.0
reference__initial6__old,pb_gsm8k_q8,400.0,193.0,207.0,0.41968911917098445,0.357487922705314,0.3860993912847434,400.0
reference__initial6__old,pb_math_q4,1000.0,406.0,594.0,0.5665024630541872,0.2474747474747475,0.34446923617691105,1000.0
reference__initial6__old,pb_math_q8,1000.0,406.0,594.0,0.4630541871921182,0.27441077441077444,0.3446050042170368,1000.0
reference__initial6__old,pb_olympiadbench_q4,1000.0,339.0,661.0,0.5309734513274337,0.24357034795763993,0.33394983838348913,1000.0
reference__initial6__old,pb_olympiadbench_q8,1000.0,339.0,661.0,0.4690265486725664,0.24659606656580937,0.3232432836937813,1000.0
reference__initial6__old,pb_omnimath_q4,1000.0,241.0,759.0,0.5062240663900415,0.28194993412384717,0.3621785090031352,1000.0
reference__initial6__old,pb_omnimath_q8,1000.0,241.0,759.0,0.44398340248962653,0.2924901185770751,0.35265560627992426,1000.0
reference__initial12__old,pb_gsm8k_q4,400.0,193.0,207.0,0.5906735751295337,0.36231884057971014,0.4491371838310614,400.0
reference__initial12__old,pb_gsm8k_q8,400.0,193.0,207.0,0.41968911917098445,0.3671497584541063,0.3916653411802132,400.0
reference__initial12__old,pb_math_q4,1000.0,406.0,594.0,0.5665024630541872,0.2542087542087542,0.3509392399179491,1000.0
reference__initial12__old,pb_math_q8,1000.0,406.0,594.0,0.4630541871921182,0.26936026936026936,0.3405951356492595,1000.0
reference__initial12__old,pb_olympiadbench_q4,1000.0,339.0,661.0,0.5309734513274337,0.25416036308623297,0.34376918354818914,1000.0
reference__initial12__old,pb_olympiadbench_q8,1000.0,339.0,661.0,0.4690265486725664,0.26021180030257185,0.33472250270796233,1000.0
reference__initial12__old,pb_omnimath_q4,1000.0,241.0,759.0,0.5062240663900415,0.25823451910408435,0.3420055208318435,1000.0
reference__initial12__old,pb_omnimath_q8,1000.0,241.0,759.0,0.44398340248962653,0.2898550724637681,0.35073342620667053,1000.0
reference__entropy__old,pb_gsm8k_q4,400.0,193.0,207.0,0.5906735751295337,0.3526570048309179,0.44163770000265345,400.0
reference__entropy__old,pb_gsm8k_q8,400.0,193.0,207.0,0.41968911917098445,0.37681159420289856,0.39709625718864894,400.0
reference__entropy__old,pb_math_q4,1000.0,406.0,594.0,0.5665024630541872,0.25084175084175087,0.34771756445508695,1000.0
reference__entropy__old,pb_math_q8,1000.0,406.0,594.0,0.4630541871921182,0.2676767676767677,0.3392461952265841,1000.0
reference__entropy__old,pb_olympiadbench_q4,1000.0,339.0,661.0,0.5309734513274337,0.22087745839636913,0.31197692225506607,1000.0
reference__entropy__old,pb_olympiadbench_q8,1000.0,339.0,661.0,0.4690265486725664,0.2254160363086233,0.30449199922884135,1000.0
reference__entropy__old,pb_omnimath_q4,1000.0,241.0,759.0,0.5062240663900415,0.2727272727272727,0.3544794188861985,1000.0
reference__entropy__old,pb_omnimath_q8,1000.0,241.0,759.0,0.44398340248962653,0.2740447957839262,0.3389040741276524,1000.0
reference__var15__old,pb_gsm8k_q4,400.0,193.0,207.0,0.5906735751295337,0.3671497584541063,0.4528301886792453,400.0
reference__var15__old,pb_gsm8k_q8,400.0,193.0,207.0,0.41968911917098445,0.3961352657004831,0.4075721780750468,400.0
reference__var15__old,pb_math_q4,1000.0,406.0,594.0,0.5665024630541872,0.23063973063973064,0.3278159819394305,1000.0
reference__var15__old,pb_math_q8,1000.0,406.0,594.0,0.4630541871921182,0.2609427609427609,0.3337877000263456,1000.0
reference__var15__old,pb_olympiadbench_q4,1000.0,339.0,661.0,0.5309734513274337,0.264750378214826,0.35332716412888027,1000.0
reference__var15__old,pb_olympiadbench_q8,1000.0,339.0,661.0,0.4690265486725664,0.25718608169440244,0.3322087642645134,1000.0
reference__var15__old,pb_omnimath_q4,1000.0,241.0,759.0,0.5062240663900415,0.2463768115942029,0.33144226927686776,1000.0
reference__var15__old,pb_omnimath_q8,1000.0,241.0,759.0,0.44398340248962653,0.2727272727272727,0.33789473684210525,1000.0
reference__var50__old,pb_gsm8k_q4,400.0,193.0,207.0,0.5906735751295337,0.34299516908212563,0.4339830031366451,400.0
reference__var50__old,pb_gsm8k_q8,400.0,193.0,207.0,0.41968911917098445,0.391304347826087,0.40499999999999997,400.0
reference__var50__old,pb_math_q4,1000.0,406.0,594.0,0.5665024630541872,0.23232323232323232,0.32951289398280803,1000.0
reference__var50__old,pb_math_q8,1000.0,406.0,594.0,0.4630541871921182,0.24579124579124578,0.32112689238832864,1000.0
reference__var50__old,pb_olympiadbench_q4,1000.0,339.0,661.0,0.5309734513274337,0.2526475037821483,0.3423826690130017,1000.0
reference__var50__old,pb_olympiadbench_q8,1000.0,339.0,661.0,0.4690265486725664,0.27382753403933435,0.3457809177089716,1000.0
reference__var50__old,pb_omnimath_q4,1000.0,241.0,759.0,0.5062240663900415,0.25296442687747034,0.3373514798012529,1000.0
reference__var50__old,pb_omnimath_q8,1000.0,241.0,759.0,0.44398340248962653,0.2740447957839262,0.3389040741276524,1000.0
reference__var15_iu__old,pb_gsm8k_q4,400.0,193.0,207.0,0.5906735751295337,0.34299516908212563,0.4339830031366451,400.0
reference__var15_iu__old,pb_gsm8k_q8,400.0,193.0,207.0,0.41968911917098445,0.38164251207729466,0.39976260386081086,400.0
reference__var15_iu__old,pb_math_q4,1000.0,406.0,594.0,0.5665024630541872,0.23232323232323232,0.32951289398280803,1000.0
reference__var15_iu__old,pb_math_q8,1000.0,406.0,594.0,0.4630541871921182,0.24915824915824916,0.3239869585468095,1000.0
reference__var15_iu__old,pb_olympiadbench_q4,1000.0,339.0,661.0,0.5309734513274337,0.25113464447806355,0.3409907905097744,1000.0
reference__var15_iu__old,pb_olympiadbench_q8,1000.0,339.0,661.0,0.4690265486725664,0.2526475037821483,0.32839863460967644,1000.0
reference__var15_iu__old,pb_omnimath_q4,1000.0,241.0,759.0,0.5062240663900415,0.2463768115942029,0.33144226927686776,1000.0
reference__var15_iu__old,pb_omnimath_q8,1000.0,241.0,759.0,0.44398340248962653,0.2753623188405797,0.339909714094633,1000.0
reference__var15_equal__old,pb_gsm8k_q4,400.0,193.0,207.0,0.5906735751295337,0.34782608695652173,0.43783005280844933,400.0
reference__var15_equal__old,pb_gsm8k_q8,400.0,193.0,207.0,0.41968911917098445,0.391304347826087,0.40499999999999997,400.0
reference__var15_equal__old,pb_math_q4,1000.0,406.0,594.0,0.5665024630541872,0.22727272727272727,0.3244005641748942,1000.0
reference__var15_equal__old,pb_math_q8,1000.0,406.0,594.0,0.4630541871921182,0.25757575757575757,0.33102019678922834,1000.0
reference__var15_equal__old,pb_olympiadbench_q4,1000.0,339.0,661.0,0.5309734513274337,0.2586989409984871,0.34789685163521694,1000.0
reference__var15_equal__old,pb_olympiadbench_q8,1000.0,339.0,661.0,0.4690265486725664,0.2617246596066566,0.33597156571763587,1000.0
reference__var15_equal__old,pb_omnimath_q4,1000.0,241.0,759.0,0.5062240663900415,0.2503293807641634,0.3350001445212013,1000.0
reference__var15_equal__old,pb_omnimath_q8,1000.0,241.0,759.0,0.44398340248962653,0.2635046113306983,0.3307241158152582,1000.0
reference__shrinkage__old,pb_gsm8k_q4,400.0,193.0,207.0,0.5906735751295337,0.3285024154589372,0.4221992266216437,400.0
reference__shrinkage__old,pb_gsm8k_q8,400.0,193.0,207.0,0.41968911917098445,0.357487922705314,0.3860993912847434,400.0
reference__shrinkage__old,pb_math_q4,1000.0,406.0,594.0,0.5665024630541872,0.2558922558922559,0.35254018514410174,1000.0
reference__shrinkage__old,pb_math_q8,1000.0,406.0,594.0,0.4630541871921182,0.265993265993266,0.33789102491184164,1000.0
reference__shrinkage__old,pb_olympiadbench_q4,1000.0,339.0,661.0,0.5309734513274337,0.24508320726172467,0.33536900941931475,1000.0
reference__shrinkage__old,pb_olympiadbench_q8,1000.0,339.0,661.0,0.4690265486725664,0.2556732223903177,0.3309440236467763,1000.0
reference__shrinkage__old,pb_omnimath_q4,1000.0,241.0,759.0,0.5062240663900415,0.2766798418972332,0.35780124015418135,1000.0
reference__shrinkage__old,pb_omnimath_q8,1000.0,241.0,759.0,0.44398340248962653,0.2845849802371542,0.34684735384823173,1000.0
reference__diagonal__old,pb_gsm8k_q4,400.0,193.0,207.0,0.5906735751295337,0.34299516908212563,0.4339830031366451,400.0
reference__diagonal__old,pb_gsm8k_q8,400.0,193.0,207.0,0.41968911917098445,0.3961352657004831,0.4075721780750468,400.0
reference__diagonal__old,pb_math_q4,1000.0,406.0,594.0,0.5665024630541872,0.24579124579124578,0.3428349736594928,1000.0
reference__diagonal__old,pb_math_q8,1000.0,406.0,594.0,0.4630541871921182,0.24915824915824916,0.3239869585468095,1000.0
reference__diagonal__old,pb_olympiadbench_q4,1000.0,339.0,661.0,0.5309734513274337,0.23751891074130105,0.3282172784446264,1000.0
reference__diagonal__old,pb_olympiadbench_q8,1000.0,339.0,661.0,0.4690265486725664,0.2344931921331316,0.3126665144249067,1000.0
reference__diagonal__old,pb_omnimath_q4,1000.0,241.0,759.0,0.5062240663900415,0.2872200263504611,0.3664976298092823,1000.0
reference__diagonal__old,pb_omnimath_q8,1000.0,241.0,759.0,0.44398340248962653,0.2872200263504611,0.3487973921690305,1000.0
