candidate,model,family,cell_id,n,f1,exact_error,clean_abstention,within_one
HISTDET_H2LOC,llama31_8b,omnimath,processbench_omnimath_llama31_8b,186,0.2786069651741294,0.19858156028368795,0.4666666666666667,0.41843971631205673
HISTDET_H3LOC,qwen3_8b,gsm8k,processbench_gsm8k_qwen3_8b,76,0.5398457583547558,0.525,0.5555555555555556,0.675
HISTDET_H3LOC,qwen3_8b,math,processbench_math_qwen3_8b,182,0.3659090909090909,0.25925925925925924,0.6216216216216216,0.4351851851851852
HISTDET_H3LOC,qwen3_8b,olympiadbench,processbench_olympiadbench_qwen3_8b,191,0.3092598142043752,0.21818181818181817,0.5308641975308642,0.44545454545454544
HISTDET_H3LOC,qwen3_8b,omnimath,processbench_omnimath_qwen3_8b,186,0.3498542274052478,0.2553191489361702,0.5555555555555556,0.46808510638297873
HISTDET_H3LOC,llama31_8b,gsm8k,processbench_gsm8k_llama31_8b,76,0.38449848024316113,0.275,0.6388888888888888,0.45
HISTDET_H3LOC,llama31_8b,math,processbench_math_llama31_8b,182,0.37045203969129,0.25925925925925924,0.6486486486486487,0.46296296296296297
HISTDET_H3LOC,llama31_8b,olympiadbench,processbench_olympiadbench_llama31_8b,191,0.313930148534725,0.20909090909090908,0.6296296296296297,0.4090909090909091
HISTDET_H3LOC,llama31_8b,omnimath,processbench_omnimath_llama31_8b,186,0.271551724137931,0.19148936170212766,0.4666666666666667,0.41843971631205673
HISTDET_HISTLOC,qwen3_8b,gsm8k,processbench_gsm8k_qwen3_8b,76,0.5398457583547558,0.525,0.5555555555555556,0.675
HISTDET_HISTLOC,qwen3_8b,math,processbench_math_qwen3_8b,182,0.3750351419735733,0.26851851851851855,0.6216216216216216,0.46296296296296297
HISTDET_HISTLOC,qwen3_8b,olympiadbench,processbench_olympiadbench_qwen3_8b,191,0.3092598142043752,0.21818181818181817,0.5308641975308642,0.42727272727272725
HISTDET_HISTLOC,qwen3_8b,omnimath,processbench_omnimath_qwen3_8b,186,0.3222557905337362,0.22695035460992907,0.5555555555555556,0.475177304964539
HISTDET_HISTLOC,llama31_8b,gsm8k,processbench_gsm8k_llama31_8b,76,0.430835734870317,0.325,0.6388888888888888,0.5
HISTDET_HISTLOC,llama31_8b,math,processbench_math_llama31_8b,182,0.37045203969129,0.25925925925925924,0.6486486486486487,0.4722222222222222
HISTDET_HISTLOC,llama31_8b,olympiadbench,processbench_olympiadbench_llama31_8b,191,0.3035714285714286,0.2,0.6296296296296297,0.4090909090909091
HISTDET_HISTLOC,llama31_8b,omnimath,processbench_omnimath_llama31_8b,186,0.2786069651741294,0.19858156028368795,0.4666666666666667,0.4326241134751773
