cell,method,display_method,auroc,auprc,prevalence,n_samples,n_groups,label_use,status
sciq_t1.0,upcr,Depth-tail consensus · deployed U-PCR,0.7756116101639922,0.3782437474391665,0.123,1000,1000,none,retrospective_discovery
sciq_t1.0,equal_mean,Depth-tail consensus · equal mean,0.7908566713945361,0.40322207118015874,0.123,1000,1000,none,retrospective_discovery
sciq_t1.0,iu_pcr,Depth-tail consensus · IU-PCR,0.7756116101639922,0.3782437474391665,0.123,1000,1000,none,retrospective_discovery
sciq_t1.0,dufs_liu_pcr,Depth-tail consensus · DUFS-LIU-PCR,0.7771504853018885,0.3802333745501732,0.123,1000,1000,none,retrospective_discovery
sciq_t1.0,best_single_layer,Best single module/metric/layer · evaluation oracle,0.8280724198348027,0.45968119997876966,0.123,1000,1000,evaluation-selected,diagnostic_ceiling
sciq_t1.0,trilens_supervised_lr,TriLens · grouped L2 probe,0.8026648701298702,0.41557013526783937,0.123,1000,1000,5-fold grouped supervised,published-method approximation
truthfulqa_t0.5,upcr,Depth-tail consensus · deployed U-PCR,0.6984551729188407,0.9389375592944251,0.8843329253365974,8170,817,none,retrospective_discovery
truthfulqa_t0.5,equal_mean,Depth-tail consensus · equal mean,0.6947169769868732,0.9384227815421309,0.8843329253365974,8170,817,none,retrospective_discovery
truthfulqa_t0.5,iu_pcr,Depth-tail consensus · IU-PCR,0.6984551729188407,0.9389375592944251,0.8843329253365974,8170,817,none,retrospective_discovery
truthfulqa_t0.5,dufs_liu_pcr,Depth-tail consensus · DUFS-LIU-PCR,0.6981285586129877,0.9388830270783073,0.8843329253365974,8170,817,none,retrospective_discovery
truthfulqa_t0.5,best_single_layer,Best single module/metric/layer · evaluation oracle,0.6489974185752732,0.9194222252273553,0.8843329253365974,8170,817,evaluation-selected,diagnostic_ceiling
truthfulqa_t0.5,trilens_supervised_lr,TriLens · grouped L2 probe,0.7169116559801776,0.94542534737386,0.8843329253365974,8170,817,5-fold grouped supervised,published-method approximation
squadv2_t0.5,upcr,Depth-tail consensus · deployed U-PCR,0.7651713659461041,0.7009636000281767,0.3941,10000,1000,none,retrospective_discovery
squadv2_t0.5,equal_mean,Depth-tail consensus · equal mean,0.7677077041503287,0.7050770028949508,0.3941,10000,1000,none,retrospective_discovery
squadv2_t0.5,iu_pcr,Depth-tail consensus · IU-PCR,0.7287115251996993,0.6391323284248245,0.3941,10000,1000,none,retrospective_discovery
squadv2_t0.5,dufs_liu_pcr,Depth-tail consensus · DUFS-LIU-PCR,0.7330018666568057,0.6475967050136906,0.3941,10000,1000,none,retrospective_discovery
squadv2_t0.5,best_single_layer,Best single module/metric/layer · evaluation oracle,0.806368623615225,0.729188793427298,0.3941,10000,1000,evaluation-selected,diagnostic_ceiling
squadv2_t0.5,trilens_supervised_lr,TriLens · grouped L2 probe,0.8269280896182071,0.7608490304940023,0.3941,10000,1000,5-fold grouped supervised,published-method approximation
nq_open_t0.5,upcr,Depth-tail consensus · deployed U-PCR,0.7513863127171729,0.7236989980849406,0.4993,10000,1000,none,retrospective_discovery
nq_open_t0.5,equal_mean,Depth-tail consensus · equal mean,0.752384034672708,0.7244260200274422,0.4993,10000,1000,none,retrospective_discovery
nq_open_t0.5,iu_pcr,Depth-tail consensus · IU-PCR,0.7469416640056614,0.7209372184113052,0.4993,10000,1000,none,retrospective_discovery
nq_open_t0.5,dufs_liu_pcr,Depth-tail consensus · DUFS-LIU-PCR,0.7475225851442668,0.721320077743202,0.4993,10000,1000,none,retrospective_discovery
nq_open_t0.5,best_single_layer,Best single module/metric/layer · evaluation oracle,0.7483772268193645,0.7233689335733623,0.4993,10000,1000,evaluation-selected,diagnostic_ceiling
nq_open_t0.5,trilens_supervised_lr,TriLens · grouped L2 probe,0.7338568453980456,0.7343847394180839,0.4993,10000,1000,5-fold grouped supervised,published-method approximation
gsm8k_r1distill_t0.0,upcr,Depth-tail consensus · deployed U-PCR,0.687016687016687,0.4291233100394938,0.27054108216432865,499,499,none,retrospective_discovery
gsm8k_r1distill_t0.0,equal_mean,Depth-tail consensus · equal mean,0.6706450956450957,0.4109360096520234,0.27054108216432865,499,499,none,retrospective_discovery
gsm8k_r1distill_t0.0,iu_pcr,Depth-tail consensus · IU-PCR,0.687016687016687,0.4291233100394938,0.27054108216432865,499,499,none,retrospective_discovery
gsm8k_r1distill_t0.0,dufs_liu_pcr,Depth-tail consensus · DUFS-LIU-PCR,0.685958485958486,0.4292014266353425,0.27054108216432865,499,499,none,retrospective_discovery
gsm8k_r1distill_t0.0,best_single_layer,Best single module/metric/layer · evaluation oracle,0.7174806674806675,0.48293408056301124,0.27054108216432865,499,499,evaluation-selected,diagnostic_ceiling
gsm8k_r1distill_t0.0,trilens_supervised_lr,TriLens · grouped L2 probe,0.6626994193584756,0.4349620597379692,0.27054108216432865,499,499,5-fold grouped supervised,published-method approximation
coqa_llama7b_t0.5,upcr,Depth-tail consensus · deployed U-PCR,0.7027964771380297,0.9459254914741593,0.8676,5000,500,none,retrospective_discovery
coqa_llama7b_t0.5,equal_mean,Depth-tail consensus · equal mean,0.7070635527530891,0.9472912879036679,0.8676,5000,500,none,retrospective_discovery
coqa_llama7b_t0.5,iu_pcr,Depth-tail consensus · IU-PCR,0.6826791691216106,0.9401604806846338,0.8676,5000,500,none,retrospective_discovery
coqa_llama7b_t0.5,dufs_liu_pcr,Depth-tail consensus · DUFS-LIU-PCR,0.6850947643184171,0.9409470528911793,0.8676,5000,500,none,retrospective_discovery
coqa_llama7b_t0.5,best_single_layer,Best single module/metric/layer · evaluation oracle,0.7693653290878473,0.958634578958572,0.8676,5000,500,evaluation-selected,diagnostic_ceiling
coqa_llama7b_t0.5,trilens_supervised_lr,TriLens · grouped L2 probe,0.8600163149746376,0.9760606318963998,0.8676,5000,500,5-fold grouped supervised,published-method approximation
gsm8k_mistral24b_t1.0,upcr,Depth-tail consensus · deployed U-PCR,0.8473955569034801,0.4440960699404396,0.08263836239575435,1319,1319,none,retrospective_discovery
gsm8k_mistral24b_t1.0,equal_mean,Depth-tail consensus · equal mean,0.8476836757904314,0.4463202045978589,0.08263836239575435,1319,1319,none,retrospective_discovery
gsm8k_mistral24b_t1.0,iu_pcr,Depth-tail consensus · IU-PCR,0.8441201000834029,0.4444852630045793,0.08263836239575435,1319,1319,none,retrospective_discovery
gsm8k_mistral24b_t1.0,dufs_liu_pcr,Depth-tail consensus · DUFS-LIU-PCR,0.8450754416559254,0.44589353665184134,0.08263836239575435,1319,1319,none,retrospective_discovery
gsm8k_mistral24b_t1.0,best_single_layer,Best single module/metric/layer · evaluation oracle,0.8486541815148988,0.49207664291702236,0.08263836239575435,1319,1319,evaluation-selected,diagnostic_ceiling
gsm8k_mistral24b_t1.0,trilens_supervised_lr,TriLens · grouped L2 probe,0.759437944975135,0.3936914813324671,0.08263836239575435,1319,1319,5-fold grouped supervised,published-method approximation
gsm8k_nemo_t1.0,upcr,Depth-tail consensus · deployed U-PCR,0.7708208655446341,0.4532995761112767,0.16932422171602127,1317,1317,none,retrospective_discovery
gsm8k_nemo_t1.0,equal_mean,Depth-tail consensus · equal mean,0.7802178208081586,0.463682688912735,0.16932422171602127,1317,1317,none,retrospective_discovery
gsm8k_nemo_t1.0,iu_pcr,Depth-tail consensus · IU-PCR,0.7708208655446341,0.4532995761112767,0.16932422171602127,1317,1317,none,retrospective_discovery
gsm8k_nemo_t1.0,dufs_liu_pcr,Depth-tail consensus · DUFS-LIU-PCR,0.7727801870783155,0.4557688396009536,0.16932422171602127,1317,1317,none,retrospective_discovery
gsm8k_nemo_t1.0,best_single_layer,Best single module/metric/layer · evaluation oracle,0.7866716947721366,0.46110834932211925,0.16932422171602127,1317,1317,evaluation-selected,diagnostic_ceiling
gsm8k_nemo_t1.0,trilens_supervised_lr,TriLens · grouped L2 probe,0.8059019121718632,0.5619478421536426,0.16932422171602127,1317,1317,5-fold grouped supervised,published-method approximation
gsm8k_phi35_t1.0,upcr,Depth-tail consensus · deployed U-PCR,0.804857621440536,0.48150332014264974,0.15133079847908745,1315,1315,none,retrospective_discovery
gsm8k_phi35_t1.0,equal_mean,Depth-tail consensus · equal mean,0.8052358567028692,0.47824577142658964,0.15133079847908745,1315,1315,none,retrospective_discovery
gsm8k_phi35_t1.0,iu_pcr,Depth-tail consensus · IU-PCR,0.804857621440536,0.48150332014264974,0.15133079847908745,1315,1315,none,retrospective_discovery
gsm8k_phi35_t1.0,dufs_liu_pcr,Depth-tail consensus · DUFS-LIU-PCR,0.805370940725131,0.4837616362443141,0.15133079847908745,1315,1315,none,retrospective_discovery
gsm8k_phi35_t1.0,best_single_layer,Best single module/metric/layer · evaluation oracle,0.7955548351074367,0.4587903148432963,0.15133079847908745,1315,1315,evaluation-selected,diagnostic_ceiling
gsm8k_phi35_t1.0,trilens_supervised_lr,TriLens · grouped L2 probe,0.7698728009658502,0.4883437999723039,0.15133079847908745,1315,1315,5-fold grouped supervised,published-method approximation
gsm8k_mistral7b_t1.0,upcr,Depth-tail consensus · deployed U-PCR,0.7860491473906548,0.7897809096165976,0.49655700076511095,1307,1307,none,retrospective_discovery
gsm8k_mistral7b_t1.0,equal_mean,Depth-tail consensus · equal mean,0.7858372244416241,0.7899548782908714,0.49655700076511095,1307,1307,none,retrospective_discovery
gsm8k_mistral7b_t1.0,iu_pcr,Depth-tail consensus · IU-PCR,0.7860491473906548,0.7897809096165976,0.49655700076511095,1307,1307,none,retrospective_discovery
gsm8k_mistral7b_t1.0,dufs_liu_pcr,Depth-tail consensus · DUFS-LIU-PCR,0.7864004008973356,0.7901930545963124,0.49655700076511095,1307,1307,none,retrospective_discovery
gsm8k_mistral7b_t1.0,best_single_layer,Best single module/metric/layer · evaluation oracle,0.7574009113857653,0.7602416313706731,0.49655700076511095,1307,1307,evaluation-selected,diagnostic_ceiling
gsm8k_mistral7b_t1.0,trilens_supervised_lr,TriLens · grouped L2 probe,0.79799627734831,0.8126953723925,0.49655700076511095,1307,1307,5-fold grouped supervised,published-method approximation
gsm8k_phi3mini_t1.0,upcr,Depth-tail consensus · deployed U-PCR,0.6729641657082291,0.4734364389855015,0.28821292775665397,1315,1315,none,retrospective_discovery
gsm8k_phi3mini_t1.0,equal_mean,Depth-tail consensus · equal mean,0.6624805493539002,0.45203146876544587,0.28821292775665397,1315,1315,none,retrospective_discovery
gsm8k_phi3mini_t1.0,iu_pcr,Depth-tail consensus · IU-PCR,0.6729641657082291,0.4734364389855015,0.28821292775665397,1315,1315,none,retrospective_discovery
gsm8k_phi3mini_t1.0,dufs_liu_pcr,Depth-tail consensus · DUFS-LIU-PCR,0.6720621067586766,0.47057165035520565,0.28821292775665397,1315,1315,none,retrospective_discovery
gsm8k_phi3mini_t1.0,best_single_layer,Best single module/metric/layer · evaluation oracle,0.6787457997880162,0.48462747984954724,0.28821292775665397,1315,1315,evaluation-selected,diagnostic_ceiling
gsm8k_phi3mini_t1.0,trilens_supervised_lr,TriLens · grouped L2 probe,0.7060986360542385,0.501793044819484,0.28821292775665397,1315,1315,5-fold grouped supervised,published-method approximation
triviaqa_qwen3_t0.6,upcr,Depth-tail consensus · deployed U-PCR,0.8254803332121867,0.8434070423987547,0.5074,5000,500,none,retrospective_discovery
triviaqa_qwen3_t0.6,equal_mean,Depth-tail consensus · equal mean,0.8210457618636785,0.8345267609810403,0.5074,5000,500,none,retrospective_discovery
triviaqa_qwen3_t0.6,iu_pcr,Depth-tail consensus · IU-PCR,0.8195052644331213,0.841002112587013,0.5074,5000,500,none,retrospective_discovery
triviaqa_qwen3_t0.6,dufs_liu_pcr,Depth-tail consensus · DUFS-LIU-PCR,0.8211547457355061,0.8425859825462202,0.5074,5000,500,none,retrospective_discovery
triviaqa_qwen3_t0.6,best_single_layer,Best single module/metric/layer · evaluation oracle,0.7973423298639334,0.813702709989925,0.5074,5000,500,evaluation-selected,diagnostic_ceiling
triviaqa_qwen3_t0.6,trilens_supervised_lr,TriLens · grouped L2 probe,0.7909467975050604,0.8020943381929806,0.5074,5000,500,5-fold grouped supervised,published-method approximation
