test_set,test_set_code,measurement,measurement_code,learned_weight,guessed_weight
TriviaQA / Llama-8B,spilled_triviaqa_llama8b,Ordinal pattern complexity,pe_mean,0.36754368504810364,-0.013569787947187995
TriviaQA / Llama-8B,spilled_triviaqa_llama8b,Self-similarity of the trace,hurst_exponent,0.7371474040964405,-0.1452943784285327
TriviaQA / Llama-8B,spilled_triviaqa_llama8b,Size of the biggest shift,cusum_max,-0.09683635682079472,0.21921776415410557
TriviaQA / Llama-8B,spilled_triviaqa_llama8b,Where the biggest shift happens,cusum_shift_idx,-2.175078785973366,-0.04404747783790512
TriviaQA / Llama-8B,spilled_triviaqa_llama8b,Average surprise per token,epr_spilled,-0.23631497455379571,-0.21961479818973365
TriviaQA / Llama-8B,spilled_triviaqa_llama8b,Burstiest stretch (surprise),sw_var_peak_spilled,-0.726060907047856,-0.17840132236895004
TriviaQA / Llama-8B,spilled_triviaqa_llama8b,Size of biggest shift (surprise),cusum_max_spilled,-0.768693060948575,-0.21729403502347597
TriviaQA / Llama-8B,spilled_triviaqa_llama8b,Most confident single token,min_spilled,-0.1474617577194343,0.044255935108978635
TriviaQA / Llama-8B,spilled_triviaqa_llama8b,Average vocabulary spread,epr_energy,-0.3303664434996937,-0.2460620899520464
TriviaQA / Llama-8B,spilled_triviaqa_llama8b,Narrowest vocabulary moment,min_energy,-0.663996241305625,-0.23149656512860134
TriviaQA / Llama-8B,spilled_triviaqa_llama8b,Burstiest stretch (vocabulary spread),sw_var_peak_energy,0.1828003849330418,0.10550931679310394
TriviaQA / Llama-8B,spilled_triviaqa_llama8b,Size of biggest shift (vocabulary spread),cusum_max_energy,1.0130463040942541,0.2078794807630718
TriviaQA / Llama-8B,spilled_triviaqa_llama8b,Confidence in the chosen word,mean_top1_logprob,-0.6329618914678063,0.22206685257551612
TriviaQA / Llama-8B,spilled_triviaqa_llama8b,Lead of first choice over second,logprob_margin,1.2978474438195275,0.23323080947017985
TriviaQA / Llama-8B,spilled_triviaqa_llama8b,Spread across candidate words,mean_logprob_entropy,-0.04629145837680734,0.22350634682156176
TriviaQA / Llama-8B,spilled_triviaqa_llama8b,Variability of surprise,varentropy,0.8413451000456716,0.24600410913455334
TriviaQA / Llama-8B,spilled_triviaqa_llama8b,Concentration of candidate words,renyi_entropy_2,-0.27480706283877304,0.22311046428896866
TriviaQA / Llama-8B,spilled_triviaqa_llama8b,Probability outside the top few words,topk_tail_mass,0.37610489076642284,0.21782726309780281
GSM8K / Llama-8B (10 samples),trace_gsm8k_llama8b_k10,Average uncertainty per token,epr,-0.2350117751223943,0.18295702487448465
GSM8K / Llama-8B (10 samples),trace_gsm8k_llama8b_k10,Answer length,trace_length,-0.8202752079157064,-0.2047883700260397
GSM8K / Llama-8B (10 samples),trace_gsm8k_llama8b_k10,How flat the uncertainty rhythm is,spectral_entropy,-0.23644768025451027,0.2047883700260397
GSM8K / Llama-8B (10 samples),trace_gsm8k_llama8b_k10,Slow drifts in uncertainty,low_band_power,-0.26444393407250527,0.2168559748005929
GSM8K / Llama-8B (10 samples),trace_gsm8k_llama8b_k10,Fast jitter in uncertainty,high_band_power,0.23616150572940614,-0.2144143761308159
GSM8K / Llama-8B (10 samples),trace_gsm8k_llama8b_k10,Jitter-to-drift ratio,hl_ratio,-0.4407025552060969,-0.20761463553643486
GSM8K / Llama-8B (10 samples),trace_gsm8k_llama8b_k10,Speed of the strongest rhythm,dominant_freq,-0.043814882639816324,-0.14492661205744167
GSM8K / Llama-8B (10 samples),trace_gsm8k_llama8b_k10,Average rhythm speed,spectral_centroid,0.080404288776271,-0.2136130932308718
GSM8K / Llama-8B (10 samples),trace_gsm8k_llama8b_k10,Strongest local burst of jitter,stft_max_high_power,0.03711593703737317,-0.1016036155695629
GSM8K / Llama-8B (10 samples),trace_gsm8k_llama8b_k10,Local rhythm flatness,stft_spectral_entropy,-0.13653244594645225,-0.19387883498851072
GSM8K / Llama-8B (10 samples),trace_gsm8k_llama8b_k10,Late-answer uncertainty drift,rpdi,0.3817973404634449,0.11224405744200762
GSM8K / Llama-8B (10 samples),trace_gsm8k_llama8b_k10,Burstiest stretch of the answer,sw_var_peak,-0.04228596030374134,0.15638280776075963
GSM8K / Llama-8B (10 samples),trace_gsm8k_llama8b_k10,Ordinal pattern complexity,pe_mean,-0.08391131584776886,-0.05644613144081526
GSM8K / Llama-8B (10 samples),trace_gsm8k_llama8b_k10,Self-similarity of the trace,hurst_exponent,-0.0057583063714547415,-0.1990826762744092
GSM8K / Llama-8B (10 samples),trace_gsm8k_llama8b_k10,Size of the biggest shift,cusum_max,0.44783316933676853,0.2942568113250924
GSM8K / Llama-8B (10 samples),trace_gsm8k_llama8b_k10,Where the biggest shift happens,cusum_shift_idx,-0.0400255954252966,-0.06691163538345533
GSM8K / Llama-8B (10 samples),trace_gsm8k_llama8b_k10,Average surprise per token,epr_spilled,0.5853797630690588,-0.18191764233431654
GSM8K / Llama-8B (10 samples),trace_gsm8k_llama8b_k10,Burstiest stretch (surprise),sw_var_peak_spilled,-0.05397478433030249,-0.11975239206656364
GSM8K / Llama-8B (10 samples),trace_gsm8k_llama8b_k10,Size of biggest shift (surprise),cusum_max_spilled,0.711394592389869,-0.2939685396225245
GSM8K / Llama-8B (10 samples),trace_gsm8k_llama8b_k10,Average vocabulary spread,epr_energy,-0.18173836279604305,-0.17580707876414536
GSM8K / Llama-8B (10 samples),trace_gsm8k_llama8b_k10,Narrowest vocabulary moment,min_energy,-0.0555230675747744,-0.15713219579554477
GSM8K / Llama-8B (10 samples),trace_gsm8k_llama8b_k10,Burstiest stretch (vocabulary spread),sw_var_peak_energy,-0.093970834506035,-0.012072825367167021
GSM8K / Llama-8B (10 samples),trace_gsm8k_llama8b_k10,Size of biggest shift (vocabulary spread),cusum_max_energy,0.16811822777246266,0.2877223921415018
GSM8K / Llama-8B (10 samples),trace_gsm8k_llama8b_k10,Confidence in the chosen word,mean_top1_logprob,-0.07162454931890973,0.181302374803814
GSM8K / Llama-8B (10 samples),trace_gsm8k_llama8b_k10,Lead of first choice over second,logprob_margin,0.7566231774235019,0.16440766226380543
GSM8K / Llama-8B (10 samples),trace_gsm8k_llama8b_k10,Spread across candidate words,mean_logprob_entropy,-0.19569601830364738,0.18264065514977548
GSM8K / Llama-8B (10 samples),trace_gsm8k_llama8b_k10,Variability of surprise,varentropy,1.1657418369791623,0.18244718904296198
GSM8K / Llama-8B (10 samples),trace_gsm8k_llama8b_k10,Concentration of candidate words,renyi_entropy_2,-0.2359720222796522,0.18172148587386835
GSM8K / Llama-8B (10 samples),trace_gsm8k_llama8b_k10,Probability outside the top few words,topk_tail_mass,0.41000918584512347,0.1706242457545357
MATH-500 / Qwen-Math-1.5B (10 samples),trace_math500_qwenmath15b_k10,Average uncertainty per token,epr,1.026154953536316,-0.21232872714781229
MATH-500 / Qwen-Math-1.5B (10 samples),trace_math500_qwenmath15b_k10,Answer length,trace_length,-0.7255124269710578,0.16809439693924064
MATH-500 / Qwen-Math-1.5B (10 samples),trace_math500_qwenmath15b_k10,How flat the uncertainty rhythm is,spectral_entropy,-0.22221951258477102,0.09922268759649266
MATH-500 / Qwen-Math-1.5B (10 samples),trace_math500_qwenmath15b_k10,Slow drifts in uncertainty,low_band_power,0.19225866268181885,-0.22592748212333455
MATH-500 / Qwen-Math-1.5B (10 samples),trace_math500_qwenmath15b_k10,Fast jitter in uncertainty,high_band_power,0.16281137088977318,0.21799443243502106
MATH-500 / Qwen-Math-1.5B (10 samples),trace_math500_qwenmath15b_k10,Jitter-to-drift ratio,hl_ratio,-0.25598344701073167,0.22461287541549488
MATH-500 / Qwen-Math-1.5B (10 samples),trace_math500_qwenmath15b_k10,Speed of the strongest rhythm,dominant_freq,0.0802108459887727,0.12665963227532745
MATH-500 / Qwen-Math-1.5B (10 samples),trace_math500_qwenmath15b_k10,Average rhythm speed,spectral_centroid,0.4408919654731374,0.23015274694712154
MATH-500 / Qwen-Math-1.5B (10 samples),trace_math500_qwenmath15b_k10,Strongest local burst of jitter,stft_max_high_power,0.0010388427248979083,0.028593229508293343
MATH-500 / Qwen-Math-1.5B (10 samples),trace_math500_qwenmath15b_k10,Local rhythm flatness,stft_spectral_entropy,0.022596281830685388,0.17990117775463865
MATH-500 / Qwen-Math-1.5B (10 samples),trace_math500_qwenmath15b_k10,Late-answer uncertainty drift,rpdi,0.34163965591063217,-0.07493158433738828
MATH-500 / Qwen-Math-1.5B (10 samples),trace_math500_qwenmath15b_k10,Burstiest stretch of the answer,sw_var_peak,-0.22329904126764005,-0.19750159693728
MATH-500 / Qwen-Math-1.5B (10 samples),trace_math500_qwenmath15b_k10,Ordinal pattern complexity,pe_mean,0.028417694718987963,0.07863735674176728
MATH-500 / Qwen-Math-1.5B (10 samples),trace_math500_qwenmath15b_k10,Self-similarity of the trace,hurst_exponent,0.07259004267549404,0.20969646017518268
MATH-500 / Qwen-Math-1.5B (10 samples),trace_math500_qwenmath15b_k10,Size of the biggest shift,cusum_max,-0.03756825293087979,-0.19791881510437628
MATH-500 / Qwen-Math-1.5B (10 samples),trace_math500_qwenmath15b_k10,Where the biggest shift happens,cusum_shift_idx,-0.09095102641992071,0.07493158433738828
MATH-500 / Qwen-Math-1.5B (10 samples),trace_math500_qwenmath15b_k10,Average surprise per token,epr_spilled,0.9897451041374221,0.2124555305005707
MATH-500 / Qwen-Math-1.5B (10 samples),trace_math500_qwenmath15b_k10,Burstiest stretch (surprise),sw_var_peak_spilled,-0.0026848881375558034,0.16575269165171572
MATH-500 / Qwen-Math-1.5B (10 samples),trace_math500_qwenmath15b_k10,Size of biggest shift (surprise),cusum_max_spilled,0.41792279336449134,0.19486221623946534
MATH-500 / Qwen-Math-1.5B (10 samples),trace_math500_qwenmath15b_k10,Most confident single token,min_spilled,-0.5112009997348658,0.06464240920868505
MATH-500 / Qwen-Math-1.5B (10 samples),trace_math500_qwenmath15b_k10,Average vocabulary spread,epr_energy,-0.4800660570965058,0.22635421532468433
MATH-500 / Qwen-Math-1.5B (10 samples),trace_math500_qwenmath15b_k10,Narrowest vocabulary moment,min_energy,0.0800245158640977,0.20331993862410405
MATH-500 / Qwen-Math-1.5B (10 samples),trace_math500_qwenmath15b_k10,Burstiest stretch (vocabulary spread),sw_var_peak_energy,0.15383256252564817,0.06464240920868505
MATH-500 / Qwen-Math-1.5B (10 samples),trace_math500_qwenmath15b_k10,Size of biggest shift (vocabulary spread),cusum_max_energy,0.045303213229957985,-0.1793241904339628
MATH-500 / Qwen-Math-1.5B (10 samples),trace_math500_qwenmath15b_k10,Confidence in the chosen word,mean_top1_logprob,-0.6599070692983923,-0.21321919195893377
MATH-500 / Qwen-Math-1.5B (10 samples),trace_math500_qwenmath15b_k10,Lead of first choice over second,logprob_margin,0.5330964102690244,-0.22431357406796404
MATH-500 / Qwen-Math-1.5B (10 samples),trace_math500_qwenmath15b_k10,Spread across candidate words,mean_logprob_entropy,-0.7110518843774126,-0.2132729298243968
MATH-500 / Qwen-Math-1.5B (10 samples),trace_math500_qwenmath15b_k10,Variability of surprise,varentropy,0.1014252480822884,-0.22709885166180155
MATH-500 / Qwen-Math-1.5B (10 samples),trace_math500_qwenmath15b_k10,Concentration of candidate words,renyi_entropy_2,-0.653753103760183,-0.21348788565383955
MATH-500 / Qwen-Math-1.5B (10 samples),trace_math500_qwenmath15b_k10,Probability outside the top few words,topk_tail_mass,2.12614322167609,-0.2096490023059671
TruthfulQA / Llama-8B,truthfulqa_llama8b,Average uncertainty per token,epr,-0.6043957153816153,-0.17197776707230633
TruthfulQA / Llama-8B,truthfulqa_llama8b,Answer length,trace_length,-0.12128058557507922,0.23979117675783437
TruthfulQA / Llama-8B,truthfulqa_llama8b,How flat the uncertainty rhythm is,spectral_entropy,0.7179298857280937,-0.2555917892085207
TruthfulQA / Llama-8B,truthfulqa_llama8b,Slow drifts in uncertainty,low_band_power,-0.1970978334859749,-0.1356353781032011
TruthfulQA / Llama-8B,truthfulqa_llama8b,Fast jitter in uncertainty,high_band_power,0.08483189821213329,0.13490064554161413
TruthfulQA / Llama-8B,truthfulqa_llama8b,Jitter-to-drift ratio,hl_ratio,0.013689272621346999,0.1250576074711012
TruthfulQA / Llama-8B,truthfulqa_llama8b,Speed of the strongest rhythm,dominant_freq,-0.03264066136114579,0.13640652202113535
TruthfulQA / Llama-8B,truthfulqa_llama8b,Average rhythm speed,spectral_centroid,-0.1830841572230217,0.16678801971553056
TruthfulQA / Llama-8B,truthfulqa_llama8b,Strongest local burst of jitter,stft_max_high_power,-0.04989958046790453,-0.23394861835139869
TruthfulQA / Llama-8B,truthfulqa_llama8b,Local rhythm flatness,stft_spectral_entropy,-0.09899219021543214,-0.23577557395674684
TruthfulQA / Llama-8B,truthfulqa_llama8b,Late-answer uncertainty drift,rpdi,0.05383548215086205,0.008834463642328034
TruthfulQA / Llama-8B,truthfulqa_llama8b,Burstiest stretch of the answer,sw_var_peak,-0.02858731629411928,-0.12933173220064845
TruthfulQA / Llama-8B,truthfulqa_llama8b,Ordinal pattern complexity,pe_mean,0.05449698355293313,-0.1250576074711012
TruthfulQA / Llama-8B,truthfulqa_llama8b,Self-similarity of the trace,hurst_exponent,0.045411846964516875,0.14619054081773256
TruthfulQA / Llama-8B,truthfulqa_llama8b,Size of the biggest shift,cusum_max,0.06750271648296148,-0.313695371045046
TruthfulQA / Llama-8B,truthfulqa_llama8b,Where the biggest shift happens,cusum_shift_idx,0.04335523442630679,-0.008834463642328034
TruthfulQA / Llama-8B,truthfulqa_llama8b,Average surprise per token,epr_spilled,0.013957883464416952,0.14774415607964717
TruthfulQA / Llama-8B,truthfulqa_llama8b,Burstiest stretch (surprise),sw_var_peak_spilled,-0.046063834314160355,0.24477198817762563
TruthfulQA / Llama-8B,truthfulqa_llama8b,Size of biggest shift (surprise),cusum_max_spilled,0.03991115473245463,0.3186987716731527
TruthfulQA / Llama-8B,truthfulqa_llama8b,Average vocabulary spread,epr_energy,-0.5846895493504788,0.1379882508702463
TruthfulQA / Llama-8B,truthfulqa_llama8b,Narrowest vocabulary moment,min_energy,-0.06031999960806663,0.11402377435680905
TruthfulQA / Llama-8B,truthfulqa_llama8b,Burstiest stretch (vocabulary spread),sw_var_peak_energy,-0.18873112433250777,-0.19757193901393758
TruthfulQA / Llama-8B,truthfulqa_llama8b,Size of biggest shift (vocabulary spread),cusum_max_energy,0.020528268319508443,-0.2836725920610869
TruthfulQA / Llama-8B,truthfulqa_llama8b,Confidence in the chosen word,mean_top1_logprob,-0.5489170899189415,-0.16700100064919515
TruthfulQA / Llama-8B,truthfulqa_llama8b,Lead of first choice over second,logprob_margin,-0.4534543129118484,-0.1394213268300489
TruthfulQA / Llama-8B,truthfulqa_llama8b,Spread across candidate words,mean_logprob_entropy,1.107166458203744,-0.17246360557807802
TruthfulQA / Llama-8B,truthfulqa_llama8b,Variability of surprise,varentropy,-0.023168003049328655,-0.16392377829826824
TruthfulQA / Llama-8B,truthfulqa_llama8b,Concentration of candidate words,renyi_entropy_2,0.38960292178968975,-0.17004098091160388
TruthfulQA / Llama-8B,truthfulqa_llama8b,Probability outside the top few words,topk_tail_mass,-0.15663019043960863,-0.13639127341725044
