cell,rep,m,k,greedy_converged,n_keep_deployed_halfA,auroc_deployed,auroc_greedy,greedy_cols,auroc_truecorr_ownk,overlap_truecorr,overlap_truecorr_random_baseline,truecorr_cols_ownk,auroc_rho_ownk,overlap_rho,overlap_rho_random_baseline,rho_cols_ownk,auroc_truecorr_top6,auroc_truecorr_top8,auroc_truecorr_top10,auroc_truecorr_top12,auroc_truecorr_top14,auroc_truecorr_top16,auroc_random_ownk,mean_abs_corr_greedy,mean_abs_corr_topk,mean_abs_corr_pool
internalstates_gsm8k_qwen25_7b,0,29,9,True,21,0.6846476190476191,0.7241904761904763,trace_length|spectral_entropy|hl_ratio|rpdi|hurst_exponent|cusum_max_spilled|epr_energy|cusum_max_energy|logprob_margin,0.7115428571428571,0.6666666666666666,0.31083333333333335,epr_energy|trace_length|logprob_margin|spectral_entropy|sw_var_peak|varentropy|cusum_max_spilled|epr_spilled|hl_ratio,0.6592000000000001,0.1111111111111111,0.3126666666666667,sw_var_peak|topk_tail_mass|varentropy|cusum_max_spilled|cusum_max|epr_spilled|mean_logprob_entropy|spectral_centroid|renyi_entropy_2,0.7288380952380953,0.7141333333333334,0.7017142857142856,0.7002666666666667,0.6758857142857142,0.68,0.6821638095238094,0.24434325082195407,0.28942522936164966,0.1883195970872097
internalstates_gsm8k_qwen25_7b,1,29,6,True,21,0.7001470588235295,0.7214705882352942,spectral_entropy|pe_mean|hurst_exponent|sw_var_peak_spilled|epr_energy|logprob_margin,0.6441911764705882,0.5,0.21491666666666664,epr_energy|logprob_margin|sw_var_peak|epr_spilled|varentropy|spectral_entropy,0.6202205882352941,0.0,0.20983333333333332,sw_var_peak|topk_tail_mass|varentropy|spectral_centroid|mean_logprob_entropy|renyi_entropy_2,0.6441911764705882,0.5911029411764707,0.5924264705882353,0.6267647058823529,0.6363235294117648,0.6648529411764705,0.6854617647058824,0.2406519861216916,0.2901745250733234,0.17788381978504897
internalstates_gsm8k_qwen25_7b,2,29,8,True,21,0.7347954693023591,0.7790924175744895,trace_length|spectral_entropy|hurst_exponent|cusum_max|epr_energy|min_energy|cusum_max_energy|logprob_margin,0.7866676285982253,0.75,0.2755,epr_energy|trace_length|spectral_entropy|logprob_margin|cusum_max_spilled|sw_var_peak|cusum_max|cusum_max_energy,0.688117740422769,0.0,0.27825,topk_tail_mass|varentropy|sw_var_peak|mean_logprob_entropy|epr|renyi_entropy_2|epr_spilled|mean_top1_logprob,0.7909241757448958,0.7866676285982253,0.770507178414256,0.756511074237068,0.7593247240458841,0.7531202654931102,0.7143294134622323,0.225264496918604,0.23788653689213327,0.14607588833811266
internalstates_gsm8k_qwen25_7b,3,29,9,True,21,0.7160626535626534,0.7757217444717445,trace_length|spectral_entropy|stft_spectral_entropy|hurst_exponent|cusum_max|epr_energy|cusum_max_energy|logprob_margin|topk_tail_mass,0.7299600737100737,0.6666666666666666,0.31561111111111106,epr_energy|logprob_margin|sw_var_peak|topk_tail_mass|varentropy|cusum_max|spectral_entropy|cusum_max_spilled|cusum_max_energy,0.6571713759213759,0.1111111111111111,0.31094444444444447,sw_var_peak|varentropy|topk_tail_mass|mean_logprob_entropy|epr|renyi_entropy_2|mean_top1_logprob|epr_spilled|spectral_centroid,0.7311117936117936,0.7099969287469288,0.7283476658476659,0.7328009828009828,0.7073863636363636,0.6956388206388207,0.703654791154791,0.21491442642417846,0.25268102804771997,0.16900879292636117
internalstates_gsm8k_qwen25_7b,4,29,7,True,21,0.7129928894634776,0.7562217194570136,trace_length|spectral_entropy|hurst_exponent|epr_energy|cusum_max_energy|logprob_margin|varentropy,0.7511312217194571,0.8571428571428571,0.24242857142857138,epr_energy|logprob_margin|spectral_entropy|trace_length|varentropy|cusum_max|cusum_max_energy,0.6209599224305107,0.14285714285714285,0.24378571428571422,topk_tail_mass|sw_var_peak|varentropy|mean_logprob_entropy|epr|renyi_entropy_2|spectral_centroid,0.7403846153846154,0.7319812540400775,0.7172753716871364,0.7146089204912734,0.6835811247575954,0.6835003232062056,0.6965158371040725,0.2673287357936687,0.2836877296037138,0.17294739634593334
lapeigvals_gsm8k_llama3b,0,30,17,True,22,0.6888233918128656,0.7048514619883041,epr|trace_length|low_band_power|hl_ratio|spectral_centroid|rpdi|sw_var_peak|hurst_exponent|epr_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.7042245614035088,0.8235294117647058,0.563,epr_energy|logprob_margin|varentropy|epr|mean_logprob_entropy|renyi_entropy_2|mean_top1_logprob|sw_var_peak|epr_spilled|topk_tail_mass|cusum_max_energy|cusum_max_spilled|cusum_max|low_band_power|spectral_centroid|trace_length|rpdi,0.6954666666666667,0.7647058823529411,0.5660588235294117,topk_tail_mass|mean_logprob_entropy|renyi_entropy_2|epr_spilled|mean_top1_logprob|varentropy|epr|sw_var_peak|cusum_max_spilled|epr_energy|cusum_max|cusum_max_energy|spectral_centroid|low_band_power|logprob_margin|min_energy|trace_length,0.7055251461988304,0.704280701754386,0.7022596491228069,0.703766081871345,0.7046830409356725,0.7049637426900586,0.6791893333333333,0.29265846874700613,0.31808450741192384,0.2320639072470441
lapeigvals_gsm8k_llama3b,1,30,13,True,22,0.6877170138888888,0.7039741847826086,epr|trace_length|low_band_power|spectral_centroid|rpdi|hurst_exponent|cusum_max|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2,0.6991904438405797,0.6153846153846154,0.4378076923076924,epr_energy|logprob_margin|varentropy|epr|mean_logprob_entropy|renyi_entropy_2|mean_top1_logprob|sw_var_peak|epr_spilled|topk_tail_mass|sw_var_peak_spilled|spectral_centroid|cusum_max_energy,0.6994074577294687,0.6153846153846154,0.4331923076923077,mean_logprob_entropy|renyi_entropy_2|mean_top1_logprob|epr|varentropy|epr_spilled|topk_tail_mass|sw_var_peak|epr_energy|cusum_max_spilled|cusum_max|cusum_max_energy|spectral_centroid,0.7033325785024154,0.7034835446859904,0.702096542874396,0.6979921497584541,0.699152702294686,0.7011246980676329,0.6752196557971015,0.2906686900282901,0.33129971241928186,0.2298187263201371
lapeigvals_gsm8k_llama3b,2,30,16,True,22,0.7002236719478099,0.7125815470643057,epr|trace_length|high_band_power|hl_ratio|spectral_centroid|rpdi|sw_var_peak|cusum_max|cusum_max_spilled|epr_energy|cusum_max_energy|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.7110251630941287,0.8125,0.5341875,epr_energy|logprob_margin|varentropy|epr|mean_logprob_entropy|renyi_entropy_2|mean_top1_logprob|sw_var_peak|epr_spilled|topk_tail_mass|sw_var_peak_spilled|cusum_max_energy|cusum_max|cusum_max_spilled|trace_length|spectral_centroid,0.711668219944082,0.75,0.5349375,mean_logprob_entropy|renyi_entropy_2|varentropy|epr|mean_top1_logprob|epr_spilled|topk_tail_mass|sw_var_peak|epr_energy|cusum_max_spilled|cusum_max|cusum_max_energy|spectral_centroid|low_band_power|logprob_margin|sw_var_peak_spilled,0.7110251630941287,0.7121062441752097,0.7116029822926374,0.7108946877912394,0.7104473438956198,0.7110251630941287,0.6933543336439888,0.2598180426967295,0.2879276909576981,0.20602564956840969
lapeigvals_gsm8k_llama3b,3,30,15,True,22,0.6920626938228146,0.7061064081431192,epr|trace_length|high_band_power|hl_ratio|spectral_centroid|rpdi|cusum_max|cusum_max_spilled|epr_energy|cusum_max_energy|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.7080155337635851,0.7333333333333333,0.5013,epr_energy|logprob_margin|varentropy|epr|mean_logprob_entropy|renyi_entropy_2|mean_top1_logprob|epr_spilled|sw_var_peak|topk_tail_mass|cusum_max_energy|spectral_centroid|cusum_max|cusum_max_spilled|low_band_power,0.7080155337635851,0.7333333333333333,0.4971333333333333,mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass|epr_spilled|epr|mean_top1_logprob|sw_var_peak|epr_energy|cusum_max_spilled|cusum_max|cusum_max_energy|spectral_centroid|low_band_power|logprob_margin,0.7047653638048408,0.7023905977891394,0.70446735395189,0.7069073096229245,0.7060784697194051,0.7052310042000765,0.6836759515361477,0.27598445996373433,0.31082052482441636,0.21813386374704327
lapeigvals_gsm8k_llama3b,4,30,12,True,22,0.6841725353741936,0.6988959734959606,epr|trace_length|low_band_power|spectral_centroid|rpdi|sw_var_peak|cusum_max|epr_energy|sw_var_peak_energy|mean_logprob_entropy|varentropy|topk_tail_mass,0.6953145966555307,0.6666666666666666,0.4007083333333334,epr_energy|logprob_margin|varentropy|epr|mean_logprob_entropy|renyi_entropy_2|mean_top1_logprob|sw_var_peak|epr_spilled|topk_tail_mass|cusum_max|low_band_power,0.6948426322657066,0.5833333333333334,0.400375,mean_logprob_entropy|sw_var_peak|renyi_entropy_2|topk_tail_mass|varentropy|epr|mean_top1_logprob|epr_spilled|cusum_max_spilled|epr_energy|cusum_max|cusum_max_energy,0.6969340823068879,0.6957680526379107,0.6948333780619846,0.6953145966555307,0.695592222767192,0.6945279893391573,0.6778930028965658,0.2742053459143084,0.3296430820206286,0.21601568778221494
lapeigvals_gsm8k_llama8b,0,29,14,True,23,0.8158388385939157,0.821629557132371,trace_length|low_band_power|hl_ratio|rpdi|hurst_exponent|cusum_max|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|logprob_margin|varentropy|topk_tail_mass,0.8120871054563249,0.5,0.4865,epr_energy|varentropy|sw_var_peak|min_energy|epr|mean_logprob_entropy|epr_spilled|renyi_entropy_2|mean_top1_logprob|logprob_margin|low_band_power|topk_tail_mass|spectral_centroid|cusum_max_energy,0.8147785661854662,0.5,0.48428571428571426,epr_spilled|mean_logprob_entropy|renyi_entropy_2|mean_top1_logprob|epr|topk_tail_mass|varentropy|epr_energy|min_energy|spectral_centroid|sw_var_peak|cusum_max_energy|low_band_power|cusum_max,0.8102112388875296,0.8073566593263192,0.8029524508604519,0.8068673028301118,0.8120871054563249,0.8016475002038985,0.8142859473126173,0.40924307682591327,0.49392428494076585,0.36157526063044293
lapeigvals_gsm8k_llama8b,1,29,10,True,22,0.7816791510611735,0.7836298377028714,trace_length|spectral_entropy|low_band_power|rpdi|sw_var_peak|hurst_exponent|min_energy|sw_var_peak_energy|cusum_max_energy|logprob_margin,0.7855024968789013,0.2,0.34590000000000004,varentropy|min_energy|epr_energy|sw_var_peak|epr_spilled|epr|mean_logprob_entropy|renyi_entropy_2|mean_top1_logprob|spectral_centroid,0.7791822721598003,0.2,0.34445,mean_logprob_entropy|renyi_entropy_2|epr_spilled|mean_top1_logprob|topk_tail_mass|epr|varentropy|epr_energy|cusum_max_energy|min_energy,0.7872971285892635,0.7833177278401996,0.7855024968789013,0.7878433208489388,0.784878277153558,0.7833177278401998,0.774238451935081,0.39867280383866444,0.5337027972254712,0.3847250356914369
lapeigvals_gsm8k_llama8b,2,29,16,True,22,0.81065188172043,0.7963709677419355,trace_length|spectral_entropy|low_band_power|spectral_centroid|stft_spectral_entropy|rpdi|sw_var_peak|hurst_exponent|cusum_max|cusum_max_spilled|min_energy|sw_var_peak_energy|cusum_max_energy|mean_logprob_entropy|varentropy|topk_tail_mass,0.8097278225806452,0.5625,0.55015625,varentropy|epr_energy|sw_var_peak|epr|mean_logprob_entropy|min_energy|renyi_entropy_2|epr_spilled|mean_top1_logprob|logprob_margin|topk_tail_mass|low_band_power|spectral_centroid|cusum_max_energy|hl_ratio|trace_length,0.8109879032258065,0.6875,0.5518125,mean_logprob_entropy|renyi_entropy_2|topk_tail_mass|mean_top1_logprob|epr_spilled|epr|epr_energy|varentropy|min_energy|cusum_max_energy|spectral_centroid|sw_var_peak|trace_length|low_band_power|cusum_max|cusum_max_spilled,0.813508064516129,0.809475806451613,0.8058635752688172,0.8100638440860215,0.8106518817204301,0.8097278225806452,0.8040725806451613,0.40202017965352055,0.5027875804799302,0.3800230022624506
lapeigvals_gsm8k_llama8b,3,29,17,True,23,0.8416666666666667,0.8485087719298245,trace_length|spectral_entropy|low_band_power|hl_ratio|spectral_centroid|rpdi|sw_var_peak|hurst_exponent|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.8392982456140351,0.7647058823529411,0.5842352941176471,varentropy|epr_energy|epr|mean_logprob_entropy|renyi_entropy_2|mean_top1_logprob|epr_spilled|sw_var_peak|logprob_margin|min_energy|topk_tail_mass|cusum_max_energy|cusum_max|cusum_max_spilled|spectral_centroid|low_band_power|trace_length,0.8392982456140351,0.7647058823529411,0.5832352941176471,varentropy|mean_logprob_entropy|epr_spilled|renyi_entropy_2|epr|mean_top1_logprob|epr_energy|topk_tail_mass|cusum_max_spilled|cusum_max|sw_var_peak|cusum_max_energy|min_energy|spectral_centroid|low_band_power|logprob_margin|trace_length,0.8135087719298245,0.8180701754385964,0.8245614035087719,0.8252631578947369,0.8266666666666665,0.8392105263157895,0.8435929824561404,0.3941156667336718,0.440126559652278,0.3316649492105863
lapeigvals_gsm8k_llama8b,4,29,14,True,22,0.8211382113821138,0.8240418118466899,epr|trace_length|spectral_entropy|low_band_power|spectral_centroid|rpdi|sw_var_peak|hurst_exponent|cusum_max|cusum_max_energy|logprob_margin|mean_logprob_entropy|varentropy|topk_tail_mass,0.8078542392566783,0.5714285714285714,0.4810357142857143,varentropy|mean_logprob_entropy|epr|epr_energy|renyi_entropy_2|cusum_max_energy|mean_top1_logprob|min_energy|epr_spilled|topk_tail_mass|sw_var_peak|cusum_max|logprob_margin|cusum_max_spilled,0.8158391405342624,0.5714285714285714,0.48178571428571426,topk_tail_mass|mean_logprob_entropy|varentropy|renyi_entropy_2|epr_spilled|mean_top1_logprob|epr|cusum_max_spilled|epr_energy|cusum_max|min_energy|cusum_max_energy|sw_var_peak|spectral_centroid,0.8057491289198606,0.8110481997677119,0.8082897793263646,0.8101045296167247,0.8078542392566783,0.8173635307781648,0.826431475029036,0.3896741325262645,0.44628416503055635,0.3274092874099387
lapeigvals_gsm8k_mistral24b,0,30,14,True,21,0.8310833333333334,0.8349722222222221,epr|trace_length|high_band_power|hl_ratio|spectral_centroid|rpdi|cusum_max|cusum_max_spilled|cusum_max_energy|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.8380277777777777,0.6428571428571429,0.46696428571428567,mean_logprob_entropy|epr|renyi_entropy_2|varentropy|mean_top1_logprob|topk_tail_mass|epr_spilled|sw_var_peak|cusum_max|cusum_max_energy|epr_energy|cusum_max_spilled|logprob_margin|min_energy,0.8277222222222221,0.5714285714285714,0.46921428571428564,epr|epr_spilled|mean_logprob_entropy|renyi_entropy_2|mean_top1_logprob|varentropy|sw_var_peak|topk_tail_mass|epr_energy|spectral_centroid|low_band_power|cusum_max_spilled|min_energy|cusum_max,0.8341388888888889,0.8432222222222222,0.8469166666666667,0.8428055555555555,0.8380277777777777,0.8318333333333333,0.8206022222222222,0.43333700218785626,0.5072220554316533,0.3562849157390555
lapeigvals_gsm8k_mistral24b,1,30,14,True,21,0.890056261850735,0.893382238662149,epr|high_band_power|hl_ratio|spectral_centroid|stft_spectral_entropy|sw_var_peak|cusum_max|epr_spilled|sw_var_peak_energy|cusum_max_energy|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.8922010506356656,0.7142857142857143,0.4668928571428571,cusum_max|cusum_max_spilled|mean_logprob_entropy|renyi_entropy_2|mean_top1_logprob|epr|topk_tail_mass|cusum_max_energy|varentropy|epr_spilled|sw_var_peak|epr_energy|spectral_centroid|min_energy,0.885766684280874,0.6428571428571429,0.4638928571428571,varentropy|epr|epr_spilled|mean_logprob_entropy|sw_var_peak|renyi_entropy_2|mean_top1_logprob|cusum_max_spilled|cusum_max|epr_energy|spectral_centroid|low_band_power|topk_tail_mass|min_energy,0.8888439899288179,0.8940971682571259,0.8931024836032452,0.8959622019831526,0.8922010506356656,0.8907090236548446,0.8754542911317647,0.3901294599650343,0.461632978634876,0.32720876299823637
lapeigvals_gsm8k_mistral24b,2,30,13,True,21,0.8765245901639345,0.8880983606557377,epr|high_band_power|hl_ratio|spectral_centroid|sw_var_peak|cusum_max|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.8851803278688525,0.6923076923076923,0.4333076923076924,mean_logprob_entropy|renyi_entropy_2|epr|mean_top1_logprob|varentropy|topk_tail_mass|epr_spilled|cusum_max|cusum_max_energy|cusum_max_spilled|sw_var_peak|epr_energy|logprob_margin,0.8715409836065574,0.6923076923076923,0.43253846153846154,varentropy|epr|epr_spilled|mean_logprob_entropy|renyi_entropy_2|mean_top1_logprob|sw_var_peak|topk_tail_mass|epr_energy|cusum_max_spilled|cusum_max|spectral_centroid|low_band_power,0.874983606557377,0.8751147540983606,0.883344262295082,0.8865901639344262,0.8799672131147541,0.8804262295081967,0.8684904918032789,0.3859513717931272,0.44525084970179535,0.3077379798843622
