partition,world_seed,arm,lambda,auroc,delta_vs_iu_pp,score_spearman_vs_iu
calibration,5000,specrage_agreement_alpha,1.0,0.7454643309779683,1.1875206166773622,0.9953027139874737
calibration,5000,specrage_uniform_Y,1.0,0.7445962603517422,1.1007135540547552,0.9960751782776834
calibration,5000,dufs_liu,1.0,0.7302210107814373,-0.3368114029757341,0.9996159922569108
calibration,5000,oracle_target,1.0,0.749735238459001,1.6146113647806382,0.9908547780155295
calibration,5000,iu,3.0,0.7335891248111946,0.0,1.0
calibration,5000,deployed_upcr,3.0,0.6970259900345492,-3.656313477664541,0.9180978433066115
calibration,5000,raw_uniform,3.0,0.742495529436275,0.89064046250803,0.9974283742550965
calibration,5000,specrage_plain_Y,3.0,0.751523463949027,1.7934339137832378,0.9874522024835176
calibration,5000,specrage_agreement_Y,3.0,0.7359502769145297,0.23611521033350957,0.9997405587697862
calibration,5000,specrage_agreement_alpha,3.0,0.7499956596468689,1.6406534835674225,0.9904834656400417
calibration,5000,specrage_uniform_Y,3.0,0.7490234205454955,1.5434295734300885,0.9917130716713181
calibration,5000,dufs_liu,3.0,0.728189725516068,-0.5399399295126672,0.9992031215413261
calibration,5000,oracle_target,3.0,0.7543012899529506,2.0712165141756,0.9821075612307345
calibration,5000,iu,10.0,0.7335891248111946,0.0,1.0
calibration,5000,deployed_upcr,10.0,0.6970259900345492,-3.656313477664541,0.9180978433066115
calibration,5000,raw_uniform,10.0,0.7440754179760065,1.0486293164811866,0.9964137214137212
calibration,5000,specrage_plain_Y,10.0,0.7541450372402299,2.0555912429035206,0.9825867299771265
calibration,5000,specrage_agreement_Y,10.0,0.7363495894025938,0.27604645913991144,0.9996761053650405
calibration,5000,specrage_agreement_alpha,10.0,0.7520269449122381,1.8437820101043445,0.9868273082782476
calibration,5000,specrage_uniform_Y,10.0,0.7509852601607667,1.7396135349572073,0.9885113433652054
calibration,5000,dufs_liu,10.0,0.7269570652268269,-0.6632059584367744,0.998896805107661
calibration,5000,oracle_target,10.0,0.7567666105314328,2.3177485720238145,0.9754142813119848
calibration,5000,iu,30.0,0.7335891248111946,0.0,1.0
calibration,5000,deployed_upcr,30.0,0.6970259900345492,-3.656313477664541,0.9180978433066115
calibration,5000,raw_uniform,30.0,0.7447004288268894,1.1111304015694712,0.9960212500922311
calibration,5000,specrage_plain_Y,30.0,0.7549610236288824,2.137189881768775,0.9803852230261415
calibration,5000,specrage_agreement_Y,30.0,0.7364711192902653,0.2881994479070671,0.9996524507484842
calibration,5000,specrage_agreement_alpha,30.0,0.7527040400006944,1.9114915189499704,0.985504602884561
calibration,5000,specrage_uniform_Y,30.0,0.7518706921995173,1.828156738832265,0.987036076545471
calibration,5000,dufs_liu,30.0,0.726627198388861,-0.696192642233362,0.9987954591816804
calibration,5000,oracle_target,30.0,0.7576520425701836,2.4062917758988944,0.97296125417211
calibration,5000,iu,100.0,0.7335891248111946,0.0,1.0
calibration,5000,deployed_upcr,100.0,0.6970259900345492,-3.656313477664541,0.9180978433066115
calibration,5000,raw_uniform,100.0,0.7448393201270855,1.1250195315890887,0.9958851817933237
calibration,5000,specrage_plain_Y,100.0,0.755273529054324,2.168440424312934,0.9795117383321976
calibration,5000,specrage_agreement_Y,100.0,0.7365232035278391,0.2934078716644417,0.9996412744846981
calibration,5000,specrage_agreement_alpha,100.0,0.7530686296637095,1.9479504852514817,0.9850004774326278
calibration,5000,specrage_uniform_Y,100.0,0.7520269449122382,1.8437820101043556,0.9865546291433555
calibration,5000,dufs_liu,100.0,0.7266098369763363,-0.697928783485835,0.9987681153130004
calibration,5000,oracle_target,100.0,0.7578082952829043,2.421917047170963,0.9719782854960307
calibration,5001,iu,0.0,0.7030438783837751,0.0,1.0
calibration,5001,deployed_upcr,0.0,0.6892222743136949,-1.3821604070080262,0.9741248876948249
calibration,5001,raw_uniform,0.0,0.7030438783837751,0.0,0.9999999999999998
calibration,5001,specrage_plain_Y,0.0,0.7030438783837751,0.0,0.9999999999999998
calibration,5001,specrage_agreement_Y,0.0,0.7030438783837751,0.0,0.9999999999999998
calibration,5001,specrage_agreement_alpha,0.0,0.7030438783837751,0.0,0.9999999999999998
calibration,5001,specrage_uniform_Y,0.0,0.7030438783837751,0.0,0.9999999999999998
calibration,5001,dufs_liu,0.0,0.7030438783837751,0.0,0.9999999999999998
calibration,5001,oracle_target,0.0,0.7030438783837751,0.0,0.9999999999999998
calibration,5001,iu,0.1,0.7030438783837751,0.0,1.0
calibration,5001,deployed_upcr,0.1,0.6892222743136949,-1.3821604070080262,0.9741248876948249
calibration,5001,raw_uniform,0.1,0.703929433418416,0.08855550346408281,0.9999313148060537
calibration,5001,specrage_plain_Y,0.1,0.7036342484068691,0.05903700230939224,0.9999714625497506
calibration,5001,specrage_agreement_Y,0.1,0.7045892587383445,0.15453803545694145,0.9998399515622898
calibration,5001,specrage_agreement_alpha,0.1,0.7047976246288481,0.17537462450729624,0.9997894956141302
calibration,5001,specrage_uniform_Y,0.1,0.7039294334184161,0.08855550346409391,0.9999334849543617
calibration,5001,dufs_liu,0.1,0.703009150735358,-0.003472764841716547,0.9999940320921532
calibration,5001,oracle_target,0.1,0.7053011755308989,0.2257297147123749,0.9996217431499269
calibration,5001,iu,0.3,0.7030438783837751,0.0,1.0
calibration,5001,deployed_upcr,0.3,0.6892222743136949,-1.3821604070080262,0.9741248876948249
calibration,5001,raw_uniform,0.3,0.7050233543435607,0.19794759597855371,0.9996736096944864
calibration,5001,specrage_plain_Y,0.3,0.7042419822541717,0.11981038703965385,0.9998933372106649
calibration,5001,specrage_agreement_Y,0.3,0.7062561858623744,0.3212307478599241,0.9990962417371602
calibration,5001,specrage_agreement_alpha,0.3,0.7066902814675904,0.3646403083815253,0.9988810715324286
calibration,5001,specrage_uniform_Y,0.3,0.7050580819919778,0.20142036082027026,0.9996876071510726
calibration,5001,dufs_liu,0.3,0.7027660571964369,-0.027782118733821193,0.9999799261281516
calibration,5001,oracle_target,0.3,0.7079231129864041,0.4879234602628957,0.9977823254441207
calibration,5001,iu,1.0,0.7030438783837751,0.0,1.0
calibration,5001,deployed_upcr,1.0,0.6892222743136949,-1.3821604070080262,0.9741248876948249
calibration,5001,raw_uniform,1.0,0.7069333750065113,0.3889496622736188,0.9987040959379163
calibration,5001,specrage_plain_Y,1.0,0.7054921775971941,0.24482992134189363,0.9995638001901049
calibration,5001,specrage_agreement_Y,1.0,0.7098157698251462,0.6771891441371025,0.9960243968072777
calibration,5001,specrage_agreement_alpha,1.0,0.7107881439808302,0.77442655970551,0.9953081393582437
calibration,5001,specrage_uniform_Y,1.0,0.7071070132485979,0.4063134864822793,0.9986320470140929
calibration,5001,dufs_liu,1.0,0.7023319615912208,-0.07119167925543346,0.999937391221316
calibration,5001,oracle_target,1.0,0.7134795367331701,1.0435658349394972,0.9914760914760913
calibration,5001,iu,3.0,0.7030438783837751,0.0,1.0
calibration,5001,deployed_upcr,3.0,0.6892222743136949,-1.3821604070080262,0.9741248876948249
calibration,5001,raw_uniform,3.0,0.7083398447674115,0.5295966383636386,0.997297297297297
calibration,5001,specrage_plain_Y,3.0,0.7063256411592089,0.3281762775433794,0.9990509941449396
calibration,5001,specrage_agreement_Y,3.0,0.7134621729089615,1.041829452518639,0.9915781969539798
calibration,5001,specrage_agreement_alpha,3.0,0.7141914535257246,1.1147575141949417,0.9905077713010907
calibration,5001,specrage_uniform_Y,3.0,0.7087218489000018,0.5677970516226649,0.9970522875533313
calibration,5001,dufs_liu,3.0,0.7021583233491344,-0.0885555034640717,0.9998965924331268
calibration,5001,oracle_target,3.0,0.7174558524769495,1.4411974093174407,0.9834190903606351
calibration,5001,iu,10.0,0.7030438783837751,0.0,1.0
calibration,5001,deployed_upcr,10.0,0.6892222743136949,-1.3821604070080262,0.9741248876948249
calibration,5001,raw_uniform,10.0,0.7095379486378081,0.6494070254032924,0.9962069062799752
calibration,5001,specrage_plain_Y,10.0,0.7072285600180583,0.4184681634283205,0.9985938524038731
calibration,5001,specrage_agreement_Y,10.0,0.7152853744508689,1.2241496067093793,0.9879695658401294
calibration,5001,specrage_agreement_alpha,10.0,0.7157368338802936,1.2692955496518499,0.9869875737307887
calibration,5001,specrage_uniform_Y,10.0,0.7101456824851105,0.7101804101335318,0.9957445561829695
calibration,5001,dufs_liu,10.0,0.7017589553923357,-0.12849229914394522,0.9998596999118918
calibration,5001,oracle_target,10.0,0.7191227796009794,1.6078901217204233,0.9776689568965141
calibration,5001,iu,30.0,0.7030438783837751,0.0,1.0
calibration,5001,deployed_upcr,30.0,0.6892222743136949,-1.3821604070080262,0.9741248876948249
calibration,5001,raw_uniform,30.0,0.7100588633640672,0.7014984980292072,0.9957837273599278
calibration,5001,specrage_plain_Y,30.0,0.7075063812053967,0.4462502821621528,0.9983867117478807
calibration,5001,specrage_agreement_Y,30.0,0.715875744473963,1.2831866090187827,0.9866359011974878
calibration,5001,specrage_agreement_alpha,30.0,0.7163445677275964,1.3300689343821226,0.9856150634334351
calibration,5001,specrage_uniform_Y,30.0,0.710944418398708,0.79005400149329,0.9952514984874065
calibration,5001,dufs_liu,30.0,0.7016721362712923,-0.137174211248281,0.9998473300665367
calibration,5001,oracle_target,30.0,0.7195221475577782,1.647826917400308,0.9754877408322083
calibration,5001,iu,100.0,0.7030438783837751,0.0,1.0
calibration,5001,deployed_upcr,100.0,0.6892222743136949,-1.3821604070080262,0.9741248876948249
calibration,5001,raw_uniform,100.0,0.7103887760240316,0.7344897640256476,0.9956100069878773
calibration,5001,specrage_plain_Y,100.0,0.7075932003264399,0.45493219426647746,0.998286667910885
calibration,5001,specrage_agreement_Y,100.0,0.7161535656613013,1.310968727752615,0.9859999392358472
calibration,5001,specrage_agreement_alpha,100.0,0.7165702974423087,1.3526419058533579,0.9851630215408919
calibration,5001,specrage_uniform_Y,100.0,0.711239603410255,0.8195725026479916,0.9950622615549546
calibration,5001,dufs_liu,100.0,0.7016374086228752,-0.14064697608999754,0.9998434237995825
calibration,5001,oracle_target,100.0,0.7197999687451164,1.6756090361341291,0.9742952443369979
calibration,5002,iu,0.0,0.7232566630156991,0.0,1.0
calibration,5002,deployed_upcr,0.0,0.6999252420939168,-2.333142092178231,0.9817902855481141
calibration,5002,raw_uniform,0.0,0.7232566630156991,0.0,0.9999999999999998
calibration,5002,specrage_plain_Y,0.0,0.7232566630156991,0.0,0.9999999999999998
calibration,5002,specrage_agreement_Y,0.0,0.7232566630156991,0.0,0.9999999999999998
calibration,5002,specrage_agreement_alpha,0.0,0.7232566630156991,0.0,0.9999999999999998
calibration,5002,specrage_uniform_Y,0.0,0.7232566630156991,0.0,0.9999999999999998
calibration,5002,dufs_liu,0.0,0.7232566630156991,0.0,0.9999999999999998
calibration,5002,oracle_target,0.0,0.7232566630156991,0.0,0.9999999999999998
calibration,5002,iu,0.1,0.7232566630156991,0.0,1.0
calibration,5002,deployed_upcr,0.1,0.6999252420939168,-2.333142092178231,0.9817902855481141
calibration,5002,raw_uniform,0.1,0.724734435577809,0.14777725621099025,0.9998856331841717
calibration,5002,specrage_plain_Y,0.1,0.72391731427876,0.06606512630609185,0.9999587671821492
calibration,5002,specrage_agreement_Y,0.1,0.7238651576000974,0.0608494584398267,0.9999625649416881
calibration,5002,specrage_agreement_alpha,0.1,0.7261948225803647,0.2938159564665588,0.9996801201394102
calibration,5002,specrage_uniform_Y,0.1,0.7253603157217615,0.21036527060623866,0.9998088099340708
calibration,5002,dufs_liu,0.1,0.7231349640988196,-0.012169891687952017,0.9999973958220303
calibration,5002,oracle_target,0.1,0.7272205705940645,0.39639075783654,0.9994595245639086
calibration,5002,iu,0.3,0.7232566630156991,0.0,1.0
calibration,5002,deployed_upcr,0.3,0.6999252420939168,-2.333142092178231,0.9817902855481141
calibration,5002,raw_uniform,0.3,0.7272031850345103,0.39465220188111827,0.9994634308308629
calibration,5002,specrage_plain_Y,0.3,0.7253081590430988,0.2051496027399624,0.999816513960564
calibration,5002,specrage_agreement_Y,0.3,0.7250299900902312,0.17733270745320384,0.9998435323069977
calibration,5002,specrage_agreement_alpha,0.3,0.7292720666214643,0.6015403605765135,0.9985165951241107
calibration,5002,specrage_uniform_Y,0.3,0.7278464507380169,0.4589787722317773,0.9991324832139027
calibration,5002,dufs_liu,0.3,0.7227698673481806,-0.04867956675185248,0.9999892577658755
calibration,5002,oracle_target,0.3,0.7317234305186112,0.8466767502912087,0.9971919365969469
calibration,5002,iu,1.0,0.7232566630156991,0.0,1.0
calibration,5002,deployed_upcr,1.0,0.6999252420939168,-2.333142092178231,0.9817902855481141
calibration,5002,raw_uniform,1.0,0.7307324536240198,0.7475790608320709,0.997932282692199
calibration,5002,specrage_plain_Y,1.0,0.7274291973087154,0.4172534293016228,0.9993489555076194
calibration,5002,specrage_agreement_Y,1.0,0.7272205705940645,0.39639075783654,0.9994595245639086
calibration,5002,specrage_agreement_alpha,1.0,0.7355830247396513,1.2326361723952184,0.9938772520714065
calibration,5002,specrage_uniform_Y,1.0,0.7329230341278534,0.9666371112154293,0.9963989644052275
calibration,5002,dufs_liu,1.0,0.7223699994784332,-0.08866635372659637,0.9999657116567344
calibration,5002,oracle_target,1.0,0.7393209200438116,1.6064257028112428,0.9884006658015007
calibration,5002,iu,3.0,0.7232566630156991,0.0,1.0
calibration,5002,deployed_upcr,3.0,0.6999252420939168,-2.333142092178231,0.9817902855481141
calibration,5002,raw_uniform,3.0,0.7341574088562041,1.0900745840504933,0.9955839652081823
calibration,5002,specrage_plain_Y,3.0,0.7288548131921626,0.5598150176463479,0.9986445253668635
calibration,5002,specrage_agreement_Y,3.0,0.7284723308819694,0.5215667866270257,0.9989253425579102
calibration,5002,specrage_agreement_alpha,3.0,0.7400684991046437,1.6811836088944543,0.987304089861501
calibration,5002,specrage_uniform_Y,3.0,0.7370260261826527,1.376936316695354,0.9923142027526161
calibration,5002,dufs_liu,3.0,0.7221439872042283,-0.11126758114707869,0.999944227188486
calibration,5002,oracle_target,3.0,0.745214624732697,2.195796171699782,0.9765486178325424
calibration,5002,iu,10.0,0.7232566630156991,0.0,1.0
calibration,5002,deployed_upcr,10.0,0.6999252420939168,-2.333142092178231,0.9817902855481141
calibration,5002,raw_uniform,10.0,0.7355830247396512,1.2326361723952073,0.993848931635988
calibration,5002,specrage_plain_Y,10.0,0.7304716702307064,0.721500721500723,0.9980545705493513
calibration,5002,specrage_agreement_Y,10.0,0.7292546810619099,0.5998018046210807,0.9984697199206592
calibration,5002,specrage_agreement_alpha,10.0,0.7430935864670805,1.9836923451381328,0.9824431746665567
calibration,5002,specrage_uniform_Y,10.0,0.7389210521740643,1.566438915836521,0.9888053984609307
calibration,5002,dufs_liu,10.0,0.7218658182513605,-0.13908447643385946,0.9999243703314684
calibration,5002,oracle_target,10.0,0.7493176167874962,2.606095377179707,0.9682116675853626
calibration,5002,iu,30.0,0.7232566630156991,0.0,1.0
calibration,5002,deployed_upcr,30.0,0.6999252420939168,-2.333142092178231,0.9817902855481141
calibration,5002,raw_uniform,30.0,0.7362089048836036,1.2952241867904446,0.9931822620757901
calibration,5002,specrage_plain_Y,30.0,0.7309236947791165,0.766703176341732,0.9978467788488666
calibration,5002,specrage_agreement_Y,30.0,0.7297936334080912,0.6536970392392094,0.9982727789617142
calibration,5002,specrage_agreement_alpha,30.0,0.7440150211234549,2.0758358107755726,0.9804896071597532
calibration,5002,specrage_uniform_Y,30.0,0.7398946435091014,1.663798049340226,0.9874168290660983
calibration,5002,dufs_liu,30.0,0.7217267337749265,-0.1529929240772665,0.9999184024236216
calibration,5002,oracle_target,30.0,0.7500651958483284,2.6808532832629295,0.9649840060069703
calibration,5002,iu,100.0,0.7232566630156991,0.0,1.0
calibration,5002,deployed_upcr,100.0,0.6999252420939168,-2.333142092178231,0.9817902855481141
calibration,5002,raw_uniform,100.0,0.7365044593960257,1.3247796380326582,0.9928937408582501
calibration,5002,specrage_plain_Y,100.0,0.7310627792555504,0.780611623985128,0.9977511838159019
calibration,5002,specrage_agreement_Y,100.0,0.7298457900867539,0.6589127071054746,0.9982139679425691
calibration,5002,specrage_agreement_alpha,100.0,0.7445018167909735,2.124515377527436,0.979443704182744
calibration,5002,specrage_uniform_Y,100.0,0.7405205236530539,1.7263860637354744,0.9868442354350496
calibration,5002,dufs_liu,100.0,0.7217267337749266,-0.1529929240772554,0.9999164492901443
calibration,5002,oracle_target,100.0,0.7501695092056537,2.69128461899546,0.963798128464099
heldout,6000,iu,0.0,0.7281889107052875,0.0,1.0
heldout,6000,deployed_upcr,0.0,0.7373807579364391,0.9191847231151629,0.9780866019383764
heldout,6000,raw_uniform,0.0,0.7281889107052875,0.0,0.9999999999999998
heldout,6000,specrage_plain_Y,0.0,0.7281889107052875,0.0,0.9999999999999998
heldout,6000,specrage_agreement_Y,0.0,0.7281889107052875,0.0,0.9999999999999998
heldout,6000,specrage_agreement_alpha,0.0,0.7281889107052875,0.0,0.9999999999999998
heldout,6000,specrage_uniform_Y,0.0,0.7281889107052875,0.0,0.9999999999999998
heldout,6000,dufs_liu,0.0,0.7281889107052875,0.0,0.9999999999999998
heldout,6000,oracle_target,0.0,0.7281889107052875,0.0,0.9999999999999998
heldout,6000,iu,0.1,0.7281889107052875,0.0,1.0
heldout,6000,deployed_upcr,0.1,0.7373807579364391,0.9191847231151629,0.9780866019383764
heldout,6000,raw_uniform,0.1,0.7297527410470712,0.15638303417837562,0.9998879118398949
heldout,6000,specrage_plain_Y,0.1,0.7311428124619902,0.2953901756702737,0.9997447905589868
heldout,6000,specrage_agreement_Y,0.1,0.7281889107052875,0.0,0.9999998914925846
heldout,6000,specrage_agreement_alpha,0.1,0.731559833886466,0.3370923181178487,0.9996455062738987
heldout,6000,specrage_uniform_Y,0.1,0.7312123160327362,0.3023405327448714,0.9997277548947694
heldout,6000,dufs_liu,0.1,0.7283279178467794,0.013900714149195359,0.999998372388769
heldout,6000,oracle_target,0.1,0.732202741915866,0.40138312105785223,0.9994690732164636
heldout,6000,iu,0.3,0.7281889107052875,0.0,1.0
heldout,6000,deployed_upcr,0.3,0.7373807579364391,0.9191847231151629,0.9780866019383764
heldout,6000,raw_uniform,0.3,0.7320637347743741,0.387482406908668,0.9994912087292044
heldout,6000,specrage_plain_Y,0.3,0.7341662177894389,0.5977307084151451,0.9988230200651913
heldout,6000,specrage_agreement_Y,0.3,0.7281889107052875,0.0,0.9999996744777537
heldout,6000,specrage_agreement_alpha,0.3,0.7350002606383902,0.6811349933102728,0.9983796587658801
heldout,6000,specrage_uniform_Y,0.3,0.7344268561797362,0.6237945474448781,0.9987257974209958
heldout,6000,dufs_liu,0.3,0.7284495490955848,0.02606383902973297,0.9999957682107995
heldout,6000,oracle_target,0.3,0.7360601900922661,0.7871279386978625,0.9975771379216055
heldout,6000,iu,1.0,0.7281889107052875,0.0,1.0
heldout,6000,deployed_upcr,1.0,0.7373807579364391,0.9191847231151629,0.9780866019383764
heldout,6000,raw_uniform,1.0,0.7353999061701795,0.7210995464892012,0.9982179827169386
heldout,6000,specrage_plain_Y,1.0,0.7382843043561362,1.0095393650848772,0.9955555362653483
heldout,6000,specrage_agreement_Y,1.0,0.728171534812601,-0.0017375892686466443,0.999999240448092
heldout,6000,specrage_agreement_alpha,1.0,0.7396743757710552,1.1485465065767753,0.9943232175486871
heldout,6000,specrage_uniform_Y,1.0,0.7386839498879255,1.0495039182638055,0.9952403222236207
heldout,6000,dufs_liu,1.0,0.7285538044517037,0.03648937464162394,0.9999914279141835
heldout,6000,oracle_target,1.0,0.7421417525325363,1.3952841827248874,0.9915379407028675
heldout,6000,iu,3.0,0.7281889107052875,0.0,1.0
heldout,6000,deployed_upcr,3.0,0.7373807579364391,0.9191847231151629,0.9780866019383764
heldout,6000,raw_uniform,3.0,0.7369984882973363,0.8809577592048812,0.996656235487133
heldout,6000,specrage_plain_Y,3.0,0.742663029313131,1.4474118607843534,0.9910120052604395
heldout,6000,specrage_agreement_Y,3.0,0.7281541589199145,-0.0034751785372932886,0.999998372388769
heldout,6000,specrage_agreement_alpha,3.0,0.7442616114402878,1.6072700735000334,0.9890551825311739
heldout,6000,specrage_uniform_Y,3.0,0.7433059373425309,1.5117026637243458,0.9902189245613044
heldout,6000,dufs_liu,3.0,0.7286928115931955,0.050390088790808196,0.9999868706027368
heldout,6000,oracle_target,3.0,0.7474935274799743,1.9304616774686867,0.9841969800216145
heldout,6000,iu,10.0,0.7281889107052875,0.0,1.0
heldout,6000,deployed_upcr,10.0,0.7373807579364391,0.9191847231151629,0.9780866019383764
heldout,6000,raw_uniform,10.0,0.7383538079268823,1.016489722159486,0.9954935785311568
heldout,6000,specrage_plain_Y,10.0,0.7453562926795364,1.716738197424894,0.9874035911614197
heldout,6000,specrage_agreement_Y,10.0,0.7281367830272281,-0.005212767805939933,0.9999981553739381
heldout,6000,specrage_agreement_alpha,10.0,0.7469027471286337,1.871383642334623,0.9850754560566669
heldout,6000,specrage_uniform_Y,10.0,0.7460860801723688,1.7897169467081309,0.9861488114097715
heldout,6000,dufs_liu,10.0,0.728779691056628,0.05907803513405252,0.9999847004544289
heldout,6000,oracle_target,10.0,0.7494570033535474,2.1268092648259906,0.979146502371972
heldout,6000,iu,30.0,0.7281889107052875,0.0,1.0
heldout,6000,deployed_upcr,30.0,0.7373807579364391,0.9191847231151629,0.9780866019383764
heldout,6000,raw_uniform,30.0,0.7389619641709092,1.077305346562174,0.9950277561968586
heldout,6000,specrage_plain_Y,30.0,0.7462598390992337,1.8070928393946195,0.9858890446573119
heldout,6000,specrage_agreement_Y,30.0,0.7281367830272281,-0.005212767805939933,0.9999981553739381
heldout,6000,specrage_agreement_alpha,30.0,0.7478931730117635,1.970426230647604,0.9835159874825844
heldout,6000,specrage_uniform_Y,30.0,0.7471460096262446,1.8957098920957094,0.9846442475878799
heldout,6000,dufs_liu,30.0,0.7287970669493145,0.060815624402699164,0.9999830728431981
heldout,6000,oracle_target,30.0,0.7504300533439905,2.2241142638703026,0.9771111202739593
heldout,6000,iu,100.0,0.7281889107052875,0.0,1.0
heldout,6000,deployed_upcr,100.0,0.7373807579364391,0.9191847231151629,0.9780866019383764
heldout,6000,raw_uniform,100.0,0.7390835954197146,1.0894684714427116,0.9948614143290552
heldout,6000,specrage_plain_Y,100.0,0.7468158676652014,1.8626956959913898,0.9852766288048125
heldout,6000,specrage_agreement_Y,100.0,0.7281367830272281,-0.005212767805939933,0.9999981553739381
heldout,6000,specrage_agreement_alpha,100.0,0.7480321801532555,1.9843269447967993,0.9828970611851614
heldout,6000,specrage_uniform_Y,100.0,0.7476499105141527,1.9460999808865287,0.9839883202618066
heldout,6000,dufs_liu,100.0,0.7287970669493145,0.060815624402699164,0.999981445231967
heldout,6000,oracle_target,100.0,0.7507601953050337,2.257128459974622,0.9762006345513651
heldout,6001,iu,0.0,0.7089537975013467,0.0,1.0
heldout,6001,deployed_upcr,0.0,0.6910218762488922,-1.7931921252454464,0.9377790268186925
heldout,6001,raw_uniform,0.0,0.7089537975013467,0.0,0.9999999999999998
heldout,6001,specrage_plain_Y,0.0,0.7089537975013467,0.0,0.9999999999999998
heldout,6001,specrage_agreement_Y,0.0,0.7089537975013467,0.0,0.9999999999999998
heldout,6001,specrage_agreement_alpha,0.0,0.7089537975013467,0.0,0.9999999999999998
heldout,6001,specrage_uniform_Y,0.0,0.7089537975013467,0.0,0.9999999999999998
heldout,6001,dufs_liu,0.0,0.7089537975013467,0.0,0.9999999999999998
heldout,6001,oracle_target,0.0,0.7089537975013467,0.0,0.9999999999999998
heldout,6001,iu,0.1,0.7089537975013467,0.0,1.0
heldout,6001,deployed_upcr,0.1,0.6910218762488922,-1.7931921252454464,0.9377790268186925
heldout,6001,raw_uniform,0.1,0.7104307483796979,0.1476950878351202,0.9998913840771876
heldout,6001,specrage_plain_Y,0.1,0.7098052162429844,0.08514187416377439,0.999949978081502
heldout,6001,specrage_agreement_Y,0.1,0.7109520251602927,0.19982276589459724,0.9997910147179456
heldout,6001,specrage_agreement_alpha,0.1,0.7109520251602927,0.19982276589459724,0.9997425119032634
heldout,6001,specrage_uniform_Y,0.1,0.7108303939114873,0.18765964101405963,0.9998178160495486
heldout,6001,dufs_liu,0.1,0.7090233010720925,0.006950357074586577,0.9999973958220303
heldout,6001,oracle_target,0.1,0.7118729474726765,0.2919149971329804,0.999563583175274
heldout,6001,iu,0.3,0.7089537975013467,0.0,1.0
heldout,6001,deployed_upcr,0.3,0.6910218762488922,-1.7931921252454464,0.9377790268186925
heldout,6001,raw_uniform,0.3,0.7122378412190926,0.32840437177459325,0.9995017339484978
heldout,6001,specrage_plain_Y,0.3,0.7109694010529791,0.2015603551632439,0.9997979591925311
heldout,6001,specrage_agreement_Y,0.3,0.7145662108390819,0.5612413337735211,0.9989065707750467
heldout,6001,specrage_agreement_alpha,0.3,0.7153481260099739,0.6394328508627201,0.9986655758054503
