version,cell,group,seed,representation,prior_strength,n_coordinates,n_training,n_evaluation,iu_auroc,head_auroc,delta_norm,class_balanced
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,3,family,3.0,6,300,200,0.7417554540842213,0.7467021816336885,0.023001322176671193,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,3,family,10.0,6,300,200,0.7417554540842213,0.743404363267377,0.0073108398332634005,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,3,atomic,0.3,30,300,200,0.7417554540842213,0.7667427701674276,0.2595664195414816,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,3,atomic,1.0,30,300,200,0.7417554540842213,0.762937595129376,0.12273975736111586,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,3,atomic,3.0,30,300,200,0.7417554540842213,0.7508878741755454,0.051472123802689694,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,3,atomic,10.0,30,300,200,0.7417554540842213,0.7451801116184678,0.017156986010880185,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,4,family,0.3,6,300,200,0.7383307965499748,0.7407407407407407,0.2509529612425463,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,4,family,1.0,6,300,200,0.7383307965499748,0.7388381532217148,0.10998723202641114,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,4,family,3.0,6,300,200,0.7383307965499748,0.73896499238965,0.044225212237853834,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,4,family,10.0,6,300,200,0.7383307965499748,0.739091831557585,0.014478728850710536,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,4,atomic,0.3,30,300,200,0.7383307965499748,0.7266615930999493,0.31944583273341765,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,4,atomic,1.0,30,300,200,0.7383307965499748,0.7355403348554033,0.16235373518057106,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,4,atomic,3.0,30,300,200,0.7383307965499748,0.7375697615423642,0.07184900291186476,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,4,atomic,10.0,30,300,200,0.7383307965499748,0.7379502790461694,0.02508426994590378,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,5,family,0.3,6,300,200,0.7535514967021815,0.7647133434804667,0.20235891520136964,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,5,family,1.0,6,300,200,0.7535514967021815,0.7598934550989345,0.09349648910545792,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,5,family,3.0,6,300,200,0.7535514967021815,0.7560882800608827,0.03887915349835579,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,5,family,10.0,6,300,200,0.7535514967021815,0.7544393708777271,0.012934401636736894,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,5,atomic,0.3,30,300,200,0.7535514967021815,0.7847539320142061,0.27782468792768333,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,5,atomic,1.0,30,300,200,0.7535514967021815,0.767376966007103,0.13246497768505264,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,5,atomic,3.0,30,300,200,0.7535514967021815,0.7600202942668696,0.05807057309606686,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,5,atomic,10.0,30,300,200,0.7535514967021815,0.7559614408929478,0.020638323895352154,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,6,family,0.3,6,300,200,0.7482242516489093,0.7516489091831557,0.2626755601987955,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,6,family,1.0,6,300,200,0.7482242516489093,0.7511415525114155,0.11719742170776554,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,6,family,3.0,6,300,200,0.7482242516489093,0.7505073566717401,0.04712486526949587,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,6,family,10.0,6,300,200,0.7482242516489093,0.7496194824961948,0.015397294564147688,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,6,atomic,0.3,30,300,200,0.7482242516489093,0.7500000000000001,0.36197036433955293,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,6,atomic,1.0,30,300,200,0.7482242516489093,0.7550735667174023,0.1689410991607297,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,6,atomic,3.0,30,300,200,0.7482242516489093,0.7520294266869609,0.07148675657558844,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,6,atomic,10.0,30,300,200,0.7482242516489093,0.750126839167935,0.024614625390023518,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,7,family,0.3,6,300,200,0.7770167427701674,0.7803145611364789,0.2095475008517826,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,7,family,1.0,6,300,200,0.7770167427701674,0.7806950786402841,0.09805308256734714,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,7,family,3.0,6,300,200,0.7770167427701674,0.7800608828006088,0.040193911790274116,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,7,family,10.0,6,300,200,0.7770167427701674,0.778665651953323,0.013232882483044862,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,7,atomic,0.3,30,300,200,0.7770167427701674,0.7817097919837646,0.3138835646687891,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,7,atomic,1.0,30,300,200,0.7770167427701674,0.7823439878234398,0.14638812719115712,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,7,atomic,3.0,30,300,200,0.7770167427701674,0.7825976661593099,0.06197157830587102,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,7,atomic,10.0,30,300,200,0.7770167427701674,0.780314561136479,0.021381815248806408,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,8,family,0.3,6,300,200,0.76103500761035,0.7740994419076611,0.20905420064087962,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,8,family,1.0,6,300,200,0.76103500761035,0.7690258751902587,0.0889389332230623,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,8,family,3.0,6,300,200,0.76103500761035,0.7631912734652461,0.034956388452446634,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,8,family,10.0,6,300,200,0.76103500761035,0.7611618467782851,0.01130934302288145,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,8,atomic,0.3,30,300,200,0.76103500761035,0.7742262810755961,0.3037203794908268,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,8,atomic,1.0,30,300,200,0.76103500761035,0.7723236935565703,0.14171130961136366,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,8,atomic,3.0,30,300,200,0.76103500761035,0.767376966007103,0.059136815263832195,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,8,atomic,10.0,30,300,200,0.76103500761035,0.7643328259766615,0.019821841849255114,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,9,family,0.3,6,300,200,0.8003551496702181,0.8045408422120751,0.268814255617426,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,9,family,1.0,6,300,200,0.8003551496702181,0.8049213597158802,0.11536808505455558,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,9,family,3.0,6,300,200,0.8003551496702181,0.8020040588533739,0.04482974860950048,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,9,family,10.0,6,300,200,0.8003551496702181,0.8018772196854389,0.01436810129396425,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,9,atomic,0.3,30,300,200,0.8003551496702181,0.7980720446473871,0.34649596263937266,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,9,atomic,1.0,30,300,200,0.8003551496702181,0.8026382546930492,0.16732003590344022,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,9,atomic,3.0,30,300,200,0.8003551496702181,0.8037798072044647,0.07088135777179407,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,9,atomic,10.0,30,300,200,0.8003551496702181,0.8026382546930493,0.02388029849838845,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,10,family,0.3,6,300,200,0.7705479452054795,0.7711821410451548,0.2618576257178927,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,10,family,1.0,6,300,200,0.7705479452054795,0.7728310502283106,0.11382652678269421,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,10,family,3.0,6,300,200,0.7705479452054795,0.7701674277016742,0.04522933255991444,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,10,family,10.0,6,300,200,0.7705479452054795,0.7701674277016742,0.014703628934405633,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,10,atomic,0.3,30,300,200,0.7705479452054795,0.7459411466260782,0.36399976451864025,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,10,atomic,1.0,30,300,200,0.7705479452054795,0.7630644342973111,0.17766899174974266,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,10,atomic,3.0,30,300,200,0.7705479452054795,0.767503805175038,0.07709659446149807,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,10,atomic,10.0,30,300,200,0.7705479452054795,0.767503805175038,0.026611778689943247,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,11,family,0.3,6,300,200,0.7653475393201421,0.7833587011669203,0.22517721990692205,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,11,family,1.0,6,300,200,0.7653475393201421,0.7746067985794013,0.09097913818999173,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,11,family,3.0,6,300,200,0.7653475393201421,0.769406392694064,0.03384837416383374,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,11,family,10.0,6,300,200,0.7653475393201421,0.7658548959918823,0.010596664086199536,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,11,atomic,0.3,30,300,200,0.7653475393201421,0.7822171486555047,0.3201258185182631,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,11,atomic,1.0,30,300,200,0.7653475393201421,0.7833587011669203,0.14384430857190914,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,11,atomic,3.0,30,300,200,0.7653475393201421,0.7753678335870118,0.05772391511031901,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,11,atomic,10.0,30,300,200,0.7653475393201421,0.767503805175038,0.018795759213529873,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,12,family,0.3,6,300,200,0.7631912734652462,0.7800608828006088,0.17527598533477315,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,12,family,1.0,6,300,200,0.7631912734652462,0.7724505327245054,0.07704809710509074,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,12,family,3.0,6,300,200,0.7631912734652462,0.7666159309994927,0.03023221952050343,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,12,family,10.0,6,300,200,0.7631912734652462,0.7648401826484018,0.00972685644529535,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,12,atomic,0.3,30,300,200,0.7631912734652462,0.7865296803652968,0.27699703997330477,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,12,atomic,1.0,30,300,200,0.7631912734652462,0.7820903094875697,0.12532660369709334,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,12,atomic,3.0,30,300,200,0.7631912734652462,0.7743531202435312,0.051175079327468335,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,12,atomic,10.0,30,300,200,0.7631912734652462,0.7677574835109081,0.017022255328870126,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,13,family,0.3,6,300,200,0.7368087265347538,0.7512683916793506,0.23276737556880264,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,13,family,1.0,6,300,200,0.7368087265347538,0.745687468290208,0.1000754648643213,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,13,family,3.0,6,300,200,0.7368087265347538,0.73921867072552,0.03913219444427881,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,13,family,10.0,6,300,200,0.7368087265347538,0.7387113140537798,0.012597431997613194,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,13,atomic,0.3,30,300,200,0.7368087265347538,0.7624302384576357,0.3021000924467235,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,13,atomic,1.0,30,300,200,0.7368087265347538,0.7538051750380517,0.14705424350699955,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,13,atomic,3.0,30,300,200,0.7368087265347538,0.7467021816336885,0.0631697220432484,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,13,atomic,10.0,30,300,200,0.7368087265347538,0.7403602232369355,0.02151556135317564,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,14,family,0.3,6,300,200,0.8026382546930493,0.817605276509386,0.2172688852915947,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,14,family,1.0,6,300,200,0.8026382546930493,0.8101217656012176,0.09570180381655065,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,14,family,3.0,6,300,200,0.8026382546930493,0.8061897513952309,0.03834065361576587,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,14,family,10.0,6,300,200,0.8026382546930493,0.8042871638762049,0.012515980215707675,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,14,atomic,0.3,30,300,200,0.8026382546930493,0.8286402841197361,0.2833345889764893,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,14,atomic,1.0,30,300,200,0.8026382546930493,0.8202688990360223,0.13627576253273363,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,14,atomic,3.0,30,300,200,0.8026382546930493,0.8106291222729579,0.058704472116692226,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,14,atomic,10.0,30,300,200,0.8026382546930493,0.8061897513952309,0.02034515375300251,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,15,family,0.3,6,300,200,0.7077625570776256,0.726154236428209,0.22539385398910625,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,15,family,1.0,6,300,200,0.7077625570776256,0.7166412988330796,0.09061231802431771,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,15,family,3.0,6,300,200,0.7077625570776256,0.712962962962963,0.03377980028505608,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,15,family,10.0,6,300,200,0.7077625570776256,0.7094114662607813,0.010593971044868268,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,15,atomic,0.3,30,300,200,0.7077625570776256,0.7203196347031963,0.2973670236643785,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,15,atomic,1.0,30,300,200,0.7077625570776256,0.7204464738711314,0.14424906212092117,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,15,atomic,3.0,30,300,200,0.7077625570776256,0.7142313546423136,0.060626527037034895,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,15,atomic,10.0,30,300,200,0.7077625570776256,0.7109335362760021,0.02017174995086104,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,16,family,0.3,6,300,200,0.780314561136479,0.7949010654490107,0.1934685509554106,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,16,family,1.0,6,300,200,0.780314561136479,0.7861491628614917,0.08124397216386148,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,16,family,3.0,6,300,200,0.780314561136479,0.7824708269913749,0.03130315343947038,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,16,family,10.0,6,300,200,0.780314561136479,0.7812024353120244,0.009999205652320774,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,16,atomic,0.3,30,300,200,0.780314561136479,0.787163876204972,0.3332328530938345,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,16,atomic,1.0,30,300,200,0.780314561136479,0.7902080162354135,0.15000930855164188,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,16,atomic,3.0,30,300,200,0.780314561136479,0.7853881278538813,0.05999782112495119,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,16,atomic,10.0,30,300,200,0.780314561136479,0.7828513444951801,0.01950524893014574,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,17,family,0.3,6,300,200,0.7527904616945712,0.7723236935565702,0.20291121849448254,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,17,family,1.0,6,300,200,0.7527904616945712,0.7643328259766615,0.08727298630470756,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,17,family,3.0,6,300,200,0.7527904616945712,0.7578640284119736,0.03485824421511655,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,17,family,10.0,6,300,200,0.7527904616945712,0.7535514967021816,0.011394137995789264,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,17,atomic,0.3,30,300,200,0.7527904616945712,0.7791730086250634,0.26753332574827066,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,17,atomic,1.0,30,300,200,0.7527904616945712,0.7678843226788431,0.1314444425123737,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,17,atomic,3.0,30,300,200,0.7527904616945712,0.7624302384576357,0.05675119072545098,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,17,atomic,10.0,30,300,200,0.7527904616945712,0.7559614408929477,0.019617050308010104,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,18,family,0.3,6,300,200,0.7385844748858448,0.745814307458143,0.23093414445203164,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,18,family,1.0,6,300,200,0.7385844748858448,0.7417554540842213,0.10482378155963525,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,18,family,3.0,6,300,200,0.7385844748858448,0.7398528665651953,0.043282347726901246,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,18,family,10.0,6,300,200,0.7385844748858448,0.7395991882293252,0.014355618527847499,True
atomic-contribution-supervised-ceiling-v1-2026-08-13,ars_gsm8k_r1distill8b,gsm8k,18,atomic,0.3,30,300,200,0.7385844748858448,0.7582445459157787,0.3032988535938426,True
