version,regime,heldout_group,family,delta,n_source_cells,n_source_samples,objective,n_iter,delta_norm
harp-global-contribution-teacher-v1-2026-08-12,original_lofo,squad_v2,entropy_level,0.022791192596571003,22,45418,0.5796050968147389,8,0.09453033807286336
harp-global-contribution-teacher-v1-2026-08-12,original_lofo,squad_v2,entropy_dynamics,-0.03593468476966995,22,45418,0.5796050968147389,8,0.09453033807286336
harp-global-contribution-teacher-v1-2026-08-12,original_lofo,squad_v2,sampled_token_energy,-0.029059924931826082,22,45418,0.5796050968147389,8,0.09453033807286336
harp-global-contribution-teacher-v1-2026-08-12,original_lofo,squad_v2,partition_energy,0.04594685395500119,22,45418,0.5796050968147389,8,0.09453033807286336
harp-global-contribution-teacher-v1-2026-08-12,original_lofo,squad_v2,topk_distribution,0.026451515283326708,22,45418,0.5796050968147389,8,0.09453033807286336
harp-global-contribution-teacher-v1-2026-08-12,original_lofo,squad_v2,structural,0.05890644701992012,22,45418,0.5796050968147389,8,0.09453033807286336
harp-global-contribution-teacher-v1-2026-08-12,original_lofo,triviaqa,entropy_level,0.01880384462364987,20,38338,0.5802253291975112,9,0.10564110474228976
harp-global-contribution-teacher-v1-2026-08-12,original_lofo,triviaqa,entropy_dynamics,-0.04072914301102015,20,38338,0.5802253291975112,9,0.10564110474228976
harp-global-contribution-teacher-v1-2026-08-12,original_lofo,triviaqa,sampled_token_energy,-0.030706489644252873,20,38338,0.5802253291975112,9,0.10564110474228976
harp-global-contribution-teacher-v1-2026-08-12,original_lofo,triviaqa,partition_energy,0.049944704679951296,20,38338,0.5802253291975112,9,0.10564110474228976
harp-global-contribution-teacher-v1-2026-08-12,original_lofo,triviaqa,topk_distribution,0.02627239014803092,20,38338,0.5802253291975112,9,0.10564110474228976
harp-global-contribution-teacher-v1-2026-08-12,original_lofo,triviaqa,structural,0.07085192186665389,20,38338,0.5802253291975112,9,0.10564110474228976
harp-global-contribution-teacher-v1-2026-08-12,original_lofo,truthfulqa,entropy_level,0.023497516431695065,22,40718,0.5746229036374542,8,0.0966824181156587
harp-global-contribution-teacher-v1-2026-08-12,original_lofo,truthfulqa,entropy_dynamics,-0.03689404742815425,22,40718,0.5746229036374542,8,0.0966824181156587
harp-global-contribution-teacher-v1-2026-08-12,original_lofo,truthfulqa,sampled_token_energy,-0.033280877183201926,22,40718,0.5746229036374542,8,0.0966824181156587
harp-global-contribution-teacher-v1-2026-08-12,original_lofo,truthfulqa,partition_energy,0.05016721338390354,22,40718,0.5746229036374542,8,0.0966824181156587
harp-global-contribution-teacher-v1-2026-08-12,original_lofo,truthfulqa,topk_distribution,0.02821141535040624,22,40718,0.5746229036374542,8,0.0966824181156587
harp-global-contribution-teacher-v1-2026-08-12,original_lofo,truthfulqa,structural,0.0548993252940303,22,40718,0.5746229036374542,8,0.0966824181156587
harp-global-contribution-teacher-v1-2026-08-12,source23_transfer,all_external,entropy_level,0.020844517285785853,23,48351,0.5787889695034182,8,0.09660381274226196
harp-global-contribution-teacher-v1-2026-08-12,source23_transfer,all_external,entropy_dynamics,-0.03541232508902681,23,48351,0.5787889695034182,8,0.09660381274226196
harp-global-contribution-teacher-v1-2026-08-12,source23_transfer,all_external,sampled_token_energy,-0.03154564018902027,23,48351,0.5787889695034182,8,0.09660381274226196
harp-global-contribution-teacher-v1-2026-08-12,source23_transfer,all_external,partition_energy,0.051543297300583234,23,48351,0.5787889695034182,8,0.09660381274226196
harp-global-contribution-teacher-v1-2026-08-12,source23_transfer,all_external,topk_distribution,0.025367423953455093,23,48351,0.5787889695034182,8,0.09660381274226196
harp-global-contribution-teacher-v1-2026-08-12,source23_transfer,all_external,structural,0.057865575756816764,23,48351,0.5787889695034182,8,0.09660381274226196
