cell,method_key,method,feature_contract,layer_subset,structured,auroc,auprc,prevalence,n_samples,n_groups,status,label_use
gsm8k_t1.0,dufs_liu_pcr__resid-core-32-length-residualized__all32__flat,dufs_liu_pcr,resid-core-32-length-residualized,all32,flat,0.5152964459470603,0.31508516748435306,0.2701612903225806,496,496,eligible_label_free,none
gsm8k_t1.0,supervised_grouped_lr_ceiling,supervised_grouped_lr,resid-core-32,all32,5-fold grouped-CV ceiling,0.7834452119840247,0.6577848817716531,0.2701612903225806,496,496,diagnostic_ceiling,supervised_ceiling
gsm8k_t1.0,best_single_layer_ceiling,best_single_layer,resid.lens_H.layer_31,evaluation-selected,diagnostic ceiling,0.7805516615815948,,0.2701612903225806,496,496,diagnostic_ceiling,evaluation_only
triviaqa_t1.0,final_layer_nll__resid-core-32__all32__flat,final_layer_nll,resid-core-32,all32,flat,0.8254595588235294,0.9062045500881047,0.68,500,500,eligible_label_free,none
triviaqa_t1.0,equal_mean__resid-core-32__all32__flat,equal_mean,resid-core-32,all32,flat,0.8021507352941176,0.8873027358444217,0.68,500,500,eligible_label_free,none
triviaqa_t1.0,pc1__resid-core-32__all32__flat,pc1,resid-core-32,all32,flat,0.8347058823529411,0.9103782509587253,0.68,500,500,eligible_label_free,none
triviaqa_t1.0,token_length__resid-core-32__all32__flat,token_length,resid-core-32,all32,flat,0.8753492647058825,0.9415477292802172,0.68,500,500,eligible_label_free,none
triviaqa_t1.0,upcr__resid-core-32__all32__flat,upcr,resid-core-32,all32,flat,0.8311029411764705,0.9077525435949143,0.68,500,500,eligible_label_free,none
triviaqa_t1.0,iu_pcr__resid-core-32__all32__flat,iu_pcr,resid-core-32,all32,flat,0.8278676470588235,0.9044594549503961,0.68,500,500,eligible_label_free,none
triviaqa_t1.0,dufs_liu_pcr__resid-core-32__all32__flat,dufs_liu_pcr,resid-core-32,all32,flat,0.8323161764705882,0.9079816682161689,0.68,500,500,eligible_label_free,none
triviaqa_t1.0,upcr__resid-core-8__spaced8__flat,upcr,resid-core-8,spaced8,flat,0.843860294117647,0.918897375308398,0.68,500,500,eligible_label_free,none
triviaqa_t1.0,iu_pcr__resid-core-8__spaced8__flat,iu_pcr,resid-core-8,spaced8,flat,0.8545588235294117,0.9207158628238143,0.68,500,500,eligible_label_free,none
triviaqa_t1.0,dufs_liu_pcr__resid-core-8__spaced8__flat,dufs_liu_pcr,resid-core-8,spaced8,flat,0.8552389705882353,0.9213390040062237,0.68,500,500,eligible_label_free,none
triviaqa_t1.0,upcr__resid-core-8__late8__flat,upcr,resid-core-8,late8,flat,0.785422794117647,0.8955992408006588,0.68,500,500,eligible_label_free,none
triviaqa_t1.0,iu_pcr__resid-core-8__late8__flat,iu_pcr,resid-core-8,late8,flat,0.8178308823529412,0.9131307506122808,0.68,500,500,eligible_label_free,none
triviaqa_t1.0,dufs_liu_pcr__resid-core-8__late8__flat,dufs_liu_pcr,resid-core-8,late8,flat,0.8148897058823529,0.9118971178342207,0.68,500,500,eligible_label_free,none
triviaqa_t1.0,su_pcr__resid-core-32__all32__dependency,su_pcr,resid-core-32,all32,dependency,0.8278125000000001,0.9044187866622284,0.68,500,500,eligible_label_free,none
triviaqa_t1.0,lsml_continuous__resid-core-32__all32__dependency,lsml_continuous,resid-core-32,all32,dependency,0.8146323529411765,0.8965264742831043,0.68,500,500,eligible_label_free,none
triviaqa_t1.0,clustered_upcr__resid-core-32__all32__dependency,clustered_upcr,resid-core-32,all32,dependency,0.832297794117647,0.9085069085331612,0.68,500,500,eligible_label_free,none
triviaqa_t1.0,upcr__resid-core-32__all32__hierarchical-bands,upcr,resid-core-32,all32,hierarchical-bands,0.8077573529411765,0.8916466323416964,0.68,500,500,eligible_label_free,none
triviaqa_t1.0,iu_pcr__resid-core-32__all32__hierarchical-bands,iu_pcr,resid-core-32,all32,hierarchical-bands,0.8240808823529413,0.9036974129550659,0.68,500,500,eligible_label_free,none
triviaqa_t1.0,dufs_liu_pcr__resid-core-32__all32__hierarchical-bands,dufs_liu_pcr,resid-core-32,all32,hierarchical-bands,0.8233639705882353,0.9033209704159979,0.68,500,500,eligible_label_free,none
triviaqa_t1.0,upcr__lens-96__spaced8__flat,upcr,lens-96,spaced8,flat,0.7320955882352942,0.8583683943614684,0.68,500,500,eligible_label_free,none
triviaqa_t1.0,iu_pcr__lens-96__spaced8__flat,iu_pcr,lens-96,spaced8,flat,0.8914705882352942,0.9498901394392846,0.68,500,500,eligible_label_free,none
triviaqa_t1.0,dufs_liu_pcr__lens-96__spaced8__flat,dufs_liu_pcr,lens-96,spaced8,flat,0.8867463235294117,0.9472529118074335,0.68,500,500,eligible_label_free,none
triviaqa_t1.0,upcr__lens-96__spaced8__hierarchical-module-metric,upcr,lens-96,spaced8,hierarchical-module-metric,0.8548897058823529,0.9296958174640022,0.68,500,500,eligible_label_free,none
triviaqa_t1.0,iu_pcr__lens-96__spaced8__hierarchical-module-metric,iu_pcr,lens-96,spaced8,hierarchical-module-metric,0.881783088235294,0.9462272239128248,0.68,500,500,eligible_label_free,none
triviaqa_t1.0,dufs_liu_pcr__lens-96__spaced8__hierarchical-module-metric,dufs_liu_pcr,lens-96,spaced8,hierarchical-module-metric,0.8628860294117647,0.9349149684921523,0.68,500,500,eligible_label_free,none
triviaqa_t1.0,upcr__resid-core-32-length-residualized__all32__flat,upcr,resid-core-32-length-residualized,all32,flat,0.6161213235294118,0.744646187419402,0.68,500,500,eligible_label_free,none
triviaqa_t1.0,iu_pcr__resid-core-32-length-residualized__all32__flat,iu_pcr,resid-core-32-length-residualized,all32,flat,0.617297794117647,0.7440865339887823,0.68,500,500,eligible_label_free,none
triviaqa_t1.0,dufs_liu_pcr__resid-core-32-length-residualized__all32__flat,dufs_liu_pcr,resid-core-32-length-residualized,all32,flat,0.6158455882352941,0.7432647950866931,0.68,500,500,eligible_label_free,none
triviaqa_t1.0,supervised_grouped_lr_ceiling,supervised_grouped_lr,resid-core-32,all32,5-fold grouped-CV ceiling,0.9386029411764707,0.9722929475914137,0.68,500,500,diagnostic_ceiling,supervised_ceiling
triviaqa_t1.0,best_single_layer_ceiling,best_single_layer,mlp.lens_H.layer_31,evaluation-selected,diagnostic ceiling,0.8324632352941177,,0.68,500,500,diagnostic_ceiling,evaluation_only
sciq_t1.0,final_layer_nll__resid-core-32__all32__flat,final_layer_nll,resid-core-32,all32,flat,0.7098571441814758,0.24060572459738386,0.123,1000,1000,eligible_label_free,none
sciq_t1.0,equal_mean__resid-core-32__all32__flat,equal_mean,resid-core-32,all32,flat,0.7502016297243931,0.3034576619435007,0.123,1000,1000,eligible_label_free,none
sciq_t1.0,pc1__resid-core-32__all32__flat,pc1,resid-core-32,all32,flat,0.7455942746428605,0.309260760846419,0.123,1000,1000,eligible_label_free,none
sciq_t1.0,token_length__resid-core-32__all32__flat,token_length,resid-core-32,all32,flat,0.7211808549100315,0.3644791542708208,0.123,1000,1000,eligible_label_free,none
sciq_t1.0,upcr__resid-core-32__all32__flat,upcr,resid-core-32,all32,flat,0.749218974515857,0.31847844064255443,0.123,1000,1000,eligible_label_free,none
sciq_t1.0,iu_pcr__resid-core-32__all32__flat,iu_pcr,resid-core-32,all32,flat,0.7617802745872385,0.3482525379516697,0.123,1000,1000,eligible_label_free,none
sciq_t1.0,dufs_liu_pcr__resid-core-32__all32__flat,dufs_liu_pcr,resid-core-32,all32,flat,0.7617339229264584,0.3460872607368122,0.123,1000,1000,eligible_label_free,none
sciq_t1.0,upcr__resid-core-8__spaced8__flat,upcr,resid-core-8,spaced8,flat,0.749663950459345,0.337047818364842,0.123,1000,1000,eligible_label_free,none
sciq_t1.0,iu_pcr__resid-core-8__spaced8__flat,iu_pcr,resid-core-8,spaced8,flat,0.7670921749126272,0.369792983054618,0.123,1000,1000,eligible_label_free,none
sciq_t1.0,dufs_liu_pcr__resid-core-8__spaced8__flat,dufs_liu_pcr,resid-core-8,spaced8,flat,0.7680099377960712,0.37148738238698514,0.123,1000,1000,eligible_label_free,none
sciq_t1.0,upcr__resid-core-8__late8__flat,upcr,resid-core-8,late8,flat,0.7166430273196689,0.2574386215141012,0.123,1000,1000,eligible_label_free,none
sciq_t1.0,iu_pcr__resid-core-8__late8__flat,iu_pcr,resid-core-8,late8,flat,0.7480972643249808,0.3254455046015121,0.123,1000,1000,eligible_label_free,none
sciq_t1.0,dufs_liu_pcr__resid-core-8__late8__flat,dufs_liu_pcr,resid-core-8,late8,flat,0.7468272288196086,0.3238986118094391,0.123,1000,1000,eligible_label_free,none
sciq_t1.0,su_pcr__resid-core-32__all32__dependency,su_pcr,resid-core-32,all32,dependency,0.72521808456397,0.2968920833187796,0.123,1000,1000,eligible_label_free,none
sciq_t1.0,lsml_continuous__resid-core-32__all32__dependency,lsml_continuous,resid-core-32,all32,dependency,0.7612518656543464,0.3493532209621722,0.123,1000,1000,eligible_label_free,none
sciq_t1.0,clustered_upcr__resid-core-32__all32__dependency,clustered_upcr,resid-core-32,all32,dependency,0.7489223238868649,0.31995302996934794,0.123,1000,1000,eligible_label_free,none
sciq_t1.0,upcr__resid-core-32__all32__hierarchical-bands,upcr,resid-core-32,all32,hierarchical-bands,0.7156511017789768,0.27387271576974603,0.123,1000,1000,eligible_label_free,none
sciq_t1.0,iu_pcr__resid-core-32__all32__hierarchical-bands,iu_pcr,resid-core-32,all32,hierarchical-bands,0.7658221394072549,0.35438972142152164,0.123,1000,1000,eligible_label_free,none
sciq_t1.0,dufs_liu_pcr__resid-core-32__all32__hierarchical-bands,dufs_liu_pcr,resid-core-32,all32,hierarchical-bands,0.765710895421383,0.35285333470924896,0.123,1000,1000,eligible_label_free,none
sciq_t1.0,upcr__lens-96__spaced8__flat,upcr,lens-96,spaced8,flat,0.7956447979531107,0.44921587413265457,0.123,1000,1000,eligible_label_free,none
sciq_t1.0,iu_pcr__lens-96__spaced8__flat,iu_pcr,lens-96,spaced8,flat,0.7947084944053546,0.4456237882920764,0.123,1000,1000,eligible_label_free,none
sciq_t1.0,dufs_liu_pcr__lens-96__spaced8__flat,dufs_liu_pcr,lens-96,spaced8,flat,0.7947641163982906,0.44598458220963805,0.123,1000,1000,eligible_label_free,none
sciq_t1.0,upcr__lens-96__spaced8__hierarchical-module-metric,upcr,lens-96,spaced8,hierarchical-module-metric,0.7510915816113691,0.3571158570898068,0.123,1000,1000,eligible_label_free,none
sciq_t1.0,iu_pcr__lens-96__spaced8__hierarchical-module-metric,iu_pcr,lens-96,spaced8,hierarchical-module-metric,0.7776325425740004,0.40981647076283056,0.123,1000,1000,eligible_label_free,none
sciq_t1.0,dufs_liu_pcr__lens-96__spaced8__hierarchical-module-metric,dufs_liu_pcr,lens-96,spaced8,hierarchical-module-metric,0.7769836193230804,0.4053623310273537,0.123,1000,1000,eligible_label_free,none
sciq_t1.0,upcr__resid-core-32-length-residualized__all32__flat,upcr,resid-core-32-length-residualized,all32,flat,0.6083006554124835,0.17565132828009622,0.123,1000,1000,eligible_label_free,none
sciq_t1.0,iu_pcr__resid-core-32-length-residualized__all32__flat,iu_pcr,resid-core-32-length-residualized,all32,flat,0.597166986493126,0.16913888711628627,0.123,1000,1000,eligible_label_free,none
sciq_t1.0,dufs_liu_pcr__resid-core-32-length-residualized__all32__flat,dufs_liu_pcr,resid-core-32-length-residualized,all32,flat,0.5989468902670783,0.17012691388531684,0.123,1000,1000,eligible_label_free,none
sciq_t1.0,supervised_grouped_lr_ceiling,supervised_grouped_lr,resid-core-32,all32,5-fold grouped-CV ceiling,0.7878192965367965,0.41770907411120206,0.123,1000,1000,diagnostic_ceiling,supervised_ceiling
sciq_t1.0,best_single_layer_ceiling,best_single_layer,resid.lens_H.layer_31,evaluation-selected,diagnostic ceiling,0.7952183626739346,,0.123,1000,1000,diagnostic_ceiling,evaluation_only
truthfulqa_t0.5,final_layer_nll__resid-core-32__all32__flat,final_layer_nll,resid-core-32,all32,flat,0.6242406400468683,0.919964520288771,0.8843329253365974,8170,817,eligible_label_free,none
truthfulqa_t0.5,equal_mean__resid-core-32__all32__flat,equal_mean,resid-core-32,all32,flat,0.48450932791417217,0.8737851098012739,0.8843329253365974,8170,817,eligible_label_free,none
truthfulqa_t0.5,pc1__resid-core-32__all32__flat,pc1,resid-core-32,all32,flat,0.49370476556635734,0.8696721784849759,0.8843329253365974,8170,817,eligible_label_free,none
truthfulqa_t0.5,token_length__resid-core-32__all32__flat,token_length,resid-core-32,all32,flat,0.689327987404112,0.9373577268205691,0.8843329253365974,8170,817,eligible_label_free,none
truthfulqa_t0.5,upcr__resid-core-32__all32__flat,upcr,resid-core-32,all32,flat,0.4992082898518885,0.8741440447422062,0.8843329253365974,8170,817,eligible_label_free,none
truthfulqa_t0.5,iu_pcr__resid-core-32__all32__flat,iu_pcr,resid-core-32,all32,flat,0.5023946101316343,0.8788651263964861,0.8843329253365974,8170,817,eligible_label_free,none
truthfulqa_t0.5,dufs_liu_pcr__resid-core-32__all32__flat,dufs_liu_pcr,resid-core-32,all32,flat,0.5018657292982552,0.8779632265468325,0.8843329253365974,8170,817,eligible_label_free,none
truthfulqa_t0.5,upcr__resid-core-8__spaced8__flat,upcr,resid-core-8,spaced8,flat,0.502352135625492,0.8720472943397588,0.8843329253365974,8170,817,eligible_label_free,none
truthfulqa_t0.5,iu_pcr__resid-core-8__spaced8__flat,iu_pcr,resid-core-8,spaced8,flat,0.5241165119642628,0.8864834753544508,0.8843329253365974,8170,817,eligible_label_free,none
truthfulqa_t0.5,dufs_liu_pcr__resid-core-8__spaced8__flat,dufs_liu_pcr,resid-core-8,spaced8,flat,0.5236582266893686,0.8859698939802996,0.8843329253365974,8170,817,eligible_label_free,none
truthfulqa_t0.5,upcr__resid-core-8__late8__flat,upcr,resid-core-8,late8,flat,0.4527069075996412,0.8531828991152779,0.8843329253365974,8170,817,eligible_label_free,none
truthfulqa_t0.5,iu_pcr__resid-core-8__late8__flat,iu_pcr,resid-core-8,late8,flat,0.47096435436919865,0.8606462426085368,0.8843329253365974,8170,817,eligible_label_free,none
truthfulqa_t0.5,dufs_liu_pcr__resid-core-8__late8__flat,dufs_liu_pcr,resid-core-8,late8,flat,0.4691517182036213,0.859835744808467,0.8843329253365974,8170,817,eligible_label_free,none
truthfulqa_t0.5,su_pcr__resid-core-32__all32__dependency,su_pcr,resid-core-32,all32,dependency,0.5024271250984054,0.8789344251580307,0.8843329253365974,8170,817,eligible_label_free,none
truthfulqa_t0.5,lsml_continuous__resid-core-32__all32__dependency,lsml_continuous,resid-core-32,all32,dependency,0.4921695318650336,0.8772675501758336,0.8843329253365974,8170,817,eligible_label_free,none
truthfulqa_t0.5,clustered_upcr__resid-core-32__all32__dependency,clustered_upcr,resid-core-32,all32,dependency,0.4985209351714542,0.8737756915588317,0.8843329253365974,8170,817,eligible_label_free,none
truthfulqa_t0.5,upcr__resid-core-32__all32__hierarchical-bands,upcr,resid-core-32,all32,hierarchical-bands,0.48815803445561223,0.8767365182415112,0.8843329253365974,8170,817,eligible_label_free,none
truthfulqa_t0.5,iu_pcr__resid-core-32__all32__hierarchical-bands,iu_pcr,resid-core-32,all32,hierarchical-bands,0.4961779535343549,0.878549552167151,0.8843329253365974,8170,817,eligible_label_free,none
truthfulqa_t0.5,dufs_liu_pcr__resid-core-32__all32__hierarchical-bands,dufs_liu_pcr,resid-core-32,all32,hierarchical-bands,0.49576228922941723,0.878518548666327,0.8843329253365974,8170,817,eligible_label_free,none
truthfulqa_t0.5,upcr__lens-96__spaced8__flat,upcr,lens-96,spaced8,flat,0.5291867962871424,0.8919363167784858,0.8843329253365974,8170,817,eligible_label_free,none
truthfulqa_t0.5,iu_pcr__lens-96__spaced8__flat,iu_pcr,lens-96,spaced8,flat,0.5467469288368942,0.9046744833500293,0.8843329253365974,8170,817,eligible_label_free,none
truthfulqa_t0.5,dufs_liu_pcr__lens-96__spaced8__flat,dufs_liu_pcr,lens-96,spaced8,flat,0.5467879387048937,0.9051861063316629,0.8843329253365974,8170,817,eligible_label_free,none
truthfulqa_t0.5,upcr__lens-96__spaced8__hierarchical-module-metric,upcr,lens-96,spaced8,hierarchical-module-metric,0.4924252576847733,0.8821092652389023,0.8843329253365974,8170,817,eligible_label_free,none
truthfulqa_t0.5,iu_pcr__lens-96__spaced8__hierarchical-module-metric,iu_pcr,lens-96,spaced8,hierarchical-module-metric,0.42941271672067516,0.8505005343350072,0.8843329253365974,8170,817,eligible_label_free,none
truthfulqa_t0.5,dufs_liu_pcr__lens-96__spaced8__hierarchical-module-metric,dufs_liu_pcr,lens-96,spaced8,hierarchical-module-metric,0.4350454220904048,0.8516859433798383,0.8843329253365974,8170,817,eligible_label_free,none
truthfulqa_t0.5,upcr__resid-core-32-length-residualized__all32__flat,upcr,resid-core-32-length-residualized,all32,flat,0.45782640376412,0.8660392126996109,0.8843329253365974,8170,817,eligible_label_free,none
truthfulqa_t0.5,iu_pcr__resid-core-32-length-residualized__all32__flat,iu_pcr,resid-core-32-length-residualized,all32,flat,0.4567266069826623,0.8653656220095058,0.8843329253365974,8170,817,eligible_label_free,none
truthfulqa_t0.5,dufs_liu_pcr__resid-core-32-length-residualized__all32__flat,dufs_liu_pcr,resid-core-32-length-residualized,all32,flat,0.4533906006847183,0.863881855872741,0.8843329253365974,8170,817,eligible_label_free,none
truthfulqa_t0.5,supervised_grouped_lr_ceiling,supervised_grouped_lr,resid-core-32,all32,5-fold grouped-CV ceiling,0.6986837227538063,0.9394064808146808,0.8843329253365974,8170,817,diagnostic_ceiling,supervised_ceiling
truthfulqa_t0.5,best_single_layer_ceiling,best_single_layer,attn.lens_logp_tgt.layer_30,evaluation-selected,diagnostic ceiling,0.6489974185752732,,0.8843329253365974,8170,817,diagnostic_ceiling,evaluation_only
squadv2_t0.5,final_layer_nll__resid-core-32__all32__flat,final_layer_nll,resid-core-32,all32,flat,0.674970210673451,0.5512922856305152,0.3941,10000,1000,eligible_label_free,none
squadv2_t0.5,equal_mean__resid-core-32__all32__flat,equal_mean,resid-core-32,all32,flat,0.7270482310900437,0.6637046263031017,0.3941,10000,1000,eligible_label_free,none
squadv2_t0.5,pc1__resid-core-32__all32__flat,pc1,resid-core-32,all32,flat,0.74670501968736,0.6972009936052429,0.3941,10000,1000,eligible_label_free,none
squadv2_t0.5,token_length__resid-core-32__all32__flat,token_length,resid-core-32,all32,flat,0.7538082030966828,0.7026366490357955,0.3941,10000,1000,eligible_label_free,none
squadv2_t0.5,upcr__resid-core-32__all32__flat,upcr,resid-core-32,all32,flat,0.7405405670259533,0.6832911237768817,0.3941,10000,1000,eligible_label_free,none
squadv2_t0.5,iu_pcr__resid-core-32__all32__flat,iu_pcr,resid-core-32,all32,flat,0.7414134854845897,0.6827013548155845,0.3941,10000,1000,eligible_label_free,none
squadv2_t0.5,dufs_liu_pcr__resid-core-32__all32__flat,dufs_liu_pcr,resid-core-32,all32,flat,0.7443701596401351,0.6899130501888511,0.3941,10000,1000,eligible_label_free,none
squadv2_t0.5,upcr__resid-core-8__spaced8__flat,upcr,resid-core-8,spaced8,flat,0.7467521331620273,0.6990433492432274,0.3941,10000,1000,eligible_label_free,none
squadv2_t0.5,iu_pcr__resid-core-8__spaced8__flat,iu_pcr,resid-core-8,spaced8,flat,0.7496088429939897,0.688652001120697,0.3941,10000,1000,eligible_label_free,none
squadv2_t0.5,dufs_liu_pcr__resid-core-8__spaced8__flat,dufs_liu_pcr,resid-core-8,spaced8,flat,0.7506513699614286,0.6912246550831951,0.3941,10000,1000,eligible_label_free,none
squadv2_t0.5,upcr__resid-core-8__late8__flat,upcr,resid-core-8,late8,flat,0.731270980415494,0.6998649172707223,0.3941,10000,1000,eligible_label_free,none
squadv2_t0.5,iu_pcr__resid-core-8__late8__flat,iu_pcr,resid-core-8,late8,flat,0.7658747177745823,0.7341944014821222,0.3941,10000,1000,eligible_label_free,none
squadv2_t0.5,dufs_liu_pcr__resid-core-8__late8__flat,dufs_liu_pcr,resid-core-8,late8,flat,0.7647345716876328,0.7337808002393824,0.3941,10000,1000,eligible_label_free,none
squadv2_t0.5,su_pcr__resid-core-32__all32__dependency,su_pcr,resid-core-32,all32,dependency,0.7414126897903509,0.6827029052984096,0.3941,10000,1000,eligible_label_free,none
squadv2_t0.5,lsml_continuous__resid-core-32__all32__dependency,lsml_continuous,resid-core-32,all32,dependency,0.736385912375889,0.6750719915947894,0.3941,10000,1000,eligible_label_free,none
squadv2_t0.5,clustered_upcr__resid-core-32__all32__dependency,clustered_upcr,resid-core-32,all32,dependency,0.7478134217620448,0.6984454432473268,0.3941,10000,1000,eligible_label_free,none
squadv2_t0.5,upcr__resid-core-32__all32__hierarchical-bands,upcr,resid-core-32,all32,hierarchical-bands,0.7265056094978085,0.6594297770679908,0.3941,10000,1000,eligible_label_free,none
squadv2_t0.5,iu_pcr__resid-core-32__all32__hierarchical-bands,iu_pcr,resid-core-32,all32,hierarchical-bands,0.7385084058186356,0.6780373888028619,0.3941,10000,1000,eligible_label_free,none
squadv2_t0.5,dufs_liu_pcr__resid-core-32__all32__hierarchical-bands,dufs_liu_pcr,resid-core-32,all32,hierarchical-bands,0.7388947781895518,0.6794575058441101,0.3941,10000,1000,eligible_label_free,none
squadv2_t0.5,upcr__lens-96__spaced8__flat,upcr,lens-96,spaced8,flat,0.7375568392662878,0.6454901739444145,0.3941,10000,1000,eligible_label_free,none
squadv2_t0.5,iu_pcr__lens-96__spaced8__flat,iu_pcr,lens-96,spaced8,flat,0.8206194446146345,0.76577945218796,0.3941,10000,1000,eligible_label_free,none
squadv2_t0.5,dufs_liu_pcr__lens-96__spaced8__flat,dufs_liu_pcr,lens-96,spaced8,flat,0.8196993289240426,0.7639618874125214,0.3941,10000,1000,eligible_label_free,none
squadv2_t0.5,upcr__lens-96__spaced8__hierarchical-module-metric,upcr,lens-96,spaced8,hierarchical-module-metric,0.7410398442214946,0.61007224489197,0.3941,10000,1000,eligible_label_free,none
squadv2_t0.5,iu_pcr__lens-96__spaced8__hierarchical-module-metric,iu_pcr,lens-96,spaced8,hierarchical-module-metric,0.7905975659545721,0.6799385126316855,0.3941,10000,1000,eligible_label_free,none
squadv2_t0.5,dufs_liu_pcr__lens-96__spaced8__hierarchical-module-metric,dufs_liu_pcr,lens-96,spaced8,hierarchical-module-metric,0.7925324430715323,0.682975531382582,0.3941,10000,1000,eligible_label_free,none
squadv2_t0.5,upcr__resid-core-32-length-residualized__all32__flat,upcr,resid-core-32-length-residualized,all32,flat,0.6073159311094628,0.5114894211400878,0.3941,10000,1000,eligible_label_free,none
