threshold_pp,held_out,n_dropped,dropped,auroc_full,auroc_pruned,delta
0.2,math500_qwenmath7b,0,,0.9155045638945232,0.9155045638945232,0.0
0.2,math500_r1distill8b,0,,0.8385677026733319,0.8385677026733319,0.0
0.2,math500_r1distill8b_mn4096,0,,0.8357853439820653,0.8357853439820653,0.0
0.2,noise_gsm8k_mistral7b,0,,0.7830679315212743,0.7830679315212743,0.0
0.2,noise_gsm8k_phi3mini,0,,0.6830577313606034,0.6830577313606034,0.0
0.2,sciq_llama8b,0,,0.738976871368349,0.738976871368349,0.0
0.2,se_nq_open_llama8b,0,,0.7468965488308481,0.7468965488308481,0.0
0.2,se_squad_v2_llama8b,0,,0.8102507127768863,0.8102507127768863,0.0
0.2,seiclr_triviaqa_opt30b,0,,0.5751284549635978,0.5751284549635978,0.0
0.2,semenergy_triviaqa_qwen3_8b,0,,0.8102602404150281,0.8102602404150281,0.0
0.2,spilled_triviaqa_llama8b,0,,0.93,0.9299999999999999,-1.1102230246251565e-16
0.2,trace_gsm8k_llama8b_k10,0,,0.8113494318181818,0.8113494318181818,0.0
0.2,trace_math500_qwenmath15b_k10,0,,0.6860695600152698,0.6860695600152698,0.0
0.2,truthfulqa_llama8b,0,,0.6633585817234888,0.6633585817234888,0.0
0.5,ars_gsm8k_r1distill8b,0,,0.7384857789269554,0.7384857789269554,0.0
0.5,epr_triviaqa_mistral24b,0,,0.7457496352822355,0.7457496352822355,0.0
0.5,inside_coqa_llama7b,0,,0.5354980962521094,0.5354980962521094,0.0
0.5,internalstates_gsm8k_qwen25_7b,0,,0.708176755121312,0.708176755121312,0.0
0.5,lapeigvals_gsm8k_llama3b,0,,0.699160313160369,0.699160313160369,0.0
0.5,lapeigvals_gsm8k_llama8b,0,,0.8108335335094884,0.8108335335094884,0.0
0.5,lapeigvals_gsm8k_mistral24b,0,,0.8486086890590644,0.8486086890590644,0.0
0.5,lapeigvals_gsm8k_nemo,0,,0.7972699573430835,0.7972699573430835,0.0
0.5,lapeigvals_gsm8k_phi35,0,,0.8088448633398303,0.8088448633398303,0.0
0.5,losnet_hotpotqa_mistral7b,0,,0.5695668496040329,0.5695668496040329,0.0
0.5,math500_dsmath7b,0,,0.7865136091256949,0.7865136091256949,0.0
0.5,math500_qwenmath7b,0,,0.9155045638945232,0.9155045638945232,0.0
0.5,math500_r1distill8b,0,,0.8385677026733319,0.8385677026733319,0.0
0.5,math500_r1distill8b_mn4096,0,,0.8357853439820653,0.8357853439820653,0.0
0.5,noise_gsm8k_mistral7b,0,,0.7830679315212743,0.7830679315212743,0.0
0.5,noise_gsm8k_phi3mini,0,,0.6830577313606034,0.6830577313606034,0.0
0.5,sciq_llama8b,0,,0.738976871368349,0.738976871368349,0.0
0.5,se_nq_open_llama8b,0,,0.7468965488308481,0.7468965488308481,0.0
0.5,se_squad_v2_llama8b,0,,0.8102507127768863,0.8102507127768863,0.0
0.5,seiclr_triviaqa_opt30b,0,,0.5751284549635978,0.5751284549635978,0.0
0.5,semenergy_triviaqa_qwen3_8b,0,,0.8102602404150281,0.8102602404150281,0.0
0.5,spilled_triviaqa_llama8b,0,,0.93,0.9299999999999999,-1.1102230246251565e-16
0.5,trace_gsm8k_llama8b_k10,0,,0.8113494318181818,0.8113494318181818,0.0
0.5,trace_math500_qwenmath15b_k10,0,,0.6860695600152698,0.6860695600152698,0.0
0.5,truthfulqa_llama8b,0,,0.6633585817234888,0.6633585817234888,0.0
