cell,group,removed,n_pool,auroc,n_kept,excluded_by_upcr
ars_gsm8k_r1distill8b,math,renyi_entropy_2,29,0.7465053329023917,17,spectral_entropy|high_band_power|hl_ratio|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|hurst_exponent|cusum_shift_idx|min_spilled|sw_var_peak_energy|cusum_max_energy
ars_gsm8k_r1distill8b,math,topk_tail_mass,29,0.7381019715578541,17,spectral_entropy|high_band_power|hl_ratio|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|hurst_exponent|cusum_shift_idx|min_spilled|sw_var_peak_energy|cusum_max_energy
epr_triviaqa_mistral24b,QA,__FULL__,28,0.7457496352822355,22,hl_ratio|rpdi|pe_mean|hurst_exponent|cusum_shift_idx|min_spilled
epr_triviaqa_mistral24b,QA,epr,27,0.7447677028391875,21,hl_ratio|rpdi|pe_mean|hurst_exponent|cusum_shift_idx|min_spilled
epr_triviaqa_mistral24b,QA,trace_length,27,0.7468017057569296,21,hl_ratio|rpdi|pe_mean|hurst_exponent|cusum_shift_idx|min_spilled
epr_triviaqa_mistral24b,QA,spectral_entropy,27,0.7464650432050275,21,hl_ratio|rpdi|pe_mean|hurst_exponent|cusum_shift_idx|min_spilled
epr_triviaqa_mistral24b,QA,low_band_power,27,0.7467175401189542,20,hl_ratio|rpdi|pe_mean|hurst_exponent|cusum_shift_idx|min_spilled
epr_triviaqa_mistral24b,QA,high_band_power,27,0.7461424082594547,21,hl_ratio|rpdi|pe_mean|hurst_exponent|cusum_shift_idx|min_spilled
epr_triviaqa_mistral24b,QA,hl_ratio,27,0.7461424082594547,21,hl_ratio|rpdi|pe_mean|hurst_exponent|cusum_shift_idx|min_spilled
epr_triviaqa_mistral24b,QA,dominant_freq,27,0.7465632364493324,20,hl_ratio|rpdi|pe_mean|hurst_exponent|cusum_shift_idx|min_spilled
epr_triviaqa_mistral24b,QA,spectral_centroid,27,0.7468998990012344,19,hl_ratio|rpdi|pe_mean|hurst_exponent|cusum_shift_idx|min_spilled
epr_triviaqa_mistral24b,QA,rpdi,27,0.7461424082594547,21,hl_ratio|rpdi|pe_mean|hurst_exponent|cusum_shift_idx|min_spilled
epr_triviaqa_mistral24b,QA,sw_var_peak,27,0.7457776904948938,21,hl_ratio|rpdi|pe_mean|hurst_exponent|cusum_shift_idx|min_spilled
epr_triviaqa_mistral24b,QA,pe_mean,27,0.7461424082594547,21,hl_ratio|rpdi|pe_mean|hurst_exponent|cusum_shift_idx|min_spilled
epr_triviaqa_mistral24b,QA,hurst_exponent,27,0.7461424082594547,21,hl_ratio|rpdi|pe_mean|hurst_exponent|cusum_shift_idx|min_spilled
epr_triviaqa_mistral24b,QA,cusum_max,27,0.7471664235214903,21,hl_ratio|rpdi|pe_mean|hurst_exponent|cusum_shift_idx|min_spilled
epr_triviaqa_mistral24b,QA,cusum_shift_idx,27,0.7461424082594547,21,hl_ratio|rpdi|pe_mean|hurst_exponent|cusum_shift_idx|min_spilled
epr_triviaqa_mistral24b,QA,epr_spilled,27,0.7446835372012119,21,hl_ratio|rpdi|pe_mean|hurst_exponent|cusum_shift_idx|min_spilled
epr_triviaqa_mistral24b,QA,sw_var_peak_spilled,27,0.7457075524632476,21,hl_ratio|rpdi|pe_mean|hurst_exponent|cusum_shift_idx|min_spilled
epr_triviaqa_mistral24b,QA,cusum_max_spilled,27,0.7471664235214903,21,hl_ratio|rpdi|pe_mean|hurst_exponent|cusum_shift_idx|min_spilled
epr_triviaqa_mistral24b,QA,min_spilled,27,0.7461424082594547,21,hl_ratio|rpdi|pe_mean|hurst_exponent|cusum_shift_idx|min_spilled
epr_triviaqa_mistral24b,QA,epr_energy,27,0.7432807765682864,21,hl_ratio|rpdi|pe_mean|hurst_exponent|cusum_shift_idx|min_spilled
epr_triviaqa_mistral24b,QA,min_energy,27,0.7433789698125912,21,hl_ratio|rpdi|pe_mean|hurst_exponent|cusum_shift_idx|min_spilled
epr_triviaqa_mistral24b,QA,sw_var_peak_energy,27,0.7461283806531254,21,hl_ratio|rpdi|pe_mean|hurst_exponent|cusum_shift_idx|min_spilled
epr_triviaqa_mistral24b,QA,cusum_max_energy,27,0.7465632364493323,21,hl_ratio|rpdi|pe_mean|hurst_exponent|cusum_shift_idx|min_spilled
epr_triviaqa_mistral24b,QA,mean_top1_logprob,27,0.7446414543822243,21,hl_ratio|rpdi|pe_mean|hurst_exponent|cusum_shift_idx|min_spilled
epr_triviaqa_mistral24b,QA,logprob_margin,27,0.7469419818202221,21,hl_ratio|rpdi|pe_mean|hurst_exponent|cusum_shift_idx|min_spilled
epr_triviaqa_mistral24b,QA,mean_logprob_entropy,27,0.7444731231062732,21,hl_ratio|rpdi|pe_mean|hurst_exponent|cusum_shift_idx|min_spilled
epr_triviaqa_mistral24b,QA,varentropy,27,0.7439961844910784,21,hl_ratio|rpdi|pe_mean|hurst_exponent|cusum_shift_idx|min_spilled
epr_triviaqa_mistral24b,QA,renyi_entropy_2,27,0.7448238132645045,21,hl_ratio|rpdi|pe_mean|hurst_exponent|cusum_shift_idx|min_spilled
epr_triviaqa_mistral24b,QA,topk_tail_mass,27,0.7430563348670183,21,hl_ratio|rpdi|pe_mean|hurst_exponent|cusum_shift_idx|min_spilled
inside_coqa_llama7b,QA,__FULL__,27,0.5354980962521094,18,spectral_entropy|high_band_power|hl_ratio|dominant_freq|spectral_centroid|cusum_max|cusum_max_spilled|min_energy|sw_var_peak_energy
inside_coqa_llama7b,QA,epr,26,0.5299323269130661,17,spectral_entropy|high_band_power|hl_ratio|dominant_freq|spectral_centroid|cusum_max|cusum_max_spilled|min_energy|sw_var_peak_energy
inside_coqa_llama7b,QA,spectral_entropy,26,0.5354980962521094,18,spectral_entropy|high_band_power|hl_ratio|dominant_freq|spectral_centroid|cusum_max|cusum_max_spilled|min_energy|sw_var_peak_energy
inside_coqa_llama7b,QA,low_band_power,26,0.5521765319233594,17,spectral_entropy|high_band_power|hl_ratio|dominant_freq|spectral_centroid|cusum_max|cusum_max_spilled|min_energy|sw_var_peak_energy
inside_coqa_llama7b,QA,high_band_power,26,0.531611179348621,19,spectral_entropy|high_band_power|hl_ratio|dominant_freq|spectral_centroid|cusum_max|cusum_max_spilled|min_energy|sw_var_peak_energy
inside_coqa_llama7b,QA,hl_ratio,26,0.5354980962521094,18,spectral_entropy|high_band_power|hl_ratio|dominant_freq|spectral_centroid|cusum_max|cusum_max_spilled|min_energy|sw_var_peak_energy
inside_coqa_llama7b,QA,dominant_freq,26,0.5354980962521094,18,spectral_entropy|high_band_power|hl_ratio|dominant_freq|spectral_centroid|cusum_max|cusum_max_spilled|min_energy|sw_var_peak_energy
inside_coqa_llama7b,QA,spectral_centroid,26,0.5354980962521094,18,spectral_entropy|high_band_power|hl_ratio|dominant_freq|spectral_centroid|cusum_max|cusum_max_spilled|min_energy|sw_var_peak_energy
inside_coqa_llama7b,QA,stft_max_high_power,26,0.5341892204305725,19,spectral_entropy|high_band_power|hl_ratio|dominant_freq|spectral_centroid|cusum_max|cusum_max_spilled|min_energy|sw_var_peak_energy
inside_coqa_llama7b,QA,stft_spectral_entropy,26,0.5428103439327767,18,spectral_entropy|high_band_power|hl_ratio|dominant_freq|spectral_centroid|cusum_max|cusum_max_spilled|min_energy|sw_var_peak_energy
inside_coqa_llama7b,QA,rpdi,26,0.5403313826666939,17,spectral_entropy|high_band_power|hl_ratio|dominant_freq|spectral_centroid|cusum_max|cusum_max_spilled|min_energy|sw_var_peak_energy
inside_coqa_llama7b,QA,sw_var_peak,26,0.5192140139749721,19,spectral_entropy|high_band_power|hl_ratio|dominant_freq|spectral_centroid|cusum_max|cusum_max_spilled|min_energy|sw_var_peak_energy
inside_coqa_llama7b,QA,pe_mean,26,0.5359349124244517,17,spectral_entropy|high_band_power|hl_ratio|dominant_freq|spectral_centroid|cusum_max|cusum_max_spilled|min_energy|sw_var_peak_energy
inside_coqa_llama7b,QA,hurst_exponent,26,0.5421108876136076,17,spectral_entropy|high_band_power|hl_ratio|dominant_freq|spectral_centroid|cusum_max|cusum_max_spilled|min_energy|sw_var_peak_energy
inside_coqa_llama7b,QA,cusum_max,26,0.5283895126373945,20,spectral_entropy|high_band_power|hl_ratio|dominant_freq|spectral_centroid|cusum_max|cusum_max_spilled|min_energy|sw_var_peak_energy
inside_coqa_llama7b,QA,cusum_shift_idx,26,0.5367122171703748,17,spectral_entropy|high_band_power|hl_ratio|dominant_freq|spectral_centroid|cusum_max|cusum_max_spilled|min_energy|sw_var_peak_energy
inside_coqa_llama7b,QA,epr_spilled,26,0.5301639063239658,17,spectral_entropy|high_band_power|hl_ratio|dominant_freq|spectral_centroid|cusum_max|cusum_max_spilled|min_energy|sw_var_peak_energy
inside_coqa_llama7b,QA,sw_var_peak_spilled,26,0.5307752916956959,18,spectral_entropy|high_band_power|hl_ratio|dominant_freq|spectral_centroid|cusum_max|cusum_max_spilled|min_energy|sw_var_peak_energy
inside_coqa_llama7b,QA,cusum_max_spilled,26,0.5308543196440676,21,spectral_entropy|high_band_power|hl_ratio|dominant_freq|spectral_centroid|cusum_max|cusum_max_spilled|min_energy|sw_var_peak_energy
inside_coqa_llama7b,QA,epr_energy,26,0.526226663164798,18,spectral_entropy|high_band_power|hl_ratio|dominant_freq|spectral_centroid|cusum_max|cusum_max_spilled|min_energy|sw_var_peak_energy
inside_coqa_llama7b,QA,min_energy,26,0.5354980962521094,18,spectral_entropy|high_band_power|hl_ratio|dominant_freq|spectral_centroid|cusum_max|cusum_max_spilled|min_energy|sw_var_peak_energy
inside_coqa_llama7b,QA,sw_var_peak_energy,26,0.5354980962521094,18,spectral_entropy|high_band_power|hl_ratio|dominant_freq|spectral_centroid|cusum_max|cusum_max_spilled|min_energy|sw_var_peak_energy
inside_coqa_llama7b,QA,cusum_max_energy,26,0.5540291672105572,17,spectral_entropy|high_band_power|hl_ratio|dominant_freq|spectral_centroid|cusum_max|cusum_max_spilled|min_energy|sw_var_peak_energy
inside_coqa_llama7b,QA,mean_top1_logprob,26,0.5294172691400972,17,spectral_entropy|high_band_power|hl_ratio|dominant_freq|spectral_centroid|cusum_max|cusum_max_spilled|min_energy|sw_var_peak_energy
inside_coqa_llama7b,QA,mean_logprob_entropy,26,0.5299323269130661,17,spectral_entropy|high_band_power|hl_ratio|dominant_freq|spectral_centroid|cusum_max|cusum_max_spilled|min_energy|sw_var_peak_energy
inside_coqa_llama7b,QA,varentropy,26,0.532234359936526,17,spectral_entropy|high_band_power|hl_ratio|dominant_freq|spectral_centroid|cusum_max|cusum_max_spilled|min_energy|sw_var_peak_energy
inside_coqa_llama7b,QA,renyi_entropy_2,26,0.5295521277783631,17,spectral_entropy|high_band_power|hl_ratio|dominant_freq|spectral_centroid|cusum_max|cusum_max_spilled|min_energy|sw_var_peak_energy
inside_coqa_llama7b,QA,topk_tail_mass,26,0.5303345437846287,17,spectral_entropy|high_band_power|hl_ratio|dominant_freq|spectral_centroid|cusum_max|cusum_max_spilled|min_energy|sw_var_peak_energy
internalstates_gsm8k_qwen25_7b,math,__FULL__,29,0.708176755121312,21,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|cusum_shift_idx|sw_var_peak_energy
internalstates_gsm8k_qwen25_7b,math,epr,28,0.7134955965388989,20,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|cusum_shift_idx|sw_var_peak_energy
internalstates_gsm8k_qwen25_7b,math,trace_length,28,0.7035324044632018,20,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|cusum_shift_idx|sw_var_peak_energy
internalstates_gsm8k_qwen25_7b,math,spectral_entropy,28,0.708176755121312,21,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|cusum_shift_idx|sw_var_peak_energy
internalstates_gsm8k_qwen25_7b,math,low_band_power,28,0.7064038079821164,20,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|cusum_shift_idx|sw_var_peak_energy
internalstates_gsm8k_qwen25_7b,math,high_band_power,28,0.708947601703571,20,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|cusum_shift_idx|sw_var_peak_energy
internalstates_gsm8k_qwen25_7b,math,hl_ratio,28,0.7070975699061495,20,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|cusum_shift_idx|sw_var_peak_energy
internalstates_gsm8k_qwen25_7b,math,dominant_freq,28,0.708176755121312,21,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|cusum_shift_idx|sw_var_peak_energy
internalstates_gsm8k_qwen25_7b,math,spectral_centroid,28,0.7074829931972789,20,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|cusum_shift_idx|sw_var_peak_energy
internalstates_gsm8k_qwen25_7b,math,stft_max_high_power,28,0.708176755121312,21,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|cusum_shift_idx|sw_var_peak_energy
internalstates_gsm8k_qwen25_7b,math,stft_spectral_entropy,28,0.708176755121312,21,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|cusum_shift_idx|sw_var_peak_energy
internalstates_gsm8k_qwen25_7b,math,rpdi,28,0.708176755121312,21,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|cusum_shift_idx|sw_var_peak_energy
internalstates_gsm8k_qwen25_7b,math,sw_var_peak,28,0.7067314177795765,20,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|cusum_shift_idx|sw_var_peak_energy
internalstates_gsm8k_qwen25_7b,math,pe_mean,28,0.708176755121312,21,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|cusum_shift_idx|sw_var_peak_energy
internalstates_gsm8k_qwen25_7b,math,hurst_exponent,28,0.7056715037289704,20,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|cusum_shift_idx|sw_var_peak_energy
internalstates_gsm8k_qwen25_7b,math,cusum_max,28,0.7053631650960668,20,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|cusum_shift_idx|sw_var_peak_energy
internalstates_gsm8k_qwen25_7b,math,cusum_shift_idx,28,0.708176755121312,21,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|cusum_shift_idx|sw_var_peak_energy
internalstates_gsm8k_qwen25_7b,math,epr_spilled,28,0.712609122969301,20,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|cusum_shift_idx|sw_var_peak_energy
internalstates_gsm8k_qwen25_7b,math,sw_var_peak_spilled,28,0.7069241294251412,20,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|cusum_shift_idx|sw_var_peak_energy
internalstates_gsm8k_qwen25_7b,math,cusum_max_spilled,28,0.7051511822859455,20,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|cusum_shift_idx|sw_var_peak_energy
internalstates_gsm8k_qwen25_7b,math,epr_energy,28,0.7008537125898517,20,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|cusum_shift_idx|sw_var_peak_energy
internalstates_gsm8k_qwen25_7b,math,min_energy,28,0.7076564336782872,20,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|cusum_shift_idx|sw_var_peak_energy
internalstates_gsm8k_qwen25_7b,math,sw_var_peak_energy,28,0.708176755121312,21,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|cusum_shift_idx|sw_var_peak_energy
internalstates_gsm8k_qwen25_7b,math,cusum_max_energy,28,0.7043225222100171,20,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|cusum_shift_idx|sw_var_peak_energy
internalstates_gsm8k_qwen25_7b,math,mean_top1_logprob,28,0.7135919523616812,20,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|cusum_shift_idx|sw_var_peak_energy
internalstates_gsm8k_qwen25_7b,math,logprob_margin,28,0.7053438939315102,20,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|cusum_shift_idx|sw_var_peak_energy
internalstates_gsm8k_qwen25_7b,math,mean_logprob_entropy,28,0.7134377830452294,20,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|cusum_shift_idx|sw_var_peak_energy
internalstates_gsm8k_qwen25_7b,math,varentropy,28,0.7117419205642598,20,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|cusum_shift_idx|sw_var_peak_energy
internalstates_gsm8k_qwen25_7b,math,renyi_entropy_2,28,0.7135919523616812,20,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|cusum_shift_idx|sw_var_peak_energy
internalstates_gsm8k_qwen25_7b,math,topk_tail_mass,28,0.7083887379314332,20,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|pe_mean|cusum_shift_idx|sw_var_peak_energy
lapeigvals_gsm8k_llama3b,math,__FULL__,30,0.699160313160369,22,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|pe_mean|cusum_shift_idx|min_spilled|sw_var_peak_energy
lapeigvals_gsm8k_llama3b,math,epr,29,0.6963722177227917,21,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|pe_mean|cusum_shift_idx|min_spilled|sw_var_peak_energy
lapeigvals_gsm8k_llama3b,math,trace_length,29,0.6986483089898624,21,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|pe_mean|cusum_shift_idx|min_spilled|sw_var_peak_energy
lapeigvals_gsm8k_llama3b,math,spectral_entropy,29,0.699160313160369,22,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|pe_mean|cusum_shift_idx|min_spilled|sw_var_peak_energy
lapeigvals_gsm8k_llama3b,math,low_band_power,29,0.7002401765018013,21,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|pe_mean|cusum_shift_idx|min_spilled|sw_var_peak_energy
lapeigvals_gsm8k_llama3b,math,high_band_power,29,0.7004612692117929,21,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|pe_mean|cusum_shift_idx|min_spilled|sw_var_peak_energy
lapeigvals_gsm8k_llama3b,math,hl_ratio,29,0.7006055612962083,21,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|pe_mean|cusum_shift_idx|min_spilled|sw_var_peak_energy
lapeigvals_gsm8k_llama3b,math,dominant_freq,29,0.699160313160369,22,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|pe_mean|cusum_shift_idx|min_spilled|sw_var_peak_energy
lapeigvals_gsm8k_llama3b,math,spectral_centroid,29,0.7007847627558857,21,spectral_entropy|dominant_freq|stft_max_high_power|stft_spectral_entropy|pe_mean|cusum_shift_idx|min_spilled|sw_var_peak_energy
