cell,rep,arena,family,variant,size,auroc,floor,overlap,overlap_null,fallback,seconds,error
internalstates_gsm8k_qwen25_7b,0,keep,a11_rfae_scfs,scfs.k7,7,0.6343619047619047,0.6652586666666666,0.14285714285714285,0.3301428571428571,0,0.899511456489563,
internalstates_gsm8k_qwen25_7b,0,keep,a11_rfae_scfs,scfs.k8,8,0.6420571428571429,0.6723382857142858,0.25,0.3339375,0,0.899511456489563,
internalstates_gsm8k_qwen25_7b,0,keep,a11_rfae_scfs,scfs,7,0.6343619047619047,0.6652586666666666,0.14285714285714285,0.3301428571428571,0,0.899511456489563,
internalstates_gsm8k_qwen25_7b,1,full,a10_mmdufs,mm.shared_union,18,0.682279411764706,0.7096000000000001,0.16666666666666666,0.1903888888888889,0,11.82968270778656,
internalstates_gsm8k_qwen25_7b,1,full,a10_mmdufs,mm.shared,18,0.682279411764706,0.7096000000000001,0.16666666666666666,0.1903888888888889,0,11.82968270778656,
internalstates_gsm8k_qwen25_7b,1,full,a10_mmdufs,mm.diff_x,16,0.7047058823529412,0.713335294117647,0.1875,0.217,0,11.82968270778656,
internalstates_gsm8k_qwen25_7b,1,full,a10_mmdufs,mm.diff_y,13,0.6394852941176471,0.7045529411764706,0.23076923076923078,0.1961153846153846,0,11.82968270778656,
internalstates_gsm8k_qwen25_7b,1,full,a11_rfae_scfs,rfae.k3,3,0.7002205882352941,0.6606147058823529,0.0,0.189,0,0.6064688989094326,
internalstates_gsm8k_qwen25_7b,1,full,a11_rfae_scfs,rfae.k4,4,0.6524264705882352,0.6669676470588235,0.25,0.180125,0,0.6064688989094326,
internalstates_gsm8k_qwen25_7b,1,full,a11_rfae_scfs,rfae.k5,5,0.6166176470588235,0.6583941176470589,0.2,0.19140000000000001,0,0.6064688989094326,
internalstates_gsm8k_qwen25_7b,1,full,a11_rfae_scfs,rfae.k6,6,0.6681617647058824,0.6870029411764706,0.16666666666666666,0.18933333333333333,0,0.6064688989094326,
internalstates_gsm8k_qwen25_7b,1,full,a11_rfae_scfs,rfae.k7,7,0.6744852941176471,0.689635294117647,0.0,0.19728571428571423,0,0.6064688989094326,
internalstates_gsm8k_qwen25_7b,1,full,a11_rfae_scfs,rfae.k8,8,0.6403676470588235,0.6994676470588236,0.0,0.19225,0,0.6064688989094326,
internalstates_gsm8k_qwen25_7b,1,full,a11_rfae_scfs,rfae,7,0.6744852941176471,0.689635294117647,0.0,0.19728571428571423,0,0.6064688989094326,
internalstates_gsm8k_qwen25_7b,1,full,a11_rfae_scfs,scfs.k3,3,0.6640441176470588,0.6606147058823529,0.0,0.189,0,0.6064688989094326,
internalstates_gsm8k_qwen25_7b,1,full,a11_rfae_scfs,scfs.k4,4,0.6791911764705882,0.6669676470588235,0.0,0.180125,0,0.6064688989094326,
internalstates_gsm8k_qwen25_7b,1,full,a11_rfae_scfs,scfs.k5,5,0.6647058823529413,0.6583941176470589,0.0,0.19140000000000001,0,0.6064688989094326,
internalstates_gsm8k_qwen25_7b,1,full,a11_rfae_scfs,scfs.k6,6,0.6529411764705884,0.6870029411764706,0.0,0.18933333333333333,0,0.6064688989094326,
internalstates_gsm8k_qwen25_7b,1,full,a11_rfae_scfs,scfs.k7,7,0.6638235294117647,0.689635294117647,0.0,0.18828571428571425,0,0.6064688989094326,
internalstates_gsm8k_qwen25_7b,1,full,a11_rfae_scfs,scfs.k8,8,0.6693382352941176,0.6994676470588236,0.0,0.19225,0,0.6064688989094326,
internalstates_gsm8k_qwen25_7b,1,full,a11_rfae_scfs,scfs,8,0.6693382352941176,0.6994676470588236,0.0,0.19225,0,0.6064688989094326,
internalstates_gsm8k_qwen25_7b,1,keep,a10_mmdufs,mm.shared_union,17,0.6798529411764705,0.6945117647058824,0.17647058823529413,0.19102941176470586,0,12.07870078086853,
internalstates_gsm8k_qwen25_7b,1,keep,a10_mmdufs,mm.shared,17,0.6798529411764705,0.6945117647058824,0.17647058823529413,0.19102941176470586,0,12.07870078086853,
internalstates_gsm8k_qwen25_7b,1,keep,a10_mmdufs,mm.diff_x,9,0.6991176470588235,0.6870529411764705,0.1111111111111111,0.19488888888888892,0,12.07870078086853,
internalstates_gsm8k_qwen25_7b,1,keep,a10_mmdufs,mm.diff_y,12,0.63,0.6979470588235295,0.25,0.19266666666666665,0,12.07870078086853,
internalstates_gsm8k_qwen25_7b,1,keep,a11_rfae_scfs,rfae.k3,3,0.65,0.6809352941176471,0.0,0.189,0,0.7426977157592773,
internalstates_gsm8k_qwen25_7b,1,keep,a11_rfae_scfs,rfae.k4,4,0.6526470588235294,0.6845676470588233,0.0,0.180125,0,0.7426977157592773,
internalstates_gsm8k_qwen25_7b,1,keep,a11_rfae_scfs,rfae.k5,5,0.6577941176470588,0.6811029411764707,0.2,0.19140000000000001,0,0.7426977157592773,
internalstates_gsm8k_qwen25_7b,1,keep,a11_rfae_scfs,rfae.k6,6,0.6872794117647059,0.6590676470588235,0.3333333333333333,0.18933333333333333,0,0.7426977157592773,
internalstates_gsm8k_qwen25_7b,1,keep,a11_rfae_scfs,rfae.k7,7,0.6781617647058824,0.685385294117647,0.2857142857142857,0.18828571428571425,0,0.7426977157592773,
internalstates_gsm8k_qwen25_7b,1,keep,a11_rfae_scfs,rfae.k8,8,0.67,0.6862117647058824,0.0,0.19225,0,0.7426977157592773,
internalstates_gsm8k_qwen25_7b,1,keep,a11_rfae_scfs,rfae,6,0.6872794117647059,0.6590676470588235,0.3333333333333333,0.18933333333333333,0,0.7426977157592773,
internalstates_gsm8k_qwen25_7b,1,keep,a11_rfae_scfs,scfs.k3,3,0.6672058823529412,0.6809352941176471,0.0,0.189,0,0.7426977157592773,
internalstates_gsm8k_qwen25_7b,1,keep,a11_rfae_scfs,scfs.k4,4,0.6775,0.6845676470588233,0.0,0.180125,0,0.7426977157592773,
internalstates_gsm8k_qwen25_7b,1,keep,a11_rfae_scfs,scfs.k5,5,0.6774264705882352,0.6811029411764707,0.0,0.19140000000000001,0,0.7426977157592773,
internalstates_gsm8k_qwen25_7b,1,keep,a11_rfae_scfs,scfs.k6,6,0.6598529411764705,0.6590676470588235,0.0,0.18933333333333333,0,0.7426977157592773,
internalstates_gsm8k_qwen25_7b,1,keep,a11_rfae_scfs,scfs.k7,7,0.6738970588235295,0.685385294117647,0.0,0.18828571428571425,0,0.7426977157592773,
internalstates_gsm8k_qwen25_7b,1,keep,a11_rfae_scfs,scfs.k8,8,0.688529411764706,0.6862117647058824,0.0,0.19225,0,0.7426977157592773,
internalstates_gsm8k_qwen25_7b,1,keep,a11_rfae_scfs,scfs,6,0.6598529411764705,0.6590676470588235,0.0,0.18933333333333333,0,0.7426977157592773,
internalstates_gsm8k_qwen25_7b,2,full,a10_mmdufs,mm.shared_union,16,0.7254166366063055,0.7326311232955776,0.1875,0.3225625,0,11.446712970733643,
internalstates_gsm8k_qwen25_7b,2,full,a10_mmdufs,mm.shared,16,0.7254166366063055,0.7326311232955776,0.1875,0.3225625,0,11.446712970733643,
internalstates_gsm8k_qwen25_7b,2,full,a10_mmdufs,mm.diff_x,16,0.6873962917538416,0.7326311232955776,0.25,0.2431875,0,11.446712970733643,
internalstates_gsm8k_qwen25_7b,2,full,a10_mmdufs,mm.diff_y,13,0.7122141259649375,0.7320885938965442,0.3076923076923077,0.3146538461538462,0,11.446712970733643,
internalstates_gsm8k_qwen25_7b,2,full,a11_rfae_scfs,rfae.k3,3,0.7437414327970565,0.6720294351056922,0.3333333333333333,0.31666666666666665,0,1.1569090911320277,
internalstates_gsm8k_qwen25_7b,2,full,a11_rfae_scfs,rfae.k4,4,0.6951879373782556,0.7055508260587259,0.0,0.340375,0,1.1569090911320277,
internalstates_gsm8k_qwen25_7b,2,full,a11_rfae_scfs,rfae.k5,5,0.7186350191183897,0.6913094293341028,0.4,0.3309,0,1.1569090911320277,
internalstates_gsm8k_qwen25_7b,2,full,a11_rfae_scfs,rfae.k6,6,0.7272924031455162,0.7048438063631773,0.16666666666666666,0.32975,0,1.1569090911320277,
internalstates_gsm8k_qwen25_7b,2,full,a11_rfae_scfs,rfae.k7,7,0.7070196955486617,0.7175355313469447,0.14285714285714285,0.3086428571428571,0,1.1569090911320277,
internalstates_gsm8k_qwen25_7b,2,full,a11_rfae_scfs,rfae.k8,8,0.7403506240530986,0.7113714739196305,0.375,0.3055625,0,1.1569090911320277,
internalstates_gsm8k_qwen25_7b,2,full,a11_rfae_scfs,rfae,8,0.7403506240530986,0.7113714739196305,0.375,0.3055625,0,1.1569090911320277,
internalstates_gsm8k_qwen25_7b,2,full,a11_rfae_scfs,scfs.k3,3,0.6632277613447803,0.6720294351056922,0.0,0.31666666666666665,0,1.1569090911320277,
internalstates_gsm8k_qwen25_7b,2,full,a11_rfae_scfs,scfs.k4,4,0.6852319457470601,0.7055508260587259,0.0,0.340375,0,1.1569090911320277,
internalstates_gsm8k_qwen25_7b,2,full,a11_rfae_scfs,scfs.k5,5,0.6782338936584663,0.6913094293341028,0.0,0.3309,0,1.1569090911320277,
internalstates_gsm8k_qwen25_7b,2,full,a11_rfae_scfs,scfs.k6,6,0.6749873746482937,0.7048438063631773,0.0,0.32975,0,1.1569090911320277,
internalstates_gsm8k_qwen25_7b,2,full,a11_rfae_scfs,scfs.k7,7,0.6777288795902172,0.7175355313469447,0.14285714285714285,0.3392142857142857,0,1.1569090911320277,
internalstates_gsm8k_qwen25_7b,2,full,a11_rfae_scfs,scfs.k8,8,0.6744102157131521,0.7113714739196305,0.125,0.3301875,0,1.1569090911320277,
internalstates_gsm8k_qwen25_7b,2,full,a11_rfae_scfs,scfs,3,0.6632277613447803,0.6720294351056922,0.0,0.31666666666666665,0,1.1569090911320277,
internalstates_gsm8k_qwen25_7b,2,keep,a10_mmdufs,mm.shared_union,14,0.7205829305244932,0.7298838467643026,0.2857142857142857,0.33428571428571424,0,11.811268150806427,
internalstates_gsm8k_qwen25_7b,2,keep,a10_mmdufs,mm.shared,14,0.7205829305244932,0.7298838467643026,0.2857142857142857,0.33428571428571424,0,11.811268150806427,
internalstates_gsm8k_qwen25_7b,2,keep,a10_mmdufs,mm.diff_x,9,0.6941779092417575,0.723500468941635,0.3333333333333333,0.33244444444444443,0,11.811268150806427,
internalstates_gsm8k_qwen25_7b,2,keep,a10_mmdufs,mm.diff_y,12,0.7081740134189453,0.7271827429478392,0.3333333333333333,0.3350833333333333,0,11.811268150806427,
internalstates_gsm8k_qwen25_7b,2,keep,a11_rfae_scfs,rfae.k3,3,0.7037010316715966,0.719434384243561,0.3333333333333333,0.31666666666666665,0,0.7338150909968785,
internalstates_gsm8k_qwen25_7b,2,keep,a11_rfae_scfs,rfae.k4,4,0.6976408628526081,0.7173623836664019,0.25,0.340375,0,0.7338150909968785,
internalstates_gsm8k_qwen25_7b,2,keep,a11_rfae_scfs,rfae.k5,5,0.7026188586682058,0.7033835942572688,0.0,0.3309,0,0.7338150909968785,
internalstates_gsm8k_qwen25_7b,2,keep,a11_rfae_scfs,rfae.k6,6,0.7515330784214704,0.7063530769785729,0.5,0.32975,0,0.7338150909968785,
internalstates_gsm8k_qwen25_7b,2,keep,a11_rfae_scfs,rfae.k7,7,0.7353726282375009,0.726054397229637,0.14285714285714285,0.3392142857142857,0,0.7338150909968785,
internalstates_gsm8k_qwen25_7b,2,keep,a11_rfae_scfs,rfae.k8,8,0.7293124594185124,0.7288334175023446,0.375,0.3301875,0,0.7338150909968785,
internalstates_gsm8k_qwen25_7b,2,keep,a11_rfae_scfs,rfae,6,0.7515330784214704,0.7063530769785729,0.5,0.32975,0,0.7338150909968785,
internalstates_gsm8k_qwen25_7b,2,keep,a11_rfae_scfs,scfs.k3,3,0.6632277613447803,0.719434384243561,0.0,0.31666666666666665,0,0.7338150909968785,
internalstates_gsm8k_qwen25_7b,2,keep,a11_rfae_scfs,scfs.k4,4,0.6731837529759758,0.7173623836664019,0.0,0.340375,0,0.7338150909968785,
internalstates_gsm8k_qwen25_7b,2,keep,a11_rfae_scfs,scfs.k5,5,0.6322776134478032,0.7033835942572688,0.0,0.3309,0,0.7338150909968785,
internalstates_gsm8k_qwen25_7b,2,keep,a11_rfae_scfs,scfs.k6,6,0.6790996320611788,0.7063530769785729,0.0,0.32975,0,0.7338150909968785,
internalstates_gsm8k_qwen25_7b,2,keep,a11_rfae_scfs,scfs.k7,7,0.6942500541086501,0.726054397229637,0.0,0.3392142857142857,0,0.7338150909968785,
internalstates_gsm8k_qwen25_7b,2,keep,a11_rfae_scfs,scfs.k8,8,0.6930957362383666,0.7288334175023446,0.0,0.3301875,0,0.7338150909968785,
internalstates_gsm8k_qwen25_7b,2,keep,a11_rfae_scfs,scfs,3,0.6632277613447803,0.719434384243561,0.0,0.31666666666666665,0,0.7338150909968785,
internalstates_gsm8k_qwen25_7b,3,full,a10_mmdufs,mm.shared_union,17,0.7043918918918919,0.7149907862407864,0.35294117647058826,0.29144117647058826,0,13.0556920170784,
internalstates_gsm8k_qwen25_7b,3,full,a10_mmdufs,mm.shared,17,0.7043918918918919,0.7149907862407864,0.35294117647058826,0.29144117647058826,0,13.0556920170784,
internalstates_gsm8k_qwen25_7b,3,full,a10_mmdufs,mm.diff_x,16,0.7043151105651106,0.7156019656019655,0.3125,0.32565625,0,13.0556920170784,
internalstates_gsm8k_qwen25_7b,3,full,a10_mmdufs,mm.diff_y,12,0.6699170761670762,0.7070362407862408,0.25,0.29054166666666664,0,13.0556920170784,
internalstates_gsm8k_qwen25_7b,3,full,a11_rfae_scfs,rfae.k3,3,0.6505681818181819,0.6668519656019656,0.0,0.28966666666666663,0,0.642263514654977,
internalstates_gsm8k_qwen25_7b,3,full,a11_rfae_scfs,rfae.k4,4,0.7156787469287469,0.6907217444717445,0.25,0.329375,0,0.642263514654977,
internalstates_gsm8k_qwen25_7b,3,full,a11_rfae_scfs,rfae.k5,5,0.6021191646191646,0.6901535626535628,0.2,0.3115,0,0.642263514654977,
internalstates_gsm8k_qwen25_7b,3,full,a11_rfae_scfs,rfae.k6,6,0.7125307125307125,0.6846130221130222,0.3333333333333333,0.3005,0,0.642263514654977,
internalstates_gsm8k_qwen25_7b,3,full,a11_rfae_scfs,rfae.k7,7,0.714987714987715,0.7006296068796068,0.42857142857142855,0.30821428571428566,0,0.642263514654977,
internalstates_gsm8k_qwen25_7b,3,full,a11_rfae_scfs,rfae.k8,8,0.6878839066339066,0.6934520884520885,0.25,0.3313125,0,0.642263514654977,
internalstates_gsm8k_qwen25_7b,3,full,a11_rfae_scfs,rfae,8,0.6878839066339066,0.6934520884520885,0.25,0.3313125,0,0.642263514654977,
internalstates_gsm8k_qwen25_7b,3,full,a11_rfae_scfs,scfs.k3,3,0.6684582309582311,0.6668519656019656,0.0,0.28966666666666663,0,0.642263514654977,
internalstates_gsm8k_qwen25_7b,3,full,a11_rfae_scfs,scfs.k4,4,0.6698402948402948,0.6907217444717445,0.0,0.284875,0,0.642263514654977,
internalstates_gsm8k_qwen25_7b,3,full,a11_rfae_scfs,scfs.k5,5,0.6453470515970515,0.6901535626535628,0.0,0.28170000000000006,0,0.642263514654977,
internalstates_gsm8k_qwen25_7b,3,full,a11_rfae_scfs,scfs.k6,6,0.6445792383292384,0.6846130221130222,0.16666666666666666,0.2781666666666667,0,0.642263514654977,
internalstates_gsm8k_qwen25_7b,3,full,a11_rfae_scfs,scfs.k7,7,0.663544226044226,0.7006296068796068,0.14285714285714285,0.2820714285714285,0,0.642263514654977,
internalstates_gsm8k_qwen25_7b,3,full,a11_rfae_scfs,scfs.k8,8,0.6796683046683047,0.6934520884520885,0.25,0.285125,0,0.642263514654977,
internalstates_gsm8k_qwen25_7b,3,full,a11_rfae_scfs,scfs,8,0.6796683046683047,0.6934520884520885,0.25,0.285125,0,0.642263514654977,
internalstates_gsm8k_qwen25_7b,3,keep,a10_mmdufs,mm.shared_union,13,0.6808968058968059,0.7073587223587225,0.38461538461538464,0.2851538461538462,0,12.91998815536499,
internalstates_gsm8k_qwen25_7b,3,keep,a10_mmdufs,mm.shared,13,0.6808968058968059,0.7073587223587225,0.38461538461538464,0.2851538461538462,0,12.91998815536499,
internalstates_gsm8k_qwen25_7b,3,keep,a10_mmdufs,mm.diff_x,8,0.6617782555282554,0.6887070024570024,0.25,0.285125,0,12.91998815536499,
internalstates_gsm8k_qwen25_7b,3,keep,a10_mmdufs,mm.diff_y,10,0.6932585995085995,0.7032063882063881,0.3,0.28055,0,12.91998815536499,
internalstates_gsm8k_qwen25_7b,3,keep,a11_rfae_scfs,rfae.k3,3,0.7064649877149877,0.6884858722358722,0.3333333333333333,0.28966666666666663,0,0.6864605120250157,
internalstates_gsm8k_qwen25_7b,3,keep,a11_rfae_scfs,rfae.k4,4,0.6845823095823096,0.6952426289926289,0.25,0.284875,0,0.6864605120250157,
internalstates_gsm8k_qwen25_7b,3,keep,a11_rfae_scfs,rfae.k5,5,0.7162162162162162,0.68,0.2,0.28170000000000006,0,0.6864605120250157,
internalstates_gsm8k_qwen25_7b,3,keep,a11_rfae_scfs,rfae.k6,6,0.6851965601965603,0.6992199017199018,0.16666666666666666,0.2781666666666667,0,0.6864605120250157,
internalstates_gsm8k_qwen25_7b,3,keep,a11_rfae_scfs,rfae.k7,7,0.6528716216216216,0.6892782555282557,0.14285714285714285,0.2820714285714285,0,0.6864605120250157,
internalstates_gsm8k_qwen25_7b,3,keep,a11_rfae_scfs,rfae.k8,8,0.7005528255528255,0.6887070024570024,0.375,0.285125,0,0.6864605120250157,
internalstates_gsm8k_qwen25_7b,3,keep,a11_rfae_scfs,rfae,8,0.7005528255528255,0.6887070024570024,0.375,0.285125,0,0.6864605120250157,
internalstates_gsm8k_qwen25_7b,3,keep,a11_rfae_scfs,scfs.k3,3,0.6561732186732188,0.6884858722358722,0.0,0.28966666666666663,0,0.6864605120250157,
internalstates_gsm8k_qwen25_7b,3,keep,a11_rfae_scfs,scfs.k4,4,0.660703316953317,0.6952426289926289,0.0,0.284875,0,0.6864605120250157,
internalstates_gsm8k_qwen25_7b,3,keep,a11_rfae_scfs,scfs.k5,5,0.6591676904176904,0.68,0.0,0.28170000000000006,0,0.6864605120250157,
internalstates_gsm8k_qwen25_7b,3,keep,a11_rfae_scfs,scfs.k6,6,0.6542536855036855,0.6992199017199018,0.0,0.2781666666666667,0,0.6864605120250157,
internalstates_gsm8k_qwen25_7b,3,keep,a11_rfae_scfs,scfs.k7,7,0.6626228501228502,0.6892782555282557,0.14285714285714285,0.2820714285714285,0,0.6864605120250157,
internalstates_gsm8k_qwen25_7b,3,keep,a11_rfae_scfs,scfs.k8,8,0.6785165847665848,0.6887070024570024,0.25,0.285125,0,0.6864605120250157,
internalstates_gsm8k_qwen25_7b,3,keep,a11_rfae_scfs,scfs,5,0.6591676904176904,0.68,0.0,0.28170000000000006,0,0.6864605120250157,
internalstates_gsm8k_qwen25_7b,4,full,a10_mmdufs,mm.shared_union,17,0.696186166774402,0.7185908209437621,0.23529411764705882,0.2779411764705882,0,12.477026164531708,
internalstates_gsm8k_qwen25_7b,4,full,a10_mmdufs,mm.shared,17,0.696186166774402,0.7185908209437621,0.23529411764705882,0.2779411764705882,0,12.477026164531708,
internalstates_gsm8k_qwen25_7b,4,full,a10_mmdufs,mm.diff_x,14,0.6859243697478992,0.722365869424693,0.14285714285714285,0.20524999999999996,0,12.477026164531708,
internalstates_gsm8k_qwen25_7b,4,full,a10_mmdufs,mm.diff_y,12,0.6452811893988365,0.714295410471881,0.3333333333333333,0.27145833333333336,0,12.477026164531708,
internalstates_gsm8k_qwen25_7b,4,full,a11_rfae_scfs,rfae.k3,3,0.6801066580478345,0.6647802197802198,0.3333333333333333,0.287,0,0.7080925021852765,
internalstates_gsm8k_qwen25_7b,4,full,a11_rfae_scfs,rfae.k4,4,0.6994182288299935,0.6817679379444084,0.25,0.29575,0,0.7080925021852765,
internalstates_gsm8k_qwen25_7b,4,full,a11_rfae_scfs,rfae.k5,5,0.6966709760827408,0.6821493212669684,0.2,0.24670000000000006,0,0.7080925021852765,
internalstates_gsm8k_qwen25_7b,4,full,a11_rfae_scfs,rfae.k6,6,0.7200226244343891,0.7014608920491274,0.3333333333333333,0.287,0,0.7080925021852765,
internalstates_gsm8k_qwen25_7b,4,full,a11_rfae_scfs,rfae.k7,7,0.6379282482223658,0.6993503555268261,0.42857142857142855,0.2625,0,0.7080925021852765,
internalstates_gsm8k_qwen25_7b,4,full,a11_rfae_scfs,rfae.k8,8,0.7088720103425986,0.7025274725274724,0.25,0.2225,0,0.7080925021852765,
internalstates_gsm8k_qwen25_7b,4,full,a11_rfae_scfs,rfae,8,0.7088720103425986,0.7025274725274724,0.25,0.2225,0,0.7080925021852765,
internalstates_gsm8k_qwen25_7b,4,full,a11_rfae_scfs,scfs.k3,3,0.6215255332902392,0.6647802197802198,0.3333333333333333,0.287,0,0.7080925021852765,
internalstates_gsm8k_qwen25_7b,4,full,a11_rfae_scfs,scfs.k4,4,0.6506140917905624,0.6817679379444084,0.25,0.29575,0,0.7080925021852765,
internalstates_gsm8k_qwen25_7b,4,full,a11_rfae_scfs,scfs.k5,5,0.6494020685197156,0.6821493212669684,0.2,0.28370000000000006,0,0.7080925021852765,
internalstates_gsm8k_qwen25_7b,4,full,a11_rfae_scfs,scfs.k6,6,0.6700064641241112,0.7014608920491274,0.16666666666666666,0.287,0,0.7080925021852765,
internalstates_gsm8k_qwen25_7b,4,full,a11_rfae_scfs,scfs.k7,7,0.6705720749838396,0.6993503555268261,0.14285714285714285,0.2916428571428571,0,0.7080925021852765,
internalstates_gsm8k_qwen25_7b,4,full,a11_rfae_scfs,scfs.k8,8,0.6739657401422108,0.7025274725274724,0.125,0.28275,0,0.7080925021852765,
internalstates_gsm8k_qwen25_7b,4,full,a11_rfae_scfs,scfs,3,0.6215255332902392,0.6647802197802198,0.3333333333333333,0.287,0,0.7080925021852765,
internalstates_gsm8k_qwen25_7b,4,keep,a10_mmdufs,mm.shared_union,15,0.6885100193923723,0.7067291531997414,0.2,0.2863,0,12.65964686870575,
