bank,policy,held_group,fixed_geometry_id,searched_geometry_id,fixed_inner_pp,searched_inner_pp,inner_search_gain_pp,fixed_outer_pp,searched_outer_pp,outer_search_effect_pp,matched_selection_optimism_did_pp
phase_b_selector_bank,one_se,triviaqa,residual_union_k7,contribution_union_k7,0.27433448437150393,0.724527096356091,0.4501926119845871,-0.15730237864075197,-0.12897714170550706,0.028325236935244913,0.4218673750493422
phase_b_selector_bank,one_se,truthfulqa,residual_union_k7,contribution_union_k7,0.20975508634354248,0.4854707627480066,0.2757156764044641,0.5580174386336623,-0.07448444159130485,-0.6325018802249671,0.9082175566294312
phase_b_selector_bank,max_mean,gsm8k,residual_union_k7,contribution_union_k7,0.5513108690192902,0.6939526161480364,0.14264174712874622,0.6627301558383603,0.6636171189116113,0.0008869630732510382,0.1417547840554952
phase_b_selector_bank,max_mean,hotpotqa,residual_union_k7,residual_union_k7,0.5704915690823575,0.5704915690823575,0.0,0.08580775487584402,0.08580775487584402,0.0,0.0
phase_b_selector_bank,max_mean,math500,residual_union_k7,contribution_union_k7,0.43964030860385117,0.5874943710627316,0.14785406245888047,0.3792769893263648,0.808947507743496,0.4296705184171312,-0.2818164559582508
phase_b_selector_bank,max_mean,nq_open,residual_union_k7,contribution_union_k7,0.4613867604533804,0.5074567869448632,0.04607002649148284,-0.4675600727739537,0.5107769500664938,0.9783370228404475,-0.9322669963489648
phase_b_selector_bank,max_mean,sciq,residual_union_k7,contribution_union_k7,0.37232210435344315,0.49061143223178344,0.1182893278783403,1.4811438988264758,0.8317192662641082,-0.6494246325623676,0.7677139604407079
phase_b_selector_bank,max_mean,squad_v2,residual_union_k7,contribution_union_k7,0.3348892514424938,0.5804251720882223,0.24553592064572852,0.902196622534146,1.0613738413768559,0.15917721884270986,0.08635870180301866
phase_b_selector_bank,max_mean,triviaqa,residual_union_k7,contribution_union_k7,0.5004906082689315,0.7762068044360674,0.27571619616713583,-0.4326654999347664,-0.9189690425520572,-0.48630354261729086,0.7620197387844266
phase_b_selector_bank,max_mean,truthfulqa,residual_union_k7,contribution_union_k7,0.3307238525251155,0.559939334606145,0.22921548208102946,0.9861037246568172,0.4501852691800923,-0.5359184554767249,0.7651339375577543
