cell,domain,family,method,auroc,auprc,delta_pp,feature
lapeigvals_gsm8k_llama8b,math,gsm8k,uniform_atomic_k7_lambda3,0.8139362639122427,0.9064676179225191,-0.024021138601970637,
lapeigvals_gsm8k_llama8b,math,gsm8k,uniform_atomic_k15_lambda0.3,0.8141164224517576,0.9064029029478133,-0.006005284650478782,
lapeigvals_gsm8k_llama8b,math,gsm8k,uniform_atomic_k15_lambda1,0.8142365281447674,0.9064921850167507,0.006005284650500986,
lapeigvals_gsm8k_llama8b,math,gsm8k,uniform_atomic_k15_lambda3,0.814256545760269,0.9065507478974627,0.008007046200653178,
lapeigvals_gsm8k_llama8b,math,gsm8k,uniform_atomic_k30_lambda0.3,0.814596845223797,0.9068523336856023,0.04203699255346249,
lapeigvals_gsm8k_llama8b,math,gsm8k,uniform_atomic_k30_lambda1,0.8152374089198493,0.9068076277546618,0.10609336215868792,
lapeigvals_gsm8k_llama8b,math,gsm8k,uniform_atomic_k30_lambda3,0.815257426535351,0.9066943218209724,0.10809512370886232,
lapeigvals_gsm8k_llama8b,math,gsm8k,projected_ridge_lambda0.3,0.8153174793818561,0.9069283330544566,0.1141004083593633,
lapeigvals_gsm8k_llama8b,math,gsm8k,projected_ridge_lambda1,0.8149771799183281,0.9062469451318291,0.08007046200656509,
lapeigvals_gsm8k_llama8b,math,gsm8k,projected_ridge_lambda3,0.8149971975338297,0.9052567912127742,0.08207222355672839,
lapeigvals_gsm8k_llama8b,math,gsm8k,iu_pcr,0.8141764752982624,0.906542755608593,0.0,
lapeigvals_gsm8k_llama8b,math,gsm8k,top_proxy_atomic,0.8020658179197695,0.895100938925134,-1.2110657378492928,logprob_margin
lapeigvals_gsm8k_llama8b,math,gsm8k,oracle_atomic,0.8159780606934102,0.9021069027008033,0.18015853951477423,cusum_max
lapeigvals_gsm8k_mistral24b,math,gsm8k,uniform_atomic_k7_lambda0.3,0.8470012889529153,0.9823502073965876,-0.003032830388960406,
lapeigvals_gsm8k_mistral24b,math,gsm8k,uniform_atomic_k7_lambda1,0.8470316172568049,0.982352913908219,0.0,
lapeigvals_gsm8k_mistral24b,math,gsm8k,uniform_atomic_k7_lambda3,0.8471150200925013,0.9823626311944502,0.008340283569641116,
lapeigvals_gsm8k_mistral24b,math,gsm8k,uniform_atomic_k15_lambda0.3,0.8470164531048601,0.9823514441364481,-0.001516415194480203,
lapeigvals_gsm8k_mistral24b,math,gsm8k,uniform_atomic_k15_lambda1,0.8470846917886117,0.9823578415848357,0.00530745318068071,
lapeigvals_gsm8k_mistral24b,math,gsm8k,uniform_atomic_k15_lambda3,0.8471605125483357,0.9823706816670275,0.012889529153081725,
lapeigvals_gsm8k_mistral24b,math,gsm8k,uniform_atomic_k30_lambda0.3,0.8470846917886117,0.9823586109334015,0.00530745318068071,
lapeigvals_gsm8k_mistral24b,math,gsm8k,uniform_atomic_k30_lambda1,0.8472135870801425,0.9823751644321315,0.018196982333762435,
lapeigvals_gsm8k_mistral24b,math,gsm8k,uniform_atomic_k30_lambda3,0.8473197361437562,0.9823917735016735,0.028811888695134957,
lapeigvals_gsm8k_mistral24b,math,gsm8k,projected_ridge_lambda0.3,0.8473121540677837,0.9823848346335571,0.028053681097883754,
lapeigvals_gsm8k_mistral24b,math,gsm8k,projected_ridge_lambda1,0.8469861248009705,0.982327669394698,-0.004549245583440609,
lapeigvals_gsm8k_mistral24b,math,gsm8k,projected_ridge_lambda3,0.8466676776101296,0.9822679895213062,-0.03639396466752487,
lapeigvals_gsm8k_mistral24b,math,gsm8k,iu_pcr,0.8470316172568049,0.9823452648660977,0.0,
