cell,C,lambda1,readout,n_selected,auroc
semenergy_triviaqa_qwen3_8b,6,0.1,group_median,6,0.6065543893074249
semenergy_triviaqa_qwen3_8b,6,1.0,per_feature,12,0.6155263120707097
semenergy_triviaqa_qwen3_8b,6,1.0,group_median,6,0.6065543893074249
semenergy_triviaqa_qwen3_8b,7,0.0,per_feature,13,0.6171593088296538
semenergy_triviaqa_qwen3_8b,7,0.0,group_median,7,0.6032563925443245
semenergy_triviaqa_qwen3_8b,7,0.01,per_feature,13,0.6171593088296538
semenergy_triviaqa_qwen3_8b,7,0.01,group_median,7,0.6032563925443245
semenergy_triviaqa_qwen3_8b,7,0.1,per_feature,13,0.6171593088296538
semenergy_triviaqa_qwen3_8b,7,0.1,group_median,7,0.6032563925443245
semenergy_triviaqa_qwen3_8b,7,1.0,per_feature,13,0.6171593088296538
semenergy_triviaqa_qwen3_8b,7,1.0,group_median,7,0.6032563925443245
semenergy_triviaqa_qwen3_8b,8,0.0,per_feature,15,0.6174949272778205
semenergy_triviaqa_qwen3_8b,8,0.0,group_median,8,0.6091456131032092
semenergy_triviaqa_qwen3_8b,8,0.01,per_feature,15,0.6174949272778205
semenergy_triviaqa_qwen3_8b,8,0.01,group_median,8,0.6091456131032092
semenergy_triviaqa_qwen3_8b,8,0.1,per_feature,15,0.6174949272778205
semenergy_triviaqa_qwen3_8b,8,0.1,group_median,8,0.6091456131032092
semenergy_triviaqa_qwen3_8b,8,1.0,per_feature,15,0.6174949272778205
semenergy_triviaqa_qwen3_8b,8,1.0,group_median,8,0.6091456131032092
spilled_triviaqa_llama8b,2,0.0,per_feature,4,0.9359999999999999
spilled_triviaqa_llama8b,2,0.0,group_median,15,0.91
spilled_triviaqa_llama8b,2,0.01,per_feature,4,0.9359999999999999
spilled_triviaqa_llama8b,2,0.01,group_median,15,0.91
spilled_triviaqa_llama8b,2,0.1,per_feature,4,0.9359999999999999
spilled_triviaqa_llama8b,2,0.1,group_median,15,0.91
spilled_triviaqa_llama8b,2,1.0,per_feature,4,0.9359999999999999
spilled_triviaqa_llama8b,2,1.0,group_median,15,0.91
spilled_triviaqa_llama8b,3,0.0,per_feature,5,0.9353333333333333
spilled_triviaqa_llama8b,3,0.0,group_median,3,0.8173333333333334
spilled_triviaqa_llama8b,3,0.01,per_feature,5,0.9353333333333333
spilled_triviaqa_llama8b,3,0.01,group_median,3,0.8173333333333334
spilled_triviaqa_llama8b,3,0.1,per_feature,5,0.9353333333333333
spilled_triviaqa_llama8b,3,0.1,group_median,3,0.8173333333333334
spilled_triviaqa_llama8b,3,1.0,per_feature,5,0.9353333333333333
spilled_triviaqa_llama8b,3,1.0,group_median,3,0.8173333333333334
spilled_triviaqa_llama8b,4,0.0,per_feature,8,0.9133333333333333
spilled_triviaqa_llama8b,4,0.0,group_median,4,0.9159999999999999
spilled_triviaqa_llama8b,4,0.01,per_feature,8,0.9133333333333333
spilled_triviaqa_llama8b,4,0.01,group_median,4,0.9159999999999999
spilled_triviaqa_llama8b,4,0.1,per_feature,8,0.9133333333333333
spilled_triviaqa_llama8b,4,0.1,group_median,4,0.9159999999999999
spilled_triviaqa_llama8b,4,1.0,per_feature,8,0.9133333333333333
spilled_triviaqa_llama8b,4,1.0,group_median,4,0.9159999999999999
spilled_triviaqa_llama8b,5,0.0,per_feature,10,0.8653333333333333
spilled_triviaqa_llama8b,5,0.0,group_median,5,0.9319999999999999
spilled_triviaqa_llama8b,5,0.01,per_feature,10,0.8653333333333333
spilled_triviaqa_llama8b,5,0.01,group_median,5,0.9319999999999999
spilled_triviaqa_llama8b,5,0.1,per_feature,10,0.8653333333333333
spilled_triviaqa_llama8b,5,0.1,group_median,5,0.9319999999999999
spilled_triviaqa_llama8b,5,1.0,per_feature,10,0.8653333333333333
spilled_triviaqa_llama8b,5,1.0,group_median,5,0.9319999999999999
spilled_triviaqa_llama8b,6,0.0,per_feature,9,0.848
spilled_triviaqa_llama8b,6,0.0,group_median,6,0.754
spilled_triviaqa_llama8b,6,0.01,per_feature,9,0.848
spilled_triviaqa_llama8b,6,0.01,group_median,6,0.754
spilled_triviaqa_llama8b,6,0.1,per_feature,9,0.848
spilled_triviaqa_llama8b,6,0.1,group_median,6,0.754
spilled_triviaqa_llama8b,6,1.0,per_feature,9,0.848
spilled_triviaqa_llama8b,6,1.0,group_median,6,0.754
spilled_triviaqa_llama8b,7,0.0,per_feature,10,0.8753333333333334
spilled_triviaqa_llama8b,7,0.0,group_median,7,0.9073333333333333
spilled_triviaqa_llama8b,7,0.01,per_feature,10,0.8753333333333334
spilled_triviaqa_llama8b,7,0.01,group_median,7,0.9073333333333333
spilled_triviaqa_llama8b,7,0.1,per_feature,10,0.8753333333333334
spilled_triviaqa_llama8b,7,0.1,group_median,7,0.9073333333333333
spilled_triviaqa_llama8b,7,1.0,per_feature,10,0.8753333333333334
spilled_triviaqa_llama8b,7,1.0,group_median,7,0.9073333333333333
spilled_triviaqa_llama8b,8,0.0,per_feature,11,0.9113333333333333
spilled_triviaqa_llama8b,8,0.0,group_median,8,0.7913333333333333
spilled_triviaqa_llama8b,8,0.01,per_feature,11,0.9113333333333333
spilled_triviaqa_llama8b,8,0.01,group_median,8,0.7913333333333333
spilled_triviaqa_llama8b,8,0.1,per_feature,11,0.9113333333333333
spilled_triviaqa_llama8b,8,0.1,group_median,8,0.7913333333333333
spilled_triviaqa_llama8b,8,1.0,per_feature,11,0.9113333333333333
spilled_triviaqa_llama8b,8,1.0,group_median,8,0.7913333333333333
trace_gsm8k_llama8b_k10,2,0.0,per_feature,4,0.726514945652174
trace_gsm8k_llama8b_k10,2,0.0,group_median,15,0.7353748764822134
trace_gsm8k_llama8b_k10,2,0.01,per_feature,4,0.726514945652174
trace_gsm8k_llama8b_k10,2,0.01,group_median,15,0.7353748764822134
trace_gsm8k_llama8b_k10,2,0.1,per_feature,4,0.726514945652174
trace_gsm8k_llama8b_k10,2,0.1,group_median,15,0.7353748764822134
trace_gsm8k_llama8b_k10,2,1.0,per_feature,4,0.726514945652174
trace_gsm8k_llama8b_k10,2,1.0,group_median,15,0.7353748764822134
trace_gsm8k_llama8b_k10,3,0.0,per_feature,6,0.7263572546113307
trace_gsm8k_llama8b_k10,3,0.0,group_median,3,0.7658825345849802
trace_gsm8k_llama8b_k10,3,0.01,per_feature,6,0.7263572546113307
trace_gsm8k_llama8b_k10,3,0.01,group_median,3,0.7658825345849802
trace_gsm8k_llama8b_k10,3,0.1,per_feature,6,0.7263572546113307
trace_gsm8k_llama8b_k10,3,0.1,group_median,3,0.7658825345849802
trace_gsm8k_llama8b_k10,3,1.0,per_feature,6,0.7263572546113307
trace_gsm8k_llama8b_k10,3,1.0,group_median,3,0.7658825345849802
trace_gsm8k_llama8b_k10,4,0.0,per_feature,8,0.7263560194334651
trace_gsm8k_llama8b_k10,4,0.0,group_median,4,0.7977431241765481
trace_gsm8k_llama8b_k10,4,0.01,per_feature,8,0.7263560194334651
trace_gsm8k_llama8b_k10,4,0.01,group_median,4,0.7977431241765481
trace_gsm8k_llama8b_k10,4,0.1,per_feature,8,0.7263560194334651
trace_gsm8k_llama8b_k10,4,0.1,group_median,4,0.7977431241765481
trace_gsm8k_llama8b_k10,4,1.0,per_feature,8,0.7263560194334651
trace_gsm8k_llama8b_k10,4,1.0,group_median,4,0.7977431241765481
trace_gsm8k_llama8b_k10,5,0.0,per_feature,9,0.7256678194993412
trace_gsm8k_llama8b_k10,5,0.0,group_median,5,0.5907824851778656
trace_gsm8k_llama8b_k10,5,0.01,per_feature,9,0.7256678194993412
trace_gsm8k_llama8b_k10,5,0.01,group_median,5,0.5907824851778656
trace_gsm8k_llama8b_k10,5,0.1,per_feature,9,0.7256678194993412
trace_gsm8k_llama8b_k10,5,0.1,group_median,5,0.5907824851778656
trace_gsm8k_llama8b_k10,5,1.0,per_feature,9,0.7256678194993412
trace_gsm8k_llama8b_k10,5,1.0,group_median,5,0.5907824851778656
trace_gsm8k_llama8b_k10,6,0.0,per_feature,9,0.7254613389328064
trace_gsm8k_llama8b_k10,6,0.0,group_median,6,0.5926877470355731
trace_gsm8k_llama8b_k10,6,0.01,per_feature,9,0.7254613389328064
trace_gsm8k_llama8b_k10,6,0.01,group_median,6,0.5926877470355731
trace_gsm8k_llama8b_k10,6,0.1,per_feature,9,0.7254613389328064
trace_gsm8k_llama8b_k10,6,0.1,group_median,6,0.5926877470355731
trace_gsm8k_llama8b_k10,6,1.0,per_feature,9,0.7254613389328064
trace_gsm8k_llama8b_k10,6,1.0,group_median,6,0.5926877470355731
trace_gsm8k_llama8b_k10,7,0.0,per_feature,9,0.7254613389328064
trace_gsm8k_llama8b_k10,7,0.0,group_median,7,0.5755488306982872
trace_gsm8k_llama8b_k10,7,0.01,per_feature,9,0.7254613389328064
trace_gsm8k_llama8b_k10,7,0.01,group_median,7,0.5755488306982872
trace_gsm8k_llama8b_k10,7,0.1,per_feature,9,0.7254613389328064
trace_gsm8k_llama8b_k10,7,0.1,group_median,7,0.5755488306982872
trace_gsm8k_llama8b_k10,7,1.0,per_feature,9,0.7254613389328064
trace_gsm8k_llama8b_k10,7,1.0,group_median,7,0.5755488306982872
trace_gsm8k_llama8b_k10,8,0.0,per_feature,10,0.7278040596179183
trace_gsm8k_llama8b_k10,8,0.0,group_median,8,0.5755488306982872
trace_gsm8k_llama8b_k10,8,0.01,per_feature,10,0.7278040596179183
trace_gsm8k_llama8b_k10,8,0.01,group_median,8,0.5755488306982872
trace_gsm8k_llama8b_k10,8,0.1,per_feature,10,0.7278040596179183
trace_gsm8k_llama8b_k10,8,0.1,group_median,8,0.5755488306982872
trace_gsm8k_llama8b_k10,8,1.0,per_feature,10,0.7278040596179183
trace_gsm8k_llama8b_k10,8,1.0,group_median,8,0.5755488306982872
trace_math500_qwenmath15b_k10,2,0.0,per_feature,4,0.6778739235242232
trace_math500_qwenmath15b_k10,2,0.0,group_median,15,0.6887846084523765
trace_math500_qwenmath15b_k10,2,0.01,per_feature,4,0.6778739235242232
trace_math500_qwenmath15b_k10,2,0.01,group_median,15,0.6887846084523765
trace_math500_qwenmath15b_k10,2,0.1,per_feature,4,0.6778739235242232
trace_math500_qwenmath15b_k10,2,0.1,group_median,15,0.6887846084523765
trace_math500_qwenmath15b_k10,2,1.0,per_feature,4,0.6778739235242232
trace_math500_qwenmath15b_k10,2,1.0,group_median,15,0.6887846084523765
trace_math500_qwenmath15b_k10,3,0.0,per_feature,6,0.6775388456951297
trace_math500_qwenmath15b_k10,3,0.0,group_median,3,0.6774378633356768
trace_math500_qwenmath15b_k10,3,0.01,per_feature,6,0.6775388456951297
trace_math500_qwenmath15b_k10,3,0.01,group_median,3,0.6774378633356768
trace_math500_qwenmath15b_k10,3,0.1,per_feature,6,0.6775388456951297
trace_math500_qwenmath15b_k10,3,0.1,group_median,3,0.6774378633356768
trace_math500_qwenmath15b_k10,3,1.0,per_feature,6,0.6775388456951297
trace_math500_qwenmath15b_k10,3,1.0,group_median,3,0.6774378633356768
trace_math500_qwenmath15b_k10,4,0.0,per_feature,8,0.677688024180685
trace_math500_qwenmath15b_k10,4,0.0,group_median,4,0.6775480259096254
trace_math500_qwenmath15b_k10,4,0.01,per_feature,8,0.677688024180685
trace_math500_qwenmath15b_k10,4,0.01,group_median,4,0.6775480259096254
trace_math500_qwenmath15b_k10,4,0.1,per_feature,8,0.677688024180685
trace_math500_qwenmath15b_k10,4,0.1,group_median,4,0.6775480259096254
trace_math500_qwenmath15b_k10,4,1.0,per_feature,8,0.677688024180685
trace_math500_qwenmath15b_k10,4,1.0,group_median,4,0.6775480259096254
trace_math500_qwenmath15b_k10,5,0.0,per_feature,9,0.6787307435438229
trace_math500_qwenmath15b_k10,5,0.0,group_median,5,0.6775526160168732
trace_math500_qwenmath15b_k10,5,0.01,per_feature,9,0.6787307435438229
trace_math500_qwenmath15b_k10,5,0.01,group_median,5,0.6775526160168732
trace_math500_qwenmath15b_k10,5,0.1,per_feature,9,0.6787307435438229
trace_math500_qwenmath15b_k10,5,0.1,group_median,5,0.6775526160168732
trace_math500_qwenmath15b_k10,5,1.0,per_feature,9,0.6787307435438229
trace_math500_qwenmath15b_k10,5,1.0,group_median,5,0.6775526160168732
trace_math500_qwenmath15b_k10,6,0.0,per_feature,11,0.678803420241914
trace_math500_qwenmath15b_k10,6,0.0,group_median,6,0.6775403757308789
trace_math500_qwenmath15b_k10,6,0.01,per_feature,11,0.678803420241914
trace_math500_qwenmath15b_k10,6,0.01,group_median,6,0.6775403757308789
trace_math500_qwenmath15b_k10,6,0.1,per_feature,11,0.678803420241914
trace_math500_qwenmath15b_k10,6,0.1,group_median,6,0.6775403757308789
trace_math500_qwenmath15b_k10,6,1.0,per_feature,11,0.678803420241914
trace_math500_qwenmath15b_k10,6,1.0,group_median,6,0.6775403757308789
trace_math500_qwenmath15b_k10,7,0.0,per_feature,13,0.6787001428288372
trace_math500_qwenmath15b_k10,7,0.0,group_median,7,0.6775503209632493
trace_math500_qwenmath15b_k10,7,0.01,per_feature,13,0.6787001428288372
trace_math500_qwenmath15b_k10,7,0.01,group_median,7,0.6775503209632493
trace_math500_qwenmath15b_k10,7,0.1,per_feature,13,0.6787001428288372
trace_math500_qwenmath15b_k10,7,0.1,group_median,7,0.6775503209632493
trace_math500_qwenmath15b_k10,7,1.0,per_feature,13,0.6787001428288372
trace_math500_qwenmath15b_k10,7,1.0,group_median,7,0.6775503209632493
trace_math500_qwenmath15b_k10,8,0.0,per_feature,12,0.6581035665898334
trace_math500_qwenmath15b_k10,8,0.0,group_median,8,0.6787422188119425
trace_math500_qwenmath15b_k10,8,0.01,per_feature,12,0.6581035665898334
trace_math500_qwenmath15b_k10,8,0.01,group_median,8,0.6787422188119425
trace_math500_qwenmath15b_k10,8,0.1,per_feature,12,0.6581035665898334
trace_math500_qwenmath15b_k10,8,0.1,group_median,8,0.6787422188119425
trace_math500_qwenmath15b_k10,8,1.0,per_feature,12,0.6581035665898334
trace_math500_qwenmath15b_k10,8,1.0,group_median,8,0.6787422188119425
truthfulqa_llama8b,2,0.0,per_feature,4,0.679128742154861
truthfulqa_llama8b,2,0.0,group_median,15,0.6769746347146768
truthfulqa_llama8b,2,0.01,per_feature,4,0.679128742154861
truthfulqa_llama8b,2,0.01,group_median,15,0.6769746347146768
truthfulqa_llama8b,2,0.1,per_feature,4,0.679128742154861
truthfulqa_llama8b,2,0.1,group_median,15,0.6769746347146768
truthfulqa_llama8b,2,1.0,per_feature,4,0.679128742154861
truthfulqa_llama8b,2,1.0,group_median,15,0.6769746347146768
truthfulqa_llama8b,3,0.0,per_feature,6,0.6790809214044229
truthfulqa_llama8b,3,0.0,group_median,3,0.6787362134950158
truthfulqa_llama8b,3,0.01,per_feature,6,0.6790809214044229
truthfulqa_llama8b,3,0.01,group_median,3,0.6787362134950158
truthfulqa_llama8b,3,0.1,per_feature,6,0.6790809214044229
truthfulqa_llama8b,3,0.1,group_median,3,0.6787362134950158
truthfulqa_llama8b,3,1.0,per_feature,6,0.6790809214044229
truthfulqa_llama8b,3,1.0,group_median,3,0.6787362134950158
truthfulqa_llama8b,4,0.0,per_feature,8,0.6787305981796234
truthfulqa_llama8b,4,0.0,group_median,4,0.6791213154474066
truthfulqa_llama8b,4,0.01,per_feature,8,0.6787305981796234
truthfulqa_llama8b,4,0.01,group_median,4,0.6791213154474066
truthfulqa_llama8b,4,0.1,per_feature,8,0.6787305981796234
truthfulqa_llama8b,4,0.1,group_median,4,0.6791213154474066
truthfulqa_llama8b,4,1.0,per_feature,8,0.6787305981796234
truthfulqa_llama8b,4,1.0,group_median,4,0.6791213154474066
truthfulqa_llama8b,5,0.0,per_feature,10,0.676247723080178
truthfulqa_llama8b,5,0.0,group_median,5,0.676523235812815
truthfulqa_llama8b,5,0.01,per_feature,10,0.676247723080178
truthfulqa_llama8b,5,0.01,group_median,5,0.676523235812815
truthfulqa_llama8b,5,0.1,per_feature,10,0.676247723080178
truthfulqa_llama8b,5,0.1,group_median,5,0.676523235812815
truthfulqa_llama8b,5,1.0,per_feature,10,0.676247723080178
truthfulqa_llama8b,5,1.0,group_median,5,0.676523235812815
truthfulqa_llama8b,6,0.0,per_feature,11,0.6762466362449409
truthfulqa_llama8b,6,0.0,group_median,6,0.676523235812815
truthfulqa_llama8b,6,0.01,per_feature,11,0.6762466362449409
truthfulqa_llama8b,6,0.01,group_median,6,0.676523235812815
truthfulqa_llama8b,6,0.1,per_feature,11,0.6762466362449409
truthfulqa_llama8b,6,0.1,group_median,6,0.676523235812815
truthfulqa_llama8b,6,1.0,per_feature,11,0.6762466362449409
truthfulqa_llama8b,6,1.0,group_median,6,0.676523235812815
truthfulqa_llama8b,7,0.0,per_feature,13,0.6764848343010996
truthfulqa_llama8b,7,0.0,group_median,7,0.6765243226480523
truthfulqa_llama8b,7,0.01,per_feature,13,0.6764848343010996
truthfulqa_llama8b,7,0.01,group_median,7,0.6765243226480523
truthfulqa_llama8b,7,0.1,per_feature,13,0.6764848343010996
truthfulqa_llama8b,7,0.1,group_median,7,0.6765243226480523
truthfulqa_llama8b,7,1.0,per_feature,13,0.6764848343010996
truthfulqa_llama8b,7,1.0,group_median,7,0.6765243226480523
truthfulqa_llama8b,8,0.0,per_feature,15,0.6767393348858171
truthfulqa_llama8b,8,0.0,group_median,8,0.6765248660656709
truthfulqa_llama8b,8,0.01,per_feature,15,0.6767393348858171
truthfulqa_llama8b,8,0.01,group_median,8,0.6765248660656709
truthfulqa_llama8b,8,0.1,per_feature,15,0.6767393348858171
truthfulqa_llama8b,8,0.1,group_median,8,0.6765248660656709
truthfulqa_llama8b,8,1.0,per_feature,15,0.6767393348858171
truthfulqa_llama8b,8,1.0,group_median,8,0.6765248660656709
