cell,rep,m,k,n_keep_deployed_halfA,auroc_deployed,auroc_greedy,auroc_keepset,delta_top10_share,delta_rank1_share,delta_nnz,cohesion_keepset,cohesion_good,auroc_omega_sparse,omega_sparse_cols,overlap_omega_sparse,cohesion_omega_sparse,J_omega_sparse,steps_omega_sparse,auroc_resid_dep,resid_dep_cols,overlap_resid_dep,cohesion_resid_dep,J_resid_dep,steps_resid_dep,auroc_m_eff,m_eff_cols,overlap_m_eff,cohesion_m_eff,J_m_eff,steps_m_eff,auroc_cohesion_set,cohesion_set_cols,overlap_cohesion_set,cohesion_cohesion_set,J_cohesion_set,steps_cohesion_set,auroc_loading_sum,loading_sum_cols,overlap_loading_sum,cohesion_loading_sum,J_loading_sum,steps_loading_sum,auroc_omega_sparse_free,omega_sparse_free_size,omega_sparse_free_cols,cohesion_omega_sparse_free,auroc_m_eff_free,m_eff_free_size,m_eff_free_cols,cohesion_m_eff_free,auroc_oracle_auroc,overlap_oracle_auroc,cohesion_oracle_auroc,auroc_random_prune,cohesion_random_prune,n_random_prune_failed,frac_inside_omega_sparse,cond_null_omega_sparse,frac_inside_resid_dep,cond_null_resid_dep,frac_inside_m_eff,cond_null_m_eff,frac_inside_cohesion_set,cond_null_cohesion_set,frac_inside_loading_sum,cond_null_loading_sum,frac_inside_oracle_auroc,cond_null_oracle_auroc,frac_inside_greedy,mean_pairwise_jaccard,n_to_drop
math500_r1distill8b_mn4096,0,29,8,25,0.8803827751196173,0.8855502392344498,0.877511961722488,0.713577752465262,0.3135741848340396,29,0.6534532524552926,0.419248918617351,0.8641148325358851,epr|epr_spilled|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.125,0.9773848261109738,0.9954927696594414,17,0.8719617224880382,epr|stft_max_high_power|rpdi|sw_var_peak|mean_top1_logprob|mean_logprob_entropy|renyi_entropy_2|topk_tail_mass,0.25,0.7489342659179711,-0.006257013807761669,17,0.8949282296650718,spectral_entropy|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_max|min_energy|mean_logprob_entropy|topk_tail_mass,0.375,0.6578239586142277,8.328517941973338,17,0.7272727272727272,spectral_entropy|high_band_power|stft_max_high_power|stft_spectral_entropy|rpdi|hurst_exponent|sw_var_peak_spilled|sw_var_peak_energy,0.375,0.38430041037110835,-0.38430041037110835,17,0.8637320574162679,epr|epr_spilled|epr_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|renyi_entropy_2|topk_tail_mass,0.125,0.9788712014027908,7.914406761964981,17,0.8880382775119616,17,epr|spectral_entropy|spectral_centroid|rpdi|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.7996705284972092,0.8874641148325358,23,epr|spectral_entropy|low_band_power|high_band_power|spectral_centroid|stft_max_high_power|rpdi|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.675828705023626,0.8723444976076554,0.625,0.5442168168842392,0.8579674641148324,0.6757824430145359,0,1.0,0.2355,1.0,0.2355,1.0,0.2355,1.0,0.2355,1.0,0.2355,1.0,0.2355,0.75,0.2679542679542679,17
math500_r1distill8b_mn4096,1,29,7,25,0.8408546693682077,0.8581690919137963,0.8502486645791122,0.7165811020430426,0.2730975072344372,29,0.645199461527456,0.46858257582796803,0.8270399705286424,epr|epr_spilled|mean_top1_logprob|logprob_margin|mean_logprob_entropy|renyi_entropy_2|topk_tail_mass,0.0,0.9853439340545171,0.9983422097102901,18,0.8141462516117148,low_band_power|rpdi|sw_var_peak|cusum_max_spilled|mean_top1_logprob|renyi_entropy_2|topk_tail_mass,0.14285714285714285,0.7434933262523952,-0.0005577967679338269,18,0.857063916006631,epr|spectral_entropy|rpdi|hurst_exponent|logprob_margin|mean_logprob_entropy|varentropy,0.2857142857142857,0.6695021147903649,7.419135378167999,18,0.7557561245164856,spectral_entropy|high_band_power|dominant_freq|rpdi|hurst_exponent|sw_var_peak_spilled|sw_var_peak_energy,0.42857142857142855,0.3331729318345175,-0.3331729318345175,18,0.8242770307607293,epr|epr_spilled|epr_energy|mean_top1_logprob|mean_logprob_entropy|renyi_entropy_2|topk_tail_mass,0.14285714285714285,0.9873029867065348,6.955421689028763,18,0.8461963529195063,16,epr|spectral_entropy|low_band_power|spectral_centroid|sw_var_peak|epr_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.8269130601709677,0.8513538404862774,23,epr|spectral_entropy|low_band_power|high_band_power|dominant_freq|stft_max_high_power|rpdi|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.6487534910871121,0.8852459016393442,0.7142857142857143,0.5287189521763175,0.8262884509117702,0.6587509962714535,0,1.0,0.24292857142857138,1.0,0.24292857142857138,1.0,0.24292857142857138,1.0,0.24292857142857138,1.0,0.24292857142857138,1.0,0.24292857142857138,0.8571428571428571,0.2161421911421911,18
math500_r1distill8b_mn4096,2,29,9,24,0.8012525326947872,0.8056732363234482,0.7907533615767176,0.7362334963392057,0.33282673690744025,26,0.6799730359212195,0.482981435409711,0.7902007736231349,epr|epr_spilled|epr_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.1111111111111111,0.9766463919443189,0.996412189928746,15,0.7820961503039234,high_band_power|stft_max_high_power|epr_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|mean_logprob_entropy|renyi_entropy_2,0.3333333333333333,0.7594181565273792,-0.025964189193682596,15,0.8263031865905324,epr|spectral_entropy|stft_max_high_power|sw_var_peak|hurst_exponent|sw_var_peak_spilled|min_energy|cusum_max_energy|mean_logprob_entropy,0.3333333333333333,0.6256213179311509,9.234708744416238,15,0.7408362497697549,spectral_entropy|high_band_power|stft_max_high_power|stft_spectral_entropy|rpdi|hurst_exponent|sw_var_peak_spilled|logprob_margin|topk_tail_mass,0.2222222222222222,0.4710591299514828,-0.4710591299514828,15,0.7902007736231349,epr|epr_spilled|epr_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.1111111111111111,0.9766463919443189,8.890104631698803,15,0.8021735126174249,17,epr|spectral_entropy|high_band_power|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.792043405557711,0.80254190458648,22,epr|spectral_entropy|low_band_power|high_band_power|spectral_centroid|stft_max_high_power|rpdi|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.7100955739835345,0.8089887640449439,0.4444444444444444,0.7678070377370309,0.7694529379259533,0.6832178182981772,0,1.0,0.29444444444444445,1.0,0.29444444444444445,1.0,0.29444444444444445,1.0,0.29444444444444445,1.0,0.29444444444444445,1.0,0.29444444444444445,0.7777777777777778,0.29656593406593407,15
math500_r1distill8b_mn4096,3,29,15,25,0.8582826747720363,0.8712006079027356,0.8541033434650456,0.7587930009977742,0.3387074505846403,29,0.6490608889716787,0.5778510275269888,0.8573328267477204,epr|high_band_power|spectral_centroid|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.4666666666666667,0.8356463487734085,0.9768636360953689,10,0.8599924012158056,epr|high_band_power|dominant_freq|stft_max_high_power|rpdi|sw_var_peak|epr_spilled|sw_var_peak_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|renyi_entropy_2,0.4666666666666667,0.6623266262151897,-0.1880259270416645,10,0.8601823708206686,epr|high_band_power|dominant_freq|stft_max_high_power|rpdi|sw_var_peak|epr_spilled|sw_var_peak_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2,0.4666666666666667,0.6633922121721633,14.670530909375355,10,0.8261778115501519,spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|hurst_exponent|sw_var_peak_spilled|epr_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|topk_tail_mass,0.6,0.5393848204923092,-0.5393848204923092,10,0.8626519756838906,epr|spectral_entropy|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.6,0.8678596060504858,13.91341032851374,10,0.8607522796352585,17,epr|spectral_entropy|high_band_power|spectral_centroid|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.8200430016668998,0.856193009118541,22,epr|spectral_entropy|high_band_power|dominant_freq|spectral_centroid|stft_max_high_power|rpdi|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.6759368659332423,0.8647416413373861,0.8,0.6565019595525174,0.8424924012158054,0.6426844037298867,0,1.0,0.5595666666666667,1.0,0.5595666666666667,1.0,0.5595666666666667,1.0,0.5595666666666667,1.0,0.5595666666666667,1.0,0.5595666666666667,0.9333333333333333,0.49319136745607334,10
math500_r1distill8b_mn4096,4,29,11,25,0.8485725308641975,0.8333333333333334,0.8499228395061729,0.7549087097842975,0.31564635602483526,29,0.6465896190024006,0.4972123632332955,0.8520447530864197,epr|sw_var_peak|epr_spilled|cusum_max_spilled|epr_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.18181818181818182,0.9290791739950368,0.9921687378027993,14,0.8491512345679013,epr|low_band_power|stft_max_high_power|rpdi|sw_var_peak|cusum_max_spilled|min_energy|sw_var_peak_energy|mean_top1_logprob|logprob_margin|renyi_entropy_2,0.5454545454545454,0.6662490170283784,-0.014350402392739825,14,0.8601466049382716,spectral_entropy|stft_max_high_power|rpdi|sw_var_peak|hurst_exponent|cusum_max_spilled|min_energy|sw_var_peak_energy|logprob_margin|varentropy|topk_tail_mass,0.6363636363636364,0.6036832036398065,11.387612080712033,14,0.7843364197530865,spectral_entropy|high_band_power|hl_ratio|stft_max_high_power|stft_spectral_entropy|rpdi|hurst_exponent|sw_var_peak_spilled|sw_var_peak_energy|mean_top1_logprob|topk_tail_mass,0.5454545454545454,0.4528781944052891,-0.4528781944052891,14,0.8520447530864197,epr|sw_var_peak|epr_spilled|cusum_max_spilled|epr_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.18181818181818182,0.9290791739950368,10.597746004117965,14,0.8630401234567902,17,epr|spectral_entropy|low_band_power|spectral_centroid|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.8311690925712357,0.853587962962963,22,epr|spectral_entropy|low_band_power|high_band_power|stft_max_high_power|rpdi|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.6751016588498905,0.8204089506172839,0.7272727272727273,0.5705896344165744,0.8359259259259261,0.6613434645141889,0,1.0,0.3974999999999999,1.0,0.3974999999999999,1.0,0.3974999999999999,1.0,0.3974999999999999,1.0,0.3974999999999999,1.0,0.3974999999999999,0.9090909090909091,0.3602124183006536,14
noise_gsm8k_mistral7b,0,29,8,23,0.8082112514351321,0.8346544202066591,0.8082112514351321,0.6146032373847895,0.3468117709691229,24,0.46939771578584377,0.22036090299590397,0.7720688863375431,epr|epr_spilled|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.125,0.9333707251661046,0.9943647373996679,15,0.798796785304248,trace_length|low_band_power|hurst_exponent|cusum_max|epr_spilled|cusum_max_energy|mean_top1_logprob|varentropy,0.125,0.4500929680591596,-0.002225343277793279,15,0.798796785304248,trace_length|low_band_power|hurst_exponent|cusum_max|epr_spilled|cusum_max_energy|mean_top1_logprob|varentropy,0.125,0.4500929680591596,7.995551788144002,15,0.7964179104477613,spectral_entropy|low_band_power|high_band_power|rpdi|hurst_exponent|sw_var_peak_spilled|epr_energy|logprob_margin,0.5,0.2654367039450221,-0.2654367039450221,15,0.7761561423650974,epr|epr_spilled|epr_energy|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.125,0.940420603423363,7.758037814584528,15,0.7755683122847302,7,epr|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.9389440366054542,0.8092583237657864,22,trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|spectral_centroid|rpdi|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.4600131420524069,0.8292169919632606,0.625,0.45539607390047915,0.7930900574052814,0.46132949121677497,0,1.0,0.2190625,1.0,0.2190625,1.0,0.2190625,1.0,0.2190625,1.0,0.2190625,1.0,0.2190625,0.625,0.311990231990232,15
noise_gsm8k_mistral7b,1,29,9,23,0.795553678178863,0.83979650869154,0.795553678178863,0.6172879895946393,0.3507071569992966,24,0.4647944322884062,0.1764587986885027,0.769915242564211,epr|sw_var_peak|epr_spilled|epr_energy|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.1111111111111111,0.8973811676598991,0.9844148139848512,14,0.7854066612181929,trace_length|low_band_power|hurst_exponent|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|mean_top1_logprob|renyi_entropy_2,0.2222222222222222,0.48610176692077484,-0.050021622459509474,14,0.7854066612181929,trace_length|low_band_power|hurst_exponent|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|mean_top1_logprob|renyi_entropy_2,0.2222222222222222,0.48610176692077484,8.901056601596492,14,0.8017796306669482,trace_length|spectral_entropy|low_band_power|high_band_power|rpdi|hurst_exponent|sw_var_peak_spilled|epr_energy|logprob_margin,0.5555555555555556,0.2780803092605441,-0.2780803092605441,14,0.7628352877436891,epr|epr_spilled|epr_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.2222222222222222,0.9287127600159855,8.672253939686701,14,0.7860861899558307,17,epr|trace_length|low_band_power|spectral_centroid|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.5905825363758554,0.7956271407450941,22,trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|spectral_centroid|rpdi|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.4551127766849188,0.8299984389204675,0.5555555555555556,0.4108009963765718,0.7797636341931513,0.4704414601446523,0,1.0,0.2192777777777778,1.0,0.2192777777777778,1.0,0.2192777777777778,1.0,0.2192777777777778,1.0,0.2192777777777778,1.0,0.2192777777777778,0.5555555555555556,0.3698109243697479,14
noise_gsm8k_mistral7b,2,29,8,23,0.7834164439669027,0.81252812445473,0.7812307720564601,0.5961648010362319,0.3402332635302927,24,0.4837625627966278,0.2395218445666148,0.7348357531843771,epr|epr_spilled|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.125,0.9262877625655213,0.9934559701985748,15,0.7820021856719105,trace_length|spectral_centroid|hurst_exponent|cusum_max|epr_spilled|cusum_max_energy|varentropy|renyi_entropy_2,0.125,0.4823246308810391,-0.0025908361107683797,15,0.7969437327235492,trace_length|rpdi|hurst_exponent|cusum_max|cusum_max_energy|mean_top1_logprob|mean_logprob_entropy|renyi_entropy_2,0.25,0.4660745074848519,7.9988027593534605,15,0.7706054678531742,spectral_entropy|low_band_power|high_band_power|rpdi|hurst_exponent|sw_var_peak_spilled|epr_energy|logprob_margin,0.5,0.2660807263181864,-0.2660807263181864,15,0.7333480269260086,epr|epr_spilled|epr_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2,0.25,0.9403263089617246,7.7482865545096775,15,0.7689157046955211,17,epr|trace_length|low_band_power|spectral_centroid|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.6104778857629375,0.7812307720564601,23,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|spectral_centroid|rpdi|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.4837625627966278,0.8149250167598789,0.75,0.4017240901518343,0.7661029837176625,0.4799608453831716,0,1.0,0.2578125,1.0,0.2578125,1.0,0.2578125,1.0,0.2578125,1.0,0.2578125,1.0,0.2578125,0.75,0.25744477744477745,15
noise_gsm8k_mistral7b,3,29,9,23,0.7962627812330617,0.8334144840194393,0.7950776749869087,0.6397951624827128,0.3350584997589828,24,0.47370723626455274,0.20276844622595883,0.7577422347980267,epr|epr_spilled|epr_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.2222222222222222,0.9300295539537219,0.9917601780591967,14,0.7797080412674207,trace_length|low_band_power|hurst_exponent|cusum_max|epr_spilled|cusum_max_spilled|mean_top1_logprob|varentropy|renyi_entropy_2,0.1111111111111111,0.501793058081954,-0.037908244429068705,14,0.7797080412674207,trace_length|low_band_power|hurst_exponent|cusum_max|epr_spilled|cusum_max_spilled|mean_top1_logprob|varentropy|renyi_entropy_2,0.1111111111111111,0.501793058081954,8.92481685801372,14,0.8063407777604248,trace_length|spectral_entropy|low_band_power|high_band_power|rpdi|hurst_exponent|sw_var_peak_spilled|epr_energy|logprob_margin,0.4444444444444444,0.29152395443816886,-0.29152395443816886,14,0.7577422347980267,epr|epr_spilled|epr_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.2222222222222222,0.9300295539537219,8.679643626131995,14,0.7586241743300476,7,epr|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.9415679625683498,0.797503008699966,21,trace_length|spectral_entropy|low_band_power|high_band_power|spectral_centroid|rpdi|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.4732710589690623,0.8190278454033495,0.5555555555555556,0.51075462271402,0.780444828251463,0.482595527851562,0,1.0,0.21916666666666668,1.0,0.21916666666666668,1.0,0.21916666666666668,1.0,0.21916666666666668,1.0,0.21916666666666668,1.0,0.21916666666666668,0.5555555555555556,0.3792857142857143,14
noise_gsm8k_mistral7b,4,29,9,23,0.7901613436730494,0.8276305634165166,0.7901613436730494,0.6357660912554001,0.3346322337816229,24,0.4768931307430699,0.25167319187311055,0.7491822558712191,epr|epr_spilled|epr_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.2222222222222222,0.9284292989879133,0.99163794734589,14,0.7682568267852548,trace_length|low_band_power|hurst_exponent|cusum_max|epr_spilled|cusum_max_spilled|cusum_max_energy|mean_top1_logprob|varentropy,0.3333333333333333,0.5053874398201265,-0.034562946573161335,14,0.7682568267852548,trace_length|low_band_power|hurst_exponent|cusum_max|epr_spilled|cusum_max_spilled|cusum_max_energy|mean_top1_logprob|varentropy,0.3333333333333333,0.5053874398201265,8.93140099215217,14,0.7957293542577824,trace_length|spectral_entropy|low_band_power|high_band_power|rpdi|hurst_exponent|sw_var_peak_spilled|epr_energy|logprob_margin,0.4444444444444444,0.2938744661324926,-0.2938744661324926,14,0.7491822558712191,epr|epr_spilled|epr_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.2222222222222222,0.9284292989879133,8.672524066038235,14,0.7500091881362785,7,epr|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.9397541682263638,0.7901797199456063,22,epr|trace_length|spectral_entropy|low_band_power|high_band_power|spectral_centroid|rpdi|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.4870938211254496,0.8096677569921715,0.6666666666666666,0.4215438462134142,0.7740435150134146,0.5035351271982147,0,1.0,0.2613888888888889,1.0,0.2613888888888889,1.0,0.2613888888888889,1.0,0.2613888888888889,1.0,0.2613888888888889,1.0,0.2613888888888889,0.6666666666666666,0.34500000000000003,14
noise_gsm8k_phi3mini,0,29,10,20,0.6938719772403983,0.6998691322901849,0.6934054054054055,0.7295211539817797,0.3460785351219629,18,0.3963036037360492,0.22918161683347324,0.6751294452347083,epr|sw_var_peak|epr_spilled|epr_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.3,0.7948361274554973,0.9770764726386407,10,0.6691550497866288,epr|low_band_power|sw_var_peak_spilled|cusum_max_spilled|cusum_max_energy|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.1,0.5068784960369878,-0.5316364985673137,10,0.6691550497866288,epr|low_band_power|sw_var_peak_spilled|cusum_max_spilled|cusum_max_energy|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.1,0.5068784960369878,9.03891642427154,10,0.6694736842105263,trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|sw_var_peak_spilled|epr_energy|cusum_max_energy|mean_top1_logprob|logprob_margin,0.3,0.26263045128170526,-0.26263045128170526,10,0.6751294452347083,epr|sw_var_peak|epr_spilled|epr_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.3,0.7948361274554973,8.925591067429881,10,0.6725803698435278,8,epr|epr_spilled|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.926894843701983,0.6905490753911807,18,epr|spectral_entropy|low_band_power|high_band_power|spectral_centroid|sw_var_peak|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.42123632571335623,0.6988677098150782,0.6,0.3605150590778724,0.68410173541963,0.39893379093457393,0,1.0,0.29779999999999995,1.0,0.29779999999999995,1.0,0.29779999999999995,1.0,0.29779999999999995,1.0,0.29779999999999995,1.0,0.29779999999999995,0.6,0.4567226890756303,10
noise_gsm8k_phi3mini,1,29,13,18,0.6955819910867811,0.6949152542372882,0.6930203179282028,0.7538098523330092,0.3991700690959592,14,0.4425889247015075,0.19981899879334594,0.6813465744932216,epr|high_band_power|sw_var_peak|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.3076923076923077,0.6062750416358961,0.9481341521356649,5,0.6879554572995987,epr|trace_length|low_band_power|spectral_centroid|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.38461538461538464,0.49097083279715104,-1.0795913186965964,5,0.6879554572995987,epr|trace_length|low_band_power|spectral_centroid|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.38461538461538464,0.49097083279715104,11.148358327917185,5,0.6917570270554796,epr|trace_length|low_band_power|high_band_power|hl_ratio|spectral_centroid|sw_var_peak|cusum_max|sw_var_peak_spilled|epr_energy|mean_top1_logprob|logprob_margin|renyi_entropy_2,0.38461538461538464,0.3693051517464176,-0.3693051517464176,5,0.6768782678878478,epr|sw_var_peak|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.3076923076923077,0.6401370986279922,10.318207584694155,5,0.6768197821992958,8,epr|epr_spilled|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.9235577059144491,0.6930203179282028,18,epr|trace_length|low_band_power|high_band_power|hl_ratio|spectral_centroid|sw_var_peak|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,0.4425889247015075,0.6965879449298756,0.5384615384615384,0.4444410197661922,0.6874833608216071,0.44906333146481553,0,1.0,0.3880000000000001,1.0,0.3880000000000001,1.0,0.3880000000000001,1.0,0.3880000000000001,1.0,0.3880000000000001,1.0,0.3880000000000001,0.5384615384615384,0.5943744164332398,5
