cell,contract,n_samples,n_layers,median_abs_layer_correlation,effective_rank,effective_rank_fraction,standardized_matrix_sha256,outcomes_seen
sciq_t1.0,resid_entropy_dispersion,1000,32,0.27291274704647817,10.347254393829992,0.32335169980718725,4b2fb7693c5956daa33740063b6522e229ea467b34c314e5a51e09c06cafbd76,False
sciq_t1.0,resid_target_nll_burst,1000,32,0.21764947368194815,11.145463250103546,0.3482957265657358,024ae4264a60f845b02334617b919270e361c03f1c5ec2ddce5f30322e441194,False
sciq_t1.0,module_entropy_disagreement,1000,32,0.2033726633027519,17.199861052931713,0.537495657904116,607b7576a765968a21eb774629ac17cfd398631f892706dc8b4f35e883c3a74d,False
sciq_t1.0,module_target_nll_disagreement,1000,32,0.22363996782245832,17.703797537348482,0.5532436730421401,b81911ee61e8387fe41657386a8fa0e3c028ae85418b073af73cdc38dfe40cfc,False
sciq_t1.0,resid_kl_tail,1000,31,0.8229319625801115,2.5910108688188354,0.08358099576834953,0afb1d68412fb1502ccb369a0d90c80072034f95c596f69416d109b34e494b99,False
truthfulqa_t0.5,resid_entropy_burst,8170,32,0.16719854598380868,10.009794390910013,0.3128060747159379,8e98ead7f70882e246498f132047e5caf1adfb98b7a8ac7168da43e9885a96ec,False
truthfulqa_t0.5,resid_entropy_dispersion,8170,32,0.18127908336374687,9.95267127121479,0.3110209772254622,f9a88816f0ff22fb70b3bd646cd5ca23302da856fcee5cab44cf294f12e34e04,False
truthfulqa_t0.5,resid_target_nll_burst,8170,32,0.2239101543288815,10.48894227709586,0.32777944615924565,627d2f86757767f4f12e71cb94da1e4333f005cd166aee4ab7b66321500ce628,False
truthfulqa_t0.5,module_entropy_disagreement,8170,32,0.12972231157737424,18.989724853676996,0.5934289016774061,5b732031d81ce37f0a2b620bd4d2245cbc4fd038c1de0b6847d6dad114df1f9e,False
truthfulqa_t0.5,module_target_nll_disagreement,8170,32,0.2052773518731138,20.062183036780205,0.6269432198993814,48dfeb49726c6166d305959d8234f4c1152841f3aa70edbbd4d0c2a31f4cc7b7,False
truthfulqa_t0.5,resid_kl_tail,8170,31,0.8126929298040649,2.4471645029885596,0.07894079041898579,e0ab7d713ea32567a5a2427b8769261e701ca139a62c6803d559e7eb6583ab3a,False
squadv2_t0.5,resid_entropy_burst,10000,32,0.24011005938418845,9.700472228561786,0.3031397571425558,36f7aa2a7b1951d8f4fa057b85d802853b4c70b87416acfea2c8de3d734e602d,False
squadv2_t0.5,resid_entropy_dispersion,10000,32,0.2263606097060913,10.3903804866845,0.3246993902088906,cde293e6bc0b16863d39d61076d2914ca04ba6d69ac9c14ca79d7d41235d745a,False
squadv2_t0.5,resid_target_nll_burst,10000,32,0.18700256319396844,11.193910684176508,0.3498097088805159,1482c35f716b0b4f8d0760b0a5d6dd484486172050e955593468fa5d17b85724,False
squadv2_t0.5,module_entropy_disagreement,10000,32,0.16645656449987872,18.177102049825965,0.5680344390570614,c11d6901fedc3f024c42108c6924370c3e71f7bfd410efd3d9c693c47c4f6b71,False
squadv2_t0.5,module_target_nll_disagreement,10000,32,0.18852121556391238,19.707624898826918,0.6158632780883412,20612fb2325c7e5c5094ba79d96829be60dcc945a51e45d580a8f80db4fe2c2e,False
squadv2_t0.5,resid_kl_tail,10000,31,0.7442130109602878,2.612710913504752,0.08428099720983072,5302c5527e8088c935ef036dfef389cc9cd4bcc1445aa31fa52ae5f000a81f03,False
nq_open_t0.5,resid_entropy_burst,10000,32,0.1752168977981399,10.989580175210024,0.34342438047531326,8017511149350cd0a57663622bffa93cc490fb0848023c03658ec5bf0bb9bf31,False
nq_open_t0.5,resid_entropy_dispersion,10000,32,0.19005801724177324,11.091627947614752,0.346613373362961,2702ce87402ec52204535fd4153d987f95dcc9031044c3b91634eef72d52bc46,False
nq_open_t0.5,resid_target_nll_burst,10000,32,0.2427902625506994,9.96298198238732,0.3113431869496037,8bd9f898ad98fd8dc70d85d0e714e0ed602e36519eeda5ef22cfb080d5e78382,False
nq_open_t0.5,module_entropy_disagreement,10000,32,0.1387555825604209,18.34766665007722,0.5733645828149131,367409978e2e2eba990d2483a22b400a7685f3150f9c69e8b9bfd005e840c46a,False
nq_open_t0.5,module_target_nll_disagreement,10000,32,0.238431260058374,18.77745132816675,0.586795354005211,67e50c1539f48ad318d86c18538e3bd958faf29dd1baca1de44962af497278bb,False
nq_open_t0.5,resid_kl_tail,10000,31,0.8348233368823947,2.3241175405753065,0.07497153356694537,ac85e4d0687fb77c614b536986d321a129ec87f411eca24aa6ed7b7cc1c576d2,False
gsm8k_r1distill_t0.0,resid_entropy_burst,499,32,0.12775987900621777,14.733264878225176,0.46041452744453676,39e180920fe59ab1115251602176e5ae556b73360c4bc7621c7c68b79ed9d76e,False
gsm8k_r1distill_t0.0,resid_entropy_dispersion,499,32,0.1253406799755521,13.983185696238868,0.43697455300746463,111441b971062cb8185bcd7fdbf78d352ddefa809039d992128237600995d2a8,False
gsm8k_r1distill_t0.0,resid_target_nll_burst,499,32,0.1849751757740577,10.98761075231888,0.343362836009965,8f484917d90543a1535a5401a6c7f2c547845c744dbb35fab45b132025ea0060,False
gsm8k_r1distill_t0.0,module_entropy_disagreement,499,32,0.11570454697072341,21.102683315371017,0.6594588536053443,b8a1a39b1c104c825455193c9a82ea505a00c413f46fce80d75ef852b9e01009,False
gsm8k_r1distill_t0.0,module_target_nll_disagreement,499,32,0.13739824317649363,21.926100918031477,0.6851906536884836,719eda6fd69b3582b06b9f8fbef3ef89a71806b7ad24a248bcbd04c4f369f49e,False
gsm8k_r1distill_t0.0,resid_kl_tail,499,31,0.8472753777326806,2.4966053257980816,0.08053565567090586,ecf7418ca27d9acb453f7a2a349fa3303ffabc5e24f942616d7122d50f3d4c8b,False
coqa_llama7b_t0.5,resid_entropy_burst,5000,32,0.5647281722347046,3.6733675620193207,0.11479273631310377,27b3b5c7260086ff5ff13b7765ba1a244d6c795695de3bc42760399e0759d270,False
coqa_llama7b_t0.5,resid_entropy_dispersion,5000,32,0.6273429683931078,3.23815271036612,0.10119227219894125,50dbfb454917ae1b02e1a57ac7024e174f4b6577997c50bd87ffc02f0a173db7,False
coqa_llama7b_t0.5,resid_target_nll_burst,5000,32,0.6968103534736481,2.791989565067224,0.08724967390835076,d66c33074291955dda05e23b92e61ce28d696e99729a03d63bc24ec971bcae2c,False
coqa_llama7b_t0.5,module_entropy_disagreement,5000,32,0.2952214309044584,9.774226756283847,0.3054445861338702,1c7d229a916b92fadcb0988680e533c3ac1e40ee0a27f61115a3f9e049029b82,False
coqa_llama7b_t0.5,module_target_nll_disagreement,5000,32,0.2218136371278874,14.096003452201897,0.4405001078813093,ac77b21da150e6514b38f43aa5847015f005ef0c4e7b74c82d86d3f75e56547d,False
coqa_llama7b_t0.5,resid_kl_tail,5000,31,0.8037481172714489,2.354624799728828,0.07595563870092993,755acb0861a075d36ced0cae0507c4e913752cce3b6b03831f6670c02485c40c,False
gsm8k_mistral24b_t1.0,resid_entropy_burst,1319,40,0.08030146817255635,16.37828172094603,0.40945704302365077,e66b04c6e8b5603927295babb705d9ae440ec7ff91d5c9d176d09e6c9d7a2d84,False
gsm8k_mistral24b_t1.0,resid_entropy_dispersion,1319,40,0.09520351709580807,15.062016379055574,0.37655040947638935,f59135f2d5b0ba12984d751fe92a17a8be4c05204e08d5781ca276e1e253ed70,False
gsm8k_mistral24b_t1.0,resid_target_nll_burst,1319,40,0.3330829670608007,8.360529109240986,0.20901322773102465,115d739050b7e08f4457ba6438936798376528092397778a47e75d635724286c,False
gsm8k_mistral24b_t1.0,module_entropy_disagreement,1319,40,0.12511104758775113,23.131074553267847,0.5782768638316962,a49fd33decad6ba77510080b1a27b864dbc0762d9203e4639ec909ad663d0401,False
gsm8k_mistral24b_t1.0,module_target_nll_disagreement,1319,40,0.2483436094332217,18.08514485050722,0.4521286212626805,e12cbc34686b6979ad73f9f53ee18a228fe73ed127a61c728b9d32729acbf208,False
gsm8k_mistral24b_t1.0,resid_kl_tail,1319,39,0.9781295091226706,1.3966429248998593,0.03581135704871434,ac83d6184b23dfb3f9b0196847b7510887a40a067f3658bb89a2fdf4cf2c0035,False
gsm8k_nemo_t1.0,resid_entropy_burst,1317,40,0.16873665861032758,14.392673958322492,0.3598168489580623,4dcd8112cbf20498229e8efb2ca99a2d00b07923809b7a79faa57dae8f650353,False
gsm8k_nemo_t1.0,resid_entropy_dispersion,1317,40,0.19282507898019857,11.920202019028428,0.2980050504757107,d097c6141bc9efb9dce2d474a045f585d007587ec1f6640887f0bfb2ff84982d,False
gsm8k_nemo_t1.0,resid_target_nll_burst,1317,40,0.4657678843871199,6.5896063041599735,0.16474015760399935,41f4cef62fcfd6a3a2664a496537ce594360a3590dc643d1a727ee45643b5a8c,False
gsm8k_nemo_t1.0,module_entropy_disagreement,1317,40,0.2053242831164131,16.19383731829295,0.40484593295732374,58b6ce45e43ce375f4d3b1aa52167fb358361f564e2e5f4e7ce1b8f061a64962,False
gsm8k_nemo_t1.0,module_target_nll_disagreement,1317,40,0.2721123327955305,18.452800537281856,0.4613200134320464,0ce5c0b479f91455bb420bd0bca21a55224e481b8271b139282b30f59b4d6f64,False
gsm8k_nemo_t1.0,resid_kl_tail,1317,39,0.7872550191853063,3.049971766782347,0.07820440427647044,547df4b11a370fa4bc2a3f722521b3afcea35a91d30ff6ace98472c5d6d2870e,False
gsm8k_phi35_t1.0,resid_entropy_burst,1315,32,0.1091556706456016,13.397325142329327,0.4186664106977915,2069e5cd24d9112b51bd6932844f6c3ffe89900dc37e28533ae53de5527718dd,False
gsm8k_phi35_t1.0,resid_entropy_dispersion,1315,32,0.1108916473931134,12.82159688541929,0.4006749026693528,d734930e2dcd936ce3bf47450f549c54706e9d3f25e6d0c5c2d67811bc9f19f8,False
gsm8k_phi35_t1.0,resid_target_nll_burst,1315,32,0.24829398204079955,8.23529776682399,0.2573530552132497,650f88c5783b5c0619c4eaa27f16e92ffac397bd2992ffb1bc5e788a0208afdd,False
gsm8k_phi35_t1.0,module_entropy_disagreement,1315,32,0.1271428134905998,23.197771253690586,0.7249303516778308,0bcafe7d178b721ae4ce59c4e7192c1dcbbbf96a65aea65bb7987b004397c543,False
gsm8k_phi35_t1.0,module_target_nll_disagreement,1315,32,0.10339772391522012,22.527500285182832,0.7039843839119635,0ee22ca833b0147cb46e1f6afd2b1890fa47b5b98940f6cf279a81ab9f3f6cba,False
gsm8k_phi35_t1.0,resid_kl_tail,1315,31,0.6763841899589119,3.6720867807513864,0.11845441228230279,f8d55f9fddf0b55444d132fc86d1f04dcf570a38035e139e8d5f9fcf7c05b8b9,False
gsm8k_mistral7b_t1.0,resid_entropy_burst,1307,32,0.07729248896407168,16.153294783553296,0.5047904619860405,43fc24cb808da36f08f7ec34f5462ea1ab160cbf4d8180dd892e047cd714e81d,False
gsm8k_mistral7b_t1.0,resid_entropy_dispersion,1307,32,0.09546195447097454,15.314770108662813,0.4785865658957129,27d4d36300f3a3312d6f1fcf4643b5fc8dc704ca1c79b7697f32f03b8f985979,False
gsm8k_mistral7b_t1.0,resid_target_nll_burst,1307,32,0.2877992493742676,8.442860697925658,0.2638393968101768,91eb944cfaa6cb628a59f89ea6978512de7ac929bc99e5cc7680b16da89d87b5,False
gsm8k_mistral7b_t1.0,module_entropy_disagreement,1307,32,0.10590070061185336,21.668575698690923,0.6771429905840913,24eebc077adce6517a9037f4b86666564b53329ffb6d299cea1f7e455ebc607c,False
gsm8k_mistral7b_t1.0,module_target_nll_disagreement,1307,32,0.15063474881389366,17.677841994266235,0.5524325623208198,a5c29e5ae66d6855e21ef01488276cff787722ae2f90b9e87f57457cc17cc3ec,False
gsm8k_mistral7b_t1.0,resid_kl_tail,1307,31,0.8366429077694075,2.515256624700566,0.0811373104742118,e42b525c29e2fc71abf6fa64843be29f8a788bfc1a9b86ff8a2988732dd31068,False
gsm8k_phi3mini_t1.0,resid_entropy_burst,1315,32,0.10288209167772715,13.38525136255504,0.418289105079845,772ff0505bb17e20417d9d3602da241f0e59cb1aa03e698d9250da7b6b55afce,False
gsm8k_phi3mini_t1.0,resid_entropy_dispersion,1315,32,0.11845210758134755,12.676897944299395,0.3961530607593561,4992fe9d3c7327d67b641c61fbd1a921799fbd561de3901f233851afead324ea,False
gsm8k_phi3mini_t1.0,resid_target_nll_burst,1315,32,0.27054090684834914,8.085082523385186,0.25265882885578705,581b01c56cc1066114f36eeab2c4657540a305931eced8aa0de5e50783fb03b8,False
gsm8k_phi3mini_t1.0,module_entropy_disagreement,1315,32,0.10132467349493904,24.127421338725107,0.7539819168351596,e8839637bf8fa69c67de2fc8b2d37d2dcb4280f60ecb73195e9290e6b307fa16,False
gsm8k_phi3mini_t1.0,module_target_nll_disagreement,1315,32,0.10207935498654208,22.203754463410736,0.6938673269815855,eb31205fc02d751ee0b75e47c25b78bd1b8005c03f13d0a19624f473835b736e,False
gsm8k_phi3mini_t1.0,resid_kl_tail,1315,31,0.746346845508313,3.473031250391026,0.11203326614164599,44ce6d575137945cd3c4b3463f0f0cc4bc8ae642c9ce6ca4cf4794cfc8128fdf,False
triviaqa_qwen3_t0.6,resid_entropy_burst,5000,36,0.22638543861375748,13.299458459245026,0.36942940164569515,faebc0f165f1dd72f810a0fb90ad3d214708f22488cd0f568824e5094b0a4277,False
triviaqa_qwen3_t0.6,resid_entropy_dispersion,5000,36,0.28654254545189717,11.522368923649607,0.3200658034347113,5e1a70bf9e793cc2cb4c269d1a9d90a5f87ad011784793e92b17b99f75ff4198,False
triviaqa_qwen3_t0.6,resid_target_nll_burst,5000,36,0.2696097473045695,9.731600024683331,0.27032222290787034,cec0232db2cdef27a7c91c63899e488a7ab04480325804cdbbcdf90f44536fb8,False
triviaqa_qwen3_t0.6,module_entropy_disagreement,5000,36,0.10073574709251878,27.26703674704944,0.7574176874180399,6342268bb1532cc4d7dcacf1674e302a2ba02dcec4c801b892a3be69b7346644,False
triviaqa_qwen3_t0.6,module_target_nll_disagreement,5000,36,0.2440294511991351,19.174364105206077,0.5326212251446133,763b08271677b7ffef9adf2c36e9d784dc7239895ea0e8404578f2098108845c,False
triviaqa_qwen3_t0.6,resid_kl_tail,5000,35,0.9048455430194181,2.1143080721030114,0.06040880206008604,7cc078c03723d0a3a1efdf0799be040b5baeb4657cb985735b7471dc0fdf8aa3,False
