domain,cell,n,split,seed,greedy_subset,greedy_size,greedy_halfA_auroc,greedy_halfB_auroc,good5_halfB_auroc,fulloracle_subset,fulloracle_halfB_auroc,fulloracle_insample_auroc
repgrid,lapeigvals_gsm8k_llama8b,500,1,0,epr|trace_length|rpdi|sw_var_peak,4,0.7676,0.8911,0.8864,epr|trace_length|rpdi|sw_var_peak,0.8911,0.8279
repgrid,lapeigvals_gsm8k_llama8b,500,2,0,epr|trace_length|rpdi|sw_var_peak|cusum_max,5,0.7962,0.8596,0.8437,epr|trace_length|rpdi|sw_var_peak,0.8625,0.8279
repgrid,lapeigvals_gsm8k_llama8b,500,3,0,epr|rpdi|sw_var_peak|cusum_max,4,0.8496,0.7901,0.7962,epr|trace_length|rpdi|sw_var_peak,0.8066,0.8279
repgrid,lapeigvals_gsm8k_llama8b,500,4,0,epr|low_band_power|rpdi|sw_var_peak|cusum_max,5,0.8232,0.8221,0.8131,epr|trace_length|rpdi|sw_var_peak,0.8319,0.8279
repgrid,lapeigvals_gsm8k_llama8b,500,5,0,epr|rpdi|sw_var_peak|cusum_max,4,0.8029,0.8315,0.8323,epr|trace_length|rpdi|sw_var_peak,0.8517,0.8279
repgrid,lapeigvals_gsm8k_llama8b,500,6,0,epr|rpdi|sw_var_peak|cusum_max,4,0.8397,0.8075,0.8146,epr|trace_length|rpdi|sw_var_peak,0.8216,0.8279
repgrid,lapeigvals_gsm8k_llama8b,500,7,0,epr|trace_length|low_band_power|rpdi|sw_var_peak|cusum_max,6,0.8424,0.7998,0.7951,epr|trace_length|rpdi|sw_var_peak,0.8227,0.8279
repgrid,lapeigvals_gsm8k_llama8b,500,8,0,epr|trace_length|sw_var_peak|cusum_max,4,0.8409,0.7862,0.7911,epr|trace_length|rpdi|sw_var_peak,0.8131,0.8279
repgrid,lapeigvals_gsm8k_llama8b,500,9,0,epr|trace_length|stft_max_high_power|rpdi|sw_var_peak|cusum_max,6,0.8104,0.8426,0.8274,epr|trace_length|rpdi|sw_var_peak,0.8424,0.8279
repgrid,lapeigvals_gsm8k_mistral24b,1319,0,0,epr|trace_length|dominant_freq|sw_var_peak|cusum_max|cusum_shift_idx,6,0.886,0.8134,0.7962,epr|trace_length|spectral_entropy|high_band_power|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|pe_mean,0.8595,0.8693
repgrid,lapeigvals_gsm8k_mistral24b,1319,1,0,epr|trace_length|dominant_freq|sw_var_peak|cusum_max|cusum_shift_idx,6,0.8853,0.814,0.8036,epr|trace_length|spectral_entropy|high_band_power|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|pe_mean,0.8017,0.8693
repgrid,lapeigvals_gsm8k_mistral24b,1319,2,0,epr|spectral_entropy|high_band_power|dominant_freq|sw_var_peak|cusum_max,6,0.8709,0.8166,0.7952,epr|trace_length|spectral_entropy|high_band_power|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|pe_mean,0.8393,0.8693
repgrid,lapeigvals_gsm8k_mistral24b,1319,3,0,epr|sw_var_peak|cusum_max,3,0.8605,0.8468,0.7924,epr|trace_length|spectral_entropy|high_band_power|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|pe_mean,0.8758,0.8693
repgrid,lapeigvals_gsm8k_mistral24b,1319,4,0,epr|dominant_freq|stft_max_high_power|sw_var_peak|cusum_max,5,0.8832,0.829,0.7416,epr|trace_length|spectral_entropy|high_band_power|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|pe_mean,0.8087,0.8693
repgrid,lapeigvals_gsm8k_mistral24b,1319,5,0,epr|trace_length|high_band_power|sw_var_peak|cusum_max,5,0.8967,0.8048,0.7576,epr|trace_length|spectral_entropy|high_band_power|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|pe_mean,0.828,0.8693
repgrid,lapeigvals_gsm8k_mistral24b,1319,6,0,epr|sw_var_peak|cusum_max,3,0.8559,0.851,0.8064,epr|trace_length|spectral_entropy|high_band_power|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|pe_mean,0.8953,0.8693
repgrid,lapeigvals_gsm8k_mistral24b,1319,7,0,epr|stft_max_high_power|rpdi|sw_var_peak|cusum_max,5,0.8595,0.8141,0.7777,epr|trace_length|spectral_entropy|high_band_power|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|pe_mean,0.8385,0.8693
repgrid,lapeigvals_gsm8k_mistral24b,1319,8,0,epr|sw_var_peak|pe_mean|cusum_max,4,0.872,0.7594,0.756,epr|trace_length|spectral_entropy|high_band_power|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|pe_mean,0.8675,0.8693
repgrid,lapeigvals_gsm8k_mistral24b,1319,9,0,epr|trace_length|dominant_freq|rpdi|sw_var_peak|cusum_max,6,0.8095,0.8872,0.8516,epr|trace_length|spectral_entropy|high_band_power|dominant_freq|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|pe_mean,0.8562,0.8693
repgrid,lapeigvals_gsm8k_nemo,1319,0,0,epr|rpdi|sw_var_peak|cusum_max,4,0.8046,0.7978,0.7905,epr|trace_length|high_band_power|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|cusum_max|cusum_shift_idx,0.8078,0.814
repgrid,lapeigvals_gsm8k_nemo,1319,1,0,epr|rpdi|sw_var_peak|cusum_max,4,0.8247,0.7821,0.7775,epr|trace_length|high_band_power|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|cusum_max|cusum_shift_idx,0.7945,0.814
repgrid,lapeigvals_gsm8k_nemo,1319,2,0,epr|trace_length|rpdi|sw_var_peak|cusum_max|cusum_shift_idx,6,0.8012,0.8153,0.7992,epr|trace_length|high_band_power|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|cusum_max|cusum_shift_idx,0.8217,0.814
repgrid,lapeigvals_gsm8k_nemo,1319,3,0,epr|spectral_entropy|sw_var_peak|cusum_max,4,0.7768,0.8222,0.8004,epr|trace_length|high_band_power|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|cusum_max|cusum_shift_idx,0.8393,0.814
repgrid,lapeigvals_gsm8k_nemo,1319,4,0,epr|trace_length|rpdi|sw_var_peak|cusum_max,5,0.8096,0.8033,0.7899,epr|trace_length|high_band_power|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|cusum_max|cusum_shift_idx,0.8119,0.814
repgrid,lapeigvals_gsm8k_nemo,1319,5,0,epr|trace_length|stft_max_high_power|rpdi|sw_var_peak|cusum_max,6,0.8139,0.7774,0.7955,epr|trace_length|high_band_power|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|cusum_max|cusum_shift_idx,0.805,0.814
repgrid,lapeigvals_gsm8k_nemo,1319,6,0,epr|rpdi|sw_var_peak|cusum_max,4,0.8083,0.791,0.7788,epr|trace_length|high_band_power|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|cusum_max|cusum_shift_idx,0.8129,0.814
repgrid,lapeigvals_gsm8k_nemo,1319,7,0,epr|trace_length|sw_var_peak|cusum_max,4,0.8431,0.751,0.7375,epr|trace_length|high_band_power|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|cusum_max|cusum_shift_idx,0.7668,0.814
repgrid,lapeigvals_gsm8k_nemo,1319,8,0,epr|trace_length|rpdi|sw_var_peak|cusum_max|cusum_shift_idx,6,0.8127,0.7985,0.777,epr|trace_length|high_band_power|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|cusum_max|cusum_shift_idx,0.8021,0.814
repgrid,lapeigvals_gsm8k_nemo,1319,9,0,epr|trace_length|sw_var_peak|hurst_exponent|cusum_max|cusum_shift_idx,6,0.8265,0.7367,0.7517,epr|trace_length|high_band_power|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|cusum_max|cusum_shift_idx,0.7643,0.814
repgrid,lapeigvals_gsm8k_phi35,1319,0,0,epr|trace_length|sw_var_peak|hurst_exponent|cusum_max|cusum_shift_idx,6,0.8038,0.7975,0.8148,epr|trace_length|high_band_power|stft_max_high_power|pe_mean|cusum_max,0.8263,0.8176
repgrid,lapeigvals_gsm8k_phi35,1319,1,0,epr|trace_length|spectral_centroid|sw_var_peak|cusum_max,5,0.8164,0.8061,0.7954,epr|trace_length|high_band_power|stft_max_high_power|pe_mean|cusum_max,0.8183,0.8176
repgrid,lapeigvals_gsm8k_phi35,1319,2,0,epr|spectral_entropy|dominant_freq|sw_var_peak|cusum_max,5,0.794,0.8087,0.8127,epr|trace_length|high_band_power|stft_max_high_power|pe_mean|cusum_max,0.8343,0.8176
repgrid,lapeigvals_gsm8k_phi35,1319,3,0,epr|trace_length|spectral_centroid|sw_var_peak|cusum_max,5,0.7853,0.826,0.8212,epr|trace_length|high_band_power|stft_max_high_power|pe_mean|cusum_max,0.8397,0.8176
repgrid,lapeigvals_gsm8k_phi35,1319,4,0,epr|trace_length|hl_ratio|sw_var_peak|hurst_exponent|cusum_max,6,0.8362,0.7561,0.7743,epr|trace_length|high_band_power|stft_max_high_power|pe_mean|cusum_max,0.7988,0.8176
repgrid,lapeigvals_gsm8k_phi35,1319,5,0,epr|sw_var_peak|cusum_max,3,0.8038,0.798,0.7951,epr|trace_length|high_band_power|stft_max_high_power|pe_mean|cusum_max,0.8217,0.8176
repgrid,lapeigvals_gsm8k_phi35,1319,6,0,epr|trace_length|spectral_centroid|sw_var_peak|cusum_max,5,0.8052,0.8125,0.7973,epr|trace_length|high_band_power|stft_max_high_power|pe_mean|cusum_max,0.8215,0.8176
repgrid,lapeigvals_gsm8k_phi35,1319,7,0,epr|trace_length|spectral_centroid|sw_var_peak|cusum_max,5,0.8063,0.812,0.8062,epr|trace_length|high_band_power|stft_max_high_power|pe_mean|cusum_max,0.8216,0.8176
repgrid,lapeigvals_gsm8k_phi35,1319,8,0,epr|dominant_freq|sw_var_peak|cusum_max,4,0.8172,0.7578,0.7948,epr|trace_length|high_band_power|stft_max_high_power|pe_mean|cusum_max,0.8046,0.8176
repgrid,lapeigvals_gsm8k_phi35,1319,9,0,epr|trace_length|sw_var_peak|hurst_exponent|cusum_max,5,0.7917,0.8212,0.8217,epr|trace_length|high_band_power|stft_max_high_power|pe_mean|cusum_max,0.7831,0.8176
repgrid,losnet_hotpotqa_mistral7b,500,0,0,spectral_entropy|stft_max_high_power|stft_spectral_entropy|sw_var_peak,4,0.6395,0.5839,0.5805,epr|spectral_entropy|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_shift_idx,0.6012,0.6107
repgrid,losnet_hotpotqa_mistral7b,500,1,0,epr|spectral_entropy|stft_spectral_entropy|sw_var_peak,4,0.5766,0.6045,0.5911,epr|spectral_entropy|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_shift_idx,0.6162,0.6107
repgrid,losnet_hotpotqa_mistral7b,500,2,0,spectral_entropy|stft_max_high_power|rpdi|sw_var_peak,4,0.6226,0.6016,0.6073,epr|spectral_entropy|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_shift_idx,0.619,0.6107
repgrid,losnet_hotpotqa_mistral7b,500,3,0,spectral_entropy|stft_max_high_power|stft_spectral_entropy|sw_var_peak,4,0.6306,0.573,0.5708,epr|spectral_entropy|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_shift_idx,0.6048,0.6107
repgrid,losnet_hotpotqa_mistral7b,500,4,0,spectral_entropy|sw_var_peak|pe_mean|hurst_exponent,4,0.6113,0.5697,0.5653,epr|spectral_entropy|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_shift_idx,0.6142,0.6107
repgrid,losnet_hotpotqa_mistral7b,500,5,0,epr|stft_spectral_entropy|sw_var_peak|cusum_max,4,0.6366,0.5383,0.5575,epr|spectral_entropy|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_shift_idx,0.5823,0.6107
repgrid,losnet_hotpotqa_mistral7b,500,6,0,epr|spectral_entropy|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_shift_idx,6,0.6489,0.5441,0.5573,epr|spectral_entropy|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_shift_idx,0.5441,0.6107
repgrid,losnet_hotpotqa_mistral7b,500,7,0,epr|stft_max_high_power|stft_spectral_entropy|pe_mean,4,0.5909,0.5824,0.6285,epr|spectral_entropy|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_shift_idx,0.643,0.6107
repgrid,losnet_hotpotqa_mistral7b,500,8,0,spectral_entropy|stft_max_high_power|sw_var_peak|cusum_max|cusum_shift_idx,5,0.625,0.5679,0.5393,epr|spectral_entropy|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_shift_idx,0.5815,0.6107
repgrid,losnet_hotpotqa_mistral7b,500,9,0,trace_length|spectral_entropy|high_band_power|stft_max_high_power,4,0.6165,0.5848,0.612,epr|spectral_entropy|stft_max_high_power|sw_var_peak|hurst_exponent|cusum_shift_idx,0.6228,0.6107
repgrid,math500_dsmath7b,300,0,0,epr|trace_length|sw_var_peak|cusum_max,4,0.7979,0.7851,0.7623,,,
repgrid,math500_dsmath7b,300,1,0,epr|sw_var_peak|cusum_max,3,0.826,0.7617,0.7008,,,
repgrid,math500_dsmath7b,300,2,0,epr|rpdi|sw_var_peak|cusum_max,4,0.86,0.707,0.6408,,,
repgrid,math500_dsmath7b,300,3,0,epr|trace_length|rpdi|sw_var_peak|pe_mean|cusum_max,6,0.7639,0.841,0.8022,,,
repgrid,math500_dsmath7b,300,4,0,epr|spectral_entropy|sw_var_peak|cusum_max,4,0.8069,0.7527,0.7444,,,
repgrid,math500_dsmath7b,300,5,0,epr|trace_length|sw_var_peak|cusum_max,4,0.7766,0.8065,0.8083,,,
repgrid,math500_dsmath7b,300,6,0,epr|trace_length|rpdi|sw_var_peak|cusum_max,5,0.7979,0.7754,0.7533,,,
repgrid,math500_dsmath7b,300,7,0,epr|spectral_entropy|rpdi|hurst_exponent|cusum_max|cusum_shift_idx,6,0.7778,0.79,0.7981,,,
repgrid,math500_dsmath7b,300,8,0,epr|rpdi|cusum_max,3,0.8442,0.7323,0.735,,,
repgrid,math500_dsmath7b,300,9,0,epr|stft_spectral_entropy|rpdi|sw_var_peak|cusum_max,5,0.8465,0.7214,0.7417,,,
repgrid,math500_qwenmath7b,300,0,0,epr|low_band_power|cusum_max,3,0.9219,0.939,0.9201,,,
repgrid,math500_qwenmath7b,300,1,0,epr|low_band_power|cusum_max,3,0.9063,0.9599,0.9624,,,
repgrid,math500_qwenmath7b,300,2,0,epr|low_band_power|cusum_max,3,0.933,0.923,0.9135,,,
repgrid,math500_qwenmath7b,300,3,0,epr|low_band_power|hl_ratio|cusum_max,4,0.9565,0.886,0.886,,,
repgrid,math500_qwenmath7b,300,4,0,epr|low_band_power|hl_ratio|rpdi|cusum_max,5,0.9536,0.9019,0.8832,,,
repgrid,math500_qwenmath7b,300,5,0,epr|low_band_power|cusum_max,3,0.9127,0.9414,0.9206,,,
repgrid,math500_qwenmath7b,300,6,0,epr|low_band_power|hurst_exponent|cusum_max,4,0.9313,0.9166,0.911,,,
repgrid,math500_qwenmath7b,300,7,0,epr|low_band_power|cusum_max,3,0.9055,0.9488,0.9297,,,
repgrid,math500_qwenmath7b,300,8,0,epr|low_band_power|cusum_max,3,0.9507,0.9152,0.8838,,,
repgrid,math500_qwenmath7b,300,9,0,epr|low_band_power|cusum_max,3,0.9404,0.9171,0.8972,,,
repgrid,math500_r1distill8b,300,0,0,epr|spectral_entropy|hl_ratio|stft_max_high_power|rpdi|cusum_max,6,0.8586,0.8792,0.8599,,,
