domain,cell,size,n,objective,spearman
rag,Qwen-7B/2wikimultihopqa,7,11440,eq14_raw,-0.2409
rag,Qwen-7B/2wikimultihopqa,7,11440,eq14_rel,-0.1729
rag,Qwen-7B/2wikimultihopqa,7,11440,rho_mean,-0.2919
rag,Qwen-7B/2wikimultihopqa,7,11440,rho_max,-0.0698
rag,Qwen-7B/2wikimultihopqa,7,11440,K,-0.0437
rag,Qwen-7B/2wikimultihopqa,8,12870,eq14_raw,-0.282
rag,Qwen-7B/2wikimultihopqa,8,12870,eq14_rel,-0.247
rag,Qwen-7B/2wikimultihopqa,8,12870,rho_mean,-0.3259
rag,Qwen-7B/2wikimultihopqa,8,12870,rho_max,-0.0222
rag,Qwen-7B/2wikimultihopqa,8,12870,K,-0.0266
rag,Qwen-7B/2wikimultihopqa,9,11440,eq14_raw,-0.3157
rag,Qwen-7B/2wikimultihopqa,9,11440,eq14_rel,-0.3141
rag,Qwen-7B/2wikimultihopqa,9,11440,rho_mean,-0.3476
rag,Qwen-7B/2wikimultihopqa,9,11440,rho_max,0.0009
rag,Qwen-7B/2wikimultihopqa,9,11440,K,-0.0326
rag,Qwen-7B/2wikimultihopqa,10,8008,eq14_raw,-0.3298
rag,Qwen-7B/2wikimultihopqa,10,8008,eq14_rel,-0.3474
rag,Qwen-7B/2wikimultihopqa,10,8008,rho_mean,-0.3653
rag,Qwen-7B/2wikimultihopqa,10,8008,rho_max,0.0332
rag,Qwen-7B/2wikimultihopqa,10,8008,K,-0.0114
rag,Qwen-7B/2wikimultihopqa,11,4368,eq14_raw,-0.3747
rag,Qwen-7B/2wikimultihopqa,11,4368,eq14_rel,-0.3767
rag,Qwen-7B/2wikimultihopqa,11,4368,rho_mean,-0.4112
rag,Qwen-7B/2wikimultihopqa,11,4368,rho_max,0.0387
rag,Qwen-7B/2wikimultihopqa,11,4368,K,0.0207
rag,Qwen-7B/2wikimultihopqa,12,1820,eq14_raw,-0.3651
rag,Qwen-7B/2wikimultihopqa,12,1820,eq14_rel,-0.3649
rag,Qwen-7B/2wikimultihopqa,12,1820,rho_mean,-0.4059
rag,Qwen-7B/2wikimultihopqa,12,1820,rho_max,0.0627
rag,Qwen-7B/2wikimultihopqa,12,1820,K,0.0339
rag,Qwen-7B/2wikimultihopqa,13,560,eq14_raw,-0.3797
rag,Qwen-7B/2wikimultihopqa,13,560,eq14_rel,-0.3559
rag,Qwen-7B/2wikimultihopqa,13,560,rho_mean,-0.4338
rag,Qwen-7B/2wikimultihopqa,13,560,rho_max,0.0791
rag,Qwen-7B/2wikimultihopqa,13,560,K,0.1779
rag,Qwen-7B/2wikimultihopqa,14,120,eq14_raw,-0.4815
rag,Qwen-7B/2wikimultihopqa,14,120,eq14_rel,-0.4487
rag,Qwen-7B/2wikimultihopqa,14,120,rho_mean,-0.5297
rag,Qwen-7B/2wikimultihopqa,14,120,rho_max,0.0619
rag,Qwen-7B/2wikimultihopqa,14,120,K,0.2763
rag,Qwen-7B/2wikimultihopqa,4,34,upcr_k1,-0.3711
rag,Qwen-7B/2wikimultihopqa,5,34,upcr_k1,0.0026
rag,Qwen-7B/2wikimultihopqa,6,34,upcr_k1,-0.0194
rag,Qwen-7B/narrativeqa,3,560,eq14_raw,-0.0538
rag,Qwen-7B/narrativeqa,3,560,eq14_rel,-0.1658
rag,Qwen-7B/narrativeqa,3,560,rho_mean,0.0684
rag,Qwen-7B/narrativeqa,3,560,rho_max,0.0556
rag,Qwen-7B/narrativeqa,4,1820,eq14_raw,0.0887
rag,Qwen-7B/narrativeqa,4,1820,eq14_rel,-0.0938
rag,Qwen-7B/narrativeqa,4,1820,rho_mean,0.0399
rag,Qwen-7B/narrativeqa,4,1820,rho_max,0.1486
rag,Qwen-7B/narrativeqa,4,1820,K,-0.0983
rag,Qwen-7B/narrativeqa,5,4368,eq14_raw,0.1615
rag,Qwen-7B/narrativeqa,5,4368,eq14_rel,-0.025
rag,Qwen-7B/narrativeqa,5,4368,rho_mean,0.0082
rag,Qwen-7B/narrativeqa,5,4368,rho_max,0.1908
rag,Qwen-7B/narrativeqa,5,4368,K,-0.0647
rag,Qwen-7B/narrativeqa,6,8008,eq14_raw,0.2037
rag,Qwen-7B/narrativeqa,6,8008,eq14_rel,0.1034
rag,Qwen-7B/narrativeqa,6,8008,rho_mean,-0.0463
rag,Qwen-7B/narrativeqa,6,8008,rho_max,0.1685
rag,Qwen-7B/narrativeqa,6,8008,K,0.0369
rag,Qwen-7B/narrativeqa,7,11440,eq14_raw,0.2257
rag,Qwen-7B/narrativeqa,7,11440,eq14_rel,0.1707
rag,Qwen-7B/narrativeqa,7,11440,rho_mean,-0.0514
rag,Qwen-7B/narrativeqa,7,11440,rho_max,0.1583
rag,Qwen-7B/narrativeqa,7,11440,K,0.0851
rag,Qwen-7B/narrativeqa,8,12870,eq14_raw,0.2147
rag,Qwen-7B/narrativeqa,8,12870,eq14_rel,0.1685
rag,Qwen-7B/narrativeqa,8,12870,rho_mean,-0.0657
rag,Qwen-7B/narrativeqa,8,12870,rho_max,0.1261
rag,Qwen-7B/narrativeqa,8,12870,K,0.1001
rag,Qwen-7B/narrativeqa,9,11440,eq14_raw,0.2007
rag,Qwen-7B/narrativeqa,9,11440,eq14_rel,0.1419
rag,Qwen-7B/narrativeqa,9,11440,rho_mean,-0.0751
rag,Qwen-7B/narrativeqa,9,11440,rho_max,0.0941
rag,Qwen-7B/narrativeqa,9,11440,K,0.0649
rag,Qwen-7B/narrativeqa,10,8008,eq14_raw,0.1948
rag,Qwen-7B/narrativeqa,10,8008,eq14_rel,0.1255
rag,Qwen-7B/narrativeqa,10,8008,rho_mean,-0.0863
rag,Qwen-7B/narrativeqa,10,8008,rho_max,0.0807
rag,Qwen-7B/narrativeqa,10,8008,K,0.0207
rag,Qwen-7B/narrativeqa,11,4368,eq14_raw,0.1841
rag,Qwen-7B/narrativeqa,11,4368,eq14_rel,0.114
rag,Qwen-7B/narrativeqa,11,4368,rho_mean,-0.1012
rag,Qwen-7B/narrativeqa,11,4368,rho_max,0.076
rag,Qwen-7B/narrativeqa,11,4368,K,0.0051
rag,Qwen-7B/narrativeqa,12,1820,eq14_raw,0.1868
rag,Qwen-7B/narrativeqa,12,1820,eq14_rel,0.1142
rag,Qwen-7B/narrativeqa,12,1820,rho_mean,-0.1078
rag,Qwen-7B/narrativeqa,12,1820,rho_max,0.0811
rag,Qwen-7B/narrativeqa,12,1820,K,-0.0085
rag,Qwen-7B/narrativeqa,13,560,eq14_raw,0.2159
rag,Qwen-7B/narrativeqa,13,560,eq14_rel,0.1465
rag,Qwen-7B/narrativeqa,13,560,rho_mean,-0.1097
rag,Qwen-7B/narrativeqa,13,560,rho_max,0.1152
rag,Qwen-7B/narrativeqa,13,560,K,0.0192
rag,Qwen-7B/narrativeqa,14,120,eq14_raw,0.2662
rag,Qwen-7B/narrativeqa,14,120,eq14_rel,0.1943
rag,Qwen-7B/narrativeqa,14,120,rho_mean,-0.1235
rag,Qwen-7B/narrativeqa,14,120,rho_max,0.1965
rag,Qwen-7B/narrativeqa,14,120,K,0.0369
rag,Qwen-7B/narrativeqa,4,34,upcr_k1,-0.211
rag,Qwen-7B/narrativeqa,5,34,upcr_k1,-0.5363
rag,Qwen-7B/narrativeqa,6,34,upcr_k1,-0.5499
rag,Mistral-24B/hotpotqa,3,560,eq14_raw,-0.1397
rag,Mistral-24B/hotpotqa,3,560,eq14_rel,-0.032
rag,Mistral-24B/hotpotqa,3,560,rho_mean,0.0342
rag,Mistral-24B/hotpotqa,3,560,rho_max,-0.0364
rag,Mistral-24B/hotpotqa,4,1820,eq14_raw,-0.1327
rag,Mistral-24B/hotpotqa,4,1820,eq14_rel,-0.0363
rag,Mistral-24B/hotpotqa,4,1820,rho_mean,-0.0345
rag,Mistral-24B/hotpotqa,4,1820,rho_max,-0.1414
rag,Mistral-24B/hotpotqa,4,1820,K,0.0586
rag,Mistral-24B/hotpotqa,5,4368,eq14_raw,-0.1945
rag,Mistral-24B/hotpotqa,5,4368,eq14_rel,-0.0976
rag,Mistral-24B/hotpotqa,5,4368,rho_mean,-0.1086
rag,Mistral-24B/hotpotqa,5,4368,rho_max,-0.1938
rag,Mistral-24B/hotpotqa,5,4368,K,0.1532
rag,Mistral-24B/hotpotqa,6,8008,eq14_raw,-0.1994
rag,Mistral-24B/hotpotqa,6,8008,eq14_rel,-0.1625
rag,Mistral-24B/hotpotqa,6,8008,rho_mean,-0.0991
rag,Mistral-24B/hotpotqa,6,8008,rho_max,-0.2024
rag,Mistral-24B/hotpotqa,6,8008,K,0.1075
rag,Mistral-24B/hotpotqa,7,11440,eq14_raw,-0.1861
rag,Mistral-24B/hotpotqa,7,11440,eq14_rel,-0.1844
rag,Mistral-24B/hotpotqa,7,11440,rho_mean,-0.0882
rag,Mistral-24B/hotpotqa,7,11440,rho_max,-0.2081
rag,Mistral-24B/hotpotqa,7,11440,K,0.0471
rag,Mistral-24B/hotpotqa,8,12870,eq14_raw,-0.1722
rag,Mistral-24B/hotpotqa,8,12870,eq14_rel,-0.1849
rag,Mistral-24B/hotpotqa,8,12870,rho_mean,-0.08
rag,Mistral-24B/hotpotqa,8,12870,rho_max,-0.2167
rag,Mistral-24B/hotpotqa,8,12870,K,0.0472
rag,Mistral-24B/hotpotqa,9,11440,eq14_raw,-0.1469
rag,Mistral-24B/hotpotqa,9,11440,eq14_rel,-0.1701
rag,Mistral-24B/hotpotqa,9,11440,rho_mean,-0.0567
rag,Mistral-24B/hotpotqa,9,11440,rho_max,-0.2283
rag,Mistral-24B/hotpotqa,9,11440,K,0.0226
rag,Mistral-24B/hotpotqa,10,8008,eq14_raw,-0.0961
rag,Mistral-24B/hotpotqa,10,8008,eq14_rel,-0.1306
rag,Mistral-24B/hotpotqa,10,8008,rho_mean,-0.0126
rag,Mistral-24B/hotpotqa,10,8008,rho_max,-0.2229
rag,Mistral-24B/hotpotqa,10,8008,K,0.0191
rag,Mistral-24B/hotpotqa,11,4368,eq14_raw,-0.0404
rag,Mistral-24B/hotpotqa,11,4368,eq14_rel,-0.0864
rag,Mistral-24B/hotpotqa,11,4368,rho_mean,0.0318
rag,Mistral-24B/hotpotqa,11,4368,rho_max,-0.2115
rag,Mistral-24B/hotpotqa,11,4368,K,0.0332
rag,Mistral-24B/hotpotqa,12,1820,eq14_raw,0.002
rag,Mistral-24B/hotpotqa,12,1820,eq14_rel,-0.0557
rag,Mistral-24B/hotpotqa,12,1820,rho_mean,0.0587
rag,Mistral-24B/hotpotqa,12,1820,rho_max,-0.1838
rag,Mistral-24B/hotpotqa,12,1820,K,0.0303
rag,Mistral-24B/hotpotqa,13,560,eq14_raw,0.0181
rag,Mistral-24B/hotpotqa,13,560,eq14_rel,-0.0575
rag,Mistral-24B/hotpotqa,13,560,rho_mean,0.0693
rag,Mistral-24B/hotpotqa,13,560,rho_max,-0.139
rag,Mistral-24B/hotpotqa,13,560,K,-0.0473
rag,Mistral-24B/hotpotqa,14,120,eq14_raw,-0.0041
rag,Mistral-24B/hotpotqa,14,120,eq14_rel,-0.1015
rag,Mistral-24B/hotpotqa,14,120,rho_mean,0.0387
rag,Mistral-24B/hotpotqa,14,120,rho_max,-0.1805
rag,Mistral-24B/hotpotqa,14,120,K,-0.1261
rag,Mistral-24B/hotpotqa,4,34,upcr_k1,-0.1146
rag,Mistral-24B/hotpotqa,5,34,upcr_k1,0.2754
rag,Mistral-24B/hotpotqa,6,34,upcr_k1,0.1563
rag,Mistral-24B/natural-questions,3,560,eq14_raw,0.1913
rag,Mistral-24B/natural-questions,3,560,eq14_rel,0.3079
rag,Mistral-24B/natural-questions,3,560,rho_mean,-0.3179
rag,Mistral-24B/natural-questions,3,560,rho_max,-0.2145
rag,Mistral-24B/natural-questions,4,1820,eq14_raw,0.0571
rag,Mistral-24B/natural-questions,4,1820,eq14_rel,0.255
rag,Mistral-24B/natural-questions,4,1820,rho_mean,-0.2634
rag,Mistral-24B/natural-questions,4,1820,rho_max,-0.1059
rag,Mistral-24B/natural-questions,4,1820,K,0.1235
rag,Mistral-24B/natural-questions,5,4368,eq14_raw,-0.1095
rag,Mistral-24B/natural-questions,5,4368,eq14_rel,0.0943
rag,Mistral-24B/natural-questions,5,4368,rho_mean,-0.2054
rag,Mistral-24B/natural-questions,5,4368,rho_max,-0.0707
rag,Mistral-24B/natural-questions,5,4368,K,0.1253
rag,Mistral-24B/natural-questions,6,8008,eq14_raw,-0.1426
rag,Mistral-24B/natural-questions,6,8008,eq14_rel,-0.0362
rag,Mistral-24B/natural-questions,6,8008,rho_mean,-0.1444
rag,Mistral-24B/natural-questions,6,8008,rho_max,-0.0705
rag,Mistral-24B/natural-questions,6,8008,K,0.1021
rag,Mistral-24B/natural-questions,7,11440,eq14_raw,-0.1509
rag,Mistral-24B/natural-questions,7,11440,eq14_rel,-0.1007
rag,Mistral-24B/natural-questions,7,11440,rho_mean,-0.1123
rag,Mistral-24B/natural-questions,7,11440,rho_max,-0.093
rag,Mistral-24B/natural-questions,7,11440,K,0.0901
rag,Mistral-24B/natural-questions,8,12870,eq14_raw,-0.1592
rag,Mistral-24B/natural-questions,8,12870,eq14_rel,-0.145
rag,Mistral-24B/natural-questions,8,12870,rho_mean,-0.1112
rag,Mistral-24B/natural-questions,8,12870,rho_max,-0.1283
rag,Mistral-24B/natural-questions,8,12870,K,0.0954
rag,Mistral-24B/natural-questions,9,11440,eq14_raw,-0.1781
rag,Mistral-24B/natural-questions,9,11440,eq14_rel,-0.177
rag,Mistral-24B/natural-questions,9,11440,rho_mean,-0.1243
rag,Mistral-24B/natural-questions,9,11440,rho_max,-0.1732
rag,Mistral-24B/natural-questions,9,11440,K,0.0854
rag,Mistral-24B/natural-questions,10,8008,eq14_raw,-0.1967
rag,Mistral-24B/natural-questions,10,8008,eq14_rel,-0.2163
rag,Mistral-24B/natural-questions,10,8008,rho_mean,-0.1394
rag,Mistral-24B/natural-questions,10,8008,rho_max,-0.2191
rag,Mistral-24B/natural-questions,10,8008,K,0.0671
rag,Mistral-24B/natural-questions,11,4368,eq14_raw,-0.2088
rag,Mistral-24B/natural-questions,11,4368,eq14_rel,-0.2367
rag,Mistral-24B/natural-questions,11,4368,rho_mean,-0.154
rag,Mistral-24B/natural-questions,11,4368,rho_max,-0.2783
rag,Mistral-24B/natural-questions,11,4368,K,0.0245
rag,Mistral-24B/natural-questions,12,1820,eq14_raw,-0.2019
rag,Mistral-24B/natural-questions,12,1820,eq14_rel,-0.2408
rag,Mistral-24B/natural-questions,12,1820,rho_mean,-0.1584
rag,Mistral-24B/natural-questions,12,1820,rho_max,-0.2921
rag,Mistral-24B/natural-questions,12,1820,K,-0.0006
rag,Mistral-24B/natural-questions,13,560,eq14_raw,-0.2121
rag,Mistral-24B/natural-questions,13,560,eq14_rel,-0.2511
rag,Mistral-24B/natural-questions,13,560,rho_mean,-0.2098
rag,Mistral-24B/natural-questions,13,560,rho_max,-0.2213
rag,Mistral-24B/natural-questions,13,560,K,-0.0121
rag,Mistral-24B/natural-questions,14,120,eq14_raw,-0.2072
rag,Mistral-24B/natural-questions,14,120,eq14_rel,-0.1991
rag,Mistral-24B/natural-questions,14,120,rho_mean,-0.2125
rag,Mistral-24B/natural-questions,14,120,rho_max,-0.2772
rag,Mistral-24B/natural-questions,14,120,K,-0.0324
rag,Mistral-24B/natural-questions,4,34,upcr_k1,-0.1903
rag,Mistral-24B/natural-questions,5,34,upcr_k1,-0.3485
rag,Mistral-24B/natural-questions,6,34,upcr_k1,-0.2708
rag,Mistral-24B/2wikimultihopqa,3,560,eq14_raw,0.1964
rag,Mistral-24B/2wikimultihopqa,3,560,eq14_rel,0.1445
rag,Mistral-24B/2wikimultihopqa,3,560,rho_mean,-0.0247
rag,Mistral-24B/2wikimultihopqa,3,560,rho_max,0.0022
rag,Mistral-24B/2wikimultihopqa,4,1820,eq14_raw,0.0783
rag,Mistral-24B/2wikimultihopqa,4,1820,eq14_rel,0.1408
rag,Mistral-24B/2wikimultihopqa,4,1820,rho_mean,-0.0857
rag,Mistral-24B/2wikimultihopqa,4,1820,rho_max,-0.0399
rag,Mistral-24B/2wikimultihopqa,4,1820,K,0.0027
rag,Mistral-24B/2wikimultihopqa,5,4368,eq14_raw,0.0048
rag,Mistral-24B/2wikimultihopqa,5,4368,eq14_rel,0.0278
rag,Mistral-24B/2wikimultihopqa,5,4368,rho_mean,-0.0415
rag,Mistral-24B/2wikimultihopqa,5,4368,rho_max,-0.0148
rag,Mistral-24B/2wikimultihopqa,5,4368,K,0.0491
rag,Mistral-24B/2wikimultihopqa,6,8008,eq14_raw,-0.0429
rag,Mistral-24B/2wikimultihopqa,6,8008,eq14_rel,-0.0594
rag,Mistral-24B/2wikimultihopqa,6,8008,rho_mean,-0.048
rag,Mistral-24B/2wikimultihopqa,6,8008,rho_max,-0.0398
rag,Mistral-24B/2wikimultihopqa,6,8008,K,0.0493
rag,Mistral-24B/2wikimultihopqa,7,11440,eq14_raw,-0.0558
rag,Mistral-24B/2wikimultihopqa,7,11440,eq14_rel,-0.0911
rag,Mistral-24B/2wikimultihopqa,7,11440,rho_mean,-0.0567
rag,Mistral-24B/2wikimultihopqa,7,11440,rho_max,-0.0531
rag,Mistral-24B/2wikimultihopqa,7,11440,K,0.0499
rag,Mistral-24B/2wikimultihopqa,8,12870,eq14_raw,-0.0694
rag,Mistral-24B/2wikimultihopqa,8,12870,eq14_rel,-0.1167
rag,Mistral-24B/2wikimultihopqa,8,12870,rho_mean,-0.071
rag,Mistral-24B/2wikimultihopqa,8,12870,rho_max,-0.0503
rag,Mistral-24B/2wikimultihopqa,8,12870,K,0.0449
rag,Mistral-24B/2wikimultihopqa,9,11440,eq14_raw,-0.0653
rag,Mistral-24B/2wikimultihopqa,9,11440,eq14_rel,-0.1217
rag,Mistral-24B/2wikimultihopqa,9,11440,rho_mean,-0.0648
rag,Mistral-24B/2wikimultihopqa,9,11440,rho_max,-0.0256
rag,Mistral-24B/2wikimultihopqa,9,11440,K,-0.0024
rag,Mistral-24B/2wikimultihopqa,10,8008,eq14_raw,-0.066
rag,Mistral-24B/2wikimultihopqa,10,8008,eq14_rel,-0.1203
rag,Mistral-24B/2wikimultihopqa,10,8008,rho_mean,-0.065
rag,Mistral-24B/2wikimultihopqa,10,8008,rho_max,0.0113
rag,Mistral-24B/2wikimultihopqa,10,8008,K,-0.0181
rag,Mistral-24B/2wikimultihopqa,11,4368,eq14_raw,-0.0763
rag,Mistral-24B/2wikimultihopqa,11,4368,eq14_rel,-0.1251
rag,Mistral-24B/2wikimultihopqa,11,4368,rho_mean,-0.074
rag,Mistral-24B/2wikimultihopqa,11,4368,rho_max,0.0195
rag,Mistral-24B/2wikimultihopqa,11,4368,K,-0.0395
rag,Mistral-24B/2wikimultihopqa,12,1820,eq14_raw,-0.0635
rag,Mistral-24B/2wikimultihopqa,12,1820,eq14_rel,-0.1113
rag,Mistral-24B/2wikimultihopqa,12,1820,rho_mean,-0.0541
rag,Mistral-24B/2wikimultihopqa,12,1820,rho_max,0.0337
rag,Mistral-24B/2wikimultihopqa,12,1820,K,-0.0027
rag,Mistral-24B/2wikimultihopqa,13,560,eq14_raw,-0.0581
rag,Mistral-24B/2wikimultihopqa,13,560,eq14_rel,-0.117
rag,Mistral-24B/2wikimultihopqa,13,560,rho_mean,-0.0434
rag,Mistral-24B/2wikimultihopqa,13,560,rho_max,0.0551
rag,Mistral-24B/2wikimultihopqa,13,560,K,-0.107
rag,Mistral-24B/2wikimultihopqa,14,120,eq14_raw,-0.0351
rag,Mistral-24B/2wikimultihopqa,14,120,eq14_rel,-0.0759
rag,Mistral-24B/2wikimultihopqa,14,120,rho_mean,-0.0193
rag,Mistral-24B/2wikimultihopqa,14,120,rho_max,0.0756
rag,Mistral-24B/2wikimultihopqa,14,120,K,0.2012
rag,Mistral-24B/2wikimultihopqa,4,34,upcr_k1,-0.0425
rag,Mistral-24B/2wikimultihopqa,5,34,upcr_k1,-0.3895
rag,Mistral-24B/2wikimultihopqa,6,34,upcr_k1,0.1059
rag,Mistral-24B/narrativeqa,3,364,eq14_raw,0.0986
rag,Mistral-24B/narrativeqa,3,364,eq14_rel,0.1428
rag,Mistral-24B/narrativeqa,3,364,rho_mean,-0.1566
rag,Mistral-24B/narrativeqa,3,364,rho_max,-0.1264
rag,Mistral-24B/narrativeqa,4,1001,eq14_raw,-0.0254
rag,Mistral-24B/narrativeqa,4,1001,eq14_rel,0.0432
rag,Mistral-24B/narrativeqa,4,1001,rho_mean,-0.1326
rag,Mistral-24B/narrativeqa,4,1001,rho_max,-0.0859
rag,Mistral-24B/narrativeqa,4,1001,K,0.0538
rag,Mistral-24B/narrativeqa,5,2002,eq14_raw,-0.148
rag,Mistral-24B/narrativeqa,5,2002,eq14_rel,-0.0143
rag,Mistral-24B/narrativeqa,5,2002,rho_mean,-0.1993
rag,Mistral-24B/narrativeqa,5,2002,rho_max,-0.0706
rag,Mistral-24B/narrativeqa,5,2002,K,0.0752
rag,Mistral-24B/narrativeqa,6,3003,eq14_raw,-0.2286
rag,Mistral-24B/narrativeqa,6,3003,eq14_rel,-0.1417
rag,Mistral-24B/narrativeqa,6,3003,rho_mean,-0.2375
rag,Mistral-24B/narrativeqa,6,3003,rho_max,0.0287
rag,Mistral-24B/narrativeqa,6,3003,K,0.0642
rag,Mistral-24B/narrativeqa,7,3432,eq14_raw,-0.2732
rag,Mistral-24B/narrativeqa,7,3432,eq14_rel,-0.3016
rag,Mistral-24B/narrativeqa,7,3432,rho_mean,-0.2429
rag,Mistral-24B/narrativeqa,7,3432,rho_max,0.1587
rag,Mistral-24B/narrativeqa,7,3432,K,-0.0454
rag,Mistral-24B/narrativeqa,8,3003,eq14_raw,-0.3238
rag,Mistral-24B/narrativeqa,8,3003,eq14_rel,-0.4308
rag,Mistral-24B/narrativeqa,8,3003,rho_mean,-0.2578
rag,Mistral-24B/narrativeqa,8,3003,rho_max,0.2842
rag,Mistral-24B/narrativeqa,8,3003,K,-0.1499
rag,Mistral-24B/narrativeqa,9,2002,eq14_raw,-0.3881
rag,Mistral-24B/narrativeqa,9,2002,eq14_rel,-0.5203
rag,Mistral-24B/narrativeqa,9,2002,rho_mean,-0.3029
rag,Mistral-24B/narrativeqa,9,2002,rho_max,0.3584
rag,Mistral-24B/narrativeqa,9,2002,K,-0.2792
rag,Mistral-24B/narrativeqa,10,1001,eq14_raw,-0.4005
rag,Mistral-24B/narrativeqa,10,1001,eq14_rel,-0.5367
rag,Mistral-24B/narrativeqa,10,1001,rho_mean,-0.3061
rag,Mistral-24B/narrativeqa,10,1001,rho_max,0.4157
rag,Mistral-24B/narrativeqa,10,1001,K,-0.4492
rag,Mistral-24B/narrativeqa,11,364,eq14_raw,-0.4014
rag,Mistral-24B/narrativeqa,11,364,eq14_rel,-0.5485
rag,Mistral-24B/narrativeqa,11,364,rho_mean,-0.3063
rag,Mistral-24B/narrativeqa,11,364,rho_max,0.4634
rag,Mistral-24B/narrativeqa,11,364,K,-0.6224
rag,Mistral-24B/narrativeqa,12,91,eq14_raw,-0.4736
rag,Mistral-24B/narrativeqa,12,91,eq14_rel,-0.6107
rag,Mistral-24B/narrativeqa,12,91,rho_mean,-0.379
rag,Mistral-24B/narrativeqa,12,91,rho_max,0.4466
rag,Mistral-24B/narrativeqa,12,91,K,-0.7673
rag,Mistral-24B/narrativeqa,4,34,upcr_k1,-0.0092
rag,Mistral-24B/narrativeqa,5,34,upcr_k1,-0.0194
rag,Mistral-24B/narrativeqa,6,34,upcr_k1,0.2431
rag,Qwen-72B/hotpotqa,3,455,eq14_raw,-0.1573
rag,Qwen-72B/hotpotqa,3,455,eq14_rel,-0.2921
rag,Qwen-72B/hotpotqa,3,455,rho_mean,0.3782
rag,Qwen-72B/hotpotqa,3,455,rho_max,0.142
rag,Qwen-72B/hotpotqa,4,1365,eq14_raw,0.1226
rag,Qwen-72B/hotpotqa,4,1365,eq14_rel,-0.0354
rag,Qwen-72B/hotpotqa,4,1365,rho_mean,0.3574
rag,Qwen-72B/hotpotqa,4,1365,rho_max,-0.1169
rag,Qwen-72B/hotpotqa,4,1365,K,-0.079
rag,Qwen-72B/hotpotqa,5,3003,eq14_raw,0.2172
rag,Qwen-72B/hotpotqa,5,3003,eq14_rel,0.1441
rag,Qwen-72B/hotpotqa,5,3003,rho_mean,0.3258
rag,Qwen-72B/hotpotqa,5,3003,rho_max,-0.287
rag,Qwen-72B/hotpotqa,5,3003,K,-0.0653
rag,Qwen-72B/hotpotqa,6,5005,eq14_raw,0.2186
rag,Qwen-72B/hotpotqa,6,5005,eq14_rel,0.1927
rag,Qwen-72B/hotpotqa,6,5005,rho_mean,0.3266
rag,Qwen-72B/hotpotqa,6,5005,rho_max,-0.3852
rag,Qwen-72B/hotpotqa,6,5005,K,0.0573
rag,Qwen-72B/hotpotqa,7,6435,eq14_raw,0.169
rag,Qwen-72B/hotpotqa,7,6435,eq14_rel,0.1645
rag,Qwen-72B/hotpotqa,7,6435,rho_mean,0.288
rag,Qwen-72B/hotpotqa,7,6435,rho_max,-0.4313
rag,Qwen-72B/hotpotqa,7,6435,K,0.1848
rag,Qwen-72B/hotpotqa,8,6435,eq14_raw,0.1033
rag,Qwen-72B/hotpotqa,8,6435,eq14_rel,0.104
rag,Qwen-72B/hotpotqa,8,6435,rho_mean,0.2459
rag,Qwen-72B/hotpotqa,8,6435,rho_max,-0.3953
rag,Qwen-72B/hotpotqa,8,6435,K,0.1932
rag,Qwen-72B/hotpotqa,9,5005,eq14_raw,0.0354
rag,Qwen-72B/hotpotqa,9,5005,eq14_rel,0.0438
rag,Qwen-72B/hotpotqa,9,5005,rho_mean,0.1777
rag,Qwen-72B/hotpotqa,9,5005,rho_max,-0.3427
rag,Qwen-72B/hotpotqa,9,5005,K,0.106
rag,Qwen-72B/hotpotqa,10,3003,eq14_raw,0.012
rag,Qwen-72B/hotpotqa,10,3003,eq14_rel,0.035
rag,Qwen-72B/hotpotqa,10,3003,rho_mean,0.1199
rag,Qwen-72B/hotpotqa,10,3003,rho_max,-0.2781
rag,Qwen-72B/hotpotqa,10,3003,K,0.044
rag,Qwen-72B/hotpotqa,11,1365,eq14_raw,-0.0119
rag,Qwen-72B/hotpotqa,11,1365,eq14_rel,0.0231
rag,Qwen-72B/hotpotqa,11,1365,rho_mean,0.061
rag,Qwen-72B/hotpotqa,11,1365,rho_max,-0.2358
rag,Qwen-72B/hotpotqa,11,1365,K,0.0099
rag,Qwen-72B/hotpotqa,12,455,eq14_raw,-0.0402
rag,Qwen-72B/hotpotqa,12,455,eq14_rel,0.0132
rag,Qwen-72B/hotpotqa,12,455,rho_mean,-0.0025
rag,Qwen-72B/hotpotqa,12,455,rho_max,-0.1806
rag,Qwen-72B/hotpotqa,12,455,K,-0.0187
rag,Qwen-72B/hotpotqa,13,105,eq14_raw,-0.0576
rag,Qwen-72B/hotpotqa,13,105,eq14_rel,0.028
rag,Qwen-72B/hotpotqa,13,105,rho_mean,-0.0383
rag,Qwen-72B/hotpotqa,13,105,rho_max,-0.1439
rag,Qwen-72B/hotpotqa,13,105,K,-0.0804
rag,Qwen-72B/hotpotqa,4,34,upcr_k1,0.2086
rag,Qwen-72B/hotpotqa,5,34,upcr_k1,0.2073
rag,Qwen-72B/hotpotqa,6,34,upcr_k1,-0.0646
rag,Qwen-72B/natural-questions,3,286,eq14_raw,-0.0547
rag,Qwen-72B/natural-questions,3,286,eq14_rel,-0.215
rag,Qwen-72B/natural-questions,3,286,rho_mean,0.1769
rag,Qwen-72B/natural-questions,3,286,rho_max,0.066
rag,Qwen-72B/natural-questions,4,715,eq14_raw,0.111
rag,Qwen-72B/natural-questions,4,715,eq14_rel,-0.0614
