combination,n_added,tail_only,discovery_macro_auroc,confirmation_macro_auroc,all_macro_auroc,all_macro_auprc,mean_n_kept,fallback_cells
top1_surprisal__max__flat_top8_p1 + target_nll__max__spread4_p1 + entropy_excess_over_top1__max__flat_top8_p1 + top1_surprisal__max__spread4_p1 + top1_surprisal__max__flat_top5_p1,5,True,0.7757494765946144,0.7324628679619009,0.752441302715461,0.5967381284384781,4.769230769230769,3
top1_surprisal__max__spread8_p1 + top1_surprisal__max__flat_top8_p1 + entropy_excess_over_top1__max__flat_top8_p1 + top1_surprisal__max__spread4_p1 + kl_to_final__std__organic_all_p1,5,True,0.7757457727094517,0.7338651989768665,0.753194694545752,0.6021350850073565,4.230769230769231,10
top1_surprisal__max__flat_top8_p1 + target_nll__max__spread8_p1 + top1_surprisal__max__spread4_p1 + top1_surprisal__max__flat_top3_p2 + kl_to_final__std__organic_all_p1,5,True,0.775729047736804,0.727144093908659,0.7495679187524182,0.5955264479012091,4.384615384615385,8
top1_surprisal__max__spread8_p1 + entropy_excess_over_top1__max__flat_top8_p1 + top1_surprisal__max__spread4_p1 + top1_surprisal__max__flat_top5_p1 + top1_surprisal__max__flat_top3_p2,5,True,0.7755508493157324,0.7190722954772336,0.7451393203257713,0.5815986854975714,4.846153846153846,2
top1_surprisal__max__flat_top8_p1 + entropy_excess_over_top1__max__flat_top8_p1 + top1_surprisal__max__spread4_p1 + top1_surprisal__max__flat_top5_p1 + top1_surprisal__max__flat_top3_p2,5,True,0.7754466577653155,0.7202809054586209,0.7457420219078645,0.5853949415026806,4.846153846153846,2
kl_to_final__std__organic_all_p1 + target_nll__max__flat_top8_p1,2,False,0.775398952588093,0.7622998702940685,0.7683456005836184,0.6292104564167396,5.615384615384615,0
top1_surprisal__max__flat_top8_p1 + target_nll__max__spread4_p1 + top1_surprisal__max__spread4_p1 + top1_surprisal__max__flat_top3_p2 + kl_to_final__std__organic_all_p1,5,True,0.7753652449711721,0.7259522699481751,0.7487582584203274,0.5934031652564348,4.3076923076923075,8
top1_surprisal__max__spread4_p1 + top1_surprisal__max__flat_top3_p2 + kl_to_final__std__organic_all_p1,3,False,0.7752649477378147,0.765074391805505,0.7697777253127247,0.6254573816733109,6.615384615384615,0
top1_surprisal__max__spread8_p1 + top1_surprisal__max__flat_top8_p1 + entropy_excess_over_top1__max__flat_top8_p1 + top1_surprisal__max__flat_top5_p1 + top1_surprisal__max__flat_top3_p2,5,True,0.7750464276539315,0.7155302640457225,0.7429992626341265,0.5771622114592222,4.846153846153846,2
top1_surprisal__max__spread8_p1 + target_nll__max__spread8_p1 + top1_surprisal__max__flat_top5_p1 + top1_surprisal__max__flat_top3_p2 + kl_to_final__std__organic_all_p1,5,True,0.7750350770722413,0.7246378254371617,0.7478980954225831,0.5934796659020228,4.230769230769231,9
top1_surprisal__max__flat_top5_p1 + kl_to_final__std__organic_all_p1,2,False,0.7750053593048963,0.7637966276357471,0.7689698884061236,0.6241843301598974,5.615384615384615,0
top1_surprisal__max__spread8_p1 + target_nll__max__spread4_p1 + top1_surprisal__max__flat_top5_p1 + top1_surprisal__max__flat_top3_p2 + kl_to_final__std__organic_all_p1,5,True,0.7748272432923757,0.7247214831364871,0.7478472185930513,0.591342064494694,4.153846153846154,9
top1_surprisal__max__spread8_p1 + top1_surprisal__max__flat_top8_p1 + target_nll__max__spread4_p1 + entropy_excess_over_top1__max__flat_top8_p1 + top1_surprisal__max__flat_top5_p1,5,True,0.7746931208598576,0.7268129938015548,0.7489115139823099,0.5897031038821088,4.6923076923076925,3
top1_surprisal__max__flat_top8_p1 + target_nll__max__spread4_p1 + top1_surprisal__max__flat_top5_p1 + top1_surprisal__max__flat_top3_p2 + kl_to_final__std__organic_all_p1,5,True,0.7746618499816366,0.7236711805735011,0.7472053356849483,0.58822617903487,4.153846153846154,9
top1_surprisal__max__flat_top5_p1 + top1_surprisal__max__flat_top3_p2 + kl_to_final__std__organic_all_p1,3,False,0.7746554363559849,0.7628232315280086,0.7682842491409209,0.6216446739764525,6.615384615384615,0
top1_surprisal__max__spread8_p1 + target_nll__max__spread8_p1 + top1_surprisal__max__spread4_p1 + top1_surprisal__max__flat_top3_p2 + kl_to_final__std__organic_all_p1,5,True,0.7745962453321495,0.7281623052033599,0.7495933544935706,0.5964154213367246,4.3076923076923075,9
top1_surprisal__max__flat_top8_p1 + target_nll__max__spread8_p1 + top1_surprisal__max__flat_top5_p1 + top1_surprisal__max__flat_top3_p2 + kl_to_final__std__organic_all_p1,5,True,0.7744545596795424,0.7227252378901882,0.7466003094852746,0.5890450105383856,4.230769230769231,9
top1_surprisal__max__spread8_p1 + top1_surprisal__max__flat_top8_p1 + entropy_excess_over_top1__max__flat_top8_p1 + target_nll__max__spread8_p1 + top1_surprisal__max__spread4_p1,5,True,0.7744184914584192,0.7291625669294654,0.7500499167120593,0.5946068119154387,4.923076923076923,1
top1_surprisal__max__flat_top8_p1 + entropy_excess_over_top1__max__flat_top8_p1 + target_nll__max__spread8_p1 + top1_surprisal__max__spread4_p1 + top1_surprisal__max__flat_top5_p1,5,True,0.7743344230046327,0.727455987121001,0.749092188298062,0.592696725427513,4.846153846153846,2
top1_surprisal__max__spread8_p1 + entropy_excess_over_top1__max__flat_top8_p1 + target_nll__max__spread8_p1 + top1_surprisal__max__spread4_p1 + top1_surprisal__max__flat_top5_p1,5,True,0.7742846704799184,0.728510055972137,0.7496368011295746,0.5950066037379311,4.846153846153846,2
top1_surprisal__max__spread8_p1 + top1_surprisal__max__flat_top8_p1 + entropy_excess_over_top1__max__flat_top8_p1 + top1_surprisal__max__flat_top5_p1 + kl_to_final__std__organic_all_p1,5,True,0.7741985538148207,0.7288544985820341,0.7497825240740893,0.5971456711617715,4.230769230769231,10
top1_surprisal__max__spread8_p1 + top1_surprisal__max__flat_top8_p1 + entropy_excess_over_top1__max__flat_top8_p1 + top1_surprisal__max__spread4_p1 + top1_surprisal__max__flat_top5_p1,5,True,0.7741169241829723,0.7200794138106791,0.745019803213276,0.5858254172797117,4.846153846153846,2
top1_surprisal__max__spread8_p1 + target_nll__max__spread4_p1 + top1_surprisal__max__spread4_p1 + top1_surprisal__max__flat_top3_p2 + kl_to_final__std__organic_all_p1,5,True,0.7740669321330215,0.7270154963467679,0.7487315436327312,0.5927575378803311,4.230769230769231,9
target_nll__max__spread8_p1 + top1_surprisal__max__spread4_p1 + top1_surprisal__max__flat_top5_p1 + top1_surprisal__max__flat_top3_p2 + kl_to_final__std__organic_all_p1,5,True,0.7740163035284774,0.7275749986118912,0.7490094470349309,0.5968313315152473,4.3076923076923075,9
target_nll__max__spread4_p1 + top1_surprisal__max__spread4_p1 + top1_surprisal__max__flat_top5_p1 + top1_surprisal__max__flat_top3_p2 + kl_to_final__std__organic_all_p1,5,True,0.7738143417844023,0.7275425528544661,0.7488987631298213,0.5944549544846931,4.153846153846154,10
entropy_excess_over_top1__max__flat_top8_p1 + kl_to_final__std__organic_all_p1,2,False,0.7736149945718163,0.763609266653387,0.7682272949234314,0.622104525368121,5.615384615384615,0
top1_surprisal__max__flat_top8_p1 + entropy_excess_over_top1__max__flat_top8_p1 + top1_surprisal__max__spread4_p1 + top1_surprisal__max__flat_top3_p2 + kl_to_final__std__organic_all_p1,5,True,0.7736016931851647,0.7369362210774147,0.753858746665607,0.6015086856437961,4.3076923076923075,9
top1_surprisal__max__spread8_p1 + top1_surprisal__max__flat_top8_p1 + target_nll__max__spread8_p1 + top1_surprisal__max__spread4_p1 + kl_to_final__std__organic_all_p1,5,True,0.773519829281946,0.7252223692045108,0.7475135046248653,0.5936393628194507,4.384615384615385,8
top1_surprisal__max__flat_top8_p1 + target_nll__max__spread4_p1 + top1_surprisal__max__spread4_p1 + top1_surprisal__max__flat_top5_p1 + kl_to_final__std__organic_all_p1,5,True,0.7734889092043148,0.728641966460087,0.7493405554189613,0.5936161160232288,4.230769230769231,9
top1_surprisal__max__spread8_p1 + top1_surprisal__max__flat_top8_p1 + entropy_excess_over_top1__max__flat_top8_p1 + top1_surprisal__max__flat_top3_p2 + kl_to_final__std__organic_all_p1,5,True,0.7733960913303483,0.7341521569656618,0.7522647420570555,0.5991976141587614,4.3076923076923075,9
top1_surprisal__max__spread8_p1 + target_nll__max__spread8_p1 + top1_surprisal__max__spread4_p1 + top1_surprisal__max__flat_top5_p1 + kl_to_final__std__organic_all_p1,5,True,0.7732969192686948,0.7240023077899738,0.746753666933999,0.593336971029164,4.384615384615385,8
top1_surprisal__max__flat_top8_p1 + target_nll__max__spread8_p1 + top1_surprisal__max__spread4_p1 + top1_surprisal__max__flat_top5_p1 + kl_to_final__std__organic_all_p1,5,True,0.7732270766464455,0.7240424159938287,0.7467430286027288,0.5918158819817996,4.384615384615385,8
top1_surprisal__max__spread8_p1 + top1_surprisal__max__flat_top8_p1 + target_nll__max__spread4_p1 + top1_surprisal__max__spread4_p1 + kl_to_final__std__organic_all_p1,5,True,0.773223611713823,0.7275777606697583,0.7486450765362498,0.5918921818174037,4.3076923076923075,8
top1_surprisal__max__spread8_p1 + top1_surprisal__max__flat_top8_p1 + target_nll__max__spread4_p1 + top1_surprisal__max__spread4_p1 + top1_surprisal__max__flat_top3_p2,5,True,0.7731122435269123,0.7184371262284224,0.7436717957508022,0.5771472876677348,4.769230769230769,3
top1_surprisal__max__spread8_p1 + top1_surprisal__max__flat_top8_p1 + entropy_excess_over_top1__max__flat_top8_p1 + target_nll__max__spread8_p1 + top1_surprisal__max__flat_top5_p1,5,True,0.7728912234013642,0.7216615354912854,0.7453060068343988,0.5825677619626047,4.923076923076923,1
top1_surprisal__max__spread8_p1 + entropy_excess_over_top1__max__flat_top8_p1 + top1_surprisal__max__spread4_p1 + top1_surprisal__max__flat_top3_p2 + kl_to_final__std__organic_all_p1,5,True,0.7728672630337489,0.7353982032449213,0.7526916154551494,0.6015572705386855,4.3076923076923075,9
top1_surprisal__max__spread8_p1 + target_nll__max__spread4_p1 + top1_surprisal__max__spread4_p1 + top1_surprisal__max__flat_top5_p1 + kl_to_final__std__organic_all_p1,5,True,0.7727206833052124,0.7275296598787787,0.7483870553063633,0.5933075894840213,4.230769230769231,9
top1_surprisal__max__spread8_p1 + entropy_excess_over_top1__max__flat_top8_p1 + top1_surprisal__max__flat_top5_p1 + top1_surprisal__max__flat_top3_p2 + kl_to_final__std__organic_all_p1,5,True,0.7723761700181281,0.7329540123475605,0.7511488543493611,0.5991014213461586,4.3076923076923075,9
top1_surprisal__max__spread8_p1 + top1_surprisal__max__flat_top8_p1 + target_nll__max__spread4_p1 + top1_surprisal__max__flat_top5_p1 + kl_to_final__std__organic_all_p1,5,True,0.7723034472169313,0.7199955197321781,0.7441376401097564,0.5847196276078612,4.153846153846154,9
entropy_excess_over_top1__max__flat_top8_p1 + top1_surprisal__max__spread4_p1 + top1_surprisal__max__flat_top5_p1 + top1_surprisal__max__flat_top3_p2 + kl_to_final__std__organic_all_p1,5,True,0.7719421043661446,0.7349650687298289,0.7520313928696669,0.6002769909588996,4.3076923076923075,9
top1_surprisal__max__spread8_p1 + top1_surprisal__max__flat_top8_p1 + target_nll__max__spread4_p1 + top1_surprisal__max__flat_top5_p1 + top1_surprisal__max__flat_top3_p2,5,True,0.7718574666460665,0.7187909012029811,0.7432831621767129,0.5824352229878061,4.6923076923076925,4
top1_surprisal__max__flat_top8_p1 + target_nll__max__spread4_p1 + top1_surprisal__max__spread4_p1 + top1_surprisal__max__flat_top5_p1 + top1_surprisal__max__flat_top3_p2,5,True,0.7717668732053112,0.716432445301324,0.7419714120262412,0.5746058416027424,4.769230769230769,3
top1_surprisal__max__spread8_p1 + target_nll__max__spread4_p1 + top1_surprisal__max__spread4_p1 + top1_surprisal__max__flat_top5_p1 + top1_surprisal__max__flat_top3_p2,5,True,0.7716923515952899,0.7209984812562455,0.7443956521819584,0.5863752203551645,4.6923076923076925,4
top1_surprisal__max__flat_top8_p1 + entropy_excess_over_top1__max__flat_top8_p1 + top1_surprisal__max__flat_top5_p1 + top1_surprisal__max__flat_top3_p2 + kl_to_final__std__organic_all_p1,5,True,0.7716688681402749,0.7314755559921495,0.7500263154451307,0.5940919176148084,4.3076923076923075,9
top1_surprisal__max__flat_top3_p2 + kl_to_final__std__organic_all_p1,2,False,0.7716223828849698,0.7636166001183587,0.7673115767798714,0.6248007272896046,5.615384615384615,0
kl_to_final__std__organic_all_p1 + entropy_excess_over_top1__max__flat_top5_p1,2,False,0.7715232296147746,0.7649440228098227,0.7679805797967236,0.6198536857947582,5.615384615384615,0
top1_surprisal__max__spread8_p1 + top1_surprisal__max__flat_top8_p1 + top1_surprisal__max__spread4_p1 + top1_surprisal__max__flat_top3_p2 + kl_to_final__std__organic_all_p1,5,True,0.771179160670604,0.7222879143186584,0.7448531049426331,0.5920921464952319,4.076923076923077,12
top1_surprisal__max__spread8_p1 + top1_surprisal__max__flat_top8_p1 + top1_surprisal__max__spread4_p1 + top1_surprisal__max__flat_top5_p1 + top1_surprisal__max__flat_top3_p2,5,True,0.7707215606636648,0.7251485321941898,0.74618223764164,0.5939623734093019,5.0,0
top1_surprisal__max__spread8_p1 + top1_surprisal__max__spread4_p1 + top1_surprisal__max__flat_top5_p1 + top1_surprisal__max__flat_top3_p2 + kl_to_final__std__organic_all_p1,5,True,0.770612806187908,0.7211988340880059,0.7440052827494992,0.5917703304012693,4.076923076923077,12
top1_surprisal__max__flat_top8_p1 + top1_surprisal__max__spread4_p1 + top1_surprisal__max__flat_top5_p1 + top1_surprisal__max__flat_top3_p2 + kl_to_final__std__organic_all_p1,5,True,0.7702601165713476,0.7210633299916697,0.7437695391822902,0.5894994220287055,4.076923076923077,12
top1_surprisal__max__spread8_p1 + top1_surprisal__max__flat_top8_p1 + target_nll__max__spread8_p1 + top1_surprisal__max__spread4_p1 + top1_surprisal__max__flat_top3_p2,5,True,0.7701805411780415,0.7175203604068547,0.7418250592243255,0.574372083746785,4.769230769230769,3
top1_surprisal__max__flat_top8_p1 + entropy_excess_over_top1__max__flat_top8_p1 + top1_surprisal__max__spread4_p1 + top1_surprisal__max__flat_top5_p1 + kl_to_final__std__organic_all_p1,5,True,0.7700260087777054,0.7338927855142108,0.7505696577896698,0.5965378184245733,4.3076923076923075,9
top1_surprisal__max__spread8_p1 + top1_surprisal__max__flat_top8_p1 + top1_surprisal__max__flat_top5_p1 + top1_surprisal__max__flat_top3_p2 + kl_to_final__std__organic_all_p1,5,True,0.7700027529796097,0.7198231998246686,0.7429829935884876,0.588059961563192,4.076923076923077,12
top1_surprisal__max__flat_top8_p1 + target_nll__max__spread8_p1 + top1_surprisal__max__spread4_p1 + top1_surprisal__max__flat_top5_p1 + top1_surprisal__max__flat_top3_p2,5,True,0.7693469789118765,0.715624186743508,0.7404193215904472,0.5728459245015413,4.769230769230769,3
top1_surprisal__max__spread8_p1 + top1_surprisal__max__flat_top8_p1 + top1_surprisal__max__spread4_p1 + top1_surprisal__max__flat_top5_p1 + kl_to_final__std__organic_all_p1,5,True,0.7690125557857986,0.7239994095859588,0.7447747078320387,0.5912125645262436,4.0,13
top1_surprisal__max__spread8_p1 + top1_surprisal__max__flat_top8_p1 + target_nll__max__spread8_p1 + top1_surprisal__max__flat_top5_p1 + top1_surprisal__max__flat_top3_p2,5,True,0.7689905782995113,0.7207464573803726,0.7430129747276673,0.5820891173319186,4.615384615384615,5
top1_surprisal__max__spread8_p1 + target_nll__max__spread8_p1 + top1_surprisal__max__spread4_p1 + top1_surprisal__max__flat_top5_p1 + top1_surprisal__max__flat_top3_p2,5,True,0.7689475011906471,0.7213893124934284,0.7433392457382986,0.5853677759543957,4.6923076923076925,4
top1_surprisal__max__spread8_p1 + top1_surprisal__max__flat_top8_p1 + target_nll__max__spread4_p1 + top1_surprisal__max__spread4_p1 + top1_surprisal__max__flat_top5_p1,5,True,0.7688517477719455,0.7163543777052411,0.7405839331206432,0.5742407034827343,4.769230769230769,3
top1_surprisal__max__spread8_p1 + top1_surprisal__max__flat_top8_p1 + target_nll__max__spread8_p1 + top1_surprisal__max__spread4_p1 + top1_surprisal__max__flat_top5_p1,5,True,0.767203064792973,0.7160620645514283,0.7396656031244488,0.5724797697637233,4.769230769230769,3
