cell,family,kind,method,k,lambda,auroc
epr_triviaqa_mistral24b,triviaqa,sweep,uc_obs,16,3.0,0.6826674896195714
epr_triviaqa_mistral24b,triviaqa,sweep,uc_obs,16,10.0,0.7104140949388396
epr_triviaqa_mistral24b,triviaqa,sweep,uc_obs,16,30.0,0.7195320390528561
epr_triviaqa_mistral24b,triviaqa,sweep,uc_obs,17,0.0,0.5805184603299294
epr_triviaqa_mistral24b,triviaqa,sweep,uc_obs,17,0.003,0.5811216474020874
epr_triviaqa_mistral24b,triviaqa,sweep,uc_obs,17,0.01,0.5819913589945012
epr_triviaqa_mistral24b,triviaqa,sweep,uc_obs,17,0.03,0.5844321624957918
epr_triviaqa_mistral24b,triviaqa,sweep,uc_obs,17,0.1,0.5928767815060038
epr_triviaqa_mistral24b,triviaqa,sweep,uc_obs,17,0.3,0.6103832342049154
epr_triviaqa_mistral24b,triviaqa,sweep,uc_obs,17,1.0,0.6408091123330715
epr_triviaqa_mistral24b,triviaqa,sweep,uc_obs,17,3.0,0.672076646840983
epr_triviaqa_mistral24b,triviaqa,sweep,uc_obs,17,10.0,0.7041437549096623
epr_triviaqa_mistral24b,triviaqa,sweep,uc_obs,17,30.0,0.7160391650768713
epr_triviaqa_mistral24b,triviaqa,sweep,uc_obs,18,0.0,0.5805324879362586
epr_triviaqa_mistral24b,triviaqa,sweep,uc_obs,18,0.003,0.5809392885198069
epr_triviaqa_mistral24b,triviaqa,sweep,uc_obs,18,0.01,0.5816687240489283
epr_triviaqa_mistral24b,triviaqa,sweep,uc_obs,18,0.03,0.5840814723375604
epr_triviaqa_mistral24b,triviaqa,sweep,uc_obs,18,0.1,0.5922595668275166
epr_triviaqa_mistral24b,triviaqa,sweep,uc_obs,18,0.3,0.6098081023454158
epr_triviaqa_mistral24b,triviaqa,sweep,uc_obs,18,1.0,0.6397570418583773
epr_triviaqa_mistral24b,triviaqa,sweep,uc_obs,18,3.0,0.6711508248232522
epr_triviaqa_mistral24b,triviaqa,sweep,uc_obs,18,10.0,0.7037229267197844
epr_triviaqa_mistral24b,triviaqa,sweep,uc_obs,18,30.0,0.7157866681629447
epr_triviaqa_mistral24b,triviaqa,sweep,uc_obs,19,0.0,0.5705448322298283
epr_triviaqa_mistral24b,triviaqa,sweep,uc_obs,19,0.003,0.5708814947817304
epr_triviaqa_mistral24b,triviaqa,sweep,uc_obs,19,0.01,0.5718073167994613
epr_triviaqa_mistral24b,triviaqa,sweep,uc_obs,19,0.03,0.575019638648861
epr_triviaqa_mistral24b,triviaqa,sweep,uc_obs,19,0.1,0.5844041072831332
epr_triviaqa_mistral24b,triviaqa,sweep,uc_obs,19,0.3,0.6047160812478958
epr_triviaqa_mistral24b,triviaqa,sweep,uc_obs,19,1.0,0.6372320727191112
epr_triviaqa_mistral24b,triviaqa,sweep,uc_obs,19,3.0,0.6701127819548871
epr_triviaqa_mistral24b,triviaqa,sweep,uc_obs,19,10.0,0.7033441813488945
epr_triviaqa_mistral24b,triviaqa,sweep,uc_obs,19,30.0,0.7157726405566155
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,1,0.0,0.7292391426327012
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,1,0.003,0.7292391426327012
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,1,0.01,0.7292391426327012
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,1,0.03,0.7292391426327012
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,1,0.1,0.7292391426327012
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,1,0.3,0.7292391426327012
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,1,1.0,0.7292391426327012
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,1,3.0,0.7292391426327012
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,1,10.0,0.7292391426327012
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,1,30.0,0.7292391426327012
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,2,0.0,0.722323532712378
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,2,0.003,0.7225058915946583
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,2,0.01,0.7226601952642802
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,2,0.03,0.7240208730782178
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,2,0.1,0.7276820783301537
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,2,0.3,0.7320025810795645
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,2,1.0,0.7346397710694648
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,2,3.0,0.7357058691504881
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,2,10.0,0.7357058691504883
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,2,30.0,0.7358180900011222
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,3,0.0,0.7130793401413982
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,3,0.003,0.7131214229603859
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,3,0.01,0.7133739198743125
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,3,0.03,0.7143698799236898
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,3,0.1,0.7166984625743463
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,3,0.3,0.7213977106946471
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,3,1.0,0.7290006733251038
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,3,3.0,0.7335456177757829
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,3,10.0,0.7354112894175737
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,3,30.0,0.7358882280327684
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,4,0.0,0.7116344966894848
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,4,0.003,0.7115503310515094
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,4,0.01,0.7118449107844238
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,4,0.03,0.7121254629110089
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,4,0.1,0.7142997418920436
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,4,0.3,0.7186482998541128
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,4,1.0,0.7277522163618
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,4,3.0,0.7335456177757829
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,4,10.0,0.7361126697340366
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,4,30.0,0.7364773874985973
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,5,0.0,0.7117607451464483
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,5,0.003,0.7117888003591067
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,5,0.01,0.7120132420603746
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,5,0.03,0.7126164291325328
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,5,0.1,0.7143979351363483
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,5,0.3,0.7185921894287958
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,5,1.0,0.7277802715744585
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,5,3.0,0.7340085287846483
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,5,10.0,0.7362950286163169
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,5,30.0,0.737066546964426
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,6,0.0,0.7118308831780945
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,6,0.003,0.7119431040287285
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,6,0.01,0.7120693524856918
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,6,0.03,0.7123218493996184
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,6,0.1,0.7145241835933116
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,6,0.3,0.7184519133655032
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,6,1.0,0.7276399955111659
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,6,3.0,0.7334333969251488
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,6,10.0,0.7362389181909998
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,6,30.0,0.7370946021770846
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,7,0.0,0.7117607451464483
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,7,0.003,0.7119711592413871
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,7,0.01,0.712181573336326
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,7,0.03,0.7127707328021546
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,7,0.1,0.7144680731679947
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,7,0.3,0.7186482998541129
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,7,1.0,0.7277101335428122
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,7,3.0,0.7333632588935024
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,7,10.0,0.7362108629783414
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,7,30.0,0.7372769610593648
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,8,0.0,0.7101335428122544
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,8,0.003,0.710386039726181
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,8,0.01,0.7107647850970711
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,8,0.03,0.7117046347211313
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,8,0.1,0.7143979351363484
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,8,0.3,0.7191112108629784
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,8,1.0,0.7277802715744586
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,8,3.0,0.7339383907530018
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,8,10.0,0.7372208506340476
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,8,30.0,0.7381326450454495
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,9,0.0,0.710105487599596
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,9,0.003,0.7102878464818764
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,9,0.01,0.7105543710021321
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,9,0.03,0.7113819997755584
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,9,0.1,0.7139490517338122
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,9,0.3,0.7179609471439793
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,9,1.0,0.7255919649870946
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,9,3.0,0.7321849399618449
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,9,10.0,0.7353972618112445
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,9,30.0,0.7361126697340366
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,10,0.0,0.7100914599932667
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,10,0.003,0.710273818875547
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,10,0.01,0.7105263157894737
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,10,0.03,0.7114381102008753
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,10,0.1,0.7141594658287511
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,10,0.3,0.7186062170351251
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,10,1.0,0.7256059925934237
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,10,3.0,0.731974525866906
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,10,10.0,0.7352850409606104
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,10,30.0,0.7361126697340368
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,11,0.0,0.710329929300864
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,11,0.003,0.7104000673325104
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,11,0.01,0.710540343395803
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,11,0.03,0.7114100549882167
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,11,0.1,0.7138228032768488
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,11,0.3,0.718213444057906
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,11,1.0,0.7250448883402536
epr_triviaqa_mistral24b,triviaqa,sweep,uclean_obs,11,3.0,0.7311749523061385
