source,world,group,budget,reference,candidate,n_units,mean_delta,median_delta,ci95_low,ci95_high,wins,losses,catastrophic_losses_5pp
real,real,all,20,upcr,hybrid_domain_active,24,-0.001872985267392574,-0.0017603243060365092,-0.0040757099597512406,0.0002373055539331547,8,16,0
real,real,QA,20,upcr,hybrid_domain_active,9,-0.0031467848606760995,-0.0017723165939941277,-0.007268890693434572,0.00034670446775607474,3,6,0
real,real,math,20,upcr,hybrid_domain_active,15,-0.0011087055114224586,-0.0017483320180788908,-0.0035005665890294937,0.0014379548596433077,5,10,0
synthetic,upcr_sufficient,all,20,upcr,hybrid_domain_active,12,-0.0006186241349205498,-0.0007002946849561931,-0.0008297368710000415,-0.00040706040217909406,0,12,0
synthetic,shared_correction,all,20,upcr,hybrid_domain_active,12,0.47632028798526377,0.4779500917520314,0.46798563623954614,0.4844316836125904,12,0,0
synthetic,family_shift,all,20,upcr,hybrid_domain_active,12,-0.000775504961135746,-0.0006941132855354248,-0.0009940467486787405,-0.0005753704171067011,0,12,0
real,real,all,20,local_uniform2,local_active2,24,-0.0012985630369845708,-0.0011530111095112705,-0.002976541148517756,0.000407534436746221,10,14,0
real,real,QA,20,local_uniform2,local_active2,9,-0.001149301047774492,-0.001650895400895358,-0.004141225394360646,0.002269168903108433,4,5,0
real,real,math,20,local_uniform2,local_active2,15,-0.001388120230510618,-0.000655126818127183,-0.003335753747221621,0.0004485193493675241,6,9,0
synthetic,upcr_sufficient,all,20,local_uniform2,local_active2,12,0.0001623244078916656,0.00023254799027955242,-3.506803285932188e-05,0.0003641486811795799,8,4,0
synthetic,shared_correction,all,20,local_uniform2,local_active2,12,0.03938598659619824,0.03833614959548687,0.02974036905262324,0.050196390026746446,12,0,0
synthetic,family_shift,all,20,local_uniform2,local_active2,12,1.4076698820771524e-05,2.4400500015619997e-05,-0.00013000825870096547,0.00014891447217938223,6,6,0
real,real,all,20,local_uniform2,hybrid_domain_uniform,24,-0.009183635343697571,-0.0076794514407583225,-0.012991065478298053,-0.005924888757592169,1,23,0
real,real,QA,20,local_uniform2,hybrid_domain_uniform,9,-0.010161631430587804,-0.008004767924641776,-0.016447999868698996,-0.005018529350844371,0,9,0
real,real,math,20,local_uniform2,hybrid_domain_uniform,15,-0.008596837691563431,-0.007354134956874869,-0.013681260673834333,-0.004568879877426053,1,14,0
synthetic,upcr_sufficient,all,20,local_uniform2,hybrid_domain_uniform,12,-0.0017405376992805366,-0.0017909415186851962,-0.001969519861001614,-0.0015170490292260232,0,12,0
synthetic,shared_correction,all,20,local_uniform2,hybrid_domain_uniform,12,0.18715777084553262,0.1943627477272442,0.17255656855916846,0.20171670431764435,12,0,0
synthetic,family_shift,all,20,local_uniform2,hybrid_domain_uniform,12,-0.0018531457834428295,-0.0019365615233001843,-0.0021573047644206545,-0.0015433435332802296,0,12,0
real,real,all,20,local_uniform2,hybrid_domain_active,24,-0.0013901284947866698,-0.0019478962395830801,-0.003571000541153669,0.0007632307687578283,8,16,0
real,real,QA,20,local_uniform2,hybrid_domain_active,9,-0.0018438565921682607,-0.002473164254619298,-0.006711048059810503,0.00305098388752794,3,6,0
real,real,math,20,local_uniform2,hybrid_domain_active,15,-0.0011178916363577152,-0.0019049753473777686,-0.00315450986734546,0.00086923567357065,5,10,0
synthetic,upcr_sufficient,all,20,local_uniform2,hybrid_domain_active,12,-0.00016598328997730985,-0.00015093131137705607,-0.0003861436000143272,4.7833868946307264e-05,4,8,0
synthetic,shared_correction,all,20,local_uniform2,hybrid_domain_active,12,0.18900609869886312,0.19628764947539484,0.17423311800600516,0.20347765373633453,12,0,0
synthetic,family_shift,all,20,local_uniform2,hybrid_domain_active,12,-0.0001361135908876654,-8.137626016202493e-05,-0.00037388002411682707,9.312822252235022e-05,5,7,0
real,real,all,20,hybrid_domain_uniform,hybrid_domain_active,24,0.007793506848910901,0.006473263824503028,0.005286472051969794,0.010817843939263898,23,1,0
real,real,QA,20,hybrid_domain_uniform,hybrid_domain_active,9,0.008317774838419544,0.006038542029996652,0.004402096645568132,0.013234188984334606,9,0,0
real,real,math,20,hybrid_domain_uniform,hybrid_domain_active,15,0.007478946055205715,0.006710478541863241,0.004397840198833133,0.011485945358415916,14,1,0
synthetic,upcr_sufficient,all,20,hybrid_domain_uniform,hybrid_domain_active,12,0.0015745544093032267,0.0014029042868783925,0.0012149972642053891,0.0019613195698304805,12,0,0
synthetic,shared_correction,all,20,hybrid_domain_uniform,hybrid_domain_active,12,0.0018483278533305096,0.0016145216949877694,0.00139190653891848,0.0024354392294100974,12,0,0
synthetic,family_shift,all,20,hybrid_domain_uniform,hybrid_domain_active,12,0.0017170321925551642,0.0017127583903918109,0.0013347024677528832,0.0020748027773567165,12,0,0
real,real,all,20,pooled_domain_lofo,hybrid_domain_active,24,0.01250034265324631,0.009108334367899762,0.008205933111077084,0.01760107145286189,23,1,0
real,real,QA,20,pooled_domain_lofo,hybrid_domain_active,9,0.014171378588155549,0.009862905560271473,0.006914095290164483,0.023672272288714456,9,0,0
real,real,math,20,pooled_domain_lofo,hybrid_domain_active,15,0.011497721092300768,0.008608574327752194,0.006694069597099743,0.01758576435661475,14,1,0
synthetic,upcr_sufficient,all,20,pooled_domain_lofo,hybrid_domain_active,12,0.0032678487754780514,0.0031252613010812613,0.0029745512036519427,0.00361003762177714,12,0,0
synthetic,shared_correction,all,20,pooled_domain_lofo,hybrid_domain_active,12,0.0035163654165352256,0.003363215551185794,0.0026084689344465393,0.004546797203986371,12,0,0
synthetic,family_shift,all,20,pooled_domain_lofo,hybrid_domain_active,12,0.0035738472814844935,0.0035358396187166186,0.0031861870923435075,0.003968165417567058,12,0,0
real,real,all,40,upcr,local_controlled2,24,-0.0007478747427775942,-0.001461227454848557,-0.0029731725917169233,0.002028076540972484,7,17,0
real,real,QA,40,upcr,local_controlled2,9,-0.0011872450713091595,-0.0015715657168107189,-0.004919392988111063,0.002597078860374022,4,5,0
real,real,math,40,upcr,local_controlled2,15,-0.00048425254565865515,-0.0013508891928863953,-0.0030061820049823453,0.0034349647497460916,3,12,0
synthetic,upcr_sufficient,all,40,upcr,local_controlled2,12,-0.0003655120914752841,-0.00034849297159833537,-0.0005027244125734608,-0.00023896660092377208,0,12,0
synthetic,shared_correction,all,40,upcr,local_controlled2,12,0.4000985146432517,0.39968421016753186,0.3925945989618749,0.40768743497173915,12,0,0
synthetic,family_shift,all,40,upcr,local_controlled2,12,-0.0005845616867293327,-0.0005750035056392155,-0.0007276648007694211,-0.0004530263104087403,0,12,0
real,real,all,40,upcr,local_uniform2,24,-0.00052418182585424,-0.0016516542534326106,-0.0025972012967650678,0.0020812602076178085,7,17,0
real,real,QA,40,upcr,local_uniform2,9,-0.0010663587583547513,-0.002432837219318751,-0.00421549520954543,0.0025782046964804638,3,6,0
real,real,math,40,upcr,local_uniform2,15,-0.00019887566635393334,-0.001196990424076616,-0.0026552449370455507,0.003466977685135372,4,11,0
synthetic,upcr_sufficient,all,40,upcr,local_uniform2,12,-0.0004334271167256709,-0.0004442237016548112,-0.0005441761970066285,-0.0003387062274148256,0,12,0
synthetic,shared_correction,all,40,upcr,local_uniform2,12,0.39486054303988566,0.39134586606118804,0.3869254866744942,0.4029285980904586,12,0,0
synthetic,family_shift,all,40,upcr,local_uniform2,12,-0.0005891654426256054,-0.0005444272953828988,-0.0007254978950657095,-0.00045829143452763153,0,12,0
real,real,all,40,upcr,local_active2,24,-0.0008540946609011899,-0.0011468055885889283,-0.0037047557395570273,0.002649486986840949,9,15,0
real,real,QA,40,upcr,local_active2,9,-0.0024011350860284855,-0.0011698161492732506,-0.006954546380729341,0.0018475408860110232,4,5,0
real,real,math,40,upcr,local_active2,15,7.412959417518739e-05,-0.001123795027904606,-0.0032929440116597868,0.004706294891014605,5,10,0
synthetic,upcr_sufficient,all,40,upcr,local_active2,12,5.4435105713568355e-06,-1.0507438596096819e-05,-7.010679944286825e-05,9.010737349602732e-05,5,7,0
synthetic,shared_correction,all,40,upcr,local_active2,12,0.40240137120121755,0.40030567654078836,0.39553629925269146,0.40983956221662027,12,0,0
synthetic,family_shift,all,40,upcr,local_active2,12,-0.0003165944559447205,-0.00033966694369746975,-0.00040624764642348244,-0.00020452909519694484,1,11,0
real,real,all,40,upcr,pooled_domain_lofo,24,-0.014373327920638885,-0.01321520290649797,-0.02017510057095565,-0.009197485910243178,1,23,1
real,real,QA,40,upcr,pooled_domain_lofo,9,-0.01731816344883165,-0.014011180992313244,-0.026107033615879793,-0.00928629825191349,0,9,0
real,real,math,40,upcr,pooled_domain_lofo,15,-0.012606426603723226,-0.009667417035800097,-0.02016529668594113,-0.006099695232177625,1,14,1
synthetic,upcr_sufficient,all,40,upcr,pooled_domain_lofo,12,-0.003886472910398601,-0.003931454356363329,-0.004137873091102434,-0.0036343847614573794,0,12,0
synthetic,shared_correction,all,40,upcr,pooled_domain_lofo,12,0.47280392256872866,0.4743482745460628,0.4649894042922877,0.48013463014420776,12,0,0
synthetic,family_shift,all,40,upcr,pooled_domain_lofo,12,-0.00434935224262024,-0.004359137177497696,-0.004711181433096423,-0.0039970602408097005,0,12,0
real,real,all,40,upcr,pooled_all_lofo,24,-0.009552162151053928,-0.008561747028085875,-0.013469079597612711,-0.005738247510513023,3,21,0
real,real,QA,40,upcr,pooled_all_lofo,9,-0.009557809553297658,-0.008898482850434375,-0.013444731972856297,-0.005511046923427428,1,8,0
real,real,math,40,upcr,pooled_all_lofo,15,-0.009548773709707688,-0.008225011205737376,-0.01550120945829513,-0.004083057145182822,2,13,0
synthetic,upcr_sufficient,all,40,upcr,pooled_all_lofo,12,-0.0039040385520368037,-0.004089866179840307,-0.00414226726795297,-0.0036483532269638865,0,12,0
synthetic,shared_correction,all,40,upcr,pooled_all_lofo,12,0.4733998951213471,0.47492702428605127,0.46566335875238124,0.4809651892075743,12,0,0
synthetic,family_shift,all,40,upcr,pooled_all_lofo,12,-0.0038513648155986033,-0.003930891809194481,-0.0041395867864137985,-0.003526258203714105,0,12,0
real,real,all,40,upcr,hybrid_domain_uniform,24,-0.006969840313990182,-0.006097122681181177,-0.009958459681854274,-0.0041314635790646774,3,21,0
real,real,QA,40,upcr,hybrid_domain_uniform,9,-0.008218391544147989,-0.006119363720233029,-0.012079363674254941,-0.004944284471638436,0,9,0
real,real,math,40,upcr,hybrid_domain_uniform,15,-0.006220709575895497,-0.006019151846785142,-0.010476147025395401,-0.00215100707631883,3,12,0
synthetic,upcr_sufficient,all,40,upcr,hybrid_domain_uniform,12,-0.0016515890284662198,-0.0016906187300403386,-0.001937513995419802,-0.0013827120045968562,0,12,0
synthetic,shared_correction,all,40,upcr,hybrid_domain_uniform,12,0.47520541429306556,0.47683262183731107,0.4669764306257175,0.483088932315121,12,0,0
synthetic,family_shift,all,40,upcr,hybrid_domain_uniform,12,-0.0017090869589247992,-0.0018103031871506414,-0.001952456273540969,-0.0014557279474888699,0,12,0
real,real,all,40,upcr,hybrid_domain_active,24,-0.0011245846802836468,-0.0005704545611144307,-0.0030562511403611826,0.0008373516562237006,8,16,0
real,real,QA,40,upcr,hybrid_domain_active,9,-0.0017894473837903016,-0.0005976835034308126,-0.004949254640197231,0.0007872399915354593,3,6,0
real,real,math,40,upcr,hybrid_domain_active,15,-0.0007256670581796538,-0.0005323193916351165,-0.003214201113390695,0.0019393015803429532,5,10,0
synthetic,upcr_sufficient,all,40,upcr,hybrid_domain_active,12,-0.0005915995230859431,-0.0006256984999128412,-0.0007408365219066466,-0.0004312081803803998,1,11,0
synthetic,shared_correction,all,40,upcr,hybrid_domain_active,12,0.4763877282119224,0.47796399825192937,0.4680687104729729,0.4847488573519208,12,0,0
synthetic,family_shift,all,40,upcr,hybrid_domain_active,12,-0.0007497617529047077,-0.0006829237483861883,-0.0008953195988553271,-0.0006240431081337957,0,12,0
real,real,all,40,local_uniform2,local_active2,24,-0.0003299128350469499,0.0006057470144484878,-0.002146796029708153,0.0014371342272992192,13,11,0
real,real,QA,40,local_uniform2,local_active2,9,-0.0013347763276737343,-0.00012792248903359393,-0.005103189467192826,0.0027870070570445173,4,5,0
real,real,math,40,local_uniform2,local_active2,15,0.00027300526052912073,0.0006724275651730505,-0.0012850895764246562,0.0017958402324566999,9,6,0
synthetic,upcr_sufficient,all,40,local_uniform2,local_active2,12,0.00043887062729702775,0.0004335412668787786,0.0002918856132185066,0.0006170302798270213,12,0,0
synthetic,shared_correction,all,40,local_uniform2,local_active2,12,0.0075408281613318084,0.009850511494998326,0.0027506689209496242,0.012227125256663899,9,3,0
synthetic,family_shift,all,40,local_uniform2,local_active2,12,0.0002725709866808849,0.00024506866042728337,9.123853934896246e-05,0.0004491775356265166,9,3,0
real,real,all,40,local_uniform2,hybrid_domain_uniform,24,-0.006445658488135941,-0.005750686069940225,-0.009316973293427068,-0.0037933139122790518,5,19,0
real,real,QA,40,local_uniform2,hybrid_domain_uniform,9,-0.007152032785793239,-0.006090713832670236,-0.012679948169981756,-0.0021782178319180072,2,7,0
real,real,math,40,local_uniform2,hybrid_domain_uniform,15,-0.006021833909541563,-0.005410658307210214,-0.009287345304983914,-0.0031379949806087295,3,12,0
synthetic,upcr_sufficient,all,40,local_uniform2,hybrid_domain_uniform,12,-0.0012181619117405489,-0.0013182988090509884,-0.0015108980693441516,-0.0009347894695330049,0,12,0
synthetic,shared_correction,all,40,local_uniform2,hybrid_domain_uniform,12,0.0803448712531798,0.07924170930727426,0.07231034725376646,0.08908923460633965,12,0,0
synthetic,family_shift,all,40,local_uniform2,hybrid_domain_uniform,12,-0.0011199215162991938,-0.001210759858838062,-0.001382233656651084,-0.000836950697450325,0,12,0
real,real,all,40,local_uniform2,hybrid_domain_active,24,-0.0006004028544294068,-3.8999931384842146e-05,-0.00256421004954439,0.0012588756578805428,11,13,0
real,real,QA,40,local_uniform2,hybrid_domain_active,9,-0.0007230886254355503,-0.0005690336158680198,-0.004647856059076163,0.003014186372584745,4,5,0
real,real,math,40,local_uniform2,hybrid_domain_active,15,-0.0005267913918257205,-1.9172113289833703e-05,-0.002551829133121161,0.00133349888577386,7,8,0
synthetic,upcr_sufficient,all,40,local_uniform2,hybrid_domain_active,12,-0.00015817240636027222,-0.00012730063457971896,-0.0003470989774718073,3.4607190869789045e-05,3,9,0
synthetic,shared_correction,all,40,local_uniform2,hybrid_domain_active,12,0.08152718517203668,0.08063016072137119,0.07319432795851653,0.0906323874892093,12,0,0
synthetic,family_shift,all,40,local_uniform2,hybrid_domain_active,12,-0.0001605963102791023,-0.00020870696235192332,-0.000369073682116753,3.6857220297458914e-05,5,7,0
real,real,all,40,hybrid_domain_uniform,hybrid_domain_active,24,0.005845255633706535,0.005526668120066747,0.004376652638560163,0.007536451350554451,24,0,0
real,real,QA,40,hybrid_domain_uniform,hybrid_domain_active,9,0.006428944160357688,0.005689745378444244,0.004088309907915401,0.008959094105062364,9,0,0
real,real,math,40,hybrid_domain_uniform,hybrid_domain_active,15,0.005495042517715843,0.005195811419985041,0.0037160754742259316,0.007611504062062146,15,0,0
synthetic,upcr_sufficient,all,40,hybrid_domain_uniform,hybrid_domain_active,12,0.0010599895053802766,0.0010151249886611313,0.0006942889419030475,0.0014583138152096066,12,0,0
synthetic,shared_correction,all,40,hybrid_domain_uniform,hybrid_domain_active,12,0.0011823139188568792,0.0011117701064686236,0.0008891334382938347,0.0015332661594006107,12,0,0
synthetic,family_shift,all,40,hybrid_domain_uniform,hybrid_domain_active,12,0.0009593252060200915,0.001023499586067289,0.0006110424146933693,0.0012996956084644095,11,1,0
real,real,all,40,pooled_domain_lofo,hybrid_domain_active,24,0.013248743240355238,0.010082794697421404,0.008968549154683174,0.018348791955831337,24,0,0
real,real,QA,40,pooled_domain_lofo,hybrid_domain_active,9,0.015528716065041347,0.012511694315828326,0.007857604881183323,0.024950047396270922,9,0,0
real,real,math,40,pooled_domain_lofo,hybrid_domain_active,15,0.011880759545543573,0.009075342465753256,0.007162652186121228,0.017785075119067538,15,0,0
synthetic,upcr_sufficient,all,40,pooled_domain_lofo,hybrid_domain_active,12,0.003294873387312658,0.003207305823101414,0.002997409757823138,0.0036503065810181146,12,0,0
synthetic,shared_correction,all,40,pooled_domain_lofo,hybrid_domain_active,12,0.003583805643193753,0.0033892314948822944,0.002634205517191995,0.004648123160388713,12,0,0
synthetic,family_shift,all,40,pooled_domain_lofo,hybrid_domain_active,12,0.0035995904897155317,0.003613980328091404,0.003194824841924673,0.004014030780876582,12,0,0
real,real,all,80,upcr,local_controlled2,24,-0.0002591728972995237,-0.001096461007369487,-0.002491027429939519,0.002475202997077641,8,16,0
real,real,QA,80,upcr,local_controlled2,9,0.0001145355411484244,-0.0006700196198803354,-0.00387050710605095,0.004237344621853743,3,6,0
real,real,math,80,upcr,local_controlled2,15,-0.00048339796036829253,-0.0014616434955311286,-0.003008417539451163,0.0031863808458780685,5,10,0
synthetic,upcr_sufficient,all,80,upcr,local_controlled2,12,-0.0001136758067029527,-7.199621678505297e-05,-0.0002066537800026663,-2.0551806154943168e-05,2,10,0
synthetic,shared_correction,all,80,upcr,local_controlled2,12,0.440828914569559,0.44080569291541233,0.4322671052134097,0.44968020588473895,12,0,0
synthetic,family_shift,all,80,upcr,local_controlled2,12,-0.0004935411769569816,-0.00042599731008330366,-0.000621157134340191,-0.00037712335815404704,0,12,0
real,real,all,80,upcr,local_uniform2,24,-0.0003534375703375577,-0.0011077278873931062,-0.002688792111136399,0.002425816940934474,8,16,0
real,real,QA,80,upcr,local_uniform2,9,-0.0006963291043766942,-0.0010806595365419058,-0.004704753684220068,0.0036028520872436456,3,6,0
real,real,math,80,upcr,local_uniform2,15,-0.0001477026499140758,-0.0011347962382443066,-0.0027635474493797807,0.003606849029452575,5,10,0
synthetic,upcr_sufficient,all,80,upcr,local_uniform2,12,-0.0002952499669560867,-0.0003197513856004197,-0.0003934356494262756,-0.00019247062936485996,1,11,0
synthetic,shared_correction,all,80,upcr,local_uniform2,12,0.4392014120995625,0.43976881261672324,0.4300907934511215,0.4482743587494852,12,0,0
synthetic,family_shift,all,80,upcr,local_uniform2,12,-0.00044110569124587257,-0.0003615078518593995,-0.0005821850827633019,-0.00031147785305242297,0,12,0
real,real,all,80,upcr,local_active2,24,0.0006928835261517571,-0.0006373103312795059,-0.002420660947492561,0.004314247778709993,11,13,0
real,real,QA,80,upcr,local_active2,9,0.00022273875092088731,0.0007365496139652983,-0.004789578057052346,0.004741757191616869,5,4,0
real,real,math,80,upcr,local_active2,15,0.0009749703912902788,-0.0008082843174700427,-0.0027691412025725257,0.006163379242849005,6,9,0
synthetic,upcr_sufficient,all,80,upcr,local_active2,12,8.085910467787542e-05,5.224680762139222e-05,1.0672552647304539e-05,0.00015538961595882257,8,4,0
synthetic,shared_correction,all,80,upcr,local_active2,12,0.43702387164502504,0.4355824681299281,0.4295049502612097,0.44473160874856826,12,0,0
synthetic,family_shift,all,80,upcr,local_active2,12,-0.00020163195262621705,-0.00018052480165831053,-0.0002780713412758901,-0.00011886325533506759,1,11,0
real,real,all,80,upcr,pooled_domain_lofo,24,-0.014373327920638885,-0.01321520290649797,-0.02015560589755436,-0.009083747077260259,1,23,1
real,real,QA,80,upcr,pooled_domain_lofo,9,-0.01731816344883165,-0.014011180992313244,-0.026135828633383984,-0.009469999282025314,0,9,0
real,real,math,80,upcr,pooled_domain_lofo,15,-0.012606426603723226,-0.009667417035800097,-0.020096500414850352,-0.006049091783523656,1,14,1
synthetic,upcr_sufficient,all,80,upcr,pooled_domain_lofo,12,-0.003886472910398601,-0.003931454356363329,-0.004133544401524741,-0.003635958743790297,0,12,0
synthetic,shared_correction,all,80,upcr,pooled_domain_lofo,12,0.47280392256872866,0.4743482745460628,0.4652894233620958,0.4799403500639889,12,0,0
synthetic,family_shift,all,80,upcr,pooled_domain_lofo,12,-0.00434935224262024,-0.004359137177497696,-0.004716078770724759,-0.004000783255057678,0,12,0
real,real,all,80,upcr,pooled_all_lofo,24,-0.009552162151053928,-0.008561747028085875,-0.013477266978765999,-0.0057460887194369465,3,21,0
real,real,QA,80,upcr,pooled_all_lofo,9,-0.009557809553297658,-0.008898482850434375,-0.013445260961164485,-0.005521574032618405,1,8,0
real,real,math,80,upcr,pooled_all_lofo,15,-0.009548773709707688,-0.008225011205737376,-0.015498232677731764,-0.003895867438321722,2,13,0
synthetic,upcr_sufficient,all,80,upcr,pooled_all_lofo,12,-0.0039040385520368037,-0.004089866179840307,-0.004138372421940955,-0.0036500700145835775,0,12,0
synthetic,shared_correction,all,80,upcr,pooled_all_lofo,12,0.4733998951213471,0.47492702428605127,0.4656336750102782,0.48093197883237115,12,0,0
synthetic,family_shift,all,80,upcr,pooled_all_lofo,12,-0.0038513648155986033,-0.003930891809194481,-0.004143321279189229,-0.0035240423759865767,0,12,0
real,real,all,80,upcr,hybrid_domain_uniform,24,-0.004231057441225659,-0.0038985052619905924,-0.006636283840144979,-0.0017950314413231181,4,20,0
real,real,QA,80,upcr,hybrid_domain_uniform,9,-0.006092773106739268,-0.0056651069518718344,-0.009966021212690378,-0.0028264949332148155,1,8,0
real,real,math,80,upcr,hybrid_domain_uniform,15,-0.003114028041917494,-0.00358692810457506,-0.006178491705393735,5.9603716489877646e-05,3,12,0
synthetic,upcr_sufficient,all,80,upcr,hybrid_domain_uniform,12,-0.000824303009709019,-0.0008216669431871937,-0.000980438418031066,-0.0006755474227384677,0,12,0
synthetic,shared_correction,all,80,upcr,hybrid_domain_uniform,12,0.47586724557975124,0.4774096000311958,0.46729497112844004,0.484145612952516,12,0,0
synthetic,family_shift,all,80,upcr,hybrid_domain_uniform,12,-0.0010052748324336318,-0.0009180272790517696,-0.00116955218025541,-0.000851181279668728,0,12,0
real,real,all,80,upcr,hybrid_domain_active,24,-0.00046641038512333183,0.0002979631009882855,-0.0025638938565836445,0.001585478964339627,15,9,0
real,real,QA,80,upcr,hybrid_domain_active,9,-0.0018166659656216764,0.00014723650556369705,-0.00569264184683761,0.0014118798755101043,6,3,0
real,real,math,80,upcr,hybrid_domain_active,15,0.000343742963175675,0.00044140030441408573,-0.0020598511644395,0.0028004572153543,9,6,0
synthetic,upcr_sufficient,all,80,upcr,hybrid_domain_active,12,-0.00014480776299957698,-0.00011890566229144639,-0.00023145955372299413,-5.911355872230572e-05,1,11,0
synthetic,shared_correction,all,80,upcr,hybrid_domain_active,12,0.47641072749465513,0.47797599107775435,0.46785973547629645,0.484720912704894,12,0,0
synthetic,family_shift,all,80,upcr,hybrid_domain_active,12,-0.00031249722852321377,-0.00031163811998230484,-0.0004053160396084073,-0.0002217995565659323,0,12,0
real,real,all,80,local_uniform2,local_active2,24,0.0010463210964893148,0.0017123676709230318,-0.0004944813435258964,0.0024839277002179517,17,7,0
real,real,QA,80,local_uniform2,local_active2,9,0.0009190678552975814,0.0019479513796145653,-0.0021151883603015317,0.0037687763160504915,6,3,0
real,real,math,80,local_uniform2,local_active2,15,0.0011226730412043546,0.0017053291536049953,-0.0005163627605968513,0.0027482613813354763,11,4,0
synthetic,upcr_sufficient,all,80,local_uniform2,local_active2,12,0.0003761090716339621,0.0004567296078761274,0.00023173889367878733,0.0005087656791653596,10,2,0
synthetic,shared_correction,all,80,local_uniform2,local_active2,12,-0.0021775404545372836,-0.000988290269071046,-0.004957438169971118,0.00044562155772254306,5,7,0
synthetic,family_shift,all,80,local_uniform2,local_active2,12,0.00023947373861965549,0.00024088008974393338,0.00011435722298657399,0.00037278936969714735,10,2,0
real,real,all,80,local_uniform2,hybrid_domain_uniform,24,-0.0038776198708881013,-0.002924696039983854,-0.006550368000691052,-0.0014247083652303546,4,20,0
real,real,QA,80,local_uniform2,hybrid_domain_uniform,9,-0.005396444002362573,-0.0043599918599916965,-0.010731883840732925,-0.0005400991128610219,1,8,0
real,real,math,80,local_uniform2,hybrid_domain_uniform,15,-0.0029663253920034177,-0.0018618519909845421,-0.00566553794256792,-0.0005282825100214815,3,12,0
synthetic,upcr_sufficient,all,80,local_uniform2,hybrid_domain_uniform,12,-0.0005290530427529324,-0.0005608567587837565,-0.000687555628113713,-0.00036592540670225766,0,12,0
synthetic,shared_correction,all,80,local_uniform2,hybrid_domain_uniform,12,0.036665833480188814,0.036988065008814075,0.030030261735491847,0.043227965063090665,12,0,0
synthetic,family_shift,all,80,local_uniform2,hybrid_domain_uniform,12,-0.0005641691411877592,-0.0005748692296201896,-0.0007523054610551948,-0.000380718985473505,0,12,0
real,real,all,80,local_uniform2,hybrid_domain_active,24,-0.0001129728147857741,0.00029729010078632934,-0.0026650751996882384,0.0022296812307210736,14,10,0
real,real,QA,80,local_uniform2,hybrid_domain_active,9,-0.0011203368612449822,0.00040111614928495243,-0.006206108808652429,0.003586514940591826,5,4,0
real,real,math,80,local_uniform2,hybrid_domain_active,15,0.0004914456130897508,0.00019346405228770625,-0.0021221054424162044,0.0027623047421464282,9,6,0
synthetic,upcr_sufficient,all,80,local_uniform2,hybrid_domain_active,12,0.00015044220395650973,0.00012773153272932491,2.5055882284627284e-05,0.0002912146265302062,9,3,0
synthetic,shared_correction,all,80,local_uniform2,hybrid_domain_active,12,0.03720931539509268,0.037432718266243226,0.03057036604383409,0.04389082981762443,12,0,0
synthetic,family_shift,all,80,local_uniform2,hybrid_domain_active,12,0.00012860846272265877,0.00010149479150245444,6.0335816596618374e-06,0.00026385300486338024,7,5,0
real,real,all,80,hybrid_domain_uniform,hybrid_domain_active,24,0.003764647056102327,0.0030870621026239387,0.002885071259129857,0.004724846778267345,23,1,0
real,real,QA,80,hybrid_domain_uniform,hybrid_domain_active,9,0.004276107141117591,0.003960396039603964,0.002747210188859818,0.005890279181653409,9,0,0
real,real,math,80,hybrid_domain_uniform,hybrid_domain_active,15,0.0034577710050931686,0.0028774539760141327,0.002411397992618883,0.00458390910035322,14,1,0
synthetic,upcr_sufficient,all,80,hybrid_domain_uniform,hybrid_domain_active,12,0.0006794952467094421,0.0006151579182608891,0.0005053667437440844,0.0008783118789960854,12,0,0
synthetic,shared_correction,all,80,hybrid_domain_uniform,hybrid_domain_active,12,0.0005434819149038687,0.0005052428756808225,0.0004167167387860014,0.0006711538035670058,12,0,0
synthetic,family_shift,all,80,hybrid_domain_uniform,hybrid_domain_active,12,0.000692777603910418,0.000585237657442339,0.0005118743446794217,0.0008866560435008614,12,0,0
real,real,all,80,pooled_domain_lofo,hybrid_domain_active,24,0.013906917535515553,0.011159394752111529,0.00946057664242438,0.019073403194402164,23,1,0
real,real,QA,80,pooled_domain_lofo,hybrid_domain_active,9,0.015501497483209972,0.01369942776513755,0.007557280418511593,0.02509754837241228,8,1,0
real,real,math,80,pooled_domain_lofo,hybrid_domain_active,15,0.012950169566898902,0.00952815829528142,0.008094706663715534,0.018960494144555414,15,0,0
synthetic,upcr_sufficient,all,80,pooled_domain_lofo,hybrid_domain_active,12,0.003741665147399024,0.0037651998145480925,0.0034781341722278114,0.0040340809262476,12,0,0
synthetic,shared_correction,all,80,pooled_domain_lofo,hybrid_domain_active,12,0.003606804925926447,0.0034210363715288516,0.0026572811072413925,0.004665434444751246,12,0,0
synthetic,family_shift,all,80,pooled_domain_lofo,hybrid_domain_active,12,0.004036855014097025,0.004058318654126591,0.003631800798727655,0.004461727769382857,12,0,0
