source,world,panel,budget,method,n_units,mean_auc,ci95_low,ci95_high
real,real,QA,80,local_controlled2,9,0.7614496244475136,0.6940219073073278,0.8264118943506588
real,real,QA,80,local_uniform2,9,0.7606387598019886,0.6946946568127093,0.8253916929656047
real,real,QA,80,local_active2,9,0.7615578276572861,0.6971467993016878,0.8252495425492171
real,real,QA,80,pooled_domain_lofo,9,0.7440169254575335,0.6843128666779877,0.8031974279641781
real,real,QA,80,pooled_all_lofo,9,0.7517772793530676,0.6885470741433489,0.8118923006405506
real,real,QA,80,hybrid_domain_uniform,9,0.755242315799626,0.6905888847114671,0.8148548722323307
real,real,QA,80,hybrid_domain_active,9,0.7595184229407436,0.6936660854776521,0.820959223334374
real,real,math,0,upcr,15,0.7806580224281056,0.7481561042559453,0.8123353150139615
real,real,math,0,local_controlled2,15,0.7806580224281056,0.7472130134716067,0.8126950395087961
real,real,math,0,local_uniform2,15,0.7806580224281056,0.7481122777570185,0.8133697615863532
real,real,math,0,local_active2,15,0.7806580224281056,0.7480997569132781,0.8128484557636012
real,real,math,0,pooled_domain_lofo,15,0.7680515958243822,0.7376592685227349,0.8001547356303882
real,real,math,0,pooled_all_lofo,15,0.7711092487183977,0.7392924319512912,0.8055740941099521
real,real,math,0,hybrid_domain_uniform,15,0.7680515958243822,0.7373444579737355,0.7995686403614596
real,real,math,0,hybrid_domain_active,15,0.7680515958243822,0.7375860445350102,0.8007191388576641
real,real,math,5,upcr,15,0.7806580224281056,0.7483496832132503,0.8129320548487176
real,real,math,5,local_controlled2,15,0.7806758076533437,0.7470917964677118,0.8138258454618245
real,real,math,5,local_uniform2,15,0.7812292360809988,0.7482066501105891,0.8141494038825282
real,real,math,5,local_active2,15,0.7783999676652014,0.7451640898192945,0.8116741824757646
real,real,math,5,pooled_domain_lofo,15,0.7680515958243822,0.7372245026070462,0.8003988242185922
real,real,math,5,pooled_all_lofo,15,0.7711092487183977,0.7390022223615015,0.8044541346160752
real,real,math,5,hybrid_domain_uniform,15,0.7688408152921535,0.7384620326609832,0.8014403635942864
real,real,math,5,hybrid_domain_active,15,0.7759810963928935,0.7449333060062355,0.8083357098418624
real,real,math,10,upcr,15,0.7806580224281056,0.7485963165055665,0.8126860715390211
real,real,math,10,local_controlled2,15,0.7805265704383504,0.7480775199673377,0.8131077415824862
real,real,math,10,local_uniform2,15,0.7807320074073352,0.748226592935914,0.8128302101177742
real,real,math,10,local_active2,15,0.7775870839840825,0.7449037434704529,0.8104332362906698
real,real,math,10,pooled_domain_lofo,15,0.7680515958243822,0.7377457217910353,0.8002802277118697
real,real,math,10,pooled_all_lofo,15,0.7711092487183977,0.7390584531893052,0.8044749384451675
real,real,math,10,hybrid_domain_uniform,15,0.770348780491642,0.7394670658982324,0.8014225193349449
real,real,math,10,hybrid_domain_active,15,0.778498523883877,0.746999038854433,0.8111547368568336
real,real,math,20,upcr,15,0.7806580224281056,0.7486953697203022,0.8133534352955276
real,real,math,20,local_controlled2,15,0.7793610993640474,0.7467429724395923,0.811607664425828
real,real,math,20,local_uniform2,15,0.7806672085530406,0.7470337011019346,0.8137397034219698
real,real,math,20,local_active2,15,0.7792790883225301,0.7461002153187102,0.8124709467897058
real,real,math,20,pooled_domain_lofo,15,0.7680515958243822,0.73750241056614,0.8001723558562751
real,real,math,20,pooled_all_lofo,15,0.7711092487183977,0.7390948369243506,0.8045082420701977
real,real,math,20,hybrid_domain_uniform,15,0.7720703708614771,0.7414471496875455,0.8036718463613065
real,real,math,20,hybrid_domain_active,15,0.7795493169166829,0.7469717905283049,0.8126421825538169
real,real,math,40,upcr,15,0.7806580224281056,0.7477251252732162,0.8129197536170524
real,real,math,40,local_controlled2,15,0.7801737698824469,0.7464492497057705,0.8150264210587748
real,real,math,40,local_uniform2,15,0.7804591467617514,0.7478365464792764,0.8142870696648502
real,real,math,40,local_active2,15,0.7807321520222806,0.7471991718379151,0.8152159153971448
real,real,math,40,pooled_domain_lofo,15,0.7680515958243822,0.7382763265952531,0.7998535262260693
real,real,math,40,pooled_all_lofo,15,0.7711092487183977,0.7387891990659482,0.8045932306149718
real,real,math,40,hybrid_domain_uniform,15,0.7744373128522101,0.7432599880029355,0.8069566249083748
real,real,math,40,hybrid_domain_active,15,0.7799323553699259,0.7482731572473886,0.8114771886814001
real,real,math,80,upcr,15,0.7806580224281056,0.7480276333969211,0.8125294063473902
real,real,math,80,local_controlled2,15,0.7801746244677372,0.7457881168475865,0.8142051868083695
real,real,math,80,local_uniform2,15,0.7805103197781913,0.7475467469796009,0.8143351906566615
real,real,math,80,local_active2,15,0.7816329928193959,0.7463803541253539,0.8157087930677954
real,real,math,80,pooled_domain_lofo,15,0.7680515958243822,0.737438622948148,0.8012816001084093
real,real,math,80,pooled_all_lofo,15,0.7711092487183977,0.7388491276525814,0.8049364480037199
real,real,math,80,hybrid_domain_uniform,15,0.7775439943861879,0.7465239041158536,0.8111092749600155
real,real,math,80,hybrid_domain_active,15,0.7810017653912811,0.7492309148237692,0.8135360010274683
synthetic,upcr_sufficient,all,0,upcr,12,0.9882552315260825,0.9878062596223276,0.9887658625331174
synthetic,upcr_sufficient,all,0,local_controlled2,12,0.9882552315260825,0.987802934107165,0.9887563917630218
synthetic,upcr_sufficient,all,0,local_uniform2,12,0.9882552315260825,0.9878003147755752,0.9887642392859639
synthetic,upcr_sufficient,all,0,local_active2,12,0.9882552315260825,0.9878084662507083,0.9887610931639104
synthetic,upcr_sufficient,all,0,pooled_domain_lofo,12,0.9843687586156841,0.9837978734151405,0.9849954650163993
synthetic,upcr_sufficient,all,0,pooled_all_lofo,12,0.9843511929740458,0.9837634885765834,0.985031638120476
synthetic,upcr_sufficient,all,0,hybrid_domain_uniform,12,0.9843687586156841,0.9837894993421191,0.9849957164695328
synthetic,upcr_sufficient,all,0,hybrid_domain_active,12,0.9843687586156841,0.9837814306372095,0.9849967088897936
synthetic,upcr_sufficient,all,5,upcr,12,0.9882552315260825,0.9878041636189141,0.9887631984026647
synthetic,upcr_sufficient,all,5,local_controlled2,12,0.9879457171711691,0.9874948620684871,0.9884689506507667
synthetic,upcr_sufficient,all,5,local_uniform2,12,0.9878395316050782,0.9873354547851207,0.9883993090227515
synthetic,upcr_sufficient,all,5,local_active2,12,0.9866735715121461,0.9860567378295736,0.9873081054027333
synthetic,upcr_sufficient,all,5,pooled_domain_lofo,12,0.9843687586156841,0.9837818122180938,0.984999659798049
synthetic,upcr_sufficient,all,5,pooled_all_lofo,12,0.9843511929740458,0.9837680975415087,0.9850534634987059
synthetic,upcr_sufficient,all,5,hybrid_domain_uniform,12,0.9849248715557137,0.9842680791702029,0.9856071670043116
synthetic,upcr_sufficient,all,5,hybrid_domain_active,12,0.9877044465355015,0.9872127449924935,0.9882203526955301
synthetic,upcr_sufficient,all,10,upcr,12,0.9882552315260825,0.9878050552159366,0.9887738909054488
synthetic,upcr_sufficient,all,10,local_controlled2,12,0.98795492781016,0.9874955212816509,0.9884471689508834
synthetic,upcr_sufficient,all,10,local_uniform2,12,0.9877748166295129,0.987265743737942,0.9883270358573185
synthetic,upcr_sufficient,all,10,local_active2,12,0.9872103871751943,0.9868101746688979,0.9875979965005056
synthetic,upcr_sufficient,all,10,pooled_domain_lofo,12,0.9843687586156841,0.9837847583734817,0.9850008030580883
synthetic,upcr_sufficient,all,10,pooled_all_lofo,12,0.9843511929740458,0.983773970525437,0.9850338140979353
synthetic,upcr_sufficient,all,10,hybrid_domain_uniform,12,0.9854287887340631,0.984854523685062,0.9860259720011406
synthetic,upcr_sufficient,all,10,hybrid_domain_active,12,0.9879195029866277,0.9874864193503162,0.9884232900305142
synthetic,upcr_sufficient,all,20,upcr,12,0.9882552315260825,0.9878137351408199,0.9887599296464955
synthetic,upcr_sufficient,all,20,local_controlled2,12,0.9877062138427491,0.9871775333094276,0.98826504016158
synthetic,upcr_sufficient,all,20,local_uniform2,12,0.9878025906811394,0.9872968944320246,0.9883494248210398
synthetic,upcr_sufficient,all,20,local_active2,12,0.987964915089031,0.9875437269452749,0.9884176927906968
synthetic,upcr_sufficient,all,20,pooled_domain_lofo,12,0.9843687586156841,0.983789210142087,0.9849910493977339
synthetic,upcr_sufficient,all,20,pooled_all_lofo,12,0.9843511929740458,0.9837743053133576,0.9850508428115287
synthetic,upcr_sufficient,all,20,hybrid_domain_uniform,12,0.9860620529818589,0.985494376762205,0.9866693564446214
synthetic,upcr_sufficient,all,20,hybrid_domain_active,12,0.9876366073911621,0.9871932100313658,0.9881131031019623
synthetic,upcr_sufficient,all,40,upcr,12,0.9882552315260825,0.9878070077865273,0.9887607097304113
synthetic,upcr_sufficient,all,40,local_controlled2,12,0.9878897194346075,0.9873830413327201,0.9884369150735011
synthetic,upcr_sufficient,all,40,local_uniform2,12,0.9878218044093569,0.9873046179011855,0.9883817543785449
synthetic,upcr_sufficient,all,40,local_active2,12,0.988260675036654,0.9878307547076198,0.988739069075794
synthetic,upcr_sufficient,all,40,pooled_domain_lofo,12,0.9843687586156841,0.9837800205187516,0.9849855845802267
synthetic,upcr_sufficient,all,40,pooled_all_lofo,12,0.9843511929740458,0.9837654604371251,0.9850562701742904
synthetic,upcr_sufficient,all,40,hybrid_domain_uniform,12,0.9866036424976165,0.9860241333941326,0.9872418156584981
synthetic,upcr_sufficient,all,40,hybrid_domain_active,12,0.9876636320029967,0.9872179524329182,0.9881486705206454
synthetic,upcr_sufficient,all,80,upcr,12,0.9882552315260825,0.9878050022687591,0.9887642289618961
synthetic,upcr_sufficient,all,80,local_controlled2,12,0.9881415557193796,0.9877222210631657,0.9886421436999194
synthetic,upcr_sufficient,all,80,local_uniform2,12,0.9879599815591263,0.9874829656967837,0.9885150765069496
synthetic,upcr_sufficient,all,80,local_active2,12,0.9883360906307604,0.987913214136412,0.9888064192129801
synthetic,upcr_sufficient,all,80,pooled_domain_lofo,12,0.9843687586156841,0.9837816007308662,0.9849951018400384
synthetic,upcr_sufficient,all,80,pooled_all_lofo,12,0.9843511929740458,0.9837482006566471,0.9850416658363139
synthetic,upcr_sufficient,all,80,hybrid_domain_uniform,12,0.9874309285163735,0.9869327305543704,0.9879956211988914
synthetic,upcr_sufficient,all,80,hybrid_domain_active,12,0.988110423763083,0.9876535354647304,0.9886235067285861
synthetic,shared_correction,all,0,upcr,12,0.5228409842298665,0.5145995340196536,0.5313175205072141
synthetic,shared_correction,all,0,local_controlled2,12,0.5228409842298665,0.5144274261319632,0.5313133251665969
synthetic,shared_correction,all,0,local_uniform2,12,0.5228409842298665,0.5146708988094824,0.5315010598927352
synthetic,shared_correction,all,0,local_active2,12,0.5228409842298665,0.5146713727497064,0.5314188952679083
synthetic,shared_correction,all,0,pooled_domain_lofo,12,0.9956449067985952,0.9945521016715106,0.9966394103382292
synthetic,shared_correction,all,0,pooled_all_lofo,12,0.9962408793512135,0.9953343985213864,0.9970669075400223
synthetic,shared_correction,all,0,hybrid_domain_uniform,12,0.9956449067985952,0.994566344116315,0.9966713298868654
synthetic,shared_correction,all,0,hybrid_domain_active,12,0.9956449067985952,0.9945345463954166,0.9966442216997536
synthetic,shared_correction,all,5,upcr,12,0.5228409842298665,0.5146075174158514,0.5313733613446876
synthetic,shared_correction,all,5,local_controlled2,12,0.6157856398846758,0.6057836629496459,0.6259209541543591
synthetic,shared_correction,all,5,local_uniform2,12,0.593853998031029,0.5809357383209931,0.60726826979139
synthetic,shared_correction,all,5,local_active2,12,0.6818705986498695,0.6711903062120778,0.693104896992814
synthetic,shared_correction,all,5,pooled_domain_lofo,12,0.9956449067985952,0.9945681709538093,0.9966391828220079
synthetic,shared_correction,all,5,pooled_all_lofo,12,0.9962408793512135,0.9953313996935362,0.9970630145572545
synthetic,shared_correction,all,5,hybrid_domain_uniform,12,0.9961788610850485,0.9952614387240462,0.9969677194278547
synthetic,shared_correction,all,5,hybrid_domain_active,12,0.998469133896757,0.9981365382297185,0.9987850265530492
synthetic,shared_correction,all,10,upcr,12,0.5228409842298665,0.5145823201547794,0.5314411681635907
synthetic,shared_correction,all,10,local_controlled2,12,0.7047208468205651,0.6934686421515569,0.716825747461776
synthetic,shared_correction,all,10,local_uniform2,12,0.6841378151560727,0.668684836211394,0.6996562458845135
synthetic,shared_correction,all,10,local_active2,12,0.7635617980057724,0.7525551498784676,0.7752850200336132
synthetic,shared_correction,all,10,pooled_domain_lofo,12,0.9956449067985952,0.9945426066184189,0.9966657963201677
synthetic,shared_correction,all,10,pooled_all_lofo,12,0.9962408793512135,0.995337955520414,0.9970608845180802
synthetic,shared_correction,all,10,hybrid_domain_uniform,12,0.9966990437719979,0.9958917407990907,0.9973688874720807
synthetic,shared_correction,all,10,hybrid_domain_active,12,0.9989515363767962,0.9987543686778884,0.9991497020665618
synthetic,shared_correction,all,20,upcr,12,0.5228409842298665,0.5147142365148322,0.5313997721523473
synthetic,shared_correction,all,20,local_controlled2,12,0.8264629314678817,0.8155208115646717,0.8384720459274968
synthetic,shared_correction,all,20,local_uniform2,12,0.8101551735162671,0.7953348869922446,0.8251024649279214
synthetic,shared_correction,all,20,local_active2,12,0.8495411601124654,0.8384810075598521,0.8607481767399426
synthetic,shared_correction,all,20,pooled_domain_lofo,12,0.9956449067985952,0.9945511155815998,0.9966490746375669
synthetic,shared_correction,all,20,pooled_all_lofo,12,0.9962408793512135,0.9953158388537612,0.9970748864234614
synthetic,shared_correction,all,20,hybrid_domain_uniform,12,0.9973129443617997,0.9966883839236211,0.9978561093144578
synthetic,shared_correction,all,20,hybrid_domain_active,12,0.9991612722151303,0.9990313358359245,0.9993044894576277
synthetic,shared_correction,all,40,upcr,12,0.5228409842298665,0.5146845644557437,0.5313218325387388
synthetic,shared_correction,all,40,local_controlled2,12,0.9229394988731183,0.9152164724675008,0.9314133531495808
synthetic,shared_correction,all,40,local_uniform2,12,0.9177015272697521,0.9085766256173459,0.9259076211098972
synthetic,shared_correction,all,40,local_active2,12,0.9252423554310839,0.9160712556536568,0.9341546396686629
synthetic,shared_correction,all,40,pooled_domain_lofo,12,0.9956449067985952,0.9945753204690515,0.9966752359238698
synthetic,shared_correction,all,40,pooled_all_lofo,12,0.9962408793512135,0.9953345512932865,0.9970576476361691
synthetic,shared_correction,all,40,hybrid_domain_uniform,12,0.9980463985229321,0.99763752077463,0.9984211459757041
synthetic,shared_correction,all,40,hybrid_domain_active,12,0.9992287124417887,0.9991259578679083,0.9993453822690377
synthetic,shared_correction,all,80,upcr,12,0.5228409842298665,0.514744093076421,0.5313354787003581
synthetic,shared_correction,all,80,local_controlled2,12,0.9636698987994253,0.9578256721090154,0.9694795908244016
synthetic,shared_correction,all,80,local_uniform2,12,0.9620423963294288,0.9553207556087543,0.9687487311626501
synthetic,shared_correction,all,80,local_active2,12,0.9598648558748918,0.9528080620986914,0.9670981608290742
synthetic,shared_correction,all,80,pooled_domain_lofo,12,0.9956449067985952,0.9945387424800364,0.9966566433432835
synthetic,shared_correction,all,80,pooled_all_lofo,12,0.9962408793512135,0.9953374877260834,0.9970699310517267
synthetic,shared_correction,all,80,hybrid_domain_uniform,12,0.9987082298096177,0.9985072231995943,0.998907171816378
synthetic,shared_correction,all,80,hybrid_domain_active,12,0.9992517117245215,0.9991654494749908,0.9993520672351854
synthetic,family_shift,all,0,upcr,12,0.987506499592961,0.9869589785533777,0.9881011488126272
synthetic,family_shift,all,0,local_controlled2,12,0.987506499592961,0.9869617447866037,0.9880816546261904
synthetic,family_shift,all,0,local_uniform2,12,0.987506499592961,0.9869632417998244,0.9880936023751195
synthetic,family_shift,all,0,local_active2,12,0.987506499592961,0.9869602631194513,0.9880944781065978
synthetic,family_shift,all,0,pooled_domain_lofo,12,0.9831571473503405,0.9824097553901635,0.9839032101675155
synthetic,family_shift,all,0,pooled_all_lofo,12,0.9836551347773622,0.982922305747681,0.9844157398598291
synthetic,family_shift,all,0,hybrid_domain_uniform,12,0.9831571473503405,0.982395224279484,0.9839062892823153
synthetic,family_shift,all,0,hybrid_domain_active,12,0.9831571473503405,0.9824004061125162,0.9839137869272462
synthetic,family_shift,all,5,upcr,12,0.987506499592961,0.986961447117413,0.9880923659158027
synthetic,family_shift,all,5,local_controlled2,12,0.9870757866268057,0.9865289417763512,0.9876644178278982
synthetic,family_shift,all,5,local_uniform2,12,0.9871508206777597,0.9866290393297756,0.9877204910162147
synthetic,family_shift,all,5,local_active2,12,0.9852989717942856,0.9847719280851491,0.9857914783273768
synthetic,family_shift,all,5,pooled_domain_lofo,12,0.9831571473503405,0.9824015681597451,0.9838911891116894
synthetic,family_shift,all,5,pooled_all_lofo,12,0.9836551347773622,0.9829339939628464,0.9844232601088312
synthetic,family_shift,all,5,hybrid_domain_uniform,12,0.9837378291432307,0.9830496331183154,0.9844220875863539
synthetic,family_shift,all,5,hybrid_domain_active,12,0.9868032235540426,0.9861165446930766,0.9874582208370184
synthetic,family_shift,all,10,upcr,12,0.987506499592961,0.9869615030893557,0.9880801038222149
synthetic,family_shift,all,10,local_controlled2,12,0.9867707764179044,0.9861748267211352,0.9874088367815121
synthetic,family_shift,all,10,local_uniform2,12,0.9869912903803867,0.9864958109042943,0.9875461482213665
synthetic,family_shift,all,10,local_active2,12,0.9860679797648298,0.9855226585770757,0.9866471006931179
synthetic,family_shift,all,10,pooled_domain_lofo,12,0.9831571473503405,0.9824178660280429,0.9838897808972484
synthetic,family_shift,all,10,pooled_all_lofo,12,0.9836551347773622,0.982914050573765,0.9844209249114554
synthetic,family_shift,all,10,hybrid_domain_uniform,12,0.9842020558010685,0.9834655059047737,0.9849051529927818
synthetic,family_shift,all,10,hybrid_domain_active,12,0.9870592853780743,0.986455235940034,0.9876819279677533
synthetic,family_shift,all,20,upcr,12,0.987506499592961,0.9869676183819327,0.9880924110109348
synthetic,family_shift,all,20,local_controlled2,12,0.9869051928007438,0.9863247563659637,0.9875265350645761
synthetic,family_shift,all,20,local_uniform2,12,0.9868671082227127,0.986390163782709,0.987369054667417
synthetic,family_shift,all,20,local_active2,12,0.9868811849215335,0.9863441179752329,0.9874477291718216
synthetic,family_shift,all,20,pooled_domain_lofo,12,0.9831571473503405,0.9824111871395301,0.9839140943019847
synthetic,family_shift,all,20,pooled_all_lofo,12,0.9836551347773622,0.9829255718232484,0.9844320215680507
synthetic,family_shift,all,20,hybrid_domain_uniform,12,0.9850139624392699,0.9843997455502551,0.9856313548891407
synthetic,family_shift,all,20,hybrid_domain_active,12,0.9867309946318251,0.986115489147045,0.9873806912716829
synthetic,family_shift,all,40,upcr,12,0.987506499592961,0.986972666891231,0.9880778217440935
synthetic,family_shift,all,40,local_controlled2,12,0.9869219379062315,0.9863695701888466,0.9875091832562939
synthetic,family_shift,all,40,local_uniform2,12,0.9869173341503351,0.986356871404002,0.9875422994405509
synthetic,family_shift,all,40,local_active2,12,0.987189905137016,0.9866633415662954,0.9877544429010061
synthetic,family_shift,all,40,pooled_domain_lofo,12,0.9831571473503405,0.9824116812931788,0.9838992935482841
synthetic,family_shift,all,40,pooled_all_lofo,12,0.9836551347773622,0.9829344454520442,0.9843996420285822
synthetic,family_shift,all,40,hybrid_domain_uniform,12,0.9857974126340358,0.9850821512267552,0.9865440190493877
synthetic,family_shift,all,40,hybrid_domain_active,12,0.9867567378400562,0.986198144216283,0.9873518039188218
synthetic,family_shift,all,80,upcr,12,0.987506499592961,0.9869568381272956,0.9880815304863538
synthetic,family_shift,all,80,local_controlled2,12,0.9870129584160039,0.9864791580505857,0.9875563347563036
synthetic,family_shift,all,80,local_uniform2,12,0.987065393901715,0.9864924371450583,0.9876485516391862
synthetic,family_shift,all,80,local_active2,12,0.9873048676403346,0.9867631402436029,0.9878658483981763
synthetic,family_shift,all,80,pooled_domain_lofo,12,0.9831571473503405,0.9824063948360066,0.9839179246925545
