phase,world,repetition,auc_su_pcr,sparse_fraction,bootstrap_success,auc_sdsf_cond100,delta_sdsf_cond100,auc_sdsf_cond50,delta_sdsf_cond50,auc_sdsf_cond20,delta_sdsf_cond20,auc_diag25_cond50,delta_diag25_cond50,tail_kappa_diag25_cond50,auc_diag50_cond50,delta_diag50_cond50,tail_kappa_diag50_cond50,auc_rho_boot_tau0.5,delta_rho_boot_tau0.5,tail_kappa_rho_boot_tau0.5,auc_rho_boot_tau1,delta_rho_boot_tau1,tail_kappa_rho_boot_tau1,auc_rho_boot_tau2,delta_rho_boot_tau2,tail_kappa_rho_boot_tau2,auc_joint_tau1_diag25,delta_joint_tau1_diag25,tail_kappa_joint_tau1_diag25,auc_blend_half_joint_su,delta_blend_half_joint_su
development,clean_gaussian,10,0.6614757696525848,0.0,1.0,0.6615244203090245,4.865065643966382e-05,0.6615244203090245,4.865065643966382e-05,0.6615244203090245,4.865065643966382e-05,0.66151129743459,3.5527782005218e-05,0.9999999999999992,0.6614940136487495,1.8243996164679643e-05,0.9999999999999992,0.6614604062873932,-1.536336519158965e-05,0.2711762854958495,0.6614608863925554,-1.4883260029407985e-05,0.1139167111861248,0.6614639270585829,-1.1842594001887363e-05,0.036558960279721185,0.6614592860420148,-1.6483610570050544e-05,0.11391671118612885,0.6614714487061246,-4.3209464601901004e-06
development,clean_gaussian,11,0.666779648811167,0.0,1.0,0.6667806089993639,9.60188196841294e-07,0.6667806089993639,9.60188196841294e-07,0.6667806089993639,9.60188196841294e-07,0.6667750079015486,-4.640909618380817e-06,0.9999999999999996,0.6667638057059184,-1.5843105248602996e-05,0.9999999999999996,0.6667794887798009,-1.6003136615871938e-07,0.3637030010656986,0.6667745278074503,-5.121003716745953e-06,0.15646416328691223,0.6667759680897456,-3.680721421428501e-06,0.048535412010923734,0.6667753279642811,-4.320846885952356e-06,0.15646416328691118,0.6667758080583794,-3.8407527875872205e-06
development,sparse_small,0,0.6739088901689708,0.04395604395604396,1.0,0.6838221646185356,0.009913274449564802,0.6838221646185356,0.009913274449564802,0.6838221646185356,0.009913274449564802,0.6829347478238608,0.009025857654889946,0.9999999999999996,0.6812543202764977,0.007345430107526862,0.9999999999999996,0.6838551267281106,0.009946236559139732,0.4111402525992378,0.6835277457757296,0.009618855606758792,0.2741320355185358,0.6816877880184332,0.007778897849462396,0.14472415948167175,0.6818926011264721,0.007983710957501278,0.27413203551853643,0.6790479390681003,0.005139048899129528
development,sparse_small,1,0.6553083647425131,0.03296703296703297,1.0,0.6632632942767013,0.007954929534188193,0.6632632942767013,0.007954929534188193,0.6632632942767013,0.007954929534188193,0.661894850516203,0.006586485773689921,1.0,0.6605700958150682,0.00526173107255512,1.0,0.663189038879102,0.007880674136588883,0.4189912901460413,0.6622139566860584,0.006905591943545342,0.24110633759047836,0.6596025351816953,0.004294170439182232,0.10607088621062168,0.6607654963333196,0.005457131590806519,0.24110633759048125,0.6586781835081322,0.003369818765619148
development,sparse_small,2,0.6606121999911982,0.04395604395604396,1.0,0.6700326063908526,0.009420406399654357,0.6700326063908526,0.009420406399654357,0.6700326063908526,0.009420406399654357,0.6687741197274666,0.008161919736268342,1.0,0.6671610035566972,0.006548803565498917,1.0,0.6696704554092603,0.009058255418062044,0.5503418907503083,0.6686571367988126,0.008044936807614311,0.3391301961357844,0.6663237194490119,0.005711519457813674,0.1638564883748259,0.6671854883557177,0.006573288364519425,0.3391301961357855,0.6648261459246012,0.004213945933402963
development,sparse_small,3,0.6689144074455773,0.04395604395604396,1.0,0.6722724182461893,0.0033580108006120435,0.6722724182461893,0.0033580108006120435,0.6722724182461893,0.0033580108006120435,0.6722648980428432,0.003350490597265887,0.9999999999999999,0.6717376837869696,0.0028232763413923445,0.9999999999999999,0.6745249591548955,0.0056105517093182344,0.3399931620388445,0.6732359643004746,0.004321556854897324,0.16703375855464508,0.670909021379938,0.001994613934360734,0.058665886638529445,0.6720703327817985,0.0031559253362212214,0.16703375855464572,0.6707789378624798,0.0018645304169024879
development,sparse_small,4,0.6594633136865149,0.04395604395604396,1.0,0.6632832881602253,0.003819974473710408,0.6632832881602253,0.003819974473710408,0.6632832881602253,0.003819974473710408,0.6629538391856573,0.003490525499142416,1.0,0.6622774838042276,0.0028141701177126777,1.0,0.6636016860996716,0.004138372413156732,0.5097871348641888,0.6636394838429863,0.004176170156471426,0.3234734703386212,0.6623364226582096,0.0028731089716946823,0.14835282247724507,0.662532138091813,0.0030688244052980984,0.32347347033862534,0.6613746622827692,0.001911348596254303
development,sparse_small,5,0.6563597827645541,0.04395604395604396,1.0,0.6620846498729978,0.005724867108443665,0.6620846498729978,0.005724867108443665,0.6620846498729978,0.005724867108443665,0.6616965694006309,0.00533678663607684,1.0,0.6608786397947479,0.004518857030193835,1.0,0.6617676241345405,0.005407841369986399,0.4470964784958589,0.6608359109344912,0.004476128169937144,0.23083795484168249,0.6589193535171454,0.002559570752591278,0.08618750566888811,0.6600464672354459,0.003686684470891821,0.2308379548416815,0.6586535383977221,0.0022937556331680264
development,sparse_small,6,0.6707961093095101,0.04395604395604396,1.0,0.6786129143122651,0.007816805002755056,0.6786129143122651,0.007816805002755056,0.6786129143122651,0.007816805002755056,0.6791137146327773,0.008317605323267196,0.9999999999999999,0.6781631540244186,0.007367044714908566,0.9999999999999999,0.6798709951174369,0.009074885807926814,0.42635999228229343,0.6795889149369054,0.008792805627395373,0.24025638547687075,0.6771961134055126,0.006400004096002498,0.1035056450339218,0.6785991543034587,0.007803044993948682,0.24025638547687111,0.6759669926188754,0.005170883309365326
development,sparse_small,7,0.6671356719577142,0.04395604395604396,1.0,0.6798881237520955,0.012752451794381336,0.6798881237520955,0.012752451794381336,0.6798881237520955,0.012752451794381336,0.6781624446320609,0.011026772674346708,1.0,0.6756086572049345,0.008472985247220288,1.0,0.6795478535045354,0.012412181546821222,0.5294416944108825,0.6770374401306023,0.009901768172888126,0.29328486864557135,0.6725561481920143,0.005420476234300087,0.12965851940496315,0.6745708809654328,0.007435209007718657,0.2932848686455704,0.6716412917785363,0.004505619820822093
development,sparse_small,8,0.6501670506912443,0.03296703296703297,1.0,0.6526128072196622,0.0024457565284179417,0.6526128072196622,0.0024457565284179417,0.6526128072196622,0.0024457565284179417,0.6542265104966718,0.0040594598054275455,0.9999999999999999,0.653811283922171,0.0036442332309267744,0.9999999999999999,0.6571375768049155,0.006970526113671216,0.35510272476228927,0.6554051459293395,0.005238095238095264,0.2043098467168859,0.6529139464925755,0.0027468958013312506,0.08579027397067561,0.6539992959549412,0.003832245263696965,0.20430984671688468,0.652343509984639,0.002176459293394717
development,sparse_small,9,0.6689517586535798,0.03296703296703297,1.0,0.6732369661671658,0.004285207513585965,0.6732369661671658,0.004285207513585965,0.6732369661671658,0.004285207513585965,0.673936686583017,0.004984927929437166,0.9999999999999987,0.6732920093464598,0.004340250692880021,0.9999999999999987,0.6732219252984051,0.004270166644825268,0.4901230869493593,0.6732547271930427,0.004302968539462881,0.28980105935377776,0.6722657100674135,0.0033139514138337267,0.13600575474412738,0.6730883175812236,0.004136558927643752,0.2898010593537802,0.6716723957975812,0.002720637144001392
development,sparse_small,10,0.661085308530853,0.03296703296703297,1.0,0.6632808880888089,0.0021955795579559068,0.6632808880888089,0.0021955795579559068,0.6632808880888089,0.0021955795579559068,0.6644166816681668,0.003331373137313798,1.0,0.6642561856185619,0.003170877087708912,1.0,0.6634709870987099,0.002385678567856875,0.36033848980349176,0.6634453845384539,0.0023600760076009086,0.1866324079939489,0.6628541254125413,0.0017688168816882843,0.07858859845455629,0.6633853785378537,0.0023000700070007207,0.1866324079939509,0.6626208220822083,0.0015355135513552831
development,sparse_small,11,0.6677534396741762,0.04395604395604396,1.0,0.6750276654224228,0.007274225748246543,0.6750276654224228,0.007274225748246543,0.6750276654224228,0.007274225748246543,0.6747503310648886,0.0069968913907123564,0.9999999999999997,0.6733803025392977,0.005626862865121485,0.9999999999999997,0.6753715728282743,0.0076181331540980946,0.4943715672830758,0.675477353561298,0.007723913887121792,0.3134537034036022,0.6747020015923122,0.006948561918135976,0.16120920521572388,0.6744600341666968,0.0067065944925205345,0.31345370340360196,0.6721994310884933,0.004445991414317119
development,sparse_gaussian,0,0.6746234414300274,0.04395604395604396,1.0,0.6841274720344268,0.009504030604399416,0.6841274720344268,0.009504030604399416,0.6841274720344268,0.009504030604399416,0.6836928813697095,0.009069439939682122,1.0,0.6824145511707306,0.007791109740703184,1.0,0.6841946767763933,0.009571235346365947,0.5297004381995746,0.6841365926779794,0.009513151247952045,0.35339239196194355,0.6836783203422834,0.009054878912255981,0.21773973460823592,0.6833547775131013,0.00873133608307386,0.35339239196195166,0.6806965099457418,0.00607306851571443
development,sparse_gaussian,1,0.6659103827571109,0.04395604395604396,1.0,0.671764461889436,0.005854079132325052,0.671764461889436,0.005854079132325052,0.671764461889436,0.005854079132325052,0.6713202291063367,0.005409846349225811,1.0,0.6703482298539793,0.0044378470968684525,1.0,0.6714340077478294,0.0055236249907184565,0.4796302264020844,0.6715978745957738,0.005687491838662906,0.3125739810427694,0.6712331748433664,0.005322792086255523,0.18145895393072062,0.6709542491441797,0.005043866387068774,0.3125739810427723,0.6695176937789489,0.003607311021837978
development,sparse_gaussian,2,0.6632716593132443,0.04395604395604396,1.0,0.6750916997614679,0.011820040448223601,0.6750916997614679,0.011820040448223601,0.6750916997614679,0.011820040448223601,0.6733469120826386,0.01007525276939436,1.0,0.6711296044097173,0.007857945096472974,1.0,0.6749846507008352,0.011712991387590965,0.5413257144627805,0.6746710241554846,0.011399364842240356,0.37008161135585455,0.6729260764631118,0.009654417149867478,0.20092914653108165,0.6726073294843675,0.009335670171123245,0.370081611355856,0.6693590545503771,0.006087395237132864
development,sparse_gaussian,3,0.6576320539140944,0.04395604395604396,1.0,0.6670097127009472,0.009377658786852816,0.6670097127009472,0.009377658786852816,0.6670097127009472,0.009377658786852816,0.6661998807422792,0.008567826828184799,0.999999999999989,0.6646953125312651,0.00706325861717072,0.999999999999989,0.6669962661928374,0.009364212278742956,0.5550853994898569,0.6667993708955134,0.009167316981419038,0.4045528784475873,0.6662925656017511,0.008660511687656691,0.26222463079212344,0.6658285009944813,0.008196447080386915,0.40455287844758353,0.663077569543659,0.0054455156295646345
development,sparse_gaussian,4,0.6635502355123393,0.04395604395604396,1.0,0.6695200041088059,0.005969768596466585,0.6695200041088059,0.005969768596466585,0.6695200041088059,0.005969768596466585,0.6696416042839102,0.006091368771570904,1.0,0.6689496032874287,0.005399367775089425,1.0,0.6694936040707898,0.005943368558450568,0.5600664955716051,0.6694772840472891,0.0059270485349498525,0.3266235471683778,0.6691238435383347,0.00557360802599538,0.16616556137242292,0.6692393637046837,0.005689128192344461,0.32662354716837255,0.6675369612532243,0.003986725740884989
development,sparse_gaussian,5,0.6536011035107983,0.04395604395604396,1.0,0.6587069857432244,0.00510588223242614,0.6587069857432244,0.00510588223242614,0.6587069857432244,0.00510588223242614,0.6584158384146732,0.004814734903874962,1.0,0.6575846520061156,0.003983548495317346,1.0,0.6588753678155915,0.005274264304793275,0.5943977494401764,0.658870566045467,0.005269462534668756,0.36969205539172184,0.6587405981340961,0.00513949462329788,0.2017905249770436,0.6583388500336764,0.004737746522878172,0.36969205539172023,0.6570590182364826,0.0034579147256843523
development,sparse_gaussian,6,0.6551768946713555,0.04395604395604396,1.0,0.66336057867342,0.008183684002064484,0.66336057867342,0.008183684002064484,0.66336057867342,0.008183684002064484,0.6625799456693512,0.007403050997995653,1.0,0.6611124580417762,0.005935563370420671,1.0,0.6632487167484827,0.0080718220771272,0.48423308981837326,0.6631765426023501,0.007999647930994613,0.32495207327004866,0.6622869282379347,0.0071100335665791325,0.19032863825763893,0.6620414401222641,0.006864545450908532,0.3249520732700541,0.6596963404827347,0.004519445811379197
development,sparse_gaussian,7,0.6676113798252536,0.03296703296703297,1.0,0.6674724890695536,-0.0001388907557000607,0.6674724890695536,-0.0001388907557000607,0.6674724890695536,-0.0001388907557000607,0.6690719729335839,0.0014605931083302437,0.9999999999999812,0.6692292651142904,0.0016178852890367246,0.9999999999999812,0.6708145078754899,0.003203128050236259,0.42676027514344933,0.6707341816550273,0.003122801829773647,0.30177298576167705,0.6704405589168825,0.0028291790916288306,0.2061067096736626,0.6701485363026514,0.0025371564773977173,0.3017729857616795,0.6695876928709359,0.001976313045682243
development,sparse_gaussian,8,0.682540822962244,0.04395604395604396,1.0,0.6933747814198558,0.010833958457611703,0.6933747814198558,0.010833958457611703,0.6933747814198558,0.010833958457611703,0.691637181282627,0.009096358320382913,0.9999999999999774,0.6896539585088163,0.007113135546572225,0.9999999999999774,0.6934482281887099,0.010907405226465827,0.46067606852377496,0.6927547242753892,0.010213901313145146,0.2972933466262246,0.6901127207883478,0.007571897826103791,0.15489574692373007,0.6906281282883031,0.008087305326059058,0.29729334662622803,0.6876139304998349,0.005073107537590826
development,sparse_gaussian,9,0.6678595272981691,0.04395604395604396,1.0,0.675178801071046,0.007319273772876889,0.675178801071046,0.007319273772876889,0.675178801071046,0.007319273772876889,0.6746779084259424,0.006818381127773332,1.0,0.6735037712575318,0.005644243959362694,1.0,0.675191283379774,0.007331756081604857,0.635194707614778,0.6752916219383938,0.007432094640224651,0.4446289585189727,0.6751951240901517,0.00733559679198259,0.25971136910565146,0.6745452438883095,0.006685716590140389,0.4446289585189723,0.6726077655323129,0.004748238234143831
development,sparse_gaussian,10,0.6605742842806711,0.04395604395604396,1.0,0.6659632994641865,0.005389015183515422,0.6659632994641865,0.005389015183515422,0.6659632994641865,0.005389015183515422,0.6660301801490448,0.005455895868373695,0.9999999999999999,0.6652738524042486,0.004699568123577524,0.9999999999999999,0.6662255421495515,0.005651257868880433,0.43272112427288184,0.666220742100399,0.005646457819727946,0.26081258783630007,0.6654200939017616,0.004845809621090491,0.14319719928204916,0.6656140158875227,0.005039731606851561,0.2608125878362982,0.6643122425573638,0.0037379582766926545
development,sparse_gaussian,11,0.6643662101860841,0.04395604395604396,1.0,0.6741240966482925,0.009757886462208432,0.6741240966482925,0.009757886462208432,0.6741240966482925,0.009757886462208432,0.6736802508960515,0.009314040709967442,1.0,0.6721442309892336,0.007778020803149488,1.0,0.673681370910567,0.009315160724482907,0.5963151125716465,0.6733892071241244,0.009022996938040317,0.36942880296276853,0.6730484027072989,0.008682192521214827,0.21456895447818267,0.6729228010795021,0.008556590893417981,0.36942880296277164,0.6703534877812016,0.005987277595117524
development,sparse_heavy_t4,0,0.6619554991261678,0.04395604395604396,1.0,0.6761733364421417,0.014217837315973925,0.6761733364421417,0.014217837315973925,0.6761733364421417,0.014217837315973925,0.6736116100869415,0.01165611096077368,0.999999999999999,0.6709802716025239,0.009024772476356135,0.999999999999999,0.6748870323165108,0.012931533190343014,0.5347342596092656,0.6729636571876283,0.011008158061460493,0.3272640548907679,0.6689973661010695,0.007041866974901723,0.16535744070066494,0.6705657993848848,0.008610300258717007,0.32726405489076743,0.667474700791866,0.005519201665698192
development,sparse_heavy_t4,1,0.6738334759366333,0.03296703296703297,1.0,0.6763025639310569,0.00246908799442358,0.6763025639310569,0.00246908799442358,0.6763025639310569,0.00246908799442358,0.6775182257258485,0.0036847497892151804,0.9999999999999999,0.6772929194461241,0.0034594435094907894,0.9999999999999999,0.6795991084400085,0.00576563250337514,0.3700194957153499,0.6795571835498891,0.005723707613255802,0.2349703741590429,0.6784404132898062,0.0046069373531728575,0.12627919207198304,0.6786165938395055,0.004783117902872114,0.23497037415904745,0.6768136635457158,0.002980187609082474
development,sparse_heavy_t4,2,0.6597315062388592,0.04395604395604396,1.0,0.6734900987563259,0.013758592517466695,0.6734900987563259,0.013758592517466695,0.6734900987563259,0.013758592517466695,0.6716605072018358,0.011929000962976555,1.0,0.669261869455201,0.00953036321634182,1.0,0.6732367091298379,0.013505202890978674,0.5043070633851224,0.672538166912533,0.012806660673673753,0.31310316258424614,0.6710360770483743,0.01130457080951508,0.18315601684134675,0.6702682248447969,0.010536718605937634,0.3131031625842445,0.6665571792980514,0.006825673059192128
development,sparse_heavy_t4,3,0.6528689558868739,0.04395604395604396,1.0,0.6617908304342948,0.008921874547420883,0.6617908304342948,0.008921874547420883,0.6617908304342948,0.008921874547420883,0.660519408901807,0.007650453014933167,0.999999999999976,0.6590394710374337,0.006170515150559774,0.999999999999976,0.66166584865747,0.008796892770596143,0.5167974853567628,0.6613507537553343,0.008481797868460372,0.3574677665278841,0.6601414230415508,0.007272467154676887,0.20466115945806637,0.6600129206512944,0.007143964764420474,0.3574677665278845,0.6575627337307253,0.004693777843851388
development,sparse_heavy_t4,4,0.6428891315565262,0.03296703296703297,1.0,0.6477147508590034,0.004825619302477269,0.6477147508590034,0.004825619302477269,0.6477147508590034,0.004825619302477269,0.6485779543118172,0.005688822755291034,0.9999999999999997,0.64749522998092,0.004606098424393856,0.9999999999999997,0.6452313809255238,0.0023422493689976287,0.3037734312525307,0.6443545774183097,0.001465445861783543,0.12234344817524619,0.6434172936691747,0.0005281621126485003,0.0372966689990135,0.6440572962291848,0.001168164672658678,0.12234344817524745,0.6435814543258174,0.0006923227692912093
development,sparse_heavy_t4,5,0.6798688090405721,0.03296703296703297,1.0,0.6858839948565618,0.006015185815989699,0.6858839948565618,0.006015185815989699,0.6858839948565618,0.006015185815989699,0.6865710880650597,0.006702279024487612,1.0,0.6855926122918958,0.005723803251323711,1.0,0.6866456538394334,0.0067768447988613145,0.5628347545562085,0.6870349639876112,0.007166154947039094,0.3506652678181097,0.6856879796771462,0.005819170636574111,0.171812978448545,0.6860793699864117,0.006210560945839605,0.3506652678181144,0.6838470371145542,0.003978228073982071
development,sparse_heavy_t4,6,0.6474837022204925,0.04395604395604396,1.0,0.6578839388135523,0.010400236593059886,0.6578839388135523,0.010400236593059886,0.6578839388135523,0.010400236593059886,0.6564836484493425,0.008999946228850031,0.9999999999999951,0.6546728729669384,0.007189170746445983,0.9999999999999951,0.6575598716149781,0.010076169394485635,0.3638305126708994,0.6572585291286,0.009774826908107603,0.25956502970013823,0.6563440995124749,0.008860397291982403,0.16613212644414552,0.6558936060981606,0.008409903877668157,0.2595650297001392,0.652900185382441,0.005416483161948538
development,sparse_heavy_t4,7,0.6556511892439626,0.04395604395604396,1.0,0.6638427843613955,0.008191595117432948,0.6638427843613955,0.008191595117432948,0.6638427843613955,0.008191595117432948,0.6632930826885741,0.007641893444611525,0.9999999999999613,0.6617174312560852,0.00606624201212258,0.9999999999999613,0.6647471116257664,0.00909592238180379,0.4385839337425295,0.6642724638349109,0.008621274590948302,0.29885969668600004,0.6631695398380885,0.007518350594125867,0.1778323712926588,0.6626916914552516,0.007040502211289046,0.29885969668598616,0.660327734217721,0.004676544973758356
development,sparse_heavy_t4,8,0.6616999006764149,0.03296703296703297,1.0,0.6640313726193023,0.0023314719428874087,0.6640313726193023,0.0023314719428874087,0.6640313726193023,0.0023314719428874087,0.6648908328667456,0.00319093219033062,0.9999999999950805,0.664524070087535,0.00282416941112007,0.9999999999950805,0.6660031226042206,0.004303221927805634,0.5136248547374295,0.6659189527866531,0.004219052110238208,0.32494853142448493,0.6650570922592411,0.0033571915828262133,0.18072140604620848,0.6651575839805954,0.0034576833041805033,0.3249485314244805,0.6642067530756788,0.002506852399263848
development,sparse_heavy_t4,9,0.6528459894573245,0.04395604395604396,1.0,0.6547132116654095,0.0018672222080849954,0.6547132116654095,0.0018672222080849954,0.6547132116654095,0.0018672222080849954,0.6554710154843247,0.00262502602700021,1.0,0.6553124128265537,0.002466423369229198,1.0,0.6561444766184312,0.0032984871611067,0.45101688696602554,0.6563498118453939,0.003503822388069344,0.2767388424317916,0.656193769876346,0.0033477804190215066,0.14335734738855296,0.6560851006486705,0.0032391111913460113,0.276738842431789,0.6551834181321409,0.002337428674816344
development,sparse_heavy_t4,10,0.6571732632565717,0.04395604395604396,1.0,0.6616947319487027,0.004521468692130992,0.6616947319487027,0.004521468692130992,0.6616947319487027,0.004521468692130992,0.6621275891391264,0.004954325882554733,0.9999999999999999,0.6615797942775767,0.004406531021005078,0.9999999999999999,0.6622007458462358,0.005027482589664123,0.4542995828947744,0.6624967343614333,0.005323471104861643,0.31690818797350184,0.6622537324327855,0.005080469176213853,0.183218660977823,0.6622085897820089,0.005035326525437256,0.3169081879735021,0.660751698772376,0.00357843551580439
development,sparse_heavy_t4,11,0.6738530483876776,0.04395604395604396,1.0,0.6780372840800419,0.004184235692364369,0.6780372840800419,0.004184235692364369,0.6780372840800419,0.004184235692364369,0.6784924715607857,0.00463942317310817,1.0,0.6779788651523093,0.004125816764631751,1.0,0.678124352290142,0.004271303902464441,0.5047614554753751,0.6780619320659894,0.004208883678311848,0.33029515427564926,0.6781125084527386,0.00425946006506106,0.21936849486870458,0.6781699670693304,0.004316918681652848,0.33029515427565065,0.6772317430847594,0.003378694697081852
