phase_id,experiment_id,left_variant_id,right_variant_id,task_id,dataset_id,population_id,metric_id,delta,ci_low,ci_high,p_adjusted,wins,ties,losses,worst_unit_delta,comparison_group_id,status,evidence_status,source_artifact,source_sha256,source_row_selector,notes
P0,P0_BRIDGE,P0_S2I_FAMILY6_TOP5_DUFS_DETECTOR,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,processbench_first_error,processbench,historical_stage4_eight_cell_audit,exact_error,0.04363739343792536,0.011452981243539752,0.07659004682255385,,4,0,0,0.009090909090909094,p0_s2i_adjacent_exact_error_d12d651c,COMPLETE,RETROSPECTIVE,results/reasoning_localization_03662_v1/phase_0/p0_s2i_interaction_control/P0_S2I_FACTORIAL_EFFECTS.csv,5c49a915bd4a3563faf8faafbd271a9aba01d8fb6d3485aba93846c1510c518f,effect_id=P0_S2I_VS_S2A_ADJACENT_POOLING;metric_id=exact_error,Exact-error localization improves under top-five in all four families.
P0,P0_BRIDGE,P0_S2I_FAMILY6_TOP5_DUFS_DETECTOR,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,processbench_first_error,processbench,historical_stage4_eight_cell_audit,clean_abstention,-0.01315899232565898,-0.03620172455240797,0.009346671871508769,,2,0,2,-0.2222222222222222,p0_s2i_adjacent_clean_abstention_d12d651c,COMPLETE,RETROSPECTIVE,results/reasoning_localization_03662_v1/phase_0/p0_s2i_interaction_control/P0_S2I_FACTORIAL_EFFECTS.csv,5c49a915bd4a3563faf8faafbd271a9aba01d8fb6d3485aba93846c1510c518f,effect_id=P0_S2I_VS_S2A_ADJACENT_POOLING;metric_id=clean_abstention,Clean abstention point estimate falls under top-five but the paired interval crosses zero.
P0,P0_BRIDGE,P0_S2I_FAMILY6_TOP5_DUFS_DETECTOR,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,processbench_first_error,processbench,historical_stage4_eight_cell_audit,within_one,0.042185820975714605,0.013218731812494658,0.0720146689587956,,4,0,0,0.009090909090909094,p0_s2i_adjacent_within_one_d12d651c,COMPLETE,RETROSPECTIVE,results/reasoning_localization_03662_v1/phase_0/p0_s2i_interaction_control/P0_S2I_FACTORIAL_EFFECTS.csv,5c49a915bd4a3563faf8faafbd271a9aba01d8fb6d3485aba93846c1510c518f,effect_id=P0_S2I_VS_S2A_ADJACENT_POOLING;metric_id=within_one,Within-one localization improves under top-five in all four families.
P0,P0_FACTORIAL_INTERACTION,P0_S1_FAMILY6_STEP_MAX,R2_HISTORICAL_FAMILY6_BRIDGE,processbench_first_error,processbench,historical_stage4_eight_cell_audit,macro_f1,-0.036155118557780114,-0.06666876234842496,-0.006984802202460412,,0,0,4,-0.09208456432490503,p0_factorial_pooling_registeredglobal_macro_f1_d12d651c,COMPLETE,RETROSPECTIVE,results/reasoning_localization_03662_v1/phase_0/p0_s2i_interaction_control/P0_S2I_FACTORIAL_EFFECTS.csv,5c49a915bd4a3563faf8faafbd271a9aba01d8fb6d3485aba93846c1510c518f,effect_id=P0_S1_VS_S0_POOLING_REGISTEREDGLOBAL;metric_id=macro_f1,RegisteredGlobal pooling edge reproduced on the common factorial draws.
P0,P0_FACTORIAL_INTERACTION,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,P0_S1_FAMILY6_STEP_MAX,processbench_first_error,processbench,historical_stage4_eight_cell_audit,macro_f1,-0.0014822458503372382,-0.00871467835648367,0.00525866350827324,,1,1,2,-0.013490784822629609,p0_factorial_detector_max_macro_f1_d12d651c,COMPLETE,RETROSPECTIVE,results/reasoning_localization_03662_v1/phase_0/p0_s2i_interaction_control/P0_S2I_FACTORIAL_EFFECTS.csv,5c49a915bd4a3563faf8faafbd271a9aba01d8fb6d3485aba93846c1510c518f,effect_id=P0_S2A_VS_S1_DETECTOR_STEP_MAX;metric_id=macro_f1,DUFS-LIU detector edge under step max reproduced on the common factorial draws.
P0,P0_FACTORIAL_INTERACTION,P0_S2I_FAMILY6_TOP5_DUFS_DETECTOR,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,processbench_first_error,processbench,historical_stage4_eight_cell_audit,macro_f1,0.03468920934168793,0.006021442571549963,0.06502150221851657,,4,0,0,-0.016844126374585378,p0_factorial_pooling_dufs_macro_f1_d12d651c,COMPLETE,RETROSPECTIVE,results/reasoning_localization_03662_v1/phase_0/p0_s2i_interaction_control/P0_S2I_FACTORIAL_EFFECTS.csv,5c49a915bd4a3563faf8faafbd271a9aba01d8fb6d3485aba93846c1510c518f,effect_id=P0_S2I_VS_S2A_ADJACENT_POOLING;metric_id=macro_f1,Adjacent top-five-minus-max pooling edge under DUFS-LIU.
P0,P0_FACTORIAL_INTERACTION,P0_S2I_FAMILY6_TOP5_DUFS_DETECTOR,R2_HISTORICAL_FAMILY6_BRIDGE,processbench_first_error,processbench,historical_stage4_eight_cell_audit,macro_f1,-0.0029481550664294254,-0.008574230907836676,0.0021306149918468758,,1,0,3,-0.014787586714961054,p0_factorial_detector_top5_macro_f1_d12d651c,COMPLETE,RETROSPECTIVE,results/reasoning_localization_03662_v1/phase_0/p0_s2i_interaction_control/P0_S2I_FACTORIAL_EFFECTS.csv,5c49a915bd4a3563faf8faafbd271a9aba01d8fb6d3485aba93846c1510c518f,effect_id=P0_S2I_VS_S0_DETECTOR_TOP5;metric_id=macro_f1,Same-reducer detector contrast: DUFS-LIU minus RegisteredGlobal under top-five.
P0,P0_FACTORIAL_INTERACTION,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,R2_HISTORICAL_FAMILY6_BRIDGE,processbench_first_error,processbench,historical_stage4_eight_cell_audit,macro_f1,-0.03763736440811735,-0.06776496164514063,-0.008925654074190756,,0,0,4,-0.09208456432490503,p0_factorial_s2a_cumulative_anchor_macro_f1_d12d651c,COMPLETE,RETROSPECTIVE,results/reasoning_localization_03662_v1/phase_0/p0_s2i_interaction_control/P0_S2I_FACTORIAL_EFFECTS.csv,5c49a915bd4a3563faf8faafbd271a9aba01d8fb6d3485aba93846c1510c518f,effect_id=P0_S2A_VS_S0_CUMULATIVE_ANCHOR;metric_id=macro_f1,Cumulative displacement from 0.3662; pooling and detector changed together and this is not a detector-only effect.
P0,P0_BRIDGE,P0_S2B_FAMILY6_STEP_MAX_LOCAL_DETECTOR,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,processbench_first_error,processbench,historical_stage4_eight_cell_audit,macro_f1,-0.0220927684700469,-0.044614445807279905,-0.00039874276031798663,,0,0,4,-0.08180147058823528,p0_s2b_macro_f1_d12d651c,COMPLETE,RETROSPECTIVE,results/reasoning_localization_03662_v1/phase_0/p0_s2b_pure_local_detector_bridge/P0_S2B_CONTRASTS.csv,cdafb07ef000ca774f372d047cac782f2bd1442144853d214ea8c2415960aac8,left_variant_id=P0_S2B_FAMILY6_STEP_MAX_LOCAL_DETECTOR;right_variant_id=P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR;metric_id=macro_f1,Adjacent one-factor detector edge under step max; the purely-local detector loses in all four source families.
P0,P0_BRIDGE,P0_S2B_FAMILY6_STEP_MAX_LOCAL_DETECTOR,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,processbench_first_error,processbench,historical_stage4_eight_cell_audit,exact_error,-0.020620433053943694,-0.04024650299367711,-0.0017378509755708066,,1,0,3,-0.07500000000000001,p0_s2b_exact_error_d12d651c,COMPLETE,RETROSPECTIVE,results/reasoning_localization_03662_v1/phase_0/p0_s2b_pure_local_detector_bridge/P0_S2B_CONTRASTS.csv,cdafb07ef000ca774f372d047cac782f2bd1442144853d214ea8c2415960aac8,left_variant_id=P0_S2B_FAMILY6_STEP_MAX_LOCAL_DETECTOR;right_variant_id=P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR;metric_id=exact_error,Exact-error localization falls with a paired interval wholly below zero.
P0,P0_BRIDGE,P0_S2B_FAMILY6_STEP_MAX_LOCAL_DETECTOR,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,processbench_first_error,processbench,historical_stage4_eight_cell_audit,clean_abstention,-0.025961378044711415,-0.07259010219078119,0.020147338665525066,,1,0,3,-0.19444444444444453,p0_s2b_clean_abstention_d12d651c,COMPLETE,RETROSPECTIVE,results/reasoning_localization_03662_v1/phase_0/p0_s2b_pure_local_detector_bridge/P0_S2B_CONTRASTS.csv,cdafb07ef000ca774f372d047cac782f2bd1442144853d214ea8c2415960aac8,left_variant_id=P0_S2B_FAMILY6_STEP_MAX_LOCAL_DETECTOR;right_variant_id=P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR;metric_id=clean_abstention,Clean-abstention point estimate falls but the paired interval crosses zero.
P0,P0_BRIDGE,P0_S2B_FAMILY6_STEP_MAX_LOCAL_DETECTOR,P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR,processbench_first_error,processbench,historical_stage4_eight_cell_audit,within_one,-0.024147727272727286,-0.052724148229120554,0.003225874375985727,,0,1,3,-0.09999999999999998,p0_s2b_within_one_d12d651c,COMPLETE,RETROSPECTIVE,results/reasoning_localization_03662_v1/phase_0/p0_s2b_pure_local_detector_bridge/P0_S2B_CONTRASTS.csv,cdafb07ef000ca774f372d047cac782f2bd1442144853d214ea8c2415960aac8,left_variant_id=P0_S2B_FAMILY6_STEP_MAX_LOCAL_DETECTOR;right_variant_id=P0_S2A_FAMILY6_STEP_MAX_DUFS_DETECTOR;metric_id=within_one,Within-one point estimate falls but the paired interval crosses zero.
P0,P0_BRIDGE,P0_S3A_RAW_ENTROPY_STEP_MAX_LOCAL_DETECTOR,P0_S2B_FAMILY6_STEP_MAX_LOCAL_DETECTOR,processbench_first_error,processbench,historical_stage4_eight_cell_audit,macro_f1,0.004591302199919791,-0.030495488290424935,0.03921200441794944,,2,0,2,-0.04639371496084849,p0_s3a_macro_f1_d12d651c,COMPLETE,RETROSPECTIVE,results/reasoning_localization_03662_v1/phase_0/p0_s3a_raw_entropy_representation_bridge/P0_S3A_CONTRASTS.csv,2d6ad2c874252ce86fcbed5aa0d2b70b3f82da4d1b5b007ad2a01ef210a8a3a7,left_variant_id=P0_S3A_RAW_ENTROPY_STEP_MAX_LOCAL_DETECTOR;right_variant_id=P0_S2B_FAMILY6_STEP_MAX_LOCAL_DETECTOR;metric_id=macro_f1,Adjacent representation-only edge under the purely-local step-max contract; raw point gain is not CI-supported.
P0,P0_BRIDGE,P0_S3A_RAW_ENTROPY_STEP_MAX_LOCAL_DETECTOR,P0_S2B_FAMILY6_STEP_MAX_LOCAL_DETECTOR,processbench_first_error,processbench,historical_stage4_eight_cell_audit,exact_error,0.011837121212121212,-0.021826578624980806,0.04459319864778354,,2,1,1,-0.04545454545454547,p0_s3a_exact_error_d12d651c,COMPLETE,RETROSPECTIVE,results/reasoning_localization_03662_v1/phase_0/p0_s3a_raw_entropy_representation_bridge/P0_S3A_CONTRASTS.csv,2d6ad2c874252ce86fcbed5aa0d2b70b3f82da4d1b5b007ad2a01ef210a8a3a7,left_variant_id=P0_S3A_RAW_ENTROPY_STEP_MAX_LOCAL_DETECTOR;right_variant_id=P0_S2B_FAMILY6_STEP_MAX_LOCAL_DETECTOR;metric_id=exact_error,Exact-error point gain has a paired interval crossing zero.
P0,P0_BRIDGE,P0_S3A_RAW_ENTROPY_STEP_MAX_LOCAL_DETECTOR,P0_S2B_FAMILY6_STEP_MAX_LOCAL_DETECTOR,processbench_first_error,processbench,historical_stage4_eight_cell_audit,clean_abstention,-0.020799966633299936,-0.06312736427456404,0.021212974337974234,,1,0,3,-0.11111111111111105,p0_s3a_clean_abstention_d12d651c,COMPLETE,RETROSPECTIVE,results/reasoning_localization_03662_v1/phase_0/p0_s3a_raw_entropy_representation_bridge/P0_S3A_CONTRASTS.csv,2d6ad2c874252ce86fcbed5aa0d2b70b3f82da4d1b5b007ad2a01ef210a8a3a7,left_variant_id=P0_S3A_RAW_ENTROPY_STEP_MAX_LOCAL_DETECTOR;right_variant_id=P0_S2B_FAMILY6_STEP_MAX_LOCAL_DETECTOR;metric_id=clean_abstention,Clean-abstention point loss has a paired interval crossing zero.
P0,P0_BRIDGE,P0_S3A_RAW_ENTROPY_STEP_MAX_LOCAL_DETECTOR,P0_S2B_FAMILY6_STEP_MAX_LOCAL_DETECTOR,processbench_first_error,processbench,historical_stage4_eight_cell_audit,within_one,0.03510436814958093,-0.0012564890012784482,0.07076080810426001,,3,0,1,-0.027272727272727226,p0_s3a_within_one_d12d651c,COMPLETE,RETROSPECTIVE,results/reasoning_localization_03662_v1/phase_0/p0_s3a_raw_entropy_representation_bridge/P0_S3A_CONTRASTS.csv,2d6ad2c874252ce86fcbed5aa0d2b70b3f82da4d1b5b007ad2a01ef210a8a3a7,left_variant_id=P0_S3A_RAW_ENTROPY_STEP_MAX_LOCAL_DETECTOR;right_variant_id=P0_S2B_FAMILY6_STEP_MAX_LOCAL_DETECTOR;metric_id=within_one,Within-one point gain is near-positive but the paired interval still crosses zero.
P0,P0_BRIDGE,P0_S3B_IU29_STEP_MAX_LOCAL_DETECTOR,P0_S3A_RAW_ENTROPY_STEP_MAX_LOCAL_DETECTOR,processbench_first_error,processbench,historical_stage4_eight_cell_audit,macro_f1,-0.011435244022272775,-0.04461391138148266,0.022121445421450597,,2,0,2,-0.20003988831272437,p0_s3b_macro_f1_d12d651c,COMPLETE,RETROSPECTIVE,results/reasoning_localization_03662_v1/phase_0/p0_s3b_iu29_representation_bridge/P0_S3B_CONTRASTS.csv,00bc4a747e85eba6cd65f33a36fdcb7e52c60fd7620bc434a80c9ebd655870ac,left_variant_id=P0_S3B_IU29_STEP_MAX_LOCAL_DETECTOR;right_variant_id=P0_S3A_RAW_ENTROPY_STEP_MAX_LOCAL_DETECTOR;metric_id=macro_f1,Adjacent representation-only edge under the purely-local step-max contract; negative point estimate is inconclusive and not supported harm.
P0,P0_BRIDGE,P0_S3B_IU29_STEP_MAX_LOCAL_DETECTOR,P0_S3A_RAW_ENTROPY_STEP_MAX_LOCAL_DETECTOR,processbench_first_error,processbench,historical_stage4_eight_cell_audit,exact_error,-0.0019091625474604267,-0.03147676263995053,0.027770480662906105,,3,0,1,-0.2,p0_s3b_exact_error_d12d651c,COMPLETE,RETROSPECTIVE,results/reasoning_localization_03662_v1/phase_0/p0_s3b_iu29_representation_bridge/P0_S3B_CONTRASTS.csv,00bc4a747e85eba6cd65f33a36fdcb7e52c60fd7620bc434a80c9ebd655870ac,left_variant_id=P0_S3B_IU29_STEP_MAX_LOCAL_DETECTOR;right_variant_id=P0_S3A_RAW_ENTROPY_STEP_MAX_LOCAL_DETECTOR;metric_id=exact_error,Exact-error point loss has a paired interval crossing zero.
P0,P0_BRIDGE,P0_S3B_IU29_STEP_MAX_LOCAL_DETECTOR,P0_S3A_RAW_ENTROPY_STEP_MAX_LOCAL_DETECTOR,processbench_first_error,processbench,historical_stage4_eight_cell_audit,clean_abstention,-0.012247664330997658,-0.051904665271467136,0.028367095674456437,,2,0,2,-0.2432432432432432,p0_s3b_clean_abstention_d12d651c,COMPLETE,RETROSPECTIVE,results/reasoning_localization_03662_v1/phase_0/p0_s3b_iu29_representation_bridge/P0_S3B_CONTRASTS.csv,00bc4a747e85eba6cd65f33a36fdcb7e52c60fd7620bc434a80c9ebd655870ac,left_variant_id=P0_S3B_IU29_STEP_MAX_LOCAL_DETECTOR;right_variant_id=P0_S3A_RAW_ENTROPY_STEP_MAX_LOCAL_DETECTOR;metric_id=clean_abstention,Clean-abstention point loss has a paired interval crossing zero.
P0,P0_BRIDGE,P0_S3B_IU29_STEP_MAX_LOCAL_DETECTOR,P0_S3A_RAW_ENTROPY_STEP_MAX_LOCAL_DETECTOR,processbench_first_error,processbench,historical_stage4_eight_cell_audit,within_one,0.017067169926212475,-0.015874879624423133,0.05016628585768093,,3,0,1,-0.22499999999999998,p0_s3b_within_one_d12d651c,COMPLETE,RETROSPECTIVE,results/reasoning_localization_03662_v1/phase_0/p0_s3b_iu29_representation_bridge/P0_S3B_CONTRASTS.csv,00bc4a747e85eba6cd65f33a36fdcb7e52c60fd7620bc434a80c9ebd655870ac,left_variant_id=P0_S3B_IU29_STEP_MAX_LOCAL_DETECTOR;right_variant_id=P0_S3A_RAW_ENTROPY_STEP_MAX_LOCAL_DETECTOR;metric_id=within_one,Within-one point gain has a paired interval crossing zero.
P0,P0_BRIDGE,P0_S4_IU29_STEP_MAX_LOCAL_DETECTOR_FIVEFOLD,P0_S3B_IU29_STEP_MAX_LOCAL_DETECTOR,processbench_first_error,processbench,historical_stage4_eight_cell_audit,macro_f1,-0.005639186754005907,-0.02022305591272321,0.009502877546169077,,1,0,3,-0.06735524934618886,p0_s4_iu29_step_max_local_detector_fivefold_macro_f1,COMPLETE,RETROSPECTIVE,results/reasoning_localization_03662_v1/phase_0/p0_s4_fivefold_split_bridge/P0_S4_CONTRASTS.csv,bbacb9e16af1bf0df1505d57f617f3c02316bf8b30f0cf8db3265c106a421632,left_variant_id=P0_S4_IU29_STEP_MAX_LOCAL_DETECTOR_FIVEFOLD;right_variant_id=P0_S3B_IU29_STEP_MAX_LOCAL_DETECTOR;metric_id=macro_f1,Paired adjacent split-only edge on the same 635 source-question groups.
P0,P0_BRIDGE,P0_S4_IU29_STEP_MAX_LOCAL_DETECTOR_FIVEFOLD,P0_S3B_IU29_STEP_MAX_LOCAL_DETECTOR,processbench_first_error,processbench,historical_stage4_eight_cell_audit,exact_error,-0.002778001647682493,-0.01105484661890433,0.00673316253622028,,2,0,2,-0.024999999999999967,p0_s4_iu29_step_max_local_detector_fivefold_exact_error,COMPLETE,RETROSPECTIVE,results/reasoning_localization_03662_v1/phase_0/p0_s4_fivefold_split_bridge/P0_S4_CONTRASTS.csv,bbacb9e16af1bf0df1505d57f617f3c02316bf8b30f0cf8db3265c106a421632,left_variant_id=P0_S4_IU29_STEP_MAX_LOCAL_DETECTOR_FIVEFOLD;right_variant_id=P0_S3B_IU29_STEP_MAX_LOCAL_DETECTOR;metric_id=exact_error,Paired adjacent split-only edge on the same 635 source-question groups.
P0,P0_BRIDGE,P0_S4_IU29_STEP_MAX_LOCAL_DETECTOR_FIVEFOLD,P0_S3B_IU29_STEP_MAX_LOCAL_DETECTOR,processbench_first_error,processbench,historical_stage4_eight_cell_audit,clean_abstention,-0.04343093093093093,-0.07775322652501392,-0.009152817979158545,,2,0,2,-0.24691358024691357,p0_s4_iu29_step_max_local_detector_fivefold_clean_abstention,COMPLETE,RETROSPECTIVE,results/reasoning_localization_03662_v1/phase_0/p0_s4_fivefold_split_bridge/P0_S4_CONTRASTS.csv,bbacb9e16af1bf0df1505d57f617f3c02316bf8b30f0cf8db3265c106a421632,left_variant_id=P0_S4_IU29_STEP_MAX_LOCAL_DETECTOR_FIVEFOLD;right_variant_id=P0_S3B_IU29_STEP_MAX_LOCAL_DETECTOR;metric_id=clean_abstention,Paired adjacent split-only edge on the same 635 source-question groups.
