outer_fold,selected,method,ridge,block_quantile,cv_mse
1,False,jbd,0.01,1.0,0.03318800064093659
1,False,jbd,1.0,0.65,0.033415361913820565
1,False,jbd,10.0,0.95,0.03403757043784353
1,False,jbd,10.0,1.0,0.03405284999224512
1,False,jbd,10.0,0.9,0.03412620250502424
1,False,jbd,10.0,0.85,0.03423274027617756
1,False,jbd,1.0,0.5,0.03424043616731769
1,False,jbd,10.0,0.75,0.03450030877789925
1,False,jbd,10.0,0.65,0.034675279783721584
1,False,jbd,10.0,0.5,0.03478096744163866
1,False,jbd,0.01,0.9,0.038868783335770735
1,False,jbd,0.01,0.95,0.040159475294054774
2,True,pca,1.0,1.0,0.04390481779881115
2,False,pca,10.0,1.0,0.045979168371817244
2,False,pca,0.1,1.0,0.04634600812384797
2,False,pca,0.01,1.0,0.05647871507983787
2,True,pca_full,0.01,1.0,0.04642966030975884
2,False,pca_full,0.1,1.0,0.04642966030975884
2,False,pca_full,1.0,1.0,0.04642966030975884
2,False,pca_full,10.0,1.0,0.04642966030975884
2,True,rjd,1.0,1.0,0.041458876673453396
2,False,rjd,0.1,1.0,0.04198258668629892
2,False,rjd,10.0,1.0,0.045623168089432495
2,False,rjd,0.01,1.0,0.05270189156208462
2,True,ajd,0.1,1.0,0.037977430658804066
2,False,ajd,1.0,1.0,0.039934222499163494
2,False,ajd,10.0,1.0,0.04540042848014485
2,False,ajd,0.01,1.0,0.05330275305654529
2,True,jbd,0.1,0.9,0.029690332615227116
2,False,jbd,0.1,0.85,0.032391209872929094
2,False,jbd,0.1,0.75,0.033760751309986715
2,False,jbd,0.1,0.95,0.03404375128990901
2,False,jbd,0.01,0.75,0.03422048644231847
2,False,jbd,0.01,0.85,0.034988384403658375
2,False,jbd,0.01,0.9,0.03592640861159537
2,False,jbd,0.01,0.65,0.037813278273687016
2,False,jbd,0.1,1.0,0.037977430658804066
2,False,jbd,1.0,0.95,0.03844983005444596
2,False,jbd,1.0,0.9,0.03939697571079923
2,False,jbd,0.1,0.65,0.039567061380026095
2,False,jbd,1.0,1.0,0.039934222499163494
2,False,jbd,1.0,0.85,0.04093615618651951
2,False,jbd,0.01,0.5,0.04128317218399656
2,False,jbd,1.0,0.75,0.041995490294579024
2,False,jbd,0.1,0.5,0.04274019268416895
2,False,jbd,1.0,0.65,0.04454683978328823
2,False,jbd,10.0,0.95,0.04518637427935767
2,False,jbd,10.0,1.0,0.04540042848014485
2,False,jbd,10.0,0.9,0.04543045149046914
2,False,jbd,1.0,0.5,0.045534186161537274
2,False,jbd,10.0,0.85,0.04566577374792012
2,False,jbd,10.0,0.75,0.045836076192339203
2,False,jbd,10.0,0.65,0.046194786586818255
2,False,jbd,10.0,0.5,0.04632414690879595
2,False,jbd,0.01,0.95,0.05068679319506444
2,False,jbd,0.01,1.0,0.05330275305654529
3,True,pca,1.0,1.0,0.049304871040249255
3,False,pca,10.0,1.0,0.05127883250404661
3,False,pca,0.1,1.0,0.052454707019917335
3,False,pca,0.01,1.0,0.06405916833748772
3,True,pca_full,0.01,1.0,0.051713405931979824
3,False,pca_full,0.1,1.0,0.051713405931979824
3,False,pca_full,1.0,1.0,0.051713405931979824
3,False,pca_full,10.0,1.0,0.051713405931979824
3,True,rjd,0.1,1.0,0.0456032070827879
3,False,rjd,1.0,1.0,0.045850914538838584
3,False,rjd,10.0,1.0,0.05076764039771725
3,False,rjd,0.01,1.0,0.05569583355679466
3,True,ajd,0.1,1.0,0.039555977515262575
3,False,ajd,1.0,1.0,0.04405379478662061
3,False,ajd,10.0,1.0,0.050526428253239414
3,False,ajd,0.01,1.0,0.05480095945894198
3,True,jbd,0.1,0.85,0.0326157297145116
3,False,jbd,0.1,0.9,0.033680167105134974
3,False,jbd,0.01,0.75,0.03837293403210178
3,False,jbd,0.01,0.85,0.03864077717402039
3,False,jbd,0.1,0.75,0.03879813867713764
3,False,jbd,0.1,1.0,0.039555977515262575
3,False,jbd,0.1,0.95,0.03998570749136706
3,False,jbd,0.01,0.65,0.041836275920720076
3,False,jbd,0.1,0.65,0.04219049443193703
3,False,jbd,1.0,0.95,0.043424566002124534
3,False,jbd,1.0,0.9,0.04373935821230722
3,False,jbd,1.0,0.85,0.04401583508309553
3,False,jbd,1.0,1.0,0.04405379478662061
3,False,jbd,1.0,0.75,0.047543008397524476
3,False,jbd,1.0,0.65,0.048647599747383696
3,False,jbd,0.01,0.9,0.04906531888972046
3,False,jbd,10.0,0.95,0.0504375874756501
3,False,jbd,10.0,1.0,0.050526428253239414
3,False,jbd,10.0,0.9,0.05056840294195705
3,False,jbd,10.0,0.85,0.05063130573607112
3,False,jbd,10.0,0.75,0.05117472971801716
3,False,jbd,10.0,0.65,0.05131830349208194
3,False,jbd,0.01,0.5,0.051713405931979824
3,False,jbd,0.1,0.5,0.051713405931979824
3,False,jbd,1.0,0.5,0.051713405931979824
3,False,jbd,10.0,0.5,0.051713405931979824
3,False,jbd,0.01,1.0,0.05480095945894198
3,False,jbd,0.01,0.95,0.07158838872011379
4,True,pca,1.0,1.0,0.05264673335542399
4,False,pca,0.1,1.0,0.05464967442495918
4,False,pca,10.0,1.0,0.055890787900634134
4,False,pca,0.01,1.0,0.06706449913471482
4,True,pca_full,0.01,1.0,0.05656042581586819
4,False,pca_full,0.1,1.0,0.05656042581586819
4,False,pca_full,1.0,1.0,0.05656042581586819
4,False,pca_full,10.0,1.0,0.05656042581586819
4,True,rjd,1.0,1.0,0.05030390385222982
4,False,rjd,0.1,1.0,0.052491288246969796
4,False,rjd,10.0,1.0,0.05553404686446273
4,False,rjd,0.01,1.0,0.06713621380903492
4,True,ajd,0.1,1.0,0.04051326239899126
4,False,ajd,1.0,1.0,0.047329648952181516
4,False,ajd,0.01,1.0,0.05289539922554355
4,False,ajd,10.0,1.0,0.05513865763290265
4,True,jbd,0.1,0.9,0.03908090892532527
4,False,jbd,0.1,0.95,0.03995817737983381
4,False,jbd,0.1,1.0,0.04051326239899126
4,False,jbd,0.1,0.85,0.0454783463658868
4,False,jbd,1.0,0.95,0.046383145398460765
4,False,jbd,1.0,1.0,0.047329648952181516
4,False,jbd,1.0,0.9,0.04755600550200182
4,False,jbd,1.0,0.85,0.050713160149825014
4,False,jbd,0.01,1.0,0.05289539922554355
4,False,jbd,10.0,0.95,0.054998876573756975
4,False,jbd,10.0,1.0,0.05513865763290265
4,False,jbd,0.01,0.75,0.05523865202486764
4,False,jbd,10.0,0.9,0.055249796620237566
4,False,jbd,0.1,0.75,0.05559665808083738
4,False,jbd,10.0,0.85,0.05573680807976738
4,False,jbd,1.0,0.75,0.05619500771324807
4,False,jbd,10.0,0.75,0.05651171345412217
4,False,jbd,0.01,0.5,0.05656042581586819
4,False,jbd,0.1,0.5,0.05656042581586819
4,False,jbd,1.0,0.5,0.05656042581586819
4,False,jbd,10.0,0.5,0.05656042581586819
4,False,jbd,0.01,0.65,0.05656042581586819
4,False,jbd,0.1,0.65,0.05656042581586819
4,False,jbd,1.0,0.65,0.05656042581586819
4,False,jbd,10.0,0.65,0.05656042581586819
4,False,jbd,0.01,0.95,0.06398323735388174
4,False,jbd,0.01,0.9,0.07404214162474815
4,False,jbd,0.01,0.85,0.09965634910315571
