task,fold,roster,population,arm,status,orientation,small_groups,converged,selected_start,selected_iterations,start_likelihood_spread,job_seconds
pb_q4,0,top5,errors,soft__equal,ok,1.0,[],,,,,2.114865700015798
pb_q4,0,top5,errors,soft__spectral,ok,1.0,[],,,,,2.114865700015798
pb_q4,0,top5,errors,soft__continuous_lsml,ok,1.0,[0],,,,,2.114865700015798
pb_q4,0,top5,errors,hard__continuous_lsml,ok,1.0,"[0, 1, 3, 4]",,,,,2.114865700015798
pb_q4,1,selected,all,hard__ds,ok,1.0,[],True,4,20,3.5393430408703352e-09,1.8262414000346325
pb_q4,1,selected,all,hard__hem,ok,1.0,[2],True,2,43,9.733476247220096e-09,1.8262414000346325
pb_q4,1,selected,all,hard__equal,ok,1.0,[],,,,,2.6306321999873035
pb_q4,1,selected,all,hard__spectral,ok,1.0,[],,,,,2.6306321999873035
pb_q4,1,selected,all,hard__binary_lsml,ok,1.0,[2],,,,,2.6306321999873035
pb_q4,1,selected,all,soft__equal,ok,1.0,[],,,,,2.6306321999873035
pb_q4,1,selected,all,soft__spectral,ok,1.0,[],,,,,2.6306321999873035
pb_q4,1,selected,all,soft__continuous_lsml,ok,1.0,[2],,,,,2.6306321999873035
pb_q4,1,selected,all,hard__continuous_lsml,ok,1.0,[],,,,,2.6306321999873035
pb_q4,1,shuffle,all,hard__ds,ok,1.0,[],True,2,24,7.138678981277735e-09,3.69544360000873
pb_q4,1,shuffle,all,hard__hem,ok,1.0,"[2, 3]",True,1,230,2.570264934220745e-07,3.69544360000873
pb_q4,1,shuffle,all,hard__equal,ok,1.0,[],,,,,2.5137315000174567
pb_q4,1,shuffle,all,hard__spectral,ok,1.0,[],,,,,2.5137315000174567
pb_q4,1,shuffle,all,hard__binary_lsml,ok,1.0,"[2, 3]",,,,,2.5137315000174567
pb_q4,1,shuffle,all,soft__equal,ok,1.0,[],,,,,2.5137315000174567
pb_q4,1,shuffle,all,soft__spectral,ok,1.0,[],,,,,2.5137315000174567
pb_q4,1,shuffle,all,soft__continuous_lsml,ok,1.0,[],,,,,2.5137315000174567
pb_q4,1,shuffle,all,hard__continuous_lsml,ok,1.0,[2],,,,,2.5137315000174567
pb_q4,1,top5,all,hard__ds,ok,1.0,[],True,3,21,2.3482211730652125e-09,4.159811399993487
pb_q4,1,top5,all,hard__hem,ok,1.0,"[0, 1, 2, 3, 4, 5, 7]",True,2,122,2.0421204549592176e-07,4.159811399993487
pb_q4,1,top5,all,hard__equal,ok,1.0,[],,,,,2.5443924999563023
pb_q4,1,top5,all,hard__spectral,ok,1.0,[],,,,,2.5443924999563023
pb_q4,1,top5,all,hard__binary_lsml,ok,1.0,"[0, 1, 2, 3, 4, 5, 7]",,,,,2.5443924999563023
pb_q4,1,top5,all,soft__equal,ok,1.0,[],,,,,2.5443924999563023
pb_q4,1,top5,all,soft__spectral,ok,1.0,[],,,,,2.5443924999563023
pb_q4,1,top5,all,soft__continuous_lsml,ok,1.0,[2],,,,,2.5443924999563023
pb_q4,1,top5,all,hard__continuous_lsml,ok,1.0,"[0, 1, 3, 4]",,,,,2.5443924999563023
pb_q4,1,top5,errors,hard__ds,ok,1.0,[],True,3,18,2.1383552706311093e-09,4.8421989000053145
pb_q4,1,top5,errors,hard__hem,ok,1.0,"[1, 2, 4, 5, 6]",True,2,213,7.363089653544819e-07,4.8421989000053145
pb_q4,1,top5,errors,hard__equal,ok,1.0,[],,,,,2.0631642999942414
pb_q4,1,top5,errors,hard__spectral,ok,1.0,[],,,,,2.0631642999942414
pb_q4,1,top5,errors,hard__binary_lsml,ok,1.0,"[1, 2, 4, 5, 6]",,,,,2.0631642999942414
pb_q4,1,top5,errors,soft__equal,ok,1.0,[],,,,,2.0631642999942414
pb_q4,1,top5,errors,soft__spectral,ok,1.0,[],,,,,2.0631642999942414
pb_q4,1,top5,errors,soft__continuous_lsml,ok,1.0,[0],,,,,2.0631642999942414
pb_q4,1,top5,errors,hard__continuous_lsml,ok,1.0,"[0, 1, 3, 4]",,,,,2.0631642999942414
pb_q4,2,selected,all,hard__ds,ok,1.0,[],True,0,20,4.8420387699366074e-09,1.2141137999715284
pb_q4,2,selected,all,hard__hem,ok,1.0,[],True,2,21,1.3992679015473186e-08,1.2141137999715284
pb_q4,2,selected,all,hard__equal,ok,1.0,[],,,,,2.4608789999620058
pb_q4,2,selected,all,hard__spectral,ok,1.0,[],,,,,2.4608789999620058
pb_q4,2,selected,all,hard__binary_lsml,ok,1.0,[],,,,,2.4608789999620058
pb_q4,2,selected,all,soft__equal,ok,1.0,[],,,,,2.4608789999620058
pb_q4,2,selected,all,soft__spectral,ok,1.0,[],,,,,2.4608789999620058
pb_q4,2,selected,all,soft__continuous_lsml,ok,1.0,[2],,,,,2.4608789999620058
pb_q4,2,selected,all,hard__continuous_lsml,ok,1.0,[],,,,,2.4608789999620058
pb_q4,2,shuffle,all,hard__ds,ok,1.0,[],True,3,24,6.2820246782280265e-09,4.35007049998967
pb_q4,2,shuffle,all,hard__hem,ok,1.0,"[1, 2, 3]",True,3,316,9.651105337127319e-08,4.35007049998967
pb_q4,2,shuffle,all,hard__equal,ok,1.0,[],,,,,2.5891961999586783
pb_q4,2,shuffle,all,hard__spectral,ok,1.0,[],,,,,2.5891961999586783
pb_q4,2,shuffle,all,hard__binary_lsml,ok,1.0,"[1, 2, 3]",,,,,2.5891961999586783
pb_q4,2,shuffle,all,soft__equal,ok,1.0,[],,,,,2.5891961999586783
pb_q4,2,shuffle,all,soft__spectral,ok,1.0,[],,,,,2.5891961999586783
pb_q4,2,shuffle,all,soft__continuous_lsml,ok,1.0,[0],,,,,2.5891961999586783
pb_q4,2,shuffle,all,hard__continuous_lsml,ok,1.0,[2],,,,,2.5891961999586783
pb_q4,2,top5,all,hard__ds,ok,1.0,[],True,0,19,2.593669279349342e-09,4.2406845999648795
pb_q4,2,top5,all,hard__hem,ok,1.0,"[0, 1, 2, 3, 4, 5, 6, 7]",True,2,124,2.3624364908769735e-07,4.2406845999648795
pb_q4,2,top5,all,hard__equal,ok,1.0,[],,,,,2.43564870004775
pb_q4,2,top5,all,hard__spectral,ok,1.0,[],,,,,2.43564870004775
pb_q4,2,top5,all,hard__binary_lsml,ok,1.0,"[0, 1, 2, 3, 4, 5, 6, 7]",,,,,2.43564870004775
pb_q4,2,top5,all,soft__equal,ok,1.0,[],,,,,2.43564870004775
pb_q4,2,top5,all,soft__spectral,ok,1.0,[],,,,,2.43564870004775
pb_q4,2,top5,all,soft__continuous_lsml,ok,1.0,[2],,,,,2.43564870004775
pb_q4,2,top5,all,hard__continuous_lsml,ok,1.0,"[0, 1, 3, 4]",,,,,2.43564870004775
pb_q4,2,top5,errors,hard__ds,ok,1.0,[],True,4,10,3.318906038884961e-09,4.908775799965952
pb_q4,2,top5,errors,hard__hem,ok,1.0,"[0, 1, 2, 3, 5, 6]",True,2,229,3.632154332855464e-07,4.908775799965952
pb_q4,2,top5,errors,hard__equal,ok,1.0,[],,,,,2.122889899997972
pb_q4,2,top5,errors,hard__spectral,ok,1.0,[],,,,,2.122889899997972
pb_q4,2,top5,errors,hard__binary_lsml,ok,1.0,"[0, 1, 2, 3, 5, 6]",,,,,2.122889899997972
pb_q4,2,top5,errors,soft__equal,ok,1.0,[],,,,,2.122889899997972
pb_q4,2,top5,errors,soft__spectral,ok,1.0,[],,,,,2.122889899997972
pb_q4,2,top5,errors,soft__continuous_lsml,ok,1.0,[0],,,,,2.122889899997972
pb_q4,2,top5,errors,hard__continuous_lsml,ok,1.0,"[0, 1, 3, 4]",,,,,2.122889899997972
pb_q4,3,selected,all,hard__ds,ok,1.0,[],True,1,15,4.952128485058438e-09,2.976979899976868
pb_q4,3,selected,all,hard__hem,ok,1.0,[],True,0,106,4.657398822160985e-08,2.976979899976868
pb_q4,3,selected,all,hard__equal,ok,1.0,[],,,,,2.390561299980618
pb_q4,3,selected,all,hard__spectral,ok,1.0,[],,,,,2.390561299980618
pb_q4,3,selected,all,hard__binary_lsml,ok,1.0,[],,,,,2.390561299980618
pb_q4,3,selected,all,soft__equal,ok,1.0,[],,,,,2.390561299980618
pb_q4,3,selected,all,soft__spectral,ok,1.0,[],,,,,2.390561299980618
pb_q4,3,selected,all,soft__continuous_lsml,ok,1.0,[2],,,,,2.390561299980618
pb_q4,3,selected,all,hard__continuous_lsml,ok,1.0,[0],,,,,2.390561299980618
pb_q4,3,shuffle,all,hard__ds,ok,1.0,[],True,3,24,6.303987554190371e-09,4.384634800022468
pb_q4,3,shuffle,all,hard__hem,ok,1.0,"[1, 2, 3]",True,1,307,8.594288658514415e-08,4.384634800022468
pb_q4,3,shuffle,all,hard__equal,ok,1.0,[],,,,,2.435267799999565
pb_q4,3,shuffle,all,hard__spectral,ok,1.0,[],,,,,2.435267799999565
pb_q4,3,shuffle,all,hard__binary_lsml,ok,1.0,"[1, 2, 3]",,,,,2.435267799999565
pb_q4,3,shuffle,all,soft__equal,ok,1.0,[],,,,,2.435267799999565
pb_q4,3,shuffle,all,soft__spectral,ok,1.0,[],,,,,2.435267799999565
pb_q4,3,shuffle,all,soft__continuous_lsml,ok,1.0,[],,,,,2.435267799999565
pb_q4,3,shuffle,all,hard__continuous_lsml,ok,1.0,[1],,,,,2.435267799999565
pb_q4,3,top5,all,hard__ds,ok,1.0,[],True,0,18,2.394444642561666e-09,3.944157299993094
pb_q4,3,top5,all,hard__hem,ok,1.0,"[0, 1, 2, 3, 4, 5, 6, 7]",True,2,118,2.2370366270507702e-07,3.944157299993094
pb_q4,3,top5,all,hard__equal,ok,1.0,[],,,,,2.52906080003595
pb_q4,3,top5,all,hard__spectral,ok,1.0,[],,,,,2.52906080003595
pb_q4,3,top5,all,hard__binary_lsml,ok,1.0,"[0, 1, 2, 3, 4, 5, 6, 7]",,,,,2.52906080003595
pb_q4,3,top5,all,soft__equal,ok,1.0,[],,,,,2.52906080003595
pb_q4,3,top5,all,soft__spectral,ok,1.0,[],,,,,2.52906080003595
pb_q4,3,top5,all,soft__continuous_lsml,ok,1.0,[0],,,,,2.52906080003595
pb_q4,3,top5,all,hard__continuous_lsml,ok,1.0,"[1, 2, 3, 4]",,,,,2.52906080003595
pb_q4,3,top5,errors,hard__ds,ok,1.0,[],True,2,17,1.1556158252545856e-07,4.793113799998537
pb_q4,3,top5,errors,hard__hem,ok,1.0,"[0, 2, 3, 4]",True,2,269,1.0909299810180073e-06,4.793113799998537
pb_q4,3,top5,errors,hard__equal,ok,1.0,[],,,,,2.132949799997732
pb_q4,3,top5,errors,hard__spectral,ok,1.0,[],,,,,2.132949799997732
pb_q4,3,top5,errors,hard__binary_lsml,ok,1.0,"[0, 2, 3, 4]",,,,,2.132949799997732
pb_q4,3,top5,errors,soft__equal,ok,1.0,[],,,,,2.132949799997732
pb_q4,3,top5,errors,soft__spectral,ok,1.0,[],,,,,2.132949799997732
pb_q4,3,top5,errors,soft__continuous_lsml,ok,1.0,[0],,,,,2.132949799997732
pb_q4,3,top5,errors,hard__continuous_lsml,ok,1.0,"[0, 1, 3, 4]",,,,,2.132949799997732
pb_q4,4,selected,all,hard__ds,ok,1.0,[],True,0,19,5.139509262619413e-09,1.1504329000017606
pb_q4,4,selected,all,hard__hem,ok,1.0,[],True,1,21,1.875111177440658e-08,1.1504329000017606
pb_q4,4,selected,all,hard__equal,ok,1.0,[],,,,,2.412580500007607
pb_q4,4,selected,all,hard__spectral,ok,1.0,[],,,,,2.412580500007607
pb_q4,4,selected,all,hard__binary_lsml,ok,1.0,[],,,,,2.412580500007607
pb_q4,4,selected,all,soft__equal,ok,1.0,[],,,,,2.412580500007607
pb_q4,4,selected,all,soft__spectral,ok,1.0,[],,,,,2.412580500007607
pb_q4,4,selected,all,soft__continuous_lsml,ok,1.0,[2],,,,,2.412580500007607
pb_q4,4,selected,all,hard__continuous_lsml,ok,1.0,[],,,,,2.412580500007607
pb_q4,4,shuffle,all,hard__ds,ok,1.0,[],True,0,14,5.771179090174883e-09,4.49741469998844
pb_q4,4,shuffle,all,hard__hem,ok,1.0,"[1, 2, 3]",True,3,305,3.765893730189873e-08,4.49741469998844
pb_q4,4,shuffle,all,hard__equal,ok,1.0,[],,,,,2.4589084000326693
pb_q4,4,shuffle,all,hard__spectral,ok,1.0,[],,,,,2.4589084000326693
pb_q4,4,shuffle,all,hard__binary_lsml,ok,1.0,"[1, 2, 3]",,,,,2.4589084000326693
pb_q4,4,shuffle,all,soft__equal,ok,1.0,[],,,,,2.4589084000326693
pb_q4,4,shuffle,all,soft__spectral,ok,1.0,[],,,,,2.4589084000326693
pb_q4,4,shuffle,all,soft__continuous_lsml,ok,1.0,[2],,,,,2.4589084000326693
pb_q4,4,shuffle,all,hard__continuous_lsml,ok,1.0,[1],,,,,2.4589084000326693
pb_q4,4,top5,all,hard__ds,ok,1.0,[],True,3,21,3.0385285398892847e-09,4.193280800012872
pb_q4,4,top5,all,hard__hem,ok,1.0,"[0, 1, 2, 4, 5, 6]",True,3,203,1.0146122653154066e-07,4.193280800012872
pb_q4,4,top5,all,hard__equal,ok,1.0,[],,,,,2.568358900025487
pb_q4,4,top5,all,hard__spectral,ok,1.0,[],,,,,2.568358900025487
pb_q4,4,top5,all,hard__binary_lsml,ok,1.0,"[0, 1, 2, 4, 5, 6]",,,,,2.568358900025487
pb_q4,4,top5,all,soft__equal,ok,1.0,[],,,,,2.568358900025487
pb_q4,4,top5,all,soft__spectral,ok,1.0,[],,,,,2.568358900025487
pb_q4,4,top5,all,soft__continuous_lsml,ok,1.0,[2],,,,,2.568358900025487
pb_q4,4,top5,all,hard__continuous_lsml,ok,1.0,"[0, 2, 4]",,,,,2.568358900025487
pb_q4,4,top5,errors,hard__ds,ok,1.0,[],True,1,34,2.2469968108396188e-08,6.128953100007493
pb_q4,4,top5,errors,hard__hem,ok,1.0,"[0, 1, 2, 3, 5, 6]",True,2,327,5.146313108994605e-07,6.128953100007493
pb_q4,4,top5,errors,hard__equal,ok,1.0,[],,,,,2.0222535000066273
pb_q4,4,top5,errors,hard__spectral,ok,1.0,[],,,,,2.0222535000066273
pb_q4,4,top5,errors,hard__binary_lsml,ok,1.0,"[0, 1, 2, 3, 5, 6]",,,,,2.0222535000066273
pb_q4,4,top5,errors,soft__equal,ok,1.0,[],,,,,2.0222535000066273
pb_q4,4,top5,errors,soft__spectral,ok,1.0,[],,,,,2.0222535000066273
pb_q4,4,top5,errors,soft__continuous_lsml,ok,1.0,[2],,,,,2.0222535000066273
pb_q4,4,top5,errors,hard__continuous_lsml,ok,1.0,[1],,,,,2.0222535000066273
pb_q8,0,selected,all,hard__ds,ok,1.0,[],True,4,20,4.004673037627526e-09,1.2392698000185192
pb_q8,0,selected,all,hard__hem,ok,1.0,[],True,4,18,2.2306592128984448e-08,1.2392698000185192
pb_q8,0,selected,all,hard__equal,ok,1.0,[],,,,,2.5122610999969766
pb_q8,0,selected,all,hard__spectral,ok,1.0,[],,,,,2.5122610999969766
pb_q8,0,selected,all,hard__binary_lsml,ok,1.0,[],,,,,2.5122610999969766
pb_q8,0,selected,all,soft__equal,ok,1.0,[],,,,,2.5122610999969766
pb_q8,0,selected,all,soft__spectral,ok,1.0,[],,,,,2.5122610999969766
pb_q8,0,selected,all,soft__continuous_lsml,ok,1.0,[2],,,,,2.5122610999969766
pb_q8,0,selected,all,hard__continuous_lsml,ok,1.0,[2],,,,,2.5122610999969766
pb_q8,0,shuffle,all,hard__ds,ok,1.0,[],True,4,11,8.471229939743807e-09,2.914438599953428
pb_q8,0,shuffle,all,hard__hem,ok,1.0,[],True,0,238,2.6933926200456426e-08,2.914438599953428
pb_q8,0,shuffle,all,hard__equal,ok,1.0,[],,,,,2.460755900014192
pb_q8,0,shuffle,all,hard__spectral,ok,1.0,[],,,,,2.460755900014192
pb_q8,0,shuffle,all,hard__binary_lsml,ok,1.0,[],,,,,2.460755900014192
pb_q8,0,shuffle,all,soft__equal,ok,1.0,[],,,,,2.460755900014192
pb_q8,0,shuffle,all,soft__spectral,ok,1.0,[],,,,,2.460755900014192
pb_q8,0,shuffle,all,soft__continuous_lsml,ok,1.0,[],,,,,2.460755900014192
pb_q8,0,shuffle,all,hard__continuous_lsml,ok,1.0,[3],,,,,2.460755900014192
pb_q8,0,top5,all,hard__ds,ok,1.0,[],True,3,21,6.115486250735103e-08,6.807793400017545
pb_q8,0,top5,all,hard__hem,ok,1.0,"[1, 2, 3, 4, 5, 6, 7]",True,2,276,8.726888998111804e-07,6.807793400017545
pb_q8,0,top5,all,hard__equal,ok,1.0,[],,,,,2.568415699992329
pb_q8,0,top5,all,hard__spectral,ok,1.0,[],,,,,2.568415699992329
pb_q8,0,top5,all,hard__binary_lsml,ok,1.0,"[1, 2, 3, 4, 5, 6, 7]",,,,,2.568415699992329
pb_q8,0,top5,all,soft__equal,ok,1.0,[],,,,,2.568415699992329
pb_q8,0,top5,all,soft__spectral,ok,1.0,[],,,,,2.568415699992329
pb_q8,0,top5,all,soft__continuous_lsml,ok,1.0,[0],,,,,2.568415699992329
pb_q8,0,top5,all,hard__continuous_lsml,ok,1.0,"[1, 3, 4]",,,,,2.568415699992329
pb_q8,0,top5,errors,hard__ds,ok,1.0,[],True,1,28,1.2818913930345843e-08,4.16386109997984
pb_q8,0,top5,errors,hard__hem,ok,1.0,"[1, 2]",True,2,426,3.506167254307968e-07,4.16386109997984
pb_q8,0,top5,errors,hard__equal,ok,1.0,[],,,,,2.0567575999884866
pb_q8,0,top5,errors,hard__spectral,ok,1.0,[],,,,,2.0567575999884866
pb_q8,0,top5,errors,hard__binary_lsml,ok,1.0,"[1, 2]",,,,,2.0567575999884866
pb_q8,0,top5,errors,soft__equal,ok,1.0,[],,,,,2.0567575999884866
pb_q8,0,top5,errors,soft__spectral,ok,1.0,[],,,,,2.0567575999884866
pb_q8,0,top5,errors,soft__continuous_lsml,ok,1.0,[0],,,,,2.0567575999884866
pb_q8,0,top5,errors,hard__continuous_lsml,ok,1.0,"[0, 3, 4]",,,,,2.0567575999884866
pb_q8,1,selected,all,hard__ds,ok,1.0,[],True,1,13,4.256868635366118e-09,1.257726400042884
pb_q8,1,selected,all,hard__hem,ok,1.0,[],True,4,19,2.935779086499224e-08,1.257726400042884
pb_q8,1,selected,all,hard__equal,ok,1.0,[],,,,,2.452936099958606
pb_q8,1,selected,all,hard__spectral,ok,1.0,[],,,,,2.452936099958606
pb_q8,1,selected,all,hard__binary_lsml,ok,1.0,[],,,,,2.452936099958606
pb_q8,1,selected,all,soft__equal,ok,1.0,[],,,,,2.452936099958606
pb_q8,1,selected,all,soft__spectral,ok,1.0,[],,,,,2.452936099958606
pb_q8,1,selected,all,soft__continuous_lsml,ok,1.0,[2],,,,,2.452936099958606
pb_q8,1,selected,all,hard__continuous_lsml,ok,1.0,[1],,,,,2.452936099958606
pb_q8,1,shuffle,all,hard__ds,ok,1.0,[],True,4,15,1.9204998480404356e-08,3.3427529000327922
pb_q8,1,shuffle,all,hard__hem,ok,1.0,[],True,1,254,2.5002772563453846e-07,3.3427529000327922
pb_q8,1,shuffle,all,hard__equal,ok,1.0,[],,,,,2.7658552000066265
pb_q8,1,shuffle,all,hard__spectral,ok,1.0,[],,,,,2.7658552000066265
pb_q8,1,shuffle,all,hard__binary_lsml,ok,1.0,[],,,,,2.7658552000066265
pb_q8,1,shuffle,all,soft__equal,ok,1.0,[],,,,,2.7658552000066265
pb_q8,1,shuffle,all,soft__spectral,ok,1.0,[],,,,,2.7658552000066265
pb_q8,1,shuffle,all,soft__continuous_lsml,ok,1.0,[2],,,,,2.7658552000066265
pb_q8,1,shuffle,all,hard__continuous_lsml,ok,1.0,[],,,,,2.7658552000066265
pb_q8,1,top5,all,hard__ds,ok,1.0,[],True,4,13,6.858332568526748e-09,6.144383999984711
pb_q8,1,top5,all,hard__hem,ok,1.0,"[0, 1, 2, 3, 4, 5, 6, 7]",True,2,236,6.386310138495332e-07,6.144383999984711
pb_q8,1,top5,all,hard__equal,ok,1.0,[],,,,,2.3782624999876134
pb_q8,1,top5,all,hard__spectral,ok,1.0,[],,,,,2.3782624999876134
pb_q8,1,top5,all,hard__binary_lsml,ok,1.0,"[0, 1, 2, 3, 4, 5, 6, 7]",,,,,2.3782624999876134
pb_q8,1,top5,all,soft__equal,ok,1.0,[],,,,,2.3782624999876134
pb_q8,1,top5,all,soft__spectral,ok,1.0,[],,,,,2.3782624999876134
pb_q8,1,top5,all,soft__continuous_lsml,ok,1.0,[0],,,,,2.3782624999876134
pb_q8,1,top5,all,hard__continuous_lsml,ok,1.0,[1],,,,,2.3782624999876134
pb_q8,1,top5,errors,hard__ds,ok,1.0,[],True,1,25,1.694401507990051e-08,5.37084240000695
pb_q8,1,top5,errors,hard__hem,ok,1.0,"[0, 1, 2, 3, 4, 5, 6, 7]",True,2,168,4.022078314847022e-07,5.37084240000695
pb_q8,1,top5,errors,hard__equal,ok,1.0,[],,,,,2.1071452000178397
pb_q8,1,top5,errors,hard__spectral,ok,1.0,[],,,,,2.1071452000178397
pb_q8,1,top5,errors,hard__binary_lsml,ok,1.0,"[0, 1, 2, 3, 4, 5, 6, 7]",,,,,2.1071452000178397
pb_q8,1,top5,errors,soft__equal,ok,1.0,[],,,,,2.1071452000178397
pb_q8,1,top5,errors,soft__spectral,ok,1.0,[],,,,,2.1071452000178397
pb_q8,1,top5,errors,soft__continuous_lsml,ok,1.0,[0],,,,,2.1071452000178397
pb_q8,1,top5,errors,hard__continuous_lsml,ok,1.0,[1],,,,,2.1071452000178397
pb_q8,2,selected,all,hard__ds,ok,1.0,[],True,1,17,5.350909937362758e-09,2.001850500004366
pb_q8,2,selected,all,hard__hem,ok,1.0,[],True,4,18,3.1804008315816645e-08,2.001850500004366
pb_q8,2,selected,all,hard__equal,ok,1.0,[],,,,,2.453422899998259
pb_q8,2,selected,all,hard__spectral,ok,1.0,[],,,,,2.453422899998259
pb_q8,2,selected,all,hard__binary_lsml,ok,1.0,[],,,,,2.453422899998259
pb_q8,2,selected,all,soft__equal,ok,1.0,[],,,,,2.453422899998259
pb_q8,2,selected,all,soft__spectral,ok,1.0,[],,,,,2.453422899998259
pb_q8,2,selected,all,soft__continuous_lsml,ok,1.0,[2],,,,,2.453422899998259
pb_q8,2,selected,all,hard__continuous_lsml,ok,1.0,[2],,,,,2.453422899998259
pb_q8,2,shuffle,all,hard__ds,ok,1.0,[],True,2,24,1.8181413707907268e-07,5.2084812999819405
pb_q8,2,shuffle,all,hard__hem,ok,1.0,[],True,3,210,3.5113913554596365e-08,5.2084812999819405
pb_q8,2,shuffle,all,hard__equal,ok,1.0,[],,,,,3.525213700020686
pb_q8,2,shuffle,all,hard__spectral,ok,1.0,[],,,,,3.525213700020686
pb_q8,2,shuffle,all,hard__binary_lsml,ok,1.0,[],,,,,3.525213700020686
pb_q8,2,shuffle,all,soft__equal,ok,1.0,[],,,,,3.525213700020686
pb_q8,2,shuffle,all,soft__spectral,ok,1.0,[],,,,,3.525213700020686
pb_q8,2,shuffle,all,soft__continuous_lsml,ok,1.0,[],,,,,3.525213700020686
pb_q8,2,shuffle,all,hard__continuous_lsml,ok,1.0,[],,,,,3.525213700020686
pb_q8,2,top5,all,hard__ds,ok,1.0,[],True,3,20,6.908844785158408e-08,7.502439600008074
pb_q8,2,top5,all,hard__hem,ok,1.0,"[0, 1, 2, 3, 4, 5, 6, 7]",True,2,170,3.837684960927845e-07,7.502439600008074
pb_q8,2,top5,all,hard__equal,ok,1.0,[],,,,,2.640580500010401
pb_q8,2,top5,all,hard__spectral,ok,1.0,[],,,,,2.640580500010401
pb_q8,2,top5,all,hard__binary_lsml,ok,1.0,"[0, 1, 2, 3, 4, 5, 6, 7]",,,,,2.640580500010401
pb_q8,2,top5,all,soft__equal,ok,1.0,[],,,,,2.640580500010401
pb_q8,2,top5,all,soft__spectral,ok,1.0,[],,,,,2.640580500010401
pb_q8,2,top5,all,soft__continuous_lsml,ok,1.0,[0],,,,,2.640580500010401
pb_q8,2,top5,all,hard__continuous_lsml,ok,1.0,"[0, 2]",,,,,2.640580500010401
pb_q8,2,top5,errors,hard__ds,ok,1.0,[],True,2,18,1.252448988964261e-08,4.306394300016109
pb_q8,2,top5,errors,hard__hem,ok,1.0,"[0, 2, 3, 4]",True,4,138,2.309600333205708e-07,4.306394300016109
pb_q8,2,top5,errors,hard__equal,ok,1.0,[],,,,,2.3854825000162236
pb_q8,2,top5,errors,hard__spectral,ok,1.0,[],,,,,2.3854825000162236
