cell_id,dataset_family,arm,lambda,n_seeds,auroc,auprc
internalstates_gsm8k_qwen25_7b,gsm8k,G2,0.1,5,0.7264072767917366,0.8521276678520762
internalstates_gsm8k_qwen25_7b,gsm8k,G2,0.3,5,0.7266770730955272,0.8523403142436933
internalstates_gsm8k_qwen25_7b,gsm8k,G2,1.0,5,0.7269468693993177,0.8523614846749215
internalstates_gsm8k_qwen25_7b,gsm8k,G3,0.01,5,0.7262916498043976,0.8522149636122783
internalstates_gsm8k_qwen25_7b,gsm8k,G3,0.03,5,0.7263301921335106,0.8522073663056926
internalstates_gsm8k_qwen25_7b,gsm8k,G3,0.1,5,0.7263301921335107,0.8520909841412342
internalstates_gsm8k_qwen25_7b,gsm8k,G3,0.3,5,0.7265999884373013,0.8523115981272414
internalstates_gsm8k_qwen25_7b,gsm8k,G3,1.0,5,0.727525004336012,0.8527059893212594
internalstates_gsm8k_qwen25_7b,gsm8k,G4,0.01,5,0.7263301921335106,0.8522386536469263
internalstates_gsm8k_qwen25_7b,gsm8k,G4,0.03,5,0.7263301921335106,0.8522410976928283
internalstates_gsm8k_qwen25_7b,gsm8k,G4,0.1,5,0.7262723786398411,0.852221514053026
internalstates_gsm8k_qwen25_7b,gsm8k,G4,0.3,5,0.7263301921335106,0.8521828428750897
internalstates_gsm8k_qwen25_7b,gsm8k,G4,1.0,5,0.7267927000828659,0.8521506578419957
lapeigvals_gsm8k_llama3b,gsm8k,B0,,5,0.699160313160369,0.7628808203683342
lapeigvals_gsm8k_llama3b,gsm8k,B3,,5,0.6914313774774019,0.7585198952048435
lapeigvals_gsm8k_llama3b,gsm8k,G2,0.01,5,0.6914430139358225,0.7585299563695416
lapeigvals_gsm8k_llama3b,gsm8k,G2,0.03,5,0.6915035235196098,0.7585699601932042
lapeigvals_gsm8k_llama3b,gsm8k,G2,0.1,5,0.6915640331033969,0.7585751324711282
lapeigvals_gsm8k_llama3b,gsm8k,G2,0.3,5,0.6918363262304392,0.7587469606608267
lapeigvals_gsm8k_llama3b,gsm8k,G2,1.0,5,0.6924228037348377,0.759111925899344
lapeigvals_gsm8k_llama3b,gsm8k,G3,0.01,5,0.6914406866441385,0.7585308243626407
lapeigvals_gsm8k_llama3b,gsm8k,G3,0.03,5,0.691491887061189,0.7585602134194929
lapeigvals_gsm8k_llama3b,gsm8k,G3,0.1,5,0.6915570512283445,0.7585694987551026
lapeigvals_gsm8k_llama3b,gsm8k,G3,0.3,5,0.6918316716470709,0.7587357607070169
lapeigvals_gsm8k_llama3b,gsm8k,G3,1.0,5,0.692427458318206,0.7591324811703726
lapeigvals_gsm8k_llama3b,gsm8k,G4,0.01,5,0.691431377477402,0.7585170897071198
lapeigvals_gsm8k_llama3b,gsm8k,G4,0.03,5,0.6914174137272973,0.7585091158090541
lapeigvals_gsm8k_llama3b,gsm8k,G4,0.1,5,0.6914174137272973,0.7585023968219232
lapeigvals_gsm8k_llama3b,gsm8k,G4,0.3,5,0.6914430139358225,0.7585326136306327
lapeigvals_gsm8k_llama3b,gsm8k,G4,1.0,5,0.6912079574757264,0.7583536906815773
lapeigvals_gsm8k_llama8b,gsm8k,B0,,5,0.8108335335094885,0.7028326479870015
lapeigvals_gsm8k_llama8b,gsm8k,B3,,5,0.8102129874289374,0.7003652452381645
lapeigvals_gsm8k_llama8b,gsm8k,G2,0.01,5,0.8102330050444391,0.7003729607429646
lapeigvals_gsm8k_llama8b,gsm8k,G2,0.03,5,0.8102129874289374,0.7003315386165622
lapeigvals_gsm8k_llama8b,gsm8k,G2,0.1,5,0.8102330050444391,0.7003678696165025
lapeigvals_gsm8k_llama8b,gsm8k,G2,0.3,5,0.8103330931219472,0.7004197893401909
lapeigvals_gsm8k_llama8b,gsm8k,G2,1.0,5,0.810633357354472,0.7011226029011881
lapeigvals_gsm8k_llama8b,gsm8k,G3,0.01,5,0.8102129874289374,0.7003315386165622
lapeigvals_gsm8k_llama8b,gsm8k,G3,0.03,5,0.8102129874289374,0.7003315386165622
lapeigvals_gsm8k_llama8b,gsm8k,G3,0.1,5,0.8101929698134358,0.7003462492515353
lapeigvals_gsm8k_llama8b,gsm8k,G3,0.3,5,0.8103130755064456,0.7004079358802019
lapeigvals_gsm8k_llama8b,gsm8k,G3,1.0,5,0.8104732164304588,0.7010118419316701
lapeigvals_gsm8k_llama8b,gsm8k,G4,0.01,5,0.8101929698134358,0.7003434119516817
lapeigvals_gsm8k_llama8b,gsm8k,G4,0.03,5,0.8101929698134358,0.7003434119516817
lapeigvals_gsm8k_llama8b,gsm8k,G4,0.1,5,0.8101929698134358,0.7003434119516817
lapeigvals_gsm8k_llama8b,gsm8k,G4,0.3,5,0.8101729521979342,0.7003009075527947
lapeigvals_gsm8k_llama8b,gsm8k,G4,1.0,5,0.8101529345824326,0.700462546093684
lapeigvals_gsm8k_mistral24b,gsm8k,B0,,5,0.8499052240503451,0.502442090181481
lapeigvals_gsm8k_mistral24b,gsm8k,B3,,5,0.8542952460383654,0.5234042573220767
lapeigvals_gsm8k_mistral24b,gsm8k,G2,0.01,5,0.8543483205701722,0.5234020887921385
lapeigvals_gsm8k_mistral24b,gsm8k,G2,0.03,5,0.8543407384941998,0.523336987297355
lapeigvals_gsm8k_mistral24b,gsm8k,G2,0.1,5,0.8544620517097582,0.5231335114214295
lapeigvals_gsm8k_mistral24b,gsm8k,G2,0.3,5,0.8549169762681023,0.5229253767286183
lapeigvals_gsm8k_mistral24b,gsm8k,G2,1.0,5,0.8566381075138374,0.5227006499397564
lapeigvals_gsm8k_mistral24b,gsm8k,G3,0.01,5,0.8543331564182274,0.5234004448772538
lapeigvals_gsm8k_mistral24b,gsm8k,G3,0.03,5,0.8543483205701722,0.5233382406581697
lapeigvals_gsm8k_mistral24b,gsm8k,G3,0.1,5,0.8544317234058686,0.5231043238270192
lapeigvals_gsm8k_mistral24b,gsm8k,G3,0.3,5,0.8548866479642127,0.5229312150350633
lapeigvals_gsm8k_mistral24b,gsm8k,G3,1.0,5,0.8564788839184169,0.5232776608387162
lapeigvals_gsm8k_mistral24b,gsm8k,G4,0.01,5,0.8542952460383654,0.5234053756169562
lapeigvals_gsm8k_mistral24b,gsm8k,G4,0.03,5,0.8542952460383654,0.5234053756169562
lapeigvals_gsm8k_mistral24b,gsm8k,G4,0.1,5,0.8543104101903102,0.5234525785812968
lapeigvals_gsm8k_mistral24b,gsm8k,G4,0.3,5,0.854325574342255,0.5234921066717835
lapeigvals_gsm8k_mistral24b,gsm8k,G4,1.0,5,0.854082947911138,0.5252062469026709
lapeigvals_gsm8k_nemo,gsm8k,B0,,5,0.7972699573430835,0.50219725177345
lapeigvals_gsm8k_nemo,gsm8k,B3,,5,0.8109607962624417,0.5278038014802339
lapeigvals_gsm8k_nemo,gsm8k,G2,0.01,5,0.8109607962624416,0.5277585953007009
lapeigvals_gsm8k_nemo,gsm8k,G2,0.03,5,0.8109567336989639,0.5276770961402758
lapeigvals_gsm8k_nemo,gsm8k,G2,0.1,5,0.8109892342067846,0.5277855934657509
lapeigvals_gsm8k_nemo,gsm8k,G2,0.3,5,0.8111192362380663,0.5272146476884819
lapeigvals_gsm8k_nemo,gsm8k,G2,1.0,5,0.8112695510867357,0.5262175937366609
lapeigvals_gsm8k_nemo,gsm8k,G3,0.01,5,0.8109648588259192,0.5277656082512829
lapeigvals_gsm8k_nemo,gsm8k,G3,0.03,5,0.8109689213893967,0.5277093133624443
lapeigvals_gsm8k_nemo,gsm8k,G3,0.1,5,0.8110014218972171,0.5277443738370486
lapeigvals_gsm8k_nemo,gsm8k,G3,0.3,5,0.8111517367458867,0.5273030858590689
lapeigvals_gsm8k_nemo,gsm8k,G3,1.0,5,0.8112451757058704,0.5264617153221433
lapeigvals_gsm8k_nemo,gsm8k,G4,0.01,5,0.810956733698964,0.5278030797281581
lapeigvals_gsm8k_nemo,gsm8k,G4,0.03,5,0.8109486085720089,0.5278070931771989
lapeigvals_gsm8k_nemo,gsm8k,G4,0.1,5,0.8109323583180987,0.5278215426138457
lapeigvals_gsm8k_nemo,gsm8k,G4,0.3,5,0.8109364208815762,0.5279180850384515
lapeigvals_gsm8k_nemo,gsm8k,G4,1.0,5,0.811139549055454,0.5278685056939187
lapeigvals_gsm8k_phi35,gsm8k,B0,,5,0.80882706325261,0.4528469197866054
lapeigvals_gsm8k_phi35,gsm8k,B3,,5,0.8156400466362286,0.4737439097587376
lapeigvals_gsm8k_phi35,gsm8k,G2,0.01,5,0.8156489466798387,0.47374936234671994
lapeigvals_gsm8k_phi35,gsm8k,G2,0.03,5,0.8156400466362286,0.4737331872022246
lapeigvals_gsm8k_phi35,gsm8k,G2,0.1,5,0.8155866463745671,0.47341255427741663
lapeigvals_gsm8k_phi35,gsm8k,G2,0.3,5,0.8155065459820753,0.4729788818450139
lapeigvals_gsm8k_phi35,gsm8k,G2,1.0,5,0.8155510462001264,0.47191802907813596
lapeigvals_gsm8k_phi35,gsm8k,G3,0.01,5,0.8156489466798387,0.47374936234671994
lapeigvals_gsm8k_phi35,gsm8k,G3,0.03,5,0.8156400466362284,0.4737581383658291
lapeigvals_gsm8k_phi35,gsm8k,G3,0.1,5,0.8155999964399826,0.4734324425609575
lapeigvals_gsm8k_phi35,gsm8k,G3,0.3,5,0.8155243460692958,0.4730950407771063
lapeigvals_gsm8k_phi35,gsm8k,G3,1.0,5,0.8155332461129059,0.4720187623039374
lapeigvals_gsm8k_phi35,gsm8k,G4,0.01,5,0.8156400466362286,0.4737439097587376
lapeigvals_gsm8k_phi35,gsm8k,G4,0.03,5,0.8156400466362286,0.4737439097587376
lapeigvals_gsm8k_phi35,gsm8k,G4,0.1,5,0.8156355966144234,0.4737470110862434
lapeigvals_gsm8k_phi35,gsm8k,G4,0.3,5,0.8156355966144234,0.47389126562667033
lapeigvals_gsm8k_phi35,gsm8k,G4,1.0,5,0.8154308956113884,0.4737048432635834
losnet_hotpotqa_mistral7b,hotpotqa,B0,,5,0.5695668496040329,0.7056400974471022
losnet_hotpotqa_mistral7b,hotpotqa,B3,,5,0.5835642396181555,0.7185514580236565
losnet_hotpotqa_mistral7b,hotpotqa,G2,0.01,5,0.5835463630025564,0.7185245606645413
losnet_hotpotqa_mistral7b,hotpotqa,G2,0.03,5,0.5835463630025564,0.7185227622497379
losnet_hotpotqa_mistral7b,hotpotqa,G2,0.1,5,0.583635746080552,0.7186581420788947
losnet_hotpotqa_mistral7b,hotpotqa,G2,0.3,5,0.5836536226961512,0.718844121052799
losnet_hotpotqa_mistral7b,hotpotqa,G2,1.0,5,0.5843150574733191,0.7198441464863286
losnet_hotpotqa_mistral7b,hotpotqa,G3,0.01,5,0.5835463630025564,0.7185245606645413
losnet_hotpotqa_mistral7b,hotpotqa,G3,0.03,5,0.5835642396181555,0.7185422278053201
losnet_hotpotqa_mistral7b,hotpotqa,G3,0.1,5,0.5836178694649529,0.7186489517323269
losnet_hotpotqa_mistral7b,hotpotqa,G3,0.3,5,0.5837430057741468,0.7188974018835023
losnet_hotpotqa_mistral7b,hotpotqa,G3,1.0,5,0.5845117002449096,0.7201093690018529
losnet_hotpotqa_mistral7b,hotpotqa,G4,0.01,5,0.5835463630025564,0.7185446953146357
losnet_hotpotqa_mistral7b,hotpotqa,G4,0.03,5,0.5835642396181555,0.7185514580236565
losnet_hotpotqa_mistral7b,hotpotqa,G4,0.1,5,0.5836178694649529,0.718618528205283
losnet_hotpotqa_mistral7b,hotpotqa,G4,0.3,5,0.5835821162337547,0.7186112065600772
losnet_hotpotqa_mistral7b,hotpotqa,G4,1.0,5,0.58388601869894,0.7189428331091609
math500_dsmath7b,math500,B0,,5,0.7940220922677064,0.9423382486346459
math500_dsmath7b,math500,B3,,5,0.8135152696556205,0.9476651828727779
math500_dsmath7b,math500,G2,0.01,5,0.8135152696556205,0.9476651828727779
math500_dsmath7b,math500,G2,0.03,5,0.8133708757490434,0.9475986179581533
math500_dsmath7b,math500,G2,0.1,5,0.8133708757490433,0.9476126456146126
math500_dsmath7b,math500,G2,0.3,5,0.8135874666089091,0.9476439246740054
math500_dsmath7b,math500,G2,1.0,5,0.8148870117681034,0.9478437212137237
math500_dsmath7b,math500,G3,0.01,5,0.8135152696556205,0.9476651828727779
math500_dsmath7b,math500,G3,0.03,5,0.8135152696556205,0.9476693019973128
math500_dsmath7b,math500,G3,0.1,5,0.8133708757490433,0.9476108364737454
math500_dsmath7b,math500,G3,0.3,5,0.8135152696556205,0.9475381940322114
math500_dsmath7b,math500,G3,1.0,5,0.8146704209082377,0.9477436148869838
math500_dsmath7b,math500,G4,0.01,5,0.8135152696556205,0.9476651828727779
math500_dsmath7b,math500,G4,0.03,5,0.8135152696556205,0.9476651828727779
math500_dsmath7b,math500,G4,0.1,5,0.8136596635621977,0.9476905127438718
math500_dsmath7b,math500,G4,0.3,5,0.813948451375352,0.9476976380756499
math500_dsmath7b,math500,G4,1.0,5,0.8134430727023318,0.9474953383545874
math500_qwenmath7b,math500,B0,,5,0.9115111561866126,0.9551211409259719
math500_qwenmath7b,math500,B3,,5,0.9246323529411765,0.9700834430358731
math500_qwenmath7b,math500,G2,0.01,5,0.9246323529411765,0.9700834430358731
math500_qwenmath7b,math500,G2,0.03,5,0.9246957403651116,0.9700416032842123
math500_qwenmath7b,math500,G2,0.1,5,0.9246323529411765,0.9699359963427285
math500_qwenmath7b,math500,G2,0.3,5,0.9250760649087221,0.969998348710166
math500_qwenmath7b,math500,G2,1.0,5,0.9246323529411765,0.9685990075207369
math500_qwenmath7b,math500,G3,0.01,5,0.9246957403651116,0.9701074891859396
math500_qwenmath7b,math500,G3,0.03,5,0.9246957403651116,0.9700416032842123
math500_qwenmath7b,math500,G3,0.1,5,0.9248859026369168,0.9700094887596236
math500_qwenmath7b,math500,G3,0.3,5,0.9252662271805274,0.9699017561364021
math500_qwenmath7b,math500,G3,1.0,5,0.9246957403651116,0.9680783230886988
math500_qwenmath7b,math500,G4,0.01,5,0.9245689655172414,0.9700592621948371
math500_qwenmath7b,math500,G4,0.03,5,0.9245689655172414,0.9700592621948371
math500_qwenmath7b,math500,G4,0.1,5,0.9245689655172414,0.9700755623322632
math500_qwenmath7b,math500,G4,0.3,5,0.9246323529411765,0.9701760993748803
math500_qwenmath7b,math500,G4,1.0,5,0.9240618661257607,0.9702778587161272
math500_r1distill8b,math500,B0,,5,0.8385677026733318,0.9182873866383995
math500_r1distill8b,math500,B3,,5,0.8291132362529885,0.912723284236545
math500_r1distill8b,math500,G2,0.01,5,0.8291132362529885,0.912723284236545
math500_r1distill8b,math500,G2,0.03,5,0.8291675722668985,0.9127792880281785
math500_r1distill8b,math500,G2,0.1,5,0.8292219082808086,0.912832841654583
math500_r1distill8b,math500,G2,0.3,5,0.8293305803086286,0.9129324122262321
math500_r1distill8b,math500,G2,1.0,5,0.830036948489459,0.9129196027586912
math500_r1distill8b,math500,G3,0.01,5,0.8291132362529885,0.912723284236545
math500_r1distill8b,math500,G3,0.03,5,0.8291675722668985,0.9127792880281785
math500_r1distill8b,math500,G3,0.1,5,0.8292762442947186,0.9128828909714709
math500_r1distill8b,math500,G3,0.3,5,0.8293849163225386,0.9129648850821186
math500_r1distill8b,math500,G3,1.0,5,0.830308628559009,0.9130162619555982
math500_r1distill8b,math500,G4,0.01,5,0.8291132362529885,0.912723284236545
math500_r1distill8b,math500,G4,0.03,5,0.8291132362529885,0.912723284236545
math500_r1distill8b,math500,G4,0.1,5,0.8291132362529885,0.912723284236545
math500_r1distill8b,math500,G4,0.3,5,0.8290045642251684,0.9126324463042376
math500_r1distill8b,math500,G4,1.0,5,0.8291675722668986,0.9127258486899174
math500_r1distill8b_mn4096,math500,B0,,5,0.8384942319368549,0.8782009684872908
math500_r1distill8b_mn4096,math500,B3,,5,0.838260707113166,0.882001515432314
math500_r1distill8b_mn4096,math500,G2,0.01,5,0.838260707113166,0.882001515432314
math500_r1distill8b_mn4096,math500,G2,0.03,5,0.8383074120779038,0.8820587278214476
math500_r1distill8b_mn4096,math500,G2,0.1,5,0.8384475269721172,0.8822562167082535
math500_r1distill8b_mn4096,math500,G2,0.3,5,0.8388211666900192,0.8838818029505573
math500_r1distill8b_mn4096,math500,G2,1.0,5,0.839615151090561,0.8848595560379204
math500_r1distill8b_mn4096,math500,G3,0.01,5,0.838260707113166,0.882001515432314
math500_r1distill8b_mn4096,math500,G3,0.03,5,0.8383074120779038,0.8820587278214476
math500_r1distill8b_mn4096,math500,G3,0.1,5,0.8384008220073794,0.8821534399284157
math500_r1distill8b_mn4096,math500,G3,0.3,5,0.8388211666900192,0.8838984047521676
math500_r1distill8b_mn4096,math500,G3,1.0,5,0.8393816262668721,0.8842848214968231
math500_r1distill8b_mn4096,math500,G4,0.01,5,0.838260707113166,0.882001515432314
math500_r1distill8b_mn4096,math500,G4,0.03,5,0.838260707113166,0.882001515432314
math500_r1distill8b_mn4096,math500,G4,0.1,5,0.838260707113166,0.882001515432314
math500_r1distill8b_mn4096,math500,G4,0.3,5,0.8383541170426416,0.8820884260870687
math500_r1distill8b_mn4096,math500,G4,1.0,5,0.8384008220073794,0.883828854480009
noise_gsm8k_mistral7b,gsm8k,B0,,5,0.7831116159084742,0.7915441207128352
noise_gsm8k_mistral7b,gsm8k,B3,,5,0.7932257011344145,0.8035612437778861
noise_gsm8k_mistral7b,gsm8k,G2,0.01,5,0.7932578896302462,0.803578971094062
noise_gsm8k_mistral7b,gsm8k,G2,0.03,5,0.7932762830564357,0.8035988258557454
noise_gsm8k_mistral7b,gsm8k,G2,0.1,5,0.7934349263573199,0.8037333829712525
noise_gsm8k_mistral7b,gsm8k,G2,0.3,5,0.7938924628337831,0.8041113370247452
noise_gsm8k_mistral7b,gsm8k,G2,1.0,5,0.7954421089902469,0.8054105072164802
noise_gsm8k_mistral7b,gsm8k,G3,0.01,5,0.7932532912736988,0.803573746171673
noise_gsm8k_mistral7b,gsm8k,G3,0.03,5,0.7932716846998882,0.8035974204368554
noise_gsm8k_mistral7b,gsm8k,G3,0.1,5,0.7934625164966042,0.803747920265673
noise_gsm8k_mistral7b,gsm8k,G3,0.3,5,0.7939131554382464,0.8041334831196648
noise_gsm8k_mistral7b,gsm8k,G3,1.0,5,0.7954444081685206,0.8053830425830627
noise_gsm8k_mistral7b,gsm8k,G4,0.01,5,0.7932280003126881,0.8035645524635618
noise_gsm8k_mistral7b,gsm8k,G4,0.03,5,0.7932211027778672,0.803558949157561
noise_gsm8k_mistral7b,gsm8k,G4,0.1,5,0.7932280003126884,0.8035646921788551
noise_gsm8k_mistral7b,gsm8k,G4,0.3,5,0.7932578896302461,0.8035960213969677
noise_gsm8k_mistral7b,gsm8k,G4,1.0,5,0.7933406600480988,0.8037095628251847
noise_gsm8k_phi3mini,gsm8k,B0,,5,0.6847146905893642,0.4905132265152063
noise_gsm8k_phi3mini,gsm8k,B3,,5,0.6857774876704381,0.5026857617993472
noise_gsm8k_phi3mini,gsm8k,G2,0.01,5,0.6857523822275781,0.5026676008612994
noise_gsm8k_phi3mini,gsm8k,G2,0.03,5,0.6856659079243935,0.5025922857993774
noise_gsm8k_phi3mini,gsm8k,G2,0.1,5,0.6855041172926291,0.5022025581392585
noise_gsm8k_phi3mini,gsm8k,G2,0.3,5,0.6849713240052666,0.5014888679459039
noise_gsm8k_phi3mini,gsm8k,G2,1.0,5,0.6833757336368301,0.5013339868280076
noise_gsm8k_phi3mini,gsm8k,G3,0.01,5,0.6857495927339269,0.502666533849924
noise_gsm8k_phi3mini,gsm8k,G3,0.03,5,0.6856714869116957,0.5025944722213732
noise_gsm8k_phi3mini,gsm8k,G3,0.1,5,0.6855069067862802,0.5021811729552489
noise_gsm8k_phi3mini,gsm8k,G3,0.3,5,0.6849713240052666,0.5014939303415679
noise_gsm8k_phi3mini,gsm8k,G3,1.0,5,0.6834203655352481,0.5013468845550132
noise_gsm8k_phi3mini,gsm8k,G4,0.01,5,0.6857746981767869,0.5026841925298775
noise_gsm8k_phi3mini,gsm8k,G4,0.03,5,0.6857691191894848,0.5026775280727359
noise_gsm8k_phi3mini,gsm8k,G4,0.1,5,0.6857551717212291,0.5026751656945281
noise_gsm8k_phi3mini,gsm8k,G4,0.3,5,0.6856965923545558,0.5026407850192582
noise_gsm8k_phi3mini,gsm8k,G4,1.0,5,0.6852949052687956,0.502294756721186
sciq_llama8b,sciq,B0,,5,0.7447875128175914,0.5982099826324419
sciq_llama8b,sciq,B3,,5,0.7463825908624815,0.5991037498689151
sciq_llama8b,sciq,G2,0.01,5,0.7463825908624815,0.5991037498689151
sciq_llama8b,sciq,G2,0.03,5,0.7464965250085451,0.5994713698968542
sciq_llama8b,sciq,G2,0.1,5,0.7463825908624815,0.5993426429024556
sciq_llama8b,sciq,G2,0.3,5,0.7461547225703543,0.5981118845707496
sciq_llama8b,sciq,G2,1.0,5,0.7460407884242908,0.5979507111179029
sciq_llama8b,sciq,G3,0.01,5,0.7463825908624815,0.5991037498689151
sciq_llama8b,sciq,G3,0.03,5,0.7464965250085451,0.5994713698968542
sciq_llama8b,sciq,G3,0.1,5,0.7463825908624815,0.5993426429024556
sciq_llama8b,sciq,G3,0.3,5,0.7463825908624815,0.599083700447399
sciq_llama8b,sciq,G3,1.0,5,0.746268656716418,0.5983212108723845
sciq_llama8b,sciq,G4,0.01,5,0.7463825908624815,0.5991037498689151
sciq_llama8b,sciq,G4,0.03,5,0.7463825908624815,0.5991037498689151
sciq_llama8b,sciq,G4,0.1,5,0.7463825908624815,0.5991037498689151
sciq_llama8b,sciq,G4,0.3,5,0.7463825908624815,0.5991037498689151
sciq_llama8b,sciq,G4,1.0,5,0.746496525008545,0.5992737616624639
se_nq_open_llama8b,nq_open,B0,,5,0.7468965488308482,0.7287230207547112
se_nq_open_llama8b,nq_open,B3,,5,0.7408931730367184,0.7221623739478694
se_nq_open_llama8b,nq_open,G2,0.01,5,0.7408744900998615,0.7221403654650076
se_nq_open_llama8b,nq_open,G2,0.03,5,0.7408192803433409,0.7220889870428506
se_nq_open_llama8b,nq_open,G2,0.1,5,0.7406560563620574,0.7218952771533078
se_nq_open_llama8b,nq_open,G2,0.3,5,0.7402122527062989,0.7213992674248272
se_nq_open_llama8b,nq_open,G2,1.0,5,0.7385175313351728,0.7194949168229916
se_nq_open_llama8b,nq_open,G3,0.01,5,0.7408743222890515,0.7221402894986098
se_nq_open_llama8b,nq_open,G3,0.03,5,0.7408191684694676,0.7220887795635271
se_nq_open_llama8b,nq_open,G3,0.1,5,0.7406558326143107,0.7218951584867774
se_nq_open_llama8b,nq_open,G3,0.3,5,0.7402128120756659,0.7213986985775552
se_nq_open_llama8b,nq_open,G3,1.0,5,0.7385154616685148,0.7194911511399378
se_nq_open_llama8b,nq_open,G4,0.01,5,0.7409014517033496,0.7221710917121786
se_nq_open_llama8b,nq_open,G4,0.03,5,0.7409106253609681,0.7221830682445526
se_nq_open_llama8b,nq_open,G4,0.1,5,0.7409282454960279,0.722203566810831
se_nq_open_llama8b,nq_open,G4,0.3,5,0.741003648486696,0.722296543044489
se_nq_open_llama8b,nq_open,G4,1.0,5,0.7409956495047483,0.7222643459068094
se_squad_v2_llama8b,squad_v2,B0,,5,0.8102507127768864,0.9021432380410315
se_squad_v2_llama8b,squad_v2,B3,,5,0.8191053062920597,0.9042416615471901
se_squad_v2_llama8b,squad_v2,G2,0.01,5,0.819109923470271,0.9042445027109771
se_squad_v2_llama8b,squad_v2,G2,0.03,5,0.8191185806794177,0.904251963490585
se_squad_v2_llama8b,squad_v2,G2,0.1,5,0.8190447058280333,0.9042302793444407
se_squad_v2_llama8b,squad_v2,G2,0.3,5,0.8189598651783963,0.9042232580269997
se_squad_v2_llama8b,squad_v2,G2,1.0,5,0.8191999584453962,0.9043990860415689
se_squad_v2_llama8b,squad_v2,G3,0.01,5,0.8191076148811653,0.9042429248019865
se_squad_v2_llama8b,squad_v2,G3,0.03,5,0.8191174263848648,0.9042513040543084
se_squad_v2_llama8b,squad_v2,G3,0.1,5,0.819002574076853,0.9042128742202338
se_squad_v2_llama8b,squad_v2,G3,0.3,5,0.8188640587305069,0.9041848497986464
