access_tier,base_candidate,calibration_f1,candidate,clean_abstention,detector_auprc,detector_auroc,exact_error,f1,family,fidelity,late_location_rate,locator,mean_absolute_step_error,n,primary,task,threshold,within_one
A,l_broad28__level_innovation_shortlong,0.35573862572551956,l_broad28__level_innovation_shortlong__persistent_q90_3,0.40540540540540543,0.6743236999159268,0.6296722254169063,0.14893617021276595,0.21784232365145229,gsm8k,frozen_retrospective_candidate,0.10638297872340426,persistent_q90_3,1.6170212765957446,84,0.21784232365145229,local,0.8151876150698008,0.2978723404255319
A,l_broad28__level_innovation_shortlong,0.36129032258064514,l_broad28__level_innovation_shortlong__step_top5mean,0.43243243243243246,0.6743236999159268,0.6296722254169063,0.19148936170212766,0.2654377880184332,gsm8k,frozen_retrospective_candidate,0.2765957446808511,step_top5mean,1.2553191489361701,84,0.2654377880184332,local,0.8406061207222297,0.425531914893617
A,l_family6__level,0.3360061092019855,l_family6__level__peak,0.43243243243243246,0.7823268549141333,0.7268545140885566,0.2553191489361702,0.3210702341137124,gsm8k,frozen_retrospective_candidate,0.3617021276595745,peak,1.1702127659574468,84,0.3210702341137124,local,1.31419802169364,0.5106382978723404
A,l_family6__level,0.3718269574544154,l_family6__level__persistent_q90_3,0.43243243243243246,0.7823268549141333,0.7268545140885566,0.2765957446808511,0.33738848337388483,gsm8k,frozen_retrospective_candidate,0.1702127659574468,persistent_q90_3,1.148936170212766,84,0.33738848337388483,local,1.31419802169364,0.5319148936170213
A,l_family6__level,0.36772741883638704,l_family6__level__step_top5mean,0.5945945945945946,0.7823268549141333,0.7268545140885566,0.2765957446808511,0.3775577557755776,gsm8k,frozen_retrospective_candidate,0.2765957446808511,step_top5mean,1.0851063829787233,84,0.3775577557755776,local,1.412352147875307,0.46808510638297873
A,l_family6__innovation,0.35399107585523054,l_family6__innovation__peak,0.5945945945945946,0.7440361245956297,0.6917768832662449,0.2553191489361702,0.3572395128552097,gsm8k,frozen_retrospective_candidate,0.2553191489361702,peak,1.148936170212766,84,0.3572395128552097,local,2.036620383417541,0.3404255319148936
A,l_family6__innovation,0.3328161365399535,l_family6__innovation__persistent_q90_3,0.5675675675675675,0.7440361245956297,0.6917768832662449,0.19148936170212766,0.2863636363636364,gsm8k,frozen_retrospective_candidate,0.1276595744680851,persistent_q90_3,1.446808510638298,84,0.2863636363636364,local,1.9490857304183455,0.2765957446808511
A,l_family6__innovation,0.3561063101255503,l_family6__innovation__step_top5mean,0.5945945945945946,0.7440361245956297,0.6917768832662449,0.23404255319148937,0.33587786259541985,gsm8k,frozen_retrospective_candidate,0.19148936170212766,step_top5mean,1.148936170212766,84,0.33587786259541985,local,2.0453705711077257,0.3617021276595745
A,l_family6__shortlong,0.339622641509434,l_family6__shortlong__peak,0.40540540540540543,0.7134531422083037,0.6658999424956873,0.2765957446808511,0.3288364249578415,gsm8k,frozen_retrospective_candidate,0.2553191489361702,peak,1.2127659574468086,84,0.3288364249578415,local,1.26115710146532,0.5319148936170213
A,l_family6__shortlong,0.25192442267319803,l_family6__shortlong__persistent_q90_3,0.40540540540540543,0.7134531422083037,0.6658999424956873,0.19148936170212766,0.2601156069364162,gsm8k,frozen_retrospective_candidate,0.0,persistent_q90_3,1.7446808510638299,84,0.2601156069364162,local,1.26115710146532,0.3404255319148936
A,l_family6__shortlong,0.3391182924396569,l_family6__shortlong__step_top5mean,0.40540540540540543,0.7134531422083037,0.6658999424956873,0.2765957446808511,0.3288364249578415,gsm8k,frozen_retrospective_candidate,0.2765957446808511,step_top5mean,1.2553191489361701,84,0.3288364249578415,local,1.250752459431355,0.5319148936170213
A,l_family6__level_innovation,0.385632183908046,l_family6__level_innovation__peak,0.6756756756756757,0.7670223762985691,0.6969522714203565,0.2553191489361702,0.3705991352686844,gsm8k,frozen_retrospective_candidate,0.3191489361702128,peak,1.2340425531914894,84,0.3705991352686844,local,1.9105866247405383,0.3404255319148936
A,l_family6__level_innovation,0.3728714888662495,l_family6__level_innovation__persistent_q90_3,0.6756756756756757,0.7670223762985691,0.6969522714203565,0.1702127659574468,0.27192386131883073,gsm8k,frozen_retrospective_candidate,0.19148936170212766,persistent_q90_3,1.2765957446808511,84,0.27192386131883073,local,1.9105866247405383,0.3404255319148936
A,l_family6__level_innovation,0.38383250945042163,l_family6__level_innovation__step_top5mean,0.6756756756756757,0.7670223762985691,0.6969522714203565,0.2553191489361702,0.3705991352686844,gsm8k,frozen_retrospective_candidate,0.2553191489361702,step_top5mean,1.0425531914893618,84,0.3705991352686844,local,1.9021852496894716,0.40425531914893614
A,l_family6__level_shortlong,0.36904562928296847,l_family6__level_shortlong__peak,0.5675675675675675,0.7780669460706093,0.7107533064979874,0.2978723404255319,0.3906976744186046,gsm8k,frozen_retrospective_candidate,0.2127659574468085,peak,0.9574468085106383,84,0.3906976744186046,local,1.384087915609877,0.48936170212765956
A,l_family6__level_shortlong,0.30107526881720426,l_family6__level_shortlong__persistent_q90_3,0.35135135135135137,0.7780669460706093,0.7107533064979874,0.2765957446808511,0.30952380952380953,gsm8k,frozen_retrospective_candidate,0.02127659574468085,persistent_q90_3,1.4680851063829787,84,0.30952380952380953,local,1.289804336358404,0.3829787234042553
A,l_family6__level_shortlong,0.3895471514364551,l_family6__level_shortlong__step_top5mean,0.5675675675675675,0.7780669460706093,0.7107533064979874,0.23404255319148937,0.3314203730272597,gsm8k,frozen_retrospective_candidate,0.2553191489361702,step_top5mean,1.1914893617021276,84,0.3314203730272597,local,1.384087915609877,0.46808510638297873
A,l_family6__level_innovation_shortlong,0.3707518022657055,l_family6__level_innovation_shortlong__peak,0.5405405405405406,0.7678466864739586,0.7078780908568142,0.3617021276595745,0.43339706819630347,gsm8k,frozen_retrospective_candidate,0.2765957446808511,peak,1.0638297872340425,84,0.43339706819630347,local,1.5588607243955157,0.46808510638297873
A,l_family6__level_innovation_shortlong,0.30612244897959184,l_family6__level_innovation_shortlong__persistent_q90_3,0.5405405405405406,0.7678466864739586,0.7078780908568142,0.1702127659574468,0.2588996763754045,gsm8k,frozen_retrospective_candidate,0.0851063829787234,persistent_q90_3,1.5106382978723405,84,0.2588996763754045,local,1.568824349323753,0.3404255319148936
A,l_family6__level_innovation_shortlong,0.3803888419273035,l_family6__level_innovation_shortlong__step_top5mean,0.5405405405405406,0.7678466864739586,0.7078780908568142,0.2765957446808511,0.36593947923997183,gsm8k,frozen_retrospective_candidate,0.2553191489361702,step_top5mean,1.0425531914893618,84,0.36593947923997183,local,1.5588607243955157,0.46808510638297873
A,l_raw7_opened_drop__level,0.38910724312184164,l_raw7_opened_drop__level__peak,0.6216216216216216,0.7485793310830543,0.679700977573318,0.23404255319148937,0.34005376344086025,gsm8k,frozen_retrospective_candidate,0.425531914893617,peak,1.148936170212766,84,0.34005376344086025,local,1.7291016175675753,0.425531914893617
A,l_raw7_opened_drop__level,0.3952569169960474,l_raw7_opened_drop__level__persistent_q90_3,0.5135135135135135,0.7485793310830543,0.679700977573318,0.23404255319148937,0.32153846153846155,gsm8k,frozen_retrospective_candidate,0.2765957446808511,persistent_q90_3,1.2127659574468086,84,0.32153846153846155,local,1.679321714733116,0.48936170212765956
A,l_raw7_opened_drop__level,0.40328717090245014,l_raw7_opened_drop__level__step_top5mean,0.5405405405405406,0.7485793310830543,0.679700977573318,0.2553191489361702,0.3468208092485549,gsm8k,frozen_retrospective_candidate,0.2553191489361702,step_top5mean,1.1063829787234043,84,0.3468208092485549,local,1.6837998484273315,0.46808510638297873
A,step272_twohead_replay,0.35492553382379327,step272_twohead_replay,0.5135135135135135,0.8063426722667667,0.7205290396779759,0.2978723404255319,0.37703756201275684,gsm8k,registered_incumbent_replay,,peak,,84,0.37703756201275684,local,-0.35820769902141575,0.5106382978723404
A,max_entropy,0.32159264931087284,max_entropy__peak,0.4594594594594595,0.7666952235927212,0.6716503737780333,0.2553191489361702,0.32823813354786807,gsm8k,transparent_same_trace_baseline,0.3617021276595745,peak,1.3191489361702127,84,0.32823813354786807,local,1.7261976599693298,0.48936170212765956
A,max_entropy,0.3704357029458459,max_entropy__persistent_q90_3,0.4594594594594595,0.7666952235927212,0.6716503737780333,0.3191489361702128,0.3766617429837518,gsm8k,transparent_same_trace_baseline,0.2553191489361702,persistent_q90_3,1.1702127659574468,84,0.3766617429837518,local,1.7261976599693298,0.574468085106383
A,max_entropy,0.3450036469730124,max_entropy__step_top5mean,0.4594594594594595,0.7666952235927212,0.6716503737780333,0.3191489361702128,0.3766617429837518,gsm8k,transparent_same_trace_baseline,0.2765957446808511,step_top5mean,1.0425531914893618,84,0.3766617429837518,local,1.7347320914268494,0.5106382978723404
A,mind_the_gap,0.3081503535541496,mind_the_gap,0.40540540540540543,0.7709549633224904,0.690051753881541,0.23404255319148937,0.29676258992805754,gsm8k,protocol_reproduction,,paper_evidence_drop,,84,0.29676258992805754,local,0.42221377607953403,0.3617021276595745
B,qwen_prm,,qwen_prm,0.972972972972973,,,0.7659574468085106,0.8571428571428571,gsm8k,exact_local_competitor_run,,native_prediction,,84,0.8571428571428571,local,,0.8297872340425532
B,qwen72b_critic,,qwen72b_critic,0.918918918918919,,,0.6595744680851063,0.7679417122040073,gsm8k,critic_protocol_different_model,,native_prediction,,84,0.7679417122040073,local,,0.7872340425531915
B,qwen3_judge_control,,qwen3_judge_control,0.6756756756756757,,,0.0851063829787234,0.15117157974300832,gsm8k,exact_local_competitor_run,,native_prediction,,84,0.15117157974300832,local,,0.2127659574468085
A,l_core5,0.3428648868410354,l_core5__peak,0.6626506024096386,0.7829901858611298,0.6957367933271548,0.15384615384615385,0.2497162315550511,math,historical_core5_replay,0.4307692307692308,peak,2.023076923076923,213,0.2497162315550511,local,1.4545977549226556,0.3
A,l_core5,0.3266548313466904,l_core5__persistent_q90_3,0.5783132530120482,0.7829901858611298,0.6957367933271548,0.2153846153846154,0.3138720224194302,math,historical_core5_replay,0.17692307692307693,persistent_q90_3,1.9,213,0.3138720224194302,local,1.3184811325325776,0.4153846153846154
A,l_core5,0.3649307696619766,l_core5__step_top5mean,0.6626506024096386,0.7829901858611298,0.6957367933271548,0.18461538461538463,0.28877707285057974,math,historical_core5_replay,0.3769230769230769,step_top5mean,2.046153846153846,213,0.28877707285057974,local,1.3974513632362995,0.3153846153846154
A,gl_liu_v1_replay,0.3566717860692023,gl_liu_v1_replay,0.6024096385542169,0.8300232512674519,0.7556997219647822,0.2076923076923077,0.3088891431186363,math,registered_incumbent_replay,,peak,,213,0.3088891431186363,local,-0.4444758317182529,0.3923076923076923
A,l_raw9__level,0.32755180353031466,l_raw9__level__peak,0.5421686746987951,0.8123863133077582,0.7330861909175164,0.2076923076923077,0.3003337041156841,math,frozen_retrospective_candidate,0.47692307692307695,peak,2.1923076923076925,213,0.3003337041156841,local,1.8189108316399705,0.36923076923076925
A,l_raw9__level,0.3602440534087895,l_raw9__level__persistent_q90_3,0.5421686746987951,0.8123863133077582,0.7330861909175164,0.2230769230769231,0.31609543417706193,math,frozen_retrospective_candidate,0.2076923076923077,persistent_q90_3,1.9384615384615385,213,0.31609543417706193,local,1.8189108316399705,0.4153846153846154
A,l_raw9__level,0.38768058421971746,l_raw9__level__step_top5mean,0.5903614457831325,0.8123863133077582,0.7330861909175164,0.23076923076923078,0.33182844243792325,math,frozen_retrospective_candidate,0.4153846153846154,step_top5mean,2.146153846153846,213,0.33182844243792325,local,1.8394971496632593,0.36923076923076925
A,l_raw9__innovation,0.24908603460882278,l_raw9__innovation__peak,0.37349397590361444,0.7098476999470615,0.6131603336422614,0.17692307692307693,0.24010776224953695,math,frozen_retrospective_candidate,0.4461538461538462,peak,2.0384615384615383,213,0.24010776224953695,local,2.320761732026302,0.4
A,l_raw9__innovation,0.29695665539502,l_raw9__innovation__persistent_q90_3,0.37349397590361444,0.7098476999470615,0.6131603336422614,0.18461538461538463,0.24709398870807045,math,frozen_retrospective_candidate,0.2230769230769231,persistent_q90_3,2.023076923076923,213,0.24709398870807045,local,2.3012540263869603,0.3923076923076923
A,l_raw9__innovation,0.3396023643202579,l_raw9__innovation__step_top5mean,0.3855421686746988,0.7098476999470615,0.6131603336422614,0.2,0.2633744855967078,math,frozen_retrospective_candidate,0.3769230769230769,step_top5mean,1.7538461538461538,213,0.2633744855967078,local,2.3285749123553923,0.4
A,l_raw9__shortlong,0.34135667396061264,l_raw9__shortlong__peak,0.4457831325301205,0.8008045352603508,0.7333642261353105,0.2,0.27611940298507465,math,frozen_retrospective_candidate,0.3769230769230769,peak,2.0,213,0.27611940298507465,local,1.7248031757053046,0.4153846153846154
A,l_raw9__shortlong,0.3151248970628603,l_raw9__shortlong__persistent_q90_3,0.4939759036144578,0.8008045352603508,0.7333642261353105,0.13076923076923078,0.20679424417742173,math,frozen_retrospective_candidate,0.023076923076923078,persistent_q90_3,2.4384615384615387,213,0.20679424417742173,local,1.7600226827210386,0.33076923076923076
A,l_raw9__shortlong,0.3335889826269632,l_raw9__shortlong__step_top5mean,0.4939759036144578,0.8008045352603508,0.7333642261353105,0.17692307692307693,0.26053322282083163,math,frozen_retrospective_candidate,0.3923076923076923,step_top5mean,2.1769230769230767,213,0.26053322282083163,local,1.7600226827210386,0.4307692307692308
A,l_raw9__level_innovation,0.26555170303895576,l_raw9__level_innovation__peak,0.4457831325301205,0.7307318949100734,0.6417052826691381,0.17692307692307693,0.2533115046881977,math,frozen_retrospective_candidate,0.43846153846153846,peak,2.0692307692307694,213,0.2533115046881977,local,2.105065716670666,0.3769230769230769
A,l_raw9__level_innovation,0.31738035264483627,l_raw9__level_innovation__persistent_q90_3,0.4457831325301205,0.7307318949100734,0.6417052826691381,0.18461538461538463,0.261099676565716,math,frozen_retrospective_candidate,0.24615384615384617,persistent_q90_3,2.1538461538461537,213,0.261099676565716,local,2.103511400860851,0.36153846153846153
A,l_raw9__level_innovation,0.3663092670777268,l_raw9__level_innovation__step_top5mean,0.4457831325301205,0.7307318949100734,0.6417052826691381,0.17692307692307693,0.2533115046881977,math,frozen_retrospective_candidate,0.3923076923076923,step_top5mean,1.9307692307692308,213,0.2533115046881977,local,2.102555727587094,0.3769230769230769
A,l_raw9__level_shortlong,0.32263754155077673,l_raw9__level_shortlong__peak,0.4939759036144578,0.8111375168025448,0.7348470806302133,0.16153846153846155,0.24346104905980487,math,frozen_retrospective_candidate,0.43846153846153846,peak,2.0538461538461537,213,0.24346104905980487,local,1.6370652346277068,0.4230769230769231
A,l_raw9__level_shortlong,0.32736424353886356,l_raw9__level_shortlong__persistent_q90_3,0.5421686746987951,0.8111375168025448,0.7348470806302133,0.16153846153846155,0.2489134729355986,math,frozen_retrospective_candidate,0.09230769230769231,persistent_q90_3,2.230769230769231,213,0.2489134729355986,local,1.6816595427709844,0.3769230769230769
A,l_raw9__level_shortlong,0.3539876194482842,l_raw9__level_shortlong__step_top5mean,0.6024096385542169,0.8111375168025448,0.7348470806302133,0.17692307692307693,0.27351647044832916,math,frozen_retrospective_candidate,0.3384615384615385,step_top5mean,2.0692307692307694,213,0.27351647044832916,local,1.698735802153777,0.3923076923076923
A,l_raw9__level_innovation_shortlong,0.2854997781797086,l_raw9__level_innovation_shortlong__peak,0.4457831325301205,0.7646784826657371,0.658758109360519,0.15384615384615385,0.2287480680061824,math,frozen_retrospective_candidate,0.3769230769230769,peak,2.0076923076923077,213,0.2287480680061824,local,1.8643503855623393,0.36153846153846153
A,l_raw9__level_innovation_shortlong,0.33130094345677424,l_raw9__level_innovation_shortlong__persistent_q90_3,0.4457831325301205,0.7646784826657371,0.658758109360519,0.15384615384615385,0.2287480680061824,math,frozen_retrospective_candidate,0.14615384615384616,persistent_q90_3,2.207692307692308,213,0.2287480680061824,local,1.8643503855623393,0.3153846153846154
