access_tier,auprc,auroc,budget,candidate,family,n,n_error,spearman_prefix_final,spearman_score_length
A,0.5711531425285648,0.5514227098385515,64,o_raw9__shortlong_innovation_recovery,math,212,111,0.5163697916732263,0.2281181841472353
A,0.6343169516091194,0.587535145267104,128,o_raw9__shortlong_innovation_recovery,math,207,110,0.7024371962637054,0.3985808890892207
A,0.6332012054048716,0.5804451958298112,256,o_raw9__shortlong_innovation_recovery,math,169,91,0.8288896623738253,0.3630177472582609
A,0.7731964964174204,0.603021978021978,512,o_raw9__shortlong_innovation_recovery,math,80,52,0.9031176746366621,0.2509772206884715
A,0.5240469029564245,0.48630983925101573,16,o_raw9__slow_area_persistence,math,213,111,0.5062797877016995,-0.04772881440161313
A,0.5318045355754719,0.5179296944002827,32,o_raw9__slow_area_persistence,math,213,111,0.6632397098159403,-0.04438587259416829
A,0.5732124617486045,0.5532066720185532,64,o_raw9__slow_area_persistence,math,212,111,0.8174429749380663,0.0014194137896735332
A,0.585246054308598,0.550328022492971,128,o_raw9__slow_area_persistence,math,207,110,0.883169085733459,0.041119580964233446
A,0.6448973788740304,0.629613975767822,256,o_raw9__slow_area_persistence,math,169,91,0.9273656208045349,0.07048056740645159
A,0.6682484856462988,0.5240384615384616,512,o_raw9__slow_area_persistence,math,80,52,0.9623300515705578,0.06045582143142651
A,0.5477339429809596,0.5022080904433845,16,step272_twohead,math,213,111,0.09103394835597964,0.011116026593366461
A,0.6272649486549708,0.5837307896131424,32,step272_twohead,math,213,111,0.2335181961101825,-0.02721852526243677
A,0.6163509247470271,0.5757737935955759,64,step272_twohead,math,212,111,0.3722551710153616,0.14384946405285057
A,0.6360851379411274,0.6031865042174321,128,step272_twohead,math,207,110,0.6485304304531827,0.3002213090579705
A,0.6911195225907245,0.6442659904198366,256,step272_twohead,math,169,91,0.7732882502113273,0.3047954805589899
A,0.7349008503755486,0.5652472527472527,512,step272_twohead,math,80,52,0.8419127988748243,0.12915135640808237
