access_tier,auprc,auroc,base_candidate,budget,calibration_f1,candidate,clean_abstention,detector_auprc,detector_auroc,exact_error,f1,family,fidelity,late_location_rate,local_weights,locator,mean_absolute_step_error,n,online_weights,primary,task,threshold,within_one
,,,,,0.3351288957291266,global_local__w0.50,0.5079365079365079,,,0.2773722627737226,0.3588079079374446,olympiadbench,,,"(0.5, 0.5, 0.0)",,,200,"(0.5, 0.5, 0.0)",0.3588079079374446,local,-0.6621330195985147,0.5401459854014599
,0.6766201179558031,0.6547619047619048,,64,,global_local__w0.50,,,,,,olympiadbench,,,"(0.5, 0.5, 0.0)",,,200,"(0.5, 0.5, 0.0)",0.6547619047619048,online_budget,,
,0.6258699396109719,0.6336534613845539,,128,,global_local__w0.50,,,,,,olympiadbench,,,"(0.5, 0.5, 0.0)",,,200,"(0.5, 0.5, 0.0)",0.6336534613845539,online_budget,,
,,,,,,global_local__w0.50,,,,,,olympiadbench,,,"(0.5, 0.5, 0.0)",,,0,"(0.5, 0.5, 0.0)",0.6442076830732293,online,,
,,,,,0.3026016461926625,global_online__w0.50,0.47619047619047616,,,0.2773722627737226,0.3505535055350553,olympiadbench,,,"(0.0, 1.0, 0.0)",,,200,"(0.5, 0.0, 0.5)",0.3505535055350553,local,-0.6101669322044591,0.5255474452554745
,0.6636221280154374,0.6395558223289316,,64,,global_online__w0.50,,,,,,olympiadbench,,,"(0.0, 1.0, 0.0)",,,200,"(0.5, 0.0, 0.5)",0.6395558223289316,online_budget,,
,0.6272984881769267,0.6409563825530212,,128,,global_online__w0.50,,,,,,olympiadbench,,,"(0.0, 1.0, 0.0)",,,200,"(0.5, 0.0, 0.5)",0.6409563825530212,online_budget,,
,,,,,,global_online__w0.50,,,,,,olympiadbench,,,"(0.0, 1.0, 0.0)",,,0,"(0.5, 0.0, 0.5)",0.6402561024409764,online,,
,,,,,0.3536607698787679,global_local__w0.75,0.6349206349206349,,,0.27007299270072993,0.37895275892971453,olympiadbench,,,"(0.75, 0.25, 0.0)",,,200,"(0.75, 0.25, 0.0)",0.37895275892971453,local,-0.6797169349153063,0.5255474452554745
,0.6716468723331432,0.6510604241696679,,64,,global_local__w0.75,,,,,,olympiadbench,,,"(0.75, 0.25, 0.0)",,,200,"(0.75, 0.25, 0.0)",0.6510604241696679,online_budget,,
,0.6254676678239913,0.6397559023609444,,128,,global_local__w0.75,,,,,,olympiadbench,,,"(0.75, 0.25, 0.0)",,,200,"(0.75, 0.25, 0.0)",0.6397559023609444,online_budget,,
,,,,,,global_local__w0.75,,,,,,olympiadbench,,,"(0.75, 0.25, 0.0)",,,0,"(0.75, 0.25, 0.0)",0.6454081632653061,online,,
,,,,,0.3026016461926625,global_online__w0.75,0.47619047619047616,,,0.2773722627737226,0.3505535055350553,olympiadbench,,,"(0.0, 1.0, 0.0)",,,200,"(0.75, 0.0, 0.25)",0.3505535055350553,local,-0.6101669322044591,0.5255474452554745
,0.6655766351801612,0.6394557823129252,,64,,global_online__w0.75,,,,,,olympiadbench,,,"(0.0, 1.0, 0.0)",,,200,"(0.75, 0.0, 0.25)",0.6394557823129252,online_budget,,
,0.6258680778256058,0.6399559823929571,,128,,global_online__w0.75,,,,,,olympiadbench,,,"(0.0, 1.0, 0.0)",,,200,"(0.75, 0.0, 0.25)",0.6399559823929571,online_budget,,
,,,,,,global_online__w0.75,,,,,,olympiadbench,,,"(0.0, 1.0, 0.0)",,,0,"(0.75, 0.0, 0.25)",0.6397058823529411,online,,
,,,,,0.34655988350928285,global_local__w1.00,0.6507936507936508,,,0.26277372262773724,0.37438173747622067,olympiadbench,,,"(1.0, 0.0, 0.0)",,,200,"(1.0, 0.0, 0.0)",0.37438173747622067,local,-0.651329101179567,0.5255474452554745
,0.6699044273222018,0.6388555422168868,,64,,global_local__w1.00,,,,,,olympiadbench,,,"(1.0, 0.0, 0.0)",,,200,"(1.0, 0.0, 0.0)",0.6388555422168868,online_budget,,
,0.624083500091996,0.638155262104842,,128,,global_local__w1.00,,,,,,olympiadbench,,,"(1.0, 0.0, 0.0)",,,200,"(1.0, 0.0, 0.0)",0.638155262104842,online_budget,,
,,,,,,global_local__w1.00,,,,,,olympiadbench,,,"(1.0, 0.0, 0.0)",,,0,"(1.0, 0.0, 0.0)",0.6385054021608644,online,,
,,,,,0.3026016461926625,global_online__w1.00,0.47619047619047616,,,0.2773722627737226,0.3505535055350553,olympiadbench,,,"(0.0, 1.0, 0.0)",,,200,"(1.0, 0.0, 0.0)",0.3505535055350553,local,-0.6101669322044591,0.5255474452554745
,0.6699044273222018,0.6388555422168868,,64,,global_online__w1.00,,,,,,olympiadbench,,,"(0.0, 1.0, 0.0)",,,200,"(1.0, 0.0, 0.0)",0.6388555422168868,online_budget,,
,0.624083500091996,0.638155262104842,,128,,global_online__w1.00,,,,,,olympiadbench,,,"(0.0, 1.0, 0.0)",,,200,"(1.0, 0.0, 0.0)",0.638155262104842,online_budget,,
,,,,,,global_online__w1.00,,,,,,olympiadbench,,,"(0.0, 1.0, 0.0)",,,0,"(1.0, 0.0, 0.0)",0.6385054021608644,online,,
,,,,,0.32449515678870466,three_signal__g0.00__l0.00__o1.00,0.6349206349206349,,,0.26277372262773724,0.371708828084667,olympiadbench,,,"(0.0, 0.0, 1.0)",,,200,"(0.0, 0.0, 1.0)",0.371708828084667,local,-0.7990668587625067,0.5255474452554745
,0.6445045791307982,0.6285514205682273,,64,,three_signal__g0.00__l0.00__o1.00,,,,,,olympiadbench,,,"(0.0, 0.0, 1.0)",,,200,"(0.0, 0.0, 1.0)",0.6285514205682273,online_budget,,
,0.616269214198063,0.6305522208883554,,128,,three_signal__g0.00__l0.00__o1.00,,,,,,olympiadbench,,,"(0.0, 0.0, 1.0)",,,200,"(0.0, 0.0, 1.0)",0.6305522208883554,online_budget,,
,,,,,,three_signal__g0.00__l0.00__o1.00,,,,,,olympiadbench,,,"(0.0, 0.0, 1.0)",,,0,"(0.0, 0.0, 1.0)",0.6295518207282913,online,,
,,,,,0.3199741956293847,three_signal__g0.00__l0.25__o0.75,0.5555555555555556,,,0.27007299270072993,0.36345776031434185,olympiadbench,,,"(0.0, 0.25, 0.75)",,,200,"(0.0, 0.25, 0.75)",0.36345776031434185,local,-0.7623019340142462,0.5328467153284672
,0.6585312043719544,0.6349539815926369,,64,,three_signal__g0.00__l0.25__o0.75,,,,,,olympiadbench,,,"(0.0, 0.25, 0.75)",,,200,"(0.0, 0.25, 0.75)",0.6349539815926369,online_budget,,
,0.624043199745872,0.6279511804721889,,128,,three_signal__g0.00__l0.25__o0.75,,,,,,olympiadbench,,,"(0.0, 0.25, 0.75)",,,200,"(0.0, 0.25, 0.75)",0.6279511804721889,online_budget,,
,,,,,,three_signal__g0.00__l0.25__o0.75,,,,,,olympiadbench,,,"(0.0, 0.25, 0.75)",,,0,"(0.0, 0.25, 0.75)",0.631452581032413,online,,
,,,,,0.31623537306546995,three_signal__g0.00__l0.50__o0.50,0.47619047619047616,,,0.2773722627737226,0.3505535055350553,olympiadbench,,,"(0.0, 0.5, 0.5)",,,200,"(0.0, 0.5, 0.5)",0.3505535055350553,local,-0.7432365883081693,0.5401459854014599
,0.6631231842230678,0.6364545818327332,,64,,three_signal__g0.00__l0.50__o0.50,,,,,,olympiadbench,,,"(0.0, 0.5, 0.5)",,,200,"(0.0, 0.5, 0.5)",0.6364545818327332,online_budget,,
,0.6284674598590663,0.6219487795118048,,128,,three_signal__g0.00__l0.50__o0.50,,,,,,olympiadbench,,,"(0.0, 0.5, 0.5)",,,200,"(0.0, 0.5, 0.5)",0.6219487795118048,online_budget,,
,,,,,,three_signal__g0.00__l0.50__o0.50,,,,,,olympiadbench,,,"(0.0, 0.5, 0.5)",,,0,"(0.0, 0.5, 0.5)",0.629201680672269,online,,
,,,,,0.3111698724783554,three_signal__g0.00__l0.75__o0.25,0.4444444444444444,,,0.2773722627737226,0.3415730337078652,olympiadbench,,,"(0.0, 0.75, 0.25)",,,200,"(0.0, 0.75, 0.25)",0.3415730337078652,local,-0.7278028970312596,0.5401459854014599
,0.6556480080370324,0.6328531412565026,,64,,three_signal__g0.00__l0.75__o0.25,,,,,,olympiadbench,,,"(0.0, 0.75, 0.25)",,,200,"(0.0, 0.75, 0.25)",0.6328531412565026,online_budget,,
,0.6288718865969193,0.6113445378151261,,128,,three_signal__g0.00__l0.75__o0.25,,,,,,olympiadbench,,,"(0.0, 0.75, 0.25)",,,200,"(0.0, 0.75, 0.25)",0.6113445378151261,online_budget,,
,,,,,,three_signal__g0.00__l0.75__o0.25,,,,,,olympiadbench,,,"(0.0, 0.75, 0.25)",,,0,"(0.0, 0.75, 0.25)",0.6220988395358144,online,,
,,,,,0.3026016461926625,three_signal__g0.00__l1.00__o0.00,0.47619047619047616,,,0.2773722627737226,0.3505535055350553,olympiadbench,,,"(0.0, 1.0, 0.0)",,,200,"(0.0, 1.0, 0.0)",0.3505535055350553,local,-0.6101669322044591,0.5255474452554745
,0.6376487638699968,0.6270508203281313,,64,,three_signal__g0.00__l1.00__o0.00,,,,,,olympiadbench,,,"(0.0, 1.0, 0.0)",,,200,"(0.0, 1.0, 0.0)",0.6270508203281313,online_budget,,
,0.6189686008733061,0.6012404961984793,,128,,three_signal__g0.00__l1.00__o0.00,,,,,,olympiadbench,,,"(0.0, 1.0, 0.0)",,,200,"(0.0, 1.0, 0.0)",0.6012404961984793,online_budget,,
,,,,,,three_signal__g0.00__l1.00__o0.00,,,,,,olympiadbench,,,"(0.0, 1.0, 0.0)",,,0,"(0.0, 1.0, 0.0)",0.6141456582633054,online,,
,,,,,0.33344997861503173,three_signal__g0.25__l0.00__o0.75,0.6349206349206349,,,0.27007299270072993,0.37895275892971453,olympiadbench,,,"(0.25, 0.0, 0.75)",,,200,"(0.25, 0.0, 0.75)",0.37895275892971453,local,-0.7385759261904994,0.5328467153284672
,0.6544598293763011,0.6349539815926372,,64,,three_signal__g0.25__l0.00__o0.75,,,,,,olympiadbench,,,"(0.25, 0.0, 0.75)",,,200,"(0.25, 0.0, 0.75)",0.6349539815926372,online_budget,,
,0.6256042125632586,0.6373549419767909,,128,,three_signal__g0.25__l0.00__o0.75,,,,,,olympiadbench,,,"(0.25, 0.0, 0.75)",,,200,"(0.25, 0.0, 0.75)",0.6373549419767909,online_budget,,
,,,,,,three_signal__g0.25__l0.00__o0.75,,,,,,olympiadbench,,,"(0.25, 0.0, 0.75)",,,0,"(0.25, 0.0, 0.75)",0.636154461784714,online,,
,,,,,0.3358656537385046,three_signal__g0.25__l0.25__o0.50,0.5555555555555556,,,0.27007299270072993,0.36345776031434185,olympiadbench,,,"(0.25, 0.25, 0.5)",,,200,"(0.25, 0.25, 0.5)",0.36345776031434185,local,-0.8059599030097342,0.5328467153284672
,0.6694850189248049,0.6473589435774311,,64,,three_signal__g0.25__l0.25__o0.50,,,,,,olympiadbench,,,"(0.25, 0.25, 0.5)",,,200,"(0.25, 0.25, 0.5)",0.6473589435774311,online_budget,,
,0.6309161800978335,0.6376550620248099,,128,,three_signal__g0.25__l0.25__o0.50,,,,,,olympiadbench,,,"(0.25, 0.25, 0.5)",,,200,"(0.25, 0.25, 0.5)",0.6376550620248099,online_budget,,
,,,,,,three_signal__g0.25__l0.25__o0.50,,,,,,olympiadbench,,,"(0.25, 0.25, 0.5)",,,0,"(0.25, 0.25, 0.5)",0.6425070028011205,online,,
,,,,,0.32986044365845224,three_signal__g0.25__l0.50__o0.25,0.5238095238095238,,,0.2773722627737226,0.3626898047722343,olympiadbench,,,"(0.25, 0.5, 0.25)",,,200,"(0.25, 0.5, 0.25)",0.3626898047722343,local,-0.6718437987210467,0.5401459854014599
,0.6724546169815323,0.6489595838335334,,64,,three_signal__g0.25__l0.50__o0.25,,,,,,olympiadbench,,,"(0.25, 0.5, 0.25)",,,200,"(0.25, 0.5, 0.25)",0.6489595838335334,online_budget,,
,0.6255477874779465,0.6263505402160865,,128,,three_signal__g0.25__l0.50__o0.25,,,,,,olympiadbench,,,"(0.25, 0.5, 0.25)",,,200,"(0.25, 0.5, 0.25)",0.6263505402160865,online_budget,,
,,,,,,three_signal__g0.25__l0.50__o0.25,,,,,,olympiadbench,,,"(0.25, 0.5, 0.25)",,,0,"(0.25, 0.5, 0.25)",0.6376550620248099,online,,
,,,,,0.31942590120160214,three_signal__g0.25__l0.75__o0.00,0.4603174603174603,,,0.2773722627737226,0.3461598869169153,olympiadbench,,,"(0.25, 0.75, 0.0)",,,200,"(0.25, 0.75, 0.0)",0.3461598869169153,local,-0.7039327686157104,0.5401459854014599
,0.6656111776809743,0.6430572228891557,,64,,three_signal__g0.25__l0.75__o0.00,,,,,,olympiadbench,,,"(0.25, 0.75, 0.0)",,,200,"(0.25, 0.75, 0.0)",0.6430572228891557,online_budget,,
,0.6271531338255081,0.6179471788715487,,128,,three_signal__g0.25__l0.75__o0.00,,,,,,olympiadbench,,,"(0.25, 0.75, 0.0)",,,200,"(0.25, 0.75, 0.0)",0.6179471788715487,online_budget,,
,,,,,,three_signal__g0.25__l0.75__o0.00,,,,,,olympiadbench,,,"(0.25, 0.75, 0.0)",,,0,"(0.25, 0.75, 0.0)",0.6305022008803522,online,,
,,,,,0.34405232854177276,three_signal__g0.50__l0.00__o0.50,0.5714285714285714,,,0.27007299270072993,0.36679058240396534,olympiadbench,,,"(0.5, 0.0, 0.5)",,,200,"(0.5, 0.0, 0.5)",0.36679058240396534,local,-0.7767353152379226,0.5328467153284672
,0.6636221280154374,0.6395558223289316,,64,,three_signal__g0.50__l0.00__o0.50,,,,,,olympiadbench,,,"(0.5, 0.0, 0.5)",,,200,"(0.5, 0.0, 0.5)",0.6395558223289316,online_budget,,
,0.6272984881769267,0.6409563825530212,,128,,three_signal__g0.50__l0.00__o0.50,,,,,,olympiadbench,,,"(0.5, 0.0, 0.5)",,,200,"(0.5, 0.0, 0.5)",0.6409563825530212,online_budget,,
,,,,,,three_signal__g0.50__l0.00__o0.50,,,,,,olympiadbench,,,"(0.5, 0.0, 0.5)",,,0,"(0.5, 0.0, 0.5)",0.6402561024409764,online,,
,,,,,0.34355550526196676,three_signal__g0.50__l0.25__o0.25,0.6190476190476191,,,0.27007299270072993,0.3760750586395622,olympiadbench,,,"(0.5, 0.25, 0.25)",,,200,"(0.5, 0.25, 0.25)",0.3760750586395622,local,-0.7331153642129501,0.5328467153284672
,0.6749096111311068,0.6534613845538215,,64,,three_signal__g0.50__l0.25__o0.25,,,,,,olympiadbench,,,"(0.5, 0.25, 0.25)",,,200,"(0.5, 0.25, 0.25)",0.6534613845538215,online_budget,,
,0.6283182517475903,0.6392557022809123,,128,,three_signal__g0.50__l0.25__o0.25,,,,,,olympiadbench,,,"(0.5, 0.25, 0.25)",,,200,"(0.5, 0.25, 0.25)",0.6392557022809123,online_budget,,
,,,,,,three_signal__g0.50__l0.25__o0.25,,,,,,olympiadbench,,,"(0.5, 0.25, 0.25)",,,0,"(0.5, 0.25, 0.25)",0.6463585434173669,online,,
,,,,,0.3351288957291266,three_signal__g0.50__l0.50__o0.00,0.5079365079365079,,,0.2773722627737226,0.3588079079374446,olympiadbench,,,"(0.5, 0.5, 0.0)",,,200,"(0.5, 0.5, 0.0)",0.3588079079374446,local,-0.6621330195985147,0.5401459854014599
,0.6766201179558031,0.6547619047619048,,64,,three_signal__g0.50__l0.50__o0.00,,,,,,olympiadbench,,,"(0.5, 0.5, 0.0)",,,200,"(0.5, 0.5, 0.0)",0.6547619047619048,online_budget,,
,0.6258699396109719,0.6336534613845539,,128,,three_signal__g0.50__l0.50__o0.00,,,,,,olympiadbench,,,"(0.5, 0.5, 0.0)",,,200,"(0.5, 0.5, 0.0)",0.6336534613845539,online_budget,,
,,,,,,three_signal__g0.50__l0.50__o0.00,,,,,,olympiadbench,,,"(0.5, 0.5, 0.0)",,,0,"(0.5, 0.5, 0.0)",0.6442076830732293,online,,
,,,,,0.34848484848484845,three_signal__g0.75__l0.00__o0.25,0.6666666666666666,,,0.26277372262773724,0.3769633507853403,olympiadbench,,,"(0.75, 0.0, 0.25)",,,200,"(0.75, 0.0, 0.25)",0.3769633507853403,local,-0.6639544192038065,0.5182481751824818
,0.6655766351801612,0.6394557823129252,,64,,three_signal__g0.75__l0.00__o0.25,,,,,,olympiadbench,,,"(0.75, 0.0, 0.25)",,,200,"(0.75, 0.0, 0.25)",0.6394557823129252,online_budget,,
,0.6258680778256058,0.6399559823929571,,128,,three_signal__g0.75__l0.00__o0.25,,,,,,olympiadbench,,,"(0.75, 0.0, 0.25)",,,200,"(0.75, 0.0, 0.25)",0.6399559823929571,online_budget,,
,,,,,,three_signal__g0.75__l0.00__o0.25,,,,,,olympiadbench,,,"(0.75, 0.0, 0.25)",,,0,"(0.75, 0.0, 0.25)",0.6397058823529411,online,,
,,,,,0.3536607698787679,three_signal__g0.75__l0.25__o0.00,0.6349206349206349,,,0.27007299270072993,0.37895275892971453,olympiadbench,,,"(0.75, 0.25, 0.0)",,,200,"(0.75, 0.25, 0.0)",0.37895275892971453,local,-0.6797169349153063,0.5255474452554745
,0.6716468723331432,0.6510604241696679,,64,,three_signal__g0.75__l0.25__o0.00,,,,,,olympiadbench,,,"(0.75, 0.25, 0.0)",,,200,"(0.75, 0.25, 0.0)",0.6510604241696679,online_budget,,
,0.6254676678239913,0.6397559023609444,,128,,three_signal__g0.75__l0.25__o0.00,,,,,,olympiadbench,,,"(0.75, 0.25, 0.0)",,,200,"(0.75, 0.25, 0.0)",0.6397559023609444,online_budget,,
,,,,,,three_signal__g0.75__l0.25__o0.00,,,,,,olympiadbench,,,"(0.75, 0.25, 0.0)",,,0,"(0.75, 0.25, 0.0)",0.6454081632653061,online,,
,,,,,0.34655988350928285,three_signal__g1.00__l0.00__o0.00,0.6507936507936508,,,0.26277372262773724,0.37438173747622067,olympiadbench,,,"(1.0, 0.0, 0.0)",,,200,"(1.0, 0.0, 0.0)",0.37438173747622067,local,-0.651329101179567,0.5255474452554745
,0.6699044273222018,0.6388555422168868,,64,,three_signal__g1.00__l0.00__o0.00,,,,,,olympiadbench,,,"(1.0, 0.0, 0.0)",,,200,"(1.0, 0.0, 0.0)",0.6388555422168868,online_budget,,
,0.624083500091996,0.638155262104842,,128,,three_signal__g1.00__l0.00__o0.00,,,,,,olympiadbench,,,"(1.0, 0.0, 0.0)",,,200,"(1.0, 0.0, 0.0)",0.638155262104842,online_budget,,
,,,,,,three_signal__g1.00__l0.00__o0.00,,,,,,olympiadbench,,,"(1.0, 0.0, 0.0)",,,0,"(1.0, 0.0, 0.0)",0.6385054021608644,online,,
A,,,gl_liu_v1_replay,,0.32876911342752335,gl_liu_v1_replay,0.6666666666666666,0.904260134289242,0.8307264511644074,0.20437956204379562,0.3128491620111732,olympiadbench,registered_incumbent_replay,,,peak,,200,,0.3128491620111732,local,-0.6078938858191381,0.5182481751824818
A,,,step272_twohead,,0.332220986281053,step272_twohead,0.5714285714285714,0.9131289401607564,0.8420808712779515,0.2116788321167883,0.3089214380825566,olympiadbench,registered_incumbent_replay,,,peak,,200,,0.3089214380825566,local,-0.5961566288846916,0.4233576642335766
A,,,max_entropy,,0.29951495553759094,max_entropy__peak,0.5714285714285714,0.8304560656653464,0.7498551732128375,0.1386861313868613,0.223201174743025,olympiadbench,transparent_same_trace_baseline,0.48905109489051096,,peak,2.7737226277372264,200,,0.223201174743025,local,2.126563310623169,0.36496350364963503
A,,,max_entropy,,0.26423883125132325,max_entropy__persistent_q90_3,0.5714285714285714,0.8304560656653464,0.7498551732128375,0.24817518248175183,0.3460559796437659,olympiadbench,transparent_same_trace_baseline,0.1386861313868613,,persistent_q90_3,2.2992700729927007,200,,0.3460559796437659,local,2.126563310623169,0.4744525547445255
A,,,max_entropy,,0.310571371690225,max_entropy__step_top5mean,0.5714285714285714,0.8304560656653464,0.7498551732128375,0.22627737226277372,0.32418300653594767,olympiadbench,transparent_same_trace_baseline,0.40145985401459855,,step_top5mean,2.423357664233577,200,,0.32418300653594767,local,2.126563310623169,0.46715328467153283
A,,,mind_the_gap,,0.25757575757575757,mind_the_gap,0.4444444444444444,0.8898668105490503,0.7856563549994207,0.145985401459854,0.21978021978021975,olympiadbench,protocol_reproduction,,,paper_evidence_drop,,200,,0.21978021978021975,local,0.5413256177178278,0.3722627737226277
B,,,qwen_prm,,,qwen_prm,0.9523809523809523,,,0.5547445255474452,0.7011070110701106,olympiadbench,exact_local_competitor_run,,,native_prediction,,200,,0.7011070110701106,local,,0.6934306569343066
B,,,qwen72b_critic,,,qwen72b_critic,0.9047619047619048,,,0.3795620437956204,0.5347767253044655,olympiadbench,critic_protocol_different_model,,,native_prediction,,200,,0.5347767253044655,local,,0.5109489051094891
B,,,qwen3_judge_control,,,qwen3_judge_control,0.3968253968253968,,,0.029197080291970802,0.05439216752787598,olympiadbench,exact_local_competitor_run,,,native_prediction,,200,,0.05439216752787598,local,,0.10218978102189781
,0.5808532876969762,0.6039415766306523,,64,,mean_entropy,,,,,,olympiadbench,,,,,,200,,0.6039415766306523,online_budget,,
,0.5966625325161555,0.5864345738295318,,64,,max_entropy,,,,,,olympiadbench,,,,,,200,,0.5864345738295318,online_budget,,
,0.6172247503377813,0.5976390556222488,,64,,deepconf_w32,,,,,,olympiadbench,,,,,,200,,0.5976390556222488,online_budget,,
,0.5808532876969762,0.6039415766306523,,64,,deepconf_w64,,,,,,olympiadbench,,,,,,200,,0.6039415766306523,online_budget,,
,0.6011834657991408,0.6022408963585435,,64,,iu28_registered,,,,,,olympiadbench,,,,,,200,,0.6022408963585435,online_budget,,
,0.6663400010150542,0.6327531012404962,,64,,step272_twohead,,,,,,olympiadbench,,,,,,200,,0.6327531012404962,online_budget,,
,0.565766369262473,0.571328531412565,,128,,mean_entropy,,,,,,olympiadbench,,,,,,200,,0.571328531412565,online_budget,,
,0.5601027458944792,0.5712284913965586,,128,,max_entropy,,,,,,olympiadbench,,,,,,200,,0.5712284913965586,online_budget,,
,0.5939876786098442,0.596938775510204,,128,,deepconf_w32,,,,,,olympiadbench,,,,,,200,,0.596938775510204,online_budget,,
,0.5604284656135258,0.5512204881952781,,128,,deepconf_w64,,,,,,olympiadbench,,,,,,200,,0.5512204881952781,online_budget,,
,0.5617509152909999,0.5666266506602641,,128,,iu28_registered,,,,,,olympiadbench,,,,,,200,,0.5666266506602641,online_budget,,
,0.6096442859081821,0.6235494197679071,,128,,step272_twohead,,,,,,olympiadbench,,,,,,200,,0.6235494197679071,online_budget,,
,,,,,,mean_entropy,,,,,,olympiadbench,,,,,,0,,0.5876350540216086,online,,
,,,,,,max_entropy,,,,,,olympiadbench,,,,,,0,,0.5788315326130452,online,,
,,,,,,deepconf_w32,,,,,,olympiadbench,,,,,,0,,0.5972889155662264,online,,
